season	rank	name	qty	category	isFirst
7	51	Atoms	150	currency
7	52	Caps	2500	currency
7	53	Nuclear Keycard	5	other
7	54	Heroic Captain Cosmos Player Icon		playerIcon
7	55	Perk Card Pack	1	other
7	55	Jackalope Plushie		camp	TRUE
7	56	UFO Umbrella Patio Table		camp
7	57	Lunchbox	3	consumable
7	58	Zorbo X-01 Power Armor Paint		skin
7	59	Legendary Module	5	other
7	60	Atoms	150	currency
7	61	Gold Bullion	100	currency
7	62	Zetan Backpack Flair		apparel
7	63	Scrap Kit	6	consumable
7	64	Skellscream Player Icon		playerIcon
7	65	Perk Card Pack	1	other
7	65	Carry Weight Booster	3	consumable	TRUE
7	66	Wavy Willard's Bubble Machine		camp
7	67	Trail Fireworks	10	consumable
7	68	Zorbo Ultracite Power Armor Paint		skin
7	69	Legendary Scrip	250	currency
7	70	Atoms	150	currency
7	71	Gold Bullion	250	currency
7	72	Starscape Floors and Foundations		camp
7	73	Basic Repair Kit	6	consumable
7	74	Evil Doctor Pose		photomode
7	75	Perk Card Pack	1	other
7	76	Zorbo T-65 Power Armor Paint		skin
7	77	Lunchbox	3	consumable
7	78	Come and Get Me! Emote		emote
7	79	Legendary Module	5	other
7	80	Atoms	150	currency
7	81	Caps	2500	currency
7	82	Starscape Wallpaper		camp
7	83	Carry Weight Booster	3	consumable
7	84	Floating Face Farrah Player Icon		playerIcon
7	85	Perk Card Pack	1	other
7	85	Lunchbox	3	consumable	TRUE
7	86	Samurai Sword		skin
7	87	Perfect Bubblegum	6	consumable
7	88	Skellscream Power Armor		skin
7	89	Legendary Scrip	250	currency
7	90	Atoms	150	currency
7	91	Gold Bullion	250	currency
7	92	Dr. Zorbo Helmet		apparel
7	93	Floating Face Flagon		camp
7	94	Dr. Zorbo's Magic Pose		photomode
7	95	Perk Coins	50	currency
7	95	Enclave Three-Laser Door		camp	TRUE
7	96	Dr. Zorbo Robes		apparel
7	97	Legendary Module	10	other
7	98	Order of Mystery Set		camp
7	99	Lunchbox	9	consumable
7	100	Dr. Zorbo Player Icon		playerIcon
7	100	Zorbo's Revenge Gameboard		camp
7	100	Howling Skellscream Power Armor		skin
7	100	Atoms	500	currency
8	2	Underground Logo Player Icon		playerIcon
8	3	Vault-Tec Supply Crate (Level 2)		other
8	4	Health Kit Bundle		consumable
8	5	Exercise Bike		camp
8	5	Lunchbox	3	consumable	TRUE
8	6	Free States Wood Armor Paint		skin
8	7	Lunchbox	3	consumable
8	8	Vault-Tec Twin Bed		camp
8	9	Legendary Module	3	other
8	10	Atoms	150	currency
8	10	Liquid Courage	1	consumable	TRUE
8	11	Caps	500	currency
8	12	RobCo Jumpsuit		apparel
8	13	Vault-Tec Supply Crate (Level 3)		other
8	14	Purple Floater Mobile		camp
8	15	Perk Card Pack	1	other
8	15	Bunny Slippers Player Icon		playerIcon	TRUE
8	16	Trail Fireworks	10	consumable
8	17	Lunchbox	3	consumable
8	18	Free States Leather Armor Paint		skin
8	19	Legendary Module	3	other
8	20	Atoms	150	currency
8	20	Perfect Bubblegum	3	consumable	TRUE
8	21	Caps	1000	currency
8	22	Yellow T-45 Power Armor Paint		skin
8	23	Basic Repair Kit	3	consumable
8	24	Creepy Baby Player Icon		playerIcon
8	25	Lite Ally: Sam Nguyen		camp
8	25	Diner Wall Light		camp	TRUE
8	26	Perk Card Pack	1	other
8	27	Nuclear Keycard	5	other
8	28	Free States Metal Armor Paint		skin
8	29	Legendary Scrip	100	currency
8	30	Atoms	150	currency
8	30	Carry Weight Booster	3	consumable	TRUE
8	31	Gold Bullion	100	currency
8	32	Yellow T-51 Power Armor Paint		skin
8	33	Scrap Kit	3	consumable
8	34	Floral Frame		photomode
8	35	Perk Card Pack	1	other
8	35	Yellow Wooden Door		camp	TRUE
8	36	Rooster Mailbox		camp
8	37	Liquid Courage	1	consumable
8	38	Free States Robot Armor Paint		skin
8	39	Legendary Module	3	other
8	40	Atoms	150	currency
8	40	Basic Repair Kit	3	consumable	TRUE
8	41	Caps	1000	currency
8	42	Yellow T-60 Power Armor Paint		skin
8	43	Basic Repair Kit	3	consumable
8	44	Expert Hacker Player Icon		playerIcon
8	45	Perk Card Pack	1	other
8	45	Lunchbox	3	consumable	TRUE
8	46	Black Modular Mainframe Set		camp
8	47	Legendary Module	5	other
8	48	Free States Combat Armor Paint		skin
8	49	Atoms	150	currency
8	50	Harmaceutical Chemistry Workstation		camp
8	50	Perfect Bubblegum	3	consumable	TRUE
8	51	Atoms	150	currency
8	52	Caps	2500	currency
8	53	Carry Weight Booster	3	consumable
8	54	Yellow Excavator Power Armor Paint		skin
8	55	Perk Card Pack	1	other
8	55	Modern Rug		camp	TRUE
8	56	Blue Shag Carpet Floor and Foundations		camp
8	57	Lunchbox	3	consumable
8	58	Free States Marine Armor Paint		skin
8	59	Legendary Module	5	other
8	60	Atoms	150	currency
8	60	Basic Repair Kit	3	consumable	TRUE
8	61	Gold Bullion	100	currency
8	62	Vault Survivor Flair		skin
8	63	Scrap Kit	6	consumable
8	64	Yellow X-01 Power Armor Paint		skin
8	65	Perk Card Pack	1	other
8	65	Carry Weight Booster	3	consumable	TRUE
8	66	Locomotive Railway Rifle Paint		skin
8	67	Carry Weight Booster	3	consumable
8	68	Elaborate Silver Chandelier		camp
8	69	Legendary Scrip	250	currency
8	70	Atoms	150	currency
8	70	Liquid Courage	1	consumable	TRUE
8	71	Gold Bullion	250	currency
8	72	Cream Modular Sofa Set		camp
8	73	Basic Repair Kit	6	consumable
8	74	Science Guy Pose		photomode
8	75	Perk Card Pack	1	other
8	75	Bass Mailbox		camp	TRUE
8	76	Vault-Tec Hellcat Power Armor Paint		skin
8	77	Lunchbox	3	consumable
8	78	Silver Collectron Station		camp
8	79	Legendary Module	5	other
8	80	Atoms	150	currency
8	80	Perfect Bubblegum	3	consumable	TRUE
8	81	Caps	2500	currency
8	82	Yellow Curtains		camp
8	83	Nuclear Keycard	5	other
8	84	Extra Handed Vault Girl Player Icon		playerIcon
8	85	Perk Card Pack	1	other
8	85	Lunchbox	3	consumable	TRUE
8	86	Vault-Tec Paint (Machine Gun)		skin
8	87	Lunchbox	9	consumable
8	88	Doorbell		camp
8	89	Legendary Scrip	250	currency
8	90	Atoms	150	currency
8	90	Basic Repair Kit	3	consumable	TRUE
8	91	Gold Bullion	250	currency
8	92	Vault Survivor Backpack		skin
8	93	Vault 76 Stein		camp
8	94	Dinner's Served Player Icon		playerIcon
8	95	Perk Coin	50	currency
8	95	Weathered Hero of the Great War Statue		camp	TRUE
8	96	Vault Survivor Hood		apparel
8	97	Hot Rod Mailbox		camp
8	98	Vault Survivor Outfit		apparel
8	99	Legendary Module	5	other
8	100	First Responders CAMP Kit		camp
8	100	Life Underground Gameboard		camp
8	100	Target Practice Player Icon		playerIcon
8	100	Atoms	500	currency
8	100	Scrap Kit	3	consumable	TRUE
