BOOK_FormID	BOOK_EDID	LocationName	LocationSource	QuestName
003F0738	P01B_Lying02_LaundryNote	Van Lowe Taxidermy	NameParse	The Lowe-Down
003F0739	P01B_Lying_02_BoPeepClue			The Lowe-Down
003F073A	zzz_P01B_Lying_02_WolfPrintOut			The Lowe-Down
003F073B	P01B_Lying_02_CryptidArticle	Van Lowe Taxidermy	NameParse	The Lowe-Down
003F0B2D	Recipe_Brewing_BeerBlackwaterBrew	Quick Test Cell	NameParse	
003F0B2E	Recipe_Brewing_BeerNewRiverRedAle			
003F0B2F	Recipe_Brewing_BeerOakHollerLager			
003F0B30	Recipe_Brewing_BeerOldPossum			
003F0B31	Recipe_Brewing_BeerPickAxePilsner			
003F0B32	Recipe_Brewing_CranberryMoonshine			
003F0B33	Recipe_Brewing_MountainHoneyMoonshine			
003F0B34	Recipe_Brewing_DLC04_NukaCola_Dark			
003F1212	Recipe_Mod_Camera_SnapMatic_Lens_105mm			
003F1213	Recipe_Mod_Camera_SnapMatic_Lens_200mm			
003F1214	P01C_Tadpole_Recipe_Mod_Camera_SnapMatic_Lens_NightVision			
003F1215	Recipe_Mod_Camera_SnapMatic_Lens_Targeting			
003F143E	E01F_Fasnacht_Analysis_Good			Event  Fasnacht Day
003F143F	E01F_Fasnacht_Analysis_Bad			Event  Fasnacht Day
003F1B6B	BMO_BunkerNote07_TastingAreaNote	Kanawha Nuka-Cola Plant	NameParse	
003F1BDA	BMO_BunkerNote07_CrashedPlaneNote	SFS08VineHeartCell01	ExtCell	
003F1BE0	BMO_BunkerNote07_SecretDoorsNote	OverlookCabinExt	ExtCell	
003F21AE	CUT_P01B_Mini_Squatch01_MichaelsJournal			
003F25F0	P01b_Mini_Random01_LetterToL	[CELL:00050B2C]	ExtCell	That Sinking Feeling
003F25F1	P01B_Mini_Random01_CryptidArticle2	[CELL:00050B2C]	ExtCell	That Sinking Feeling
003F25F2	zzz_P01B_Mini_Random01_PrintoutMeetingNotes			That Sinking Feeling
003F25F3	zzz_P01B_Mini_Random01_PrintoutCatBdays			That Sinking Feeling
003F25F4	P01B_Mini_Random01_Journal3	[CELL:00050B2C]	ExtCell	M01C_Athletics_Master
003F25F5	P01B_Mini_Random01_Journal2	[CELL:00050B2C]	ExtCell	M01C_Athletics_Master
003F25F6	P01B_Mini_Random01_Journal1	[CELL:00050B2C]	ExtCell	M01C_Athletics_Master
003F2694	P01b_Mini_Robot01_WolfLetterToPeep			Baa Baa Black Sheep
003F269F	ZZZP01b_Mini_Robot01_BlacksheepCode			
003F26A1	ZZZP01B_Mini_Robot01_Complaint			
003F3830	P01B_Mini_Random03_Book_Catalog	[CELL:00050B2C]	ExtCell	Unsolved  Death and Taxidermy
003F3831	P01B_Mini_Random03_Book_Note	[CELL:00050B2C]	ExtCell	Unsolved  Death and Taxidermy
003F446B	Recipe_Brewing_FirecrackerWhiskey_Manhattan			
003F446C	Recipe_Brewing_FirecrackerWhiskey_OldFashioned			
003F446D	Recipe_Brewing_LeadChampagne_Bellini			
003F446E	Recipe_Brewing_LeadChampagne_Mimosa			
003F446F	Recipe_Brewing_TickbloodTequila_Margarita			
003F4470	Recipe_Brewing_TickbloodTequila_Sunrise			
003F4600	Recipe_Workshop_Crafting_Brewing_Fermenter			
003F4747	zzz_DoNotUse			
003F4749	Recipe_Workshop_Crafting_Brewing_BeerKeg			
003F4769	Recipe_Workshop_FloorDecor_Fasnacht_AlpineHorn			
003F476C	Recipe_Workshop_WallDecor_Signs_GreekLetters			
003F4B1C	Recipe_Workshop_FloorDecor_Misc_Fasnacht_LanternPole_01			
003F4B1D	Recipe_Workshop_FloorDecor_Misc_Fasnacht_FlagPole_01			
003F4B1E	Recipe_Workshop_FloorDecor_Misc_Fasnacht_RibbonsPole_01			
003F4B1F	Recipe_Workshop_WallDecor_Misc_Fasnacht_WallFlag_01			
003F4B20	Recipe_Workshop_WallDecor_Misc_Fasnacht_MountedRibbons_01			
003F4B21	Recipe_Workshop_WallDecor_Misc_Fasnacht_BranchGarland_01			
003F4B22	Recipe_Workshop_WallDecor_Misc_Fasnacht_Garland_01			
003F4B23	Recipe_Workshop_WallDecor_Misc_Fasnacht_Streamers_01			
003F4B24	Recipe_Workshop_CeilingDecor_Misc_Fasnacht_Snowflakes_01			
003F4B25	Recipe_Workshop_CeilingDecor_Misc_Fasnacht_HangingRibbons_01			
003F4B26	Recipe_Workshop_FloorDecor_Rugs_Fasnacht_ConfettiPile_01			
003F4B2C	zzzRecipe_Headwear_Fasnacht_Beret			
003F5103	P01b_Mini_Random02_Journal01	[CELL:00050B2C]	ExtCell	
003F5105	P01b_Mini_Random02_Journal02	[CELL:00050B2C]	ExtCell	
003F514F	W05_MQS_201P_KeycardClue2_RSVP	[CELL:00050B2C]	ExtCell	Trade Secrets
003F5150	Template_CharlestonHeraldNewspaper	Quick Test Cell	NameParse	
003F5C51	Recipe_Brewing_WhiteRussian			
003F5CA0	P01B_Lying_01_Recipe_Workshop_WallDecor_Taxidermy_Wolf			
003F5E97	P01B_Mini_Squatch01_Recipe_Cooking_MeatPie			
003F5E98	P01B_Mini_Random04_Recipe_Workshop_FloorDecor_Rugs_PicnicBlanket			
003F5E9C	Recipe_Chem_StimGas			
003F6A24	zzz_P01B_Mini_Random01_PrintoutGhostNotes			That Sinking Feeling
003F6B59	Recipe_Workshop_FloorDecor_Misc_Fasnacht_Balloons_01			
003F6B5A	Recipe_Workshop_FloorDecor_Statues_Fasnacht_OldManWinter			
003F7F9F	CUT_Recipe_Workshop_FloorDecor_Misc_Fasnacht_Effigy			
003F8808	V94_2_Utility_PumpCodePage			Vault Mission  Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>
003FB9E4	recipe_mod_PowerArmor_X01_Material_Paint_NukaQuantum			
003FBB9C	ZZZRecipe_Brewing_ToxicGin			
003FBB9D	recipe_mod_BowieKnife_Material_Paint_Scout			
003FBCA9	W05_MQS_201P_KeycardClue3_Newspaper	[CELL:00050B2C]	ExtCell	Trade Secrets
003FBCAA	W05_MQS_201P_KeycardClue4_HornwrightNote	[CELL:00050B2C]	ExtCell	Trade Secrets
003FBF37	ZZZP01B_Wolf_RecallKey_Recipe			Wolf in Sheep's Clothing
003FBF4E	NukaColaPlant_FeedbackForm03_Lewis	Kanawha Nuka-Cola Plant	NameParse	
003FC7E0	P01C_Tadpole_Recipe_Workshop_WallDecor_FlagsUSA_Clean			
003FC7E1	P01C_Tadpole_Recipe_Workshop_FloorDecor_Misc_PioneerScout_Tadpole			
003FC7E2	P01C_Tadpole_Recipe_Workshop_FloorDecor_Misc_PioneerScout_Squirrel			
003FC7E3	P01C_Tadpole_Recipe_Workshop_FloorDecor_Misc_PioneerScout_Possum			
003FC7E4	P01C_Tadpole_Recipe_Workshop_WallDecor_Posters_PioneerScout_Plants			
003FFAE0	Recipe_Weapon_Melee_BearArm			
003FFAE1	recipe_mod_melee_BearArm_Heavy			
003FFAE2	recipe_mod_melee_BearArm_Puncturing			
004005E0	TestVanLowePoster			
004026DE	WU_OswaldNote			
0040326E	P01B_Lying_NoteToWolf02	Van Lowe Taxidermy	NameParse	Lying Lowe
00403273	P01B_Mini_Random03_Book_Letter	[CELL:00050B2C]	ExtCell	Unsolved  Death and Taxidermy
0040329E	P01B_Mini_Random03_Book_Directions	[CELL:00050B2C]	ExtCell	Unsolved  Death and Taxidermy
004032A6	P01B_Mini_Random03_Book_Start	Van Lowe Taxidermy	NameParse	
00403342	P01B_Mini_Squatch01_CryptidArticle3	[CELL:00050B2C]	ExtCell	[Misc - A Perfect Getaway]
0040347F	P01B_Mini_Albino_StartingNote	Van Lowe Taxidermy	NameParse	
004036EC	P01B_Mini_Robot01_BoPeepNote	[CELL:00050B2C]	ExtCell	Baa Baa Black Sheep
004041CE	P01b_Mini_Random01_FromRay	POIMire09Ext	ExtCell	
004044D3	P01B_Mini_Random04_BoardNote	Van Lowe Taxidermy	NameParse	
004044D4	P01B_Mini_Random02_BoardNote	Van Lowe Taxidermy	NameParse	
00404AAB	P01B_Mini_Random03_Book_Start_Generic	POITrainStationLewisburgExt	ExtCell	
00407F54	W05_MQS_203P_BrainPrepNote01	RobCo Research Center	NameParse	
00407F55	W05_MQS_203P_BrainPrepNote02	RobCo Research Center	NameParse	
00407F56	W05_MQS_203P_BrainPrepNote03	RobCo Research Center	NameParse	
0040D486	W05_MQR_201P_LouGoodbyeNote			Cheating Death
0040D829	WU_HolotapePlaceholder01			
0040D82B	WU_HolotapePlaceholder02			
0040DF43	Recipe_Workshop_WallDecor_76Taxidermy_Gorilla			
0040DF45	Recipe_Workshop_WallDecor_Taxidermy_MountedDeerSkull			
0040F66A	W05_MQ_002P_Radical_Recipe_Workshop_CraneRadioTransmitter			Hunter for Hire
0040F66B	W05_MQ_002P_GangerNote			Hunter for Hire
00412274	P01B_Mini_Random02_TrainNote	POITrainStationLewisburgExt	ExtCell	
00412275	P01B_Mini_Random04_TrainNote	POITrainStationGraftonExt	ExtCell	
00415563	Recipe_Workshop_WallDecor_Posters_Bucketlist_Postcards			
0041A334	W05_MQ_003P_GauleyMineProdBook			Strength in Numbers
0041B8D2	P01L_McCreary_DoorCode	Quick Test Cell	NameParse	
0041CB5D	W05_MQR_202P_VentNote			Fun and Games
0042101C	Recipe_Weapon_Thrown_SheepsquatchShard			
00421217	CUT_Recipe_Chems_SFS09_FormulaQ			
00424546	LC095_ToMillsNote01	MorgantownExt32	ExtCell	
00424547	LC095_ToStevieNote01	MorgantownExt32	ExtCell	
00424548	LC095_Envelope01	MorgantownExt32	ExtCell	
0042454E	LC010_VaultTecNote01	BeckleyWorkshopExt05	ExtCell	
0042455E	zzz_Babylon_Intro_Checklist			
00424726	P01C_Tadpole_Recipe_Workshop_Bed_PioneerScout_SleepingBag			
00424728	P01C_Recipe_Workshop_Container_PioneerScout_StashBox			
00424883	P02L_McCreary_TaskList	Quick Test Cell	NameParse	
004249A2	ZZZM01C_Roboticist_ManagementNote_old			
00424C59	V96_2_AnalysisEvent_4_KeypadCodePage			Vault Mission  Gone Viral<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>
004265FB	P01C_Tadpole_Recipe_Chems_InsectRepellent			
004266B5	M01C_Roboticist_ManagementNote	RobCo Research Center	NameParse	
00428BC4	P01C_Tadpole_Recipe_Backpack_Standard_Material_Scout_Possum			
00428C49	Recipe_Workshop_FloorDecor_FrogHabitat			
004299C3	LC096_ClosetNote	Morgantown Airport Terminal	NameParse	
004299C6	LC096_BattlePlan	Morgantown Airport Terminal	NameParse	
00429A7E	LC096_Explanation	Morgantown Airport Terminal	NameParse	
0042AE35	DebugDobertNote01	Quick Test Cell	NameParse	
0042C119	BMO_BunkerNote03_MarketingMemoCOPY0000			
0042C11A	WL035_EarlNote			
0042C11B	WL035_FloydNote			
0042C25F	WL036_RippedNote	[CELL:00050B2C]	ExtCell	
0042C549	zzz_Recipe_Backpack_Standard_Material_BlackCloth			
0042C54B	zzz_Recipe_Backpack_Standard_Material_BlackLeather			
0042C54D	zzz_Recipe_Backpack_Standard_Material_BrownLeather			
0042C55E	P01C_Tadpole_Recipe_Backpack_Effect_LeadLined			
0042E728	P01C_Tadpole_Recipe_Workshop_WallDecor_Posters_PioneerScout			
0042FC98	MTRZ05_LuckyMap002			
0042FC99	MTRZ05_LuckyMap003			
0042FFB6	POI281_DavisNote			
0042FFB7	LC052_MillRoofNote			
0042FFB8	LC052_FeederRoofNote			
0042FFB9	LC052_ConveyorNote			
0042FFBA	LC203_GarrahanNote			
0042FFBB	LC203_ReminderNote			
0042FFBC	LC203_LabKeyNote			
0043037E	Magazine_AstonishingTales02_Book	76 QA Smoke	NameParse	
00430380	Magazine_AstonishingTales03_Book	76 QA Smoke	NameParse	
00430383	Magazine_AstonishingTales04_Book	76 QA Smoke	NameParse	
00430386	Magazine_AstonishingTales05_Book	76 QA Smoke	NameParse	
00430389	Magazine_AwesomeTales01_Book	76 QA Smoke	NameParse	
0043038C	Magazine_AwesomeTales02_Book	76 QA Smoke	NameParse	
0043038F	Magazine_AwesomeTales03_Book	76 QA Smoke	NameParse	
00430392	Magazine_AwesomeTales04_Book	76 QA Smoke	NameParse	
00430395	Magazine_AwesomeTales05_Book	76 QA Smoke	NameParse	
00430398	Magazine_AwesomeTales06_Book	76 QA Smoke	NameParse	
0043039B	Magazine_AwesomeTales07_Book	76 QA Smoke	NameParse	
0043039E	Magazine_AwesomeTales08_Book	76 QA Smoke	NameParse	
004303A1	Magazine_AwesomeTales09_Book	76 QA Smoke	NameParse	
004303A4	Magazine_AwesomeTales10_Book	Vault 76	NameParse	
004303A7	Magazine_AwesomeTales11_Book	76 QA Smoke	NameParse	
004303AA	Magazine_AwesomeTales12_Book	76 QA Smoke	NameParse	
004303AD	Magazine_AwesomeTales13_Book	76 QA Smoke	NameParse	
004303B1	Magazine_Backwoodsman01_Book	76 QA Smoke	NameParse	
004303B4	Magazine_Backwoodsman02_Book	76 QA Smoke	NameParse	
004303B7	Magazine_Backwoodsman03_Book	76 QA Smoke	NameParse	
004303BA	Magazine_Backwoodsman04_Book	76 QA Smoke	NameParse	
004303BD	Magazine_Backwoodsman05_Book	76 QA Smoke	NameParse	
004303C0	Magazine_Backwoodsman06_Book	76 QA Smoke	NameParse	
004303C3	Magazine_Backwoodsman07_Book	76 QA Smoke	NameParse	
004303C6	Magazine_Backwoodsman08_Book	76 QA Smoke	NameParse	
004303C9	Magazine_Backwoodsman09_Book	76 QA Smoke	NameParse	
004303CC	Magazine_Backwoodsman10_Book	76 QA Smoke	NameParse	
004303CF	Magazine_GrognakTheBarbarian01_Book	76 QA Smoke	NameParse	
004303D1	Magazine_GrognakTheBarbarian02_Book	76 QA Smoke	NameParse	
004303D3	Magazine_GrognakTheBarbarian03_Book	76 QA Smoke	NameParse	
004303D5	Magazine_GrognakTheBarbarian04_Book	76 QA Smoke	NameParse	
004303D7	Magazine_GrognakTheBarbarian05_Book	76 QA Smoke	NameParse	
004303DA	Magazine_GrognakTheBarbarian06_Book	76 QA Smoke	NameParse	
004303DD	Magazine_GrognakTheBarbarian07_Book	76 QA Smoke	NameParse	
004303E0	Magazine_GrognakTheBarbarian08_Book	76 QA Smoke	NameParse	
004303E3	Magazine_GrognakTheBarbarian09_Book	76 QA Smoke	NameParse	
004303E6	Magazine_GrognakTheBarbarian10_Book			
004303F3	Magazine_GunsAndBullets01_Book			
004303F6	Magazine_GunsAndBullets02_Book			
004303F9	Magazine_GunsAndBullets03_Book			
004303FC	Magazine_GunsAndBullets04_Book			
004303FF	Magazine_GunsAndBullets05_Book			
00430402	Magazine_GunsAndBullets06_Book			
00430405	Magazine_GunsAndBullets07_Book			
00430408	Magazine_GunsAndBullets08_Book			
0043040B	Magazine_GunsAndBullets09_Book			
0043040E	Magazine_GunsAndBullets10_Book			
00430479	POI205_WixonHomestead_Note	LookoutTower09Ext	ExtCell	
004304E0	Recipe_RSVP00_Cramburger			
00432CBF	Magazine_LiveAndLove01_Book			
00432CC2	Magazine_LiveAndLove02_Book			
00432CC5	Magazine_LiveAndLove03_Book			
00432CC8	Magazine_LiveAndLove04_Book			
00432CCB	Magazine_LiveAndLove05_Book			
00432CCE	Magazine_LiveAndLove06_Book			
00432CD1	Magazine_LiveAndLove07_Book			
00432CD4	Magazine_LiveAndLove08_Book			
00432CD7	Magazine_LiveAndLove09_Book			
00432CDA	Magazine_ScoutsLife01_Book	Vault 76	NameParse	
00432CDD	Magazine_ScoutsLife02_Book			
00432CE0	Magazine_ScoutsLife03_Book			
00432CE3	Magazine_ScoutsLife04_Book			
00432CE6	Magazine_ScoutsLife05_Book			
00432CE9	Magazine_ScoutsLife06_Book			
00432CEC	Magazine_ScoutsLife07_Book			
00432CEF	Magazine_ScoutsLife08_Book			
00432CF2	Magazine_ScoutsLife09_Book			
00432CF6	Magazine_ScoutsLife10_Book			
00432CF9	Magazine_TeslaScience01_Book			
00432CFC	Magazine_TeslaScience02_Book			
00432CFF	Magazine_TeslaScience03_Book			
00432D02	Magazine_TeslaScience04_Book			
00432D05	Magazine_TeslaScience05_Book			
00432D08	Magazine_TeslaScience06_Book			
00432D0B	Magazine_TeslaScience07_Book			
00432D0E	Magazine_TeslaScience08_Book			
00432D11	Magazine_TeslaScience09_Book			
00432D14	Magazine_TumblersToday01_Book			
00432D17	Magazine_TumblersToday02_Book			
00432D1A	Magazine_TumblersToday03_Book			
00432D1D	Magazine_TumblersToday04_Book			
00432D20	Magazine_TumblersToday05_Book			
00432D23	Magazine_Unstoppables01_Book			
00432D26	Magazine_Unstoppables02_Book			
00432D29	Magazine_Unstoppables03_Book			
00432D2C	Magazine_Unstoppables04_Book			
00432D2F	Magazine_Unstoppables05_Book			
00432D37	Magazine_USCovertOps01_Book			
00432D3A	Magazine_USCovertOps02_Book			
00432D3D	Magazine_USCovertOps03_Book			
00432D40	Magazine_USCovertOps04_Book			
00432D43	Magazine_USCovertOps05_Book			
00432D46	Magazine_USCovertOps06_Book			
00432D49	Magazine_USCovertOps07_Book			
00432D4C	Magazine_USCovertOps08_Book			
00432D4F	Magazine_USCovertOps09_Book			
00432D52	Magazine_USCovertOps10_Book			
00432D60	Magazine_AstonishingTales01_Book	76 QA Smoke	NameParse	
00432F31	EN01_NuclearCommMinutes	Sam Blackwell's Bunker	NameParse	
00432F32	MTR10_RobotNote			
004333F0	POST_Recipe_Chems_DetoxingSalveAshHeap			
004333F1	POST_Recipe_Chems_DetoxingSalveCranberryBog			
004333F2	POST_Recipe_Chems_DetoxingSalveForest			
004333F3	POST_Recipe_Chems_DetoxingSalveMire			
004333F4	POST_Recipe_Chems_DetoxingSalveSavageDivide			
004333F5	POST_Recipe_Chems_DetoxingSalveToxicValley			
00433427	LC052_IgnitionReactorNote			
0043348A	LC052_BlastFurnaceNote2	GraftonSteelExt07	ExtCell	
0043348B	LC052_BlastFurnaceNote	GraftonSteelExt03	ExtCell	
00434DC6	Recipe_Workshop_Trap_Radiation			
00435856	Recipe_Workshop_WallDecor_Taxidermy_MountedAntlers			
00435857	Recipe_Workshop_WallDecor_Taxidermy_MountedDeerHead			
00435858	Recipe_Workshop_WallDecor_76Taxidermy_FireflyOn			
00435859	Recipe_Workshop_WallDecor_76Taxidermy_Fox			
0043585A	Recipe_Workshop_WallDecor_76Taxidermy_HoneyBeast			
0043585B	Recipe_Workshop_WallDecor_76Taxidermy_Megasloth			
0043585C	Recipe_Workshop_WallDecor_76Taxidermy_Mothman			
0043585D	Recipe_Workshop_WallDecor_76Taxidermy_Opossum			
0043585E	P01B_Mini_Random03_Recipe_Workshop_WallDecor_76Taxidermy_Owlet			
0043585F	Recipe_Workshop_WallDecor_76Taxidermy_RadBeaver			
00435860	Recipe_Workshop_WallDecor_76Taxidermy_RadFrogBlue			
00435861	Recipe_Workshop_WallDecor_76Taxidermy_RadSquirrel			
00435862	Recipe_Workshop_WallDecor_76Taxidermy_RadToad			
00435863	Recipe_Workshop_WallDecor_76Taxidermy_ScorchedBeast			
00435864	Recipe_Workshop_WallDecor_76Taxidermy_ScorchedBeastQueen			
00435865	Recipe_Workshop_WallDecor_76Taxidermy_Snallygaster			
00435866	Recipe_Workshop_WallDecor_Taxidermy_Tick			
00435867	P01B_Mini_Random01_Recipe_Workshop_WallDecor_76Taxidermy_Wendigo			
00436FEE	Recipe_Weapon_Melee_BaseballBat			
00436FEF	Recipe_Weapon_Melee_Baton			
00436FF0	Recipe_Weapon_Melee_BowieKnife			
00436FF1	Recipe_Weapon_Melee_BoxingGlove			
00436FF2	Recipe_Weapon_Melee_DeathclawGauntlet			
00436FF3	Recipe_Weapon_Melee_AssaultronBlade			
00436FF4	Recipe_Weapon_Melee_PoleHook			
00436FF5	Recipe_Weapon_Melee_GolfClub			
00436FF6	Recipe_Weapon_Melee_GuitarSword			
00436FF7	Recipe_Weapon_Melee_Knuckles			
00436FF8	Recipe_Weapon_Melee_LeadPipe			
00436FF9	Recipe_Weapon_Melee_MoleMinerGauntlet			
00436FFA	Recipe_Weapon_Melee_PipeWrench			
00436FFB	Recipe_Weapon_Melee_Pitchfork			
00436FFC	Recipe_Weapon_Melee_RollingPin			
00436FFD	Recipe_Weapon_Melee_Sickle			
00436FFE	Recipe_Weapon_Melee_SkiSword			
00436FFF	Recipe_Weapon_Melee_Sledgehammer			
00437000	Recipe_Weapon_Melee_SuperSledge			
00437001	Recipe_Weapon_Melee_Switchblade			
00437002	Recipe_Weapon_Melee_TireIron			
00437003	Recipe_Weapon_Melee_WarDrum			
00437004	Recipe_Weapon_Melee_PoolCue			
00437005	Recipe_Weapon_Ranged_HuntingRifle			
00437006	Recipe_Weapon_Thrown_Tomahawk			
00437007	Recipe_Weapon_Ranged_44			
00437008	Recipe_Weapon_Ranged_LaserGun			
00437009	Recipe_Weapon_Ranged_GammaGun			
0043700A	Recipe_Weapon_Ranged_PlasmaGun			
0043700B	Recipe_Weapon_Ranged_SubmachineGun			
0043700C	Recipe_Weapon_Ranged_AlienBlaster			
0043700D	Recipe_Weapon_Ranged_CombatRifle_MQ			
0043700E	Recipe_Weapon_Ranged_50CalMachineGun			
0043700F	Recipe_Weapon_Ranged_Broadsider			
00437010	Recipe_Weapon_Ranged_AssaultronHead			
00437011	Recipe_Weapon_Ranged_Fatman			
00437012	Recipe_Weapon_Ranged_HarpoonGun			
00437013	Recipe_Weapon_Ranged_RailwayRifle			
00437014	Recipe_Weapon_Ranged_MiniGun_MQ			
00437015	Recipe_Weapon_Ranged_LightningGun			
00437016	recipe_Armor_Raider_Underarmor_Harness			
00437017	recipe_Armor_Raider_Underarmor_LongJohns			
00437018	recipe_Armor_Raider_Underarmor_RaiderLeathers			
00437019	recipe_Armor_Raider_Underarmor_RoadLeathers			
0043701A	recipe_Armor_Marine_Underarmor_Helmet			
0043701B	Recipe_Armor_Raider_Arms_Light			
0043701C	Recipe_Armor_Raider_Legs_Light			
0043701D	Recipe_Armor_Raider_Torso_Light			
00437029	recipe_DLC03_miscmod_mod_armor_Marine_Lining_Torso_Explosion2			
0043702C	recipe_DLC03_mod_armor_Trapper_Lining_Torso_Explosion2			
00437035	recipe_mod_armor_Combat_Lining_Torso_Explosion2			
00437036	recipe_mod_armor_Leather_Lining_Torso_Explosion2			
00437037	recipe_mod_armor_Metal_Lining_Torso_Explosion2			
0043703A	recipe_mod_armor_RaiderMod_Lining_Torso_Explosion2			
0043703B	recipe_mod_armor_Robot_Lining_Torso_Explosion2			
0043703C	CUT_recipe_mod_PaddleBall_Bladed			
0043703D	CUT_recipe_mod_PaddleBall_Electric			
0043703E	CUT_recipe_mod_PaddleBall_ExplosiveCherry			
0043703F	CUT_recipe_mod_PaddleBall_ExplosiveNuka			
00437040	CUT_recipe_mod_PaddleBall_ExplosiveQuantum			
00437041	CUT_recipe_mod_PaddleBall_Fire			
00437042	CUT_recipe_mod_PaddleBall_Spikes			
004385F7	Recipe_Armor_Robot_Torso_Medium			
004385FB	Recipe_Armor_Robot_Arms_Medium			
004385FC	Recipe_Armor_Robot_Legs_Medium			
004385FD	Recipe_Armor_Robot_Arms_Heavy			
004385FE	Recipe_Armor_Robot_Legs_Heavy			
004385FF	Recipe_Armor_Robot_Torso_Heavy			
00438600	Recipe_Armor_Raider_Arms_Heavy			
00438601	Recipe_Armor_Raider_Legs_Heavy			
00438602	Recipe_Armor_Raider_Torso_Heavy			
00438603	Recipe_Armor_Metal_Arms_Heavy			
00438604	Recipe_Armor_Metal_Legs_Heavy			
00438605	Recipe_Armor_Metal_Torso_Heavy			
00438606	Recipe_Armor_Leather_Arms_Heavy			
00438607	Recipe_Armor_Leather_Legs_Heavy			
00438608	Recipe_Armor_Leather_Torso_Heavy			
00438609	Recipe_Armor_Combat_Arms_Heavy			
0043860A	Recipe_Armor_Combat_Legs_Heavy			
0043860B	Recipe_Armor_Combat_Torso_Heavy			
0043860C	Recipe_Armor_Metal_Arms_Medium			
0043860D	Recipe_Armor_Metal_Legs_Medium			
0043860E	Recipe_Armor_Metal_Torso_Medium			
0043860F	Recipe_Armor_Leather_Arms_Medium			
00438610	Recipe_Armor_Leather_Legs_Medium			
00438611	Recipe_Armor_Leather_Torso_Medium			
00438612	Recipe_Armor_Combat_Arms_Medium			
00438613	Recipe_Armor_Combat_Legs_Medium			
00438614	Recipe_Armor_Combat_Torso_Medium			
0043CD89	MTNS04_BeerHallNote	SonsOfDaneCompoundExt04	ExtCell	Event  One Violent Night
0043E1AE	Template_EnvelopeWavyWillards02	[CELL:0000DD46]	ExtCell	
0044D404	recipe_Clothes_Jumpsuit_VaultTec			
0045140F	JustinColeNote	SlocumsJoeExt	ExtCell	
00453AAA	UD002RightMonitoringNote	The Burrows	NameParse	
00453AAC	UD002CentralShantytownNote	The Burrows	NameParse	
00454115	RE_ObjectCMB09_Note			
0045463A	RE_SceneSM04_InsultBot_Note	Quick Test Cell	NameParse	Insult Bot
00454C1E	BrewingDummyRecipe_DONOTPLACE			
00454E1C	RE_ObjectCMB07_Note			
0045581F	UD002PointerNote	The Burrows	NameParse	
0045C492	CUT_Recipe_Weapon_Melee_P01E_HeartBouquet	[CELL:00260D53]	ExtCell	
0045C49C	CUT_Recipe_Weapon_P01E_HeartPerfume	[CELL:00260D53]	ExtCell	
0045C4A3	zzzRecipe_Brew_P01E_HeartBubbly	[CELL:00260D53]	ExtCell	
0045C4B1	P01E_Heart_RomanceNotes			
0045EC39	recipe_mod_melee_ShepherdsCrook_GlassCovered			
0045EC3A	recipe_mod_melee_ShepherdsCrook_SheepSquatchHorn			
0045EC3B	recipe_mod_melee_ShepherdsCrook_Shock			
0045EC3C	recipe_mod_melee_ShepherdsCrook_Spiked			
0045EC3D	recipe_mod_melee_ShepherdsCrook_Toothed			
0045EC3E	Recipe_Weapon_Melee_ShepherdsCrook			
0045EC51	recipe_mod_melee_SheepsquatchStaff_Barbwire			
0045EC52	recipe_mod_melee_SheepsquatchStaff_Burning			
0045EC53	recipe_mod_melee_SheepsquatchStaff_BurningBarbwire			
0045EC54	recipe_mod_melee_SheepsquatchStaff_Heavy			
0045EC55	recipe_mod_melee_SheepsquatchStaff_Poison			
0045EC56	recipe_mod_melee_SheepsquatchStaff_Shock			
0045EC57	recipe_mod_melee_SheepsquatchClub_Barbwire			
0045EC58	recipe_mod_melee_SheepsquatchClub_Burning			
0045EC59	recipe_mod_melee_SheepsquatchClub_BurningBarbwire			
0045EC5A	recipe_mod_melee_SheepsquatchClub_Heavy			
0045EC5B	recipe_mod_melee_SheepsquatchClub_Poison			
0045EC5C	recipe_mod_melee_SheepsquatchClub_Shock			
0045EC5D	Recipe_Weapon_Melee_SheepsquatchClub			
0045EC5E	Recipe_Weapon_Melee_SheepsquatchStaff			
0046005B	P01B_Mini_Random04_ChelseaNote	[CELL:00050B2C]	ExtCell	Unsolved  Picnic Panic
0046005D	P01B_Mini_Random04_MaryNote			Unsolved  Picnic Panic
00464858	P01B_Mini_Squatch01_Diary			[Misc - A Perfect Getaway]
00465485	V94_1_ReactorEvent_2_KeypadCodePage			Vault Mission  Dead in the Water<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>
00467FC0	Recipe_Weapon_Thrown_SmokeGrenade			
00468301	E01B_Herd_FarmhandNoteBeckwith			Event  Free Range
00469598	E01B_Herd_FarmhandNoteDelano			Event  Free Range
00469599	E01B_Herd_FarmhandNoteAaronholt			Event  Free Range
00469D1F	zzzrecipe_AssaultronHead_Sheepsquatch			
0046A36C	Recipe_Armor_Backpack_Standard			
0046A36D	P01C_Tadpole_Recipe_Backpack_Standard_Material_Scout_Tadpole			
0046A36F	Recipe_Workshop_Crafting_Brewing_Bench			
0046A394	P01B_Lying_NoiseComplaint	Van Lowe Taxidermy	NameParse	
