SPEL_FormID	SPEL_EDID	SPEL_FULL	EffectIndex	EFID_MGEF_FormID	EFID_MGEF_EDID	EFID_MGEF_FULL	CVTO_CURV_FormID	CVTO_CURV_EDID	MAGA_AVIF_FormID	MAGA_AVIF_EDID	EFIT_Magnitude	EFIT_Area	EFIT_Duration
0031BE5C	AbPerkShotgunnerExpert	Shotgunner Expert	0	0031BE4A	AbPerkFortifyDmgShotguns	Fortify Shotgun Damage					0.000000	0	0
0031BE5C	AbPerkShotgunnerExpert	Shotgunner Expert	1	0031BE4A	AbPerkFortifyDmgShotguns	Fortify Shotgun Damage					0.000000	0	0
0031BE5C	AbPerkShotgunnerExpert	Shotgunner Expert	2	0031BE4A	AbPerkFortifyDmgShotguns	Fortify Shotgun Damage					0.000000	0	0
0031BE5D	AbPerkShotgunnerMaster	Shotgun Champ	0	00801246	abPerkFortifyDmgCrippled	Fortify Crippled Damage			00000398	Projectiles Fired	0.000000	0	0
00319662	AbOnDeathForButchersBountyPerk	Set Keyword for Butchers Bounty	0	00319660	abAddKeywordForButchersBountyPerk	Keyword on Death for Butcher's Bounty					0.000000	0	0
0031D4BA	AbPerkGroundPounder	Ground Pounder	0	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.100000	0	0
0031D4BA	AbPerkGroundPounder	Ground Pounder	1	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.200000	0	0
0031D4BA	AbPerkGroundPounder	Ground Pounder	2	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.300000	0	0
0031E521	AbPerkGunRunner	Gun Runner	0	003BAE7F	AbPerkFortifyMoveSpeedEffect	Perk Move Speed					10.000000	0	0
0031E521	AbPerkGunRunner	Gun Runner	1	003BAE7F	AbPerkFortifyMoveSpeedEffect	Perk Move Speed					20.000000	0	0
00320161	PerkBulletShield	Bullet Shield	0	007AE492	FortifyDeflectChance	Deflect Chance					5.000000	0	6
00320161	PerkBulletShield	Bullet Shield	1	007AE492	FortifyDeflectChance	Deflect Chance					10.000000	0	6
00320161	PerkBulletShield	Bullet Shield	2	007AE492	FortifyDeflectChance	Deflect Chance					15.000000	0	6
00320161	PerkBulletShield	Bullet Shield	3	007AE492	FortifyDeflectChance	Deflect Chance					20.000000	0	6
00320169	AbPerkLockAndLoad	Lock and Load	0	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.200000	0	0
00320169	AbPerkLockAndLoad	Lock and Load	1	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.400000	0	0
00320169	AbPerkLockAndLoad	Lock and Load	2	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.600000	0	0
0032235A	AbPerkScattershot	Scattershot	0	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.100000	0	0
0032235A	AbPerkScattershot	Scattershot	1	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.300000	0	0
0032235A	AbPerkScattershot	Scattershot	2	00127560	AbPerkFortifyReloadSpeedMult	Fortify Reload Speed Mult					0.200000	0	0
00323F84	AbPerkEvasive1	Evasive	0	007ACAFD	AbPerkFortifyEvadeChance	Fortify Evade Chance			000002C7	Agility	0.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					1.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					1.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	2	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					2.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	3	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					2.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	4	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					3.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	5	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					3.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	6	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					4.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	7	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					4.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	8	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					5.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	9	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					5.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	10	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					6.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	11	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					6.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	12	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					7.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	13	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					7.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	14	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					8.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	15	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					8.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	16	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					9.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	17	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					9.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	18	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					10.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	19	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					10.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	20	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					11.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	21	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					11.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	22	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					12.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	23	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					12.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	24	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					13.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	25	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					13.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	26	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					14.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	27	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					14.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	28	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					15.000000	0	0
00323F87	CUT_AbPerkEvasive2	Evasive	29	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					15.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					1.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					1.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	2	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					2.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	3	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					2.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	4	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					3.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	5	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					3.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	6	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					4.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	7	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					4.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	8	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					5.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	9	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					5.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	10	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					6.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	11	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					6.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	12	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					7.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	13	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					7.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	14	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					8.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	15	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					8.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	16	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					9.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	17	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					9.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	18	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					10.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	19	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					10.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	20	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					11.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	21	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					11.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	22	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					12.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	23	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					12.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	24	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					13.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	25	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					13.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	26	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					14.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	27	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					14.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	28	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					15.000000	0	0
00323F88	CUT_AbPerkEvasive3	Evasive	29	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					15.000000	0	0
00323F8A	zzz_AbPerkMovingTarget2	Moving Target	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					0.000000	0	0
00323F8A	zzz_AbPerkMovingTarget2	Moving Target	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					0.000000	0	0
00323F8C	zzz_AbPerkMovingTarget3	Moving Target	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					0.000000	0	0
00323F8C	zzz_AbPerkMovingTarget3	Moving Target	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					0.000000	0	0
00323F93	AbPerkMagneticPersonality	Magnetic Personality	0	0004B268	AbFortifyCharisma	Fortify Charisma					1.000000	0	0
00323F93	AbPerkMagneticPersonality	Magnetic Personality	1	0004B268	AbFortifyCharisma	Fortify Charisma					2.000000	0	0
00323F93	AbPerkMagneticPersonality	Magnetic Personality	2	0004B268	AbFortifyCharisma	Fortify Charisma					3.000000	0	0
00323F93	AbPerkMagneticPersonality	Magnetic Personality	3	0004B268	AbFortifyCharisma	Fortify Charisma					2.000000	0	0
00323F93	AbPerkMagneticPersonality	Magnetic Personality	4	0004B268	AbFortifyCharisma	Fortify Charisma					4.000000	0	0
00323F93	AbPerkMagneticPersonality	Magnetic Personality	5	0004B268	AbFortifyCharisma	Fortify Charisma					6.000000	0	0
00323F95	AbPerkAquagirl	Aquagirl	0	000E36FA	AbWaterbreathing	Waterbreathing					1.000000	0	0
00323F95	AbPerkAquagirl	Aquagirl	1	0004C47D	AbPerkFortifyResistRadiationExpose	Fortify Radiation Resist					100.000000	0	0
003264DF	AbPerkVaccinated	Vaccinated	0	0079B70B	AbReduceDiseaseChanceAll	Resist Disease			000002C4	Endurance	0.000000	0	0
003298EB	MTR08_ApplyCollapseFXSpell	Apply Mine Collapse Effect	0	003298EC	MTR08_ApplyCollapseFXEffect	Apply Mine Collapse Effects Spell					0.000000	0	15
00329909	CameraShakeSpellIntense	Camera Shake Spell	0	0032990A	CameraShakeSpellEffectIntense	Camera Shake Effect - Intense					0.850000	0	10
0032990B	MTR08_CameraShakeSpellIntense	Camera Shake Spell	0	0032990C	MTR08_CameraShakeSpellEffectIntense	MTR08 Camera Shake Effect - Intense					0.750000	0	10
0032990D	MTR08_CameraShakeSpell	Camera Shake Spell	0	0032990E	MTR08_CameraShakeSpellEffect	MTR08 Camera Shake Effect					0.300000	0	7
0032CB38	AbPerkPicklock1	Picklock	0	0032CB39	AbPerkFortifyLockpickingTier	Mod Lockpicking Tier					1.000000	0	0
0032CB38	AbPerkPicklock1	Picklock	1	0032CB2E	AbPerkFortifyLockpicking	Fortify Lockpicking					10.000000	0	0
0032CB3A	AbPerkPicklockExpert1	Picklock Expert	0	0032CB39	AbPerkFortifyLockpickingTier	Mod Lockpicking Tier					1.000000	0	0
0032CB3A	AbPerkPicklockExpert1	Picklock Expert	1	0032CB2E	AbPerkFortifyLockpicking	Fortify Lockpicking					10.000000	0	0
0032CB40	AbPerkPicklockMaster1	Picklock Master	0	0032CB39	AbPerkFortifyLockpickingTier	Mod Lockpicking Tier					1.000000	0	0
0032CB40	AbPerkPicklockMaster1	Picklock Master	1	0032CB2E	AbPerkFortifyLockpicking	Fortify Lockpicking					10.000000	0	0
00330BA1	zzzPerkBornSurvivorSpell	Auto-consume Stimpak	0	0021DDB8	StimpakRestoreHealth	Restore Health					6.000000	0	5
00330BA1	zzzPerkBornSurvivorSpell	Auto-consume Stimpak	1	0021DDB8	StimpakRestoreHealth	Restore Health					8.400000	0	5
00330BA1	zzzPerkBornSurvivorSpell	Auto-consume Stimpak	2	0021DDB8	StimpakRestoreHealth	Restore Health					10.800000	0	5
0033C4D8	EN07_PostNewRadWeatherSpell	Nuclear Fallout Radiation	0	0033C4D9	EN07_PostNukeradWeatherEffect	Nuclear Fallout Radiation					0.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					1.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	1	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					2.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	2	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					3.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	3	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					4.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	4	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					5.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	5	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					6.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	6	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					7.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	7	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					8.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	8	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					9.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	9	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					10.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	10	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					11.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	11	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					12.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	12	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					13.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	13	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					14.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	14	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					15.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	15	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					16.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	16	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					17.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	17	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					18.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	18	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					19.000000	0	0
003408B4	CUT_AbPerkBarbarian03	Barbarian	19	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					20.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					1.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	1	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					2.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	2	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					3.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	3	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					4.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	4	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					5.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	5	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					6.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	6	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					7.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	7	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					8.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	8	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					9.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	9	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					10.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	10	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					11.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	11	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					12.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	12	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					13.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	13	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					14.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	14	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					15.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	15	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					16.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	16	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					17.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	17	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					18.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	18	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					19.000000	0	0
003408B3	CUT_AbPerkBarbarian02	Barbarian	19	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					20.000000	0	0
003408B1	PerkMysteriousStrangerActorStealth		0	000976E0	ChameleonEffectArmorMod	Chameleon					99.000000	0	3
003440A0	AbPerkSlugger	Slugger	0	00801246	abPerkFortifyDmgCrippled	Fortify Crippled Damage					10.000000	0	0
003440A0	AbPerkSlugger	Slugger	1	00801246	abPerkFortifyDmgCrippled	Fortify Crippled Damage					20.000000	0	0
003440A0	AbPerkSlugger	Slugger	2	00801246	abPerkFortifyDmgCrippled	Fortify Crippled Damage					30.000000	0	0
003440AE	AbPerkGladiator	Wound Salter	0	00837DF9	abPerkFortifyDmgVsBleeding	Fortify Damage vs Bleeding					10.000000	0	0
003440AE	AbPerkGladiator	Wound Salter	1	00837DF9	abPerkFortifyDmgVsBleeding	Fortify Damage vs Bleeding					20.000000	0	0
003440AE	AbPerkGladiator	Wound Salter	2	00837DF9	abPerkFortifyDmgVsBleeding	Fortify Damage vs Bleeding					30.000000	0	0
003440B1	AbPerkDemolitionExpert	Demolition Expert	0	003440B2	AbPerkFortifyDmgExplosives	Fortify Explosive Damage					20.000000	0	0
003440B1	AbPerkDemolitionExpert	Demolition Expert	1	003440B2	AbPerkFortifyDmgExplosives	Fortify Explosive Damage					40.000000	0	0
003440B1	AbPerkDemolitionExpert	Demolition Expert	2	003440B2	AbPerkFortifyDmgExplosives	Fortify Explosive Damage					60.000000	0	0
003440D1	AbPerkIronclad	Ironclad	0	007BC541	AbPerkFortifyArmorBonus	Fortify Armor Bonus					15.000000	0	0
003440D1	AbPerkIronclad	Ironclad	1	007BC541	AbPerkFortifyArmorBonus	Fortify Armor Bonus					20.000000	0	0
003440D1	AbPerkIronclad	Ironclad	2	007BC541	AbPerkFortifyArmorBonus	Fortify Armor Bonus					25.000000	0	0
003440DC	AbPerkBodyguards01	Bodyguards	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist			000002C5	Charisma	0.000000	0	0
003440DC	AbPerkBodyguards01	Bodyguards	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist			000002C5	Charisma	0.000000	0	0
003440DE	AbPerkBodyguards02	Bodyguards	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					8.000000	0	0
003440DE	AbPerkBodyguards02	Bodyguards	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					8.000000	0	0
003440DE	AbPerkBodyguards02	Bodyguards	2	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					16.000000	0	0
003440DE	AbPerkBodyguards02	Bodyguards	3	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					16.000000	0	0
003440DE	AbPerkBodyguards02	Bodyguards	4	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					24.000000	0	0
003440DE	AbPerkBodyguards02	Bodyguards	5	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					24.000000	0	0
003440DF	AbPerkBodyguards03	Bodyguards	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					10.000000	0	0
003440DF	AbPerkBodyguards03	Bodyguards	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					10.000000	0	0
003440DF	AbPerkBodyguards03	Bodyguards	2	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					20.000000	0	0
003440DF	AbPerkBodyguards03	Bodyguards	3	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					20.000000	0	0
003440DF	AbPerkBodyguards03	Bodyguards	4	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					30.000000	0	0
003440DF	AbPerkBodyguards03	Bodyguards	5	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					30.000000	0	0
003440E0	AbPerkBodyguards04	Bodyguards	0	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					12.000000	0	0
003440E0	AbPerkBodyguards04	Bodyguards	1	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					12.000000	0	0
003440E0	AbPerkBodyguards04	Bodyguards	2	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					24.000000	0	0
003440E0	AbPerkBodyguards04	Bodyguards	3	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					24.000000	0	0
003440E0	AbPerkBodyguards04	Bodyguards	4	0004A0AC	AbPerkFortifyResistDamage	Fortify Damage Resist					36.000000	0	0
003440E0	AbPerkBodyguards04	Bodyguards	5	000559A4	AbPerkFortifyResistEnergy	Fortify Energy Resist					36.000000	0	0
0034A899	AbPerkBornSurvivor	Born Survivor	0	0034A89A	AbPerkBornSurvivor_ScriptEffect	Born Survivor Script					0.000000	0	0
0034A899	AbPerkBornSurvivor	Born Survivor	1	0034A89A	AbPerkBornSurvivor_ScriptEffect	Born Survivor Script					0.000000	0	0
0034A899	AbPerkBornSurvivor	Born Survivor	2	0034A89A	AbPerkBornSurvivor_ScriptEffect	Born Survivor Script					0.000000	0	0
0034ADA6	MTR04_PoisonHotdog	Spoiled Hotdog	0	0034ADA5	MTR04_PoisonEffect	Spoiled Hotdog					1.000000	0	20
0034ADA6	MTR04_PoisonHotdog	Spoiled Hotdog	1	00226449	StaggerSelfEffect	Stagger					100.000000	0	0
0034ADA7	MTR04_StaggerHotdog	Spoiled Hotdog	0	00226449	StaggerSelfEffect	Stagger					100.000000	0	0
0035206B	AbPerkIronFist	Iron Fist	0	0035206A	AbPerkFortifyDmgMeleeUnarmed	Fortify Fists Melee Damage			000002E3	DamageResist	0.000000	0	0
00356A16	AbPerkHackerMaster	Hacker Master	0	00356A13	AbPerkFortifyHackingTier	Mod Hacking Tier					1.000000	0	0
00356A12	AbPerkHacker	Hacker	0	00356A13	AbPerkFortifyHackingTier	Mod Hacking Tier					1.000000	0	0
00356A1B	AbPerkHackerExpert	Hacker Expert	0	00356A13	AbPerkFortifyHackingTier	Mod Hacking Tier					1.000000	0	0
00366629	AbRaceScorched	Scorched Abilities	0	00366628	abScorchedRaceEffect	Scorched Abilities					0.000000	0	0
00369C0D	SFS08_CameraShakeSpell	Camera Shake Spell	0	00369C0E	SFS08_CameraShakeSpellEffect	SFS08 Camera Shake Effect					0.100000	0	3
0036B847	SFS08_Heart_PoisonDamageSpell	Strangler Poison	0	0009252A	RadiationHazardEffect	Radiation Damage					0.000000	0	1
0036B84B	zzzSFS08_Heart_PoisonFXSpell	Strangler Poison	0	0036B848	zzzSFS08_Heart_StranglerPoisonEffect	Strangler Poison					1.000000	0	10
0036C7EB	AbAudioRaceCricketSoundRepeater		0	0036C7EA	abAudioRaceCricketRepeaterEffect	Audio Race Repeater					0.000000	0	0
00370E72	TW006ScorchedHunterSpell	Scorched Hunter	0	00370E70	TW006ScorchDamageRewardEffect	Scorched Hunter					0.000000	0	14400
003713DB	Test_Tut05_VentsSpell	Invigorating Fumes	0	00023735	RestoreHealthGeneric	Restore Health					0.000000	0	300
