LVLI_FormID	LVLI_EDID	EntryIndex	LVLO_Reference	COED_ExtraData	LVOV_ChanceNoneValue	LVOG_ChanceNoneGlobal	LVOC_ChanceNoneCurve	LVIV_Quantity	LVIG_QuantityGlobal	LVIT_QuantityCurve	LVLV_MinimumLevel	LVLG_MinimumLevelGlobal	LVLT_MinimumLevelCurve	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	4	004E9FEF:Recipe_Workshop_WallDecor_Taxidermy_Bloatfly:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	5	004E9FF1:Recipe_Workshop_WallDecor_Taxidermy_Brahmin:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	6	004E9FF3:Recipe_Workshop_WallDecor_Taxidermy_FeralGhoul:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	7	004E9FF5:Recipe_Workshop_WallDecor_Taxidermy_FEVHound:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	8	004E9FF7:Recipe_Workshop_WallDecor_Taxidermy_FeralGlowingOne:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	9	004E9FF9:Recipe_Workshop_WallDecor_Taxidermy_MirelurkHunter:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	10	004E9FFB:Recipe_Workshop_WallDecor_Taxidermy_Deathclaw:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	11	004E9FFD:Recipe_Workshop_WallDecor_Taxidermy_Mirelurk:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	12	004E9FDB:Recipe_Workshop_WallDecor_Taxidermy_MirelurkKing:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	13	004E9FDD:Recipe_Workshop_WallDecor_Taxidermy_MirelurkQueen:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	14	004E9FDF:Recipe_Workshop_WallDecor_Taxidermy_Raddog:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	15	004E9FE1:Recipe_Workshop_WallDecor_Taxidermy_Radroach:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	16	004E9FE3:Recipe_Workshop_WallDecor_Taxidermy_Radscorpion:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	17	004E9FE5:Recipe_Workshop_WallDecor_Taxidermy_Stingwing:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	18	004E9FE7:P01B_Mini_Random02_Recipe_Workshop_WallDecor_Taxidermy_YaoGuai:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	19	004E9FE9:Recipe_Workshop_WallDecor_Taxidermy_Cat:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	20	00435856:Recipe_Workshop_WallDecor_Taxidermy_MountedAntlers:BOOK		0.000000			1.000000			1.000000			0										
004E9FD3	POST_LL_Recipe_Workshop_WallDecor_Taxidermy	21	00435857:Recipe_Workshop_WallDecor_Taxidermy_MountedDeerHead:BOOK		0.000000			1.000000			1.000000			0										
004EA51D	DONOTUSELPI_PowerArmorFurniture_Raider_Full	0	00137B81:PowerArmorFurniture_Raider_Full:FURN		0.000000			1.000000			1.000000			0										
004EA914	CreatureOutfit_Scorched_Medical	0	003CD18A:CreatureClothes_AsylumWorkerScorched:ARMO											0										
004EA914	CreatureOutfit_Scorched_Medical	1	00379271:CreatureClothes_ResponderMedicJumpsuitScorched:ARMO											0										
004EA914	CreatureOutfit_Scorched_Medical	2	004EA905:CreatureOutfit_Scorched_General:LVLI											0										
004EA909	CreatureOutfit_Scorched_Military	0	003CD194:CreatureClothes_JumpsuitScorched:ARMO											0										
004EA909	CreatureOutfit_Scorched_Military	1	0036C43E:CreatureClothes_MilitaryFatiguesScorched_Underarmor:ARMO											0										
004EA909	CreatureOutfit_Scorched_Military	2	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA90E	CreatureOutfit_Scorched_Raider	0	0037926F:CreatureClothes_Resident3Scorched:ARMO											0										
004EA90E	CreatureOutfit_Scorched_Raider	1	0036C440:CreatureClothes_GreaserJacketScorched:ARMO											0										
004EA90E	CreatureOutfit_Scorched_Raider	2	003CD194:CreatureClothes_JumpsuitScorched:ARMO											0										
004EA90E	CreatureOutfit_Scorched_Raider	3	003CD188:CreatureClothes_RaiderLeathersScorched:ARMO											0										
004EA90E	CreatureOutfit_Scorched_Raider	4	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	0	0036C43C:CreatureClothes_BaseballUniformScorched_Underarmor:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	1	0037926D:CreatureClothes_CopUniformScorched:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	2	0036C442:CreatureClothes_NukaWorldShirtAndJeansScorched_Underarmor:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	3	0037926F:CreatureClothes_Resident3Scorched:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	4	003CD18E:CreatureClothes_ShortSleeveSlacksBlueScorched:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	5	003CD190:CreatureClothes_ShortSleeveSlacksRedScorched:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	6	003CD18C:CreatureClothes_ShortSleeveSlacksStripedScorched:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	7	003CD192:CreatureClothes_ShortSleeveSlacksWhiteScorched:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	8	0036C440:CreatureClothes_GreaserJacketScorched:ARMO											0										
004EA905	CreatureOutfit_Scorched_General	9	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA906	CreatureOutfit_Scorched_WorkingClass	0	00379271:CreatureClothes_ResponderMedicJumpsuitScorched:ARMO											0										
004EA906	CreatureOutfit_Scorched_WorkingClass	1	003CD186:CreatureClothes_SteelWorkerScorched:ARMO											0										
004EA906	CreatureOutfit_Scorched_WorkingClass	2	0036C440:CreatureClothes_GreaserJacketScorched:ARMO											0										
004EA906	CreatureOutfit_Scorched_WorkingClass	3	003CD194:CreatureClothes_JumpsuitScorched:ARMO											0										
004EA906	CreatureOutfit_Scorched_WorkingClass	4	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA90B	CreatureOutfit_Scorched_AmusementPark	0	003CD19C:CreatureClothes_JumpsuitWavyWillardScorched:ARMO											1	"Subject.GetInCurrentLocation(00 00 00, 26 43, LocToxicWavyWillardsWaterparkLocation ""Wavy Willard's Water Park"" [LCTN:000B23D7], 00 00 00 00, -1) 10000000 1.000000"									
004EA90B	CreatureOutfit_Scorched_AmusementPark	1	003CD19E:CreatureClothes_AmusementParkWorkerScorched:ARMO											0										
004EA90B	CreatureOutfit_Scorched_AmusementPark	2	004EA905:CreatureOutfit_Scorched_General:LVLI											0										
004EA913	CreatureOutfit_Scorched_Outdoors	0	0037926F:CreatureClothes_Resident3Scorched:ARMO											0										
004EA913	CreatureOutfit_Scorched_Outdoors	1	003CD194:CreatureClothes_JumpsuitScorched:ARMO											0										
004EA913	CreatureOutfit_Scorched_Outdoors	2	003CD18C:CreatureClothes_ShortSleeveSlacksStripedScorched:ARMO											0										
004EA913	CreatureOutfit_Scorched_Outdoors	3	0036C440:CreatureClothes_GreaserJacketScorched:ARMO											0										
004EA913	CreatureOutfit_Scorched_Outdoors	4	003CD186:CreatureClothes_SteelWorkerScorched:ARMO											0										
004EA913	CreatureOutfit_Scorched_Outdoors	5	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA910	CreatureOutfit_Scorched_VaultTec	0	003CD19A:CreatureClothes_JumpsuitVaultTecScorched:ARMO											0										
004EA910	CreatureOutfit_Scorched_VaultTec	1	004EA907:CreatureOutfit_Scorched_WhiteCollar:LVLI											0										
004EA911	CreatureOutfit_Scorched_RobCo	0	003CD198:CreatureClothes_JumpsuitRobCoScorched:ARMO											0										
004EA911	CreatureOutfit_Scorched_RobCo	1	004EA907:CreatureOutfit_Scorched_WhiteCollar:LVLI											0										
004EA90A	CreatureOutfit_Scorched_Wealthy	0	00379273:CreatureClothes_BathrobeScorched:ARMO											0										
004EA90A	CreatureOutfit_Scorched_Wealthy	1	003CD184:CreatureClothes_SlinkyDressScorched:ARMO											0										
004EA90A	CreatureOutfit_Scorched_Wealthy	2	00379271:CreatureClothes_ResponderMedicJumpsuitScorched:ARMO											0										
004EA90A	CreatureOutfit_Scorched_Wealthy	3	0037926D:CreatureClothes_CopUniformScorched:ARMO											0										
004EA90A	CreatureOutfit_Scorched_Wealthy	4	004EA907:CreatureOutfit_Scorched_WhiteCollar:LVLI											0										
004EA912	CreatureOutfit_Scorched_RedRocket	0	003CD196:CreatureClothes_JumpsuitDieselFusionScorched:ARMO											0										
004EA912	CreatureOutfit_Scorched_RedRocket	1	004EA906:CreatureOutfit_Scorched_WorkingClass:LVLI											0										
004EA912	CreatureOutfit_Scorched_RedRocket	2	004EA905:CreatureOutfit_Scorched_General:LVLI											0										
004EA90F	CreatureOutfit_Scorched_WavyWillards	0	003CD19C:CreatureClothes_JumpsuitWavyWillardScorched:ARMO											0										
004EA90F	CreatureOutfit_Scorched_WavyWillards	1	004EA905:CreatureOutfit_Scorched_General:LVLI											0										
004EA90D	CreatureOutfit_Scorched_Miner	0	0036C440:CreatureClothes_GreaserJacketScorched:ARMO											0										
004EA90D	CreatureOutfit_Scorched_Miner	1	0036C43A:CreatureClothes_MinerUniformScorched:ARMO											0										
004EA90D	CreatureOutfit_Scorched_Miner	2	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA915	CreatureOutfit_Scorched_BoS	0	003CD194:CreatureClothes_JumpsuitScorched:ARMO											0										
004EA915	CreatureOutfit_Scorched_BoS	1	00379275:CreatureClothes_BOSFatiguesScorched_Underarmor:ARMO											0										
004EA915	CreatureOutfit_Scorched_BoS	2	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA907	CreatureOutfit_Scorched_WhiteCollar	0	003CD18E:CreatureClothes_ShortSleeveSlacksBlueScorched:ARMO											0										
004EA907	CreatureOutfit_Scorched_WhiteCollar	1	003CD190:CreatureClothes_ShortSleeveSlacksRedScorched:ARMO											0										
004EA907	CreatureOutfit_Scorched_WhiteCollar	2	003CD192:CreatureClothes_ShortSleeveSlacksWhiteScorched:ARMO											0										
004EA907	CreatureOutfit_Scorched_WhiteCollar	3	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EA908	CreatureOutfit_Scorched_Winter	0	003CD17C:CreatureClothes_SkiingGrayScorched:ARMO											0										
004EA908	CreatureOutfit_Scorched_Winter	1	003CD17E:CreatureClothes_SkiingNavyScorched:ARMO											0										
004EA908	CreatureOutfit_Scorched_Winter	2	003CD180:CreatureClothes_SkiingPurpleScorched:ARMO											0										
004EA908	CreatureOutfit_Scorched_Winter	3	003CD182:CreatureClothes_SkiingRedScorched:ARMO											0										
004EA908	CreatureOutfit_Scorched_Winter	4	004EA913:CreatureOutfit_Scorched_Outdoors:LVLI											0										
004EA90C	CreatureOutfit_Scorched_Asylum	0	003CD18A:CreatureClothes_AsylumWorkerScorched:ARMO											0										
004EA90C	CreatureOutfit_Scorched_Asylum	1	00379275:CreatureClothes_BOSFatiguesScorched_Underarmor:ARMO											0										
004EA90C	CreatureOutfit_Scorched_Asylum	2	003BB51E:CreatureClothes_JeansOnlyScorched_Underarmor_NONPLAYABLE:ARMO											0										
004EAA12	crLLI_Scorched_Weapon_NukeOfficer	0	00160479:LL_Weapon_Simple_Ranged_10mm:LVLI		0.000000			1.000000			1.000000			0										
004EAA12	crLLI_Scorched_Weapon_NukeOfficer	1	001790F3:LL_Weapon_Simple_Ranged_CombatRifle:LVLI		0.000000			1.000000			14.000000			0										
004EAA12	crLLI_Scorched_Weapon_NukeOfficer	2	001ACFB9:LL_Weapon_Simple_Ranged_44:LVLI		0.000000			1.000000			22.000000			0										
004EAA12	crLLI_Scorched_Weapon_NukeOfficer	3	001C6F4F:LL_Weapon_Simple_Ranged_AssaultRifle:LVLI		0.000000			1.000000			28.000000			0										
004EAA12	crLLI_Scorched_Weapon_NukeOfficer	4	001790F3:LL_Weapon_Simple_Ranged_CombatRifle:LVLI		0.000000			1.000000			28.000000			0										
004EAA12	crLLI_Scorched_Weapon_NukeOfficer	5	001C6F4F:LL_Weapon_Simple_Ranged_AssaultRifle:LVLI		0.000000			1.000000			28.000000			0										
004EAA12	crLLI_Scorched_Weapon_NukeOfficer	6	0033AB7E:LL_Weapon_Simple_Ranged_M79:LVLI		0.000000			1.000000			40.000000			0										
004ED814	LPI_Weapon_Melee_RollingPin	0	00188A9F:LL_Weapon_Melee_RollingPin:LVLI		0.000000			1.000000			1.000000			0										
004ED7C4	LPI_Weapon_Melee_WoodCuttingAxe	0	001EBAAD:LL_Weapon_Melee_WoodCuttingAxe:LVLI		0.000000			1.000000			1.000000			0										
004ED816	LPI_Weapon_Melee_Tomahawk	0	001EB9F7:LL_Weapon_Ranged_Tomahawk:LVLI		0.000000			1.000000			1.000000			0										
004ED7C5	LPI_Weapon_Melee_Pitchfork	0	001EB9EB:LL_Weapon_Melee_Pitchfork:LVLI		0.000000			1.000000			1.000000			0										
004ED7C3	LPI_Weapon_Melee_Spear	0	0039EB54:LLS_Weapon_Melee_Long_Level1_Fallthrough:LVLI		0.000000			1.000000			1.000000			0										
004ED7C3	LPI_Weapon_Melee_Spear	1	0033AB56:LL_Weapon_Melee_Spear:LVLI		0.000000			1.000000			15.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	0	00391A44:LL_Chems_Any:LVLI		50.000000			1.000000			1.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	1	00621921:LL_Ammo_Loot_Container:LVLI		50.000000			1.000000			1.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	2	000731A4:c_Steel_scrap:MISC		75.000000			1.000000			1.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	3	000731A4:c_Steel_scrap:MISC		25.000000			1.000000			1.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	4	000731A4:c_Steel_scrap:MISC		10.000000			1.000000			1.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	5	000731A4:c_Steel_scrap:MISC		50.000000			1.000000			1.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	6	000731A4:c_Steel_scrap:MISC		35.000000			1.000000			1.000000			0										
004ED903	LC002_LLC_SuppliesCrateContents_BlackwaterMine	7	000731A4:c_Steel_scrap:MISC		0.000000			3.000000			1.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	0	00356BD8:LLE_Creature_Scorched:LVLI		0.000000			0.000000			1.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	1	00356BD8:LLE_Creature_Scorched:LVLI		90.000000			1.000000			16.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	2	00356BD8:LLE_Creature_Scorched:LVLI		90.000000			1.000000			22.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	3	00356BD8:LLE_Creature_Scorched:LVLI		80.000000			1.000000			28.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	4	00356BD8:LLE_Creature_Scorched:LVLI		80.000000			1.000000			36.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	5	00356BD8:LLE_Creature_Scorched:LVLI		70.000000			1.000000			42.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	6	00356BD8:LLE_Creature_Scorched:LVLI		70.000000			1.000000			48.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	7	00356BD8:LLE_Creature_Scorched:LVLI		70.000000			1.000000			58.000000			0										
004EE6C9	LLS_Creature_Scorched_Melee	8	00356BD8:LLE_Creature_Scorched:LVLI		60.000000			1.000000			68.000000			0										
004EE6C8	LLD_Creature_Scorched_Melee	0	004E6D76:MTNL01_LL_ClaimTicket_Chance:LVLI		0.000000			1.000000			1.000000			1	"Target.GetQuestCompleted(00 00 00, 00 00, MTNL01_Raiders ""Key To the Past"" [QUST:00045A40], 00 00 00 00, -1) 10000000 1.000000"									
004EE6C8	LLD_Creature_Scorched_Melee	1	0052E486:LLD_Creature_BaseItem_Scorched:LVLI		0.000000			1.000000			1.000000			0										
004EE6CC	LLS_MoleMiner_Melee	0	00356BD6:LLE_MoleMiner:LVLI		95.000000			1.000000			1.000000			0										
004EE6CC	LLS_MoleMiner_Melee	1	00356BD6:LLE_MoleMiner:LVLI		90.000000			1.000000			4.000000			0										
004EE6CC	LLS_MoleMiner_Melee	2	00356BD6:LLE_MoleMiner:LVLI		85.000000			1.000000			8.000000			0										
004EE6CC	LLS_MoleMiner_Melee	3	00356BD6:LLE_MoleMiner:LVLI		75.000000			1.000000			14.000000			0										
004EE6CC	LLS_MoleMiner_Melee	4	00356BD6:LLE_MoleMiner:LVLI		60.000000			1.000000			22.000000			0										
004EE6CC	LLS_MoleMiner_Melee	5	00356BD6:LLE_MoleMiner:LVLI		50.000000			1.000000			30.000000			0										
004EE6CC	LLS_MoleMiner_Melee	6	00356BD6:LLE_MoleMiner:LVLI		40.000000			1.000000			40.000000			0										
004EE6CD	LLD_Creature_MoleMiner_Melee	0	004EE6CC:LLS_MoleMiner_Melee:LVLI		0.000000			1.000000			1.000000			0										
004EE6CD	LLD_Creature_MoleMiner_Melee	1	00017DE7:MTR_MinerSuitFilter:MISC		0.000000		003496BC:ItemThree_High_ChanceNone_Tier:GLOB	1.000000			1.000000			0										
004EE6CD	LLD_Creature_MoleMiner_Melee	2	00017DE6:MTR_MinerSuitVisor:MISC		0.000000		0034918F:ItemTwo_High_ChanceNone_Tier:GLOB	1.000000			1.000000			0										
004EE6CD	LLD_Creature_MoleMiner_Melee	3	00017DED:MTR_MinerSuitScrap:MISC		0.000000			1.000000			1.000000			0										
004EE6CD	LLD_Creature_MoleMiner_Melee	4	003DF3F8:LLS_Creature_Medium:LVLI		0.000000			1.000000			1.000000			0										
004EE6CD	LLD_Creature_MoleMiner_Melee	5	007B31D5:LL_WeaponUser_Loot:LVLI		0.000000			1.000000			1.000000			0										
004EE6CA	LLD_Creature_Supermutant_Melee	0	003DF3F5:LLS_Creature_Supermutant:LVLI		0.000000			1.000000			1.000000			0										
004EE6CA	LLD_Creature_Supermutant_Melee	1	001B8811:LLS_Loot_Explosives_All:LVLI		0.000000		0034918F:ItemTwo_High_ChanceNone_Tier:GLOB	1.000000			1.000000			0										
004EE6CA	LLD_Creature_Supermutant_Melee	2	006CD246:LL_Ammo_Loot_Contextual_OpenWorld:LVLI		0.000000			1.000000			1.000000			0										
004EE6CA	LLD_Creature_Supermutant_Melee	3	0044191D:LLD_Creature_BaseItem_SuperMutant_Melee:LVLI		0.000000			1.000000			1.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	0	004F478A:Recipe_Weapon_Ranged_GaussRifle:BOOK		0.000000	00535D49:MinLvl_GaussRifle_SemiAuto_ECON:GLOB		0.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	1	004F478C:Recipe_Weapon_Ranged_M79:BOOK		0.000000	0039E26D:MinLvl_M79_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	2	0043700A:Recipe_Weapon_Ranged_PlasmaGun:BOOK		0.000000	0039DBE8:MinLvl_PlasmaGun_Pistol_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	3	0043700B:Recipe_Weapon_Ranged_SubmachineGun:BOOK		0.000000	0039D99C:MinLvl_SubMachineGun_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	4	0043700D:Recipe_Weapon_Ranged_CombatRifle_MQ:BOOK		0.000000	00535D40:MinLvl_CombatShotgun_Short_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	5	004F477F:Recipe_Weapon_Ranged_Combatshotgun:BOOK		0.000000	00535D40:MinLvl_CombatShotgun_Short_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	6	004F4785:Recipe_Weapon_Ranged_Revolver:BOOK		0.000000	00535D5A:MinLvl_Revolver_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	7	00437009:Recipe_Weapon_Ranged_GammaGun:BOOK		0.000000	00535D46:MinLvl_GammaGun_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	8	0043700E:Recipe_Weapon_Ranged_50CalMachineGun:BOOK		0.000000	00535D2F:MinLvl_50Cal_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	9	0043700F:Recipe_Weapon_Ranged_Broadsider:BOOK		0.000000	00535D39:MinLvl_Broadsider_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	10	004F4782:Recipe_Weapon_Ranged_LeverGun:BOOK		0.000000	00535D57:MinLvl_Lever_ShortRifle_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	11	004F4781:Recipe_Weapon_Ranged_Cryolater:BOOK		0.000000	00535D42:MinLvl_Cryolater_ECON:GLOB		1.000000			1.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	12	004F4788:Recipe_Weapon_Ranged_GatlingLaser:BOOK		0.000000	00535D42:MinLvl_Cryolater_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	13	00437012:Recipe_Weapon_Ranged_HarpoonGun:BOOK		0.000000	00535D50:MinLvl_Harpoon_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	14	004F4787:Recipe_Weapon_Ranged_Flamer:BOOK		0.000000	001A2080:MinLvl_Flamer_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	15	004F4789:Recipe_Weapon_Ranged_GatlingPlasma:BOOK		0.000000	00535D48:MinLvl_GatlingPlasma_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	16	004F478D:Recipe_Weapon_Ranged_MG42:BOOK		0.000000	0039E262:MinLvl_MG42_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	17	00437013:Recipe_Weapon_Ranged_RailwayRifle:BOOK		0.000000	0039D9BE:MinLvl_RailwayRifle_ECON:GLOB		1.000000			0.000000			0										
004F46DF	LLS_Recipes_Weapons_Ranged_RegionSavageDivide	18	004F478A:Recipe_Weapon_Ranged_GaussRifle:BOOK		0.000000	00535D49:MinLvl_GaussRifle_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	0	00437008:Recipe_Weapon_Ranged_LaserGun:BOOK		0.000000	0039E760:MinLvl_Laser_Pistol_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	1	00437007:Recipe_Weapon_Ranged_44:BOOK		0.000000	00535D2E:MinLvl_44_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	2	004F4769:Recipe_Weapon_Ranged_PumpActionShotgun:BOOK		0.000000	0039DA1F:MinLvl_PumpActionShotgun_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	3	004F476A:Recipe_Weapon_Ranged_10mmSMG:BOOK		0.000000	00535D2C:MinLvl_10mmSMG_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	4	004F476C:Recipe_Weapon_Ranged_SingleActionRevolver:BOOK		0.000000	0039D9A7:MinLvl_SingleActionRevolver_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	5	004F4780:Recipe_Weapon_Ranged_Crossbow:BOOK		0.000000	00535D41:MinLvl_Crossbow_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	6	004F4784:Recipe_Weapon_Ranged_HandmadeGun:BOOK		0.000000	00535D4E:MinLvl_Handmade_Short_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	7	004F478C:Recipe_Weapon_Ranged_M79:BOOK		0.000000	0039E26D:MinLvl_M79_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	8	0043700A:Recipe_Weapon_Ranged_PlasmaGun:BOOK		0.000000	0039DBE8:MinLvl_PlasmaGun_Pistol_SemiAuto_ECON:GLOB		1.000000			0.000000			0										
004F46E0	LLS_Recipes_Weapons_Ranged_RegionToxicValley	9	0043700B:Recipe_Weapon_Ranged_SubmachineGun:BOOK		0.000000	0039D99C:MinLvl_SubMachineGun_ECON:GLOB		1.000000			0.000000			0										
004F46E1	LLI_Loot_Corpse_Inventory_Responder_Fireman	0	004EB73F:Recipe_Weapon_Melee_FireAxe:BOOK		0.000000		00307FF3:Recipe_High_ChanceNone_Tier:GLOB	1.000000			1.000000			0										
004F46E1	LLI_Loot_Corpse_Inventory_Responder_Fireman	1	001EB9D0:LL_Weapon_Melee_Fire_Axe:LVLI		0.000000		003496BE:ItemThree_Medium_ChanceNone_Tier:GLOB	1.000000			1.000000			0										
004F46E1	LLI_Loot_Corpse_Inventory_Responder_Fireman	2	0039CCA8:LLI_Loot_Corpse_Inventory_Responder:LVLI		0.000000			1.000000			1.000000			0										
004F46D7	LLS_Recipes_Weapons_Melee_RegionToxicValley	0	00436FF1:Recipe_Weapon_Melee_BoxingGlove:BOOK		0.000000	001FB53A:MinLvl_BoxingGlove_ECON:GLOB		1.000000			0.000000			0										
