PERK_FormID	PERK_EDID	FULL	DESC	ICON	FNAM_SpriteName	DATA_Playable	DATA_Hidden	DATA_Unknown	Refs_Flat	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	EffectCount	EffectIndex	PRKE_Type	PRKE_Rank	PRKE_Unknown	EP_EntryPoint	EP_Function	EP_PerkCondTabCount	EP_Unknown	PerkConditions_Flat	Cond_1	Cond_2	Cond_3	Cond_4	Cond_5	Cond_6	Cond_7	Cond_8	Cond_9	Cond_10	Cond_11	Cond_12	Cond_13	Cond_14	Cond_15	Cond_16	Cond_17	Cond_18	Cond_19	Cond_20	Cond_21	Cond_22	Cond_23	Cond_24	Cond_25	Cond_26	Cond_27	Cond_28	Cond_29	Cond_30	EPFT_Type	EPFB_PerkEntryID	EPFD_Float	EPF2_UnknownSpellValue	EPF4_ActorValue2	CurveTable_FormID	CurveTable_EDID	CurveTable_FULL	Spell_FormID	Spell_EDID	Spell_FULL	EffectLinks_Flat	EffectLink_1	EffectLink_2	EffectLink_3	EffectLink_4	EffectLink_5	EffectLink_6	EffectLink_7	EffectLink_8	EffectLink_9	EffectLink_10	EffectLink_11	EffectLink_12	EffectLink_13	EffectLink_14	EffectLink_15	EffectLink_16	EffectLink_17	EffectLink_18	EffectLink_19	EffectLink_20	EffectLink_21	EffectLink_22	EffectLink_23	EffectLink_24	EffectLink_25	EffectLink_26	EffectLink_27	EffectLink_28	EffectLink_29	EffectLink_30
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	2	"Entry Point"	"6"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"17"	"0.400000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	3	"Entry Point"	"8"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"16"	"0.350000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	4	"Entry Point"	"10"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"15"	"0.300000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	5	"Entry Point"	"12"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"14"	"0.250000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	6	"Entry Point"	"14"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"13"	"0.200000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	7	"Entry Point"	"16"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"12"	"0.150000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	8	"Entry Point"	"18"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"11"	"0.100000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00092A82	"PerkMagGunsAndBullets"	"Guns and Bullets"	"Ballistic weapons do +5% critical damage."	""	"Components\Magazine perks\MP_Guns and Bullets.swf"	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10	9	"Entry Point"	"20"	""	"Mod My Critical Hit Damage Mult"	"Add Value"	"3"	"00"	"10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeBallistic ""Ballistic"" [KYWD:00092A86]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"6"	"0.050000"	""	""		""	""		""	""	"KYWD:WeaponTypeBallistic[00092A86]"	"KYWD:WeaponTypeBallistic[00092A86]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000A2775	"ImmuneToRadiation"	""	""	""	""	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	0	"Entry Point"	"0"	""	"Mod Incoming Spell Magnitude"	"Set Value"	"2"	"00"	"10000000 | 00 00 00 | 1.000000 | EPMagic_SpellHasKeyword | 00 00 | DamageTypeRadiation [KYWD:0004B25C] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"EPMagic_SpellHasKeyword"	"00 00"	"DamageTypeRadiation [KYWD:0004B25C]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"1"	"0.000000"	""	""		""	""		""	""	"KYWD:DamageTypeRadiation[0004B25C]"	"KYWD:DamageTypeRadiation[0004B25C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000A2775	"ImmuneToRadiation"	""	""	""	""	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	1	"Entry Point"	"0"	""	"Mod Rads for Rad Health Max"	"Set Value"	"1"	"00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"0"	"0.000000"	""	""		""	""		""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000A2776	"ImmuneToPoison"	""	""	""	""	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	0	"Entry Point"	"0"	""	"Mod Typed Incoming Weapon Damage"	"Set Value"	"4"	"00"	"10000000 | 00 00 00 | 1.000000 | GetIsForm | 00 00 | dtPoison ""Poison Damage"" [DMGT:00060A84] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"GetIsForm"	"00 00"	"dtPoison ""Poison Damage"" [DMGT:00060A84]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"2"	"0.000000"	""	""		""	""		""	""	"DMGT:dtPoison[00060A84]"	"DMGT:dtPoison[00060A84]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000A2776	"ImmuneToPoison"	""	""	""	""	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	1	"Entry Point"	"0"	""	"Mod Typed Incoming Spell Magnitude"	"Set Value"	"4"	"00"	"10000000 | 00 00 00 | 1.000000 | GetIsForm | 00 00 | dtPoison ""Poison Damage"" [DMGT:00060A84] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"1.000000"	"GetIsForm"	"00 00"	"dtPoison ""Poison Damage"" [DMGT:00060A84]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"3"	"0.000000"	""	""		""	""		""	""	"DMGT:dtPoison[00060A84]"	"DMGT:dtPoison[00060A84]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000ADF73	"MinRonnieShawPerk"	"Resistant to Fists attacks"	""	""	""	"False"	"True"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"0"	"0.750000"	""	""		""	""		""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000BA435	"ModFallingDamage"	""	""	""	""	"False"	"True"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Falling Damage"	"Multiply 1 + Actor Value Mult"	"1"	"00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Actor Value and Value"	"0"	"0.010000"	""	""		""	""		""	""	"AVIF:FallingDamageMod[000BA43D]"	"AVIF:FallingDamageMod[000BA43D]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000BA440	"ModDetectionMovement"	""	""	""	""	"False"	"True"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Limb Damage"	"Multiply 1 + Actor Value Mult"	"3"	"00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Actor Value and Value"	"0"	"0.010000"	""	""		""	""		""	""	"AVIF:DetectionMovementMod[000BA43C]"	"AVIF:DetectionMovementMod[000BA43C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000CA99D	"Refractor01"	"Refractor"	"Gain Energy Resistance based on your PER."	""	"Refractor"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:AbPerkRefractor[000CA9A0]"	"SPEL:AbPerkRefractor[000CA9A0]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000D2287	"Awareness01"	"Awareness"	"Gain more VATS accuracy based on your PER."	""	"Awareness"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:AbPerkAwareness[007C2877]"	"SPEL:AbPerkAwareness[007C2877]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000D3625	"CUT_DogmeatSuppressRegen"	""	""	""	""	"False"	"True"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Recovered Health"	"Set Value"	"1"	"00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"0"	"0.000000"	""	""		""	""		""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000D75E2	"zzz_HardBargain02"	"Hard Bargain"	"Buying and selling prices at non-player vendors are even better."	""	"HardBargain"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Barter Charisma"	"Add Value"	"2"	"00"	"10000000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | zzz_HardBargain03 ""Hard Bargain"" [PERK:001D2457] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"zzz_HardBargain03 ""Hard Bargain"" [PERK:001D2457]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"2"	"6.000000"	""	""		""	""		""	""	"PERK:zzz_HardBargain03[001D2457]"	"PERK:zzz_HardBargain03[001D2457]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000E1A4B	"crDamage15"	""	""	""	""	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Weapon Attack Damage"	"Multiply Value"	"3"	"00"	"10000000 | 00 00 00 | 0.000000 | GetDead | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 0.000000 | IsUsingAltCurveTable | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | IsTrueForConditionForm | 00 00 | ValidDamagePerkActor [CNDF:007A85BF] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"0.000000"	"GetDead"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"0.000000"	"IsUsingAltCurveTable"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"IsTrueForConditionForm"	"00 00"	"ValidDamagePerkActor [CNDF:007A85BF]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"0"	"1.500000"	""	""		""	""		""	""	"CNDF:ValidDamagePerkActor[007A85BF]"	"CNDF:ValidDamagePerkActor[007A85BF]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000E1A4C	"crDamage20"	""	""	""	""	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Weapon Attack Damage"	"Multiply Value"	"3"	"00"	"10000000 | 00 00 00 | 0.000000 | GetDead | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 0.000000 | IsUsingAltCurveTable | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | IsTrueForConditionForm | 00 00 | ValidDamagePerkActor [CNDF:007A85BF] | 00 00 00 00 | Subject | 0 | -1"	"10000000"	"00 00 00"	"0.000000"	"GetDead"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"0.000000"	"IsUsingAltCurveTable"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"IsTrueForConditionForm"	"00 00"	"ValidDamagePerkActor [CNDF:007A85BF]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"0"	"2.000000"	""	""		""	""		""	""	"CNDF:ValidDamagePerkActor[007A85BF]"	"CNDF:ValidDamagePerkActor[007A85BF]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000E1A4D	"crDamage25"	""	""	""	""	"False"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Weapon Attack Damage"	"Multiply Value"	"3"	"00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Float"	"0"	"2.500000"	""	""		""	""		""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000E36F9	"Aquaboy01"	"Aquaboy"	"You no longer take Rad damage from swimming and can breathe underwater."	""	"Aquaboy"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:AbPerkAquaboy[000E36FB]"	"SPEL:AbPerkAquaboy[000E36FB]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000E36FE	"SluggerExpert01"	"Knee-Capper"	"Melee weapons deal +50% limb damage. (No Power Tools)"	""	"SluggerExpert"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:AbPerkSluggerExpert[00520BDB]"	"SPEL:AbPerkSluggerExpert[00520BDB]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000E36FF	"Chemist01"	"Chemist"	"You get double the quantity when you craft chems!"	""	"Chemist"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Crafting Return Quantity"	"Multiply Value"	"2"	"00"	"10010000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | ObjectTypeChem [KYWD:000F4AE7] | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | ObjectTypeStimpak [KYWD:000F4AEB] | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | ChemTypeHealing [KYWD:003078BD] | 00 00 00 00 | Subject | 0 | -1"	"10010000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"ObjectTypeChem [KYWD:000F4AE7]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"ObjectTypeStimpak [KYWD:000F4AEB]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"ChemTypeHealing [KYWD:003078BD]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"0"	"2.000000"	""	""		""	""		""	""	"KYWD:ObjectTypeChem[000F4AE7] | KYWD:ObjectTypeStimpak[000F4AEB] | KYWD:ChemTypeHealing[003078BD] | KYWD:ChemTypeRadaway[0006FA1B]"	"KYWD:ObjectTypeChem[000F4AE7]"	"KYWD:ObjectTypeStimpak[000F4AEB]"	"KYWD:ChemTypeHealing[003078BD]"	"KYWD:ChemTypeRadaway[0006FA1B]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
