season	page	unlockRank	slot	name	qty	cost	isFirst	formId	wikiIcon	notes
17	14	95	4	Stabbed Weaponry - Bowie Knives		15		007700F8	score_s17_camp_stabbedweaponry_bowieknives_l.webp	
17	14	95	5	Maintaining your Gear Poster		15		0077B69D	score_s17_camp_walldecor_scoutslifeposters_10_l.webp	
17	14	95	6	Toasty Player Icon		5		007738A3	atx_playericon_s17_marshalmallowtoasted.webp	
17	14	95	7	Vintage Camper Survival Tent		80	TRUE	007808BA	score_s17_f1_survivaltent_skin_vintagecamper_l.webp	
17	14	95	8	Atoms	200	10	TRUE		Score currency atoms l.webp	
17	14	95	9	Legendary Scrip	300	5	TRUE	005AD5B1	Score currency scrip l.webp	
17	14	95	10	Pioneer Scout Ammo Storage Box		0	TRUE	0076CD38	score_s17_utility_ammostoragebox_pioneerscout_l.webp	
17	B1	100	1	Stone Oven Cooking Station		200		0076E153	score_s17_camp_machinery_workbench_cooking_stoneoven_l.webp	
17	B1	100	2	Goon Mask		140		0076D8D4	score_s17_apparel_headwear_hockeymask_blood_l.webp	
17	B1	100	3	Pipe Quiver Backpack		130		00779C9F	score_s17_skin_backpack_pipequiver_l.webp	
17	B1	100	4	Hollow Stump Stashboxes		130		0076F4AB	score_s17_camp_stashbox_hollowstump_l.webp	
17	B1	100	5	Toasty Mallow Plushie		120		00781835	score_s17_camp_floordecor_plushie_scoutmarshmallow_toasty_l.webp	
17	B1	100	6	Vined Garden Archway		120		0076C767	score_s17_camp_floordecor_gardenarchway_vines_l.webp	
17	B1	100	7	Steel Jack Statue (Ghoul)		110		00782877	score_s17_camp_floordecor_steeljackstatue_ghoul_l.webp	
17	B1	100	8	Hazmat Mr. Fuzzy Plushie		100		0076D888	score_s17_camp_floordecor_plushie_mrfuzzyhazmat_l.webp	
17	B1	100	9	Board Games		100		0076D895	score_s17_camp_floordecor_boardgame_clutter_l.webp	
17	B1	100	10	Skyline Valley Player Icons		100		007892E7,007892E8,007892E9,007892EA	atx_playericon_s17_lostghoul.webp	
17	B2	150	1	Atoms	100	250			Score currency atoms l.webp	corrected from the in-game screenshot: qty 200 -> 100
17	B2	150	2	Legendary Scrip	100	75		005AD5B1	Score currency scrip l.webp	
17	B2	150	3	Basic Repair Kit	5	75		0041ADED	Atx utility repairkit basic l.webp	
17	B2	150	4	Carry Weight Booster	5	75		005FD9AC	Score utility carryweight l.webp	
17	B2	150	5	Legendary Core	5	75		0060A0CD	Score game legendary core l.webp	
17	B2	150	6	Legendary Modules	10	75		005EE7EF	Score game legendarymodule l.webp	
17	B2	150	7	Lunchboxes	5	75		005AD5B0	Atx store lunchbox001 l.webp	
17	B2	150	8	Perk Coins	25	75		005EE7F0	Score currency perkcoin l.webp	
17	B2	150	9	Scout's Banner	5	75		0067A855	SCORE COEN Utility Banner L.webp	
17	B2	150	10	Gold Bullion	100	75		005AD5B2	Score currency bullion l.webp	
18	1	0	1	Desperado Cowboy Hat		40		00791C55	s18_score_apparel_headwear_desperadohat_l.webp	
18	1	0	2	Rusted Paint (Hunting Rifle)		30		00784C05	score_s18_skin_weaponskin_huntingrifle_rusted_l.webp	
18	1	0	3	Sheriff Sign		20		007965D2	score_s18_camp_walldecor_sheriffsign_l.webp	
18	1	0	4	Desperado Player Icon		10		00796638	atx_playericon_s18_desperado.webp	
18	1	0	5	Nuclear Keycard	5	10		005DC2BF	Atx playericon object 09.webp	
18	1	0	6	Cactus		35	TRUE	00793A56	score_s18_camp_floordecor_cactus_l.webp	
18	1	0	7	Saloon Door Set		30	TRUE	00791C05	score_s18_camp_door_recolored_saloon_l.webp	
18	1	0	8	5% S.C.O.R.E. Boost		0	TRUE	007A0EF9	score_account_scoreboost_l.webp	
18	2	11	1	Barn		50		007964D8	score_s18_camp_structure_barn_l.webp	
18	2	11	2	Sheet Metal Barricade		45		00791C04	score_s18_camp_defense_metalsheetbarricade_l.webp	
18	2	11	3	Blue Ridge Armor Paint (Robot + Botsmith)		40		007860E7	score_s18_skin_armorskin_robot_blueridge_l.webp	
18	2	11	4	Gold Bullion	500	10		005AD5B2	Score currency bullion l.webp	
18	2	11	5	Eyebot Helmet Player Icon		10		00796633	atx_playericon_s18_blueridgeeyebothelmet.webp	corrected from the in-game screenshot: cost 5 -> 10
18	2	11	6	Caps	5000	0		005AD5B3	Score currency caps l.webp	
18	2	11	7	Rusted Excavator Power Armor Paint		50	TRUE	0078C5A9	score_s18_skin_powerarmor_paint_excavator_rusted_l.webp	
18	2	11	8	Standing Windmill Generator		40	TRUE	00793A4E	score_s18_camp_utility_standingwindmillgenerator_l.webp	
18	2	11	9	Tractor		20	TRUE	00791C06	score_s18_camp_floordecor_tractor_l.webp	
18	2	11	10	Atoms	200	10	TRUE		Score currency atoms l.webp	
18	3	21	1	Rusted T-45 Power Armor Paint		50		0079303F	score_s18_skin_powerarmor_paint_t45_rusted_l.webp	
18	3	21	2	Raider Armor Workbench		40		00780412	score_s18_camp_machinery_workbench_armor_raiders_l.webp	
18	3	21	3	Farm Wagon		25		0078E606	score_s18_camp_floordecor_farmwagon_l.webp	
18	3	21	4	Kill Or Be Killed Sign		20		007952E2	score_s18_camp_walldecor_killsign_l.webp	
18	3	21	5	Atoms	200	15			Score currency atoms l.webp	
18	3	21	6	SCORE Booster	3	10		0069F2C6	SCORE_Utility_ScoreBooster_L.webp	
18	3	21	7	Raider Boxing Ring		50	TRUE	007803FD	score_s18_camp_structure_boxingring_raiders_l.webp	
18	3	21	8	Wall Spikes		30	TRUE	007952E3	score_s18_camp_walldecor_raiderwallspikes_l.webp	
18	3	21	9	Super Mutant Super Sledge Player Icon		10	TRUE	00796F2D	atx_playericon_s18_supermutant.webp	
18	3	21	10	Blue Ridge Paint (.44)		0	TRUE	007852D5	score_s18_skin_weaponskin_44_blueridge_l.webp	
18	4	29	1	Blue Ridge Pit Stop Guard Post		50		00795282	score_s18_camp_defense_guardpost_blueridgepitstop_l.webp	
18	4	29	2	Rusted T-51 Power Armor Paint		50		0079303E	score_s18_skin_powerarmor_paint_t51_rusted_l.webp	
18	4	29	3	Blue Ridge Mr. Fuzzy Player Icon		10		00796636	atx_playericon_s18_blueridgemrfuzzy.webp	
18	4	29	4	Atoms	200	0			Score currency atoms l.webp	
18	4	29	5	Blue Ridge Machine Gun Turret Set		50	TRUE	00685954	score_s18_camp_defense_turret_blueridge_l.webp	
18	4	29	6	Blue Ridge Mr. Fuzzy Plushie		30	TRUE	00791C56	score_s18_camp_floordecor_plushie_mrfuzzyblueridge_l.webp	
18	4	29	7	Re-Roller	5	10	TRUE	0068D465	SCORE Utility Reroller L.webp	
18	5	36	1	Watch Tower		50		00795284	score_s18_camp_structure_watchtower_l.webp	
18	5	36	2	Rusted T-60 Power Armor Paint		50		0079303D	score_s18_skin_powerarmor_paint_t60_rusted_l.webp	
18	5	36	3	Stamps	10	10		0066EFB4	SCORE Currency Stamps.webp	
18	5	36	4	Gatling Gun Player Icon		10		00796634	atx_playericon_s18_blueridgegatlinggun.webp	
18	5	36	5	Blue Ridge Photomode Frame		0		007975D0	score_s18_photomode_frame_countryroads1_l.webp	
18	5	36	6	Blue Ridge Paint (Gatling Gun)		30	TRUE	007852D6	score_s18_skin_weaponskin_gatlinggun_blueridge_l.webp	
18	5	36	7	10% S.C.O.R.E. Boost		15	TRUE	007A0EF8	score_account_scoreboost_l.webp	
18	5	36	8	Atoms	200	10	TRUE		Score currency atoms l.webp	
18	6	43	1	Rusted Ultracite Power Armor Paint		50		0079303B	score_s18_skin_powerarmor_paint_ultracite_rusted_l.webp	
18	6	43	2	Stop Sign Paint		30		0078C33F	score_s18_skin_weaponskin_stopsign_l.webp	
18	6	43	3	Gas Awning		25		00793089	score_s18_camp_structure_gasawning_l.webp	
18	6	43	4	Wagon Player Icon		10		00796637	atx_playericon_s18_caravan.webp	
18	6	43	5	Legendary Scrip	300	10		005AD5B1	Score currency scrip l.webp	
18	6	43	6	Lunchboxes	5	10		005AD5B0	Atx store lunchbox001 l.webp	
18	6	43	7	Small Flatbed		20	TRUE	00795283	score_s18_camp_structure_flatbedsmall_l.webp	
18	6	43	8	Atoms	200	10	TRUE		Score currency atoms l.webp	
18	6	43	9	Scout's Banner	3	10	TRUE	0067A855	SCORE COEN Utility Banner L.webp	corrected from the in-game screenshot: qty 5 -> 3
18	6	43	10	Rusted Paint (Minigun)		0	TRUE	00784C06	score_s18_skin_weaponskin_minigun_rusted_l.webp	
18	7	43	1	Vault-Tec Train Car		50		0078E14F	score_s18_camp_structure_trainboxcarblue_l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	7	43	2	Blue Ridge Secret Service Armor Paint		45		007860EB	score_s18_skin_armorskin_secretservice_blueridge_l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	7	43	3	Blue Ridge Secret Service Underarmor		35		0078AC97	score_s18_apparel_underarmor_blueridge_secretservice_l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	7	43	4	Perk Card Pack		10			Score item perkcardpack l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	7	43	5	Blue Ridge Paint (Laser Rifle)		0		007852D7	score_s18_skin_weaponskin_lasergun_blueridge_l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	7	43	6	Beehive (Black & Yellow)		55	TRUE	00791C03	score_s18_camp_collector_beehive_l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	7	43	7	Rusted X-01 Power Armor Paint		45	TRUE	00792F7E	score_s18_skin_powerarmor_paint_x01_rusted_l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	7	43	8	Atoms	200	10	TRUE		Score currency atoms l.webp	unlock rank 43 confirmed by the in-game screenshot (pages 6 and 7 both read 'Reach Rank 43')
18	8	53	1	Blue Ridge Civil Engineer Armor Paint		45		007860F4	score_s18_skin_armorskin_civilengineer_blueridge_l.webp	
18	8	53	2	Skyline Valley Snowglobe Display Case		30		007A9BEF	score_s18_camp_displaycase_skylinesnowglobes_l.webp	
18	8	53	3	Blacksmith Sign		20		00796EBB	score_s18_camp_walldecor_blacksmithsign_l.webp	
18	8	53	4	Hanging Cauldron		15		00791C02	score_s18_camp_ceilingdecor_hangingcauldron_l.webp	
18	8	53	5	Caps	5000	10		005AD5B3	Score currency caps l.webp	
18	8	53	6	Rusted Paint (Handmade Rifle)		20	TRUE	00784C04	scire_s18_skin_weaponskin_handmadegun_rusted_l.webp	
18	8	53	7	Stamps	10	10	TRUE	0066EFB4	SCORE Currency Stamps.webp	
18	8	53	8	10% S.C.O.R.E. Boost		0	TRUE	007A0EFA	score_account_scoreboost_l.webp	corrected from the in-game screenshot: isFirst - -> TRUE
18	9	59	1	Rusted T-65 Power Armor Paint		50		0079303C	score_s18_skin_powerarmor_paint_t65_rusted_l.webp	
18	9	59	2	Mountain Stein		25		00788A02	score_s18_camp_floordecor_stein_mountain_l.webp	
18	9	59	3	Atoms	200	15			Score currency atoms l.webp	
18	9	59	4	Destroyed Wagon		0		0078E605	score_s18_camp_floordecor_destroyedwagon_l.webp	
18	9	59	5	Brewing Vat		60	TRUE	0079308A	score_s18_camp_collector_brewingvat_l.webp	
18	10	72	1	Rusted Hellcat Power Armor Paint		50		0078C5A8	score_s18_skin_powerarmor_paint_rusted_hellcat_l.webp	
18	10	72	2	Blue Ridge Recon Armor Paint		45		007860F3	score_s18_skin_armorskin_bosinfantry_blueridge_l.webp	
18	10	72	3	Gunsmith Sign		20		007965D9	score_s18_camp_walldecor_gunsmithsign_l.webp	
18	10	72	4	Re-Roller	5	10		0068D465	SCORE Utility Reroller L.webp	
18	10	72	5	Blue Ridge Infantry Uniform and Hood		30	TRUE	0078AC96	score_s18_apparel_underarmor_blueridge_bos_l.webp	
18	10	72	6	SCORE Booster	3	10	TRUE	0069F2C6	SCORE_Utility_ScoreBooster_L.webp	
18	10	72	7	Atoms	200	10	TRUE		Score currency atoms l.webp	
18	10	72	8	Blue Ridge Logo Player Icon		0	TRUE	00796635	atx_playericon_s18_blueridgelogo.webp	
18	11	79	1	Backpack Display		50		00791C1B	score_s18_camp_walldeco_display_backpack_l.webp	
18	11	79	2	Rusted Paint (Tesla Rifle)		30		00784C07	score_s18_skin_weaponskin_teslarifle_rusted_l.webp	
18	11	79	3	Framed Country Roads Wall Art		25		007965D0	score_s18_camp_walldecor_endofseasonart_l.webp	
18	11	79	4	Atoms	200	0			Score currency atoms l.webp	
18	11	79	5	Rusted Union Power Armor Paint		50	TRUE	0079303A	score_s18_skin_powerarmor_paint_union_rusted_l.webp	
18	11	79	6	Gold Bullion	500	10	TRUE	005AD5B2	Score currency bullion l.webp	
18	11	79	7	Lunchboxes	5	10	TRUE	005AD5B0	Atx store lunchbox001 l.webp	
18	12	92	1	Roadside Warrior Power Armor Paint		80		0078E5E9	atx_skin_powerarmor_model_roadsidewarrior_l.webp	
18	12	92	2	Blue Ridge Scout Armor Paint		45		007860F2	score_s18_skin_armorskin_scout_blueridge_l.webp	
18	12	92	3	Road Sign Photomode Frame		15		00799409	score_s18_photomode_frame_countryroads2_l.webp	
18	12	92	4	Atoms	200	15			Score currency atoms l.webp	
18	12	92	5	Mystery Magazine Package	3	10		0075887C	Score utility magazinebookbox l.webp	
18	12	92	6	Perk Coins	50	10		005EE7F0	Score currency perkcoin l.webp	
18	12	92	7	Corroded Concrete Kit		100	TRUE	0078B7F8	score_s18_camp_kit_corrodedconcrete_l.webp	
18	12	92	8	Graffiti Stop Sign Paint		40	TRUE	007952E1	score_s18_skin_weaponskin_graffitistopsign_l.webp	
18	12	92	9	Mystery Bobblehead	3	10	TRUE	0072D4FD	SCORE Utility MysteryBobblehead L.webp	
18	12	92	10	Roadside Warrior Player Icon		0	TRUE	00796639	atx_playericon_s18_roadsidewarrior.webp	
18	B1	100	1	Raider Lodge		200		00780456	score_s18_camp_structure_raiderlodge_l.webp	
18	B1	100	2	Wall-Mounted Walkway		140		007915EE	score_s18_camp_walldecor_wallwalkway_l.webp	
18	B1	100	3	The Sicilian Espresso Machine		140		00791C1A	score_s18_camp_utility_espressomachine_l.webp	
18	B1	100	4	Rusted Machine Gun Turret Set		130		007964D7	score_s18_camp_defense_turret_rusted_l.webp	
18	B1	100	5	Blue Ridge Vending Machine		130		00787A7F	score_s18_camp_vendor_playervendingmachine_blueridge_l.webp	
18	B1	100	6	Reinforced Farm Wagon		130		0078E607	score_s18_camp_floordecor_reinforcedwagon_l.webp	
18	B1	100	7	Telephone Pole Power Connectors		120		0078E649	score_s18_camp_machinery_powerconnectors_telephonepole_l.webp	
18	B1	100	8	Blue Ridge Beer Keg Set		120		00795285	score_s18_camp_utility_blueridgebeerkeg_l.webp	
18	B1	100	9	Gangplank Ramp Stairs		100		0078E64A	score_s18_camp_structure_stairs_gangplankramp_l.webp	
18	B1	100	10	Pillar Display		100		00796EE0	score_s18_camp_displaycase_pillar_l.webp	
18	B2	150	1	Atoms	100	250			Score currency atoms l.webp	
18	B2	150	2	Basic Repair Kit	5	75		0041ADED	Atx utility repairkit basic l.webp	
18	B2	150	3	Carry Weight Booster	5	75		005FD9AC	Score utility carryweight l.webp	
18	B2	150	4	Gold Bullion	100	75		005AD5B2	Score currency bullion l.webp	
18	B2	150	5	Legendary Modules	10	75		005EE7EF	Score game legendarymodule l.webp	
18	B2	150	6	Legendary Scrip	100	75		005AD5B1	Score currency scrip l.webp	
18	B2	150	7	Lunchboxes	5	75		005AD5B0	Atx store lunchbox001 l.webp	
18	B2	150	8	Mystery Bobblehead	3	75		0072D4FD	SCORE Utility MysteryBobblehead L.webp	
18	B2	150	9	Perk Coins	25	75		005EE7F0	Score currency perkcoin l.webp	
18	B2	150	10	Scout's Banner	5	75		0067A855	SCORE COEN Utility Banner L.webp	
19	1	0	1	Enclave Officer T-45 Power Armor Paint		40		007984A7	score_s19_skin_powerarmor_paint_t45_enclaveofficer_l.webp	
19	1	0	2	Enclave Cot		30		00799A94	score_s19_camp_bed_enclavecot_l.webp	
19	1	0	3	Enclave Bandana		25		00799C59	score_s19_apparel_headwear_bandanaenclave_l.webp	
19	1	0	4	Atoms	200	20			Score currency atoms l.webp	
19	1	0	5	"""Trooper"" Player Title Suffix"		20		007A95C9	score_s19_playertitles_suffix_trooper.webp	
19	1	0	6	Nuclear Keycard	5	15		005DC2BF	Atx playericon object 09 l.webp	
19	1	0	7	Re-Roller	5	15		0068D465	SCORE Utility Reroller L.webp	
19	1	0	8	Enclave Military Fatigues		25	TRUE	0079956F	score_s19_apparel_outfit_enclavefatigues_l.webp	
19	1	0	9	Test Monkey Player Icon		10	TRUE	007B2909	atx_playericon_s19_testmonkey.webp	
19	1	0	10	5% S.C.O.R.E. Boost		0	TRUE	0079C875	score_account_scoreboost_l.webp	
19	2	9	1	Golden Enclave Officer Outfit		40		0079813D	score_s19_apparel_clothes_enclavegoldenenclaveofficer_outfit_l.webp	
19	2	9	2	Sigma Squad Paint (Plasma Cutter)		30		007A302A	score_s19_skin_weaponskin_plasmasword_enclavesigmasquad_l.webp	
19	2	9	3	Crystal Collector Frame		15		007AA18A	score_s19_photomode_frame_crystalcollector_l.webp	
19	2	9	4	Enclave Scientist Player Icon		15		007B290A	atx_playericon_s19_enclavescientist.webp	
19	2	9	5	SCORE Booster	3	10		0069F2C6	SCORE_Utility_ScoreBooster_L.webp	
19	2	9	6	Enclave Flag		0		0079887F	score_s19_camp_floordecor_enclaveflag_l.webp	
19	2	9	7	Enclave Officer T-51 Power Armor Paint		45	TRUE	00798F7C	score_s19_skin_powerarmor_paint_t51_enclaveofficer_l.webp	
19	2	9	8	Enclave Grill Cooking Station		30	TRUE	00799A95	score_s19_camp_machinery_workbench_cooking_enclavegrill_l.webp	
19	2	9	9	Enclave Eyepatch (Gold)		25	TRUE	0079938D	score_s19_apparel_headwear_goldenenclave_eyepatch_l.webp	
19	2	9	10	Atoms	200	15	TRUE		Score currency atoms l.webp	
19	3	18	1	Enclave Officer Excavator Power Armor Paint		45		00798F7A	score_s19_skin_powerarmor_paint_excavator_enclaveofficer_l.webp	
19	3	18	2	Miner Filter Backpack		35		0079A596	score_s19_skin_backpack_minerfilterbackpack_l.webp	
19	3	18	3	Taxidermy Mole Miner Head		25		0079A51F	score_s19_camp_walldecor_taxidermymoleminerhead_l.webp	
19	3	18	4	Atoms	200	20			Score currency atoms l.webp	
19	3	18	5	"""Delver"" Player Title Suffix"		20		007A95C8	score_s19_playertitles_suffix_delver.webp	
19	3	18	6	Mole Miner Junk		20		0079B37E	score_s19_camp_floordecor_moleminerjunk_l.webp	
19	3	18	7	Dynamite Plunger Power Switch		25	TRUE	007AE0D1	score_s19_camp_machinery_powerswitch_plunger_l.webp	
19	3	18	8	Small Industrial Fan		20	TRUE	0079A964	score_s19_camp_walldecor_smallindustrialfan_l.webp	
19	3	18	9	Auger Player Icon		15	TRUE	007B2906	atx_playericon_s19_drillaugerpa.webp	
19	3	18	10	Caps	5000	0	TRUE	005AD5B3	Score currency caps l.webp	
19	4	28	1	Tesla Cannon		60		007999F3	score_s19_weapons_teslacannon_l.webp	
19	4	28	2	Sigma Squad Paint (Gauss Minigun)		30		007A302D	Score s19 skin weaponskin gaussminigun enclavesigmasquad l.webp	wiki gives 007A3029 (the Gauss Shotgun paint, which is on Page 10); ENTM has the minigun paint at 007A302D
19	4	28	3	Alternate Current Muzzle Mod (Tesla Cannon)		25		0079A626	score_s19_weapons_teslacannon_assembly_alternatecurrentmuzzle_l.webp	
19	4	28	4	Tesla Cannon Player Icon		15		007B2907	atx_playericon_s19_teslacannon.webp	
19	4	28	5	Lunchboxes	5	10		005AD5B0	Atx store lunchbox001 l.webp	
19	4	28	6	Enclave Officer T-60 Power Armor Paint		45	TRUE	00798F79	score_s19_skin_powerarmor_paint_t60_enclaveofficer_l.webp	
19	4	28	7	Orbital Drop Crate Stashbox		30	TRUE	0079ACF3	score_s19_camp_stashbox_orbitaldropcrate_l.webp	
19	4	28	8	Radar		20	TRUE	00798881	score_s19_camp_floordecor_radar_l.webp	
19	4	28	9	Atoms	200	15	TRUE		Score currency atoms l.webp	
19	4	28	10	10% S.C.O.R.E. Boost		0	TRUE	0079C877	score_account_scoreboost_l.webp	
19	5	38	1	Enclave Officer Hellcat Power Armor Paint		45		007984A8	score_s19_skin_powerarmor_paint_hellcat_enclaveofficer_l.webp	
19	5	38	2	Enclave Lab Coat		40		00799A1B	score_s19_apparel_outfit_enclavescientist_l.webp	
19	5	38	3	Sigma Squad Paint (Gatling Plasma)		40		007A302E	score_s19_skin_weaponskin_gatlingplasma_enclavesigmasquad_l.webp	
19	5	38	4	Direct Current Muzzle Mod (Tesla Cannon)		25		0079A623	Score s19 weapons teslacannon assembly alternatecurrentmuzzle l.webp	
19	5	38	5	Atoms	200	20			Score currency atoms l.webp	
19	5	38	6	Scientific Forge Player Icon		15		007B290B	atx_playericon_s19_bacteriophage.webp	
19	5	38	7	Operating Table - Super Mutant		0		007981E9	score_s19_camp_floordecor_operatingtable_supermutant_l.webp	
19	5	38	8	Enclave Scientist Goggles		25	TRUE	00799C6B	score_s19_apparel_headwear_enclavescientistgoggles_l.webp	
19	5	38	9	Super Mutant Head in a Jar		25	TRUE	0079813B	score_s19_camp_floordecor_supermutantjar_l.webp	
19	5	38	10	Collection of Beakers		15	TRUE	00799CBF	score_s19_camp_floordecor_beakers_l.webp	
19	6	47	1	Enclave Officer X-01 Power Armor Paint		45		00798F76	score_s19_skin_powerarmor_paint_x01_enclaveofficer_l.webp	
19	6	47	2	Scientist Mr. Fuzzy Plushie		35		00798139	score_s19_camp_floordecor_plushie_mrfuzzyscientist_l.webp	
19	6	47	3	Tesla Cannon Barrel Mods		30		0079A625	Score s19 weapons teslacannon assembly alternatecurrentmuzzle l.webp	
19	6	47	4	"""Mad"" Player Title Prefix"		20		007A95CB	score_s19_playertitles_prefix_mad.webp	
19	6	47	5	Plasma Core Recharger		60	TRUE	0079A58D	score_s19_camp_utility_plasmacorerecharger_enclave_l.webp	
19	6	47	6	Re-Roller	5	20	TRUE	0068D465	SCORE Utility Reroller L.webp	
19	6	47	7	Ultracite Terror Player Icon		15	TRUE	007B290E	atx_playericon_s19_scorchtongue.webp	
19	6	47	8	Atoms	200	0	TRUE		Score currency atoms l.webp	
19	7	58	1	Enclave Water Cooler		50		00799A93	score_s19_camp_collector_enclavewatercooler_l.webp	
19	7	58	2	Enclave Officer T-65 Power Armor Paint		45		00798F7B	score_s19_skin_powerarmor_paint_t65_enclaveofficer_l.webp	
19	7	58	3	Oval Enclave Weapon Rack		40		007AA188	score_s19_camp_display_weaponrack_enclaveoval_l.webp	
19	7	58	4	Tesla Cannon Magazine Mods		30		0079CAA0	Score s19 weapons teslacannon assembly alternatecurrentmuzzle l.webp	
19	7	58	5	Vault-Boy Calendar		15		0079B589	score_s19_camp_walldecor_vaultboycalendar_l.webp	
19	7	58	6	Sugar Skull Player Icon		0		007B290C	atx_playericon_s19_sugarskull.webp	
19	7	58	7	Fatman Crate Ammo Storage Box		40	TRUE	0079B2E5	score_s19_f1_camp_ammostoragebox_fatmancrate_l.webp	
19	7	58	8	Deathclaw Hand in a Jar		25	TRUE	0079813A	score_s19_camp_floordecor_deathclawjar_l.webp	
19	7	58	9	Atoms	200	20	TRUE		Score currency atoms l.webp	
19	7	58	10	Boxes of Paper		10	TRUE	0079B37F	score_s19_camp_floordecor_boxofpapers_l.webp	
19	8	70	1	Lab Secret Door		50		00798880	score_s19_camp_door_secret_lab_l.webp	
19	8	70	2	Enclave Officer Union Power Armor Paint		45		00798F77	score_s19_skin_powerarmor_paint_union_enclaveofficer_l.webp	
19	8	70	3	Operating Table - Trog		35		007981EA	score_s19_camp_floordecor_operatingtable_trog_l.webp	
19	8	70	4	Glowing One Head in a Jar		30		0079887D	score_s19_camp_floordecor_glowingonejar_l.webp	
19	8	70	5	"""Scientist"" Player Title Suffix"		20		007A95C6	score_s19_playertitles_suffix_scientist.webp	
19	8	70	6	DNA Scientist Player Icon		15		007B2905	atx_playericon_s19_dnalaurel.webp	
19	8	70	7	Weather Control Station (Nuke Zone)		60	TRUE	007990A2	score_s19_camp_utility_weatherstation_nukezone_l.webp	
19	8	70	8	Enclave Hazmat Paint		30	TRUE	00799AA3	score_s19_skin_armorskin_hazmat_enclave_l.webp	
19	8	70	9	Atoms	200	15	TRUE		Score currency atoms l.webp	
19	8	70	10	10% S.C.O.R.E. Boost		0	TRUE	0079C876	score_account_scoreboost_l.webp	
19	9	81	1	Bombay Cat		50		007A19C4	score_s19_camp_camppets_cat_blackcat_l.webp	
19	9	81	2	White Shepherd		50		007A19B5	score_s19_camp_camppets_dog_whitegermanshepherd_l.webp	
19	9	81	3	Enclave Officer Ultracite Power Armor Paint		45		00798F78	score_s19_skin_powerarmor_paint_ultracite_enclaveofficer_l.webp	
19	9	81	4	Tesla Cannon Sight Mods		25		0079C796	Score s19 weapons teslacannon assembly alternatecurrentmuzzle l.webp	
19	9	81	5	"""Experimenter"" Player Title Suffix"		20		007A95C7	score_s19_playertitles_suffix_experimenter.webp	
19	9	81	6	Atoms	200	20			Score currency atoms l.webp	
19	9	81	7	M.O.D.U.S. Terminal Vending Machine		45	TRUE	00799930	score_s19_camp_vendor_playervendingmachine_modusterminal_l.webp	
19	9	81	8	Enclave Logo Player Icon		10	TRUE	007B290D	atx_playericon_factionenclave01.webp	
19	9	81	9	Stamps	10	10	TRUE	0066EFB4	SCORE Currency Stamps.webp	
19	9	81	10	Golden Skull Mask		0	TRUE	0079938C	score_s19_apparel_headwear_goldenskullmask_l.webp	
19	10	91	1	Enclave Hellfire Power Armor Paint		60		00799C58	score_s19_skin_powerarmor_model_enclavehellfire_l.webp	
19	10	91	2	Sigma Squad Paint (Gauss Shotgun)		40		007A3029	score_s19_skin_weaponskin_gaussshotgun_enclavesigmasquad_l.webp	
19	10	91	3	Scientific Beaker Stein		25		00799AA5	score_s19_camp_floordecor_stein_sciencestein_l.webp	
19	10	91	4	Eyes On You Frame		15		007AA189	score_s19_photomode_frame_eyesonyou_l.webp	
19	10	91	5	Enclave Hellfire Player Icon		10		007B2908	atx_playericon_s19_enclavehellfirepa.webp	
19	10	91	6	Framed Scientific Forge Wall Art		0		007AC30D	score_s19_camp_walldecor_endofseasonart_l.webp	
19	10	91	7	Rectangular Enclave Weapon Rack		35	TRUE	007AC28C	score_s19_camp_display_weaponrack_enclaverectangular_l.webp	
19	10	91	8	Sigma Squad Paint (Tesla Cannon)		30	TRUE	007A302B	score_s19_skin_weaponskin_teslacannon_enclavesigmasquad_l.webp	
19	10	91	9	"""Hellfire"" Player Title Prefix"		20	TRUE	007A95CC	score_s19_playertitles_prefix_hellfire.webp	
19	10	91	10	Atoms	200	15	TRUE		Score currency atoms l.webp	
19	B1	100	1	Auger Power Armor Paint		200		007A26EF	score_s19_skin_powerarmor_model_auger_l.webp	
19	B1	100	2	Enclave Extractor		150		0064EF36	atx_camp_resource_mineralextractor_enclave_l.webp	
19	B1	100	3	Enclave Armor Workbench		140		00799A96	score_s19_camp_machinery_workbench_armor_enclave_l.webp	
19	B1	100	4	Sigma Squad Paint (Cremator)		130		007A302C	score_s19_skin_weaponskin_cremator_enclavesigmasquad_l.webp	
19	B1	100	5	Tesla Cannon Receiver Mods		130		0079A624	Score s19 weapons teslacannon assembly alternatecurrentmuzzle l.webp	
19	B1	100	6	Enclave Lab Coat (Bloody)		120		00799AA4	score_s19_apparel_outfit_enclavescientist_bloody_l.webp	
