seasonNumber	id	page	name	cost	isFirst	kind	value	tallyCategory	imageUrl	description	storefrontEntitlement	reappearances
24	S24_B01_mountain_retreat_home	B1	Mountain Retreat Home	225	FALSE				/wp-content/uploads/season_images/score_s24_camp_structure_prefab_mountainretreat.webp	This Mountain Retreat Home is the perfect place to get away from the hustle and bustle of the city life!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	SCORE_S24_ENTM_CAMP_Structure_Prefab_MountainRetreat	
24	S24_B01_orange_tarp_roof_kit	B1	Orange Tarp Roof Kit	200	FALSE				/wp-content/uploads/season_images/score_s24_camp_roofs_kit_framed_tarped.webp	It's a colorful work in progress.     Includes new Roof items.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	SCORE_S24_ENTM_CAMP_Roofs_Kit_Framed_Tarped	
24	S24_B01_stamps_x10	B1	Stamps x10	75	FALSE			stamps	/wp-content/uploads/season_images/utility/score_currency_stamps.webp			
24	S24_B02_scouts_banner_x5	B2	Scout's Banner x5	75	FALSE			scouts_banner	/wp-content/uploads/season_images/utility/score_coen_utility_banner.webp			
24	S24_B02_caps_x5000	B2	Caps x5000	75	FALSE			caps	/wp-content/uploads/season_images/utility/score_currency_caps.webp			
24	S24_B02_perk_coin_x25	B2	Perk Coin x25	75	FALSE			perk_coins	/wp-content/uploads/season_images/utility/score_currency_perkcoin.webp			
24	S24_B02_score_booster_x3	B2	S.C.O.R.E. Booster x3	125	FALSE			score_booster	/wp-content/uploads/season_images/utility/score_utility_scorebooster.webp			
24	S24_B02_lunchbox_x5	B2	Lunchbox x5	75	FALSE			lunchbox	/wp-content/uploads/season_images/utility/atx_store_lunchbox001.webp			
24	S24_B02_100_atoms	B2	100 Atoms	250	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
24	S24_B02_superb_bait_x5	B2	Superb Bait x5	75	FALSE			superb_bait	/wp-content/uploads/season_images/utility/score_utility_superbait.webp			
24	S24_B02_stamps_x10	B2	Stamps x10	75	FALSE			stamps	/wp-content/uploads/season_images/utility/score_currency_stamps.webp			
24	S24_B02_gold_bullion_x100	B2	Gold Bullion x100	75	FALSE			gold_bullion	/wp-content/uploads/season_images/utility/score_currency_bullion.webp			
24	S24_B02_re_roller_x5	B2	Re-Roller x5	125	FALSE			re_roller	/wp-content/uploads/season_images/utility/score_utility_reroller.webp			
25	S25_P01_score_boost_5	1	5% S.C.O.R.E. Boost	0	FALSE			score_booster	/wp-content/uploads/season_images/score_s25_account_scoreboost_1.webp	Gain 5% bonus S.C.O.R.E. when you complete challenges for the rest of Season 25!    - UNLOCKS BOOST FOR ALL CHARACTERS ON YOUR ACCOUNT. -    - BONUS IS APPLIED TO BASE CHALLENGE S.C.O.R.E. -    - DOES NOT APPLY TO PREVIOUSLY COMPLETED CHALLENGES. -		
25	S25_P01_glowing_kanawha_piranha_icon	1	Player Icon: Glowing Kanawha Piranha	25	TRUE	playerIcon	Glowing Kanawha Piranha	player_icon	/wp-content/uploads/season_images/score_s25_playericon_glowingkanawha_piranha.webp	The waters of Appalachia glow with menace.    - UNLOCKS A PLAYER ICON. -		
25	S25_P01_200_atoms	1	200 Atoms	30	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P01_repair_kit	1	Repair Kit	25	FALSE			repair_kit	/wp-content/uploads/season_images/utility/atx_utility_repairkit_basic.webp			
25	S25_P01_perk_coins_x25	1	Perk Coin x25	25	TRUE			perk_coins	/wp-content/uploads/season_images/utility/score_currency_perkcoin.webp			
25	S25_P01_prefix_fortified	1	"Player Title Prefix: ""Fortified"""	25	FALSE	playerTitlePrefix	Fortified	camp_player_title	/wp-content/uploads/season_images/score_s25_playertitles_prefix_fortified.webp	"Unlocks the Player Title Prefix ""Fortified"".    - PLAYER TITLES ARE SELECTABLE IN THE PLAYER MENU. -"		
25	S25_P01_carry_weight_booster_x5	1	Carry Weight Booster x5	25	FALSE			carry_weight_booster	/wp-content/uploads/season_images/utility/score_utility_carryweightbooster.webp			
25	S25_P01_wooden_outdoor_shower	1	Wooden Outdoor Shower	50	FALSE				/wp-content/uploads/season_images/score_s25_camp_woodenoutdoorshower.webp	A rustic shower for the wasteland wanderer.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P01_responders_leather_armor_paint	1	Responders Leather Armor Paint	45	FALSE				/wp-content/uploads/season_images/score_s25_armor_paint_responders_leather.webp	Show your support for the Responders with this Leather Armor paint!    - ITEM IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P01_woodland_camo_10mm_smg	1	Woodland Camo Paint (10mm Submachine Gun)	50	FALSE				/wp-content/uploads/season_images/score_s25_weapons_paint_woodlandcamo_10mmsmg.webp	Blend into the Appalachian wilds with the Woodland Camo paint for the 10mm Submachine Gun!    - ITEM IS CRAFTABLE AT WEAPON WORKBENCHES. -		
25	S25_P02_prefix_safeguarded	2	"CAMP Title Prefix: ""Safeguarded"""	25	TRUE	campTitlePrefix	Safeguarded	camp_player_title	/wp-content/uploads/season_images/score_s25_camptitles_prefix_safeguarded.webp	"Unlocks the C.A.M.P. Title Prefix ""Safeguarded"".    - C.A.M.P. TITLES ARE SELECTABLE IN THE C.A.M.P. MENU ON THE MAP -"		
25	S25_P02_cannery_recipe_bundle_1	2	Cannery Recipe Bundle #1	0	FALSE				/wp-content/uploads/season_images/score_s25_utility_canneryrecipebundle1.webp	Learn new recipes from Mama Dolce's Cannery!		
25	S25_P02_timber_sawgill_icon	2	Player Icon: Timber Sawgill	20	FALSE	playerIcon	Timber Sawgill	player_icon	/wp-content/uploads/season_images/score_s25_playericon_timbersawgill.webp	A fearsome fungal predator lurks in the woods.    - UNLOCKS A PLAYER ICON. -		
25	S25_P02_200_atoms	2	200 Atoms	25	TRUE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P02_score_booster_x3	2	S.C.O.R.E. Booster x3	25	FALSE			score_booster	/wp-content/uploads/season_images/utility/score_utility_scorebooster.webp			
25	S25_P02_fish_of_appalachia_mire_poster	2	Fish of Appalachia: The Mire Poster	40	TRUE				/wp-content/uploads/season_images/score_s25_camp_walldecor_fishofappalachia_mire.webp	A detailed poster showcasing the fish of The Mire.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P02_stamps_x10	2	Stamps x10	20	TRUE			stamps	/wp-content/uploads/season_images/utility/score_currency_stamps.webp			
25	S25_P02_re_roller_x5	2	Re-Roller x5	20	FALSE			re_roller	/wp-content/uploads/season_images/utility/score_utility_reroller.webp			
25	S25_P02_taxidermy_ogua	2	Taxidermy Ogua	50	FALSE				/wp-content/uploads/season_images/score_s25_camp_taxidermy_ogua.webp	Mount the fearsome Ogua as a trophy in your C.A.M.P.!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P02_teal_bathroom_urinal	2	Teal Bathroom Urinal	25	FALSE				/wp-content/uploads/season_images/score_s25_camp_tealbathroomurinal.webp	A stylish teal urinal for your C.A.M.P. bathroom.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P03_vault_tec_snow_machine	3	Vault-Tec Snow Machine	50	TRUE				/wp-content/uploads/season_images/score_s25_camp_vaulttecsnowmachine.webp	Bring a flurry of fun to your C.A.M.P. with the Vault-Tec Snow Machine!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P03_suffix_bunker	3	"CAMP Title Suffix: ""Bunker"""	25	FALSE	campTitleSuffix	Bunker	camp_player_title	/wp-content/uploads/season_images/score_s25_camptitles_suffix_bunker.webp	"Unlocks the C.A.M.P. Title Suffix ""Bunker"".    - C.A.M.P. TITLES ARE SELECTABLE IN THE C.A.M.P. MENU ON THE MAP -"		
25	S25_P03_cannery_recipe_bundle_2	3	Cannery Recipe Bundle #2	40	FALSE				/wp-content/uploads/season_images/score_s25_utility_canneryrecipebundle2.webp	Learn more recipes from Mama Dolce's Cannery!		
25	S25_P03_legendary_module_x10	3	Legendary Module x10	25	TRUE			legendary_module	/wp-content/uploads/season_images/utility/score_utility_legendarymodule.webp			
25	S25_P03_glowing_bog_lurker_icon	3	Player Icon: Glowing Bog Lurker	20	FALSE	playerIcon	Glowing Bog Lurker	player_icon	/wp-content/uploads/season_images/score_s25_playericon_glowingboglurker.webp	From the murky depths of the Cranberry Bog.    - UNLOCKS A PLAYER ICON. -		
25	S25_P03_teal_sink	3	Teal Sink	25	FALSE				/wp-content/uploads/season_images/score_s25_camp_tealsink.webp	A stylish teal sink for your C.A.M.P.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P03_200_atoms	3	200 Atoms	0	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P03_caps_x5000	3	Caps x5000	20	TRUE			caps	/wp-content/uploads/season_images/utility/score_currency_caps.webp			
25	S25_P03_woodland_camo_smg	3	Woodland Camo Paint (Submachine Gun)	50	FALSE				/wp-content/uploads/season_images/score_s25_weapons_paint_woodlandcamo_smg.webp	Blend into the Appalachian wilds with the Woodland Camo paint for the Submachine Gun!    - ITEM IS CRAFTABLE AT WEAPON WORKBENCHES. -		
25	S25_P03_responders_metal_armor_paint	3	Responders Metal Armor Paint	45	FALSE				/wp-content/uploads/season_images/score_s25_armor_paint_responders_metal.webp	Show your support for the Responders with this Metal Armor paint!    - ITEM IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P04_suffix_last_stand	4	"Player Title Suffix: ""Last Stand"""	30	FALSE	playerTitleSuffix	Last Stand	camp_player_title	/wp-content/uploads/season_images/score_s25_playertitles_suffix_laststand.webp	"Unlocks the Player Title Suffix ""Last Stand"".    - PLAYER TITLES ARE SELECTABLE IN THE PLAYER MENU. -"		
25	S25_P04_score_boost_10	4	10% S.C.O.R.E. Boost	0	FALSE			score_booster	/wp-content/uploads/season_images/score_s25_account_scoreboost_2.webp	Gain 10% bonus S.C.O.R.E. when you complete challenges for the rest of Season 25!    - UNLOCKS BOOST FOR ALL CHARACTERS ON YOUR ACCOUNT. -    - BONUS IS APPLIED TO BASE CHALLENGE S.C.O.R.E. -    - DOES NOT APPLY TO PREVIOUSLY COMPLETED CHALLENGES. -		
25	S25_P04_perk_coins_x25	4	Perk Coin x25	30	TRUE			perk_coins	/wp-content/uploads/season_images/utility/score_currency_perkcoin.webp			
25	S25_P04_noxious_sawgill_icon	4	Player Icon: Noxious Sawgill	25	FALSE	playerIcon	Noxious Sawgill	player_icon	/wp-content/uploads/season_images/score_s25_playericon_noxioussawgill.webp	Beware the toxic spores of the Noxious Sawgill.    - UNLOCKS A PLAYER ICON. -		
25	S25_P04_200_atoms	4	200 Atoms	25	TRUE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P04_responders_combat_armor_paint	4	Responders Combat Armor Paint	50	FALSE				/wp-content/uploads/season_images/score_s25_armor_paint_responders_combat.webp	Show your support for the Responders with this Combat Armor paint!    - ITEM IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P04_mystery_bobblehead_x3	4	Mystery Bobblehead x3	25	TRUE			mystery_bobblehead	/wp-content/uploads/season_images/utility/score_utility_mysterybobblehead.webp			
25	S25_P04_superb_bait_x5	4	Superb Bait x5	25	FALSE			superb_bait	/wp-content/uploads/season_images/utility/score_utility_superbait.webp			
25	S25_P04_fishn_hole_outfit	4	Fish'n Hole Outfit	60	FALSE				/wp-content/uploads/season_images/score_s25_apparel_outfit_fishnhole.webp	Cast a line and reel in style with the Fish'n Hole Outfit!    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P04_fishn_hole_hat	4	Fish'n Hole Hat	30	FALSE				/wp-content/uploads/season_images/score_s25_apparel_headwear_fishnhole.webp	Top off your fishing look with the Fish'n Hole Hat!    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P05_prefix_infested	5	"Player Title Prefix: ""Infested"""	0	TRUE	playerTitlePrefix	Infested	camp_player_title	/wp-content/uploads/season_images/score_s25_playertitles_prefix_infested.webp	"Unlocks the Player Title Prefix ""Infested"".    - PLAYER TITLES ARE SELECTABLE IN THE PLAYER MENU. -"		
25	S25_P05_camden_park_trash_bin	5	Camden Park Trash Bin	60	TRUE				/wp-content/uploads/season_images/score_s25_camp_camdenparktrashbin.webp	Straight from Camden Park, a trash bin with character!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P05_destroyed_cooling_tower	5	Destroyed Cooling Tower	80	FALSE				/wp-content/uploads/season_images/score_s25_camp_destroyedcoolingtower.webp	A crumbling relic of pre-war industry.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P05_vault_girl_fish_icon	5	Player Icon: Vault Girl Holding Fish	25	FALSE	playerIcon	Vault Girl Holding Fish	player_icon	/wp-content/uploads/season_images/score_s25_playericon_vaultgirlholdingfish.webp	A great catch for a great icon!    - UNLOCKS A PLAYER ICON. -		
25	S25_P05_score_booster_x3	5	S.C.O.R.E. Booster x3	30	TRUE			score_booster	/wp-content/uploads/season_images/utility/score_utility_scorebooster.webp			
25	S25_P05_200_atoms	5	200 Atoms	30	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P05_re_roller_x5	5	Re-Roller x5	25	FALSE			re_roller	/wp-content/uploads/season_images/utility/score_utility_reroller.webp			
25	S25_P05_responders_civil_engineer_armor	5	Responders Civil Engineer Armor	50	FALSE				/wp-content/uploads/season_images/score_s25_armor_responders_civilengineer.webp	Suit up in Responders Civil Engineer Armor and serve the community!    - ITEM IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P06_suffix_outdoor	6	"Player Title Suffix: ""Outdoor"""	0	TRUE	playerTitleSuffix	Outdoor	camp_player_title	/wp-content/uploads/season_images/score_s25_playertitles_suffix_outdoor.webp	"Unlocks the Player Title Suffix ""Outdoor"".    - PLAYER TITLES ARE SELECTABLE IN THE PLAYER MENU. -"		
25	S25_P06_cyclone_icon	6	Player Icon: Cyclone	25	FALSE	playerIcon	Cyclone	player_icon	/wp-content/uploads/season_images/score_s25_playericon_cyclone.webp	An ominous cyclone sweeps across Appalachia.    - UNLOCKS A PLAYER ICON. -		
25	S25_P06_10_score_boost	6	10% S.C.O.R.E. Boost	0	FALSE			score_booster	/wp-content/uploads/season_images/score_s25_account_scoreboost_3.webp	Gain 10% bonus S.C.O.R.E. when you complete challenges for the rest of Season 25!    - UNLOCKS BOOST FOR ALL CHARACTERS ON YOUR ACCOUNT. -    - BONUS IS APPLIED TO BASE CHALLENGE S.C.O.R.E. -    - DOES NOT APPLY TO PREVIOUSLY COMPLETED CHALLENGES. -		
25	S25_P06_rubber_gloves	6	Responders Long Gloves	50	FALSE				/wp-content/uploads/season_images/score_s25_apparel_responders_longgloves.webp	Keep your hands protected in Responders Long Gloves!    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P06_glowing_dog_platter_icon	6	Player Icon: Glowing Dog	25	FALSE	playerIcon	Glowing Dog	player_icon	/wp-content/uploads/season_images/score_s25_playericon_glowingdog.webp	Man's best (glowing) friend.    - UNLOCKS A PLAYER ICON. -		
25	S25_P06_200_atoms	6	200 Atoms	20	TRUE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P06_glowing_dog	6	Glowing Dog	60	FALSE				/wp-content/uploads/season_images/score_s25_camp_glowingdog.webp	A loyal companion that lights up the darkness.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P06_responders_civil_engineer_underarmor	6	Responders Civil Engineer Underarmor	40	FALSE				/wp-content/uploads/season_images/score_s25_apparel_underarmor_responders_civilengineer.webp	An underarmor bearing the Responders Civil Engineer insignia.    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P06_tinkerers_ranger_icon	6	Legendary Scrip x100	25	FALSE			legendary_scrip	/wp-content/uploads/season_images/utility/score_currency_legendaryscrip.webp			
25	S25_P06_mama_dolces_cannery	6	Mama Dolce's Cannery	80	FALSE				/wp-content/uploads/season_images/score_s25_camp_mamadolcescannery.webp	Bring the iconic Mama Dolce's Cannery to your C.A.M.P.!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P07_prefixsuffix_globetrotter	7	"Player Title Prefix/Suffix: ""Globetrotter"""	0	FALSE	playerTitlePrefixSuffix	Globetrotter	camp_player_title	/wp-content/uploads/season_images/score_s25_playertitles_prefixsuffix_globetrotter.webp	"Unlocks the Player Title Prefix/Suffix ""Globetrotter"".    - PLAYER TITLES ARE SELECTABLE IN THE PLAYER MENU. -"		
25	S25_P07_deathclaw_skull_weapon_rack	7	Deathclaw Skull Weapon Rack	45	FALSE				/wp-content/uploads/season_images/score_s25_camp_deathclawskullweaponrack.webp	Display your weapons on a fearsome Deathclaw skull mount!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P07_deathclaw_stein_display	7	Deathclaw Stein Display	70	TRUE				/wp-content/uploads/season_images/score_s25_displaycase_beersteins_deathclawsteindisplay.webp	Show off your Deathclaw Stein collection!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P07_appalachian_responders_icon	7	Player Icon: Appalachian Responders	25	TRUE	playerIcon	Appalachian Responders	player_icon	/wp-content/uploads/season_images/score_s25_playericon_appalachianresponders.webp	Proudly display the Appalachian Responders insignia.    - UNLOCKS A PLAYER ICON. -		
25	S25_P07_cannery_recipe_bundle_3	7	Cannery Recipe Bundle #3	50	FALSE				/wp-content/uploads/season_images/score_s25_utility_canneryrecipebundle3.webp	Learn even more recipes from Mama Dolce's Cannery!		
25	S25_P07_responders_secret_service_armor	7	Responders Secret Service Armor	90	FALSE				/wp-content/uploads/season_images/score_s25_armor_paint_responders_secretservice.webp	Elite Responders paint for Secret Service Armor.    - ITEM IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P07_300_atoms	7	200 Atoms	20	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P07_gold_bullion_x100	7	Gold Bullion x100	25	FALSE			gold_bullion	/wp-content/uploads/season_images/utility/score_currency_bullion.webp			
25	S25_P07_nuclear_keycard_x5	7	Nuclear Keycard x5	25	FALSE			nuclear_keycard	/wp-content/uploads/season_images/utility/score_utility_nuclearkeycard.webp			
25	S25_P07_stamps_x10	7	Stamps x10	20	FALSE			stamps	/wp-content/uploads/season_images/utility/score_currency_stamps.webp			
25	S25_P08_coffee_pot_stein	8	Coffee Pot Stein	30	FALSE				/wp-content/uploads/season_images/score_s25_displaycase_beersteins_coffeepotstein.webp	A stein shaped like a classic coffee pot!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P08_100_atoms	8	100 Atoms	30	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P08_nuclear_keycard_x3	8	Nuclear Keycard x3	20	FALSE			nuclear_keycard	/wp-content/uploads/season_images/utility/score_utility_nuclearkeycard.webp			
25	S25_P08_teal_bathtub	8	Teal Bathtub	30	FALSE				/wp-content/uploads/season_images/score_s25_camp_tealbathtub.webp	A stylish teal bathtub for your C.A.M.P. bathroom.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P08_responders_recon_armor	8	Responders Recon Armor	95	TRUE				/wp-content/uploads/season_images/score_s25_armor_paint_responders_recon.webp	Elite Responders paint for Recon Armor.    - ITEM IS CRAFTABLE AT ARMOR WORKBENCHES. -		
25	S25_P08_framed_appalachia_under_siege	8	Framed Appalachia Under Siege Wall Art	35	FALSE				/wp-content/uploads/season_images/score_s25_camp_walldecor_framedappalachiaundersiege.webp	Hang the Season 25 key art on your C.A.M.P. wall!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P09_cyprus_cat_icon	9	Player Icon: Cyprus Cat	25	FALSE	playerIcon	Cyprus Cat	player_icon	/wp-content/uploads/season_images/score_s25_playericon_cypruscat.webp	A mysterious feline friend from Cyprus.    - UNLOCKS A PLAYER ICON. -		
25	S25_P09_prefix_pioneer	9	"Player Title Prefix: ""Pioneer"""	0	FALSE	playerTitlePrefix	Pioneer	camp_player_title	/wp-content/uploads/season_images/score_s25_playertitles_prefix_pioneer.webp	"Unlocks the Player Title Prefix ""Pioneer"".    - PLAYER TITLES ARE SELECTABLE IN THE PLAYER MENU. -"		
25	S25_P09_hunters_blind_survival_tent	9	Hunter's Blind Survival Tent	80	TRUE				/wp-content/uploads/season_images/score_s25_camp_huntersblindsurvivaltent.webp	A camouflaged Survival Tent designed for the wilderness.    - SURVIVAL TENT SKINS ARE SELECTABLE IN THE ATOM SHOP. -		
25	S25_P09_mr_farmhand_collectron	9	Mr. Farmhand Collectron Station	60	FALSE				/wp-content/uploads/season_images/score_s25_camp_mrfarmhandcollectron.webp	Let Mr. Farmhand tend to the collecting while you explore!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_P09_mystery_magazine_x3	9	Mystery Magazine Package x3	25	FALSE			mystery_magazine	/wp-content/uploads/season_images/utility/score_utility_mysterymagazine.webp			
25	S25_P09_200_atoms	9	200 Atoms	20	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_P09_woodland_camo_auto_axe	9	Woodland Camo Paint (Auto Axe)	30	TRUE				/wp-content/uploads/season_images/score_s25_weapons_paint_woodlandcamo_autoaxe.webp	Blend into the Appalachian wilds with the Woodland Camo paint for the Auto Axe!    - ITEM IS CRAFTABLE AT WEAPON WORKBENCHES. -		
25	S25_B1_wasteland_scenic_wallpaper	B1	Wasteland Scenic Wallpaper	200	FALSE				/wp-content/uploads/season_images/score_s25_camp_wastelandscenicwallpaper.webp	Decorate your C.A.M.P. walls with scenic wasteland views!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_B1_wasteland_farm	B1	Wasteland Farm	290	FALSE				/wp-content/uploads/season_images/score_s25_camp_wastelandfarm.webp	A full rustic farmstead for your C.A.M.P.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_B1_glowing_radhog	B1	Glowing Radhog	275	FALSE				/wp-content/uploads/season_images/score_s25_camp_glowningradhog.webp	A glowing Radhog to guard your C.A.M.P.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_B1_teal_toilet	B1	Teal Toilet	150	FALSE				/wp-content/uploads/season_images/score_s25_camp_tealtoilet.webp	Complete your teal bathroom set with a matching toilet.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_B1_nuclear_bomb_ride	B1	Nuclear Bomb Ride	250	FALSE				/wp-content/uploads/season_images/score_s25_camp_nuclearbombride.webp	An amusement park ride shaped like a nuclear bomb!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -		
25	S25_B1_mama_dolces_cannery_recipe_bundle	B1	Mama Dolce's Cannery Recipe Bundle	150	FALSE				/wp-content/uploads/season_images/score_s25_utility_canneryrecipebundle_bonus.webp	A premium bundle of Mama Dolce's Cannery recipes!		
25	S25_B1_perk_coins_x50	B1	Perk Coin x50	100	FALSE			perk_coins	/wp-content/uploads/season_images/utility/score_currency_perkcoin.webp			
25	S25_B1_stamps_x50	B1	Stamps x50	100	FALSE			stamps	/wp-content/uploads/season_images/utility/score_currency_stamps.webp			
25	S25_B2_re_roller_x5	B2	Re-Roller x5	200	FALSE			re_roller	/wp-content/uploads/season_images/utility/score_utility_reroller.webp			
25	S25_B2_caps_x5000	B2	Caps x5000	75	FALSE			caps	/wp-content/uploads/season_images/utility/score_currency_caps.webp			
25	S25_B2_perk_coins_x25	B2	Perk Coin x25	75	FALSE			perk_coins	/wp-content/uploads/season_images/utility/score_currency_perkcoin.webp			
25	S25_B2_carry_weight_booster_x5	B2	Carry Weight Booster x5	75	FALSE			carry_weight_booster	/wp-content/uploads/season_images/utility/score_utility_carryweightbooster.webp			
25	S25_B2_100_atoms	B2	100 Atoms	250	FALSE			atoms	/wp-content/uploads/season_images/utility/score_currency_atoms.webp			
25	S25_B2_lunchbox_x5	B2	Lunchbox x5	75	FALSE			lunchbox	/wp-content/uploads/season_images/utility/score_utility_lunchbox.webp			
25	S25_B2_stamps_x10	B2	Stamps x10	150	FALSE			stamps	/wp-content/uploads/season_images/utility/score_currency_stamps.webp			
25	S25_B2_scouts_banner_x5	B2	Scout's Banner x5	75	FALSE			scouts_banner	/wp-content/uploads/season_images/utility/score_utility_scoutsbanner.webp			
25	S25_B2_superb_bait_x5	B2	Superb Bait x5	200	FALSE			superb_bait	/wp-content/uploads/season_images/utility/score_utility_superbait.webp			
25	S25_B2_gold_bullion_x100	B2	Gold Bullion x100	125	FALSE			gold_bullion	/wp-content/uploads/season_images/utility/score_currency_bullion.webp			
