PCRD_FormID	PCRD_EDID	MNAM_Name	DESC	DATA_UnknownBytes	DATA_SpeciesCode	DATA_SpeciesText	DATA_MinLevel	DATA_Special	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	RankCount	RankPERKs_Flat	RankPERK_1_FormID	RankPERK_1_EDID	RankPERK_1_FULL	RankPERK_2_FormID	RankPERK_2_EDID	RankPERK_2_FULL	RankPERK_3_FormID	RankPERK_3_EDID	RankPERK_3_FULL	RankPERK_4_FormID	RankPERK_4_EDID	RankPERK_4_FULL	RankPERK_5_FormID	RankPERK_5_EDID	RankPERK_5_FULL	RankPERK_6_FormID	RankPERK_6_EDID	RankPERK_6_FULL	RankPERK_7_FormID	RankPERK_7_EDID	RankPERK_7_FULL	RankPERK_8_FormID	RankPERK_8_EDID	RankPERK_8_FULL	RankPERK_9_FormID	RankPERK_9_EDID	RankPERK_9_FULL	RankPERK_10_FormID	RankPERK_10_EDID	RankPERK_10_FULL
002DB86E	"PhotosyntheticCard"	"Photosynthetic"	"Mmmm, that sunlight is delicious."	""	""	""	"47"	"Endurance"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	2	"Rank1=Photosynthetic01[002DB86C] | Rank2=Photosynthetic02[002DB86D]"	002DB86C	"Photosynthetic01"	"Photosynthetic"	002DB86D	"Photosynthetic02"	"Photosynthetic"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
002EBD26	"CovertOperativeCard"	"CovertOperative"	"You've read every Covert Operations Manual ever written, twice."	""	""	""	"27"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=CovertOperative01[0025A7F7] | Rank2=CovertOperative02[002EBD23] | Rank3=CovertOperative03[002EBD24]"	0025A7F7	"CovertOperative01"	"Covert Operative"	002EBD23	"CovertOperative02"	"Covert Operative"	002EBD24	"CovertOperative03"	"Covert Operative"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
002EBD2B	"RiflemanExpertCard"	"RiflemanExpert"	"You can drop a radstag at a thousand yards."	""	""	""	"15"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=RiflemanExpert01[002EBD2A]"	002EBD2A	"RiflemanExpert01"	"Scoped-up"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
002EBD31	"RiflemanMasterCard"	"RiflemanMaster"	"You'd give Daniel Boone a run for his money!"	""	""	""	"35"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=RiflemanMaster01[002EBD30]"	002EBD30	"RiflemanMaster01"	"Smart Shot"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
002FBF31	"zzz_Vault94Mission01PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
002FC0E4	"zzz_Vault94Mission02PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
002FC10E	"zzz_Vault94Mission03PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00310BF8	"BodyguardsCard"	"Bodyguards"	"Friends are nice - bodyguards are better!"	""	""	""	"5"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Bodyguards01[00310BF5]"	00310BF5	"Bodyguards01"	"Bodyguards"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00310D59	"PortablePowerCard"	"PortablePower"	"Introducing the Power Armor Carrying Kit."	""	""	""	"24"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=PortablePower01[00310BF9] | Rank2=PortablePower02[00310BFB]"	00310BF9	"PortablePower01"	"Portable Power"	00310BFB	"PortablePower02"	"Portable Power"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00310D5A	"ScroungerCard"	"Scrounger"	"Keep the fight going!"	""	""	""	"3"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Scrounger01[0004A0B0]"	0004A0B0	"Scrounger01"	"Scrounger"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AEF6	"CommandoCard"	"Commando"	""	""	""	""	"5"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Commando01[0031AEEF] | Rank2=Commando02[0031AEF0] | Rank3=Commando03[0031AEF1]"	0031AEEF	"Commando01"	"Center Masochist"	0031AEF0	"Commando02"	"Center Masochist"	0031AEF1	"Commando03"	"Center Masochist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AEF7	"CommandoExpertCard"	"CommandoExpert"	""	""	""	""	"20"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=CommandoExpert01[0031AEF2]"	0031AEF2	"CommandoExpert01"	"Fast Fighter"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AEF8	"GunslingerCard"	"Gunslinger"	"Channel the spirit of the Old West!"	""	""	""	"2"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Gunslinger01[0031AEFA] | Rank2=Gunslinger02[0031AEFB] | Rank3=Gunslinger03[0031AEFC]"	0031AEFA	"Gunslinger01"	"Gunslinger"	0031AEFB	"Gunslinger02"	"Gunslinger"	0031AEFC	"Gunslinger03"	"Gunslinger"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AEF9	"GunslingerExpertCard"	"GunslingerExpert"	"Fan that hammer!"	""	""	""	"15"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=GunslingerExpert01[0031AEFD]"	0031AEFD	"GunslingerExpert01"	"Gunslinger Expert"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AF0D	"GuerrillaCard"	"Guerrilla"	"You're trained for close-quarters shooting."	""	""	""	"5"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Guerrilla01[0031AF01] | Rank2=Guerrilla02[0031AF02] | Rank3=Guerrilla03[0031AF03]"	0031AF01	"Guerrilla01"	"Guerrilla"	0031AF02	"Guerrilla02"	"Guerrilla"	0031AF03	"Guerrilla03"	"Guerrilla"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AF0E	"GuerrillaExpertCard"	"GuerrillaExpert"	"It's all about the close-range spray-and-pray! "	""	""	""	"20"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=GuerrillaExpert01[0031AF04]"	0031AF04	"GuerrillaExpert01"	"Guerrilla Expert"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AF0F	"GuerrillaMasterCard"	"GuerrillaMaster"	"You're a close-quarters gun warrior!"	""	""	""	"40"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=GuerrillaMaster01[0031AF08]"	0031AF08	"GuerrillaMaster01"	"Guerrilla Master"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AF17	"HeavyGunnerCard"	"HeavyGunner"	"Big guns, big damage!"	""	""	""	"30"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=HeavyGunner01[0031AF14] | Rank2=HeavyGunner02[0031AF15] | Rank3=HeavyGunner03[0031AF16]"	0031AF14	"HeavyGunner01"	"Bullet Storm"	0031AF15	"HeavyGunner02"	"Bullet Storm"	0031AF16	"HeavyGunner03"	"Bullet Storm"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031AF18	"HeavyGunnerExpertCard"	"HeavyGunnerExpert"	"Practice and conditioning."	""	""	""	"40"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=HeavyGunnerExpert01[0031AF10]"	0031AF10	"HeavyGunnerExpert01"	"Tightly Wound"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031D4B3	"CrackshotCard"	"CrackShot"	"You don't have to shoot first, just hit first."	""	""	""	"7"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Crackshot01[0031D4AF] | Rank2=Crackshot02[0031D4B0] | Rank3=Crackshot03[0031D4B1]"	0031D4AF	"Crackshot01"	"Crack Shot"	0031D4B0	"Crackshot02"	"Crack Shot"	0031D4B1	"Crackshot03"	"Crack Shot"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031D4B9	"LongshotCard"	"LongShot"	"Keep your distance long and your kill-count high."	""	""	""	"37"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=Longshot01[002A1DBE]"	002A1DBE	"Longshot01"	"Long Shot"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0031E527	"PackinLightCard"	"PackinLight"	"Packing light doesn't mean packing little!"	""	""	""	"9"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=PackinLight01[0031E523]"	0031E523	"PackinLight01"	"Packin' Light"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032015B	"OneGunArmyCard"	"OneGunArmy"	"You don't need an army. You ARE the army!"	""	""	""	"31"	"Luck"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=OneGunArmy01[00320157] | Rank2=OneGunArmy02[00320158] | Rank3=OneGunArmy03[00320159]"	00320157	"OneGunArmy01"	"One Gun Army"	00320158	"OneGunArmy02"	"One Gun Army"	00320159	"OneGunArmy03"	"One Gun Army"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00320162	"BulletShieldCard"	"BulletShield"	"The best protection is a hail of bullets!"	""	""	""	"39"	"Endurance"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=BulletShield01[0032015D] | Rank2=BulletShield02[0032015E] | Rank3=BulletShield03[0032015F]"	0032015D	"BulletShield01"	"Bullet Shield"	0032015E	"BulletShield02"	"Bullet Shield"	0032015F	"BulletShield03"	"Bullet Shield"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00320167	"StabilizedCard"	"Stabilized"	"Good thing you installed shock absorbers."	""	""	""	"36"	"Intelligence"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=Stabilized01[00320163]"	00320163	"Stabilized01"	"Stabilized"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032016B	"LockAndLoadCard"	"LockAndLoad"	"Maximize the pain on your target!"	""	""	""	"37"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=LockAndLoad01[00320168]"	00320168	"LockAndLoad01"	"Lock and Load"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00322353	"SkeetShooterCard"	"SkeetShooter"	"Pull!"	""	""	""	"10"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=SkeetShooter01[0032234F]"	0032234F	"SkeetShooter01"	"Skeet Shooter"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00322358	"EnforcerCard"	"Enforcer"	"No one escapes from you."	""	""	""	"30"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Enforcer01[00322354] | Rank2=Enforcer02[00322355] | Rank3=Enforcer03[00322356]"	00322354	"Enforcer01"	"Enforcer"	00322355	"Enforcer02"	"Enforcer"	00322356	"Enforcer03"	"Enforcer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032235E	"ScattershotCard"	"Scattershot"	"You were born to shoot buckshot!"	""	""	""	"18"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Scattershot01[00322359]"	00322359	"Scattershot01"	"Scattershot"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00323F89	"EvasiveCard"	"Evasive"	"Reflexes are better than armor anyway."	""	""	""	"17"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Evasive01[00323F83]"	00323F83	"Evasive01"	"Evasive"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00323F90	"MovingTargetCard"	"MovingTarget"	"They can't hurt what they can't hit!"	""	""	""	"5"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=MovingTarget01[0004DDEE] | Rank2=MovingTarget02[001D2492] | Rank3=MovingTarget03[00323F8E]"	0004DDEE	"MovingTarget01"	"Moving Target"	001D2492	"MovingTarget02"	"Moving Target"	00323F8E	"MovingTarget03"	"Moving Target"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00323F96	"MagneticPersonalityCard"	"MagneticPersonality"	"You are the original social butterfly."	""	""	""	"13"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=MagneticPersonality01[00323F92] | Rank2=MagneticPersonality02[00323F94]"	00323F92	"MagneticPersonality01"	"Magnetic Personality"	00323F94	"MagneticPersonality02"	"Magnetic Personality"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032418B	"zzz_Vault96Mission01PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032418C	"zzz_Vault96Mission02PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032418D	"zzz_Vault96Mission03PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00324217	"zzz_Vault63Mission03PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00324218	"zzz_Vault63Mission02PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00324219	"zzz_Vault63Mission01PerkCardTBD"	"Toughness"	""	""	""	""	"0"	"Unknown"	001179F2	"PerkCard_Caps_Unique"	"PerkCard_Caps_Unique"	5	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032992F	"MisterSandmanCard"	"MisterSandman"	"Murder in the dark!"	""	""	""	"37"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	2	"Rank1=MisterSandman01[0004B258] | Rank2=MisterSandman02[001D2490]"	0004B258	"MisterSandman01"	"Mister Sandman"	001D2490	"MisterSandman02"	"Mister Sandman"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032CB33	"PicklockExpertCard"	"Picklock"	"Practiced fingers open locks."	""	""	""	"19"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=PicklockExpert01[00052400]"	00052400	"PicklockExpert01"	"Picklock Expert"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032CB34	"PicklockMasterCard"	"Picklock"	"No lock can keep you out!"	""	""	""	"40"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=PicklockMaster01[00052401]"	00052401	"PicklockMaster01"	"Picklock Master"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032DA6B	"VaccinatedCard"	"Vaccinated"	"Good thing you are up to date on all 2316 vaccines!"	""	""	""	"16"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Vaccinated01[00323F91]"	00323F91	"Vaccinated01"	"Vaccinated"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032DA6E	"ExterminatorCard"	"Exterminator"	"Someone call an exterminator?"	""	""	""	"14"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=Exterminator01[0032CB42] | Rank2=Exterminator02[0032DA6C] | Rank3=Exterminator03[0032DA6D]"	0032CB42	"Exterminator01"	"Exterminator"	0032DA6C	"Exterminator02"	"Exterminator"	0032DA6D	"Exterminator03"	"Exterminator"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0032DA72	"MakeshiftWarriorCard"	"MakeshiftWarrior"	"All you need is some ingenuity and duct tape."	""	""	""	"9"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=MakeshiftWarrior01[0032DA6F] | Rank2=MakeshiftWarrior02[0032DA70] | Rank3=MakeshiftWarrior03[0032DA71]"	0032DA6F	"MakeshiftWarrior01"	"Makeshift Warrior"	0032DA70	"MakeshiftWarrior02"	"Makeshift Warrior"	0032DA71	"MakeshiftWarrior03"	"Makeshift Warrior"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00330B9E	"SerendipityCard"	"Serendipity"	"Fortune favors the bold."	""	""	""	"5"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Serendipity01[00330B9B]"	00330B9B	"Serendipity01"	"Serendipity"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00330BA5	"BornSurvivorCard"	"BornSurvivor"	"You're a born survivor!"	""	""	""	"3"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=BornSurvivor01[00330BA0] | Rank2=BornSurvivor02[00330BA3] | Rank3=BornSurvivor03[00330BA4]"	00330BA0	"BornSurvivor01"	"Born Survivor"	00330BA3	"BornSurvivor02"	"Born Survivor"	00330BA4	"BornSurvivor03"	"Born Survivor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00330BA9	"RicochetCard"	"Ricochet"	"What goes around comes around!"	""	""	""	"38"	"Luck"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=Ricochet01[0031E520]"	0031E520	"Ricochet01"	"Ricochet"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0033843C	"LicensedPlumberCard"	"LicensedPlumber"	"Your Vault job has finally paid off!"	""	""	""	"5"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=LicensedPlumber01[00338438] | Rank2=LicensedPlumber02[0033843A] | Rank3=LicensedPlumber03[0033843B]"	00338438	"LicensedPlumber01"	"Licensed Plumber"	0033843A	"LicensedPlumber02"	"Licensed Plumber"	0033843B	"LicensedPlumber03"	"Licensed Plumber"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003408AD	"MysteriousStrangerCard"	"MysteriousStranger"	"Who is he? Why does he help? Who cares!"	""	""	""	"26"	"Luck"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=MysteriousStranger01[0004C929] | Rank2=MysteriousStranger02[001D2493] | Rank3=MysteriousStranger03[001D2494]"	0004C929	"MysteriousStranger01"	"Mysterious Stranger"	001D2493	"MysteriousStranger02"	"Mysterious Stranger"	001D2494	"MysteriousStranger03"	"Mysterious Stranger"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0034409F	"SneakCard"	"Sneak"	"Become whisper, become shadow."	""	""	""	"20"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=Sneak01[0004C935] | Rank2=Sneak02[003896FC] | Rank3=Sneak03[000B9883]"	0004C935	"Sneak01"	"Sneak"	003896FC	"Sneak02"	"Sneak"	000B9883	"Sneak03"	"Sneak"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440AD	"GladiatorCard"	"Gladiator"	"Spartacus, shmartacus!"	""	""	""	"2"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Gladiator01[003440A8] | Rank2=Gladiator02[003440A9] | Rank3=Gladiator03[003440AA]"	003440A8	"Gladiator01"	"Wound Salter"	003440A9	"Gladiator02"	"Wound Salter"	003440AA	"Gladiator03"	"Wound Salter"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440B9	"DemolitionExpertCard"	"DemolitionExpert"	"The bigger the boom, the better!"	""	""	""	"10"	"Intelligence"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=DemolitionExpert01[003440B0] | Rank2=DemolitionExpert02[003440B3] | Rank3=DemolitionExpert03[003440B4]"	003440B0	"DemolitionExpert01"	"Demolition Expert"	003440B3	"DemolitionExpert02"	"Demolition Expert"	003440B4	"DemolitionExpert03"	"Demolition Expert"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440C4	"ScienceCard"	"Science"	"Focused mind, focused light."	""	""	""	"20"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Science01[003440C0]"	003440C0	"Science01"	"Science!"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440C5	"ScienceExpertCard"	"ScienceExpert"	"Take full advantage of advanced technology."	""	""	""	"30"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=ScienceExpert01[003440C1]"	003440C1	"ScienceExpert01"	"Pyro-Technician"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440C6	"ScienceMasterCard"	"ScienceMaster"	"Death rays are your forte."	""	""	""	"40"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=ScienceMaster01[003440C2]"	003440C2	"ScienceMaster01"	"Cryologist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440CC	"CUT_ExoticWeaponsCard"	"ExoticWeapons"	"Unconventional warfare calls for unconventional weapons."	""	""	""	"8"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	0	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440CD	"CUT_ExoticWeaponsExpertCard"	"ExoticWeaponsExpert"	"You're an eccentric improviser!"	""	""	""	"16"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	0	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440CE	"CUT_ExoticWeaponsMasterCard"	"ExoticWeaponsMaster"	"Master the outlandish!"	""	""	""	"25"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	0	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440D9	"ArmorerCard"	"Armorer"	"You only wear custom-fit armor."	""	""	""	"15"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Armorer01[003440D7]"	003440D7	"Armorer01"	"Armorer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003440DB	"PowerSmithCard"	"PowerSmith"	"Achieve world class defense with Power Armor prototypes."	""	""	""	"41"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=PowerSmith01[003440DA]"	003440DA	"PowerSmith01"	"Power Smith"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0034527C	"CapCollectorCard"	"CapCollector"	"You've tapped the Wasteland's hidden wealth."	""	""	""	"16"	"Luck"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=CapCollector01[0004C942]"	0004C942	"CapCollector01"	"Cap Collector"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00346E0D	"CanDoCard"	"CanDo"	"Your ""can do"" attitude keeps you alive."	""	""	""	"7"	"Luck"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=CanDo01[00346E0A]"	00346E0A	"CanDo01"	"Can Do!"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003472CE	"MysteryMeatCard"	"MysteryMeat"	"The side effects are harmless! Mostly..."	""	""	""	"12"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=MysteryMeat01[003472CB] | Rank2=MysteryMeat02[003472CC] | Rank3=MysteryMeat03[003472CD]"	003472CB	"MysteryMeat01"	"Mystery Meat"	003472CC	"MysteryMeat02"	"Mystery Meat"	003472CD	"MysteryMeat03"	"Mystery Meat"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0034EBCE	"PharmaFarmaCard"	"PharmaFarma"	"Chems don't grow on trees. Or do they?"	""	""	""	"2"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=PharmaFarma01[0034EBCA]"	0034EBCA	"PharmaFarma01"	"Pharma Farma"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00350FD8	"GreenThumbCard"	"GreenThumb"	"More for the picking."	""	""	""	"4"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=GreenThumb01[00350FD5]"	00350FD5	"GreenThumb01"	"Green Thumb"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0035206C	"ConcentratedFireCard"	"ConcentratedFire"	"Stay Focused!"	""	""	""	"2"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=ConcentratedFire01[0004D890] | Rank2=ConcentratedFire02[001D2459] | Rank3=ConcentratedFire03[001D245A]"	0004D890	"ConcentratedFire01"	"Concentrated Fire"	001D2459	"ConcentratedFire02"	"Concentrated Fire"	001D245A	"ConcentratedFire03"	"Concentrated Fire"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0035206D	"IronFistCard"	"IronFist"	"Channel your chi to unleash devastating fury!"	""	""	""	"2"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=IronFist01[0001DAFE]"	0001DAFE	"IronFist01"	"Iron Fist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
