SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	Keywords_Flat	Keyword_1	Keyword_2	Keyword_3	Keyword_4	Keyword_5	Keyword_6	Keyword_7	Keyword_8	Keyword_9	Keyword_10	Keyword_11	Keyword_12	Keyword_13	Keyword_14	Keyword_15	Keyword_16	Keyword_17	Keyword_18	Keyword_19	Keyword_20	ETYP_FormID	ETYP_EDID	ETYP_FULL	SPIT_BaseCost	SPIT_Flags	SPIT_Type	SPIT_ChargeTime	SPIT_CastType	SPIT_TargetType	SPIT_CastDuration	SPIT_Range	SPIT_CastingPerk_FormID	SPIT_CastingPerk_EDID	SPIT_CastingPerk_FULL	EffectCount	MIID_MaxItemID	EffectIndex	EFID_MGEF_FormID	EFID_MGEF_EDID	EFID_MGEF_FULL	EFIT_EffectID	EFIT_Magnitude	EFIT_Area	EFIT_Duration	EFIT_Unknown	Conditions_Flat	Cond_1	Cond_2	Cond_3	Cond_4	Cond_5	Cond_6	Cond_7	Cond_8	Cond_9	Cond_10	Cond_11	Cond_12	Cond_13	Cond_14	Cond_15	Cond_16	Cond_17	Cond_18	Cond_19	Cond_20
000976E5	"SpellPowerArmor_Stealth"	"Stealth Field"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Disease"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	2	"0"	1	0003E060	"DisDamageActionPoints"	"Damage Action Points"	"0"	"1.000000"	"0"	"0"	""	"IsMoving = 0.000000 10000000 | IsSneaking = 1.000000 10000000"	"IsMoving = 0.000000 10000000"	"IsSneaking = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000A599A	"AnRRInTheBloodSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	2	"0"	0	0004C47D	"AbPerkFortifyResistRadiationExpose"	"Fortify Radiation Resist"	"0"	"5.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000A599A	"AnRRInTheBloodSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	2	"0"	1	000A599B	"abReduceHealth"	"Reduce Health"	"0"	"5.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000B73A6	"AbRaceGlowingOne"	"Glowing One abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"0"	0	000B73A5	"abGlowingOneRaceEffect"	"Glowing One Abilities"	"0"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000C9798	"AbRaceStingwing"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"0"	0	000C9794	"abStingwingRaceEffect"	"Bloodbug VFX"	"0"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000CF5F0	"DisarmSpell"	"Disarm"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	1	"0"	0	000CF5EF	"ModDisarmEffect"	"Disarm"	"0"	"999.000000"	"0"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000D3FC6	"BossAbility01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	3	"0"	0	0004A0D2	"AbFortifyHealth"	"Fortify Health"	"0"	"25.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000D3FC6	"BossAbility01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	3	"0"	1	0004A0AC	"AbPerkFortifyResistDamage"	"Fortify Damage Resist"	"0"	"10.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
000D3FC6	"BossAbility01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	3	"0"	2	0004C939	"AbFortifyPerception"	"Fortify Perception"	"0"	"2.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0A	"AbAddictionFury"	"Fury Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	0	0017E5CD	"abReducePerceptionAddiction"	"Addiction: Reduce Perception"	"1"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0A	"AbAddictionFury"	"Fury Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	1	0017E5CC	"abReduceStrengthAddiction"	"Addiction: Reduce Strength"	"2"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0A	"AbAddictionFury"	"Fury Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	2	0002A74C	"CA_AddictionEffect"	"CA_AddictionEffect"	"3"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0A	"AbAddictionFury"	"Fury Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	3	001EB997	"abAddictionCount"	"abAddictionCount"	"4"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0C	"AbAddictionCalmex"	"Calmex Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	0	0017E5CD	"abReducePerceptionAddiction"	"Addiction: Reduce Perception"	"1"	"2.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0C	"AbAddictionCalmex"	"Calmex Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	1	0017E601	"abReduceAgilityAddiction"	"Addiction: Reduce Agility"	"2"	"2.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0C	"AbAddictionCalmex"	"Calmex Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	2	0002A74C	"CA_AddictionEffect"	"CA_AddictionEffect"	"3"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0C	"AbAddictionCalmex"	"Calmex Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	3	001EB997	"abAddictionCount"	"abAddictionCount"	"4"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	0	0017E5CD	"abReducePerceptionAddiction"	"Addiction: Reduce Perception"	"1"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	1	0017E601	"abReduceAgilityAddiction"	"Addiction: Reduce Agility"	"2"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	2	0002A74C	"CA_AddictionEffect"	"CA_AddictionEffect"	"3"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	3	0017E5CC	"abReduceStrengthAddiction"	"Addiction: Reduce Strength"	"4"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	4	0017E5CE	"abReduceEnduranceAddiction"	"Addiction: Reduce Endurance"	"5"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	5	0017E5DF	"abReduceCharismaAddiction"	"Addiction: Reduce Charisma"	"6"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	6	0017E602	"abReduceLuckAddiction"	"Addiction: Reduce Luck"	"7"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	7	0017E5ED	"abReduceIntelligenceAddiction"	"Addiction: Reduce Intelligence"	"8"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0D	"AbAddictionXCell"	"X-Cell Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	9	"9"	8	001EB997	"abAddictionCount"	"abAddictionCount"	"9"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0E	"AbAddictionDaddyO"	"Daddy-O Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	0	0017E5CD	"abReducePerceptionAddiction"	"Addiction: Reduce Perception"	"1"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0E	"AbAddictionDaddyO"	"Daddy-O Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	1	0017E5ED	"abReduceIntelligenceAddiction"	"Addiction: Reduce Intelligence"	"2"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0E	"AbAddictionDaddyO"	"Daddy-O Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	2	0002A74C	"CA_AddictionEffect"	"CA_AddictionEffect"	"3"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0E	"AbAddictionDaddyO"	"Daddy-O Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	3	001EB997	"abAddictionCount"	"abAddictionCount"	"4"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0F	"AbAddictionDaytripper"	"Daytripper Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	0	0017E5DF	"abReduceCharismaAddiction"	"Addiction: Reduce Charisma"	"1"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0F	"AbAddictionDaytripper"	"Daytripper Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	1	0017E602	"abReduceLuckAddiction"	"Addiction: Reduce Luck"	"2"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0F	"AbAddictionDaytripper"	"Daytripper Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	2	0002A74C	"CA_AddictionEffect"	"CA_AddictionEffect"	"3"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D0F	"AbAddictionDaytripper"	"Daytripper Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	3	001EB997	"abAddictionCount"	"abAddictionCount"	"4"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D10	"AbAddictionOverdrive"	"Overdrive Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	0	0017E601	"abReduceAgilityAddiction"	"Addiction: Reduce Agility"	"1"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D10	"AbAddictionOverdrive"	"Overdrive Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	1	0017E5CC	"abReduceStrengthAddiction"	"Addiction: Reduce Strength"	"2"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D10	"AbAddictionOverdrive"	"Overdrive Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	2	0002A74C	"CA_AddictionEffect"	"CA_AddictionEffect"	"3"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00156D10	"AbAddictionOverdrive"	"Overdrive Addiction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00011"	"Addiction"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"4"	3	001EB997	"abAddictionCount"	"abAddictionCount"	"4"	"1.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0016CA43	"crGlowingRadroachCloak"	"Radiation Cloak"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"10000000000000000001"	"Ability"	"1.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"0"	0	0017FCED	"crBloatflyCloakEffect"	"Radiation Cloak"	"0"	"7.000000"	"20"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017E79B	"RESceneLC01HealthBuff"	"Fortify Health"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	3	"0"	0	0004A0D2	"AbFortifyHealth"	"Fortify Health"	"0"	"50.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017E79B	"RESceneLC01HealthBuff"	"Fortify Health"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	3	"0"	1	0004A0AC	"AbPerkFortifyResistDamage"	"Fortify Damage Resist"	"0"	"15.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017E79B	"RESceneLC01HealthBuff"	"Fortify Health"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	3	"0"	2	000559A4	"AbPerkFortifyResistEnergy"	"Fortify Energy Resist"	"0"	"15.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017E8FA	"BlindnessSpell"	"Blindness Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	2	"0"	0	0017E8F9	"BlindnessPoison"	"Blindness Poison"	"0"	"100.000000"	"0"	"30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0017E8FA	"BlindnessSpell"	"Blindness Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	2	"0"	1	0017E8FB	"DeafnessPoisonEffect"	"Deafness Poison"	"0"	"100.000000"	"0"	"30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0018C35A	"CryoFreezeSpell"	"Freezing"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	2	"3"	0	00084A52	"CryoStatusEffect"	"Freezing"	"1"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0018C35A	"CryoFreezeSpell"	"Freezing"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	2	"3"	1	003BE0DB	"CryoDrainAPEffect"	"Drains Action Points"	"3"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0019401C	"crCoreMeltdownCloak01"	"Radiation Cloak"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"10000000000000000001"	"Ability"	"1.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"0"	0	000DB3AE	"RadiationCloak"	"Radiation Cloak"	"0"	"10.000000"	"40"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00195904	"FireHazard"	"Fire Hazard"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	1	"0"	0	00023C61	"FireHazardEffect"	"Fire Damage"	"0"	"5.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001B1FF4	"RadiationImmunity"	"Immune to Radiation"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"0"	0	001B1FF3	"RadiationImmunityEffect"	"Immune to Radiation"	"0"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001B34CD	"PowerArmor_TargetingHUD_Target"	"Targeting HUD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	1	"0"	0	001B34CC	"PowerArmor_TargetingHUD_Effect"	"Targetting HUD Effect"	"0"	"1.000000"	"0"	"1"	""	"GetDead = 0.000000 10000000 | WornHasKeyword = 1.000000 10000000"	"GetDead = 0.000000 10000000"	"WornHasKeyword = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001C4026	"QuietReflection"	"Quiet Reflection"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	1	"0"	0	001C4027	"QuietReflectionEffect"	"Quiet Reflection"	"0"	"1.000000"	"0"	"1440"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
