NPC_FormID	NPC_EDID	PropIndex	ActorValue_FormID	ActorValue_EDID	ActorValue_Name	Value	CurveTable_FormID	CurveTable_EDID
0037E551	LvlMrGutsyEnclave_MODUS	2	000002D5	ActionPoints	Action Points	50.000000		
0037E551	LvlMrGutsyEnclave_MODUS	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E551	LvlMrGutsyEnclave_MODUS	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E53A	LvlAssaultronEnclave_PhotoRoom	0	000002C3	Perception	Perception	6.000000		
0037E53A	LvlAssaultronEnclave_PhotoRoom	1	000002C7	Agility	Agility	10.000000		
0037E53A	LvlAssaultronEnclave_PhotoRoom	2	000002D4	Health	Health	0.000000	0076E9FF	CT_Creatures_Health_Universal_Tier24
0037E53A	LvlAssaultronEnclave_PhotoRoom	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E53A	LvlAssaultronEnclave_PhotoRoom	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
0037E53A	LvlAssaultronEnclave_PhotoRoom	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E53A	LvlAssaultronEnclave_PhotoRoom	6	000002E5	FireResist	Fire Resistance	0.000000	0076E995	CT_Creatures_Armor_Universal_Tier18
0037E53A	LvlAssaultronEnclave_PhotoRoom	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E999	CT_Creatures_Armor_Universal_Tier22
0037E53A	LvlAssaultronEnclave_PhotoRoom	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E53A	LvlAssaultronEnclave_PhotoRoom	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
0037E541	LvlProtectronButlerEnclave_MaitreD	0	000002C3	Perception	Perception	7.000000		
0037E541	LvlProtectronButlerEnclave_MaitreD	1	000002D4	Health	Health	0.000000	0076E9FD	CT_Creatures_Health_Universal_Tier22
0037E541	LvlProtectronButlerEnclave_MaitreD	2	000002DA	SpeedMult	Move Speed	100.000000		
0037E541	LvlProtectronButlerEnclave_MaitreD	3	001C5A31	ProtectronPersonalityValue	Protectron Personality Parameter	0.000000		
0037E541	LvlProtectronButlerEnclave_MaitreD	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E546	LvlAssaultronEnclave_CommandCenter	0	000002C3	Perception	Perception	6.000000		
0037E546	LvlAssaultronEnclave_CommandCenter	1	000002C7	Agility	Agility	10.000000		
0037E546	LvlAssaultronEnclave_CommandCenter	2	000002D4	Health	Health	0.000000	0076E9FF	CT_Creatures_Health_Universal_Tier24
0037E546	LvlAssaultronEnclave_CommandCenter	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E546	LvlAssaultronEnclave_CommandCenter	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
0037E546	LvlAssaultronEnclave_CommandCenter	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E546	LvlAssaultronEnclave_CommandCenter	6	000002E5	FireResist	Fire Resistance	0.000000	0076E995	CT_Creatures_Armor_Universal_Tier18
0037E546	LvlAssaultronEnclave_CommandCenter	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E999	CT_Creatures_Armor_Universal_Tier22
0037E546	LvlAssaultronEnclave_CommandCenter	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E546	LvlAssaultronEnclave_CommandCenter	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
0037E53C	LvlProtectronButlerEnclave_Lounge	0	000002C3	Perception	Perception	7.000000		
0037E53C	LvlProtectronButlerEnclave_Lounge	1	000002D4	Health	Health	0.000000	0076E9FD	CT_Creatures_Health_Universal_Tier22
0037E53C	LvlProtectronButlerEnclave_Lounge	2	000002DA	SpeedMult	Move Speed	100.000000		
0037E53C	LvlProtectronButlerEnclave_Lounge	3	001C5A31	ProtectronPersonalityValue	Protectron Personality Parameter	0.000000		
0037E53C	LvlProtectronButlerEnclave_Lounge	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E538	LvlMrGutsyEnclave_EntrywaySecurity	0	000002C3	Perception	Perception	8.000000		
0037E538	LvlMrGutsyEnclave_EntrywaySecurity	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
0037E538	LvlMrGutsyEnclave_EntrywaySecurity	2	000002D5	ActionPoints	Action Points	50.000000		
0037E538	LvlMrGutsyEnclave_EntrywaySecurity	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E538	LvlMrGutsyEnclave_EntrywaySecurity	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E534	LvlProtectronButlerEnclave_Entryway	0	000002C3	Perception	Perception	7.000000		
0037E534	LvlProtectronButlerEnclave_Entryway	1	000002D4	Health	Health	0.000000	0076E9FD	CT_Creatures_Health_Universal_Tier22
0037E534	LvlProtectronButlerEnclave_Entryway	2	000002DA	SpeedMult	Move Speed	100.000000		
0037E534	LvlProtectronButlerEnclave_Entryway	3	001C5A31	ProtectronPersonalityValue	Protectron Personality Parameter	0.000000		
0037E534	LvlProtectronButlerEnclave_Entryway	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E548	LvlMrGutsyEnclave_CommandCenter	0	000002C3	Perception	Perception	8.000000		
0037E548	LvlMrGutsyEnclave_CommandCenter	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
0037E548	LvlMrGutsyEnclave_CommandCenter	2	000002D5	ActionPoints	Action Points	50.000000		
0037E548	LvlMrGutsyEnclave_CommandCenter	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E548	LvlMrGutsyEnclave_CommandCenter	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E549	LvlMrGutsyEnclave_Armory	0	000002C3	Perception	Perception	8.000000		
0037E549	LvlMrGutsyEnclave_Armory	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
0037E549	LvlMrGutsyEnclave_Armory	2	000002D5	ActionPoints	Action Points	50.000000		
0037E549	LvlMrGutsyEnclave_Armory	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E549	LvlMrGutsyEnclave_Armory	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E53F	LvlAssaultronEnclave_ExamRoom	0	000002C3	Perception	Perception	6.000000		
0037E53F	LvlAssaultronEnclave_ExamRoom	1	000002C7	Agility	Agility	10.000000		
0037E53F	LvlAssaultronEnclave_ExamRoom	2	000002D4	Health	Health	0.000000	0076E9FF	CT_Creatures_Health_Universal_Tier24
0037E53F	LvlAssaultronEnclave_ExamRoom	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E53F	LvlAssaultronEnclave_ExamRoom	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
0037E53F	LvlAssaultronEnclave_ExamRoom	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E53F	LvlAssaultronEnclave_ExamRoom	6	000002E5	FireResist	Fire Resistance	0.000000	0076E995	CT_Creatures_Armor_Universal_Tier18
0037E53F	LvlAssaultronEnclave_ExamRoom	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E999	CT_Creatures_Armor_Universal_Tier22
0037E53F	LvlAssaultronEnclave_ExamRoom	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E53F	LvlAssaultronEnclave_ExamRoom	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
0037E543	LvlMrGutsyEnclave_MilitaryWing	0	000002C3	Perception	Perception	8.000000		
0037E543	LvlMrGutsyEnclave_MilitaryWing	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
0037E543	LvlMrGutsyEnclave_MilitaryWing	2	000002D5	ActionPoints	Action Points	50.000000		
0037E543	LvlMrGutsyEnclave_MilitaryWing	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E543	LvlMrGutsyEnclave_MilitaryWing	4	007ADDD9	EncounterSkullIndex		0.000000		
0037E54E	LvlAssaultronEnclave_Production	0	000002C3	Perception	Perception	6.000000		
0037E54E	LvlAssaultronEnclave_Production	1	000002C7	Agility	Agility	10.000000		
0037E54E	LvlAssaultronEnclave_Production	2	000002D4	Health	Health	0.000000	0076E9FF	CT_Creatures_Health_Universal_Tier24
0037E54E	LvlAssaultronEnclave_Production	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E54E	LvlAssaultronEnclave_Production	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
0037E54E	LvlAssaultronEnclave_Production	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E54E	LvlAssaultronEnclave_Production	6	000002E5	FireResist	Fire Resistance	0.000000	0076E995	CT_Creatures_Armor_Universal_Tier18
0037E54E	LvlAssaultronEnclave_Production	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E999	CT_Creatures_Armor_Universal_Tier22
0037E54E	LvlAssaultronEnclave_Production	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E54E	LvlAssaultronEnclave_Production	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
0037E536	LvlAssaultronEnclave_Entryway	0	000002C3	Perception	Perception	6.000000		
0037E536	LvlAssaultronEnclave_Entryway	1	000002C7	Agility	Agility	10.000000		
0037E536	LvlAssaultronEnclave_Entryway	2	000002D4	Health	Health	0.000000	0076E9FF	CT_Creatures_Health_Universal_Tier24
0037E536	LvlAssaultronEnclave_Entryway	3	000002DA	SpeedMult	Move Speed	100.000000		
0037E536	LvlAssaultronEnclave_Entryway	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
0037E536	LvlAssaultronEnclave_Entryway	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E536	LvlAssaultronEnclave_Entryway	6	000002E5	FireResist	Fire Resistance	0.000000	0076E995	CT_Creatures_Armor_Universal_Tier18
0037E536	LvlAssaultronEnclave_Entryway	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E999	CT_Creatures_Armor_Universal_Tier22
0037E536	LvlAssaultronEnclave_Entryway	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
0037E536	LvlAssaultronEnclave_Entryway	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	0	000002C2	Strength	Strength	0.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	1	000002C3	Perception	Perception	0.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	2	000002C4	Endurance	Endurance	0.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	3	000002C5	Charisma	Charisma	0.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	4	000002C6	Intelligence	Intelligence	0.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	5	000002C7	Agility	Agility	0.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	6	000002C8	Luck	Luck	0.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	7	000002D4	Health	Health	100.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	8	000002D5	ActionPoints	Action Points	50.000000		
0037E59A	Loot_CorpseResponderParamedicFemale01_Empty	9	000002DA	SpeedMult	Move Speed	100.000000		
0003E25C	LvlBloatflyUnaggressive	0	000002C3	Perception	Perception	3.000000		
0003E25C	LvlBloatflyUnaggressive	1	000002C4	Endurance	Endurance	2.000000		
0003E25C	LvlBloatflyUnaggressive	2	000002C5	Charisma	Charisma	1.000000		
0003E25C	LvlBloatflyUnaggressive	3	000002C6	Intelligence	Intelligence	1.000000		
0003E25C	LvlBloatflyUnaggressive	4	000002C7	Agility	Agility	4.000000		
0003E25C	LvlBloatflyUnaggressive	5	000002C8	Luck	Luck	2.000000		
0003E25C	LvlBloatflyUnaggressive	6	000002D4	Health	Health	0.000000	0076E9F4	CT_Creatures_Health_Universal_Tier13
0003E25C	LvlBloatflyUnaggressive	7	000002D5	ActionPoints	Action Points	50.000000		
0003E25C	LvlBloatflyUnaggressive	8	000002DA	SpeedMult	Move Speed	100.000000		
0003320A	LvlBloatfly	0	000002C3	Perception	Perception	3.000000		
0003320A	LvlBloatfly	1	000002C4	Endurance	Endurance	2.000000		
0003320A	LvlBloatfly	2	000002C5	Charisma	Charisma	1.000000		
0003320A	LvlBloatfly	3	000002C6	Intelligence	Intelligence	1.000000		
0003320A	LvlBloatfly	4	000002C7	Agility	Agility	4.000000		
0003320A	LvlBloatfly	5	000002C8	Luck	Luck	2.000000		
0003320A	LvlBloatfly	6	000002D4	Health	Health	0.000000	0076E9F4	CT_Creatures_Health_Universal_Tier13
0003320A	LvlBloatfly	7	000002D5	ActionPoints	Action Points	50.000000		
0003320A	LvlBloatfly	8	000002DA	SpeedMult	Move Speed	100.000000		
00029469	EncBloatfly01Template	0	000002C3	Perception	Perception	3.000000		
00029469	EncBloatfly01Template	1	000002C4	Endurance	Endurance	2.000000		
00029469	EncBloatfly01Template	2	000002C5	Charisma	Charisma	1.000000		
00029469	EncBloatfly01Template	3	000002C6	Intelligence	Intelligence	1.000000		
00029469	EncBloatfly01Template	4	000002C7	Agility	Agility	4.000000		
00029469	EncBloatfly01Template	5	000002C8	Luck	Luck	2.000000		
00029469	EncBloatfly01Template	6	000002D4	Health	Health	0.000000	0076E9F4	CT_Creatures_Health_Universal_Tier13
00029469	EncBloatfly01Template	7	000002D5	ActionPoints	Action Points	50.000000		
00029469	EncBloatfly01Template	8	000002DA	SpeedMult	Move Speed	100.000000		
00020480	EncBrahmin01Template	0	000002C3	Perception	Perception	4.000000		
00020480	EncBrahmin01Template	1	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
00020480	EncBrahmin01Template	2	000002D5	ActionPoints	Action Points	50.000000		
00020480	EncBrahmin01Template	3	000002DA	SpeedMult	Move Speed	100.000000		
000480FD	AudioTemplateRadRoach	0	000002C2	Strength	Strength	0.000000		
000480FD	AudioTemplateRadRoach	1	000002C3	Perception	Perception	0.000000		
000480FD	AudioTemplateRadRoach	2	000002C4	Endurance	Endurance	0.000000		
000480FD	AudioTemplateRadRoach	3	000002C5	Charisma	Charisma	0.000000		
000480FD	AudioTemplateRadRoach	4	000002C6	Intelligence	Intelligence	0.000000		
000480FD	AudioTemplateRadRoach	5	000002C7	Agility	Agility	0.000000		
000480FD	AudioTemplateRadRoach	6	000002C8	Luck	Luck	0.000000		
000480FD	AudioTemplateRadRoach	7	000002D4	Health	Health	0.000000		
000480FD	AudioTemplateRadRoach	8	000002D5	ActionPoints	Action Points	0.000000		
000480FD	AudioTemplateRadRoach	9	000002DA	SpeedMult	Move Speed	100.000000		
000475DF	EncRadRoach	0	000002C3	Perception	Perception	4.000000		
000475DF	EncRadRoach	1	000002C4	Endurance	Endurance	8.000000		
000475DF	EncRadRoach	2	000002D4	Health	Health	0.000000	0076E9EB	CT_Creatures_Health_Universal_Tier04
000475DF	EncRadRoach	3	000002D5	ActionPoints	Action Points	50.000000		
000475DF	EncRadRoach	4	000002DA	SpeedMult	Move Speed	100.000000		
0003D628	RE_TravelJM01_LvlViciousDogNonHostile	0	000002C3	Perception	Perception	8.000000		
0003D628	RE_TravelJM01_LvlViciousDogNonHostile	1	000002C7	Agility	Agility	6.000000		
0003D628	RE_TravelJM01_LvlViciousDogNonHostile	2	000002D4	Health	Health	0.000000	0076E9F7	CT_Creatures_Health_Universal_Tier16
0003D628	RE_TravelJM01_LvlViciousDogNonHostile	3	000002D5	ActionPoints	Action Points	50.000000		
0003D628	RE_TravelJM01_LvlViciousDogNonHostile	4	000002DA	SpeedMult	Move Speed	100.000000		
0003D628	RE_TravelJM01_LvlViciousDogNonHostile	5	007ADDD9	EncounterSkullIndex		0.000000		
0003B2A7	AudioTemplateDogVicious	0	000002C2	Strength	Strength	0.000000		
0003B2A7	AudioTemplateDogVicious	1	000002C3	Perception	Perception	0.000000		
0003B2A7	AudioTemplateDogVicious	2	000002C4	Endurance	Endurance	0.000000		
0003B2A7	AudioTemplateDogVicious	3	000002C5	Charisma	Charisma	0.000000		
0003B2A7	AudioTemplateDogVicious	4	000002C6	Intelligence	Intelligence	0.000000		
0003B2A7	AudioTemplateDogVicious	5	000002C7	Agility	Agility	0.000000		
0003B2A7	AudioTemplateDogVicious	6	000002C8	Luck	Luck	0.000000		
0003B2A7	AudioTemplateDogVicious	7	000002D4	Health	Health	0.000000		
0003B2A7	AudioTemplateDogVicious	8	000002D5	ActionPoints	Action Points	0.000000		
0003B2A7	AudioTemplateDogVicious	9	000002DA	SpeedMult	Move Speed	100.000000		
0001D15A	EncViciousDog01Template	0	000002C3	Perception	Perception	10.000000		
0001D15A	EncViciousDog01Template	1	000002C7	Agility	Agility	6.000000		
0001D15A	EncViciousDog01Template	2	000002D4	Health	Health	0.000000	0076E9F7	CT_Creatures_Health_Universal_Tier16
0001D15A	EncViciousDog01Template	3	000002D5	ActionPoints	Action Points	50.000000		
0001D15A	EncViciousDog01Template	4	000002DA	SpeedMult	Move Speed	100.000000		
0001D15A	EncViciousDog01Template	5	007ADDD9	EncounterSkullIndex		0.000000		
00000007	Player	0	000002C2	Strength	Strength	1.000000		
00000007	Player	1	000002C3	Perception	Perception	1.000000		
00000007	Player	2	000002C4	Endurance	Endurance	1.000000		
00000007	Player	3	000002C5	Charisma	Charisma	1.000000		
00000007	Player	4	000002C6	Intelligence	Intelligence	1.000000		
00000007	Player	5	000002C7	Agility	Agility	1.000000		
00000007	Player	6	000002C8	Luck	Luck	1.000000		
00000007	Player	7	000002D4	Health	Health	205.000000		
00000007	Player	8	000002DA	SpeedMult	Move Speed	100.000000		
00000007	Player	9	0000035B	AimStability		0.500000		
00028FD4	GhoulBaseTEMP	0	000002C2	Strength	Strength	0.000000		
00028FD4	GhoulBaseTEMP	1	000002C3	Perception	Perception	0.000000		
00028FD4	GhoulBaseTEMP	2	000002C4	Endurance	Endurance	0.000000		
00028FD4	GhoulBaseTEMP	3	000002C5	Charisma	Charisma	0.000000		
00028FD4	GhoulBaseTEMP	4	000002C6	Intelligence	Intelligence	0.000000		
00028FD4	GhoulBaseTEMP	5	000002C7	Agility	Agility	0.000000		
00028FD4	GhoulBaseTEMP	6	000002C8	Luck	Luck	0.000000		
00028FD4	GhoulBaseTEMP	7	000002D4	Health	Health	100.000000		
00028FD4	GhoulBaseTEMP	8	000002D5	ActionPoints	Action Points	50.000000		
00028FD4	GhoulBaseTEMP	9	000002DA	SpeedMult	Move Speed	100.000000		
0002898B	LvlBloodEagle	0	000002C2	Strength	Strength	8.000000		
0002898B	LvlBloodEagle	1	000002C3	Perception	Perception	4.000000		
0002898B	LvlBloodEagle	2	000002C4	Endurance	Endurance	0.000000		
0002898B	LvlBloodEagle	3	000002C5	Charisma	Charisma	0.000000		
0002898B	LvlBloodEagle	4	000002C6	Intelligence	Intelligence	0.000000		
0002898B	LvlBloodEagle	5	000002C7	Agility	Agility	5.000000		
0002898B	LvlBloodEagle	6	000002C8	Luck	Luck	0.000000		
0002898B	LvlBloodEagle	7	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
0002898B	LvlBloodEagle	8	000002D5	ActionPoints	Action Points	50.000000		
0002898B	LvlBloodEagle	9	000002DA	SpeedMult	Move Speed	100.000000		
0002898B	LvlBloodEagle	10	000002E3	DamageResist	Damage Resistance	0.000000	0076E991	CT_Creatures_Armor_Universal_Tier14
0002898B	LvlBloodEagle	11	000002E4	PoisonResist	Poison Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
0002898B	LvlBloodEagle	12	000002E5	FireResist	Fire Resistance	0.000000	0076E991	CT_Creatures_Armor_Universal_Tier14
0002898B	LvlBloodEagle	13	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
0002898B	LvlBloodEagle	14	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
0002898B	LvlBloodEagle	15	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
0002898B	LvlBloodEagle	16	007ADDD9	EncounterSkullIndex		0.000000		
0002866E	LvlBloodbug	0	000002C3	Perception	Perception	5.000000		
0002866E	LvlBloodbug	1	000002C4	Endurance	Endurance	4.000000		
0002866E	LvlBloodbug	2	000002C5	Charisma	Charisma	2.000000		
0002866E	LvlBloodbug	3	000002C6	Intelligence	Intelligence	2.000000		
0002866E	LvlBloodbug	4	000002C7	Agility	Agility	6.000000		
0002866E	LvlBloodbug	5	000002C8	Luck	Luck	4.000000		
0002866E	LvlBloodbug	6	000002D4	Health	Health	0.000000	0076E9F5	CT_Creatures_Health_Universal_Tier14
0002866E	LvlBloodbug	7	000002DA	SpeedMult	Move Speed	100.000000		
00028669	EncBloodbug01Template	0	000002C3	Perception	Perception	5.000000		
00028669	EncBloodbug01Template	1	000002C4	Endurance	Endurance	4.000000		
00028669	EncBloodbug01Template	2	000002C5	Charisma	Charisma	2.000000		
00028669	EncBloodbug01Template	3	000002C6	Intelligence	Intelligence	2.000000		
00028669	EncBloodbug01Template	4	000002C7	Agility	Agility	6.000000		
00028669	EncBloodbug01Template	5	000002C8	Luck	Luck	4.000000		
00028669	EncBloodbug01Template	6	000002D4	Health	Health	0.000000	0076E9F5	CT_Creatures_Health_Universal_Tier14
00028669	EncBloodbug01Template	7	000002DA	SpeedMult	Move Speed	100.000000		
00024002	EncMirelurkCrab_Template	0	000002C3	Perception	Perception	4.000000		
00024002	EncMirelurkCrab_Template	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
00024002	EncMirelurkCrab_Template	2	000002D5	ActionPoints	Action Points	50.000000		
00024002	EncMirelurkCrab_Template	3	000002DA	SpeedMult	Move Speed	100.000000		
0001DB4C	EncDeathclaw01Template	0	000002C3	Perception	Perception	10.000000		
0001DB4C	EncDeathclaw01Template	1	000002D4	Health	Health	0.000000	0076EA08	CT_Creatures_Health_Universal_Tier33
0001DB4C	EncDeathclaw01Template	2	000002D5	ActionPoints	Action Points	50.000000		
0001DB4C	EncDeathclaw01Template	3	000002DA	SpeedMult	Move Speed	110.000000		
0001D966	EncMolerat01Template	0	000002C3	Perception	Perception	4.000000		
0001D966	EncMolerat01Template	1	000002D4	Health	Health	0.000000	0076E9F6	CT_Creatures_Health_Universal_Tier15
0001D966	EncMolerat01Template	2	000002D5	ActionPoints	Action Points	50.000000		
0001D966	EncMolerat01Template	3	000002DA	SpeedMult	Move Speed	100.000000		
0001D966	EncMolerat01Template	4	007ADDD9	EncounterSkullIndex		0.000000		
0003255F	test_FurnitureTester	0	000002C2	Strength	Strength	0.000000		
0003255F	test_FurnitureTester	1	000002C3	Perception	Perception	0.000000		
0003255F	test_FurnitureTester	2	000002C4	Endurance	Endurance	0.000000		
0003255F	test_FurnitureTester	3	000002C5	Charisma	Charisma	0.000000		
0003255F	test_FurnitureTester	4	000002C6	Intelligence	Intelligence	0.000000		
0003255F	test_FurnitureTester	5	000002C7	Agility	Agility	0.000000		
0003255F	test_FurnitureTester	6	000002C8	Luck	Luck	0.000000		
0003255F	test_FurnitureTester	7	000002D4	Health	Health	100.000000		
0003255F	test_FurnitureTester	8	000002D5	ActionPoints	Action Points	50.000000		
0003255F	test_FurnitureTester	9	000002DA	SpeedMult	Move Speed	100.000000		
000320A1	AudioTemplateDeathclaw	0	000002C2	Strength	Strength	0.000000		
000320A1	AudioTemplateDeathclaw	1	000002C3	Perception	Perception	0.000000		
000320A1	AudioTemplateDeathclaw	2	000002C4	Endurance	Endurance	0.000000		
000320A1	AudioTemplateDeathclaw	3	000002C5	Charisma	Charisma	0.000000		
000320A1	AudioTemplateDeathclaw	4	000002C6	Intelligence	Intelligence	0.000000		
000320A1	AudioTemplateDeathclaw	5	000002C7	Agility	Agility	0.000000		
000320A1	AudioTemplateDeathclaw	6	000002C8	Luck	Luck	0.000000		
000320A1	AudioTemplateDeathclaw	7	000002D4	Health	Health	0.000000		
000320A1	AudioTemplateDeathclaw	8	000002D5	ActionPoints	Action Points	0.000000		
000320A1	AudioTemplateDeathclaw	9	000002DA	SpeedMult	Move Speed	110.000000		
0003183A	EncRaider01Template	0	000002C2	Strength	Strength	0.000000		
0003183A	EncRaider01Template	1	000002C3	Perception	Perception	4.000000		
0003183A	EncRaider01Template	2	000002C4	Endurance	Endurance	0.000000		
0003183A	EncRaider01Template	3	000002C5	Charisma	Charisma	0.000000		
0003183A	EncRaider01Template	4	000002C6	Intelligence	Intelligence	0.000000		
0003183A	EncRaider01Template	5	000002C7	Agility	Agility	5.000000		
0003183A	EncRaider01Template	6	000002C8	Luck	Luck	0.000000		
0003183A	EncRaider01Template	7	000002CC	IdleChatterTimeMin		15.000000		
0003183A	EncRaider01Template	8	000002CD	IdleChatterTimeMax		30.000000		
0003183A	EncRaider01Template	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
0003183A	EncRaider01Template	10	000002D5	ActionPoints	Action Points	50.000000		
0003183A	EncRaider01Template	11	000002DA	SpeedMult	Move Speed	100.000000		
0003183A	EncRaider01Template	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
0003183A	EncRaider01Template	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
0003183A	EncRaider01Template	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
0003183A	EncRaider01Template	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
0003183A	EncRaider01Template	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
0003183A	EncRaider01Template	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
000308E3	AudioTemplateBloodbug	0	000002C2	Strength	Strength	0.000000		
000308E3	AudioTemplateBloodbug	1	000002C3	Perception	Perception	0.000000		
000308E3	AudioTemplateBloodbug	2	000002C4	Endurance	Endurance	0.000000		
000308E3	AudioTemplateBloodbug	3	000002C5	Charisma	Charisma	0.000000		
000308E3	AudioTemplateBloodbug	4	000002C6	Intelligence	Intelligence	0.000000		
000308E3	AudioTemplateBloodbug	5	000002C7	Agility	Agility	0.000000		
000308E3	AudioTemplateBloodbug	6	000002C8	Luck	Luck	0.000000		
000308E3	AudioTemplateBloodbug	7	000002D4	Health	Health	0.000000		
000308E3	AudioTemplateBloodbug	8	000002D5	ActionPoints	Action Points	0.000000		
000308E3	AudioTemplateBloodbug	9	000002DA	SpeedMult	Move Speed	100.000000		
000342C9	LvlMolerat	0	000002C3	Perception	Perception	4.000000		
