ARMO_FormID	ARMO_EDID	ARMO_FULL	KeywordCount	DATA_Value	DATA_Weight	DATA_Health	DAMA_Energy_Amount	DAMA_Energy_Curve	DAMA_Fire_Amount	DAMA_Fire_Curve	DAMA_Cryo_Amount	DAMA_Cryo_Curve	DAMA_Poison_Amount	DAMA_Poison_Curve	DAMA_Rad_Amount	DAMA_Rad_Curve	DAMA_Physical_Amount	DAMA_Physical_Curve	APPR_SlotCount	CVT1_DurabilityMin	CVT2_CondDmgScaleFactor	CVT3_DurabilityMax	ModelCount
00439224	CUT_ATX_Clothes_GreaserJacketLeather	Leather Greaser Jacket	0	0	0.100000	0													0				0
00439225	ATX_Clothes_GreaserJacketLeather	Leather Greaser Jacket and Jeans	0	0	0.100000	0													0				0
004395E0	CUT_ATX_Clothes_FishingOutfit	Fishing Outfit	0	0	0.100000	0													0				0
004395E2	ATX_Clothes_FishingOutfit	Fishing Outfit	0	0	0.100000	0													0				0
004395E5	CUT_ATX_Headwear_FishingOutfitHat	Fishing Outfit Hat	0	0	0.100000	0													0				0
004395E6	ATX_Headwear_FishingOutfitHat	Fly-Fishing Hat	0	0	0.100000	0													0				0
00439D12	CUT_ATX_Clothes_Pajamas2Piece	Two Piece Pajamas	0	0	0.100000	0													0				0
00439D13	ATX_Clothes_Pajamas_2Piece	Two-Piece Pajamas	0	0	0.100000	0													0				0
00439DCF	CUT_ATX_Headwear_FloppySunHat	Floppy Sun Hat	0	0	0.100000	0													0				0
00439DD0	ATX_Headwear_FloppySunHat	Sun Hat	0	0	0.100000	0													0				0
00439EFE	CUT_ATX_Headwear_ClocheHat	Cloche Hat	0	0	0.100000	0													0				0
00439EFF	ATX_Headwear_ClocheHat	Cloche Hat	0	0	0.100000	0													0				0
00439F00	ZZZ_Armor_Babylon_DLC03_Marine_ArmorSet	Invalid Item	0	75	30.000000	400													0	Durability_Armor_Marine_Min	zzz_ConditionDamageScaleFactor_Armor_Marine_Babylon	Durability_Armor_Marine_Max	0
00439F01	zzz_Armor_Babylon_EnclaveScoutUniform_ArmorSet	Invalid Item	0	0	20.000000	350													0	Durability_Armor_Leather_Min	zzz_ConditionDamageScaleFactor_Armor_Enclave_Babylon	Durability_Armor_Leather_Max	0
00439F02	zzzArmor_Babylon_Wood_ArmorSet	Invalid Item	0	15	15.000000	300													0	Durability_Armor_Wood_Min	zzz_ConditionDamageScaleFactor_Armor_Wood_Babylon	Durability_Armor_Wood_Max	0
0043A95D	CUT_ATX_Headwear_PillboxHat	Pillbox Hat	0	0	0.100000	0													0				0
0043A95E	ATX_Headwear_PillboxHat	Pillbox Hat	0	0	0.100000	0													0				0
0043A962	ATX_Headwear_Monocle	Monocle	0	0	0.100000	0													0				0
0043A963	CUT_ATX_Headwear_Monocle	Clean Monocle	0	0	0.100000	0													0				0
0043B313	zzz_Debug_Legendary1_Armor_Marine_ArmLeft_LessDmgScorched	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043B314	zzz_Debug_Legendary1_Armor_Marine_ArmRight_LessDmgScorched	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043B315	zzz_Debug_Legendary1_Armor_Marine_LegLeft_LessDmgScorched	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043B316	zzz_Debug_Legendary1_Armor_Marine_LegRight_LessDmgScorched	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043B317	zzz_Debug_Legendary1_Armor_Marine_Torso_LessDmgScorched	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043B31D	zzz_debug_Armor_PowerArmor_X01_ArmLeft	Playtest X-01 Left Arm	0	200	13.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0043B31E	zzz_debug_Armor_PowerArmor_X01_ArmRight	Playtest X-01 Right Arm	0	200	13.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0043B31F	zzz_debug_Armor_PowerArmor_X01_Torso	Playtest X-01 Torso	0	280	19.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0043B320	zzz_debug_Armor_PowerArmor_X01_LegLeft	Playtest X-01 Left Leg	0	200	15.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0043B321	zzz_debug_Armor_PowerArmor_X01_LegRight	Playtest X-01 Right Leg	0	200	15.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0043B322	zzz_debug_Armor_PowerArmor_X01_Helmet	Playtest X-01 Helm	0	140	12.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0043B753	zzz_Debug_Legendary1_Armor_Combat_Torso_Bolstering	Junk	0	0	200.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
0043B754	zzz_Debug_Legendary1_Armor_Combat_ArmLeft_Bolstering	Junk	0	0	200.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
0043B755	zzz_Debug_Legendary1_Armor_Combat_ArmRight_Bolstering	Junk	0	0	200.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
0043B756	zzz_Debug_Legendary1_Armor_Combat_LegLeft_Bolstering	Junk	0	0	200.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
0043B757	zzz_Debug_Legendary1_Armor_Combat_LegRight_Bolstering	Junk	0	0	200.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
0043BA23	zzz_Debug_Legendary2_Armor_Combat_Torso_Mutants	Junk	0	0	200.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
0043BA24	zzz_Debug_Legendary2_Armor_Marine_Torso_Mutants	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043BA25	zzz_Debug_Legendary2_Armor_Marine_ArmLeft_Mutants	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043BA26	zzz_Debug_Legendary2_Armor_Marine_ArmRight_Mutants	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043BA27	zzz_Debug_Legendary2_Armor_Marine_LegLeft_Mutants	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043BA28	zzz_Debug_Legendary2_Armor_Marine_LegRight_Mutants	Junk	0	0	200.000000	100													0	Durability_Armor_Marine_Min	ConditionDamageScaleFactor_Armor_Marine	Durability_Armor_Marine_Max	0
0043CF3F	Babylon_Headwear_GladiatorMask	Gladiator Mask	0	0	0.100000	0													0				0
0043CF40	Babylon_Headwear_CenturionHelmet	Centurion Helmet	0	0	0.100000	0													0				0
0043CF41	Babylon_Headwear_MakeshiftRoninHelmet	Makeshift Ronin Helmet	0	0	0.100000	0													0				0
0043E171	zzz_TEST_Armor_Leather_LegLeft_Legendary1_Weightless	Leather Left Leg	0	26	2.250000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
00441A91	ATX_Headwear_FruitHat	Fruit Hat	0	0	0.100000	0													0				0
004428EF	zzz_debug_Armor_RaiderMod_ArmLeft	Balance Raider Left Arm	0	30	2.250000	100													0	Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	0
004428F0	zzz_debug_Armor_RaiderMod_ArmRight	Balance  Raider Right Arm	0	30	2.250000	100													0	Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	0
004428F1	zzz_debug_Armor_RaiderMod_LegLeft	Balance Raider Left Leg	0	8	2.500000	100													0	Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	0
004428F2	zzz_debug_Armor_RaiderMod_LegRight	Balance Raider Right Leg	0	34	2.500000	100													0	Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	0
004428F3	zzz_debug_Armor_RaiderMod_Torso	Balance Raider Chest Piece	0	50	4.500000	100													0	Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	0
004428F6	zzz_debug_Armor_Combat_ArmLeft	Balance Combat Armor Left Arm	0	60	2.750000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
004428F7	zzz_debug_Armor_Combat_ArmRight	Balance Combat Armor Right Arm	0	60	2.750000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
004428F8	zzz_debug_Armor_Combat_LegLeft	Balance Combat Armor Left Leg	0	25	3.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
004428F9	zzz_debug_Armor_Combat_LegRight	Balance Combat Armor Right Leg	0	25	3.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
004428FA	zzz_debug_Armor_Combat_Torso	Balance Combat Armor Chest Piece	0	60	7.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
004428FB	zzz_debug_Armor_Metal_ArmLeft	Balance Metal Left Arm	0	45	2.500000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
004428FC	zzz_debug_Armor_Metal_ArmRight	Balance Metal Right Arm	0	45	2.500000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
004428FD	zzz_debug_Armor_Metal_LegLeft	Balance Metal Left Leg	0	15	2.500000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
004428FE	zzz_debug_Armor_Metal_LegRight	Balance Metal Right Leg	0	15	2.500000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
004428FF	zzz_debug_Armor_Metal_Torso	Balance Metal Chest Piece	0	40	5.500000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
00442903	zzz_debug_Armor_Sturdy_Combat_ArmLeft	Balance Sturdy Combat Armor Left Arm	0	60	2.750000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
00442904	zzz_debug_Armor_Sturdy_Combat_ArmRight	Balance Sturdy Combat Armor Right Arm	0	60	2.750000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
00442905	zzz_debug_Armor_Sturdy_Combat_LegLeft	Balance Sturdy Combat Armor Left Leg	0	25	3.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
00442906	zzz_debug_Armor_Sturdy_Combat_LegRight	Balance Sturdy Combat Armor Right Leg	0	25	3.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
00442907	zzz_debug_Armor_Sturdy_Combat_Torso	Balance Sturdy Combat Armor Chest Piece	0	60	7.000000	100													0	Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	0
0044D3FD	Clothes_PrewarHouseDress_Blue_Clean_NONPLAYABLE		0	0	99.900002	0													0				0
0044D3FE	Clothes_PrewarHouseDress_Cream_Clean_NONPLAYABLE		0	0	99.900002	0													0				0
0044D3FF	Clothes_PrewarHouseDress_Pink_Clean_NONPLAYABLE		0	0	99.900002	0													0				0
0044D400	Clothes_SummerShorts_NotPlayable		0	0	99.900002	0													0				0
0044D401	Clothes_PrewarSweaterVest_Clean_NONPLAYABLE		0	0	99.900002	0													0				0
0044D403	Headwear_VaultTecSecurityHelmet_NotPlayable		0	0	99.900002	0													0				0
00450190	CUT_ATX_Headwear_AntlerHeadDress	Antler Head Dress	0	0	0.100000	0													0				0
00450193	ATX_Headwear_AntlerHeadBand	Felt Antler Headband	0	0	0.100000	0													0				0
00450197	CUT_ATX_Headwear_DaredevilHelmet	Daredevil Helmet	0	0	0.100000	0													0				0
00450198	ATX_Headwear_DaredevilHelmet	Daredevil Helmet	0	0	0.100000	0													0				0
0045019C	CUT_ATX_Headwear_FezHat	Fez Hat	0	0	0.100000	0													0				0
0045019D	ATX_Headwear_FezHatClean	Fez	0	0	0.100000	0													0				0
004501A1	CUT_ATX_Headwear_LeatherCap	Leather Cap	0	0	0.100000	0													0				0
004501A2	ATX_Headwear_LeatherCap	Leather Cap	0	0	0.100000	0													0				0
00450361	CUT_ATX_Headwear_ModernBonnet	Modern Bonnet	0	0	0.100000	0													0				0
00450362	ATX_Headwear_ModernBonnet	Modern Bonnet	0	0	0.100000	0													0				0
00450C0C	CUT_ATX_Clothes_PajamasVaultTec	Vault-Tec Pajamas	0	0	0.100000	0													0				0
00450C0E	ATX_Clothes_Pajamas_VaultTec	Vault-Tec Pajamas	0	0	0.100000	0													0				0
00451160	CUT_ATX_Clothes_FlapperDress	Flapper Dress	0	0	0.100000	0													0				0
00451163	ATX_Clothes_FlapperDress	Patterned Fringed Dress	0	0	0.100000	0													0				0
00451164	CUT_ATX_Headwear_FlapperHeadband	Flapper Headband	0	0	0.100000	0													0				0
00451165	CUT_ATX_Headwear_FlapperHeadbandClean	Flapper Tiara	0	0	0.100000	0													0				0
00451C8D	CUT_ATX_Headwear_TruckerHat_VTU	Worn VTU Trucker Hat	0	0	0.100000	0													0				0
00451C90	CUT_ATX_Headwear_TruckerHat_76Logo	Worn 76 Trucker Hat	0	0	0.100000	0													0				0
00451C93	ATX_Headwear_TruckerHat_VTU_Clean	VTU Trucker Cap	0	0	0.100000	0													0				0
00451C96	ATX_Headwear_TruckerHat_76Logo_Clean	76 Trucker Cap	0	0	0.100000	0													0				0
00451C99	CUT_ATX_Headwear_TruckerHat_AmericanFlag	Worn American Trucker Hat	0	0	0.100000	0													0				0
00451C9C	ATX_Headwear_TruckerHat_AmericanFlag_Clean	American Trucker Cap	0	0	0.100000	0													0				0
00451C9F	CUT_ATX_Headwear_TruckerHat_GarrahanMining	Worn Garrahan Trucker Hat	0	0	0.100000	0													0				0
00451CA2	ATX_Headwear_TruckerHat_GarrahanMining_Clean	Garrahan Trucker Cap	0	0	0.100000	0													0				0
00451CA5	CUT_ATX_Headwear_TruckerHat_Mothman	Worn Mothman Trucker Hat	0	0	0.100000	0													0				0
00451CA8	ATX_Headwear_TruckerHat_Mothman_Clean	Mothman Trucker Cap	0	0	0.100000	0													0				0
00451CAB	CUT_ATX_Headwear_TruckerHat_RobCo	Worn RobCo Trucker Hat	0	0	0.100000	0													0				0
00451CAE	ATX_Headwear_TruckerHat_RobCo_Clean	RobCo Trucker Cap	0	0	0.100000	0													0				0
00451CB1	CUT_ATX_Headwear_TruckerHat_Tricentennial	Worn Tricentennial Trucker Hat	0	0	0.100000	0													0				0
00451CB4	ATX_Headwear_TruckerHat_Tricentennial_Clean	Tricentennial Trucker Cap	0	0	0.100000	0													0				0
00451CB7	CUT_ATX_Headwear_TruckerHat_WVOutline	Worn WVa Trucker Hat	0	0	0.100000	0													0				0
00451CBA	ATX_Headwear_TruckerHat_WVOutline_Clean	WVa Trucker Cap	0	0	0.100000	0													0				0
00452096	CUT_ATX_Headwear_HuntingCap	Plaid Hunting Cap	0	0	0.100000	0													0				0
00452099	ATX_Headwear_HuntingCap	Hunting Cap	0	0	0.100000	0													0				0
0045209B	CUT_ATX_Headwear_HuntingCap_FlapUp	Plaid Hunting Cap Ears Hot	0	0	0.100000	0													0				0
0045209E	ATX_Headwear_HuntingCap_FlapUp	Lifted Hunting Cap	0	0	0.100000	0													0				0
00452A08	CUT_ATX_Clothes_PoodleSkirt	Poodle Skirt	0	0	0.100000	0													0				0
00452A0A	ATX_Clothes_PoodleSkirt	Poodle Skirt and Blouse	0	0	0.100000	0													0				0
00452A0C	CUT_ATX_Headwear_PoodleSkirtGlasses	Poodle Skirt Glasses	0	0	0.100000	0													0				0
00452A0F	ATX_Headwear_PoodleSkirtGlasses	Hip Glasses	0	0	0.100000	0													0				0
004530A3	CUT_ATX_Clothes_DenimCanadianTuxedo	Denim Canadian Tuxedo	0	0	0.100000	0													0				0
004530A4	ATX_Clothes_DenimSuit	Denim Suit	0	0	0.100000	0													0				0
0045CBBE	zzz_Armor_Babylon_HazmatSuit	Invalid Item	0	85	10.000000	100													0	Durability_Armor_Leather_Min	zzz_ConditionDamageScaleFactor_Armor_Leather_Babylon	Durability_Armor_Leather_Max	0
0045EC31	ATX_Headwear_SantaBeard	Mr. Claus' Beard	0	0	0.100000	0													0				0
00467FA4	zzz_Test_Armor_BackPack_Default	backpack	0	0	0.000000	0													0				0
00469D18	zzzHeadwear_FakeSheepsquatchHelmet		0	20	0.100000	0													0				0
00469D19	zzzClothes_FakeSheepsquatchOutfit		0	10	0.100000	0													0				0
00469D1A	Headwear_SheepsquatchMascotHead	Sheepsquatch Mascot Head	0	125	0.100000	0													0				0
00469D1B	Clothes_SheepsquatchMascotOutfit	Sheepsquatch Mascot Outfit	0	125	0.100000	0													0				0
0046FDEC	ATX_Clothes_StarletSniper	Starlet Sniper Outfit	0	0	0.100000	0													0				0
0046FDEE	ATX_Headwear_StarletSniper	Starlet Sniper Hat	0	0	0.100000	0													0				0
00470FF7	ATX_Headwear_AntlerBoneHeadBand	Bone Antler Headband	0	0	0.100000	0													0				0
004711B7	Clothes_PantSuit_Jaguar	Jaguar Pant Suit	0	0	0.100000	0													0				0
004711D3	ATX_Clothes_Lumberjack	Lumberjack Outfit	0	0	0.100000	0													0				0
004711D4	ATX_Headwear_LumberjackHat	Lumberjack Hat	0	0	0.100000	0													0				0
0047137C	ATX_Clothes_RobcoSandalsTShorts	RobCo T-shirt and Shorts	0	0	0.100000	0													0				0
004713EB	ATX_Clothes_PantSuit_Plaid	Plaid Pant Suit	0	0	0.100000	0													0				0
004713EE	ATX_Clothes_PantSuit_WayTooFestiveChristmas	Festive Winter Pant Suit	0	0	0.100000	0													0				0
004716B9	ATX_Armor_Casual_Underarmor_TrackSuitVTU	VTU Tracksuit Underarmor	0	0	0.500000	0													0				0
00471914	ATX_Clothes_ShortSuit_Camouflage	Camouflage Short Suit	0	0	0.100000	0													0				0
00471DA8	Clothes_ShortSuit_BlackJackolantern	Jack O'Lantern Short Suit	0	100	0.100000	0													0				0
00471DAB	ATX_Clothes_ShortSuit_Jaguar	Jaguar Short Suit	0	0	0.100000	0													0				0
00471DAE	ATX_Clothes_ShortSuit_RedPlaid	Plaid Short Suit	0	0	0.100000	0													0				0
00471DB1	ATX_Clothes_ShortSuit_Pink	Pink Short Suit	0	0	0.100000	0													0				0
00471DB4	ATX_Clothes_ShortSuit_Tropical	Tropical Summer Short Suit	0	0	0.100000	0													0				0
00471DB7	ATX_Clothes_ShortSuit_Rhododendron	Rhododendron Short Suit	0	0	0.100000	0													0				0
00471DBA	ATX_Clothes_ShortSuit_VaultTec	Vault-Tec Short Suit	0	0	0.100000	0													0				0
00471E40	ATX_Clothes_JeansVaultTee	VTU T-Shirt and Jeans	0	0	0.100000	0													0				0
00472090	ATX_Headwear_FlapperHeadwrap	Flapper Headwrap	0	0	0.100000	0													0				0
00472D0E	zzzArmor_PowerArmor_T51_ArmLeft_Babylon	Invalid Item	0	0	12.000000	250													0	Durability_Armor_Power_Min	zzz_ConditionDamageScaleFactor_PowerArmor_T51_Babylon	Durability_Armor_Power_Max	0
00472D0F	zzzArmor_PowerArmor_T51_ArmRight_Babylon	Invalid Item	0	0	12.000000	250													0	Durability_Armor_Power_Min	zzz_ConditionDamageScaleFactor_PowerArmor_T51_Babylon	Durability_Armor_Power_Max	0
00472D10	zzzArmor_PowerArmor_T51_Helmet_Babylon	Invalid Item	0	0	11.000000	250													0	Durability_Armor_Power_Min	zzz_ConditionDamageScaleFactor_PowerArmor_T51_Babylon	Durability_Armor_Power_Max	0
00472D11	zzzArmor_PowerArmor_T51_LegLeft_Babylon	Invalid Item	0	0	14.000000	250													0	Durability_Armor_Power_Min	zzz_ConditionDamageScaleFactor_PowerArmor_T51_Babylon	Durability_Armor_Power_Max	0
00472D12	zzzArmor_PowerArmor_T51_LegRight_Babylon	Invalid Item	0	0	14.000000	250													0	Durability_Armor_Power_Min	zzz_ConditionDamageScaleFactor_PowerArmor_T51_Babylon	Durability_Armor_Power_Max	0
00472D13	zzzArmor_PowerArmor_T51_Torso_Babylon	Invalid Item	0	0	17.000000	250													0	Durability_Armor_Power_Min	zzz_ConditionDamageScaleFactor_PowerArmor_T51_Babylon	Durability_Armor_Power_Max	0
00474980	ATX_Armor_PowerArmor_BlackRider_ArmLeft	Black Rider Left Arm	0	200	13.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
00474981	ATX_Armor_PowerArmor_BlackRider_ArmRight	Black Rider Right Arm	0	200	13.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
00474982	ATX_Armor_PowerArmor_BlackRider_Helmet	Black Rider Helm	0	140	12.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
00474983	ATX_Armor_PowerArmor_BlackRider_LegLeft	Black Rider Left Leg	0	200	15.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
00474984	ATX_Armor_PowerArmor_BlackRider_LegRight	Black Rider Right Leg	0	200	15.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
00474985	ATX_Armor_PowerArmor_BlackRider_Torso	Black Rider Torso	0	280	19.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
004749D3	ATX_Clothes_MrClaus	Mr. Claus' Suit	0	0	0.100000	0													0				0
004749D5	ATX_Headwear_MrClausHat	Mr. Claus' Hat	0	0	0.100000	0													0				0
004749D7	ATX_Clothes_Unstoppables_MantaMan	Manta Man Costume	0	0	0.100000	0													0				0
0047876A	Template_Armor_Backpack_Standard	TEMPLATE: Backpack	0	60	1.000000	0													0				0
00478801	Template_Armor_Backpack_Frame	Frame Backpack	0	60	1.000000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
00479D39	SkinSheepsquatch		0	0	0.000000	0													0				0
0047D208	ATX_Clothes_Unstoppables_TheInspector	The Inspector Costume	0	0	0.100000	0													0				0
0047D20A	ATX_Headwear_Unstoppables_TheInspector_Tophat	The Inspector's Top Hat	0	0	0.100000	0													0				0
0047EF3B	DEPRECATED_Armor_Backpack_Standard	Junk	0	0	100.000000	0													0				0
0047EF3C	DEPRECATED_Armor_Backpack_Frame	Junk	0	0	100.000000	0													0				0
0048211E	ATX_Clothes_MrsClaus	Mrs. Claus' Dress	0	0	0.100000	0													0				0
00482120	ATX_Headwear_MrsClausHat	Mrs. Claus' Bonnet	0	0	0.100000	0													0				0
0048782E	Armor_PowerArmor_T51_ArmLeft_NONPLAYABLE	T-51b Left Arm	0	0	99.000000	0													0				0
0048782F	Armor_PowerArmor_T51_ArmRight_NONPLAYABLE	T-51b Right Arm	0	0	99.000000	0													0				0
00487830	Armor_PowerArmor_T51_Helmet_NONPLAYABLE	T-51b Helm	0	0	99.000000	0													0				0
00487831	Armor_PowerArmor_T51_LegLeft_NONPLAYABLE	T-51b Left Leg	0	0	99.000000	0													0				0
00487832	Armor_PowerArmor_T51_LegRight_NONPLAYABLE	T-51b Right Leg	0	0	99.000000	0													0				0
00487833	Armor_PowerArmor_T51_Torso_NONPLAYABLE	T-51b Chest Piece	0	0	99.000000	0													0				0
0048D274	ATX_Armor_PowerArmor_PlagueRider_ArmLeft	PlagueRider Left Arm	0	200	13.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0048D275	ATX_Armor_PowerArmor_PlagueRider_ArmRight	PlagueRider Right Arm	0	200	13.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0048D276	ATX_Armor_PowerArmor_PlagueRider_Helmet	PlagueRider Helm	0	140	12.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0048D277	ATX_Armor_PowerArmor_PlagueRider_LegLeft	PlagueRider Left Leg	0	200	15.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0048D278	ATX_Armor_PowerArmor_PlagueRider_LegRight	PlagueRider Right Leg	0	200	15.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0048D279	ATX_Armor_PowerArmor_PlagueRider_Torso	PlagueRider Torso	0	280	19.000000	100													0	Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	0
0048D2F1	CUT_ATX_Clothes_PantsSuit_Camouflage	Camouflage Pants Suit	0	0	0.100000	0													0				0
0048D2F4	ATX_Clothes_PantSuit_Camouflage	Camouflage Pant Suit	0	0	0.100000	0													0				0
0048D2F7	CUT_ATX_Clothes_PantsSuit_Pink	Pink Pants Suit	0	0	0.100000	0													0				0
0048D2FA	ATX_Clothes_PantSuit_Pink	Pink Pant Suit	0	0	0.100000	0													0				0
0048D2FD	CUT_ATX_Clothes_PantsSuit_VaultTec	Vault-Tec Pants Suit	0	0	0.100000	0													0				0
0048D300	ATX_Clothes_PantSuit_VaultTec	Vault-Tec Pant Suit	0	0	0.100000	0													0				0
0048D303	CUT_ATX_Clothes_PantsSuit_Tropical	Tropical Summer Pants Suit	0	0	0.100000	0													0				0
0048D306	ATX_Clothes_PantSuit_Tropical	Tropical Summer Pant Suit	0	0	0.100000	0													0				0
0048D309	CUT_ATX_Clothes_PantsSuit_Tulip	Tulip Sky Blue Pants Suit	0	0	0.100000	0													0				0
0048D30C	ATX_Clothes_PantSuit_Rhododendron	Rhododendron Pant Suit	0	0	0.100000	0													0				0
