FormID	EDID	FULL	SNAM	TNAM	CNAM	ENAM	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52	DNAM	JASF
0043AC66	Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue12	Collect Awesome Tales Issue #12	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_AwesomeTales12_Potion "Astoundingly Awesome Tales 12" [ALCH:004303AC]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue12.json
0043AC5C	Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue02	Collect Awesome Tales Issue #2	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_AwesomeTales02_Potion "Astoundingly Awesome Tales 2" [ALCH:0043038E]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue02.json
0043AC5A	Challenge_Lifetime_Collect_Magazines_BedtimeStories_Issue5	Collect Tales from the West Virginia Hills Issue #5	Items Acquired	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_AstonishingTales04_Potion "Tales from the West Virginia Hills 5" [ALCH:00430385]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_BedtimeStories_Issue5.json
0043ACA3	Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue04	Collect Scouts Life Issue #4	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_ScoutsLife04_Potion "Scouts' Life 4" [ALCH:00432CE5]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue04.json
0043ACF6	Challenge_Lifetime_Collect_Holotapes_SurvivorStories_01	Collect Survivor Story: Responder Colonel	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(RSVP00_Holotape_SurvivorStories_ColonelAdult "Survivor Story: Responder Colonel" [NOTE:002B42E1]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_SurvivorStories_01.json
0043ACA4	Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue05	Collect Scouts Life Issue #5	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_ScoutsLife05_Potion "Scouts' Life 5" [ALCH:00432CE8]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue05.json
0043ACF8	Challenge_Lifetime_Collect_Holotapes_SurvivorStories_03	Collect Survivor Story: Dassa Ben-Ami	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(RSVP00_Holotape_SurvivorStories_Dassa "Survivor Story: Dassa Ben-Ami" [NOTE:002B42D3]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_SurvivorStories_03.json
0043ACFA	Challenge_Lifetime_Collect_Holotapes_SurvivorStories_05	Collect Survivor Story: Kesha McDermott	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(RSVP00_Holotape_SurvivorStories_Kesha "Survivor Story: Kesha McDermott" [NOTE:002B4384]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_SurvivorStories_05.json
0043ACA6	Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue07	Collect Scouts Life Issue #7	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_ScoutsLife07_Potion "Scouts' Life 7" [ALCH:00432CEE]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue07.json
0043AC7C	Challenge_Lifetime_Collect_Magazines_Grognak_Issue04	Collect Grognak the Barbarian Issue #4	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GrognakTheBarbarian04_Potion "Grognak the Barbarian 4" [ALCH:004303D6]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_Grognak_Issue04.json
0043ACFC	Challenge_Lifetime_Collect_Holotapes_SurvivorStories_07	Collect Survivor Story: Nurse Scott	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(RSVP00_Holotape_SurvivorStories_Scott "Survivor Story: Nurse Scott" [NOTE:00383CFB]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_SurvivorStories_07.json
0043AD49	Challenge_Lifetime_Kill_Robots_Base	Destroy Robots	Total Robots Killed	0	Lifetime	Combat	0																																																						Challenge_Lifetime_Kill_Robots_Base.json
0043AC91	Challenge_Lifetime_Collect_Magazines_LiveAndLove_META	Collect issues of "Live & Love"		0	Lifetime	World	0																																																						Challenge_Lifetime_Collect_Magazines_LiveAndLove_META.json
0043AD46	Challenge_Lifetime_Kill_Robots_Tiers_Bladed_Sword	Destroy Robots with a Sword	Total Robots Killed	1111	Lifetime	Combat	1	Top:Subject.WornHasKeyword(WeaponTypeSword [KYWD:0033AB17]) = 1.000000																																																					Challenge_Lifetime_Kill_Robots_Tiers_Bladed_Sword.json
0043AC90	Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue10	Collect Guns and Bullets Issue #10	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GunsAndBullets10_Potion "Guns and Bullets 10" [ALCH:00430410]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue10.json
0043AD42	Challenge_Lifetime_Kill_Robots_Tiers_Gauntlet_Unarmed	Destroy Robots with no weapons equipped	Total Robots Killed	0	Lifetime	Combat	1	Top:Subject.WornHasKeyword(ObjectTypeWeapon [KYWD:000F4AEA]) = 0.000000																																																					Challenge_Lifetime_Kill_Robots_Tiers_Gauntlet_Unarmed.json
0043AC8F	Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue09	Collect Guns and Bullets Issue #9	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GunsAndBullets09_Potion "Guns and Bullets 9" [ALCH:0043040D]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue09.json
0043AD3E	Challenge_Lifetime_Kill_Robots_META	Destroy Different Kinds of Robots		6	Lifetime	Combat	0																																																						Challenge_Lifetime_Kill_Robots_META.json
0043AC70	Challenge_Lifetime_Collect_Magazines_Backwoodsman_Issue04	Collect Backwoodsman Magazine Issue #4	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_Backwoodsman04_Potion "Backwoodsman 4" [ALCH:004303BC]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_Backwoodsman_Issue04.json
0043AD3A	Challenge_Lifetime_Kill_Robots_SUB_MrHandy	Destroy a Mr. Handy Robot	Total Robots Killed	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsRace(HandyRace "Mr. Handy" [RACE:000359F4]) = 1.000000																																																					Challenge_Lifetime_Kill_Robots_SUB_MrHandy.json
0043ACC8	Challenge_Lifetime_Collect_Magazines_USCovertOps_Issue09	Collect US Covert Ops Issue #9	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_USCovertOps09_Potion "U.S. Covert Operations Manual 9" [ALCH:00432D51]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_USCovertOps_Issue09.json
0043AD36	Challenge_Lifetime_Kill_Robots_SUB_Assaultron	Destroy an Assaultron	Total Robots Killed	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsRace(AssaultronRace "Assaultron" [RACE:000D8417]) = 1.000000																																																					Challenge_Lifetime_Kill_Robots_SUB_Assaultron.json
0043AC8C	Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue06	Collect Guns and Bullets Issue #6	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GunsAndBullets06_Potion "Guns and Bullets 6" [ALCH:00430404]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue06.json
0043AD34	Challenge_Lifetime_Kill_LegendaryCreatures_Low	Kill Legendary Creatures	Total Creatures Killed	100	Lifetime	Combat	1	Top:Target.GetValue(EpicRankAV "Epic Rank" [AVIF:002129A2]) = 0.000000																																																					Challenge_Lifetime_Kill_LegendaryCreatures_Low.json
0043ACC4	Challenge_Lifetime_Collect_Magazines_USCovertOps_Issue05	Collect US Covert Ops Issue #5	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_USCovertOps05_Potion "U.S. Covert Operations Manual 5" [ALCH:00432D45]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_USCovertOps_Issue05.json
0043AD31	Challenge_Lifetime_Kill_Animals_SUB_Radtoad	Kill a Radtoad	Total Animals Killed	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsRace(RadToadRace "Radtoad" [RACE:00011B6A]) = 1.000000																																																					Challenge_Lifetime_Kill_Animals_SUB_Radtoad.json
0043AC60	Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue06	Collect Awesome Tales Issue #6	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_AwesomeTales06_Potion "Astoundingly Awesome Tales 6" [ALCH:0043039A]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue06.json
0043AD2D	Challenge_Lifetime_Kill_Humanlike_SUB_Scorched	Kill a Scorched	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeHumanlike [KYWD:005F1198]) = 1.000000	Top:Target.GetIsRace(ScorchedRace "Scorched" [RACE:0010CA5F]) = 1.000000																																																				Challenge_Lifetime_Kill_Humanlike_SUB_Scorched.json
0043ACC0	Challenge_Lifetime_Collect_Magazines_USCovertOps_Issue01	Collect US Covert Ops Issue #1	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_USCovertOps01_Potion "U.S. Covert Operations Manual 1" [ALCH:00432D39]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_USCovertOps_Issue01.json
0043AD29	Challenge_Lifetime_Kill_Arthropods_SUB_Radroach	Kill a Radroach	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeArthropods [KYWD:00331AC7]) = 1.000000	Top:Target.GetIsRace(RadRoachRace "Radroach" [RACE:0004716C]) = 1.000000																																																				Challenge_Lifetime_Kill_Arthropods_SUB_Radroach.json
0043AC88	Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue02	Collect Guns and Bullets Issue #2	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GunsAndBullets02_Potion "Guns and Bullets 2" [ALCH:004303F8]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue02.json
0043AD25	CUT_Challenge_Lifetime_Kill_Glowing_SUB_GlowingOne	Kill a Glowing One	 NONE	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.HasKeyword(ActorTypeGlowing [KYWD:002129C7]) = 1.000000																																																					CUT_Challenge_Lifetime_Kill_Glowing_SUB_GlowingOne.json
0043AD24	Challenge_Lifetime_Kill_Aquatic_SUB_FogCrawler	Kill a Fog Crawler	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeAquatic [KYWD:00331AB7]) = 1.000000	Top:Target.GetIsRace(DLC03_FogCrawlerRace "Fog Crawler" [RACE:00110A4E]) = 1.000000																																																				Challenge_Lifetime_Kill_Aquatic_SUB_FogCrawlers.json
0043AD21	Challenge_Lifetime_Kill_Animals_SUB_Canine	Kill a Canine	Total Animals Killed	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.HasKeyword(ActorTypeFeralDog [KYWD:0002CB97]) = 1.000000																																																					Challenge_Lifetime_Kill_Animals_SUB_Canine.json
0043AC5F	Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue05	Collect Awesome Tales Issue #5	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_AwesomeTales05_Potion "Astoundingly Awesome Tales 5" [ALCH:00430397]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue05.json
0043AD1D	Challenge_Lifetime_Kill_Critters_SUB_Beaver	Kill a Beaver	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeCritter [KYWD:005F1197]) = 1.000000	Top:Target.GetIsRace(RadBeaverRace "Beaver" [RACE:001563AA]) = 1.000000																																																				Challenge_Lifetime_Kill_Critters_SUB_Beaver.json
0043ACB8	Challenge_Lifetime_Collect_Magazines_TumblersToday_Issue02	Collect Tumblers Today Issue #2	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_TumblersToday02_Potion "Tumblers Today 2" [ALCH:00432D19]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_TumblersToday_Issue02.json
0043AD19	Challenge_Lifetime_Kill_Cryptids_SUB_Snallygaster	Kill a Snallygaster	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeCryptid [KYWD:00331AC2]) = 1.000000	Top:Target.GetIsRace(SnallyGasterRace "Snallygaster" [RACE:0000D191]) = 1.000000																																																				Challenge_Lifetime_Kill_Cryptids_SUB_Snallygaster.json
0043AC84	Challenge_Lifetime_Collect_Magazines_GunsAndBullets_META	Collect issues of "Guns and Bullets"		0	Lifetime	World	0																																																						Challenge_Lifetime_Collect_Magazines_GunsAndBullets_META.json
0043AD13	Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_09	Find the Holotape "Curse of the Wendigo - Part 1"	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(TalesFromWestVirginiaHolotape09 "Curse of the Wendigo - Part 1" [NOTE:00534F60]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_09.json
0043AD12	Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_08	Find the Holotape "Sideshow Snallygaster - Part 2"	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(TalesFromWestVirginiaHolotape08 "Sideshow Snallygaster - Part 2" [NOTE:00534F5B]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_08.json
0043AD0F	Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_05	Find the Holotape "The Mothman Cometh - Part 1"	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(TalesFromWestVirginiaHolotape05 "The Mothman Cometh - Part 1" [NOTE:00534F53]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_05.json
0043ACB0	Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue06	Collect Tesla Science Issue #6	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_TeslaScience06_Potion "Tesla Science 6" [ALCH:00432D0A]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue06.json
0043AD0B	Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_01	Find the Holotape "Who Goes There? - Part 1"	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(TalesFromWestVirginiaHolotape01 "Who Goes There? - Part 1" [NOTE:00534F49]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_01.json
0043ACFE	Challenge_Lifetime_Collect_Holotapes_SurvivorStories_09	Collect Survivor Story: Tabitha	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(RSVP00_Holotape_SurvivorStories_Tabitha "Survivor Story: Tabitha" [NOTE:00383CFC]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_SurvivorStories_09.json
0043ACA8	Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue09	Collect Scouts Life Issue #9	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_ScoutsLife09_Potion "Scouts' Life 9" [ALCH:00432CF4]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_ScoutsLife_Issue09.json
0043AD08	Challenge_Lifetime_Collect_Holotapes_Games_META	Collect Holotape Games		0	Lifetime	World	0																																																						Challenge_Lifetime_Collect_Holotapes_Games_META.json
0043ACAC	Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue02	Collect Tesla Science Issue #2	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_TeslaScience02_Potion "Tesla Science 2" [ALCH:00432CFE]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue02.json
0043AD04	Challenge_Lifetime_Collect_Holotape_Games_Pipfall	Collect the Holotape Game: Pipfall	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(HolotapeGame_Pipfall "Pipfall" [NOTE:002345D7]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotape_Games_Pipfall.json
0043AD03	Challenge_Lifetime_Collect_Holotape_Games_NukaTapper	Collect and Play the Holotape Game: Nuka Tapper	Holotape Games Played	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(HolotapeGame_NukaTapper "Nuka Tapper" [NOTE:004ED368]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotape_Games_NukaTapper.json
0043AD00	Challenge_Lifetime_Collect_Holotape_Games_AtomicCommand	Collect the Holotape Game: Atomic Command	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(HolotapeGame_AtomicCommand "Atomic Command" [NOTE:002345CE]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotape_Games_AtomicCommand.json
0043AD02	Challenge_Lifetime_Collect_Holotape_Games_Grognak	Collect the Holotape Game: Grognak & The Ruby Ruins	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(HolotapeGame_Grognak "Grognak & The Ruby Ruins" [NOTE:002345CF]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotape_Games_Grognak.json
0043ACAA	Challenge_Lifetime_Collect_Magazines_TeslaScience_META	Collect issues of "Tesla Science"		0	Lifetime	World	0																																																						Challenge_Lifetime_Collect_Magazines_TeslaScience_META.json
0043AC7E	Challenge_Lifetime_Collect_Magazines_Grognak_Issue06	Collect Grognak the Barbarian Issue #6	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GrognakTheBarbarian06_Potion "Grognak the Barbarian 6" [ALCH:004303DC]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_Grognak_Issue06.json
0043AD06	Challenge_Lifetime_Collect_Holotape_Games_Wastelad	Collect the Holotape Game: Wastelad	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(HolotapeGame_Wastelad "Wastelad" [NOTE:00524B4C]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotape_Games_Wastelad.json
0043ACAE	Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue04	Collect Tesla Science Issue #4	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_TeslaScience04_Potion "Tesla Science 4" [ALCH:00432D04]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue04.json
0043AC80	Challenge_Lifetime_Collect_Magazines_Grognak_Issue08	Collect Grognak the Barbarian Issue #8	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GrognakTheBarbarian08_Potion "Grognak the Barbarian 8" [ALCH:004303E2]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_Grognak_Issue08.json
0043AD0D	Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_03	Find the Holotape "The Beast of Grafton - Part 1"	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(TalesFromWestVirginiaHolotape03 "The Beast of Grafton - Part 1" [NOTE:00534F4F]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_03.json
0043AD11	Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_07	Find the Holotape "Sideshow Snallygaster - Part 1"	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(TalesFromWestVirginiaHolotape07 "Sideshow Snallygaster - Part 1" [NOTE:00534F5A]) = 1.000000																																																					Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_07.json
0043ACB2	Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue08	Collect Tesla Science Issue #8	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_TeslaScience08_Potion "Tesla Science 8" [ALCH:00432D10]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_TeslaScience_Issue08.json
0043AC82	Challenge_Lifetime_Collect_Magazines_Grognak_Issue10	Collect Grognak the Barbarian Issue #10	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GrognakTheBarbarian10_Potion "Grognak the Barbarian 10" [ALCH:004303E8]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_Grognak_Issue10.json
0043AC6A	Challenge_Lifetime_Collect_Magazines_Backwoodsman_META	Collect issues of "Backwoodsman"		0	Lifetime	World	0																																																						Challenge_Lifetime_Collect_Magazines_Backwoodsman_META.json
0043AC5E	Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue04	Collect Awesome Tales Issue #4	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_AwesomeTales04_Potion "Astoundingly Awesome Tales 4" [ALCH:00430394]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_AwesomeTales_Issue04.json
0043AD17	CUT_Challenge_Lifetime_Kill_Cryptids_SUB_Alien	Kill an Alien	Total Cryptids Killed	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsRace(AlienRace "Alien" [RACE:00184C4D]) = 1.000000																																																					Challenge_Lifetime_Kill_Cryptids_SUB_Alien.json
0043ACB6	Challenge_Lifetime_Collect_Magazines_TumblersToday_META	Collect issues of "Tumblers Today"		0	Lifetime	World	0																																																						Challenge_Lifetime_Collect_Magazines_TumblersToday_META.json
0043AD1C	Challenge_Lifetime_Kill_Aquatic_SUB_Angler	Kill an Angler	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeAquatic [KYWD:00331AB7]) = 1.000000	Top:Target.GetIsRace(DLC03_AnglerRace "Angler" [RACE:0011092F]) = 1.000000																																																				Challenge_Lifetime_Kill_Aquatic_SUB_Angler.json
0043AD1F	Challenge_Lifetime_Kill_Insects_SUB_Bloodbug	Kill a Bloodbug	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeBug [KYWD:0002866C]) = 1.000000	Top:Target.GetIsRace(BloodbugRace "Bloodbug" [RACE:0002456D]) = 1.000000																																																				Challenge_Lifetime_Kill_Insects_SUB_Bloodbugs.json
0043ACBA	Challenge_Lifetime_Collect_Magazines_TumblersToday_Issue04	Collect Tumblers Today Issue #4	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_TumblersToday04_Potion "Tumblers Today 4" [ALCH:00432D1F]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_TumblersToday_Issue04.json
0043AD20	Challenge_Lifetime_Kill_Critters_SUB_Brahmin	Kill a Brahmin	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeCritter [KYWD:005F1197]) = 1.000000	Top:Target.GetIsRace(BrahminRace "Brahmin" [RACE:0002047E]) = 1.000000																																																				Challenge_Lifetime_Kill_Critters_SUB_Brahmin.json
0043AD23	Challenge_Lifetime_Kill_Humanlike_SUB_FeralGhoul	Kill a Feral Ghoul	Total Enemies Killed	1	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeHumanlike [KYWD:005F1198]) = 1.000000	Top:Target.HasKeyword(ActorTypeFeralGhoul [KYWD:0006B4F2]) = 1.000000																																																				Challenge_Lifetime_Kill_Humanlike_SUB_FeralGhoul.json
0043AD27	Challenge_Lifetime_Kill_Animals_SUB_Molerat	Kill a Mole Rat	Total Animals Killed	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsRace(MoleratRace "Mole Rat" [RACE:0001D810]) = 1.000000																																																					Challenge_Lifetime_Kill_Animals_SUB_Molerat.json
0043ACBE	Challenge_Lifetime_Collect_Magazines_USCovertOps_META	Collect issues of "U.S. Covert Operations Manual"		0	Lifetime	World	0																																																						Challenge_Lifetime_Collect_Magazines_USCovertOps_META.json
0043ACD0	Challenge_Lifetime_Collect_Magazines_Unstoppables_Issue02	Collect Unstoppables Issue #2	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_Unstoppables02_Potion "Unstoppables 2" [ALCH:00432D28]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_Unstoppables_Issue02.json
0043ACCE	Challenge_Lifetime_Collect_Magazines_Unstoppables_Issue01	Collect Unstoppables Issue #1	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_Unstoppables01_Potion "Unstoppables 1" [ALCH:00432D25]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_Unstoppables_Issue01.json
0043AD41	Challenge_Lifetime_Kill_Robots_Tiers_Blunt_Hammer	Destroy Robots with a Hammer	Total Robots Killed	0	Lifetime	Combat	1	Top:Subject.WornHasKeyword(WeaponTypeHammer [KYWD:0033AB13]) = 1.000000																																																					Challenge_Lifetime_Kill_Robots_Tiers_Blunt_Hammer.json
0043AC8E	Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue08	Collect Guns and Bullets Issue #8	Items Acquired	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsID(Magazine_GunsAndBullets08_Potion "Guns and Bullets 8" [ALCH:0043040A]) = 1.000000																																																					Challenge_Lifetime_Collect_Magazines_GunsAndBullets_Issue08.json
0043AD38	Challenge_Lifetime_Kill_Robots_SUB_Sentrybot	Destroy a Sentry Bot	Total Robots Killed	1	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.GetIsRace(SentryBotRace "SentryBot" [RACE:000AE0B7]) = 1.000000																																																					Challenge_Lifetime_Kill_Robots_SUB_Sentrybot.json
