QuestFormID	QuestEDID	QuestName	ObjectiveIndex	ObjectiveFlags	ObjectiveText	TargetIndex	TargetAliasID	TargetAliasName	TargetFlags	TargetConditions	TargetLinks
00645E00	XPD_Mission_ModuleTest	Expedition: Template	930		Go to Objective A 03 area	1	233 DungeonExit_01	DungeonExit_01		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|233 DungeonExit_01|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	930		Go to Objective A 03 area	2	234 DungeonExit_02	DungeonExit_02		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|234 DungeonExit_02|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1010		Track down and neutralize all signal targets (<Variable=SignalTargetsTrackedDown>/<Variable=SignalTargetsTotal>)	0	246 ObjMod_SignalTracker_Target00	ObjMod_SignalTracker_Target00		00100100|XPD_ObjMod_SignalTracker_QTdist [GLOB:00635E12]|GetDistance|00 00 00|00 00|TARGET - Target Reference [00000000]|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1010		Track down and neutralize all signal targets (<Variable=SignalTargetsTrackedDown>/<Variable=SignalTargetsTotal>)	1	244 ObjMod_SignalTracker_Target01	ObjMod_SignalTracker_Target01		00100100|XPD_ObjMod_SignalTracker_QTdist [GLOB:00635E12]|GetDistance|00 00 00|00 00|TARGET - Target Reference [00000000]|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1010		Track down and neutralize all signal targets (<Variable=SignalTargetsTrackedDown>/<Variable=SignalTargetsTotal>)	2	245 ObjMod_SignalTracker_Target02	ObjMod_SignalTracker_Target02		00100100|XPD_ObjMod_SignalTracker_QTdist [GLOB:00635E12]|GetDistance|00 00 00|00 00|TARGET - Target Reference [00000000]|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1210		Collect a CarryObject from the source	0	257	ObjMod_CarryAndThrow_ObjectSources			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1220		Throw CarryObjects into the left bin	0	261	ObjMod_CarryAndThrow_ObjectTargets00			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1221		Throw CarryObjects into the center bin	0	262	ObjMod_CarryAndThrow_ObjectTargets01			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1222		Throw CarryObjects into the right bin	0	263	ObjMod_CarryAndThrow_ObjectTargets02			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1410		Activate the Secure Beacon	0	158 ObjMod_RepelEnemies_SecureAreaAct	ObjMod_RepelEnemies_SecureAreaAct			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1420		Secure the Area	0	158 ObjMod_RepelEnemies_SecureAreaAct	ObjMod_RepelEnemies_SecureAreaAct			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1430		Repel Enemies: <Variable=EnemiesInSecureArea>	0	260	ObjMod_RepelEnemies_EnemiesInSecureArea			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1610		Report back to the NPC	0	114 ExteriorNPC_01	ExteriorNPC_01			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1910		Go to Objective B 01 area	0	215 Obj_B01_ProximityTrigger	Obj_B01_ProximityTrigger		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|215 Obj_B01_ProximityTrigger|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1910		Go to Objective B 01 area	1	223 DungeonEntrance_01	DungeonEntrance_01		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|223 DungeonEntrance_01|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1910		Go to Objective B 01 area	2	232 DungeonEntrance_02	DungeonEntrance_02		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|232 DungeonEntrance_02|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1920		Go to Objective B 02 area	0	216 Obj_B02_ProximityTrigger	Obj_B02_ProximityTrigger		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|216 Obj_B02_ProximityTrigger|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1920		Go to Objective B 02 area	1	223 DungeonEntrance_01	DungeonEntrance_01		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|223 DungeonEntrance_01|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1920		Go to Objective B 02 area	2	232 DungeonEntrance_02	DungeonEntrance_02		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|232 DungeonEntrance_02|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1930		Go to Objective B 03 area	0	217 Obj_B03_ProximityTrigger	Obj_B03_ProximityTrigger		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|217 Obj_B03_ProximityTrigger|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1930		Go to Objective B 03 area	1	223 DungeonEntrance_01	DungeonEntrance_01		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|223 DungeonEntrance_01|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	1930		Go to Objective B 03 area	2	232 DungeonEntrance_02	DungeonEntrance_02		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|232 DungeonEntrance_02|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2010		Press the button to begin work	0	271 ObjMod_DefendNPC_TestButton	ObjMod_DefendNPC_TestButton			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2020		Defend the NPC as they do their work	0	275 ObjMod_DefendNPC_NPC	ObjMod_DefendNPC_NPC			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2210		Craft boiled water (<Variable=ItemsCrafted>/<Variable=ItemsToCraftTotal>)						
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2220		Place crafted items (<Variable=CraftedItemsPlaced>/<Variable=CraftedItemsToPlaceTotal>)						
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2410		Assassinate the first target	0	214 ObjMod_Assassination_CurrentTerritory	ObjMod_Assassination_CurrentTerritory			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2420		Assassinate the second target	0	214 ObjMod_Assassination_CurrentTerritory	ObjMod_Assassination_CurrentTerritory			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2430		Assassinate the final target	0	214 ObjMod_Assassination_CurrentTerritory	ObjMod_Assassination_CurrentTerritory			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2910		Go to Objective C 01 area	0	218 Obj_C01_ProximityTrigger	Obj_C01_ProximityTrigger		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|218 Obj_C01_ProximityTrigger|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2910		Go to Objective C 01 area	1	223 DungeonEntrance_01	DungeonEntrance_01		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|223 DungeonEntrance_01|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2910		Go to Objective C 01 area	2	232 DungeonEntrance_02	DungeonEntrance_02		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|232 DungeonEntrance_02|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2920		Go to Objective C 02 area	0	219 Obj_C02_ProximityTrigger	Obj_C02_ProximityTrigger		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|219 Obj_C02_ProximityTrigger|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2920		Go to Objective C 02 area	1	223 DungeonEntrance_01	DungeonEntrance_01		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|223 DungeonEntrance_01|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2920		Go to Objective C 02 area	2	232 DungeonEntrance_02	DungeonEntrance_02		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|232 DungeonEntrance_02|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2930		Go to Objective C 03 area	0	220 Obj_C03_ProximityTrigger	Obj_C03_ProximityTrigger		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|220 Obj_C03_ProximityTrigger|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2930		Go to Objective C 03 area	1	223 DungeonEntrance_01	DungeonEntrance_01		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|223 DungeonEntrance_01|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	2930		Go to Objective C 03 area	2	232 DungeonEntrance_02	DungeonEntrance_02		10000000|1.000000|IsInSameCurrentLocationAsRefAlias|00 00 00|00 00|232 DungeonEntrance_02|NULL - Null Reference [00000000]|0|019 ExpeditionLeader|Quest Alias|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3010		Destroy the destructible objects in Room A (<Variable=DestObjs_Destroyed_Set00>/<Variable=DestObjs_Goal_Set00>)	0	266 ObjMod_ObjectDestruction_AreaCenter_Set00	ObjMod_ObjectDestruction_AreaCenter_Set00		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3020|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3010		Destroy the destructible objects in Room A (<Variable=DestObjs_Destroyed_Set00>/<Variable=DestObjs_Goal_Set00>)	1	151	ObjMod_ObjectDestruction_DestructibleObjects_Set00		10000000|1.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3020|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3011		Destroy the destructible objects in Room B (<Variable=DestObjs_Destroyed_Set01>/<Variable=DestObjs_Goal_Set01>)	0	267 ObjMod_ObjectDestruction_AreaCenter_Set01	ObjMod_ObjectDestruction_AreaCenter_Set01		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3021|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3011		Destroy the destructible objects in Room B (<Variable=DestObjs_Destroyed_Set01>/<Variable=DestObjs_Goal_Set01>)	1	264	ObjMod_ObjectDestruction_DestructibleObjects_Set01		10000000|1.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3021|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3012		Destroy the destructible objects in Room C (<Variable=DestObjs_Destroyed_Set02>/<Variable=DestObjs_Goal_Set02>)	0	265	ObjMod_ObjectDestruction_DestructibleObjects_Set02		10000000|1.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3022|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3012		Destroy the destructible objects in Room C (<Variable=DestObjs_Destroyed_Set02>/<Variable=DestObjs_Goal_Set02>)	1	268 ObjMod_ObjectDestruction_AreaCenter_Set02	ObjMod_ObjectDestruction_AreaCenter_Set02		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3022|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3210		Solve the locks (<Variable=LocksSolved>/<Variable=LocksToSolveTotal>)	0	282 ObjMod_SolveLocks_LockedObject00	ObjMod_SolveLocks_LockedObject00		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3280|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3210		Solve the locks (<Variable=LocksSolved>/<Variable=LocksToSolveTotal>)	1	283 ObjMod_SolveLocks_LockedObject01	ObjMod_SolveLocks_LockedObject01		10000000|1.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3280|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3281|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3210		Solve the locks (<Variable=LocksSolved>/<Variable=LocksToSolveTotal>)	2	284 ObjMod_SolveLocks_LockedObject02	ObjMod_SolveLocks_LockedObject02		10000000|1.000000|GetStageDoneCurrentInstance|00 00 00|00 00|3281|00 00 00 00|0|-1|Subject|	
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3410		Rescue prisoners (<Variable=DoorsUnlocked>/<Variable=DoorsToUnlockTotal>)	0	162	ObjMod_FreePrisoners_Doors			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	3420		Team's Keys: <Variable=TeamKeys>						
00645E00	XPD_Mission_ModuleTest	Expedition: Template	4510		Defeat the boss	0	115 Boss_01	Boss_01			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	4710		Give a final report to the NPC	0	114 ExteriorNPC_01	ExteriorNPC_01			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	5210		Board the Vertibird to depart	0	104 VertibirdPilot_01	VertibirdPilot_01			
00645E00	XPD_Mission_ModuleTest	Expedition: Template	5810		View the post-expedition report						
006431CE	E08B_EvictionNotice	Event: Eviction Notice	10	Uses Timer	Check on the Foundation Outpost	0	011 Settlertrigger	Settlertrigger			
006431CE	E08B_EvictionNotice	Event: Eviction Notice	20	Uses Timer	Prepare to search the crater						
006431CE	E08B_EvictionNotice	Event: Eviction Notice	25	Uses Timer	Find and repair the rad scrubber	0	014 RadScrubber	RadScrubber			
006431CE	E08B_EvictionNotice	Event: Eviction Notice	30		Destroy the meat bags (<Variable=MeatBagsDestroyed>/6)	0	016	Meatbags_Spawned		10000000|0.000000|GetDestroyed|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
006431CE	E08B_EvictionNotice	Event: Eviction Notice	40		Survive the Super Mutant onslaught						
006431CE	E08B_EvictionNotice	Event: Eviction Notice	50		Defend the rad scrubber	0	014 RadScrubber	RadScrubber		00100000|3.000000|GetDestructionStage|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
006431CE	E08B_EvictionNotice	Event: Eviction Notice	60	Uses Timer	Repair the rad scrubber generator	0	014 RadScrubber	RadScrubber			
006431CE	E08B_EvictionNotice	Event: Eviction Notice	70	Uses Timer							
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	10	Unknown 3 ; Uses Timer	Speak to Mr. Superintendent	0	004 LocRef_SuperBot	LocRef_SuperBot			
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	15		Robot Should Be On Fire						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	18	Uses Timer	Prepare for the first wave...						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	20	Uses Timer	Survive the party! (Wave 1)						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	28	Uses Timer	Prepare for the second wave...						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	30	Uses Timer	Survive the party! (Wave 2)						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	35	Uses Timer	Survive the party! (Wave 3)						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	38	Uses Timer	Prepare for the third wave...						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	0	027 Marker_PartyFavors01	Marker_PartyFavors01		11000000|22.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	1	028 Marker_PartyFavors02	Marker_PartyFavors02		11000000|22.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	2	029 Marker_PartyFavors03	Marker_PartyFavors03		11000000|22.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	3	030 Marker_PartyFavors04	Marker_PartyFavors04		11000000|22.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	4	031 Marker_PartyFavors05	Marker_PartyFavors05		11000000|22.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	5	032 Marker_PartyFavors06	Marker_PartyFavors06		11000000|22.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	6	033 Marker_PartyFavors07	Marker_PartyFavors07		11000000|22.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	40		Destroy Party Favors!	7	015	Objects_PlayerDestroy		10100000|21.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDestroyed|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	50		Protect the property!						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	98	Uses Timer	Get hyped for "DJ RoboBeat"!						
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	100	Uses Timer	Put an end to DJ RoboBeats reign of rhythm	0	036 Actor_DJRoboBeat	Actor_DJRoboBeat			
00634B0B	E09B_Wheel	Event: Spin The Wheel	0	Uses Timer	Stand on the Stage	0	045 StageTrigger	StageTrigger			
00634B0B	E09B_Wheel	Event: Spin The Wheel	5		Listen to the rules						
00634B0B	E09B_Wheel	Event: Spin The Wheel	10	Uses Timer	Push the button	0	004 Button	Button			
00634B0B	E09B_Wheel	Event: Spin The Wheel	15		Defend the Mascots						
00634B0B	E09B_Wheel	Event: Spin The Wheel	16	Uses Timer	Combat Wave:  <Alias=Mob_Name>						
00634B0B	E09B_Wheel	Event: Spin The Wheel	17	Uses Timer	Boss Wave: <Alias=Boss_Name>	0	005	Wheel_Mobs			
00634B0B	E09B_Wheel	Event: Spin The Wheel	18		Twist Wave						
00634B0B	E09B_Wheel	Event: Spin The Wheel	21	Uses Timer	Push the button	0	004 Button	Button			
00634B0B	E09B_Wheel	Event: Spin The Wheel	22	Uses Timer	Push the button	0	004 Button	Button			
00634B0B	E09B_Wheel	Event: Spin The Wheel	23	Uses Timer	Push the button	0	004 Button	Button			
00634B0B	E09B_Wheel	Event: Spin The Wheel	25	Uses Timer	Push the button	0	004 Button	Button			
00634B0B	E09B_Wheel	Event: Spin The Wheel	30		TEST Hunt and Destroy The Cappy Targets						
00634B0B	E09B_Wheel	Event: Spin The Wheel	40	Uses Timer	Defend the Mascot	0	008 Mascot	Mascot			
00634B0B	E09B_Wheel	Event: Spin The Wheel	50	Uses Timer	Find the Golden Cappys!  (<Variable=CappysFound>/<Variable=CappysToFind>)						
00634B0B	E09B_Wheel	Event: Spin The Wheel	60	Uses Timer	Destroy the Vim-nata!	0	023 CompetitorPinata	CompetitorPinata			
00634B0B	E09B_Wheel	Event: Spin The Wheel	100		Defend Red Mascot	0	058 Mascot_Red	Mascot_Red		10000000|0.000000|HasKeyword|00 00 00|00 00|E09B_Wheel_MascotNoTarget [KYWD:00682F89]|00 00 00 00|0|-1|Subject|	
00634B0B	E09B_Wheel	Event: Spin The Wheel	101		Defend Yellow Mascot	0	059 Mascot_Yellow	Mascot_Yellow		10000000|0.000000|HasKeyword|00 00 00|00 00|E09B_Wheel_MascotNoTarget [KYWD:00682F89]|00 00 00 00|0|-1|Subject|	
00634B0B	E09B_Wheel	Event: Spin The Wheel	102		Defend Blue Mascot	0	060 Mascot_Blue	Mascot_Blue		10000000|0.000000|HasKeyword|00 00 00|00 00|E09B_Wheel_MascotNoTarget [KYWD:00682F89]|00 00 00 00|0|-1|Subject|	
00634B0B	E09B_Wheel	Event: Spin The Wheel	200		Round (<Variable=wave>						
00634B0B	E09B_Wheel	Event: Spin The Wheel	300	Uses Timer	Find the Cappy Imposter!	0	035 ImposterHandler	ImposterHandler			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	0	042 ChaseChicken	ChaseChicken			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	1	048 ChaseChicken01	ChaseChicken01			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	2	049 ChaseChicken02	ChaseChicken02			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	3	050 ChaseChicken03	ChaseChicken03			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	4	051 ChaseChicken04	ChaseChicken04			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	5	061 ChaseChicken05	ChaseChicken05			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	6	062 ChaseChicken06	ChaseChicken06			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	7	063 ChaseChicken07	ChaseChicken07			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	8	064 ChaseChicken08	ChaseChicken08			
00634B0B	E09B_Wheel	Event: Spin The Wheel	305	Uses Timer	Catch the chickens!	9	065 ChaseChicken09	ChaseChicken09			
00634B0B	E09B_Wheel	Event: Spin The Wheel	310	Uses Timer	Move or explode!						
00634B0B	E09B_Wheel	Event: Spin The Wheel	320	Uses Timer	Push the Brahmin!	0	044	Mobs_cows			
00634B0B	E09B_Wheel	Event: Spin The Wheel	330	Uses Timer	Avoid the FragStags!						
0063461B	E09A_Launcher	Event: Seismic Activity	10	Uses Timer	Clear Crystals from the roller coaster using melee (<Variable=CrystalsDestroyed>/<Variable=Crystals>)	0	049	DestructibleCrystals		00100000|2.000000|GetDestructionStage|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
0063461B	E09A_Launcher	Event: Seismic Activity	20	Uses Timer	Kill the Ultracite Titan	0	023 Boss_UltraciteAbomination	Boss_UltraciteAbomination			
0063461B	E09A_Launcher	Event: Seismic Activity	30		Wait for the Ultracite Titan to Emerge						
0063461B	E09A_Launcher	Event: Seismic Activity	40	Uses Timer	Kill the Ultracite Titan	0	023 Boss_UltraciteAbomination	Boss_UltraciteAbomination			
0063461B	E09A_Launcher	Event: Seismic Activity	50	Uses Timer	Kill the Ultracite Titan	0	023 Boss_UltraciteAbomination	Boss_UltraciteAbomination			
0063461B	E09A_Launcher	Event: Seismic Activity	60	Uses Timer	Kill the Ultracite Titan	0	023 Boss_UltraciteAbomination	Boss_UltraciteAbomination			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	410		(Leader Only) Use the intercom to request landing	0	463 VertibirdInitiateLanding_Activator	VertibirdInitiateLanding_Activator			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	710		Make contact with Hex	0	396 Hex_Intro	Hex_Intro			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	720		Speak to Hex	0	396 Hex_Intro	Hex_Intro			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	1500		Get to safety	0	455 ObjMod_DefendNPC_EscapeMarker	ObjMod_DefendNPC_EscapeMarker			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	1610		Go to the Penn	0	380 ShantyTown_Gate01	ShantyTown_Gate01			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	1630		Speak to Hex	0	114 Hex	Hex			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4520		Go to the Penn	0	277 Finale_TrogBoss_SpawnCenter	Finale_TrogBoss_SpawnCenter			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4530		Defend the Penn	0	277 Finale_TrogBoss_SpawnCenter	Finale_TrogBoss_SpawnCenter			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4540		Defeat the Trog Devourer	0	273	Finale_TrogBoss			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4541		Defeat the Trog Striker	0	273	Finale_TrogBoss			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4545		(Optional) Protect all Union defenders	0	461	Finale_UnionFighters		10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4546		<Alias=Finale_UnionFighter01> Health						
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4547		Revive <Alias=Finale_UnionFighter01>						
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4548		<Alias=Finale_UnionFighter02> Health						
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4549		Revive <Alias=Finale_UnionFighter02>						
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4550		<Alias=Finale_UnionFighter03> Health						
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4551		Revive <Alias=Finale_UnionFighter03>						
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4710		Speak to Hex	0	114 Hex	Hex			
006274EC	XPD_Pitt01_Mission	The Pitt: Union Dues	4750		Speak to Lennox to depart when ready	0	104 Lennox	Lennox			
