FormID	EditorID	FULL	Keywords_Count	Keywords_Flat	Value	Weight	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132	Ref133	Ref134	Ref135	Ref136	Ref137	Ref138	Ref139	Ref140	Ref141	Ref142	Ref143	Ref144	Ref145	Ref146	Ref147	Ref148	Ref149	Ref150	Ref151	Ref152	Ref153	Ref154	Ref155	Ref156	Ref157	Ref158	Ref159	Ref160	Ref161	Ref162	Ref163	Ref164	Ref165	Ref166	Ref167	Ref168	Ref169	Ref170	Ref171	Ref172	Ref173	Ref174	Ref175	Ref176	Ref177	Ref178	Ref179	Ref180	Ref181	Ref182	Ref183	Ref184	Ref185	Ref186	Ref187	Ref188	Ref189	Ref190	Ref191	Ref192	Ref193	Ref194	Ref195	Ref196	Ref197	Ref198	Ref199	Ref200	Ref201	Ref202	Ref203	Ref204	Ref205	Ref206	Ref207	Ref208	Ref209	Ref210	Ref211	Ref212	Ref213	Ref214	Ref215	Ref216	Ref217	Ref218	Ref219	Ref220	Ref221	Ref222	Ref223	Ref224	Ref225	Ref226	Ref227	Ref228	Ref229	Ref230	Ref231	Ref232	Ref233	Ref234	Ref235	Ref236	Ref237	Ref238	Ref239	Ref240	Ref241	Ref242	Ref243	Ref244	Ref245	Ref246	Ref247	Ref248	Ref249	Ref250	Ref251	Ref252	Ref253	Ref254	Ref255	Ref256	Ref257	Ref258	Ref259	Ref260	Ref261	Ref262	Ref263	Ref264	Ref265	Ref266	Ref267	Ref268	Ref269	Ref270	Ref271	Ref272	Ref273	Ref274	Ref275	Ref276	Ref277	Ref278	Ref279	Ref280	Ref281	Ref282	Ref283	Ref284	Ref285	Ref286	Ref287	Ref288	Ref289	Ref290	Ref291	Ref292	Ref293	Ref294	Ref295	Ref296	Ref297	Ref298	Ref299	Ref300	Ref301	Ref302	Ref303	Ref304	Ref305	Ref306	Ref307	Ref308	Ref309	Ref310	Ref311	Ref312	Ref313	Ref314	Ref315	Ref316	Ref317	Ref318	Ref319	Ref320	Ref321	Ref322	Ref323	Ref324	Ref325	Ref326	Ref327	Ref328	Ref329	Ref330	Ref331	Ref332	Ref333	Ref334	Ref335	Ref336	Ref337	Ref338	Ref339	Ref340	Ref341	Ref342	Ref343	Ref344	Ref345	Ref346	Ref347	Ref348	Ref349	Ref350	Ref351	Ref352	Ref353	Ref354	Ref355	Ref356	Ref357	Ref358	Ref359	Ref360	Ref361	Ref362	Ref363	Ref364	Ref365	Ref366	Ref367	Ref368	Ref369	Ref370	Ref371	Ref372	Ref373	Ref374	Ref375	Ref376	Ref377	Ref378	Ref379	Ref380	Ref381	Ref382	Ref383	Ref384	Ref385	Ref386	Ref387	Ref388	Ref389	Ref390	Ref391	Ref392	Ref393	Ref394	Ref395	Ref396	Ref397	Ref398	Ref399	Ref400	Ref401	Ref402	Ref403	Ref404	Ref405	Ref406	Ref407	Ref408	Ref409	Ref410	Ref411	Ref412	Ref413	Ref414	Ref415	Ref416	Ref417	Ref418	Ref419	Ref420	Ref421	Ref422	Ref423	Ref424	Ref425	Ref426	Ref427	Ref428	Ref429	Ref430	Ref431	Ref432	Ref433	Ref434	Ref435	Ref436	Ref437	Ref438	Ref439	Ref440	Ref441	Ref442	Ref443	Ref444	Ref445	Ref446	Ref447	Ref448	Ref449	Ref450	Ref451	Ref452	Ref453	Ref454	Ref455	Ref456	Ref457	Ref458	Ref459	Ref460	Ref461	Ref462	Ref463	Ref464	Ref465	Ref466	Ref467	Ref468	Ref469	Ref470	Ref471	Ref472	Ref473	Ref474	Ref475	Ref476	Ref477	Ref478	Ref479	Ref480	Ref481	Ref482	Ref483	Ref484	Ref485	Ref486	Ref487	Ref488	Ref489	Ref490	Ref491	Ref492	Ref493	Ref494	Ref495	Ref496	Ref497	Ref498	Ref499	Ref500	Ref501	Ref502	Ref503	Ref504	Ref505	Ref506	Ref507	Ref508	Ref509	Ref510	Ref511	Ref512	Ref513	Ref514	Ref515	Ref516	Ref517	Ref518	Ref519	Ref520	Ref521	Ref522	Ref523	Ref524	Ref525	Ref526	Ref527	Ref528	Ref529	Ref530	Ref531	Ref532	Ref533	Ref534	Ref535	Ref536	Ref537	Ref538	Ref539	Ref540	Ref541	Ref542	Ref543	Ref544	Ref545	Ref546	Ref547	Ref548	Ref549	Ref550	Ref551
003B7D94	Clothes_BoS_Knight_Lancer_NotPlayable		0		0	99.900002	2	0012BC9B:LLS_Clothes_BoS_Knight_Lancer_NotPlayable:LVLI	0039CCA3:LLI_Loot_Corpse_Outfit_BoS_Pilot:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D92	Armor_EnclaveScoutUniform_LegRight_NotPlayable		0		0	99.900002	2	003B7DBA:LLS_Loot_Corpse_Outfit_Enclave_Scout_Set_NotPlayable:LVLI	003B7DBB:LLS_Loot_Corpse_Outfit_Enclave_Scout_Tan_Set_NotPlayable:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D90	Armor_EnclaveScoutUniform_ArmRight_NotPlayable		0		0	99.900002	2	003B7DBA:LLS_Loot_Corpse_Outfit_Enclave_Scout_Set_NotPlayable:LVLI	003B7DBB:LLS_Loot_Corpse_Outfit_Enclave_Scout_Tan_Set_NotPlayable:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D97	Headwear_BoS_Engineer_Scribe_Helmet_NotPlayable		0		0	99.900002	4	00076A1B:LLS_Clothes_BoSScribe_Engineer_Helmet50_NotPlayable:LVLI	0039B920:LLI_Loot_Corpse_Outfit_BoS_Scribe_Engineer:LVLI	0050FD16:TestQAArmorheadware:CONT	005C54CE:BS_RE_TravelDWD01_BanditOutfit01:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
003B7D8E	Armor_Enclave_Underarmor_Uniform_02_NotPlayable		0		0	99.900002	1	003ACD12:LLI_Loot_Corpse_Outfit_Enclave_Generic:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7D79	Clothes_Wastelander_Heavy_NONPLAYABLE		0		0	99.900002	6	0039EE58:LLS_Loot_Corpse_Outfit_Raider_Wastelander_Variants:LVLI	00572C28:LL_Clothes_Raider_NONPLAYABLE:LVLI	00595CFC:W05_Raider_KiyomiOutfit:OTFT	0059F232:LL_Armor_Wastelander_NONPLAYABLE:LVLI	005A2F76:LL_Clothes_RaiderCrater_NONPLAYABLE:LVLI	00832CDA:LL_BURN_RustGuardClothes_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
003B7D65	Headwear_Responders_CopHat_NotPlayable		0		0	99.900002	2	003ACCC6:LLI_Loot_Corpse_Outfit_Responder_Cop:LVLI	0064A14E:XPD_HubRE_SettleDispute_ResponderRecruitment:QUST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D6B	Headwear_PostmanHatPostwar_NotPlayable		0		0	99.900002	3	003ACCC7:LLI_Loot_Corpse_Outfit_Responder_Postman:LVLI	006A0A42:Storm_Brixton:OTFT	006CC08F:LL_Headwear_MunicipalWorker_Postman_XPD_AC_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
003B7DB5	Headwear_BandanaStripes_NotPlayable		0		0	99.900002	2	003B7DC3:LLS_Loot_Corpse_Outfit_Raider_Headpart_Mouthwear:LVLI	00565BCA:LL_Headwear_BloodEagle_Face_Bandanas_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7DA3	Clothes_Jumpsuit_ForestCamo_NotPlayable		0		0	99.900002	1	003ACCE4:LLI_Loot_Corpse_Outfit_FreeState_Outfit:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7DA4	Clothes_MinerUniform_NotPlayable		0		0	99.900002	12	003ACCE4:LLI_Loot_Corpse_Outfit_FreeState_Outfit:LVLI	00572C2C:LL_Clothes_Settler_NONPLAYABLE:LVLI	0058BD2C:LLI_Outfit_Denizen_SettlerBuilder_NONPLAYABLE:LVLI	0058F1C7:LLI_Outfit_Denizen_SettlerFarmerClothes_NONPLAYABLE:LVLI	0059CB00:W05_Outfit_DylanRhodes:OTFT	0059F1BC:LL_Outfit_Denizen_ScavengerTreasure_Clothes:LVLI	005A1FDD:COMP_Outfit_Frankie_Visitor:OTFT	005C4B58:LLI_Outfit_Retreat_Villager_Clothes_NONPLAYABLE:LVLI	0073BB1D:AC_SQ01_HellsEagles_Surly_Outfit:OTFT	0078DB30:GHL00_Quest_LeamonPrice_Outfit:OTFT	007A1992:GHL00_LL_Clothes_GenericGhoul_NONPLAYABLE:LVLI	0084F1A2:LLI_Burn_Outfit_HwtSettler_Casual_Clothes:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
003B7D7E	Clothes_Raider_Suit_01_GlovesB_NotPlayable		0		0	99.900002	11	0039EE6F:LLS_Loot_Corpse_Outfit_Raider_Suits_NoHeadgear:LVLI	00572C28:LL_Clothes_Raider_NONPLAYABLE:LVLI	0058BD2E:LLI_Outfit_Denizen_ScavengerDrunk_NONPLAYABLE:LVLI	0058BD2F:LLI_Outfit_Denizen_RaiderLooter:LVLI	0059CA4A:W05_Outfit_Raider_Hijack:OTFT	005A2F76:LL_Clothes_RaiderCrater_NONPLAYABLE:LVLI	005C2886:BS01_TallyLang_Outfit:OTFT	0063D641:BS02_E01_Buzzsaw_Outfit:OTFT	007A1992:GHL00_LL_Clothes_GenericGhoul_NONPLAYABLE:LVLI	00832CDA:LL_BURN_RustGuardClothes_NONPLAYABLE:LVLI	00845460:Burn_RE_TravellingDr:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
003B7D88	Headwear_Resident4Hat_NONPLAYABLE		0		0	99.900002	8	003B7DB8:LLS_Clothes_Headwear_Wastelandert_NotPlayable:LVLI	00583929:LL_Clothes_Headwear_Scavenger_Any_Hats_NONPLAYABLE:LVLI	00596E5A:W05_Outfit_GilbertHopson:OTFT	0059F1BD:LL_Outfit_Denizen_ScavengerTreasure_Headwear:LVLI	006B1BEC:LL_Headwear_CivilianGeneric_XPD_AC_NONPLAYABLE:LVLI	006BAB08:LL_Headwear_Mobster_Suited_XPD_AC_NONPLAYABLE:LVLI	006FB8B7:LL_Storm_Clothes_Headwear_Hats:LVLI	0079B4F7:E01B_Herd_LL_Outfit_CattleRustler_Headwear_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
003B7D7A	Clothes_Wastelander_Heavy_With_Helmet_NONPLAYABLE		0		0	99.900002	3	0039EE58:LLS_Loot_Corpse_Outfit_Raider_Wastelander_Variants:LVLI	00572C28:LL_Clothes_Raider_NONPLAYABLE:LVLI	00832CDA:LL_BURN_RustGuardClothes_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
003B7D77	Armor_RaiderMod_Underarmor_RaiderLeathers_NotPlayable		0		0	99.900002	15	0039EE57:LLS_Loot_Corpse_Outfit_Raider_UnderwearOnly:LVLI	003B7DBC:LL_Armor_Raider_Underwear_NotPlayable:LVLI	0056862B:LL_Armor_Cultist_Underarmor_NONPLAYABLE:LVLI	00572C02:LL_Armor_Raider_Underarmor_NONPLAYABLE:LVLI	0058BD2E:LLI_Outfit_Denizen_ScavengerDrunk_NONPLAYABLE:LVLI	0059D83D:W05_Raider_Lev_Outfit:OTFT	0059EB05:W05_Raider_GuardArena_Outfit:OTFT	005A2AD3:W05_Raider_PatrolPathEntranceF03_Outfit:OTFT	005A2AD5:W05_Raider_AldridgeOutfit:OTFT	00609C30:BS02_TallyBloodEagleM_01_Outfit:OTFT	00609C5D:BS02_TallyBloodEagleM_02_Outfit:OTFT	0062AF99:E07A_Mothman_Outfit_Cultist01:OTFT	00739897:Outfit_Dicer:OTFT	00832CD7:LL_BURN_RustRaiderArmor_Underarmor_NONPLAYABLE:LVLI	00832CD9:LL_BURN_RustGuardArmor_Underarmor_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
003B7DAB	Headwear_Raider_Goggles_NotPlayable		0		0	99.900002	15	00148A1E:LL_Clothes_Headwear_Raider_Goggles_NONPLAYABLE:LVLI	001CF28F:LL_RaiderDogGear_Heavy:LVLI	003B7DC2:LLS_Loot_Corpse_Outfit_Raider_Headpart_Eyewear:LVLI	004E35E8:Outfit_Loot_Corpse_MTNL01_Trapper:OTFT	00565BCE:LL_Headwear_BloodEagle_Face_Eyewear_NONPLAYABLE:LVLI	005737F7:E05_Caravan_GuardOutfit:OTFT	0058C797:LL_Headwear_Settler_Face_Eyewear_NONPLAYABLE:LVLI	0059F233:LL_Clothes_Headwear_Any_Eyewear_NONPLAYABLE:LVLI	005A2F71:LL_Headwear_RaiderCrater_NONPLAYABLE:LVLI	005A4E2D:LL_Headwear_BloodEagle_Face_Open_NONPLAYABLE:LVLI	005A4E32:LL_Headwear_Raider_Face_Open_NONPLAYABLE:LVLI	0063D63C:BS02_E01_BoSRifleman_Outfit:OTFT	006CC086:LL_Headwear_MunicipalWorker_Caravaneer_XPD_AC_NONPLAYABLE:LVLI	006CC089:LL_Headwear_MunicipalWorker_Engineer_XPD_AC_NONPLAYABLE:LVLI	006CC092:LL_Headwear_MunicipalWorker_Trader_XPD_AC_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
003B7D61	Clothes_FatiguesPostWar_NotPlayable		0		0	99.900002	1	00347395:LLI_Loot_Corpse_Outfit_Military_Outfit:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7DB1	Headwear_BandanaMonkey_NotPlayable		0		0	99.900002	1	003B7DC3:LLS_Loot_Corpse_Outfit_Raider_Headpart_Mouthwear:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7D74	Headwear_HalloweenCostume02Hat_Skull_NotPlayable		0		0	99.900002	1	003E18A1:LLI_Loot_Corpse_Outfit_Halloween_02:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7D76	Armor_RaiderMod_Underarmor_LongJohns_NotPlayable		0		0	99.900002	10	0039EE57:LLS_Loot_Corpse_Outfit_Raider_UnderwearOnly:LVLI	003B7DBC:LL_Armor_Raider_Underwear_NotPlayable:LVLI	0056862B:LL_Armor_Cultist_Underarmor_NONPLAYABLE:LVLI	00572C02:LL_Armor_Raider_Underarmor_NONPLAYABLE:LVLI	0058BD2E:LLI_Outfit_Denizen_ScavengerDrunk_NONPLAYABLE:LVLI	0058CE97:W05_Wayward_BatterOutfit:OTFT	0059F235:LL_Armor_Underarmor_Generic_NONPLAYABLE:LVLI	00832CD7:LL_BURN_RustRaiderArmor_Underarmor_NONPLAYABLE:LVLI	00832CD9:LL_BURN_RustGuardArmor_Underarmor_NONPLAYABLE:LVLI	0084F19D:LLI_Burn_Outfit_HwtSettler_Begger_Clothes:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
003B7D66	Headwear_Responders_FiremanHat_NotPlayable		0		0	99.900002	1	003ACCC4:LLI_Loot_Corpse_Outfit_Responder_Fireman:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7D73	Headwear_HalloweenCostume01Hat_Witch_NotPlayable		0		0	99.900002	2	003E18A0:LLI_Loot_Corpse_Outfit_Halloween_01:LVLI	004F582D:BabylonBlockActivationList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D8A	Headwear_Resident7Hat_NONPLAYABLE		0		0	99.900002	10	003B7DB8:LLS_Clothes_Headwear_Wastelandert_NotPlayable:LVLI	00583929:LL_Clothes_Headwear_Scavenger_Any_Hats_NONPLAYABLE:LVLI	0059780D:E05_Caravan_RudyOutfit:OTFT	0067DF01:NWOT_OutfitPat:OTFT	006B1BEC:LL_Headwear_CivilianGeneric_XPD_AC_NONPLAYABLE:LVLI	006BAB08:LL_Headwear_Mobster_Suited_XPD_AC_NONPLAYABLE:LVLI	006CC084:LL_Headwear_CivilianCompetitor_XPD_AC_NONPLAYABLE:LVLI	006CC09B:LL_Headwear_Mobster_Thug_XPD_AC_NONPLAYABLE:LVLI	00739899:Outfit_AshleyOrtega:OTFT	0084F1A3:LLI_Burn_Outfit_HwtSettler_Casual_Clothes_Hats:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
003B7D60	Headwear_CivilWarEraHat_NONPLAYABLE		0		0	99.900002	2	004E1031:LLI_Loot_Corpse_Outfit_CivilWar:LVLI	0050FD16:TestQAArmorheadware:CONT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D91	Armor_EnclaveScoutUniform_LegLeft_NotPlayable		0		0	99.900002	2	003B7DBA:LLS_Loot_Corpse_Outfit_Enclave_Scout_Set_NotPlayable:LVLI	003B7DBB:LLS_Loot_Corpse_Outfit_Enclave_Scout_Tan_Set_NotPlayable:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7DB3	Headwear_BandanaSkull_NotPlayable		0		0	99.900002	3	003B7DC3:LLS_Loot_Corpse_Outfit_Raider_Headpart_Mouthwear:LVLI	00565BCA:LL_Headwear_BloodEagle_Face_Bandanas_NONPLAYABLE:LVLI	007A9629:GHL00_LL_Headwear_GenericGhoul_Face_Bandanas_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
003B7DA2	Clothes_GreaserJacket_NotPlayable		0		0	99.900002	6	003ACCE4:LLI_Loot_Corpse_Outfit_FreeState_Outfit:LVLI	00565BD6:LL_Clothes_BloodEagle_NONPLAYABLE:LVLI	0063BF25:XPD_Pitt01_Strayhorn_Outfit:OTFT	006CC083:LL_Clothes_Mobster_Thug_XPD_AC_NONPLAYABLE:LVLI	0073CB5D:AC_SQ01_HellsEagles_LittleRob_Outfit:OTFT	007A1992:GHL00_LL_Clothes_GenericGhoul_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
003B7D9B	Headwear_BoS_Science_Scribe_Helmet_NotPlayable		0		0	99.900002	3	0039B922:LLI_Loot_Corpse_Outfit_BoS_Scribe_Science:LVLI	0050FD16:TestQAArmorheadware:CONT	0051EC71:LLS_Armor_BoSScribe_Science_Helmet50_NotPlayable:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
003B7DA1	Clothes_DLC04_Western_03_NotPlayable		0		0	99.900002	2	003ACCE4:LLI_Loot_Corpse_Outfit_FreeState_Outfit:LVLI	0079B4F6:E01B_Herd_LL_Clothes_CattleRustler_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D89	Headwear_Resident5Hat_NONPLAYABLE		0		0	99.900002	3	003B7DB8:LLS_Clothes_Headwear_Wastelandert_NotPlayable:LVLI	00583929:LL_Clothes_Headwear_Scavenger_Any_Hats_NONPLAYABLE:LVLI	006CC084:LL_Headwear_CivilianCompetitor_XPD_AC_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
003B7D7C	Clothes_Wastelander_Medium_With_Helmet_NONPLAYABLE		0		0	99.900002	3	0039EE58:LLS_Loot_Corpse_Outfit_Raider_Wastelander_Variants:LVLI	00572C28:LL_Clothes_Raider_NONPLAYABLE:LVLI	00832CDA:LL_BURN_RustGuardClothes_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
003B7D7F	Clothes_Raider_Suit_02A_GlovesC_NotPlayable		0		0	99.900002	10	0039EE6F:LLS_Loot_Corpse_Outfit_Raider_Suits_NoHeadgear:LVLI	003B7DB6:LLS_Clothes_Wastelander_NotPlayable:LVLI	00568E50:COMP_Outfit_RaiderPunk:OTFT	00572C28:LL_Clothes_Raider_NONPLAYABLE:LVLI	005737F5:E05_Caravan_GuardOutfitLLI:LVLI	005A2F76:LL_Clothes_RaiderCrater_NONPLAYABLE:LVLI	0069FC05:XPD_RTTP01_UnionScout_Outfit:OTFT	007A1992:GHL00_LL_Clothes_GenericGhoul_NONPLAYABLE:LVLI	00832CDA:LL_BURN_RustGuardClothes_NONPLAYABLE:LVLI	0084F1A2:LLI_Burn_Outfit_HwtSettler_Casual_Clothes:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
003B7D78	Armor_RaiderMod_Underarmor_RoadLeathers_NotPlayable		0		0	99.900002	11	0039EE57:LLS_Loot_Corpse_Outfit_Raider_UnderwearOnly:LVLI	003B7DBC:LL_Armor_Raider_Underwear_NotPlayable:LVLI	00565BC9:LL_Armor_BloodEagle_Underarmor_NONPLAYABLE:LVLI	00598BB2:W05_Outfit_Gnash:OTFT	0059EB04:W05_Raider_GuardProcessing_Outfit:OTFT	0059F235:LL_Armor_Underarmor_Generic_NONPLAYABLE:LVLI	005EAE3F:BS01_Burke_Outfit:OTFT	00638FD2:XPD_Pitt01_Persephone_Outfit:OTFT	0063D640:BS02_E01_Amp_Outfit:OTFT	007A198F:GHL00_LL_Armor_GenericGhoul_Underarmor_NONPLAYABLE:LVLI	0084F1A2:LLI_Burn_Outfit_HwtSettler_Casual_Clothes:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
003B7DA6	Headwear_Raider_GreenHoodGasmask_NotPlayable		0		0	99.900002	4	003B7DBD:LLS_Loot_Corpse_Outfit_Raider_Headgear:LVLI	005A4E31:LL_Headwear_Raider_Face_Covered_NONPLAYABLE:LVLI	0069FC05:XPD_RTTP01_UnionScout_Outfit:OTFT	0086C9E0:BURN_RE_Travel_KK01_HunterOutfit:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
003B7D81	Clothes_Resident3_NONPLAYABLE		0		0	99.900002	12	003B7DB6:LLS_Clothes_Wastelander_NotPlayable:LVLI	003B7DB7:LLS_Clothes_Wastelander_No_Headwear_NotPlayable:LVLI	004F7CDE:Outfit_Loot_Corpse_Responder_KeshaMcDermott:OTFT	005737F6:E05_Caravan_RanchHandOutfitLLI:LVLI	0058F1C6:LLI_Outfit_Denizen_SettlerButcherClothes_NONPLAYABLE:LVLI	0058F1C7:LLI_Outfit_Denizen_SettlerFarmerClothes_NONPLAYABLE:LVLI	0059D120:W05_Outfit_DontrelleHaines:OTFT	0059F1BC:LL_Outfit_Denizen_ScavengerTreasure_Clothes:LVLI	005C4B58:LLI_Outfit_Retreat_Villager_Clothes_NONPLAYABLE:LVLI	006478A4:XPD_HubRE_SettleDispute_UltimateShowdown:QUST	006CC072:LL_Clothes_CivilianCompetitor_XPD_AC_NONPLAYABLE:LVLI	0079B4F6:E01B_Herd_LL_Clothes_CattleRustler_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
003B7D62	Clothes_Responders_CopUniform_NotPlayable		0		0	99.900002	1	003ACCC6:LLI_Loot_Corpse_Outfit_Responder_Cop:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7DB4	Headwear_BandanaStarsNStripes_NotPlayable		0		0	99.900002	1	003B7DC3:LLS_Loot_Corpse_Outfit_Raider_Headpart_Mouthwear:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7D9D	Armor_BoS_Soldier_Underarmor_NotPlayable		0		0	99.900002	5	0039B91D:LLI_Loot_Corpse_Outfit_BoS_Soldier:LVLI	005DBD8C:BS01_MQ05_Raiders_ShinPowerArmor_Outfit:OTFT	0063D63C:BS02_E01_BoSRifleman_Outfit:OTFT	0063D63D:BS02_E01_BoSScout_Outfit:OTFT	0063D63E:BS02_E01_BoSTechnician_Outfit:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
003B7D68	Clothes_RangerOutfit_NotPlayable		0		0	99.900002	2	003ACCC3:LLI_Loot_Corpse_Outfit_Responder_Ranger:LVLI	006CC07E:LL_Clothes_MunicipalWorker_Ranger_XPD_AC_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
003B7D6C	Clothes_CultOutfit_NotPlayable		0		0	99.900002	5	0052E468:LLI_Loot_Corpse_Outfit_Cultist03:LVLI	0052E469:LLI_Loot_Corpse_Outfit_Cultist01:LVLI	0052E46A:LLI_Loot_Corpse_Outfit_Cultist02:LVLI	0056862E:LL_Clothes_Cultist_NONPLAYABLE:LVLI	0062AF9A:E07A_Mothman_Outfit_Cultist02:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
003B7D99	Headwear_BoS_Field_Scribe_Helmet_NotPlayable		0		0	99.900002	3	0039B921:LLI_Loot_Corpse_Outfit_BoS_Scribe_Field:LVLI	0050FD16:TestQAArmorheadware:CONT	0051EC72:LLS_Armor_BoSScribe_Field_Helmet50_NotPlayable:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
003B7D9C	Clothes_BoS_Soldier_NotPlayable		0		0	99.900002	1	0039B91D:LLI_Loot_Corpse_Outfit_BoS_Soldier:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
003B7D8F	Armor_EnclaveScoutUniform_ArmLeft_NotPlayable		0		0	99.900002	2	003B7DBA:LLS_Loot_Corpse_Outfit_Enclave_Scout_Set_NotPlayable:LVLI	003B7DBB:LLS_Loot_Corpse_Outfit_Enclave_Scout_Tan_Set_NotPlayable:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
004F613D	SkinMutatedWolfPackLeader		0		0	0.000000	2	0050ACFF:FFZ11_LvlWolfPackLeader:NPC_	008AA91E:FFZ11_LvlAlphaWolf:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
0037E115	ATX_Headwear_BlackRimSunGlasses	Black-Rim Sun Glasses	0		0	0.100000	4	003C3E3E:QP_Babylon_Master:QUST	0044D4F1:ATX_modScrapRecipe_Null_Cromponent_PlasticMinor:FLST	004FA10F:ATX_co_Clothes_Headwear_BlackRimSunGlasses:COBJ	006A9F0C:MOON_Herd_Clyde_Outfit:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
002B71D5	SkinSuperMutantGlowing		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
