LVLI_FormID	LVLI_EDID	LVLF_Flags	EntryCount	EntryIndex	LVLO_Reference	RefSig	SubLVLI_FormID	ListChanceNoneValue	ListChanceNoneGlobal	ListChanceNoneCurve	ListChanceNoneResolved	EntryChanceNoneValue	EntryChanceNoneGlobal	EntryChanceNoneCurve	EntryChanceNoneResolved	EntryCondChance_RandomPercent	EntryPresenceChance	EntryAprioriChance_NoSublist
0033862B	LL_Armor_PowerArmor_T51_Abraxo_Set	001	6	0	00140C4C:Armor_PowerArmor_T51_ArmLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0033862B	LL_Armor_PowerArmor_T51_Abraxo_Set	001	6	1	00140C4D:Armor_PowerArmor_T51_ArmRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0033862B	LL_Armor_PowerArmor_T51_Abraxo_Set	001	6	2	00140C4E:Armor_PowerArmor_T51_Helmet:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0033862B	LL_Armor_PowerArmor_T51_Abraxo_Set	001	6	3	00140C4F:Armor_PowerArmor_T51_LegLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0033862B	LL_Armor_PowerArmor_T51_Abraxo_Set	001	6	4	00140C50:Armor_PowerArmor_T51_LegRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0033862B	LL_Armor_PowerArmor_T51_Abraxo_Set	001	6	5	00140C51:Armor_PowerArmor_T51_Torso:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338631	LL_Armor_PowerArmor_T51_NukaCola_Partial	001	5	0	005301EB:LL_Armor_PowerArmor_T51_Helmet_NukaCola:LVLI	LVLI	005301EB	0.000000			0.000000	0.000000			0.000000	1	1	1
00338631	LL_Armor_PowerArmor_T51_NukaCola_Partial	001	5	1	005301EE:LL_Armor_PowerArmor_T51_Torso_NukaCola:LVLI	LVLI	005301EE	0.000000			0.000000	0.000000			0.000000	1	1	1
00338631	LL_Armor_PowerArmor_T51_NukaCola_Partial	001	5	2	005301EA:LL_Armor_PowerArmor_T51_ArmRight_NukaCola:LVLI	LVLI	005301EA	0.000000			0.000000	0.000000			0.000000	1	1	1
00338631	LL_Armor_PowerArmor_T51_NukaCola_Partial	001	5	3	005301EC:LL_Armor_PowerArmor_T51_LegLeft_NukaCola:LVLI	LVLI	005301EC	0.000000			0.000000	0.000000			0.000000	1	1	1
00338631	LL_Armor_PowerArmor_T51_NukaCola_Partial	001	5	4	002F976B:LL_Armor_PowerArmor_T51_NukaCola_OneRandomPiece:LVLI	LVLI	002F976B	0.000000			0.000000	0.000000			0.000000	1	1	1
00338632	zzz_LL_Armor_PowerArmor_T51_VimGreen_Set	001	6	0	00140C4C:Armor_PowerArmor_T51_ArmLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338632	zzz_LL_Armor_PowerArmor_T51_VimGreen_Set	001	6	1	00140C4D:Armor_PowerArmor_T51_ArmRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338632	zzz_LL_Armor_PowerArmor_T51_VimGreen_Set	001	6	2	00140C4E:Armor_PowerArmor_T51_Helmet:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338632	zzz_LL_Armor_PowerArmor_T51_VimGreen_Set	001	6	3	00140C4F:Armor_PowerArmor_T51_LegLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338632	zzz_LL_Armor_PowerArmor_T51_VimGreen_Set	001	6	4	00140C50:Armor_PowerArmor_T51_LegRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338632	zzz_LL_Armor_PowerArmor_T51_VimGreen_Set	001	6	5	00140C51:Armor_PowerArmor_T51_Torso:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338633	LL_Armor_PowerArmor_T51_VimRed_Set	001	6	0	00140C4C:Armor_PowerArmor_T51_ArmLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338633	LL_Armor_PowerArmor_T51_VimRed_Set	001	6	1	00140C4D:Armor_PowerArmor_T51_ArmRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338633	LL_Armor_PowerArmor_T51_VimRed_Set	001	6	2	00140C4E:Armor_PowerArmor_T51_Helmet:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338633	LL_Armor_PowerArmor_T51_VimRed_Set	001	6	3	00140C4F:Armor_PowerArmor_T51_LegLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338633	LL_Armor_PowerArmor_T51_VimRed_Set	001	6	4	00140C50:Armor_PowerArmor_T51_LegRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338633	LL_Armor_PowerArmor_T51_VimRed_Set	001	6	5	00140C51:Armor_PowerArmor_T51_Torso:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338634	LL_Armor_PowerArmor_T51_SugarBombs_Set	001	6	0	00140C4C:Armor_PowerArmor_T51_ArmLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338634	LL_Armor_PowerArmor_T51_SugarBombs_Set	001	6	1	00140C4D:Armor_PowerArmor_T51_ArmRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338634	LL_Armor_PowerArmor_T51_SugarBombs_Set	001	6	2	00140C4E:Armor_PowerArmor_T51_Helmet:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338634	LL_Armor_PowerArmor_T51_SugarBombs_Set	001	6	3	00140C4F:Armor_PowerArmor_T51_LegLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338634	LL_Armor_PowerArmor_T51_SugarBombs_Set	001	6	4	00140C50:Armor_PowerArmor_T51_LegRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338634	LL_Armor_PowerArmor_T51_SugarBombs_Set	001	6	5	00140C51:Armor_PowerArmor_T51_Torso:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338637	LC003_LPI_PowerArmorFurniture_T51_NukaCola	0000000000000000000000000000000000000000000000000000000000000000	1	0	00338638:PowerArmorFurniture_T51_NukaCola_Partial:FURN	FURN		0.000000			0.000000	0.000000			0.000000	1	1	1
00338643	LL_Armor_PowerArmor_X01_Quantum_Set	001	6	0	00154AC3:Armor_PowerArmor_X01_ArmLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338643	LL_Armor_PowerArmor_X01_Quantum_Set	001	6	1	00154AC4:Armor_PowerArmor_X01_ArmRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338643	LL_Armor_PowerArmor_X01_Quantum_Set	001	6	2	00154AC5:Armor_PowerArmor_X01_Helmet:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338643	LL_Armor_PowerArmor_X01_Quantum_Set	001	6	3	00154AC6:Armor_PowerArmor_X01_LegLeft:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338643	LL_Armor_PowerArmor_X01_Quantum_Set	001	6	4	00154AC7:Armor_PowerArmor_X01_LegRight:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338643	LL_Armor_PowerArmor_X01_Quantum_Set	001	6	5	00154AC8:Armor_PowerArmor_X01_Torso:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00338644	DONOTUSELPI_PowerArmorFurniture_X01_Quantum	0000000000000000000000000000000000000000000000000000000000000000	1	0	00338642:PowerArmorFurniture_X01_Quantum:FURN	FURN		0.000000			0.000000	0.000000			0.000000	1	1	1
00338705	DONOTUSELPI_PowerArmorFurniture_X01_Full	0000000000000000000000000000000000000000000000000000000000000000	1	0	00338706:PowerArmorFurniture_X01_Full:FURN	FURN		0.000000			0.000000	0.000000			0.000000	1	1	1
00338708	DONOTUSELPI_PowerArmorFurniture_X01_Enclave_Full	0000000000000000000000000000000000000000000000000000000000000000	1	0	0033870A:PowerArmorFurniture_X01_Enclave_Full:FURN	FURN		0.000000			0.000000	0.000000			0.000000	1	1	1
00338709	LL_Armor_PowerArmor_X01_Set_Enclave	001	6	0	0018AE25:LL_Armor_PowerArmor_X01_ArmLeft:LVLI	LVLI	0018AE25									1	1	1
00338709	LL_Armor_PowerArmor_X01_Set_Enclave	001	6	1	0018AE26:LL_Armor_PowerArmor_X01_ArmRight:LVLI	LVLI	0018AE26									1	1	1
00338709	LL_Armor_PowerArmor_X01_Set_Enclave	001	6	2	0018AE27:LL_Armor_PowerArmor_X01_Helmet:LVLI	LVLI	0018AE27									1	1	1
00338709	LL_Armor_PowerArmor_X01_Set_Enclave	001	6	3	0018AE28:LL_Armor_PowerArmor_X01_LegLeft:LVLI	LVLI	0018AE28									1	1	1
00338709	LL_Armor_PowerArmor_X01_Set_Enclave	001	6	4	0018AE29:LL_Armor_PowerArmor_X01_LegRight:LVLI	LVLI	0018AE29									1	1	1
00338709	LL_Armor_PowerArmor_X01_Set_Enclave	001	6	5	0018AE2A:LL_Armor_PowerArmor_X01_Torso:LVLI	LVLI	0018AE2A									1	1	1
0033AA05	LL_Caps_LowChanceNone	0000000000000000000000000000000000000000000000000000000000000000	1	0	0033AA08:LL_Caps:LVLI	LVLI	0033AA08	0.000000	00361354:LL_Caps_Medium_ChanceNone_ECON:GLOB		50.000000	0.000000			0.000000	1	0.5	0.5
0033AA06	LL_Caps_MediumChanceNone	0000000000000000000000000000000000000000000000000000000000000000	1	0	0033AA08:LL_Caps:LVLI	LVLI	0033AA08		00361354:LL_Caps_Medium_ChanceNone_ECON:GLOB		50.000000					1	0.5	0.5
0033AA07	LL_Caps_HighChanceNone	0000000000000000000000000000000000000000000000000000000000000000	1	0	0033AA08:LL_Caps:LVLI	LVLI	0033AA08	0.000000	00361359:LL_Caps_VeryHigh_ChanceNone_ECON:GLOB		90.000000	0.000000			0.000000	1	0.1	0.1
0033AA08	LL_Caps	01	11	0	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	1	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	2	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	3	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	4	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	5	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	6	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	7	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	8	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	9	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AA08	LL_Caps	01	11	10	0000000F:Caps001:CNCY	CNCY		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB36	LL_Weapon_Melee_BaseballBat	11	1	0	0008E736:BaseballBat:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB37	LL_Weapon_Melee_Baton	11	1	0	0008C14D:Baton:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB38	LL_Weapon_Simple_Melee_BowieKnife	11	1	0	000311DE:BowieKnife:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB39	LL_Weapon_Melee_CultistBlade	0000000000000000000000000000000000000000000000000000000000000000	1	0	0005A937:CultistBlade:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB3A	LL_Weapon_Simple_Melee_CultistBlade	11	1	0	0005A937:CultistBlade:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB3B	LL_Weapon_Melee_CultistDagger	0000000000000000000000000000000000000000000000000000000000000000	1	0	0008E015:CultistDagger:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB3C	LL_Weapon_Simple_Melee_CultistDagger	11	1	0	0008E015:CultistDagger:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB3D	LL_Weapon_Simple_Melee_DeathTambo	11	1	0	0000DC55:DeathTambo:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB3E	LL_Weapon_Melee_AssaultronBlade	11	1	0	0010F3F2:DLC01_AssaultronBlade:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB3F	LL_Weapon_Simple_Melee_AssaultronBlade	11	1	0	0010F3F2:DLC01_AssaultronBlade:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB40	LL_Weapon_Simple_Melee_MrHandyBuzzBlade	11	1	0	0010EC97:DLC01MrHandyBuzzBlade:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB41	LL_Weapon_Simple_Melee_MeatHook	11	1	0	00111562:DLC03_MeatHook:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB42	LL_Weapon_Simple_Melee_PoleHook	11	1	0	00110771:DLC03_PoleHook:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB43	LL_Weapon_Melee_CommieWhacker	11	1	0	0011475B:DLC04_CommieWhacker:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB44	LL_Weapon_Simple_Melee_CommieWhacker	11	1	0	0011475B:DLC04_CommieWhacker:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB45	LL_Weapon_Simple_Melee_Drill	11	1	0	00081DD5:Drill:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB46	LL_Weapon_Simple_Melee_Fire_Axe	11	1	0	0012B793:FireAxe:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB47	LL_Weapon_Simple_Melee_GolfClub	11	1	0	00073677:GolfClub:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB48	LL_Weapon_Melee_GrognaksAxe	11	1	0	00183FCD:DN160_GrognakAxe:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB49	LL_Weapon_Simple_Melee_GrognaksAxe	11	1	0	00183FCD:DN160_GrognakAxe:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB4A	LL_Weapon_Simple_Melee_GuitarSword	11	1	0	0000DC56:GuitarSword:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB4B	LL_Weapon_Simple_Melee_Hatchet	11	1	0	0010D808:Hatchet:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB4C	LL_Weapon_Melee_Knife	11	1	0	000913CA:Knife:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB4D	LL_Weapon_Melee_LeadPipe	11	1	0	000FC9C3:LeadPipe:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB4E	LL_Weapon_Melee_Machete	11	1	0	00033FE0:Machete:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB50	LL_Weapon_Simple_Melee_MoleMinerGauntlet	11	1	0	00012E73:MoleMinerGauntlet:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB51	LL_Weapon_Simple_Melee_PickAxe	11	1	0	00002840:Pickaxe:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB52	LL_Weapon_Simple_Melee_Pitchfork	11	1	0	0003A1D1:Pitchfork:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB53	LL_Weapon_Simple_Melee_Sickle	11	1	0	000B3293:Sickle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB54	LL_Weapon_Simple_Melee_SkiSword	11	1	0	000360CF:SkiSword:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB55	LL_Weapon_Melee_Sledgehammer	11	1	0	000E7AB9:Sledgehammer:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB56	LL_Weapon_Melee_Spear	11	1	0	002D473A:Spear:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB57	LL_Weapon_Simple_Melee_WarDrum	11	1	0	0000DC57:WarDrum:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB58	LL_Weapon_Simple_Melee_WoodCuttingAxe	11	1	0	002A0405:WoodCuttingAxe:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB59	LL_Weapon_Ranged_10mm	11	2	0	0033AB5B:LL_Weapon_Ranged_10mm_SemiAuto:LVLI	LVLI	0033AB5B	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
0033AB59	LL_Weapon_Ranged_10mm	11	2	1	0033AB5A:LL_Weapon_Ranged_10mm_Auto:LVLI	LVLI	0033AB5A	0.000000			0.000000	0.000000	00535D2A:MinLvl_10mm_Auto_ECON:GLOB		10.000000	1	0.9	0.9
0033AB5A	LL_Weapon_Ranged_10mm_Auto	01	1	0	00004822:10mm:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB5B	LL_Weapon_Ranged_10mm_SemiAuto	01	1	0	00004822:10mm:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB5C	LL_Weapon_Simple_Ranged_10mmSMG	11	1	0	0010DB0F:10mmSMG:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB5D	LL_Weapon_Simple_Ranged_50CalMachineGun	11	1	0	0003A0D4:50CalMachineGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB5E	LL_Weapon_Simple_Ranged_AlienBlaster	11	1	0	000FF995:AlienBlaster:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB5F	LL_Weapon_Ranged_AssaultRifle	11	4	0	001C6F52:LL_Weapon_Ranged_AssaultRifle_ShortRifle_SemiAuto:LVLI	LVLI	001C6F52	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
0033AB5F	LL_Weapon_Ranged_AssaultRifle	11	4	1	001C6F53:LL_Weapon_Ranged_AssaultRifle_Rifle_SemiAuto:LVLI	LVLI	001C6F53	0.000000			0.000000	0.000000	00535D32:MinLvl_AssaultRifle_SemiAuto_ECON:GLOB		35.000000	1	0.65	0.65
0033AB5F	LL_Weapon_Ranged_AssaultRifle	11	4	2	001C6F54:LL_Weapon_Ranged_AssaultRifle_Rifle_Auto:LVLI	LVLI	001C6F54	0.000000			0.000000	0.000000	00535D31:MinLvl_AssaultRifle_Auto_ECON:GLOB		35.000000	1	0.65	0.65
0033AB5F	LL_Weapon_Ranged_AssaultRifle	11	4	3	0023AC1C:LL_Weapon_Ranged_AssaultRifle_Rifle_Sniper:LVLI	LVLI	0023AC1C	0.000000			0.000000	0.000000	00535D34:MinLvl_AssaultRifle_Sniper_ECON:GLOB		45.000000	1	0.55	0.55
0033AB60	LL_Weapon_Simple_Ranged_Blackpowder_Pistol	11	1	0	00003AAC:Blackpowder_Pistol:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB61	LL_Weapon_Simple_Ranged_BlackPowder_Rifle	11	1	0	00091BB4:BlackPowder_Rifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB62	LL_Weapon_Simple_Ranged_Broadsider	11	1	0	000FD11B:Broadsider:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB63	LL_Weapon_Ranged_CombatRifle_Rifle_Auto	01	1	0	000DF42E:CombatRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB64	LL_Weapon_Ranged_CombatRifle_Rifle_SemiAuto	01	1	0	000DF42E:CombatRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB65	LL_Weapon_Ranged_CombatRifle_Sniper	01	1	0	000DF42E:CombatRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB66	LL_Weapon_Ranged_CombatShotgun	11	4	0	00186C16:LL_Weapon_Ranged_CombatShotgun_ShortRifle_SemiAuto:LVLI	LVLI	00186C16	0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB66	LL_Weapon_Ranged_CombatShotgun	11	4	1	00186C16:LL_Weapon_Ranged_CombatShotgun_ShortRifle_SemiAuto:LVLI	LVLI	00186C16	0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB66	LL_Weapon_Ranged_CombatShotgun	11	4	2	0033AB67:LL_Weapon_Ranged_CombatShotgun_Rifle_Auto:LVLI	LVLI	0033AB67	0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB66	LL_Weapon_Ranged_CombatShotgun	11	4	3	0033AB68:LL_Weapon_Ranged_CombatShotgun_Rifle_SemiAuto:LVLI	LVLI	0033AB68	0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB67	LL_Weapon_Ranged_CombatShotgun_Rifle_Auto	01	1	0	0014831C:CombatShotgun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB68	LL_Weapon_Ranged_CombatShotgun_Rifle_SemiAuto	01	1	0	0014831C:CombatShotgun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB69	LL_Weapon_Simple_Ranged_Cryolator	11	1	0	00171B2B:Cryolator:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB6A	LL_Weapon_Ranged_AssaultronHeadCharging	11	1	0	0010FAA7:DLC01AssaultronHeadCharging:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB6B	LL_Weapon_Simple_Ranged_AssaultronHeadCharging	11	1	0	0010FAA7:DLC01AssaultronHeadCharging:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB6C	LL_Weapon_Ranged_LightningGun	11	1	0	0010F0EC:DLC01LightningGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB6D	LL_Weapon_Simple_Ranged_HarpoonGun	11	1	0	001109CF:DLC03_HarpoonGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB6F	LL_Weapon_Simple_Ranged_PaddleBall	11	1	0	001129CD:DLC04_PaddleBall:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB70	LL_Weapon_Simple_Ranged_Revolver	11	1	0	00113D6A:DLC04_Revolver:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB71	LL_Weapon_Simple_Ranged_DoubleBarrelShotgun	11	1	0	00092217:DoubleBarrelShotgun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB72	LL_Weapon_Simple_Ranged_Flamer	11	1	0	000E5881:Flamer:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB73	LL_Weapon_Simple_Ranged_GammaGun	11	1	0	000DDB7C:GammaGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB74	LL_Weapon_Simple_Ranged_GatlingLaser	11	1	0	000E27BC:GatlingLaser:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB75	LL_Weapon_Simple_Ranged_GatlingPlasma	11	1	0	0001EC47:GatlingPlasma:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB76	LL_Weapon_Simple_Ranged_GaussRifle	11	1	0	000D1EB0:GaussRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB77	LL_Weapon_Ranged_HuntingRifle	11	3	0	0033AB78:LL_Weapon_Ranged_HuntingRifle_ShortRifle:LVLI	LVLI	0033AB78	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
0033AB77	LL_Weapon_Ranged_HuntingRifle	11	3	1	000D9C9A:LL_Weapon_Ranged_HuntingRifle_Rifle:LVLI	LVLI	000D9C9A	0.000000			0.000000	0.000000	00535D51:MinLvl_HuntingRifle_Rifle_ECON:GLOB		10.000000	1	0.9	0.9
0033AB77	LL_Weapon_Ranged_HuntingRifle	11	3	2	0033AB79:LL_Weapon_Ranged_HuntingRifle_Sniper:LVLI	LVLI	0033AB79	0.000000			0.000000	0.000000	00535D53:MinLvl_HuntingRifle_Sniper_ECON:GLOB		15.000000	1	0.85	0.85
0033AB78	LL_Weapon_Ranged_HuntingRifle_ShortRifle	01	1	0	0004F46A:HuntingRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB79	LL_Weapon_Ranged_HuntingRifle_Sniper	01	1	0	0004F46A:HuntingRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0033AB7B	LL_Weapon_Ranged_LaserGun	11	9	0	001879EB:LL_Weapon_Ranged_LaserGun_Pistol_SemiAuto:LVLI	LVLI	001879EB	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
0033AB7B	LL_Weapon_Ranged_LaserGun	11	9	1	001879EB:LL_Weapon_Ranged_LaserGun_Pistol_SemiAuto:LVLI	LVLI	001879EB	0.000000			0.000000	0.000000	0039E760:MinLvl_Laser_Pistol_SemiAuto_ECON:GLOB		5.000000	1	0.95	0.95
0033AB7B	LL_Weapon_Ranged_LaserGun	11	9	2	000D1926:LL_Weapon_Ranged_LaserGun_SniperRifle:LVLI	LVLI	000D1926	0.000000			0.000000	0.000000	0039E2ED:MinLvl_Laser_Sniper_ECON:GLOB		10.000000	1	0.9	0.9
0033AB7B	LL_Weapon_Ranged_LaserGun	11	9	3	001879E9:LL_Weapon_Ranged_LaserGun_RifleShort_SemiAuto:LVLI	LVLI	001879E9	0.000000			0.000000	0.000000	0039E4FE:MinLvl_Laser_RifleShort_SemiAuto_ECON:GLOB		10.000000	1	0.9	0.9
0033AB7B	LL_Weapon_Ranged_LaserGun	11	9	4	000D1923:LL_Weapon_Ranged_LaserGun_Rifle_SemiAuto:LVLI	LVLI	000D1923	0.000000			0.000000	0.000000	00535D55:MinLvl_Laser_Rifle_SemiAuto_ECON:GLOB		10.000000	1	0.9	0.9
0033AB7B	LL_Weapon_Ranged_LaserGun	11	9	5	0035684A:LL_Weapon_Ranged_LaserGun_SubmachineGun_Auto:LVLI	LVLI	0035684A	0.000000			0.000000	0.000000	0039E2ED:MinLvl_Laser_Sniper_ECON:GLOB		10.000000	1	0.9	0.9
0033AB7B	LL_Weapon_Ranged_LaserGun	11	9	6	0033AB7C:LL_Weapon_Ranged_LaserGun_Shotgun_Rifle_SemiAuto:LVLI	LVLI	0033AB7C	0.000000			0.000000	0.000000	0039E2FA:MinLvl_Laser_Shotgun_ECON:GLOB		25.000000	1	0.75	0.75
