FormID	EDID	ParentQuestDisplay	ParentQuestLink	RewardsCount	RewardIndex	RewardedItemIndex	RewardedItem	RewardedItemCount	NAM7_XPGlobal	NAM8_CapsGlobal	XPCT_XPCurveTable	QRCO_CurrencyObject	QRLI_LegendaryItemRewardList	QRLR_LegendaryItemRewardRank	QRRI_LegendaryRankRandom	Conditions	ConditionGlobs	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132
00631199	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_RevivePlayers			1	0	-1						0000000F:Caps001:CNCY		1				1	004275C0:CUT_SCORE_Babylon_Challenge_Daily_RevivePlayers:CHAL																																																																																																																																			
00631194	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_KillPlayers			1	0	-1						0000000F:Caps001:CNCY		1				1	004275C3:CUT_SCORE_Babylon_Challenge_Daily_KillPlayers:CHAL																																																																																																																																			
00630F7E	ChallengeReward_CUT_Babylon_Challenge_Daily_KillCreatures_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275BE:CUT_Babylon_Challenge_Daily_KillCreatures_High:CHAL																																																																																																																																			
00631128	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_111			1	0	0	003FCBB4:zzz_BabylonGoldPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A57A:CUT_Babylon_Challenge_Lifetime_OverseerRank_111:CHAL																																																																																																																																			
00630F7B	ChallengeReward_CUT_Babylon_Challenge_Daily_CompleteMatches_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275DA:CUT_Babylon_Challenge_Daily_CompleteMatches_Low:CHAL																																																																																																																																			
00630F92	ChallengeReward_CUT_Babylon_Challenge_Daily_UseStimpaks_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275E0:CUT_Babylon_Challenge_Daily_UseStimpaks_Low:CHAL																																																																																																																																			
00630F81	ChallengeReward_CUT_Babylon_Challenge_Daily_KillPlayers_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275C2:CUT_Babylon_Challenge_Daily_KillPlayers_Low:CHAL																																																																																																																																			
00630F7A	ChallengeReward_CUT_Babylon_Challenge_Daily_CompleteMatches_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275DC:CUT_Babylon_Challenge_Daily_CompleteMatches_High:CHAL																																																																																																																																			
00630F91	ChallengeReward_CUT_Babylon_Challenge_Daily_UseStimpaks_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275E2:CUT_Babylon_Challenge_Daily_UseStimpaks_High:CHAL																																																																																																																																			
00630F88	ChallengeReward_CUT_Babylon_Challenge_Daily_RevivePlayers_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275C1:CUT_Babylon_Challenge_Daily_RevivePlayers_High:CHAL																																																																																																																																			
00631197	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_OverseerRankUp			1	0	-1						0000000F:Caps001:CNCY		1				1	004275C8:CUT_SCORE_Babylon_Challenge_Daily_OverseerRankUp:CHAL																																																																																																																																			
00630F8A	ChallengeReward_CUT_Babylon_Challenge_Daily_SurviveInNuke_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275CF:CUT_Babylon_Challenge_Daily_SurviveInNuke_Low:CHAL																																																																																																																																			
0063119F	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_WinMatches			1	0	-1						0000000F:Caps001:CNCY		1				1	004275D5:CUT_SCORE_Babylon_Challenge_Daily_WinMatches:CHAL																																																																																																																																			
0063112F	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_118			1	0	0	003FCBB4:zzz_BabylonGoldPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A582:CUT_Babylon_Challenge_Lifetime_OverseerRank_118:CHAL																																																																																																																																			
00630F94	ChallengeReward_CUT_Babylon_Challenge_Daily_WinMatches_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275D4:CUT_Babylon_Challenge_Daily_WinMatches_Low:CHAL																																																																																																																																			
00631195	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_LaunchNukes			1	0	-1						0000000F:Caps001:CNCY		1				1	004275CA:CUT_SCORE_Babylon_Challenge_Daily_LaunchNukes:CHAL																																																																																																																																			
00631191	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_CompleteMatches			1	0	-1						0000000F:Caps001:CNCY		1				1	004275DB:CUT_SCORE_Babylon_Challenge_Daily_CompleteMatches:CHAL																																																																																																																																			
00630F7F	ChallengeReward_CUT_Babylon_Challenge_Daily_KillCreatures_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275BC:CUT_Babylon_Challenge_Daily_KillCreatures_Low:CHAL																																																																																																																																			
00631134	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_123			1	0	0	003FCBB4:zzz_BabylonGoldPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A585:CUT_Babylon_Challenge_Lifetime_OverseerRank_123:CHAL																																																																																																																																			
0063119A	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_SurviveInNuke			1	0	-1						0000000F:Caps001:CNCY		1				1	004275D0:CUT_SCORE_Babylon_Challenge_Daily_SurviveInNuke:CHAL																																																																																																																																			
00630F8C	ChallengeReward_CUT_Babylon_Challenge_Daily_SurviveInStorm_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275CC:CUT_Babylon_Challenge_Daily_SurviveInStorm_Low:CHAL																																																																																																																																			
00631138	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_127			1	0	0	003FCBB4:zzz_BabylonGoldPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A589:CUT_Babylon_Challenge_Lifetime_OverseerRank_127:CHAL																																																																																																																																			
00630F8D	ChallengeReward_CUT_Babylon_Challenge_Daily_SurviveMatches_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275D9:CUT_Babylon_Challenge_Daily_SurviveMatches_High:CHAL																																																																																																																																			
0063119E	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_UseStimpaks			1	0	-1						0000000F:Caps001:CNCY		1				1	004275E1:CUT_SCORE_Babylon_Challenge_Daily_UseStimpaks:CHAL																																																																																																																																			
00630F7C	ChallengeReward_CUT_Babylon_Challenge_Daily_DeployCAMPs_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275E5:CUT_Babylon_Challenge_Daily_DeployCAMPs_High:CHAL																																																																																																																																			
00630F83	ChallengeReward_CUT_Babylon_Challenge_Daily_LaunchNukes_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275C9:CUT_Babylon_Challenge_Daily_LaunchNukes_Low:CHAL																																																																																																																																			
00630F89	ChallengeReward_CUT_Babylon_Challenge_Daily_RevivePlayers_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275BF:CUT_Babylon_Challenge_Daily_RevivePlayers_Low:CHAL																																																																																																																																			
00630F80	ChallengeReward_CUT_Babylon_Challenge_Daily_KillPlayers_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275C4:CUT_Babylon_Challenge_Daily_KillPlayers_High:CHAL																																																																																																																																			
00630F82	ChallengeReward_CUT_Babylon_Challenge_Daily_LaunchNukes_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275CB:CUT_Babylon_Challenge_Daily_LaunchNukes_High:CHAL																																																																																																																																			
0063119C	ChallengeReward_zzzSCORE_Babylon_Challenge_Daily_SurviveMatches			1	0	-1						0000000F:Caps001:CNCY		1				1	004275D8:CUT_SCORE_Babylon_Challenge_Daily_SurviveMatches:CHAL																																																																																																																																			
00630F8F	ChallengeReward_CUT_Babylon_Challenge_Daily_TakePhotos_High			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275C7:CUT_Babylon_Challenge_Daily_TakePhotos_High:CHAL																																																																																																																																			
00630F7D	ChallengeReward_CUT_Babylon_Challenge_Daily_DeployCAMPs_Low			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	004275E3:CUT_Babylon_Challenge_Daily_DeployCAMPs_Low:CHAL																																																																																																																																			
00630F5F	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Miner			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C5:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Miner:CHAL																																																																																																																																			
00630F5E	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Metalworker			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C6:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Metalworker:CHAL																																																																																																																																			
00630F62	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_RailEnthusiast			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C7:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_RailEnthusiast:CHAL																																																																																																																																			
00630F63	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Roboticist			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C8:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Roboticist:CHAL																																																																																																																																			
00630F57	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_AtomicsFan			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287CC:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_AtomicsFan:CHAL																																																																																																																																			
00630F56	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Archaeologist			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C9:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Archaeologist:CHAL																																																																																																																																			
00630F58	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Backpacker			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287CA:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Backpacker:CHAL																																																																																																																																			
00630F60	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Musician			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287CB:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Musician:CHAL																																																																																																																																			
00630F5D	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Leatherworker			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C4:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Leatherworker:CHAL																																																																																																																																			
00631109	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_080			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A562:CUT_Babylon_Challenge_Lifetime_OverseerRank_080:CHAL																																																																																																																																			
00630F5A	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287CD:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector:CHAL																																																																																																																																			
00630F59	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Chemist			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C2:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Chemist:CHAL																																																																																																																																			
00630F61	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Photographer			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C1:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Photographer:CHAL																																																																																																																																			
00630F5C	ChallengeReward_Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Gardener			1	0	-1				00485276:Challenge_Global_0001:GLOB		00421760:PossumBadge:CNCY		1				1	004287C3:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Gardener:CHAL																																																																																																																																			
00630FAB	ChallengeReward_CUT_Challenge_Weekly_Fishing_Survival			1	0	0	0042B0D0:Survival_HarpoonGun_Kingfisher:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B092:CUT_Challenge_Weekly_Fishing_Survival:CHAL																																																																																																																																			
00630FB7	ChallengeReward_DONOTUSE_Challenge_Weekly_Anarchy_Survival			1	0	0	0042B0CB:Survival_Baton_DisorderlyConduct:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B0A1:CUT_Challenge_Weekly_Anarchy_Survival:CHAL																																																																																																																																			
00630FAE	ChallengeReward_CUT_Challenge_Weekly_SeeTheLight_Survival			1	0	0	0042B0CD:Survival_LightningGun_NightLight:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B07E:CUT_Challenge_Weekly_SeeTheLight_Survival:CHAL																																																																																																																																			
00630FA4	ChallengeReward_CUT_Challenge_Weekly_CovertOperations_Survival			1	0	0	0042B0D2:Survival_AssaultRifle_WhistleInTheDark:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B07C:CUT_Challenge_Weekly_CovertOperations_Survival:CHAL																																																																																																																																			
00631125	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_108			1	0	0	003FCBB4:zzz_BabylonGoldPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A578:CUT_Babylon_Challenge_Lifetime_OverseerRank_108:CHAL																																																																																																																																			
00630FAA	ChallengeReward_CUT_Challenge_Weekly_DownOnTheFarm_Survival			1	0	0	0042B0D3:Survival_DoubleBarrelShotgun_SaltOfTheEarth:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B095:CUT_Challenge_Weekly_DownOnTheFarm_Survival:CHAL																																																																																																																																			
006310D9	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_032			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A53F:CUT_Babylon_Challenge_Lifetime_OverseerRank_032:CHAL																																																																																																																																			
00630FB9	ChallengeReward_DONOTUSE_Challenge_Weekly_Clear_Vault94_Mission2_META_Tier3_Vaults			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	0054772F:CUT_Challenge_Weekly_Clear_Vault94_Mission2_META_Tier3_Vaults:CHAL																																																																																																																																			
00630FA9	ChallengeReward_CUT_Challenge_Weekly_Destroy_Robots_Survival			1	0	0	0042B0D1:Survival_PipeWrench_MechanicsBestFriend:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B096:CUT_Challenge_Weekly_Destroy_Robots_Survival:CHAL																																																																																																																																			
00630FA8	ChallengeReward_CUT_Challenge_Weekly_Depravity_Survival			1	0	0	0042B0CE:Survival_DeathclawGauntlet_UnstoppableMonster:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B088:CUT_Challenge_Weekly_Depravity_Survival:CHAL																																																																																																																																			
00630FB1	ChallengeReward_CUT_Challenge_Weekly_TeamUp_Survival			1	0	0	0042B0D4:Survival_RevolutionarySword_CommandersCharge:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B087:CUT_Challenge_Weekly_TeamUp_Survival:CHAL																																																																																																																																			
00630FAD	ChallengeReward_CUT_Challenge_Weekly_Kill_Critters_Survival			1	0	0	0042B0CF:Survival_LaserGun_AcceptableOverkill:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B084:CUT_Challenge_Weekly_Kill_Critters_Survival:CHAL																																																																																																																																			
00630FAF	ChallengeReward_CUT_Challenge_Weekly_StakeYourClaim_Survival			1	0	0	0042B0CC:Survival_GatlingGun_ResoluteVeteran:WEAP	1				0000000F:Caps001:CNCY		1				1	0042B08A:CUT_Challenge_Weekly_StakeYourClaim_Survival:CHAL																																																																																																																																			
00630FD4	ChallengeReward_SCORE_Challenge_Daily_Craft_FermentAlcohol_Pioneers			1	0	-1						0000000F:Caps001:CNCY		1				0																																																																																																																																				
0063109E	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank061			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C830:CUT_Babylon_Challenge_Account_OverseerRank061:CHAL																																																																																																																																			
006310A5	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank089			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C837:CUT_Babylon_Challenge_Account_OverseerRank089:CHAL																																																																																																																																			
006310A3	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank081			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C835:CUT_Babylon_Challenge_Account_OverseerRank081:CHAL																																																																																																																																			
006310A8	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank100			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	0053C83A:CUT_Babylon_Challenge_Account_OverseerRank100:CHAL																																																																																																																																			
006310A6	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank093			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C838:CUT_Babylon_Challenge_Account_OverseerRank093:CHAL																																																																																																																																			
006310A4	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank085			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C836:CUT_Babylon_Challenge_Account_OverseerRank085:CHAL																																																																																																																																			
006310A2	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank077			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C834:CUT_Babylon_Challenge_Account_OverseerRank077:CHAL																																																																																																																																			
006310A0	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank069			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C832:CUT_Babylon_Challenge_Account_OverseerRank069:CHAL																																																																																																																																			
0063109C	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank057			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C82E:CUT_Babylon_Challenge_Account_OverseerRank057:CHAL																																																																																																																																			
0063109F	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank065			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C831:CUT_Babylon_Challenge_Account_OverseerRank065:CHAL																																																																																																																																			
006310A1	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank073			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C833:CUT_Babylon_Challenge_Account_OverseerRank073:CHAL																																																																																																																																			
0063109B	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank054			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C82D:CUT_Babylon_Challenge_Account_OverseerRank054:CHAL																																																																																																																																			
006310A7	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank097			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	0053C839:CUT_Babylon_Challenge_Account_OverseerRank097:CHAL																																																																																																																																			
0063109D	ChallengeReward_zzzBabylon_Challenge_Account_OverseerRank060			1	0	-1						0000000F:Caps001:CNCY		1				1	0053C82F:CUT_Babylon_Challenge_Account_OverseerRank060:CHAL																																																																																																																																			
00631118	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_095			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0053E219:CUT_Babylon_Challenge_Lifetime_OverseerRank_095:CHAL																																																																																																																																			
006310D4	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_027			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0053E218:CUT_Babylon_Challenge_Lifetime_OverseerRank_027:CHAL																																																																																																																																			
00630FB2	ChallengeReward_DONOTUSE_Challenge_Lifetime_Complete_Vault94_META_Vaults			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	00547682:CUT_Challenge_Lifetime_Complete_Vault94_META_Vaults:CHAL																																																																																																																																			
00630FB4	ChallengeReward_DONOTUSE_Challenge_Lifetime_Explore_Vault94_META_Vaults			2	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	005476A3:CUT_Challenge_Lifetime_Explore_Vault94_META_Vaults:CHAL																																																																																																																																			
00630FB4	ChallengeReward_DONOTUSE_Challenge_Lifetime_Explore_Vault94_META_Vaults			2	1	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	005476A3:CUT_Challenge_Lifetime_Explore_Vault94_META_Vaults:CHAL																																																																																																																																			
00630FB3	ChallengeReward_DONOTUSE_Challenge_Lifetime_Craft_Armor_META_Vault94			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	00547695:CUT_Challenge_Lifetime_Craft_Armor_META_Vault94:CHAL																																																																																																																																			
00630FB6	ChallengeReward_DONOTUSE_Challenge_Lifetime_Survey_Vault94_META_Vaults			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	005476C5:CUT_Challenge_Lifetime_Survey_Vault94_META_Vaults:CHAL																																																																																																																																			
00631005	ChallengeReward_SCORE_Challenge_Daily_Photomode_Your_CAMP_Vaults			1	0	-1						0000000F:Caps001:CNCY		1				0																																																																																																																																				
00630FB5	ChallengeReward_DONOTUSE_Challenge_Lifetime_Secure_Vault94_META_Kill_Vaults			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	005476AE:CUT_Challenge_Lifetime_Secure_Vault94_META_Kill_Vaults:CHAL																																																																																																																																			
00630FA3	ChallengeReward_CUT_Challenge_Daily_CompleteQuest_Vault96_Mission_Any_Vaults			1	0	0	0041023D:c_Steel_Vault94_scrap:MISC	1				0000000F:Caps001:CNCY		1				1	00547652:CUT_Challenge_Daily_CompleteQuest_Vault96_Mission_Any_Vaults:CHAL																																																																																																																																			
00630FBA	ChallengeReward_DONOTUSE_Challenge_Weekly_Clear_Vault94_Mission3_META_Tier3_Vaults			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	0054775C:CUT_Challenge_Weekly_Clear_Vault94_Mission3_META_Tier3_Vaults:CHAL																																																																																																																																			
00630FB8	ChallengeReward_DONOTUSE_Challenge_Weekly_Clear_Vault94_Mission1_META_Tier3_Vaults			1	0	-1						00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	00547705:CUT_Challenge_Weekly_Clear_Vault94_Mission1_META_Tier3_Vaults:CHAL																																																																																																																																			
00631003	ChallengeReward_SCORE_Challenge_Daily_Photomode_Teammate_CAMP_Vaults			1	0	-1						0000000F:Caps001:CNCY		1				0																																																																																																																																				
00631169	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_176			1	0	0	003FCBB4:zzz_BabylonGoldPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A5B0:CUT_Babylon_Challenge_Lifetime_OverseerRank_176:CHAL																																																																																																																																			
00631103	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_074			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A55E:CUT_Babylon_Challenge_Lifetime_OverseerRank_074:CHAL																																																																																																																																			
0063114B	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_146			1	0	0	003FCBB4:zzz_BabylonGoldPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A598:CUT_Babylon_Challenge_Lifetime_OverseerRank_146:CHAL																																																																																																																																			
0063117C	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_195			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A5BF:CUT_Babylon_Challenge_Lifetime_OverseerRank_195:CHAL																																																																																																																																			
00631112	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_089			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A569:CUT_Babylon_Challenge_Lifetime_OverseerRank_089:CHAL																																																																																																																																			
00631116	ChallengeReward_zzzBabylon_Challenge_Lifetime_OverseerRank_093			1	0	0	003FCBB3:zzz_BabylonStandardPerkCardPackCurrency:CNCY	1				0000000F:Caps001:CNCY		1				1	0055A56C:CUT_Babylon_Challenge_Lifetime_OverseerRank_093:CHAL																																																																																																																																			
