FLOR_FormID	FLOR_EDID	FLOR_FULL	Produce	ProduceCount
00391721	Vehicle_Cheap_CarFrame01_Dirty_LN	Vehicle_Cheap_CarFrame01_Dirty_LN		1
003916FD	CranBogPineStumpHero01_LN	CranBogPineStumpHero01_LN		1
0039171D	Vehicle_Cheap_SportsCar01_Dirty_LN	Vehicle_Cheap_SportsCar01_Dirty_LN		1
003916F8	CranBogPineStump01_LN	CranBogPineStump01_LN		1
00391702	TreeBlastedForestBurntStump02_LN	TreeBlastedForestBurntStump02_LN		1
00391704	TreeBlastedForestDestroyedStump03_LN	TreeBlastedForestDestroyedStump03_LN		1
0039171F	CarCoupe_Postwar_Cheap03_LN	CarCoupe_Postwar_Cheap03_LN		1
003916FB	CranBogPineStump03_LN	CranBogPineStump03_LN		1
003916DD	CranBogPineLog06_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
003C4E0B	HardPointFertilizerPile01	Phosphate Deposit	001BF730:c_Fertilizer_scrap:MISC	1
003C60C4	UseLPI_FloraSiltBean01_Harvested			1
003C60CE	UseLPI_FloraStarlightCreeper02_Harvested			1
003C60BD	UseLPI_FloraFireCap01_Harvested			1
003C60C5	UseLPI_FloraSiltBean02_Harvested			1
003C60BF	UseLPI_FloraFungusGlowing02_Harvested			1
003C60CD	UseLPI_FloraStarlightCreeper01_Harvested			1
003C60BB	UseLPI_FloraBloodLeaf01_Harvested			1
003C60C3	UseLPI_FloraFungusGlowing06_Harvested			1
003C60C6	UseLPI_FloraSnapTail01_Harvested			1
003C60C8	UseLPI_FloraSootFlower02_Harvested			1
003C60C9	UseLPI_FloraSootFlower01_Harvested			1
003C60BC	UseLPI_FloraBloodLeaf02_Harvested			1
003C60C0	UseLPI_FloraFungusGlowing03_Harvested			1
003C60C7	UseLPI_FloraSnapTail02_Harvested			1
003C60C2	UseLPI_FloraFungusGlowing05_Harvested			1
003C60C1	UseLPI_FloraFungusGlowing04_Harvested			1
003C60BE	UseLPI_FloraFungusGlowing01_Harvested			1
003C60D0	UseLPI_FloraWildMutfruit_Harvested			1
003E1FAC	UseLPI_FloraTatoPlant02	Tato Plant	002AB0FD:LL_Flora_Tato:LVLI	1
003E1FAB	UseLPI_FloraTatoPlant01	Tato Plant	002AB0FD:LL_Flora_Tato:LVLI	1
004EE5D1	FloraRadGinseng01	Nuka Root	002DDD4D:FloraSpecimenJarPurple:ALCH	1
004EE5D0	UseLPI_FloraGinseng01	Ginseng Root	00848005:LL_Flora_Ginseng:LVLI	1
00525647	UseLPI_FloraRhododendron01_Harvested			1
00525646	FloraRadRhododendron01	Raydodendron	002DDD4B:FloraSpecimenJarOrange:ALCH	1
00525642	UseLPI_FloraRhododendron	Rhododendron	00525645:LL_Flora_Rhododendron:LVLI	1
0052CF9A	UseLPI_FloraPumpkin02	Pumpkin	00088C3D:LL_Flora_Pumpkin:LVLI	1
0052CF9B	UseLPI_FloraPumpkin03	Pumpkin	00088C3D:LL_Flora_Pumpkin:LVLI	1
0052F2B7	TestUseLPI_FloraFirecracker01	Firecracker Berry	002AB106:LL_Flora_Firecracker:LVLI	1
00535C89	UseLPI_FloraPumpkin01	Pumpkin	00088C3D:LL_Flora_Pumpkin:LVLI	1
0016FA47	VeinTitanium_Harvested	Black Titanium Vein	00017F81:Chem_Smelting_Ore_BlackTitanium:MISC	1
0016FA49	VeinSilver_Harvested	Silver Vein	00065328:Chem_Smelting_Ore_Silver:MISC	1
0016FABD	MTR_Vein_Titanium_Harvested	Rich Black Titanium Vein	00017F81:Chem_Smelting_Ore_BlackTitanium:MISC	1
0016FA99	VeinAluminum_Harvested	Aluminum Vein	00019D29:Chem_Smelting_Ore_Aluminum:MISC	1
0016FA95	VeinCoal_Harvested	Coal Vein	00058AA8:c_Coal_scrap:MISC	1
0016FA93	VeinCopper_Harvested	Copper Vein	00019E51:Chem_Smelting_Ore_Copper:MISC	1
0016FA75	VeinCrystal_Harvested	Crystal Vein	00019E51:Chem_Smelting_Ore_Copper:MISC	1
0016FA67	VeinGold_Harvested	Gold Vein	00019E36:Chem_Smelting_Ore_Gold:MISC	1
0016FA58	VeinIron_Harvested	Iron Vein	00065304:Chem_Smelting_Ore_Steel:MISC	1
0016FA54	VeinLead_Harvested	Lead Vein	00065324:Chem_Smelting_Ore_Lead:MISC	1
0016FA40	VeinUranium_Harvested	Uranium Vein	00065338:Chem_Smelting_Ore_Uranium:MISC	1
003411CB	UseLPI_FloraThistle01	Thistle	00786E06:LL_Flora_Thistle:LVLI	1
003411CC	UseLPI_FloraRadThistle01	Irradiated Thistle	002DDD4B:FloraSpecimenJarOrange:ALCH	1
004EFEA8	FloraBlackberry02	Blackberry	002AB0EB:LL_Flora_Blackberry:LVLI	1
004F52B8	FloraBlackberry01	Blackberry	002AB0EB:LL_Flora_Blackberry:LVLI	1
004E1C25	FloraRadPitcherPlant01	Irradiated Pitcher Plant	002DDD4D:FloraSpecimenJarPurple:ALCH	1
003CA035	VeinUltracite_LowYield	Decaying Ultracite Vein	00139013:Chem_Smelting_Ore_Ultracite:MISC	1
003CA17D	FirewoodPile02_LN	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
003CA181	FirewoodPile06_LN	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
003CA180	FirewoodPile05_LN	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
003CA17E	FirewoodPile03_LN	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
003CA17F	FirewoodPile04_LN	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
003CA17C	FirewoodPile01_LN	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
002B7717	FirewoodPile06_LNDUPLICATE000	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
002B7713	FirewoodPile02_LNDUPLICATE000	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
002B7715	FirewoodPile04_LNDUPLICATE000	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
002B7712	FirewoodPile01_LNDUPLICATE000	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
002B7716	FirewoodPile05_LNDUPLICATE000	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
002B7714	FirewoodPile03_LNDUPLICATE000	Wood Pile	004349F8:LL_Wood_FirewoodPile:LVLI	1
002BA1D5	HardPointWoodPile02	Wood Pile	000731A3:c_Wood_scrap:MISC	1
003D3991	TESTUseLPI_FloraThistle01	Fissile Thistle	0009F24B:ThistleHerb:ALCH	1
004357A1	TreePineToxicFallen04_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
0043C168	UseLPI_FloraGinseng01_Harvested	Ginseng Root		1
0043C5F7	razorgraintest			1
0043E949	TreePineToxicFallen02_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
0043F2CD	MtnTopRedPineDeadfallMed01_LN	Logs	002C5DF0:LL_Wood_Log_Medium:LVLI	1
0043F2D0	TreeForestFallen02_LN	Log	002C5DF0:LL_Wood_Log_Medium:LVLI	1
0043F2CC	MtnTopRedPineDeadfallLG02_LN	Logs	002C5DF0:LL_Wood_Log_Medium:LVLI	1
0043F2CB	MtnTopRedPineDeadfallLG01_LN	Logs	002C5DF0:LL_Wood_Log_Medium:LVLI	1
0043E94A	TreePineToxicFallen03_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
0043E948	TreePineToxicFallen01_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
0043F2CE	MtnTopRedPineDeadfallMed02_LN	Logs	002C5DF0:LL_Wood_Log_Medium:LVLI	1
0043F2CF	MtnTopRedPineDeadfallSm01_LN	Logs	002C5DF1:LL_Wood_Log_Small:LVLI	1
003EFC58	zzzUseLPI_NewArktosPlant01	New Arktos Plant		1
003FC9F4	PinkPod_01			1
003FE94B	FloraPinkPod01			1
003FE94C	PinkPod01			1
003FE94D	FloraPinkPod01_1			1
003FFAD8	UseLPI_FloraKaleidopore01	Kaleidopore	003FFAD7:LL_Flora_Kaleidopore:LVLI	1
003FFB3A	zzzFloraGutShroom01			1
003FFB3C	FloraGutShroom01_1			1
003FFB3B	zzGutShroom001			1
00412188	zzzGutShroom01			1
00412187	USELPI_FloraGutShroom01	Gut Shroom	00412185:LL_Flora_GutShroom01:LVLI	1
0056DC9C	E05_Radiation_VeinOre	Irradiated Ore Vein	0056AAD2:E05_Radiation_Ore:MISC	1
005916B7	FloraCornStalk02_Harvested		0000129C:LL_Flora_Corn:LVLI	1
005916B6	FloraCornStalk01_Harvested		0000129C:LL_Flora_Corn:LVLI	1
00591A65	FloraIrradiatedOre01_1			1
005FEB06	zzz_FloraPumpkin03	Pumpkin	00088C3D:LL_Flora_Pumpkin:LVLI	1
005FEB05	zzz_FloraPumpkin02	Pumpkin	00088C3D:LL_Flora_Pumpkin:LVLI	1
005FEB04	zzz_FloraPumpkin01	Pumpkin	00088C3D:LL_Flora_Pumpkin:LVLI	1
00602DD8	zzz_Workshop_FloraPumpkinVine	Pumpkin	0052FDF0:LL_Flora_PumpkinVine01:LVLI	1
006189AA	E07A_Mothman_FloraEnlightenedMothmanEggs01	Enlightened Mothman Eggs	006238EE:E07A_Mothman_EnlightenedMothmanEgg:ALCH	1
006189A8	E07A_Mothman_FloraEnlightenedMothmanEggs03	Enlightened Mothman Eggs	006238EE:E07A_Mothman_EnlightenedMothmanEgg:ALCH	1
006189A9	E07A_Mothman_FloraEnlightenedMothmanEggs02	Enlightened Mothman Eggs	006238EE:E07A_Mothman_EnlightenedMothmanEgg:ALCH	1
0062D834	FloraRadSnapTail_1			1
0062D833	FloraRadSnapTail02_1	Crackletail	002DDD4D:FloraSpecimenJarPurple:ALCH	1
0062D835	FloraRadWildFissionFruit_1			1
006B721E	Storm_Lightning_Flux	Lightning Flux	002AB104:LL_Flora_WildTatoFlower:LVLI	1
00744C03	Storm_FoxgloveCorruptedV2	Foxglove Corrupted		1
00744C04	Storm_FoxgloveCorruptedV5	Foxglove Corrupted		1
00744C05	Storm_FoxgloveCorruptedV4	Foxglove Corrupted		1
00744C06	Storm_FoxgloveCorruptedV6	Foxglove Corrupted		1
00744C01	Storm_FoxgloveCorruptedV3	Foxglove Corrupted		1
00744C02	Storm_FoxgloveCorruptedV1	Foxglove Corrupted		1
0077318A	Storm_Lightning_Flux02	Lightning Flux	00732384:LL_Storm_Flux:LVLI	1
007AE270	SSE_Flora_PotCrystalcup	Pot o' Crystalcup	007AE277:SSE_Resources_LL_CrystalCup:LVLI	1
007AE271	SSE_Flora_PotRadlily	Pot o' Radlily	007AE275:SSE_Resources_LL_Radlily:LVLI	1
007AE272	SSE_Flora_PotCarnalWeeper	Pot o' Carnal Weeper	007AE276:SSE_Resources_LL_CarnalWeeper:LVLI	1
007D901B	Burn_TreePineFallen01_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
007D901C	Burn_TreePineFallen02_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
007D901D	Burn_TreePineFallen03_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
007D901E	Burn_TreePineFallen04_LN	Log	002C5DF1:LL_Wood_Log_Small:LVLI	1
0082B979	UseLPI_Burn_FloraSlipperCactus01	Prickeye Plant	008468CF:LL_Flora_SlipperCactus_Big:LVLI	1
0082B97A	UseLPI_Burn_FloraSlipperCactus02	Prickeye Plant	008468D0:LL_Flora_SlipperCactus_Medium:LVLI	1
0082B97B	UseLPI_Burn_FloraSlipperCactus03	Prickeye Plant	008468D1:LL_Flora_SlipperCactus_Small:LVLI	1
00830177	zzzFloraBurningSpringsPepperPlant01	Slipper Cactus	008468CF:LL_Flora_SlipperCactus_Big:LVLI	1
00830178	zzzUseLPI_FloraBurningSpringsPepperPlant01	Spicy Pepper Plant	002AB0FD:LL_Flora_Tato:LVLI	1
00853B9F	Burn_FloraRadSlipperCactus01	Irradiated Prickeye Plant	002DDD46:FloraSpecimenJarBlue:ALCH	1
00853BA1	Burn_FloraRadSlipperCactus03	Irradiated Prickeye Plant	002DDD46:FloraSpecimenJarBlue:ALCH	1
00853BA0	Burn_FloraRadSlipperCactus02	Irradiated Prickeye Plant	002DDD46:FloraSpecimenJarBlue:ALCH	1
