FormID	EDID	FULL	SNAM	TNAM	CNAM	ENAM	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52
004167DA	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_Sleepwear_Camera	Win the Quest "Hunter/Hunted" while wearing Sleepwear	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|ClothingTypeSleepwear [KYWD:00486835]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167DB	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_Spacesuit_Camera	Win the Quest "Hunter/Hunted" while wearing a Spacesuit	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|ClothingTypeSpacesuit [KYWD:00416812]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167DC	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_MoM_Camera	Win the Quest "Hunter/Hunted" while in the Garb of Mysteries	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|isUnstoppable_MistressOfMystery [KYWD:003EE3C5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167DD	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_Grognak_Camera	Win the Quest "Hunter/Hunted" while in an Unstoppables Grognak Outfit	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|isUnstoppable_Grognak [KYWD:003EE3C4]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167DE	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_Inspector_Camera	Win the Quest "Hunter/Hunted" while in the Unstoppables Inspector Outfit	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|isUnstoppable_Inspector [KYWD:003EE3C7]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167DF	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_MantaMan_Camera	Win the Quest "Hunter/Hunted" while in an Unstoppables Manta Man Outfit	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|isUnstoppable_MantaMan [KYWD:003EE3C3]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167E0	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_SilverShroud_Camera	Win the Quest "Hunter/Hunted" while in an Unstoppables Silver Shroud Outfit	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|isUnstoppable_SilverShroud [KYWD:003EE3C6]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167E1	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_WesternCowboy_Camera	Win the Quest "Hunter/Hunted" while wearing Western Wear Clothes and a Hat	NONE	0			3	10000000|1.000000|WornHasKeyword|00 00 00|00 00|HatTypeCowboy [KYWD:0041681B]|00 00 00 00|0|-1|Subject|	10000000|1.000000|WornHasKeyword|00 00 00|00 00|ClothingTypeCowboy [KYWD:0041681C]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																	
004167E2	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_META_wearing_Costumes_Camera	Win the Quest "Hunter/Hunted" while wearing Different Costumes		0			0																																																				
004167E3	CUT_Challenge_Weekly_QuestsCompleted_Quest_HunterHunted_SUB_wearing_Fasnacht_Mask_Camera	Win the Quest "Hunter/Hunted" while wearing a Fasnacht Mask	NONE	0			2	10000000|1.000000|WornHasKeyword|00 00 00|00 00|HatTypeFasnachtMask [KYWD:00416809]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_SpecificEvent_GQHunterHunted "Quest: Hunter/Hunted" [FLST:00486826]|00 00 00 00|0|-1|Target|																																																		
004167E5	CUT_Challenge_Daily_Picture_Grahm_in_a_Workshop_Camera	Take a Camera Picture of a Grahm in a Workshop	NONE	0			1	10000000|1.000000|IsTrueForConditionForm|00 00 00|9C 43|Challenge_Daily_Picture_Grahm_in_a_Workshop_Camera_Condition [CNDF:00536FAB]|00 00 00 00|0|1|Target List|																																																			
004167E6	CUT_Challenge_Daily_Picture_Characters_MODUS_Camera	Take a Camera Picture of the Multi-Op Directions & Util. System Mainframe	NONE	0			1	10000000|1.000000|GetWithinDistance|00 00 00|9C 43|[REFR:002A3C76] (Places ENB_ModusTerminal_Floor_Intro "MODUS Terminal" [TACT:004E21D9] in WhitespringBunker01 "Whitespring Bunker" [CELL:001294F4])|500.000000|0|-1|Subject|																																																			
004167E7	Challenge_Lifetime_Picture_Creatures_META_Camera	Take Camera Pictures of Different Creatures					0																																																				
004167E8	CUT_Challenge_Daily_Kill_Robots_Robots_in_Watoga_Camera	Destroy Robots in Watoga	NONE	0			1	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryWatogaLocation "Watoga" [LCTN:00006D9C]|00 00 00 00|0|-1|Subject|																																																			
004167E9	CUT_Challenge_Daily_Kill_Deathclaw_on_Deathclaw_Island_Camera	Kill a Deathclaw on Deathclaw Island	NONE	0			1	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestDeathclawIslandLocation "Deathclaw Island" [LCTN:003AD72B]|00 00 00 00|0|-1|Subject|																																																			
004167EA	CUT_Challenge_Daily_Kill_Robots_Assaultron_with_Sword_Camera	Destroy an Assaultron using a Sword	NONE	0			1	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|WeaponTypeSword [KYWD:0033AB17]|00 00 00 00|0|-1|Subject|																																																			
004167EB	CUT_Challenge_Daily_Kill_YaoGuai_Wearing_MrFuzzyHat_Camera	Kill a Yao Guai while wearing a Mr. Fuzzy Hat	NONE	0			1	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|HatTypeMrFuzzy [KYWD:00416815]|00 00 00 00|0|-1|Subject|																																																			
004167EC	CUT_Challenge_Daily_Kill_Glowing_during_RadStorm_Camera	Kill a Glowing Creature in a Radstorm or Nuked Area	NONE	0			5	10000000|1.000000|HasKeyword|00 00 00|9C 43|ActorTypeGlowing [KYWD:002129C7]|00 00 00 00|0|-1|Target|	10010000|1.000000|GetCurrentWeatherHasKeyword|00 00 00|9C 43|s_wt_StormRad [KYWD:0017698E]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetIsInRegion|00 00 00|9C 43|NukeRegionA [REGN:000219E2]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetIsInRegion|00 00 00|9C 43|NukeRegionB [REGN:000219DD]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetIsInRegion|00 00 00|9C 43|NukeRegionC [REGN:000219E3]|00 00 00 00|0|-1|Subject|																																															
004167ED	CUT_Challenge_Daily_LevelUp_Different_Variant4_SUB_in_NukedRegion_Hard_Camera	Level up while exploring a Nuked Region	NONE	0			3	10010000|1.000000|GetIsInRegion|00 00 00|9C 43|NukeRegionA [REGN:000219E2]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetIsInRegion|00 00 00|9C 43|NukeRegionB [REGN:000219DD]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetIsInRegion|00 00 00|9C 43|NukeRegionC [REGN:000219E3]|00 00 00 00|0|-1|Subject|																																																	
004167EE	CUT_Challenge_Daily_LevelUp_Different_Variant3_SUB_while_onChems_Camera	Level up while using Chems	NONE	0			1	10000000|1.000000|IsOnChems|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|																																																			
004167EF	CUT_Challenge_Reuse08	Level up while Mutated	NONE	0			0																																																				
004167F0	CUT_Challenge_Daily_QuestsCompleted_Event_RS02_Beat_while_wearing_CopOutfit_Camera	Complete the Event "Back on the Beat" while in a Cop Uniform and Cap	NONE	0			3	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|ClothingTypeCopUniform [KYWD:00452E7C]|00 00 00 00|0|-1|Subject|	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|ClothingTypeCopHat [KYWD:00452E78]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|9C 43|Challenge_Quests_SpecificEvent_RS02_Beat "Event: Back on the Beat" [FLST:0043B4FB]|00 00 00 00|0|-1|Target|																																																	
004175DB	CUT_Challenge_Daily_Craft_HealingItems_Medicines_META_Camera	Craft Healing Items		0			0																																																				
004175DC	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_Salve_Camera	Craft a Healing Salve	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|9C 43|ObjectTypeSalve [KYWD:00450D72]|00 00 00 00|0|-1|Target|																																																			
004175DD	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_Antibiotics_Camera	Craft Antibiotics	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|9C 43|ObjectTypeAntibiotics [KYWD:004175DE]|00 00 00 00|0|-1|Target|																																																			
004175DF	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_DilutedRadAway_Camera	Craft a Diluted RadAway	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChallengeMedsDiluted [KYWD:0044D491]|00 00 00 00|0|-1|Target|	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChemTypeRadaway [KYWD:0006FA1B]|00 00 00 00|0|-1|Target|																																																		
004175E0	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_Bloodpack_Camera	Craft a Bloodpack	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|9C 43|ObjectTypeBloodPack [KYWD:0011C58A]|00 00 00 00|0|-1|Target|																																																			
004175E1	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_DilutedStimpaks_Camera	Craft a Diluted Stimpak	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChallengeMedsDiluted [KYWD:0044D491]|00 00 00 00|0|-1|Target|	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChemTypeStimpack [KYWD:0004C948]|00 00 00 00|0|-1|Target|																																																		
004175E2	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_SkeetoSpit_Camera	Craft Skeeto Spit	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChemTypeSkeetoSpit [KYWD:004175EA]|00 00 00 00|0|-1|Target|																																																			
004175E3	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_SuperStimpaks_Camera	Craft a Super Stimpak	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChemTypeSuperStimpak [KYWD:004175E4]|00 00 00 00|0|-1|Target|																																																			
004175E5	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_StandardStimpaks_Camera	Craft a standard Stimpak	NONE	0			3	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChemTypeStimpack [KYWD:0004C948]|00 00 00 00|0|-1|Target|	10000000|0.000000|HasKeyword|00 00 00|9C 43|ChallengeMedsDiluted [KYWD:0044D491]|00 00 00 00|0|-1|Target|	10000000|0.000000|HasKeyword|00 00 00|9C 43|ChemTypeSuperStimpak [KYWD:004175E4]|00 00 00 00|0|-1|Target|																																																	
004175E6	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_StandardRadAway_Camera	Craft a standard RadAway	NONE	0			3	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChemTypeRadaway [KYWD:0006FA1B]|00 00 00 00|0|-1|Target|	10000000|0.000000|HasKeyword|00 00 00|9C 43|ChallengeMedsDiluted [KYWD:0044D491]|00 00 00 00|0|-1|Target|	10000000|0.000000|HasKeyword|00 00 00|9C 43|ChemTypeSuperStimpak [KYWD:004175E4]|00 00 00 00|0|-1|Target|																																																	
004175E7	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_GlowingBloodpack_Camera	Craft a Glowing Bloodpack	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChallengeGlowingBloodpack [KYWD:0044D492]|00 00 00 00|0|-1|Target|																																																			
004175E8	CUT_Challenge_Daily_Craft_HealingItems_Medicines_SUB_DiseaseCures_HerbalMedicine_Camera	Craft a Disease Cure	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|9C 43|ChallengeDiseaseCureDUPLICATE000 [KYWD:004175E9]|00 00 00 00|0|-1|Target|																																																			
004175EB	CUT_Challenge_Daily_Kill_LegendaryEnemy_At_FissureSite_Camera	Kill a Legendary Enemy at a Fissure Site	NONE	0			15	01000000|0.000000|GetValue|00 00 00|9C 43|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|-1|Target|	10010000|1.000000|LocationHasKeyword|00 00 00|9C 43|LocTypeFissure_Challenges [KYWD:004713D6]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryFissureSiteAlphaLocation "Fissure Site" [LCTN:002D110F]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryFissureSiteEpsilonLocation "Fissure Site" [LCTN:003A57E9]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryFissureSiteZetaLocation "Fissure Site Prime" [LCTN:003A8CD8]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestFissureSiteKappaLocation "Fissure Site" [LCTN:003A57EA]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestFissureSiteLambdaLocation "Fissure Site" [LCTN:003A57EB]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestFissureSiteThetaLocation "Fissure Site" [LCTN:003A57F0]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteBetaLocation "Fissure Site" [LCTN:002D1110]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteGammaLocation "Fissure Site" [LCTN:003007B2]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteSigmaLocation "Fissure Site" [LCTN:003A57EE]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteTauLocation "Fissure Site" [LCTN:003A57EF]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMTRFissureSiteOmegaLocation "Fissure Site" [LCTN:003A57EC]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocSwampFissureSiteOmicronLocation "Fissure Site" [LCTN:003A57ED]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocToxicFissureSiteDeltaLocation "Fissure Site" [LCTN:00097F97]|00 00 00 00|0|-1|Subject|																																					
004175EC	CUT_Challenge_Daily_Kill_FeralGhouls_in_NukedRegion_Camera	Kill Feral Ghouls in Nuked Regions	NONE	5			3	10010000|1.000000|GetIsInRegion|00 00 00|00 00|NukeRegionA [REGN:000219E2]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetIsInRegion|00 00 00|00 00|NukeRegionB [REGN:000219DD]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetIsInRegion|00 00 00|00 00|NukeRegionC [REGN:000219E3]|00 00 00 00|0|-1|Subject|																																																	
004175ED	CUT_Challenge_Daily_LevelUp_Different_Variant2_META_Camera	Level up while ...		0			0																																																				
004175EE	CUT_Challenge_Daily_LevelUp_Different_Variant3_SUB_at_FissureSite_Hard_Camera	Level up in a Fissure Site	NONE	0			14	10010000|1.000000|LocationHasKeyword|00 00 00|9C 43|LocTypeFissure_Challenges [KYWD:004713D6]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryFissureSiteAlphaLocation "Fissure Site" [LCTN:002D110F]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryFissureSiteEpsilonLocation "Fissure Site" [LCTN:003A57E9]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryFissureSiteZetaLocation "Fissure Site Prime" [LCTN:003A8CD8]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestFissureSiteKappaLocation "Fissure Site" [LCTN:003A57EA]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestFissureSiteLambdaLocation "Fissure Site" [LCTN:003A57EB]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestFissureSiteThetaLocation "Fissure Site" [LCTN:003A57F0]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteBetaLocation "Fissure Site" [LCTN:002D1110]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteGammaLocation "Fissure Site" [LCTN:003007B2]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteSigmaLocation "Fissure Site" [LCTN:003A57EE]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsFissureSiteTauLocation "Fissure Site" [LCTN:003A57EF]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMTRFissureSiteOmegaLocation "Fissure Site" [LCTN:003A57EC]|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocSwampFissureSiteOmicronLocation "Fissure Site" [LCTN:003A57ED]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocToxicFissureSiteDeltaLocation "Fissure Site" [LCTN:00097F97]|00 00 00 00|0|-1|Subject|																																						
004175EF	CUT_Challenge_Daily_LevelUp_Different_Variant1_SUB_while_PvP_Camera	Level up while engaged in PvP	NONE	0			1	10000000|1.000000|IsEngagedInPvP|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|																																																			
004175F0	CUT_Challenge_Daily_LevelUp_Different_Variant2_SUB_Wearing_FormalWear_Camera	Level up while wearing Formal Wear	NONE	0			2	10010000|1.000000|WornHasKeyword|00 00 00|9C 43|ClothingTypeFormalHat [KYWD:0045133D]|00 00 00 00|0|-1|Subject|	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|ClothingTypeFormalWear [KYWD:0045133B]|00 00 00 00|0|-1|Subject|																																																		
004175F1	CUT_Challenge_Daily_LevelUp_Different_Variant2_SUB_Wearing_Unstoppables_Costumes_Camera	Level up while wearing an Unstoppables Costume	NONE	0			5	10010000|1.000000|WornHasKeyword|00 00 00|9C 43|isUnstoppable_Grognak [KYWD:003EE3C4]|00 00 00 00|0|-1|Subject|	10010000|1.000000|WornHasKeyword|00 00 00|9C 43|isUnstoppable_Inspector [KYWD:003EE3C7]|00 00 00 00|0|-1|Subject|	10010000|1.000000|WornHasKeyword|00 00 00|9C 43|isUnstoppable_MantaMan [KYWD:003EE3C3]|00 00 00 00|0|-1|Subject|	10010000|1.000000|WornHasKeyword|00 00 00|9C 43|isUnstoppable_MistressOfMystery [KYWD:003EE3C5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|isUnstoppable_SilverShroud [KYWD:003EE3C6]|00 00 00 00|0|-1|Subject|																																															
004175F2	CUT_Challenge_Daily_LevelUp_Different_Variant1_SUB_Wearing_FasnachtMask_Camera	Level up while wearing a Fasnacht Mask	NONE	0			1	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|HatTypeFasnachtMask [KYWD:00416809]|00 00 00 00|0|-1|Subject|																																																			
004175F4	CUT_Challenge_Daily_LevelUp_Different_Variant1_META_Camera	Level up while ...		0			0																																																				
004175F5	CUT_Challenge_Daily_LevelUp_Different_Variant3_SUB_at_Whitespring_Easy_Camera	Level up in Whitespring	NONE	0			1	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocWhitespringTheWhitespringLocation "The Whitespring" [LCTN:000989F5]|00 00 00 00|0|-1|Subject|																																																			
004175F6	CUT_Challenge_Daily_LevelUp_Different_Variant4_SUB_at_Subterranean_Easy_Camera	Level up in Caves and Mines	NONE	0			1	10000000|1.000000|LocationHasKeyword|00 00 00|9C 43|LocTypeSubterranean [KYWD:0004F21B]|00 00 00 00|0|-1|Subject|																																																			
004175F7	CUT_Challenge_Daily_LevelUp_Different_Variant2_SUB_at_Watoga_Hard_Camera	Level up in Watoga	NONE	0			1	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocCranberryWatogaLocation "Watoga" [LCTN:00006D9C]|00 00 00 00|0|-1|Subject|																																																			
004175F8	CUT_Challenge_Daily_LevelUp_Different_Variant1_SUB_at_DeathclawIsland_Hard_Camera	Level up on Deathclaw Island	NONE	0			1	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestDeathclawIslandLocation "Deathclaw Island" [LCTN:003AD72B]|00 00 00 00|0|-1|Subject|																																																			
004175F9	CUT_Challenge_Daily_LevelUp_Different_Variant4_SUB_during_Radstorm_Camera	Level up while Well Tuned or Well Rested	NONE	0			3	10010000|1.000000|HasActiveMagicEffect|00 00 00|9C 43|SURV_WellRestedEffect "Rested" [MGEF:0005C527]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasActiveMagicEffect|00 00 00|9C 43|SURV_WellRestedEffect2 "Well Rested" [MGEF:003CD032]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasActiveMagicEffect|00 00 00|9C 43|SURV_WellTunedEffect "Well Tuned" [MGEF:0050CD14]|00 00 00 00|0|-1|Subject|																																																	
004175FA	CUT_Challenge_Daily_LevelUp_Different_Variant1_SUB_Level76_Over_Camera	Level up once while Level 76 or Higher	NONE	0			1	11000000|76.000000|GetLevel|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|																																																			
004175FB	CUT_Challenge_Daily_LevelUp_Different_Variant3_SUB_near_GrahmChally_Camera	Level up near Grahm and Chally	NONE	0			2	10010000|1.000000|GetWithinDistance|00 00 00|9C 43|ChallyRef [ACHR:0044D49F] (Places GQ_Brahmin_ChallyMooMoo "Chally the Moo-Moo" [NPC_:001949E0] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 9,16)|5000.000000|0|-1|Subject|	10000000|1.000000|GetWithinDistance|00 00 00|9C 43|GrahmRef [ACHR:0044D49E] (Places GQ_SuperMutantMerchant_Grahm "Grahm" [NPC_:0017F096] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 9,16)|5000.000000|0|-1|Subject|																																																		
004175FD	CUT_Challenge_Daily_LevelUp_Different_Variant3_SUB_at_MorgantownAirport_Level20_Camera	Level up in Morgantown Airport while under Level 20	NONE	0			2	10100000|20.000000|GetLevel|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestMorgantownAirportLocation "Morgantown Airport" [LCTN:001157B8]|00 00 00 00|0|-1|Subject|																																																		
004175FE	CUT_Challenge_Daily_LevelUp_Different_Variant1_SUB_at_WavyWillards_Easy_Camera	Level up in Wavy Willard's Water Park while under Level 30	NONE	0			2	10100000|30.000000|GetLevel|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocToxicWavyWillardsWaterparkLocation "Wavy Willard's Water Park" [LCTN:000B23D7]|00 00 00 00|0|-1|Subject|																																																		
004175FF	CUT_Challenge_Daily_LevelUp_Different_Variant1_SUB_at_Flatwoods_under_Level20_Camera	Level up in Flatwoods or Arktos Pharma while under Level 20	NONE	0			3	10100000|20.000000|GetLevel|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|	10010000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestFlatwoodsLocation "Flatwoods" [LCTN:00015554]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocForestArktosPharmaLocation "Arktos Pharma" [LCTN:0011293A]|00 00 00 00|0|-1|Subject|																																																	
00417600	CUT_Challenge_Daily_LevelUp_Different_Variant2_SUB_at_TopOfTheWorld_Easy_Camera	Level up at the Top of the World while under Level 40	NONE	0			2	10100000|40.000000|GetLevel|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|LocMountainsTopOfTheWorldLocation "Top of the World" [LCTN:000193AA]|00 00 00 00|0|-1|Subject|																																																		
00417601	CUT_Challenge_Daily_LevelUp_Different_Variant2_SUB_Wielding_MusicalInstruments_Camera	Level up while wielding a Musical Instrument as a Weapon	NONE	0			1	10000000|1.000000|WornHasKeyword|00 00 00|9C 43|WeaponTypeInstrument [KYWD:0012952B]|00 00 00 00|0|-1|Subject|																																																			
00417602	CUT_Challenge_Daily_LevelUp_Different_Variant2_SUB_Level76_Over_Camera	Level up once while Level 76 or Higher	NONE	0			1	11000000|76.000000|GetLevel|00 00 00|9C 43|00 00 00 00|00 00 00 00|0|-1|Subject|																																																			
