FormID	EDID	FULL	KeywordCount	KW1	KW2	KW3	KW4	KW5	FISP	FIDS	FIES	FIHS	FILS	FIHD	FILD	FIJS	FIHJ	FILJ	FILA	FIHA	FIRI	FIEX	FISD	FISU	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
007D2B03	Fishing_Fish_Medium_Glowing_Cranberry_GlowingBogLurker		4	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E6:Fishing_FishType_CranberryBog:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD		0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Medium_Glowing_Raw_Cranberry_GlowingBogLurker "Glowing Bog Lurker" [ALCH:007D2AF5]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	007D49A1:Fishing_LLS_FishCollection_Cranberry_Glowing:LVLI				
007D2B04	Fishing_Fish_Small_Mire_Spikesnapper		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5EC:Fishing_FishType_Mire:KYWD			0.350000	0.180000	0.320000	5	4	1.750000	1.250000	95.000000	85.000000	50.000000	50.000000	105.000000	Fishing_Fish_Meal_Small_Raw_Mire_Spikesnapper "Spikesnapper" [ALCH:007D2AF1]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49A7:Fishing_LLS_FishCollection_Mire_Uncommon:LVLI				
0080070E	Fishing_Fish_Small_Axolotl04_DottedAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl04_DottedAxolotl "Dotted Axolotl" [ALCH:008006D9]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
0080070F	Fishing_Fish_Small_Axolotl10_SpottedAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl10_SpottedAxolotl "Spotted Axolotl" [ALCH:008006DA]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00800709	Fishing_Fish_Small_Axolotl05_PurpleAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl05_PurpleAxolotl "Purple Axolotl" [ALCH:008006D4]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00800706	Fishing_Fish_Small_Axolotl12_StoneAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl12_StoneAxolotl "Stone Axolotl" [ALCH:008006D1]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00800704	Fishing_Fish_Small_Axolotl03_BrownAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl03_BrownAxolotl "Clay Axolotl" [ALCH:008006CF]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00800710	Fishing_Fish_Small_Axolotl08_StripedAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl08_StripedAxolotl "Striped Axolotl" [ALCH:008006DB]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00800711	Fishing_Fish_Small_Axolotl07_ScaledAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl07_ScaledAxolotl "Scaled Axolotl" [ALCH:008006DC]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
0080070A	Fishing_Fish_Small_Axolotl09_ShadowAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl09_ShadowAxolotl "Shadow Axolotl" [ALCH:008006D5]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
0080070B	Fishing_Fish_Small_Axolotl11_SpeckledAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl11_SpeckledAxolotl "Speckled Axolotl" [ALCH:008006D6]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00800707	zzz_Fishing_Fish_Small_Axolotl02_PeachAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.380000	4	4	2.500000	1.800000	90.000000	95.000000	55.000000	50.000000	90.000000	zzz_Fishing_Fish_Meal_Small_Raw_Axolotl02_PeachAxolotl "Peach Axolotl" [ALCH:008006D2]				0						
00800705	zzz_Fishing_Fish_Small_Axolotl02_StoneAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.380000	4	4	2.500000	1.800000	90.000000	95.000000	55.000000	50.000000	90.000000	zzz_Fishing_Fish_Meal_Small_Raw_Axolotl02_StoneAxolotl "Stone Axolotl" [ALCH:008006D0]				0						
0080070C	Fishing_Fish_Small_Axolotl01_CharcoalAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	4	5	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl01_CharcoalAxolotl "Charcoal Axolotl" [ALCH:008006D7]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
0080070D	Fishing_Fish_Small_Axolotl06_BandedAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl06_BandedAxolotl "Banded Axolotl" [ALCH:008006D8]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00800708	Fishing_Fish_Small_Axolotl02_PinkAxolotl		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00800713:Fishing_FishType_Axolotl:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Small_Raw_Axolotl02_PinkAxolotl "Pink Axolotl" [ALCH:008006D3]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00800714:Fishing_LLS_FishCollection_Axolotls:LVLI				
00804F7A	Fishing_Fish_LocalLegend_MawBegotten		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00804F7E:Fishing_FishType_LocalLegend:KYWD			0.350000	0.050000	0.500000	10	7	2.500000	2.000000	125.000000	120.000000	50.000000	75.000000	150.000000	Fishing_Fish_Meal_LocalLegend_Raw_MawBegotten "Ryl-Tkannoth, Maw-Begotten" [ALCH:00804F74]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00804F7F:Fishing_LLS_FishCollection_LocalLegends:LVLI				
00804F7B	Fishing_Fish_LocalLegend_WavyWillard		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00804F7E:Fishing_FishType_LocalLegend:KYWD			0.350000	0.050000	0.500000	10	7	2.500000	2.000000	125.000000	120.000000	50.000000	75.000000	150.000000	Fishing_Fish_Meal_LocalLegend_Raw_WavyWillard "Wavy Willard" [ALCH:00804F75]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00804F7F:Fishing_LLS_FishCollection_LocalLegends:LVLI				
00804F7C	Fishing_Fish_LocalLegend_OrganGrinder		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	00804F7E:Fishing_FishType_LocalLegend:KYWD			0.350000	0.050000	0.500000	10	7	2.500000	2.000000	125.000000	120.000000	50.000000	75.000000	150.000000	Fishing_Fish_Meal_LocalLegend_Raw_OrganGrinder "Organ Grinder" [ALCH:00804F76]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00804F7F:Fishing_LLS_FishCollection_LocalLegends:LVLI				
0082962E	Fishing_Fish_Junk_Rare03		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	DuctTape01_Rare "Pack of Duct Tape" [MISC:001C7F1F]			UIFishCaughtJunk [SNDR:0084408A]	2	007B233B:FishingAllFishList:FLST	00829632:Fishing_LLS_Junk_Rare:LVLI				
0082962F	Fishing_Fish_Junk_Rare02		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	MilitaryAmmoBag "Military Ammo Bag" [MISC:00060E77]			UIFishCaughtJunk [SNDR:0084408A]	2	007B233B:FishingAllFishList:FLST	00829632:Fishing_LLS_Junk_Rare:LVLI				
0082962B	Fishing_Fish_Junk_Rare05		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	CoffeePot01_Rare "Luxobrew Coffee Pot" [MISC:001C7F1B]			UIFishCaughtJunk [SNDR:0084408A]	2	007B233B:FishingAllFishList:FLST	00829632:Fishing_LLS_Junk_Rare:LVLI				
0082962C	Fishing_Fish_Junk_Rare01		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	CAMERA "Broken Camera" [MISC:00059A83]			UIFishCaughtJunk [SNDR:0084408A]	2	007B233B:FishingAllFishList:FLST	00829632:Fishing_LLS_Junk_Rare:LVLI				
0082962D	Fishing_Fish_Junk_Rare04		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	OilCan01_Rare "Oil Can" [MISC:001C7F23]			UIFishCaughtJunk [SNDR:0084408A]	2	007B233B:FishingAllFishList:FLST	00829632:Fishing_LLS_Junk_Rare:LVLI				
008482A7	Burn_Fish_Medium_BurningSprings_Walleye		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	008482A8:Fishing_FishType_BurningSprings:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Burn_Fish_Meal_Medium_Raw_BurningSprings_Walleye "Withered Radeye" [ALCH:0084829F]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	008482BC:Burn_Fishing_LLS_FishCollection_BurningSprings_Uncommon:LVLI				
008482A4	Burn_Fish_Small_Universal_BurningSprings_Sawgill		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007FE7BD:Fishing_FishType_Sawgill:KYWD	008482A8:Fishing_FishType_BurningSprings:KYWD		0.350000	0.180000	0.320000	3	3	2.000000	1.300000	80.000000	60.000000	35.000000	50.000000	80.000000	Burn_Fish_Meal_Small_Raw_Universal_BurningSprings_Sawgill "Rusted Sawgill" [ALCH:0084829C]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	008482BA:Burn_Fishing_LLS_FishCollection_BurningSprings_Common:LVLI	008D476A:Fishing_LLS_FishCollection_AllSawgills:LVLI			
008482A5	Burn_Fish_Medium_BurningSprings_TwoHeaded		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	008482A8:Fishing_FishType_BurningSprings:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Burn_Fish_Meal_Medium_Raw_BurningSprings_TwoHeaded "Brahfin" [ALCH:0084829D]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	008482BC:Burn_Fishing_LLS_FishCollection_BurningSprings_Uncommon:LVLI				
008482A6	Burn_Fish_Medium_Glowing_BurningSprings_TwoHeaded		4	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD	008482A8:Fishing_FishType_BurningSprings:KYWD		0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Burn_Fish_Meal_Medium_Glowing_Raw_BurningSprings_TwoHeaded "Glowing Brahfin" [ALCH:0084829E]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	008482BB:Burn_Fishing_LLS_FishCollection_BurningSprings_Glowing:LVLI				
0085A4F8	Burn_Fish_LocalLegend_Deathjaw		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	00804F7E:Fishing_FishType_LocalLegend:KYWD			0.350000	0.050000	0.500000	10	7	2.500000	2.000000	125.000000	120.000000	50.000000	75.000000	150.000000	Burn_Fish_Meal_LocalLegend_Raw_Deathjaw "Hocking Hill Hellion" [ALCH:0085A4F6]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00804F7F:Fishing_LLS_FishCollection_LocalLegends:LVLI				
0086451D	LTT_Fish_WaterLoggedGift_Tier_03		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	Festive_WaterLoggedHolidayGift_Loot_Tier_03 "Large Waterlogged Gift" [ALCH:0086451B]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]		OBJHolidayWinterGiftOpen [SNDR:0059D5B3]	2	007B233B:FishingAllFishList:FLST	00864522:Fishing_LL_LTT_WaterLoggedGifts:LVLI				
0086451E	LTT_Fish_WaterLoggedGift_Tier_01		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	Festive_WaterLoggedHolidayGift_Loot_Tier_01 "Small Waterlogged Gift" [ALCH:0086451A]			OBJHolidayWinterGiftOpen [SNDR:0059D5B3]	2	007B233B:FishingAllFishList:FLST	00864522:Fishing_LL_LTT_WaterLoggedGifts:LVLI				
0086451F	LTT_Fish_WaterLoggedGift_Tier_02		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	Festive_WaterLoggedHolidayGift_Loot_Tier_02 "Waterlogged Gift" [ALCH:0086451C]			OBJHolidayWinterGiftOpen [SNDR:0059D5B3]	2	007B233B:FishingAllFishList:FLST	00864522:Fishing_LL_LTT_WaterLoggedGifts:LVLI				
008A45C6	zzz_Fishing_Fish_Sum_Summer04		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	CAMERA "Broken Camera" [MISC:00059A83]			UIFishCaughtJunk [SNDR:0084408A]	0						
008A45C4	SeasonalFish_Fish_LocalLegend_SummerGlassGhost		5	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E6:Fishing_FishType_CranberryBog:KYWD	00804F7E:Fishing_FishType_LocalLegend:KYWD	008B3A01:Fishing_FishType_Seasonal_Summer:KYWD	0.350000	0.050000	0.500000	10	7	2.500000	2.000000	125.000000	120.000000	50.000000	75.000000	150.000000	SeasonalFish_Meal_LocalLegend_Raw_SummerGlassGhost "Glass Ghost" [ALCH:008A45C9]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	00804F7F:Fishing_LLS_FishCollection_LocalLegends:LVLI				
008A45C7	zzz_Fishing_Fish_Sum_Summer03		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EA:Fishing_FishType_AshHeap:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Ash_Deathjaw "Deathjaw" [ALCH:007D2AF0]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	0						
008A45C5	zzz_Fishing_Fish_Sum_Summer01		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	BaseballGlove "Baseball Glove" [MISC:00059A77]			UIFishCaughtJunk [SNDR:0084408A]	0						
008A45C8	SeasonalFish_Fish_Medium_Bogsucker		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	008B3D61:Fishing_FishType_Seasonal_Winter:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	SeasonalFish_Meal_Medium_Raw_Bogsucker "Bog Sucker" [ALCH:008A45CD]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	5	007B233B:FishingAllFishList:FLST	007D4991:Fishing_LLS_FishCollection_Forest_Uncommon:LVLI	007D499B:Fishing_LLS_FishCollection_Ash_Uncommon:LVLI	007D49AA:Fishing_LLS_FishCollection_SavageDivide_Uncommon:LVLI	008B3AD8:Fishing_LLS_FishCollection_SeasonalFish_Uncommon:LVLI	
008A45D0	zzz_Fishing_Fish_Sum_Summer03_Copy01		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EA:Fishing_FishType_AshHeap:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Ash_Deathjaw "Deathjaw" [ALCH:007D2AF0]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	0						
008A45CE	zzz_Fishing_Fish_Sum_Summer02_Copy01		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E6:Fishing_FishType_CranberryBog:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Medium_Raw_Cranberry_BogLurker "Bog Lurker" [ALCH:007D2AF4]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	0						
008A45D1	zzz_Fishing_Fish_Sum_LocalLegend_SummerFish_Copy01		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	00804F7E:Fishing_FishType_LocalLegend:KYWD			0.350000	0.050000	0.500000	10	7	2.500000	2.000000	125.000000	120.000000	50.000000	75.000000	150.000000	Fishing_Fish_Meal_LocalLegend_Raw_WavyWillard "Wavy Willard" [ALCH:00804F75]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	0						
008A45D2	zzz_Fishing_Fish_Sum_Summer04_Copy01		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	CAMERA "Broken Camera" [MISC:00059A83]			UIFishCaughtJunk [SNDR:0084408A]	0						
008A45CF	zzz_Fishing_Fish_Sum_Summer01_Copy01		1	007ABE8B:Fishing_FishSize_Small:KYWD					0.300000	0.150000	0.150000	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	40.000000	BaseballGlove "Baseball Glove" [MISC:00059A77]			UIFishCaughtJunk [SNDR:0084408A]	0						
008A581F	SeasonalFish_Fish_Small_Fernskipper		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E6:Fishing_FishType_CranberryBog:KYWD	008B3A01:Fishing_FishType_Seasonal_Summer:KYWD		0.350000	0.180000	0.320000	5	4	1.750000	1.250000	95.000000	85.000000	50.000000	50.000000	105.000000	SeasonalFish_Meal_Small_Raw_Fernskipper "Fernskipper" [ALCH:008A581E]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	6	007B233B:FishingAllFishList:FLST	007D49A2:Fishing_LLS_FishCollection_Cranberry_Uncommon:LVLI	007D49A7:Fishing_LLS_FishCollection_Mire_Uncommon:LVLI	007D49B1:Fishing_LLS_FishCollection_Skyline_Uncommon:LVLI	008B3AD6:zzz_Fishing_LLS_FishCollection_SeasonalFish_Common:LVLI	008B3AD8:Fishing_LLS_FishCollection_SeasonalFish_Uncommon:LVLI
