ARMO_FormID	ARMO_EDID	ARMO_FULL	KeywordCount	DATA_Value	DATA_Weight	DATA_Health	DAMA_Energy_Amount	DAMA_Energy_Curve	DAMA_Fire_Amount	DAMA_Fire_Curve	DAMA_Cryo_Amount	DAMA_Cryo_Curve	DAMA_Poison_Amount	DAMA_Poison_Curve	DAMA_Rad_Amount	DAMA_Rad_Curve	DAMA_Physical_Amount	DAMA_Physical_Curve	APPR_SlotCount	APPR_1	APPR_2	APPR_3	APPR_4	APPR_5	APPR_6	APPR_7	APPR_8	APPR_9	APPR_10	APPR_11	APPR_12	APPR_13	APPR_14	CVT1_DurabilityMin	CVT2_CondDmgScaleFactor	CVT3_DurabilityMax	ModelCount	Model1	Model2	Model3	Model4	Model5	Model6	Model7	Model8	Model9	Model10	Model11	Model12	Model13	Model14	Model15	Model16	Model17	Model18	Model19	Model20	Model21	Model22	Model23	Model24	Model25	Model26	Model27	Model28
00140C4F	Armor_PowerArmor_T51_LegLeft	T-51b Left Leg	0	130	1.050000	100	0	CT_Player_Armor_Universal_Tier45	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier18	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier41	0	CT_Player_Armor_Universal_Tier45	7	ap_PowerArmor_LLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T51	Durability_Armor_Power_Max	3	AA_Power_Leg_Left_T51:0018E8C3	ATX_AA_PowerArmor_Santa_20_LegLeft:00451159	ATX_AA_PowerArmor_Nukashine_30_LegLeft:00427825																									
00140C50	Armor_PowerArmor_T51_LegRight	T-51b Right Leg	0	130	1.050000	100	0	CT_Player_Armor_Universal_Tier45	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier18	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier41	0	CT_Player_Armor_Universal_Tier45	7	ap_PowerArmor_RLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T51	Durability_Armor_Power_Max	3	AA_Power_Leg_Right_T51:0018E8C4	ATX_AA_PowerArmor_Santa_20_LegRight:0045115A	ATX_AA_PowerArmor_Nukashine_30_LegRight:00427826																									
00140C51	Armor_PowerArmor_T51_Torso	T-51b Chest Piece	0	180	1.880000	100	0	CT_Player_Armor_Universal_Tier55	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier23	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier51	0	CT_Player_Armor_Universal_Tier56	7	ap_PowerArmor_BodyMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T51	Durability_Armor_Power_Max	3	AA_Power_Torso:00140C41	ATX_AA_PowerArmor_Santa_20_Torso:0045115B	ATX_AA_PowerArmor_Nukashine_30_Torso:00427827																									
00140C52	Armor_PowerArmor_Raider_ArmLeft	Raider Power Left Arm	0	75	0.940000	100	0	CT_Player_Armor_Universal_Tier34	0	CT_Player_Armor_Universal_Tier19	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier16	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_LArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_Raider	Durability_Armor_Power_Max	1	AA_Power_Arm_Left:00140C3E																											
00140C53	Armor_PowerArmor_Raider_ArmRight	Raider Power Right Arm	0	75	0.940000	100	0	CT_Player_Armor_Universal_Tier34	0	CT_Player_Armor_Universal_Tier19	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier16	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_RArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_Raider	Durability_Armor_Power_Max	1	AA_Power_Arm_Right:00140C46																											
00140C54	Armor_PowerArmor_Raider_Helmet	Raider Power Helm	0	50	0.940000	100	0	CT_Player_Armor_Universal_Tier34	0	CT_Player_Armor_Universal_Tier19	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier16	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier47	2	ap_PowerArmor_HeadMod:Paint	ap_Armor_SURV_Description:													Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_Raider	Durability_Armor_Power_Max	1	AA_Power_Helm:00140C48																											
00140C55	Armor_PowerArmor_Raider_LegLeft	Raider Power Left Leg	0	75	0.940000	100	0	CT_Player_Armor_Universal_Tier34	0	CT_Player_Armor_Universal_Tier19	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier16	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_LLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_Raider	Durability_Armor_Power_Max	1	AA_Power_Leg_Left_Raider:0018E8C9																											
00140C56	Armor_PowerArmor_Raider_LegRight	Raider Power Right Leg	0	75	0.940000	100	0	CT_Player_Armor_Universal_Tier34	0	CT_Player_Armor_Universal_Tier19	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier16	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_RLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_Raider	Durability_Armor_Power_Max	1	AA_Power_Leg_Right_Raider:0018E8CA																											
00140C57	Armor_PowerArmor_Raider_Torso	Raider Power Chest Piece	0	100	1.680000	100	0	CT_Player_Armor_Universal_Tier43	0	CT_Player_Armor_Universal_Tier24	0	CT_Player_Armor_Universal_Tier18	0	CT_Player_Armor_Universal_Tier21	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier57	7	ap_PowerArmor_BodyMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_Raider	Durability_Armor_Power_Max	1	AA_Power_Torso:00140C41																											
001410EC	Clothes_PrewarWomensCasual_Clean	Casual Outfit	0	16	0.100000	0													0																		2	AAClothesCasual:001410EB	NakedHands:00000D6C																										
00144A6A	SkinSupermutantBehemothSwan		0	0	0.000000	0													0																		1	SupermutantBehemothSwanAA:00144A69																											
00144F03	Clothes_BaseballUniform	Baseball Uniform	0	42	0.100000	0													0																		2	AAClothesBaseballUniform:00144F02	NakedHands:00000D6C																										
00144F04	Headwear_BaseballHat	Baseball Cap	0	15	0.100000	0													0																		1	AAHeadwearBaseballHat:00144F01																											
001467A4	Clothes_Pastor	Pastor's Vestments	0	60	0.100000	0													0																		2	AAClothesPastor:001467A3	NakedHands:00000D6C																										
0014B019	Clothes_PrewarTshirtSlacks_Clean	T-Shirt and Slacks	0	14	0.100000	0													0																		2	AAClothesTshirtSlacks:0014B018	NakedHands:00000D6C																										
0014BF50	Clothes_GreaserJacket	Greaser Jacket and Jeans	0	20	0.100000	0													0																		2	AAClothesGreaserJacket:0014BF4F	NakedHands:00000D6C																										
0014D08F	ATX_Clothes_PrewarHouseDress_Blue_Clean	Laundered Blue Dress	0	0	0.100000	0													0																		2	AAClothesHouseDress:0014D08E	NakedHands:00000D6C																										
0014E58B	ATX_Clothes_Unstoppables_SilverShroud	Silver Shroud Costume	0	0	0.100000	0													0																		2	ATX_AAClothesSilverShroud:0014E58C	ATX_AAClothesSilverShroudGloves:001F3D0A																										
0014F6D4	SkinBloodbugSwampAdult		0	0	0.000000	0													0																		3	BloodbugFurAdult:0014F6D5	HoverFXAA:0002B4D6	BloodbugWholeSwampAdult:0014F6DF																									
0014F6DB	SkinBloodbugSwampTeen		0	0	0.000000	0													0																		3	BloodbugFurTeen:0014F6DC	HoverFXAA:0002B4D6	BloodbugWholeSwampTeen:0014F6D6																									
0014F6E0	SkinBloodbugSwampJuvi		0	0	0.000000	0													0																		3	BloodbugWholeSwampJuvi:0014F6D8	HoverFXAA:0002B4D6	BloodbugFurJuvi:0014F6DD																									
00151E30	Clothes_SuitDirty_Tan	Dirty Tan Suit	0	14	0.100000	0													0																		2	AAClothesSuit:00151E31	NakedHands:00000D6C																										
00151E34	ATX_Clothes_SuitClean_Tan	Clean Tan Suit	0	0	0.100000	0													0																		2	AAClothesSuitClean:00151E33	NakedHands:00000D6C																										
00154ABD	Armor_PowerArmor_T45_ArmLeft	T-45 Left Arm	0	100	0.930000	100	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier37	0	CT_Player_Armor_Universal_Tier46	7	ap_PowerArmor_LArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T45	Durability_Armor_Power_Max	3	AA_Power_Arm_Left:00140C3E	ATX_AA_PowerArmor_Nukashine_30_ArmLeft:00427822	ATX_AA_PowerArmor_Santa_20_ArmLeft:00451156																									
00154ABE	Armor_PowerArmor_T45_ArmRight	T-45 Right Arm	0	100	0.930000	100	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier37	0	CT_Player_Armor_Universal_Tier46	7	ap_PowerArmor_RArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T45	Durability_Armor_Power_Max	3	AA_Power_Arm_Right:00140C46	ATX_AA_PowerArmor_Nukashine_30_ArmRight:00427823	ATX_AA_PowerArmor_Santa_20_ArmRight:00451157																									
00154ABF	Armor_PowerArmor_T45_Helmet	T-45 Helm	0	60	0.930000	100	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier37	0	CT_Player_Armor_Universal_Tier46	2	ap_PowerArmor_HeadMod:Paint	ap_Armor_SURV_Description:													Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T45	Durability_Armor_Power_Max	3	AA_Power_Helm:00140C48	ATX_AA_PowerArmor_Nukashine_30_Helm:00427824	ATX_AA_PowerArmor_Santa_20_Helmet:00451158																									
00154AC0	Armor_PowerArmor_T45_LegLeft	T-45 Left Leg	0	100	0.930000	100	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier37	0	CT_Player_Armor_Universal_Tier46	7	ap_PowerArmor_LLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T45	Durability_Armor_Power_Max	3	AA_Power_Leg_Left_T45:0018E8C5	ATX_AA_PowerArmor_Nukashine_30_LegLeft:00427825	ATX_AA_PowerArmor_Santa_20_LegLeft:00451159																									
00154AC1	Armor_PowerArmor_T45_LegRight	T-45 Right Leg	0	100	0.930000	100	0	CT_Player_Armor_Universal_Tier40	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier37	0	CT_Player_Armor_Universal_Tier46	7	ap_PowerArmor_RLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T45	Durability_Armor_Power_Max	3	AA_Power_Leg_Right_T45:0018E8C6	ATX_AA_PowerArmor_Nukashine_30_LegRight:00427826	ATX_AA_PowerArmor_Santa_20_LegRight:0045115A																									
00154AC2	Armor_PowerArmor_T45_Torso	T-45 Chest Piece	0	140	1.670000	100	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier17	0	CT_Player_Armor_Universal_Tier17	0	CT_Player_Armor_Universal_Tier17	0	CT_Player_Armor_Universal_Tier47	0	CT_Player_Armor_Universal_Tier56	7	ap_PowerArmor_BodyMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_T45	Durability_Armor_Power_Max	3	AA_Power_Torso:00140C41	ATX_AA_PowerArmor_Nukashine_30_Torso:00427827	ATX_AA_PowerArmor_Santa_20_Torso:0045115B																									
00154AC3	Armor_PowerArmor_X01_ArmLeft	X-01 Left Arm	0	200	1.280000	100	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_LArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	3	AA_Power_Arm_Left:00140C3E	ATX_AA_PowerArmor_Nukashine_30_ArmLeft:00427822	ATX_AA_PowerArmor_Santa_20_ArmLeft:00451156																									
00154AC4	Armor_PowerArmor_X01_ArmRight	X-01 Right Arm	0	200	1.280000	100	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_RArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	3	AA_Power_Arm_Right:00140C46	ATX_AA_PowerArmor_Nukashine_30_ArmRight:00427823	ATX_AA_PowerArmor_Santa_20_ArmRight:00451157																									
00154AC5	Armor_PowerArmor_X01_Helmet	X-01 Helm	0	140	1.280000	100	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier47	2	ap_PowerArmor_HeadMod:Paint	ap_Armor_SURV_Description:													Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	3	AA_Power_Helm:00140C48	ATX_AA_PowerArmor_Nukashine_30_Helm:00427824	ATX_AA_PowerArmor_Santa_20_Helmet:00451158																									
00154AC6	Armor_PowerArmor_X01_LegLeft	X-01 Left Leg	0	200	1.280000	100	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_LLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	3	AA_Power_Leg_Left_X1:0018E8C1	ATX_AA_PowerArmor_Nukashine_30_LegLeft:00427825	ATX_AA_PowerArmor_Santa_20_LegLeft:00451159																									
00154AC7	Armor_PowerArmor_X01_LegRight	X-01 Right Leg	0	200	1.280000	100	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier50	0	CT_Player_Armor_Universal_Tier47	7	ap_PowerArmor_RLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	3	AA_Power_Leg_Right_X1:0018E8C2	ATX_AA_PowerArmor_Nukashine_30_LegRight:00427826	ATX_AA_PowerArmor_Santa_20_LegRight:0045115A																									
00154AC8	Armor_PowerArmor_X01_Torso	X-01 Torso	0	280	2.340000	100	0	CT_Player_Armor_Universal_Tier61	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier61	0	CT_Player_Armor_Universal_Tier57	7	ap_PowerArmor_BodyMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods								Durability_Armor_Power_Min	ConditionDamageScaleFactor_PowerArmor_X01	Durability_Armor_Power_Max	4	AA_Power_Torso:00140C41	ATX_AA_PowerArmor_WarRider_10_Torso:0043933F	ATX_AA_PowerArmor_Nukashine_30_Torso:00427827	ATX_AA_PowerArmor_Santa_20_Torso:0045115B																								
00165602	Headwear_Wig	Pompadour Wig	0	15	0.100000	0													0																		1	AAHeadwearWig:00165601																											
00165792	SMBehemothShield		0	0	0.000000	0													0																		1	AA_Mirelurk_Shield:000C331B																											
0016892C	Armor_Casual_Underarmor_MilitaryFatigues	Military Fatigues	0	10	0.500000	0													2	ap_armor_Lining:No Misc	ap_underarmor_style:Style																2	AAClothesMilitaryFatigues:0016892B	NakedHands:00000D6C																										
0016892E	Headwear_MilitaryCap	Military Cap	0	15	0.100000	0													0																		1	AAClothesMilitaryCap:0016892D																											
001738AA	Headwear_PoliceGlasses	Patrolman Sunglasses	0	17	0.100000	0													0																		1	AAHeadwearPoliceGlasses:001738A9																											
00174D2F	zzzClothes_CasualOutfit	Casual Outfit	0	10	0.100000	0													0																		0																												
00178B68	Clothes_Scientist_VariantWasteland	Lab Coat	0	10	0.100000	0													0																		2	AAClothesVTScientistWasteland:00178B67	NakedHands:00000D6C																										
00179F7A	SupermutantBlindfold	Watcher's Bandage	0	8	0.500000	0													0																		1	AASupermutantBlindfold:00179F79																											
001828CC	ATX_Clothes_Unstoppables_GrognakCostume	Grognak Costume	0	0	0.100000	0													0																		2	AAClothesGrognakCostume:001828CB	AAGrognakGloves:001FA2A0																										
00184C4E	SkinAlien		0	0	0.000000	0													0																		2	AlienAA:00184C4F	AlienGlassAA:003DEB61																										
001852A7	SkinBrahminPackFootsteps		0	0	0.000000	0													0																		1	BrahminPackFootstep:001852A1																											
0018BB55	SkinTurretMountedClean		0	0	0.000000	0													0																		1	TurretMountedCleanAA:0018BB54																											
0018E3F7	Armor_RaiderMod_Underarmor_RaiderLeathers	Raider Leathers	0	20	0.500000	0													2	ap_armor_Lining:No Misc	ap_underarmor_style:Style																1	AA_UnderArmor_RaiderMod:0018E3F6																											
0018E40D	Armor_RaiderMod_LegRight	Raider Right Leg	0	34	0.540000	100	0	CT_Player_Armor_Universal_Tier06	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier06	0	CT_Player_Armor_Universal_Tier07	0	CT_Player_Armor_Universal_Tier04	0	CT_Player_Armor_Universal_Tier12	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	6	AA_RaiderMod_RLegLite:0018E40C	AA_RaiderMod_RLegMed:0018E404	AA_RaiderMod_RLegHvy:0018E3FE	AA_RaiderMod2_RLegHvy0:001E09EA	AA_RaiderMod2_RLegHvy1:001E09EB	AA_RaiderMod2_RLegHvy2:001E09EC																						
0018E40F	Armor_RaiderMod_LegLeft	Raider Left Leg	0	34	0.500000	100	0	CT_Player_Armor_Universal_Tier06	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier06	0	CT_Player_Armor_Universal_Tier07	0	CT_Player_Armor_Universal_Tier04	0	CT_Player_Armor_Universal_Tier11	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	6	AA_RaiderMod_LLegLite:0018E40E	AA_RaiderMod_LLegMed:0018E402	AA_RaiderMod_LLegHvy:0018E400	AA_RaiderMod2_LLegHvy0:001E09E6	AA_RaiderMod2_LLegHvy1:001E09E7	AA_RaiderMod2_LLegHvy2:001E09E8																						
0018E411	Armor_RaiderMod_ArmLeft	Raider Left Arm	0	30	0.500000	100	0	CT_Player_Armor_Universal_Tier06	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier06	0	CT_Player_Armor_Universal_Tier07	0	CT_Player_Armor_Universal_Tier04	0	CT_Player_Armor_Universal_Tier11	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Raider_Min	ConditionDamageScaleFactor_Armor_Raider	Durability_Armor_Raider_Max	6	AA_RaiderMod_LArmLite:0018E410	AA_RaiderMod_LArmMed:0018E408	AA_RaiderMod_LArmHvy:0018E3FA	AA_RaiderMod2_LArmHvy0:001E09DE	AA_RaiderMod2_LArmHvy1:001E09DF	AA_RaiderMod2_LArmHvy2:001E09E0																						
