FormID	EDID	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52	Cond53	Cond54	Cond55	Cond56	Cond57	Cond58	Cond59	Cond60	Cond61	Cond62	Cond63	Cond64	Cond65	Cond66	Cond67	Cond68	Cond69	Cond70	Cond71	Cond72	Cond73	Cond74	Cond75	Cond76	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132	Ref133	Ref134	Ref135	Ref136	Ref137	Ref138	Ref139	Ref140	Ref141	Ref142	Ref143	Ref144	Ref145	Ref146	Ref147	Ref148	Ref149	Ref150	Ref151	Ref152	Ref153	Ref154	Ref155	Ref156	Ref157	Ref158	Ref159	Ref160	Ref161	Ref162	Ref163	Ref164	Ref165	Ref166	Ref167	Ref168	Ref169	Ref170	Ref171	Ref172	Ref173	Ref174	Ref175	Ref176	Ref177	Ref178	Ref179	Ref180	Ref181	Ref182	Ref183	Ref184	Ref185	Ref186	Ref187	Ref188	Ref189	Ref190	Ref191	Ref192	Ref193	Ref194	Ref195	Ref196	Ref197	Ref198	Ref199	Ref200	Ref201	Ref202	Ref203	Ref204	Ref205	Ref206	Ref207	Ref208	Ref209	Ref210	Ref211	Ref212	Ref213	Ref214	Ref215	Ref216	Ref217	Ref218	Ref219	Ref220	Ref221	Ref222	Ref223	Ref224	Ref225	Ref226	Ref227	Ref228	Ref229	Ref230	Ref231	Ref232	Ref233	Ref234	Ref235	Ref236	Ref237	Ref238	Ref239	Ref240	Ref241	Ref242	Ref243	Ref244	Ref245	Ref246	Ref247	Ref248	Ref249	Ref250	Ref251	Ref252	Ref253	Ref254	Ref255	Ref256	Ref257	Ref258	Ref259	Ref260	Ref261	Ref262	Ref263
00571F61	COMP_Cond_RQ_Location_in_USSAThemedLocations_Astronaut	7	10010000|1.000000|LocationHasKeyword|00 00 00|14 00|LocThemeMedical [KYWD:004E856A]|00 00 00 00|0|-1|Subject|	10010000|1.000000|LocationHasKeyword|00 00 00|14 00|LocThemeMilitary [KYWD:004E855F]|00 00 00 00|0|-1|Subject|	10010000|1.000000|LocationHasKeyword|00 00 00|14 00|LocThemeRobCo [KYWD:004E8567]|00 00 00 00|0|-1|Subject|	10010000|1.000000|LocationHasKeyword|00 00 00|14 00|LocThemeVaultTec [KYWD:004E8566]|00 00 00 00|0|-1|Subject|	10010000|1.000000|LocationHasKeyword|00 00 00|14 00|DungeonTypeMedicalFacility [KYWD:0055C6A4]|00 00 00 00|0|-1|Subject|	10010000|1.000000|LocationHasKeyword|00 00 00|14 00|DungeonTypeTrainyard [KYWD:0055C6A5]|00 00 00 00|0|-1|Subject|	10010000|1.000000|LocationHasKeyword|00 00 00|14 00|DungeonTypeFactory [KYWD:0055C6A3]|00 00 00 00|0|-1|Subject|																																																																						17	00559350:COMP_RQ_Fetch_SpecificAliases_Astronaut_002_BringHomeTheBeacon:QUST	00571F06:COMP_RQ_Fetch_SpecificAliases_Astronaut_013_BrazenBull:QUST	00571F07:COMP_RQ_Fetch_SpecificAliases_Astronaut_009_ContractuallyObfuscated:QUST	00571F0A:COMP_RQ_Fetch_SpecificAliases_Astronaut_006_HeavyEyes:QUST	00571F0B:COMP_RQ_Fetch_SpecificAliases_Astronaut_008_PrivacyViolation:QUST	00571F0C:COMP_RQ_Fetch_SpecificAliases_Astronaut_011_PastExpiration:QUST	00572C0D:COMP_RQ_Kill_SpecificAliases_Astronaut_012_NoBrainer:QUST	0058CE9A:OLD_COMP_RQ_Fetch_SpecificAliases_Astronaut_RETIRED_003B:QUST	0058CE9B:OLD_COMP_RQ_Fetch_SpecificAliases_Astronaut_RETIRED_003:QUST	0059C2A6:COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_024_EncryptedData_in_USSA:QUST	0059C2BF:COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_001_LegendaryWeaponOrArmor_in_USSA:QUST	0059C2C4:COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_000_DamagedDevice_in_USSA:QUST	0059C2C9:COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_011_DeepSleepModule_in_USSA:QUST	0059C2CA:COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_027_VisualSensoryRelay_in_Compounds:QUST	0059D140:COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_018_DataRecorder_in_USSA:QUST	0059D142:COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_012_SatellitePiece_in_USSA:QUST	0059D144:COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_006_Schematics_in_USSA:QUST																																																																																																																																																																																																																																																						
0057209C	COMP_Cond_ActiveQuestTargetActor_MoleMiner	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_MoleMiner [GLOB:0055DA16]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00572026:QuestTargetActor_MoleMiner--ALLY_RaiderPunk:INFO	00582534:QuestTargetActor_MoleMiner--COMP_DUPLICATE000:INFO	00582648:QuestTargetActor_MoleMiner--COMP_Wanderer:INFO	0058285D:QuestTargetActor_MoleMiner--COMP_:INFO	00582C57:QuestTargetActor_MoleMiner--COMP_Beckett:INFO	00582DBF:QuestTargetActor_MoleMiner--COMP_DUPLICATE001:INFO	00583A05:QuestTargetActor_MoleMiner--COMP_DUPLICATE002:INFO	0059FBB6:QuestTargetActor_MoleMiner--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720B3	COMP_Cond_ActiveQuestTargetActor_Wolf	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Wolf [GLOB:0055DA2B]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00572082:QuestTargetActor_Wolf--ALLY_RaiderPunk:INFO	00582598:QuestTargetActor_Wolf--COMP_DUPLICATE000:INFO	005826A4:QuestTargetActor_Wolf--COMP_Wanderer:INFO	005828C1:QuestTargetActor_Wolf--COMP_:INFO	00582CB7:QuestTargetActor_Wolf--COMP_Beckett:INFO	00582E23:QuestTargetActor_Wolf--COMP_DUPLICATE001:INFO	00583A69:QuestTargetActor_Wolf--COMP_DUPLICATE002:INFO	0059FB6E:QuestTargetActor_Wolf--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
00572095	COMP_Cond_ActiveQuestTargetActor_Grafton	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Grafton [GLOB:0055DA0F]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	0057200A:QuestTargetActor_GraftonMonster--ALLY_RaiderPunk:INFO	00582518:QuestTargetActor_GraftonMonster--COMP_DUPLICATE000:INFO	0058262C:QuestTargetActor_GraftonMonster--COMP_Wanderer:INFO	00582841:QuestTargetActor_GraftonMonster--COMP_:INFO	00582C3B:QuestTargetActor_GraftonMonster--COMP_Beckett:INFO	00582DA3:QuestTargetActor_GraftonMonster--COMP_DUPLICATE001:INFO	005839E9:QuestTargetActor_GraftonMonster--COMP_DUPLICATE002:INFO	0059FB9A:QuestTargetActor_GraftonMonster--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720A5	COMP_Cond_ActiveQuestTargetActor_Robobrain	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Robobrain [GLOB:0055DA1F]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	0057204A:QuestTargetActor_Robobrain--ALLY_RaiderPunk:INFO	0058255C:QuestTargetActor_Robobrain--COMP_DUPLICATE000:INFO	0058266C:QuestTargetActor_Robobrain--COMP_Wanderer:INFO	00582885:QuestTargetActor_Robobrain--COMP_:INFO	00582C7F:QuestTargetActor_Robobrain--COMP_Beckett:INFO	00582DE7:QuestTargetActor_Robobrain--COMP_DUPLICATE001:INFO	00583A2D:QuestTargetActor_Robobrain--COMP_DUPLICATE002:INFO	0059FBDE:QuestTargetActor_Robobrain--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720B0	COMP_Cond_ActiveQuestTargetActor_Tick	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Tick [GLOB:0055DA28]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00572076:QuestTargetActor_Tick--ALLY_RaiderPunk:INFO	00582588:QuestTargetActor_Tick--COMP_DUPLICATE000:INFO	00582698:QuestTargetActor_Tick--COMP_Wanderer:INFO	005828B1:QuestTargetActor_Tick--COMP_:INFO	00582CAB:QuestTargetActor_Tick--COMP_Beckett:INFO	00582E13:QuestTargetActor_Tick--COMP_DUPLICATE001:INFO	00583A59:QuestTargetActor_Tick--COMP_DUPLICATE002:INFO	0059FC06:QuestTargetActor_Tick--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
0057208E	COMP_Cond_ActiveQuestTargetActor_Bloatfly	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Bloatfly [GLOB:0055DA09]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00571FEE:QuestTargetActor_Bloatfly--ALLY_RaiderPunk:INFO	005824F8:QuestTargetActor_Bloatfly--COMP_DUPLICATE000:INFO	00582610:QuestTargetActor_Bloatfly--COMP_Wanderer:INFO	00582821:QuestTargetActor_Bloatfly--COMP_:INFO	00582C1B:QuestTargetActor_Bloatfly--COMP_Beckett:INFO	00582D83:QuestTargetActor_Bloatfly--COMP_DUPLICATE001:INFO	005839C9:QuestTargetActor_Bloatfly--ALLY_Hunter:INFO	0059FB6A:QuestTargetActor_Bloatfly--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
0057209F	COMP_Cond_ActiveQuestTargetActor_Mutations	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Mutations [GLOB:0055DA19]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00572032:QuestTargetActor_Mutation--ALLY_RaiderPunk:INFO	00582544:QuestTargetActor_Mutation--COMP_DUPLICATE000:INFO	00582654:QuestTargetActor_Mutation--COMP_Wanderer:INFO	0058286D:QuestTargetActor_Mutation--COMP_:INFO	00582C67:QuestTargetActor_Mutation--COMP_Beckett:INFO	00582DCF:QuestTargetActor_Mutation--COMP_DUPLICATE001:INFO	00583A15:QuestTargetActor_Mutation--COMP_DUPLICATE002:INFO	0059FBC2:QuestTargetActor_Mutation--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
00572098	COMP_Cond_ActiveQuestTargetActor_Insects	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Insects [GLOB:0055DA12]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00572016:QuestTargetActor_Insect--ALLY_RaiderPunk:INFO	00582524:QuestTargetActor_Insect--COMP_DUPLICATE000:INFO	00582638:QuestTargetActor_Insect--COMP_Wanderer:INFO	0058284D:QuestTargetActor_Insect--COMP_:INFO	00582C47:QuestTargetActor_GiantInsect--COMP_Beckett:INFO	00582DAF:QuestTargetActor_Insect--COMP_DUPLICATE001:INFO	005839F5:QuestTargetActor_Insect--COMP_DUPLICATE002:INFO	0059FBA6:QuestTargetActor_Insect--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
00572099	COMP_Cond_ActiveQuestTargetActor_Liberators	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Liberators [GLOB:0055DA13]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	0057201A:QuestTargetActor_Liberator--ALLY_RaiderPunk:INFO	00582528:QuestTargetActor_Liberator--COMP_DUPLICATE000:INFO	0058263C:QuestTargetActor_Liberator--COMP_Wanderer:INFO	00582851:QuestTargetActor_Liberator--COMP_:INFO	00582C4B:QuestTargetActor_Liberator--COMP_Beckett:INFO	00582DB3:QuestTargetActor_Liberator--COMP_DUPLICATE001:INFO	005839F9:QuestTargetActor_Liberator--COMP_DUPLICATE002:INFO	0059FBAA:QuestTargetActor_Liberator--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720B2	COMP_Cond_ActiveQuestTargetActor_ViciousDog	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_ViciousDog [GLOB:0055DA2A]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	0057207E:QuestTargetActor_ViciousDog--ALLY_RaiderPunk:INFO	00582590:QuestTargetActor_ViciousDog--COMP_DUPLICATE000:INFO	005826A0:QuestTargetActor_ViciousDog--COMP_Wanderer:INFO	005828B9:QuestTargetActor_ViciousDog--COMP_:INFO	00582CB3:QuestTargetActor_ViciousDog--COMP_Beckett:INFO	00582E1B:QuestTargetActor_ViciousDog--COMP_DUPLICATE001:INFO	00583A61:QuestTargetActor_ViciousDog--COMP_DUPLICATE002:INFO	0059FC0E:QuestTargetActor_ViciousDog--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
0057208D	COMP_Cond_ActiveQuestTargetActor_Assaultron	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Assaultron [GLOB:0055DA08]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00571FEA:QuestTargetActor_Assaultron--ALLY_RaiderPunk:INFO	005824F4:QuestTargetActor_Assaultron--COMP_DUPLICATE000:INFO	0058260C:QuestTargetActor_Assaultron--COMP_Wanderer:INFO	0058281D:QuestTargetActor_Assaultron--COMP_:INFO	00582C17:QuestTargetActor_Assaultron--COMP_Beckett:INFO	00582D7F:QuestTargetActor_Assaultron--COMP_DUPLICATE001:INFO	005839C5:QuestTargetActor_Assaultron--ALLY_Hunter:INFO	0059FB66:QuestTargetActor_Assaultron--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
00572090	COMP_Cond_ActiveQuestTargetActor_CaveCricket	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_CaveCricket [GLOB:0055DA0B]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00571FF6:QuestTargetActor_CaveCricket--ALLY_RaiderPunk:INFO	00582504:QuestTargetActor_CaveCricket--COMP_DUPLICATE000:INFO	00582618:QuestTargetActor_CaveCricket--COMP_Wanderer:INFO	0058282D:QuestTargetActor_CaveCricket--COMP_:INFO	00582C27:QuestTargetActor_CaveCricket--COMP_Beckett:INFO	00582D8F:QuestTargetActor_CaveCricket--COMP_DUPLICATE001:INFO	005839D5:QuestTargetActor_CaveCricket--COMP_DUPLICATE002:INFO	0059FB82:QuestTargetActor_CaveCricket--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
0057208A	COMP_Cond_ActiveQuestEnemy_SnallyGaster	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_SnallyGaster [GLOB:00571CCA]|GetValue|00 00 00|14 00|COMP_QuestEnemy [AVIF:00555482]|00 00 00 00|0|-1|Subject|																																																																											6	00571FDA:QuestEnemy_SnallyGaster--COMP_RaiderPunk:INFO	0058279C:QuestEnemy_SnallyGaster--COMP_DUPLICATE001:INFO	00582961:QuestEnemy_SnallyGaster--COMP_DUPLICATE000:INFO	00582D4B:QuestEnemy_SnallyGaster--COMP_:INFO	00583B62:QuestEnemy_SnallyGaster--COMP_DUPLICATE002:INFO	0059FB56:COMP_Astronaut_Camp_QuestEnemy_Snallygaster:INFO																																																																																																																																																																																																																																																																	
005720A7	COMP_Cond_ActiveQuestTargetActor_Robots	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Robots [GLOB:0055DA21]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	0057204E:QuestTargetActor_Robot--ALLY_RaiderPunk:INFO	00582560:QuestTargetActor_Robot--COMP_DUPLICATE000:INFO	00582670:QuestTargetActor_Robot--COMP_Wanderer:INFO	00582889:QuestTargetActor_Robot--COMP_:INFO	00582C83:QuestTargetActor_Robot--COMP_Beckett:INFO	00582DEB:QuestTargetActor_Robot--COMP_DUPLICATE001:INFO	00583A31:QuestTargetActor_Robot--COMP_DUPLICATE002:INFO	0059FBE2:QuestTargetActor_Robot--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720B9	COMP_Cond_ActiveQuestTargetActor_Scorchbeast	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Scorchbeast [GLOB:005720B7]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00572052:QuestTargetActor_Scorchbeast--ALLY_RaiderPunk:INFO	00582564:QuestTargetActor_Scorchbeast--COMP_DUPLICATE000:INFO	00582674:QuestTargetActor_Scorchbeast--COMP_Wanderer:INFO	0058288D:QuestTargetActor_Scorchbeast--COMP_:INFO	00582C87:QuestTargetActor_Scorchbeast--COMP_Beckett:INFO	00582DEF:QuestTargetActor_Scorchbeast--COMP_DUPLICATE001:INFO	00583A35:QuestTargetActor_Scorchbeast--COMP_DUPLICATE002:INFO	0059FBE6:QuestTargetActor_Scorchbeast--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
00572096	COMP_Cond_ActiveQuestTargetActor_Gulper	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Gulper [GLOB:0055DA10]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	0057200E:QuestTargetActor_Gulper--ALLY_RaiderPunk:INFO	0058251C:QuestTargetActor_Gulper--COMP_DUPLICATE000:INFO	00582630:QuestTargetActor_Gulper--COMP_Wanderer:INFO	00582845:QuestTargetActor_Gulper--COMP_:INFO	00582C3F:QuestTargetActor_Gulper--COMP_Beckett:INFO	00582DA7:QuestTargetActor_Gulper--COMP_DUPLICATE001:INFO	005839ED:QuestTargetActor_Gulper--COMP_DUPLICATE002:INFO	0059FB9E:QuestTargetActor_Gulper--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720AB	COMP_Cond_ActiveQuestTargetActor_Sheepsquatch	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Sheepsquatch [GLOB:0055DA25]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00572062:QuestTargetActor_Sheepsquatch--ALLY_RaiderPunk:INFO	00582574:QuestTargetActor_Sheepsquatch--COMP_DUPLICATE000:INFO	00582684:QuestTargetActor_Sheepsquatch--COMP_Wanderer:INFO	0058289D:QuestTargetActor_Sheepsquatch--COMP_:INFO	00582C97:QuestTargetActor_Sheepsquatch--COMP_Beckett:INFO	00582DFF:QuestTargetActor_Sheepsquatch--COMP_DUPLICATE001:INFO	00583A45:QuestTargetActor_Sheepsquatch--COMP_DUPLICATE002:INFO	0059FBF2:QuestTargetActor_Sheepsquatch--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720A1	COMP_Cond_ActiveQuestTargetActor_RadAnt	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_RadAnt [GLOB:0055DA1B]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	0057203A:QuestTargetActor_RadAnt--ALLY_RaiderPunk:INFO	0058254C:QuestTargetActor_RadAnt--COMP_DUPLICATE000:INFO	0058265C:QuestTargetActor_RadAnt--COMP_Wanderer:INFO	00582875:QuestTargetActor_RadAnt--COMP_:INFO	00582C6F:QuestTargetActor_RadAnt--COMP_Beckett:INFO	00582DD7:QuestTargetActor_RadAnt--COMP_DUPLICATE001:INFO	00583A1D:QuestTargetActor_RadAnt--COMP_DUPLICATE002:INFO	0059FBCA:QuestTargetActor_RadAnt--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720B6	COMP_Cond_ActiveQuestTargetActor__IsAPerson	3	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10010100|COMP_Enum_QuestEnemy_Raider [GLOB:0055DA1D]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|	10010100|COMP_Enum_QuestEnemy_BloodEagle [GLOB:00582E2F]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																										9	00571FDE:QuestType_KillPerson--ALLY_RaiderPunk:INFO	005727C0:QuestTargetActor_Rescue--ALLY_RaiderPunk:INFO	0058226A:QuestType_KillPerson--COMP_:INFO	005822D4:QuestType_KillPerson--COMP_Wanderer:INFO	005823FD:QuestType_KillPerson--COMP_DUPLICATE000:INFO	00582497:QuestType_KillPerson--COMP_Beckett:INFO	00582AF3:QuestType_KillPerson--COMP_DUPLICATE001:INFO	005839AD:QuestType_KillPerson--COMP_DUPLICATE002:INFO	0059FB35:QuestTargetActor_Rescue--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																														
0057208F	COMP_Cond_ActiveQuestTargetActor_Bloodbug	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_Bloodbug [GLOB:0055DA0A]|GetValue|00 00 00|14 00|COMP_QuestTargetActor [AVIF:00571CCC]|00 00 00 00|0|-1|Subject|																																																																											8	00571FF2:QuestTargetActor_Bloodbug--ALLY_RaiderPunk:INFO	005824FC:QuestTargetActor_Bloodbug--COMP_DUPLICATE000:INFO	00582614:QuestTargetActor_Bloodbug--COMP_Wanderer:INFO	00582825:QuestTargetActor_Bloodbug--COMP_:INFO	00582C1F:QuestTargetActor_Bloodbug--COMP_Beckett:INFO	00582D87:QuestTargetActor_Bloodbug--COMP_DUPLICATE001:INFO	005839CD:QuestTargetActor_Bloodbug--COMP_DUPLICATE002:INFO	0059FB7A:QuestTargetActor_Bloodbug--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
005720B4	COMP_Cond_ActiveQuestTargetActor_YaoGuai	2	10000000|1.000000|HasKeyword|00 00 00|14 00|COMP_HasActiveRadiantQuest [KYWD:00553B1E]|00 00 00 00|0|-1|Subject|	10000100|COMP_Enum_QuestEnemy_YaoGuai [GLOB:0055DA2C]|GetValue|00 00 00|14 00|COMP_QuestStage [AVIF:00562BB0]|00 00 00 00|0|-1|Subject|																																																																											8	00572086:QuestTargetActor_YaoGuai--ALLY_RaiderPunk:INFO	0058259C:QuestTargetActor_YaoGuai--COMP_DUPLICATE000:INFO	005826A8:QuestTargetActor_YaoGuai--COMP_Wanderer:INFO	005828C5:QuestTargetActor_YaoGuai--COMP_:INFO	00582CBB:QuestTargetActor_YaoGuai--COMP_Beckett:INFO	00582E27:QuestTargetActor_YaoGuai--COMP_DUPLICATE001:INFO	00583A6D:QuestTargetActor_YaoGuai--COMP_DUPLICATE002:INFO	0059FB72:QuestTargetActor_YaoGuai--ALLY_Astronaut:INFO																																																																																																																																																																																																																																																															
