FormID	EDID	FULL	DESC	Weight	Value	DNAM	Keywords_Flat	KeywordCount	ENIT_Value	ENIT_Flags	ENIT_Addiction_FormID	ENIT_Addiction_EDID	ENIT_Addiction_FULL	ENIT_AddictionChance	ENIT_ConsumeSound_FormID	ENIT_ConsumeSound_EDID	ENIT_ConsumeSound_FULL	ENIT_HealthCurve_FormID	ENIT_HealthCurve_EDID	ENIT_HealthCurve_FULL
0032CBD5	v96_Metabolux	Metabolux Syringe	Will reduce metabolic functions of fauna with a specific genotype to near death.		39			0	39	10011				0.000000						
00343776	FF06_Feed_CannedMeatTastyStew	Canned Meat Stew	Gain +5% XP for 1 hour.		22			0	22	11011				0.000000						
0034ADA3	MTR04_Candy	Cotton Candy Bites			7			0	7	10011				0.000000						
0034ADA4	MTR04_Gumdrops	Gum Drops			5			0	5	11011				0.000000						
00359691	zzz_Babylon_SuperStimpak	Stimpak Extra	Restores health with an initial burst followed by a slower rate of healing.		48			0	48	10000000000000001				0.000000						
00359692	zzz_Babylon_StimpakDiluted	Expired Stimpak	Restores health with an initial burst followed by a slower rate of healing.		48			0	48	10000000000000001				0.000000						
003596A5	zzz_Babylon_Stimpak	Stimpak	Restores health with an initial burst followed by a slower rate of healing.		48			0	48	10000000000000001				0.000000						
003657E1	GlowingMeat	Glowing Meat			25			0	25	11				0.000000						
00366F95	CorpseFlowerStamenFruit	Corpse Flower Stamen			8			0	8	11				0.000000						
0036899A	PumpkinPieTasty	Pumpkin Pie			11			0	11	11011				0.000000						
003787C4	FirecapCookedSoup	Firecap Soup			5			0	5	11011				0.000000						
003787C7	FirecapVegetableTastySouffle	Firecap Tasty Souffle			22			0	22	11011				0.000000						
0037D291	zzz_RadX_Babylon	Rad-X	+750 Rad Resist for 3 minutes.		40			0	40	1001				0.000000						
0037D292	zzz_Fury_Babylon	Fury	+50% Melee Weapon Damage and  Increased Damage Resist for 90 seconds.		70			0	70	1101				0.150000						
0037D293	zzz_MedX_Babylon	Med-X	Increase Damage Resist for 1.5 minutes.		50			0	50	1101				0.100000						
0037D295	zzz_Overdrive_Babylon	Overdrive	+25% Damage for 1 minute.		55			0	55	1101				0.150000						
0037D296	zzz_Psycho_Babylon	Psycho	+25% Damage and Increased Damage Resist for 1 minute.		50	all Psycho chems		0	50	1101				0.100000						
0037D297	zzz_Psychobuff_Babylon	Psychobuff	+10% Damage, +3 Strength, +3 Endurance and +65 max Health for 3 minutes.		70	all Psycho chems		0	70	1101				0.150000						
0037D298	zzz_Psychotats_Babylon	Psychotats	+10% Damage & +50 Damage Resist for 3 minutes.		70	all Psycho chems		0	70	1101				0.150000						
0037D299	zzz_RadAway_Babylon	RadAway	Removes 600 Rads		80			0	80	10000000000000001				0.000000						
0037D29A	zzz_RadAwayDiluted_Babylon	Diluted RadAway	Removes 150 Rads.		80			0	80	10000000000000001				0.000000						
0037E0BF	PerkBubblegumGrape	Grape Perk Bubblegum	5% slower hunger & thirst for 2m		5			0	5	11011				0.000000						
0037E0C0	PerkBubblegumStrawberry	Strawberry Perk Bubblegum	5% slower hunger & thirst for 2m		5			0	5	11011				0.000000						
0037E0C1	PerkBubblegumWatermelon	Watermelon Perk Bubblegum	5% slower hunger & thirst for 2m		5			0	5	11011				0.000000						
0037E0C2	PerkBubblegumCola	Cola Perk Bubblegum	5% slower hunger & thirst for 2m		5			0	5	11011				0.000000						
0037E0C3	SurvivalistSeafood	Imitation Seafood			14			0	14	11011				0.000000						
0037E0C4	SurvivalistCoffee	Canned Coffee	+12 AP regeneration for 25 seconds.		14			0	14	11011				0.000000						
0037E0C5	SurvivalistVegHam	Vegetarian Ham			14			0	14	11011				0.000000						
0037E0C6	SurvivalistRiceAndBeans	Cajun Rice & Beans			14			0	14	11011				0.000000						
0037E133	SpoiledFood_Meat	Spoiled Meat			0			0	0	11				0.000000						
0037E134	SpoiledFood_Vegetable	Spoiled Vegetables			0			0	0	11				0.000000						
0037E135	SpoiledFood_Fruit	Spoiled Fruit			0			0	0	11				0.000000						
0037FE9B	BloodpackIrradiated	Irradiated Blood Pack	+75 Rad Resist for 10 minutes.		30			0	30	10011000000000001				0.000000						
00384D8C	StarlightBerries	Starlight Berries			8			0	8	11				0.000000						
0038E046	test_SURV_TestDiseaseChanceFood_Low	_Disease Chance Food 1 - Low			0			0	0	0000000000000000000000000000000000000000000000000000000000000000				0.000000						
0038E047	test_SURV_TestDiseaseChanceFood_Medium	_Disease Chance Food 2 - Medium			0			0	0	0000000000000000000000000000000000000000000000000000000000000000				0.000000						
0038E048	test_SURV_TestDiseaseChanceFood_High	_Disease Chance Food 3 - High			0			0	0	0000000000000000000000000000000000000000000000000000000000000000				0.000000						
0038E049	test_SURV_TestDiseaseChanceFood_VeryHigh	_Disease Chance Food 4 - Very High			0			0	0	0000000000000000000000000000000000000000000000000000000000000000				0.000000						
003A2020	SweetLabradorTea_RSVP02	Sweet Labrador Tea			6			0	6	11011				0.000000						
003A2026	GrannysTea_RSVP02	Granny's Tea			6			0	6	11011				0.000000						
003AC391	StealthBoy_MarkIII	Stealth Boy Mark III	Invisible for 90 seconds.		100			0	100	10011000000000001				0.000000						
003B5FC9	Brew_BlackwaterBrew	Blackwater Brew			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003B5FCA	Brew_NewRiverRedAle	New River Red Ale			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003B5FCB	Brew_OakHollerLager	Oak Holler Lager			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003B5FCC	Brew_OldPossum	Old Possum			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003B5FCD	Brew_PickAxePilsner	Pickaxe Pilsner			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003B9424	GlowingMeatCooked	Glowing Meat Steak			42			0	42	11011				0.000000						
003BDB74	PerkBubblegum	Perk Bubblegum	5% slower hunger & thirst for 2m		5			0	5	11011				0.000000						
003C2E07	WaterNuclearWaste	Nuclear Wastewater			0	¾		0	0	11				0.000000						
003C51DF	SnaptailReedVegetable	Snaptail Reed			5			0	5	11				0.000000						
003C51E0	ToxicSootFlowerHerb	Toxic Soot Flower			5			0	5	11				0.000000						
003C60D1	BloatflyMeatTasty	Bloatfly Loaf			15			0	15	11011				0.000000						
003C60D5	DogMeatTasty	Dog Meat Steak			12			0	12	11011				0.000000						
003C60D7	BloodbugMeatTasty	Bloodbug Pepper Steak			24			0	24	11011				0.000000						
003C60DD	MirelurkSoftshellMeatTasty	Mirelurk Softshell Cake			33			0	33	11011				0.000000						
003C60DF	MutantHoundMeatTastyStew	Tasty Mutant Hound Stew			28			0	28	11011				0.000000						
003C60E3	TatoVegetableTastyStew	Sweet Tato Stew			22			0	22	11011				0.000000						
003C60E6	GlowingFungusVegetableTastySoup	Glowing Fungus Puree			22			0	22	11011				0.000000						
003C60E9	SiltBeanVegetableTastySoup	Silt Bean Puree			22			0	22	11011				0.000000						
003C60EE	MutfruitFruitTastyTea	Sweet Mutfruit Tea			14			0	14	11011				0.000000						
003C60F1	BloodLeafHerbTastyTea	Infused Bloodleaf Tea			12			0	12	11011				0.000000						
003C60F4	SootFlowerHerbTastyTea	Infused Soot Flower Tea			12			0	12	11011				0.000000						
003C96D7	CharGen_BlamcoMacAndCheese_NoName				15			0	15	1				0.000000						
003C96D8	CharGen_FancyLadsSnackCakes_NoName				18			0	18	11				0.000000						
003C96D9	CharGen_RadScorpionEgg_NoName				65			0	65	11				0.000000						
003C96DA	CharGen_RadscorpionMeat_NoName				65			0	65	1				0.000000						
003C96DB	CharGen_SugarBombs_NoName				14			0	14	11				0.000000						
003C9B97	SURV_Innoculation_Scorched	Scorched Fever Innoculation	Cures and immunizes to Scorched Fever		0			0	0	00000000000000001				0.000000						
003CD0E7	CornPoneCooked_RSVP02	Corn Pone			6			0	6	11011				0.000000						
003D0829	MTNZ03_FormulaB	Formula B	+3 Strength, +3 Perception, +3 Endurance, +3 Agility, and +65 max Health for 10 minutes.		50	all Buffout chems		0	50	11011	0004BAE0	AbAddictionBuffout	Buffout Addiction	0.150000						
003D082A	FloraSpecimen_Failed	Inert Flux			0			0	0	10011				0.000000						
003D5F2D	CranberryCookedCobbler	Cranberry Cobbler			5			0	5	11011				0.000000						
003D5F2F	CranberryTastyJam	Cranberry Jam			12			0	12	11011				0.000000						
003D5F32	CranberryTastyRelish	Cranberry Relish			12			0	12	11011				0.000000						
003D5F35	SwampPlantTastyTofuSoup	Swamp Tofu Soup			22			0	22	11011				0.000000						
003D5F37	VenisonWithStarlightBerriesGourmet	Seared Venison With Berries			31			0	31	11011				0.000000						
003D5F3B	MirelurkAndBloodleafGourmet	Mirelurk Cake With Bloodleaf Aioli	Breathe underwater for 1 hour and 30 minutes.		47			0	47	11011				0.000000						
003D5F3E	BlackberryHoneyCrispGourmet	Blackberry Honey Crisp			23			0	23	11011				0.000000						
003D5F41	SmokedMirelurkGourmet	Smoked Mirelurk Fillets	Breathe underwater for 1 hour and 30 minutes.		47			0	47	11011				0.000000						
003D7494	TickBlood	Tick Blood			7			0	7	11011				0.000000						
003D7496	SwampPlantVegetable	Swamp Plant			12			0	12	11				0.000000						
003D7497	StingwingMeatTastyStew	Stingwing Stew			20			0	20	11011				0.000000						
003D7498	RadscorpionMeatTasty	Radscorpion Fillet			20			0	20	11011				0.000000						
003D7499	RadToadLegTasty	Fried Radtoad Legs			12			0	12	11011				0.000000						
003D749A	HoneyBeastRoyalJellyCooked	Royal Jelly Taffy			39			0	39	10011000000000001				0.000000						
003D749C	MegaslothMeatTasty	Megasloth Tenderloin			61			0	61	11011				0.000000						
003D749D	MirelurkQueenMeatTasty	Aged Mirelurk Queen Steak			44			0	44	11011				0.000000						
003D749E	ScorchBeastTastyStew	Scorchbeast Mixed Meat Stew			66			0	66	11				0.000000						
003D74AD	BloodLeafHerbCookedTea	Simple Bloodleaf Tea			5			0	5	11011				0.000000						
003D7878	SootFlowerHerbCookedTea	Simple Soot Flower Tea			5			0	5	11011				0.000000						
003D787A	StarlightBerryCookedCobbler	Starlight Berry Cobbler			8			0	8	11011				0.000000						
003D787C	FernFlowerHerbCookedTea	Simple Fern Flower Tea			5			0	5	11011				0.000000						
003D787E	ToxicSootFlowerHerbCookedPaste	Soot Flower Herb Paste			6			0	6	11011				0.000000						
003D7881	AsterHerbCookedTea	Simple Aster Tea			5			0	5	11011				0.000000						
003D7883	CarrotFlowerHerbCookedNectar	Carrot Flower Nectar			5			0	5	11011				0.000000						
003D7885	AshRoseHerbCookedTea	Simple Ash Rose Tea			5			0	5	11011				0.000000						
003D7887	SwampPlantCookedTofu	Swamp Tofu			12			0	12	11011				0.000000						
003DB3E7	AppalachiliCooked_RSVP02	Appalachili			6			0	6	11011				0.000000						
003DDF34	zzz_BabylonGhostPotion	Ghost Mode	Invisible for 30 seconds unless broken by interaction.		100			0	100	10000000000000001				0.000000						
003DF247	SCORE_Lunchbox_Consumable	Lunchbox	Start the Party! Open near your friends, so everyone can enjoy!		100			0	100	10000000000000000001				0.000000						
003E08A8	SURV_DiseaseCure_HerbalMedicine	Disease Cure			20			0	20	10000000000000001				0.000000						
003E08A9	SURV_DiseaseCure_Antibiotics	Antibiotics	Cures disease and lowers disease chance 50%		40			0	40	10011000000000001				0.000000						
003E9FA4	FriedDeerskinsTasty_RSVP02	Fried Deerskins			11			0	11	11011				0.000000						
003E9FA5	MountainHocks_RSVP02	Mountain Hocks			6			0	6	11011				0.000000						
003E9FA6	Cramburger_RSVP02	Cramburger			6			0	6	11011				0.000000						
003EAA34	PotholePotpie_RSVP02	Pothole Potpie			6			0	6	11011				0.000000						
003EC2BC	Brew_LeadChampagneMimosa	Lead Champagne Mimosa	Increases falling speed, reduces radiation DMG.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC2BD	Brew_LeadChampagneBellini	Lead Champagne Bellini	Increases falling speed.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC2C1	Brew_FirecrackerWhiskeyManhattan	Firecracker Whiskey Manhattan	Ballistic and Melee Attacks deal fire DMG.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC2C4	Brew_FirecrackerWhiskeyOldFashioned	Firecracker Whiskey Old Fashioned	Melee Attacks trigger Self Immolation, damaging you and your attacker.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC2C7	Brew_TickBloodTequilaMargarita	Tick Blood Tequila Margarita	Melee attacks restore health but may infect you with a disease.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC2C8	Brew_TickBloodTequilaSunrise	Tick Blood Tequila Sunrise	Melee attacks replenish hunger but may infect you with a disease.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC3DF	Brew_RadAntLager	Rad Ant Lager	+50 Carry Weight for 2m. Causes hangover (-50 Carry Weight for 2m)		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC3E5	Brew_RadAntLagerFerm	Fermentable Rad Ant Lager	Ages into Rad Ant Lager.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC3E7	Brew_HighVoltageHefe	High Voltage Hefe	Improves energy weapon DMG 15%, but increases the condition cost 15% for 5 minutes.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC3ED	Brew_HighVoltageHefeFerm	Fermentable High Voltage Hefe	Ages into High Voltage Hefe.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003EC519	zzz_BabylonRevealEnemiesOnMapPotion	Reveal Enemies	Reveal enemies on the map.		100			0	100	10000000000000001				0.000000						
003EEA40	Cooking_Intestine	Intestine			8			0	8	11				0.000000						
003EEA41	Milk_Brahmin	Brahmin Milk	Removes 25 Rads. Decreases thirst and hunger.		15			0	15	11011				0.000000						
003EEA45	Sausage_Fasnacht	Fasnacht Sausage			12			0	12	11011				0.000000						
003EFC23	Pemmican	Pemmican			15			0	15	10011				0.000000						
003EFC59	zzzNewArktosPlant	New Arktos Plant			6			0	6	11				0.000000						
003F2DEA	Brew_CranberryMoonshineFerm	Fermentable Cranberry Moonshine	Ages into Cranberry Moonshine		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003F3053	Brew_DLC04_NukaCola_DarkFerm	Fermentable Nuka-Cola Dark	Ages into Nuka-Cola Dark		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003F3054	Brew_MountainHoneyMoonshineFerm	Fermentable Mountain Honey Moonshine	Ages into Mountain Honey Moonshine		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003F5C4D	Brew_WhiteRussian	White Russian	Reduces Limb DMG by 25%		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
003FFADB	KaleidoporeHerb	Kaleidopore Flower			6			0	6	11				0.000000						
0040A0B7	Milk_Brahmin_Spoiled	Spoiled Brahmin Milk			15			0	15	11				0.000000						
0040FC27	P01B_MysteryMeatPieTasty	Mystery Meat Pie			12			0	12	11011				0.000000						
00412186	GutShroomVegetable	Gut Shroom			6			0	6	11				0.000000						
0041557C	StimGas	Stimpak Diffuser	Restores health to you and your nearby teammates.		20			0	20	10011000000000001				0.000000						
00417A42	SFS09_FormulaP	Formula P	+5 Charisma, +3 Luck and improves gun accuracy for 5 minutes		80			0	80	11011	00421216	AbAddictionFormulaP	Formula P Addiction	0.150000						
00417A43	CUT_SFS09_FormulaQ	Formula Q	+5 Charisma, +3 Luck and improves gun accuracy for 5 minutes		80			0	80	11011				0.000000						
00424B6E	GutShroomVegetableCookedTea	Simple Gut Shroom Tea			5			0	5	11011				0.000000						
00424B70	GutShroomVegetableCookedSoup	Gut Shroom Soup			7			0	7	11011				0.000000						
0042526C	zzz_Brew_ToxicGinFerm	Fermentable Toxic Gin			5	Alcohol		0	5	10011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0042526D	zzz_Brew_ToxicGinFresh	Toxic Gin			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0042526E	zzz_Brew_ToxicGinVintage	Vintage Toxic Gin			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00425276	zzz_Brew_ToxicGinMartini	Toxic Gin Martini			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00425277	zzz_Brew_ToxicGinAndTonic	Toxic Gin and Tonic			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0042A519	PETS_PetFood_Plant1	Forrage Porridge			6			0	6	11011				0.000000						
0042A51A	PETS_PetFood_Meat1	Meat Treats			6			0	6	11011				0.000000						
0042A51C	PETS_PetFood_Plant2	Veggie Vittles			6			0	6	11011				0.000000						
0042A51D	PETS_PetFood_Plant3	Seed Feed			6			0	6	11011				0.000000						
0042A51E	PETS_PetFood_Meat2	Burger Bits			6			0	6	11011				0.000000						
0042A51F	PETS_PetFood_Meat3	Steak Sticks			6			0	6	11011				0.000000						
0042F5B0	W05_MQR_203P_WinnersCup	Winner's Cup	Awarded for winning in Sargento's Arena. Causes blackout		5			0	5	1101				0.000000						
0042FED2	BobbleHead_Leader_Potion	Bobblehead: Leader			100			0	100	10011				0.000000						
0042FED4	BobbleHead_LockPicking_Potion	Bobblehead: Lock Picking			100			0	100	10011				0.000000						
0042FED6	BobbleHead_Luck_Potion	Bobblehead: Luck			100			0	100	10011				0.000000						
0042FED8	BobbleHead_Medicine_Potion	Bobblehead: Medicine			100			0	100	10011				0.000000						
0042FEDA	BobbleHead_Melee_Potion	Bobblehead: Melee			100			0	100	10011				0.000000						
0042FEDC	BobbleHead_Perception_Potion	Bobblehead: Perception			100			0	100	10011				0.000000						
0042FEDE	BobbleHead_Repair_Potion	Bobblehead: Repair			100			0	100	10011				0.000000						
0042FEE0	BobbleHead_Science_Potion	Bobblehead: Science			100			0	100	10011				0.000000						
0042FEE2	BobbleHead_SmallGuns_Potion	Bobblehead: Small Guns			100			0	100	10011				0.000000						
0042FEE4	BobbleHead_Sneak_Potion	Bobblehead: Sneak			100			0	100	10011				0.000000						
0042FEE6	BobbleHead_Strength_Potion	Bobblehead: Strength			100			0	100	10011				0.000000						
0042FEE8	BobbleHead_Unarmed_Potion	Bobblehead: Unarmed			100			0	100	10011				0.000000						
0043037F	Magazine_AstonishingTales02_Potion	Tales from the West Virginia Hills 3			400			0	400	10011				0.000000						
00430382	Magazine_AstonishingTales03_Potion	Tales from the West Virginia Hills 4			400			0	400	10011				0.000000						
00430385	Magazine_AstonishingTales04_Potion	Tales from the West Virginia Hills 5			400			0	400	10011				0.000000						
00430388	Magazine_AstonishingTales05_Potion	Tales from the West Virginia Hills 1			400			0	400	10011				0.000000						
0043038B	Magazine_AwesomeTales01_Potion	Astoundingly Awesome Tales 1			0			0	0	10011				0.000000						
0043038E	Magazine_AwesomeTales02_Potion	Astoundingly Awesome Tales 2			0			0	0	10011				0.000000						
00430391	Magazine_AwesomeTales03_Potion	Astoundingly Awesome Tales 3			0			0	0	10011				0.000000						
00430394	Magazine_AwesomeTales04_Potion	Astoundingly Awesome Tales 4			0			0	0	10011				0.000000						
00430397	Magazine_AwesomeTales05_Potion	Astoundingly Awesome Tales 5			0			0	0	10011				0.000000						
0043039A	Magazine_AwesomeTales06_Potion	Astoundingly Awesome Tales 6			0			0	0	10011				0.000000						
0043039D	Magazine_AwesomeTales07_Potion	Astoundingly Awesome Tales 7			0			0	0	10011				0.000000						
004303A0	Magazine_AwesomeTales08_Potion	Astoundingly Awesome Tales 8			0			0	0	10011				0.000000						
004303A3	Magazine_AwesomeTales09_Potion	Astoundingly Awesome Tales 9			0			0	0	10011				0.000000						
004303A6	Magazine_AwesomeTales10_Potion	Astoundingly Awesome Tales 10			0			0	0	10011				0.000000						
004303A9	Magazine_AwesomeTales11_Potion	Astoundingly Awesome Tales 11			0			0	0	10011				0.000000						
004303AC	Magazine_AwesomeTales12_Potion	Astoundingly Awesome Tales 12			0			0	0	10011				0.000000						
004303AF	Magazine_AwesomeTales13_Potion	Astoundingly Awesome Tales 13			0			0	0	10011				0.000000						
004303B3	Magazine_Backwoodsman01_Potion	Backwoodsman 1			0			0	0	10011				0.000000						
004303B6	Magazine_Backwoodsman02_Potion	Backwoodsman 7			0			0	0	10011				0.000000						
004303B9	Magazine_Backwoodsman03_Potion	Backwoodsman 3			0			0	0	10011				0.000000						
004303BC	Magazine_Backwoodsman04_Potion	Backwoodsman 4			0			0	0	10011				0.000000						
004303BF	Magazine_Backwoodsman05_Potion	Backwoodsman 5			0			0	0	10011				0.000000						
004303C2	Magazine_Backwoodsman06_Potion	Backwoodsman 6			0			0	0	10011				0.000000						
004303C5	Magazine_Backwoodsman07_Potion	Backwoodsman 2			0			0	0	10011				0.000000						
004303C8	Magazine_Backwoodsman08_Potion	Backwoodsman 8			0			0	0	10011				0.000000						
004303CB	Magazine_Backwoodsman09_Potion	Backwoodsman 9			0			0	0	10011				0.000000						
004303CE	Magazine_Backwoodsman10_Potion	Backwoodsman 10			0			0	0	10011				0.000000						
004303D0	Magazine_GrognakTheBarbarian01_Potion	Grognak the Barbarian 1			400			0	400	10011				0.000000						
004303D2	Magazine_GrognakTheBarbarian02_Potion	Grognak the Barbarian 2			400			0	400	10011				0.000000						
004303D4	Magazine_GrognakTheBarbarian03_Potion	Grognak the Barbarian 3			400			0	400	10011				0.000000						
004303D6	Magazine_GrognakTheBarbarian04_Potion	Grognak the Barbarian 4			400			0	400	10011				0.000000						
004303D9	Magazine_GrognakTheBarbarian05_Potion	Grognak the Barbarian 5			400			0	400	10011				0.000000						
004303DC	Magazine_GrognakTheBarbarian06_Potion	Grognak the Barbarian 6			400			0	400	10011				0.000000						
004303DF	Magazine_GrognakTheBarbarian07_Potion	Grognak the Barbarian 7			400			0	400	10011				0.000000						
004303E2	Magazine_GrognakTheBarbarian08_Potion	Grognak the Barbarian 8			400			0	400	10011				0.000000						
004303E5	Magazine_GrognakTheBarbarian09_Potion	Grognak the Barbarian 9			400			0	400	10011				0.000000						
004303E8	Magazine_GrognakTheBarbarian10_Potion	Grognak the Barbarian 10			400			0	400	10011				0.000000						
004303F5	Magazine_GunsAndBullets01_Potion	Guns and Bullets 1			0			0	0	10011				0.000000						
004303F8	Magazine_GunsAndBullets02_Potion	Guns and Bullets 2			0			0	0	10011				0.000000						
004303FB	Magazine_GunsAndBullets03_Potion	Guns and Bullets 3			0			0	0	10011				0.000000						
004303FE	Magazine_GunsAndBullets04_Potion	Guns and Bullets 4			0			0	0	10011				0.000000						
00430401	Magazine_GunsAndBullets05_Potion	Guns and Bullets 5			0			0	0	10011				0.000000						
00430404	Magazine_GunsAndBullets06_Potion	Guns and Bullets 6			0			0	0	10011				0.000000						
00430407	Magazine_GunsAndBullets07_Potion	Guns and Bullets 7			0			0	0	10011				0.000000						
0043040A	Magazine_GunsAndBullets08_Potion	Guns and Bullets 8			0			0	0	10011				0.000000						
0043040D	Magazine_GunsAndBullets09_Potion	Guns and Bullets 9			0			0	0	10011				0.000000						
00430410	Magazine_GunsAndBullets10_Potion	Guns and Bullets 10			0			0	0	10011				0.000000						
00432CC1	Magazine_LiveAndLove01_Potion	Live & Love 1			400			0	400	10011				0.000000						
00432CC4	Magazine_LiveAndLove02_Potion	Live & Love 2			400			0	400	10011				0.000000						
00432CC7	Magazine_LiveAndLove03_Potion	Live & Love 3			400			0	400	10011				0.000000						
00432CCA	Magazine_LiveAndLove04_Potion	Live & Love 4			400			0	400	10011				0.000000						
00432CCD	Magazine_LiveAndLove05_Potion	Live & Love 5			400			0	400	10011				0.000000						
00432CD0	Magazine_LiveAndLove06_Potion	Live & Love 6			400			0	400	10011				0.000000						
00432CD3	Magazine_LiveAndLove07_Potion	Live & Love 7			400			0	400	10011				0.000000						
00432CD6	Magazine_LiveAndLove08_Potion	Live & Love 8			400			0	400	10011				0.000000						
00432CD9	Magazine_LiveAndLove09_Potion	Live & Love 9			400			0	400	10011				0.000000						
00432CDC	Magazine_ScoutsLife01_Potion	Scouts' Life 1			0			0	0	10011				0.000000						
00432CDF	Magazine_ScoutsLife02_Potion	Scouts' Life 2			0			0	0	10011				0.000000						
00432CE2	Magazine_ScoutsLife03_Potion	Scouts' Life 3			0			0	0	10011				0.000000						
00432CE5	Magazine_ScoutsLife04_Potion	Scouts' Life 4			0			0	0	10011				0.000000						
00432CE8	Magazine_ScoutsLife05_Potion	Scouts' Life 5			0			0	0	10011				0.000000						
00432CEB	Magazine_ScoutsLife06_Potion	Scouts' Life 6			0			0	0	10011				0.000000						
00432CEE	Magazine_ScoutsLife07_Potion	Scouts' Life 7			0			0	0	10011				0.000000						
00432CF1	Magazine_ScoutsLife08_Potion	Scouts' Life 8			0			0	0	10011				0.000000						
00432CF4	Magazine_ScoutsLife09_Potion	Scouts' Life 9			0			0	0	10011				0.000000						
00432CF8	Magazine_ScoutsLife10_Potion	Scouts' Life 10			0			0	0	10011				0.000000						
00432CFB	Magazine_TeslaScience01_Potion	Tesla Science 1			0			0	0	10011				0.000000						
00432CFE	Magazine_TeslaScience02_Potion	Tesla Science 2			0			0	0	10011				0.000000						
00432D01	Magazine_TeslaScience03_Potion	Tesla Science 3			0			0	0	10011				0.000000						
00432D04	Magazine_TeslaScience04_Potion	Tesla Science 4			0			0	0	10011				0.000000						
00432D07	Magazine_TeslaScience05_Potion	Tesla Science 5			0			0	0	10011				0.000000						
00432D0A	Magazine_TeslaScience06_Potion	Tesla Science 6			0			0	0	10011				0.000000						
00432D0D	Magazine_TeslaScience07_Potion	Tesla Science 7			0			0	0	10011				0.000000						
00432D10	Magazine_TeslaScience08_Potion	Tesla Science 8			0			0	0	10011				0.000000						
00432D13	Magazine_TeslaScience09_Potion	Tesla Science 9			0			0	0	10011				0.000000						
00432D16	Magazine_TumblersToday01_Potion	Tumblers Today 1			0			0	0	10011				0.000000						
00432D19	Magazine_TumblersToday02_Potion	Tumblers Today 2			0			0	0	10011				0.000000						
00432D1C	Magazine_TumblersToday03_Potion	Tumblers Today 3			0			0	0	10011				0.000000						
00432D1F	Magazine_TumblersToday04_Potion	Tumblers Today 4			0			0	0	10011				0.000000						
00432D22	Magazine_TumblersToday05_Potion	Tumblers Today 5			0			0	0	10011				0.000000						
00432D25	Magazine_Unstoppables01_Potion	Unstoppables 1			400			0	400	10011				0.000000						
00432D28	Magazine_Unstoppables02_Potion	Unstoppables 2			400			0	400	10011				0.000000						
00432D2B	Magazine_Unstoppables03_Potion	Unstoppables 3			400			0	400	10011				0.000000						
00432D2E	Magazine_Unstoppables04_Potion	Unstoppables 4			400			0	400	10011				0.000000						
00432D31	Magazine_Unstoppables05_Potion	Unstoppables 5			400			0	400	10011				0.000000						
00432D39	Magazine_USCovertOps01_Potion	U.S. Covert Operations Manual 1			0			0	0	10011				0.000000						
00432D3C	Magazine_USCovertOps02_Potion	U.S. Covert Operations Manual 2			0			0	0	10011				0.000000						
00432D3F	Magazine_USCovertOps03_Potion	U.S. Covert Operations Manual 3			0			0	0	10011				0.000000						
00432D42	Magazine_USCovertOps04_Potion	U.S. Covert Operations Manual 4			0			0	0	10011				0.000000						
