LVLI_FormID	LVLI_EDID	LVLI_FULL	LVLF_Flags	LLCT_Count	EntryCount	LVLG_ChanceNoneGlobal	LVCT_ChanceNoneCurve	LLKC_FilterKeywordChances	LVSG_EpicLootChance	DIQO_Quest	LIMC_MarkerColor
00085D85	RNG_ToxicShrubsCommon		0000000000000000000000000000000000000000000000000000000000000000	6	6						
00085D8F	RNG_ToxicShrubsSaplings		0000000000000000000000000000000000000000000000000000000000000000	4	4						
00087B35	RNG_ToxicStoneSingle		0000000000000000000000000000000000000000000000000000000000000000	4	4						
00089442	RNG_ToxicStones		0000000000000000000000000000000000000000000000000000000000000000	7	7						
00089443	RNG_ToxicTreesUpright		0000000000000000000000000000000000000000000000000000000000000000	3	3						
00089445	RNG_ToxicTreesBent		0000000000000000000000000000000000000000000000000000000000000000	3	3						
00120C53	RNG_ToxicTreeTwigs		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0003E073	RNG_CranBogPineLogsSmall		0000000000000000000000000000000000000000000000000000000000000000	6	6						
001227CE	RNG_CranBogPineLogsLarge		0000000000000000000000000000000000000000000000000000000000000000	6	6						
001227CF	RNG_CranBogMushrooms&Ferns		0000000000000000000000000000000000000000000000000000000000000000	10	10						
001227DA	RNG_CranBogShrubsLarge01		0000000000000000000000000000000000000000000000000000000000000000	6	6						
001227DB	RNG_CranBogShrubsLarge02		0000000000000000000000000000000000000000000000000000000000000000	6	6						
001227DC	RNG_CranBogPineBranches		0000000000000000000000000000000000000000000000000000000000000000	12	12						
001227DD	RNG_CranBogRocks&Sticks		0000000000000000000000000000000000000000000000000000000000000000	15	15						
001228E1	RNG_MtnTopShrubsCedar		0000000000000000000000000000000000000000000000000000000000000000	3	3						
001228E2	RNG_MtnTopShrubs&RocksSmall		0000000000000000000000000000000000000000000000000000000000000000	13	13						
001228E8	RNG_MtnTopTreeRedPineBranches		0000000000000000000000000000000000000000000000000000000000000000	4	4						
001228F4	RNG_MtnTopTreePineAny1		0000000000000000000000000000000000000000000000000000000000000000	11	11						
001228FF	RNG_MtnTopPineTrees02		0000000000000000000000000000000000000000000000000000000000000000	6	6						
00122900	RNG_MtnTopTreePineBushy1		0000000000000000000000000000000000000000000000000000000000000000	5	5						
00122901	RNG_MtnTopRockBouldersAll		0000000000000000000000000000000000000000000000000000000000000000	7	7						
00122970	RNG_MtnTopTreePineMedSm01		0000000000000000000000000000000000000000000000000000000000000000	9	9						
00122A39	RNG_MtnTopShrubsLarge		0000000000000000000000000000000000000000000000000000000000000000	7	7						
00123090	RNG_ToxicTreesUprightwithVines		0000000000000000000000000000000000000000000000000000000000000000	5	5						
00123094	RNG_TreeElmUndergrowth		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00123095	RNG_ToxicTreesMix		0000000000000000000000000000000000000000000000000000000000000000	7	7						
001230B3	RNG_ToxicShrubsFernCollections		0000000000000000000000000000000000000000000000000000000000000000	7	7						
0012D430	RNG_MtnRemSmokePlumes		0000000000000000000000000000000000000000000000000000000000000000	2	2						
0012D431	RNG_MtnRemSmokeGround		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0012D432	RNG_MtnRemRocksCrushedSC		0000000000000000000000000000000000000000000000000000000000000000	4	4						
0012D433	RNG_MtnRemRocksCrushed		0000000000000000000000000000000000000000000000000000000000000000	4	4						
0012D60B	RNG_MtnRemRocksCliffBoulderLightStacked		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0012D646	RNG_MtnRemRocksBoulderDark		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0012D647	RNG_MtnRemRocksBoulderLight		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0012DFCA	RNG_MtnTopRockBouldersSC		0000000000000000000000000000000000000000000000000000000000000000	4	4						
0012DFD3	RNG_MtnTopTreeRedPineLogs		0000000000000000000000000000000000000000000000000000000000000000	4	4						
0012DFDC	RNG_MtnTopTreeRedPineAnySparse		0000000000000000000000000000000000000000000000000000000000000000	8	8						
001C79E4	RNG_MtnRemRocksMixed&ShrubsSmall		0000000000000000000000000000000000000000000000000000000000000000	20	20						
001C79E6	RNG_MtnRemSmokeSparks		0000000000000000000000000000000000000000000000000000000000000000	2	2						
001C79E7	RNG_MtnRemShrubsLG		0000000000000000000000000000000000000000000000000000000000000000	6	6						
001C79E8	RNG_MtnRemRocksBoulderDarkSC		0000000000000000000000000000000000000000000000000000000000000000	4	4						
001C79E9	RNG_MtnRemRocksBoulderLightSC		0000000000000000000000000000000000000000000000000000000000000000	3	3						
001C79EA	RNG_MtnRemRocksSCsAll		0000000000000000000000000000000000000000000000000000000000000000	4	4						
001C79EB	RNG_MtnRemRockPileL01		0000000000000000000000000000000000000000000000000000000000000000	8	8						
001C79EE	RNG_MtnRemRocksMixedBouldersOnly		0000000000000000000000000000000000000000000000000000000000000000	6	6						
00006802	RNG_MtnRemRocksMixedDark		0000000000000000000000000000000000000000000000000000000000000000	7	7						
00006803	RNG_MtnRemRocksBoulderDark&ShrubsSmall		0000000000000000000000000000000000000000000000000000000000000000	18	18						
00006809	RNG_MtnRemRocksBoulderDarkSC&Single		0000000000000000000000000000000000000000000000000000000000000000	7	7						
0000683A	RNG_MtnRemRocksBoulderLight&ShrubsSmall		0000000000000000000000000000000000000000000000000000000000000000	18	18						
0000683B	RNG_MtnRemRocksBoulderLightSC&Single		0000000000000000000000000000000000000000000000000000000000000000	6	6						
001825B8	RNG_MtnRemHeatShimmers		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00186DB2	RNG_DeadShrubLGCOPY0000		0000000000000000000000000000000000000000000000000000000000000000	8	8						
0017BED0	RNG_MtnRemCameraAttachments		0000000000000000000000000000000000000000000000000000000000000000	5	5						
0001B4BA	RNG_SwampBouldersSM01		0000000000000000000000000000000000000000000000000000000000000000	4	4						
0001B4BB	RNG_SwampBouldersLG01		0000000000000000000000000000000000000000000000000000000000000000	5	5						
0001B4BC	RNG_SwampShrubs01		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0001B4BD	RNG_SwampFungus01		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0001B4BE	RNG_SwampTree01		0000000000000000000000000000000000000000000000000000000000000000	14	14						
0001B4C2	RNG_SwampTree01_Sick		0000000000000000000000000000000000000000000000000000000000000000	6	6						
0001C3CC	RNG_FloodlandsBoulders		0000000000000000000000000000000000000000000000000000000000000000	2	2						
0001C3D3	RNG_ForestRocksAll		0000000000000000000000000000000000000000000000000000000000000000	7	7						
0001C3D4	RNG_ForestRocks		0000000000000000000000000000000000000000000000000000000000000000	4	4						
0000129C	LL_Flora_Corn		001	4	4						
0010BB30	zzz_TWZ09_Fertilizer		01	1	1						
0010BB36	zzz_TWZ09_Chlorine		01	1	1						
0009ED16	RNG_ToxicVentFXLG01		001	3	3						
0009ED17	RNG_ToxicVentFXLG02		001	3	3						
0009ED18	RNG_ToxicVentFXMD01		001	3	3						
0009ED19	RNG_ToxicVentFXSM01		001	3	3						
0009ED1A	RNG_ToxicVentFXSM02		001	3	3						
00052F4A	RNG_TreeForestSwapSmall		0000000000000000000000000000000000000000000000000000000000000000	5	5						
00052F4B	RNG_TreeForestSwapElm		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00052F52	RNG_TreeForestSwapTree02		0000000000000000000000000000000000000000000000000000000000000000	5	5						
00008999	RNG_ToxicSteamPlumes		0000000000000000000000000000000000000000000000000000000000000000	4	4						
00140E2C	BoSZ01_LL_BoSTechSpecs		0000000000000000000000000000000000000000000000000000000000000000	1	1						
00187533	FFZ10_Light_LLD_Creature_Firefly		001	2	2						
00151DC8	LL_Weapon_Ranged_PipeSyringer_CraftingElements		11	23	23						
00190363	MTR08_LLI_AutoMinerRepairList		001	4	4						
00190365	MTR08_LL_01_MineHaulStandard		001	4	4						
0019036A	MTR08_LL_02_MineHaulGood		001	5	5						
00190372	MTR08_LL_03_MineHaulGreat		001	5	5						
00190373	MTR08_LL_04_MineHaulJackpot		001	7	7						
00017F92	RNG_SootFlower_66pct		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0000CF15	LL_Ammo_PlasmaCore		11	5	5						
00293A03	LLD_Creature_ReaperBotSupervisor		001	1	1						
0003A6CB	workshop_LL_Decorations_Chairs_Kitchen		0000000000000000000000000000000000000000000000000000000000000000	6	6						
002AB0EB	LL_Flora_Blackberry		001	4	4						
002AB0EC	LL_Flora_Bloodleaf		001	3	3						
002AB0ED	LL_Flora_Carrot		001	4	4						
002AB0EE	LL_Flora_Cranberry		001	4	4						
002AB0EF	LL_Flora_AshRose		001	3	3						
002AB0F0	LL_Flora_Aster		001	3	3						
002AB0F1	LL_Flora_Fern		001	3	3						
002AB0F2	LL_Flora_FungusBrain		001	3	3						
002AB0F3	LL_Flora_FungusGlowing		001	3	3						
002AB0F4	LL_Flora_FungusMegaSloth		001	3	3						
002AB0F5	LL_Flora_Gourd		001	4	4						
002AB0F6	LL_Flora_Melon		001	4	4						
002AB0F7	LL_Flora_WildMelonFlower		001	3	3						
002AB0F8	LL_Flora_Mutfruit		001	4	4						
002AB0F9	LL_Flora_Razorgrain		001	4	4						
002AB0FA	LL_Flora_Siltbean		001	3	3						
002AB0FB	LL_Flora_SootFlower		001	3	3						
002AB0FC	LL_Flora_Tarberry		001	4	4						
002AB0FD	LL_Flora_Tato		001	4	4						
002AB0FE	LL_Flora_WildCarrotFlower		001	3	3						
002AB100	LL_Flora_WildGourdFlower		001	3	3						
002AB104	LL_Flora_WildTatoFlower		001	3	3						
002AB105	LL_Flora_FeverBlossom		001	3	3						
002AB106	LL_Flora_Firecracker		001	3	3						
002AB107	LL_Flora_AnglerPlant		001	3	3						
00080380	workshop_LL_Structure_Shack_WallFull		0000000000000000000000000000000000000000000000000000000000000000	3	3						
00080384	workshop_LL_Structure_Shack_WallHalf		0000000000000000000000000000000000000000000000000000000000000000	1	1						
000821ED	workshop_LL_Structure_Shack_WallSlant		0000000000000000000000000000000000000000000000000000000000000000	2	2						
000821F0	workshop_LL_Structure_Shack_WallSlantFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00086168	workshop_LL_Structure_Shack_WallTopArch		0000000000000000000000000000000000000000000000000000000000000000	2	2						
000864C0	workshop_LL_Structure_Shack_WallFascia		0000000000000000000000000000000000000000000000000000000000000000	2	2						
000881DA	workshop_LL_Structure_Barn_WallFascia		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00088246	workshop_LL_Structure_Barn_WallFull		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0008824C	workshop_LL_Structure_Barn_WallHalf		0000000000000000000000000000000000000000000000000000000000000000	3	3						
00088251	workshop_LL_Structure_Barn_WallSlant		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00088253	workshop_LL_Structure_Barn_WallSlantFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
0008825D	workshop_LL_Structure_Barn_WallTopArch		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00088260	workshop_LL_Structure_Wrhs_WallFascia		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00088267	workshop_LL_Structure_Wrhs_WallFull		0000000000000000000000000000000000000000000000000000000000000000	3	3						
00088269	workshop_LL_Structure_Wrhs_WallHalf		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089C6F	workshop_LL_Structure_Wrhs_WallSlant		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089C7F	workshop_LL_Structure_Wrhs_WallSlantFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089D0C	workshop_LL_Structure_Wrhs_WallTopArch		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089D2C	workshop_LL_Structure_Brick_WallFascia		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089D9D	workshop_LL_Structure_Brick_WallFull		0000000000000000000000000000000000000000000000000000000000000000	5	5						
00089DAA	workshop_LL_Structure_Brick_WallHalf		0000000000000000000000000000000000000000000000000000000000000000	1	1						
00089DB2	workshop_LL_Structure_Brick_WallSlant		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089DB8	workshop_LL_Structure_Brick_WallSlantFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089DC4	workshop_LL_Structure_Brick_WallTopArch		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089E5C	workshop_LL_Structure_Metal_WallFascia		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00089E5F	workshop_LL_Structure_Metal_WallFull		0000000000000000000000000000000000000000000000000000000000000000	4	4						
00089F60	workshop_LL_Structure_Metal_WallHalf		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0008A135	workshop_LL_Structure_Metal_WallSlant		0000000000000000000000000000000000000000000000000000000000000000	2	2						
0008A2C2	workshop_LL_Structure_Metal_WallSlantFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
0008A2CB	workshop_LL_Structure_Metal_WallTopArch		0000000000000000000000000000000000000000000000000000000000000000	2	2						
0008BEC1	workshop_LL_Structure_FloorFull		0000000000000000000000000000000000000000000000000000000000000000	101	101						
0008BEC2	workshop_LL_Structure_FloorHalf		0000000000000000000000000000000000000000000000000000000000000000	6	6						
0008BEC3	workshop_LL_Structure_FloorSmall		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0008ED32	LLD_Creature_Snallygaster		001	4	4						
00238C64	crLLI_Scorched_Ranged_Simple		11	10	10						
0016CBC5	LLD_Creature_Scorched_Ranged		001	2	2						
002C3EC9	MTR05_LLI_MotherlodeContainer		001	9	9						
002C3ECA	MTR05_LLI_Scavenge_Common		01	26	26						
002C3ECB	MTR05_LLI_Scavenge_Rare		01	17	17						
002C3EDD	MTR05_LL_RareWeapon		11	1	1						
002C3EE7	MTR05_LLI_MotherlodeContainer_Rare		001	20	20						
000897C3	WorkshopProduceAcid		01	1	1						
000897C4	WorkshopProduceAdhesive		01	1	1						
000897DF	WorkshopProduceAluminum		01	1	1						
000897E0	WorkshopProduceConcrete		01	1	1						
000897E1	WorkshopProduceNuclear		01	1	1						
000897E2	WorkshopProduceGold		01	1	1						
000897E6	WorkshopProduceLead		01	1	1						
000897E7	WorkshopProduceOil		01	1	1						
000897E8	WorkshopProduceSteel		01	1	1						
00089807	WorkshopProduceCopper		01	1	1						
00089809	WorkshopProduceCrystal		01	1	1						
0029C298	RNG_TreeForestSwapBramble04		0000000000000000000000000000000000000000000000000000000000000000	9	9						
0029C299	RNG_TreeForestSwapTiny02		0000000000000000000000000000000000000000000000000000000000000000	4	4						
00050F46	MTRZ01_Lost_ScrapSuit		0000000000000000000000000000000000000000000000000000000000000000	1	1						
00050F4E	MTRZ01_Lost_ScrapFilter		0000000000000000000000000000000000000000000000000000000000000000	1	1						
00050F51	MTRZ01_Lost_ScrapVisor		0000000000000000000000000000000000000000000000000000000000000000	1	1						
00050F55	MTRZ01_Lost_Loot		001	3	3						
0008EDE7	LLD_Creature_Tick		001	3	3						
002BF9FA	FF09_LLD_CodeFragment		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0004718C	RE_SceneKMK01NoteList		0000000000000000000000000000000000000000000000000000000000000000	5	5						
000566E0	RNG_Maple01ColorSwap		0000000000000000000000000000000000000000000000000000000000000000	8	8						
000566E1	RNG_ElmColorSwap		0000000000000000000000000000000000000000000000000000000000000000	6	6						
000567EF	RNG_Maple02ColorSwap		0000000000000000000000000000000000000000000000000000000000000000	8	8						
000567F1	RNG_Maple03ColorSwap		0000000000000000000000000000000000000000000000000000000000000000	8	8						
000567F3	RNG_Maple04ColorSwap		0000000000000000000000000000000000000000000000000000000000000000	8	8						
000567F4	RNG_Maple05ColorSwap		0000000000000000000000000000000000000000000000000000000000000000	8	8						
000567F5	RNG_Maple06ColorSwap		0000000000000000000000000000000000000000000000000000000000000000	8	8						
0011854B	CBZ04_LL_Quest_Reward_GearList		0000000000000000000000000000000000000000000000000000000000000000	1	1						
00047185	LLD_Creature_Radtoad		001	5	5						
00053032	LLD_Creature_Megasloth		001	8	8						
00029327	LLS_Pistol_Semiauto		1	5	5						
00006FB6	LL_76Chargen_Crate_Vault76_Start		001	11	11				LL_EpicChance_Standard_ECON [GLOB:0003F1E4]		
00006FB7	LLS_Loot_Corpse_Weapon_Settler		11	6	6						
00088C3D	LL_Flora_Pumpkin		001	2	2						
002DB8C3	RNG_AddPinesForestRegion		0000000000000000000000000000000000000000000000000000000000000000	12	12						
000192BD	LL_Ammo_GrenadeLauncher		11	5	5						
00075A00	LC006_LLC_HalluciGenStorageFreezer_Canisters		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00075A19	LC006_LLC_HalluciGenStorageFreezer_RupturedCanisters		0000000000000000000000000000000000000000000000000000000000000000	4	4						
00007973	LL_Ammo_50CaliberBall		11	3	3						
001EB91C	LL_Weapon_Ranged_10mmSMG		01	1	1						
001EB920	LL_Weapon_Ranged_50CalMachineGun		11	1	1						
001EB923	LL_Binoculars		11	1	1						
001EB92C	LL_Weapon_Ranged_Blackpowder_Pistol		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9BC	LL_Weapon_Ranged_BlackPowder_Rifle		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9C1	LL_Weapon_Melee_BowieKnife		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9C3	LL_Weapon_Melee_Chainsaw_76		11	1	1						
001EB9C7	LL_Weapon_Melee_DeathTambo		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9CD	LL_Weapon_Melee_Drill		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9D0	LL_Weapon_Melee_Fire_Axe		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9D4	LL_Weapon_Ranged_GatlingPlasma		11	1	1						
001EB9D7	LL_Weapon_Melee_GolfClub		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9D8	LL_Weapon_Melee_GuitarSword		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9DC	LL_Weapon_Melee_Hatchet		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9DD	LL_Weapon_Ranged_M79		11	1	1						
001EB9E0	LL_Weapon_Ranged_MG42		11	1	1						
001EB9E7	LL_Weapon_Melee_PickAxe		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9EB	LL_Weapon_Melee_Pitchfork		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9EE	LL_Weapon_Ranged_PumpActionShotgun		11	1	1						
001EB9EF	LL_Weapon_Melee_Sickle		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9F3	LL_Weapon_Ranged_SingleActionRevolver		11	1	1						
001EB9F6	LL_Weapon_Melee_SkiSword		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EB9F7	LL_Weapon_Ranged_Tomahawk		11	1	1						
001EB9FB	LL_Weapon_Melee_WarDrum		0000000000000000000000000000000000000000000000000000000000000000	1	1						
001EBAAD	LL_Weapon_Melee_WoodCuttingAxe		0000000000000000000000000000000000000000000000000000000000000000	1	1						
00109F98	LLD_Creature_Robot_Liberator		001	6	6						
002E4C86	LL_TrapLoot_CanChimes		11	1	1						
002E4C87	LL_TrapLoot_BoneChimes		11	3	3						
002E4C96	Test_LL_TestFlora		11	2	2						
00055FBD	LLD_Creature_HoneyBeast		001	5	5						
002EBF27	RNG_ToxicSootFlower_66pct		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0000747F	zzzLLD_PL_Quickplay		001		0						
002054E3	LLD_Creature_Alien		001	3	3						
000407B5	LL_Weapon_Ranged_Ultracite_GatlingLaser		11	1	1						
002FAE94	LPI_LvlFloraCranberry01		001	3	3						
002C1D92	LLD_Creature_Firefly		001	2	2						
002FD038	LLD_Creature_Opossum		001	4	4						
002C1D8C	LLD_Creature_Radbeaver		001	2	2						
002932BC	WorkshopProduceSilver_Scrap		01	1	1						
00294337	WorkshopProduceWood		01	1	1						
002FD9BD	LL_Weapon_Ranged_Enclave_PlasmaGun_Pistol_Auto		11	1	1						
002FD9C6	LL_Weapon_Ranged_Enclave_PlasmaGun_Shotgun_Rifle_SemiAuto		11	1	1						
002FD9BC	LL_Weapon_Ranged_Enclave_PlasmaGun_Auto		11	2	2						
002FD9BF	LL_Weapon_Simple_Ranged_Enclave_PlasmaGun_Pistol		11	1	1						
002FD9C1	LL_Weapon_Ranged_Enclave_PlasmaGun_Rifle_Auto		11	1	1						
002FD9C5	LL_Weapon_Ranged_Enclave_PlasmaGun_SemiAuto		11	3	3						
002FD9C7	LL_Weapon_Ranged_Enclave_PlasmaGun_SniperRifle_SemiAuto		11	1	1						
002FD9C4	LL_Weapon_Simple_Ranged_Enclave_PlasmaGun_Rifle		11	1	1						
002FD9BE	LL_Weapon_Ranged_Enclave_PlasmaGun_Pistol_SemiAuto		11	1	1						
002FD9C2	LL_Weapon_Ranged_Enclave_PlasmaGun_Rifle_Flamer		11	1	1						
002FD9C3	LL_Weapon_Ranged_Enclave_PlasmaGun_Rifle_SemiAuto		11	1	1						
002FD9BB	LL_Weapon_Ranged_Enclave_PlasmaGun		11	7	7						
002FF0C8	MTR01_LL_Steel		11	1	1						
002FF0C9	MTR01_LL_BlackTitanium		11	1	1						
002FF0CA	MTR01_LL_Aluminum		11	1	1						
002FF0CB	MTR01_LL_Copper		11	1	1						
002FF0CC	MTR01_LL_Lead		11	1	1						
002FF0CD	MTR01_LL_Gold		11	1	1						
002FF0CE	MTR01_LL_Silver		11	1	1						
002FF0CF	MTR01_LL_Uranium		11	1	1						
002FF0D0	MTR01_LL_Ultracite		11	1	1						
0030500B	MTR01_LL_Coal		11	1	1						
0001910F	DONOTUSELPI_PowerArmorFurniture_T45_Partial		000001	1	1						
0001911D	LPI_Loot_Bobbleheads		001	2	2	0048EB5C:LPI_Chance_BobbleHeads_ECON:GLOB					
0011C5AC	LL_Recipes_Cooking_Tasty		11	2	2						
0011C5AD	LLI_Loot_Recipes_Cooking		001	3	3						
0011C5B4	LL_Recipes_Cooking_Gourmet		11	7	7						
0015D37F	TEST_LPI_PowerArmor		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0015DFD7	TEST_LPI_PowerArmor_75		0000000000000000000000000000000000000000000000000000000000000000	1	1	00389277:LL_ChanceNone_25_ECON:GLOB					
0015EEA9	TEST_LPI_PowerArmor_25		0000000000000000000000000000000000000000000000000000000000000000	1	1	00389279:LL_ChanceNone_75_ECON:GLOB					
00068658	LPI_FloraCranberry01		0000001	5	5						
00068678	LPI_FloraCranberry02		0000001	5	5						
000686BB	LPI_FloraCranberry03		0000001	5	5						
00022D32	LL_Component_MiscItems_Wood_Small		0000000000000000000000000000000000000000000000000000000000000000	6	6						
002D4AFA	TW006_LL_ProtestSigns		11	10	10						
00095B93	LL_Component_Scrap_Aluminum_75		11	1	1	00389277:LL_ChanceNone_25_ECON:GLOB					
002A7C3C	LL_Recipes_Chems		01	11	11						
002A7C3D	LL_Recipes_Healing		0000000000000000000000000000000000000000000000000000000000000000	6	6						
002A7C3F	LL_Recipes_Misc		0000000000000000000000000000000000000000000000000000000000000000	1	1						
002A7C40	POST_LL_Recipes_Fireworks		0000000000000000000000000000000000000000000000000000000000000000	14	14						
002A7C42	LLI_Loot_Recipes_Various		0000000000000000000000000000000000000000000000000000000000000000	5	5						
002A7C43	LLI_Loot_Recipes_HealingAndChems		0000000000000000000000000000000000000000000000000000000000000000	2	2						
001135B2	LPI_VeinUltracite_FISSURESONLY		0000000000000000000000000000000000000000000000000000000000000000	2	2						
00007363	LL_Armor_PowerArmor_T60_Set_President		001	6	6						
002BF64A	LL_Caps_Change		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0012B79F	LLS_Ammo_Powder		01	4	4						
00194DEF	crLLI_Scorched_Melee_Simple		11	16	16						
00194DF4	LL_Weapon_Simple_Melee_Spear		11	1	1						
001634D8	workshop_LL_Decorations_Chairs_Wood		0000000000000000000000000000000000000000000000000000000000000000	22	22						
0016424E	workshop_LL_Decorations_Chairs_Metal		0000000000000000000000000000000000000000000000000000000000000000	16	16						
0016424F	workshop_LL_Stools_Metal		0000000000000000000000000000000000000000000000000000000000000000	7	7						
00164262	workshop_LL_Decorations_Chairs_Padded		0000000000000000000000000000000000000000000000000000000000000000	42	42						
00164263	workshop_LL_Couches		0000000000000000000000000000000000000000000000000000000000000000	28	28						
00164266	workshop_LL_Benches_Wood		0000000000000000000000000000000000000000000000000000000000000000	13	13						
001642D3	workshop_LL_Benches_Metal		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0030C9A1	V94_1_LL_VaultSystemRewards_Novice		001	1	1						
0030C9A2	V94_2_LL_VaultSystemRewards_Novice		001	1	1						
0030C9A3	V94_3_LL_VaultSystemRewards_Novice		001	1	1						
0030C9A4	V94_LL_VaultSystemRewards_Access		0000000000000000000000000000000000000000000000000000000000000000		0						
0000408A	SFM01_Glow_Rewards		0000000000000000000000000000000000000000000000000000000000000000	3	3						
0008E623	Test_SmokeContainer		001	1	1						
003160D9	SFM04_Organic_Rewards		0000000000000000000000000000000000000000000000000000000000000000	2	2						
0005D7A8	LL_WorkshopClaimCost		01	1	1						
0005FCFF	LL_Flora_Firecap		001	3	3						
00064B92	LPI_Clothes_LocTheme		001	20	20	003496BE:ItemThree_Medium_ChanceNone_Tier:GLOB	00018445:Container_Item3_ChanceNone:CURV				
0006AEE5	LPI_Clothes_Headwear_LocTheme		001	21	21	00348FEA:ItemTwo_Medium_ChanceNone_Tier:GLOB	00018445:Container_Item3_ChanceNone:CURV				
00318EF7	workshop_LL_TrapPunjiBoards		0000000000000000000000000000000000000000000000000000000000000000	3	3						
00318EF9	workshop_LL_TrapBoneChimes		0000000000000000000000000000000000000000000000000000000000000000	9	9						
00318EFB	workshop_LL_TrapSwingingSpikeBoard		0000000000000000000000000000000000000000000000000000000000000000	4	4						
0017CD81	LL_Armor_EnclaveUnderarmor		01	2	2						
002474E1	SFS02_Play_Rewards		001	5	5						
002EB00D	LPI_PowerArmorFurnitureFrame_NoCore		0000000000000000000000000000000000000000000000000000000000000000	1	1	003D4318:LPI_Chance_None_PowerArmorFurniture_General:GLOB					
0031F048	DONOTUSELPI_PowerArmorFurniture_T60_Presidential_Full		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0031FA7C	LLI_MoleMiner_Ranged_Weapons		11	5	5						
0031FA7F	LL_Weapon_Melee_MoleMinerGauntlet		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0031FA8E	LL_Weapon_Ranged_MissileLauncher		11	1	1						
0031FA7B	LLI_MoleMiner_Melee_Simple		11	1	1						
00322788	LPI_Loot_Magazines		0000000000000000000000000000000000000000000000000000000000000000	104	104	0048EB5B:LPI_Chance_Magazines_ECON:GLOB					
00324176	V96_LL_VaultSystemRewards_Access		0000000000000000000000000000000000000000000000000000000000000000		0						
00324177	CUT_V96_LL_VaultSystemRewards_3		0000000000000000000000000000000000000000000000000000000000000000		0						
00324178	CUT_V96_LL_VaultSystemRewards_2		0000000000000000000000000000000000000000000000000000000000000000		0						
00324179	CUT_V96_LL_VaultSystemRewards_1		0000000000000000000000000000000000000000000000000000000000000000		0						
00324202	V63_LL_VaultSystemRewards_Access		0000000000000000000000000000000000000000000000000000000000000000		0						
00324203	V63_LL_VaultSystemRewards_3		0000000000000000000000000000000000000000000000000000000000000000		0						
00324204	V63_LL_VaultSystemRewards_2		0000000000000000000000000000000000000000000000000000000000000000		0						
00324205	V63_LL_VaultSystemRewards_1		0000000000000000000000000000000000000000000000000000000000000000		0						
00329F45	LL_Recipes_Armor_Trapper_Any		11	3	3						
0032AD5F	MTRz05_LL_01_MinerMine		001	6	6						
0032AD60	MTRz05_LL_02_ProspectorMine		001	9	9						
0032AD61	MTRz05_LL_03_ExcavatorMine		001	12	12						
