FURN_FormID	FURN_EDID	FURN_FULL	XALG_Flags	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	KW_6	KW_7	KW_8	KW_9	KW_10	PropCount	Prop_1_AV	Prop_1_Val	Prop_1_Curve	Prop_2_AV	Prop_2_Val	Prop_2_Curve	Prop_3_AV	Prop_3_Val	Prop_3_Curve
00111161	DLC03StingwingNestWallDONOTUSE			5	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	00111165:AnimFurnStingwingNestWall:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
00111162	DLC03StingwingNestCeilingDONOTUSE			5	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	00111163:AnimFurnStingwingNestCeiling:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
001112CB	DLC03ConfessorSpeech			1	001112CC:AnimFurnConfessorSpeech:KYWD										0									
001113D1	DLC03_ExecutionSceneNPCKneelSit			1	001CC204:AnimFurnKneelSit:KYWD										0									
00111439	DLC03GulperAmbushDropDown			5	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	00111438:AnimFurnDLC03GulperAmbushDropDown:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
0011148B	DLC03_InvisibleTentBedNOPLACE	Tent		1	00021B18:IsSleepFurniture:KYWD										0									
0011150C	TESTDLC03FogCondenser	TEST Fog Condenser		3	0009C06B:CanUseFurnitureForCombat:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	001114E6:AnimFurnFogCondensor:KYWD								0									
00111575	DLC03FishWeightScale			2	00111576:DLC03AnimFurnFishWeightScale:KYWD	0012F848:FurnitureScaleActorToOne:KYWD									0									
00111706	DLC03AmbushAnglerHeadBait_mud			6	0001B27F:MirelurkAmbushWaterKeyword:KYWD	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	00110D0B:AnimFurnDLC03AnglerAmbushHeadBait:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD					0									
00111727	DLC03AmbushHermit			5	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	00111728:AnimFurnDLC03AmbushHermit:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
001118C9	Dlc03BarnOuthouseChair01	Outhouse Seat		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00111D97	DLC05NPCWorkshopPillory	Pillory		5	0006E9C7:FurnitureSpecial:KYWD	00111DAB:DLC05AnimFurnPillory:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD						0									
0011223D	DLC06WorkshopPowerbike00	Power Cycle 1000		8	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	0011269A:LinkTerminalPowerBikeDLC06:KYWD	001128B4:AnimFurnStationaryBike:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerGenerated	2.000000	NULL - Null Reference [00000000]						
0011223E	DLC06WorkshopSlotMachine00	Slot Machine		8	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	001122FD:AnimFurnSlotMachine:KYWD	0011284A:LinkTerminalSlotMachineDLC06:KYWD			1	PowerRequired	1.000000	NULL - Null Reference [00000000]						
0011223F	DLC06WorkshopSodaStation00	Soda Fountain		10	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	001126E1:LinkTerminalSodaStationDLC06:KYWD	00112866:AnimFurnSodaStationDLC06:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD	1	PowerRequired	2.000000	NULL - Null Reference [00000000]						
00112240	DLC06WorkshopPhoropter00	Phoropter		8	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	00112360:AnimFurnPhoroptor:KYWD	00112834:LinkTerminalPhoropterDLC06:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerRequired	3.000000	NULL - Null Reference [00000000]						
00112247	DLC06VltDrConsolePry			1	00112248:AnimFurnDLC06VltDrConsolePry:KYWD										0									
0011224F	DLC06WorkshopWeightBench			4	0005C2A3:WorkshopRelaxationObject:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD							0									
00112274	DLC06_workshopOnly_VaultSecurityDesk01	Security Desk		5	00030BB2:AnimFurnChairSitAnims:KYWD	00069548:WorkshopGuardObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001CD02B:BlockPlayerActivation:KYWD						1	Safety	2.000000	NULL - Null Reference [00000000]						
00112277	WorkshopGuardBarricade	Barricade		5	0005DD9C:AnimFurnGuardPost:KYWD	00069548:WorkshopGuardObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001CD02B:BlockPlayerActivation:KYWD						1	Safety	2.000000	NULL - Null Reference [00000000]						
00112602	DLC06WorkshopNpcBedVaultLay02	Simple Made Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	1.000000	NULL - Null Reference [00000000]						
00112603	DLC06WorkshopNpcChairVaultSit01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00112604	DLC06WorkshopNpcBenchShortVaultSit01	Bench		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00112605	DLC06WorkshopNpcBenchVaultSit01	Bench		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00112606	DLC06WorkshopNpcTableVaultSit02	Table		4	0012F848:FurnitureScaleActorToOne:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	001B9AF6:AnimFurnPicnicTable:KYWD							0									
0011266B	DLC06WorkshopNpcBenchDinerIntBoothSit01WithTable	Bench		3	00139F9E:AnimFurnChairWithTable:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0011266C	DLC06WorkshopNpcBenchDinerIntBoothSingleSit01	Bench		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00112674	DLC06WorkshopPowerbike01	Power Cycle 1000		8	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	0011269A:LinkTerminalPowerBikeDLC06:KYWD	001128B5:AnimFurnStationaryBikeStanding:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerGenerated	4.000000	NULL - Null Reference [00000000]						
001126D7	DLC06WorkshopSodaStationBase	Soda Fountain Prototype		10	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	001126E1:LinkTerminalSodaStationDLC06:KYWD	00112866:AnimFurnSodaStationDLC06:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD	1	PowerRequired	2.000000	NULL - Null Reference [00000000]						
001126DA	DLC06WorkshopPowerbikeBase	Power Cycle 1000 Prototype		8	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	0011269A:LinkTerminalPowerBikeDLC06:KYWD	001128B4:AnimFurnStationaryBike:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerGenerated	2.000000	NULL - Null Reference [00000000]						
001126DC	DLC06WorkshopPowerbike02	Power Cycle 1000		8	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	0011269A:LinkTerminalPowerBikeDLC06:KYWD	001128B4:AnimFurnStationaryBike:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerGenerated	2.000000	NULL - Null Reference [00000000]						
001126DE	DLC06WorkshopPowerbike03	Power Cycle 1000		8	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	0011269A:LinkTerminalPowerBikeDLC06:KYWD	001128B4:AnimFurnStationaryBike:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerGenerated	2.000000	NULL - Null Reference [00000000]						
0011270A	DLC06WorkshopSodaStation03	Soda Fountain		10	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	001126E1:LinkTerminalSodaStationDLC06:KYWD	00112866:AnimFurnSodaStationDLC06:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD	1	PowerRequired	2.000000	NULL - Null Reference [00000000]						
0011270B	DLC06WorkshopSodaStation02	Soda Fountain		10	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0005C2A3:WorkshopRelaxationObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	001126E1:LinkTerminalSodaStationDLC06:KYWD	00112866:AnimFurnSodaStationDLC06:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD	1	PowerRequired	2.000000	NULL - Null Reference [00000000]						
00112759	DLC06VaultControlPod01	Control Post		5	0005DD9C:AnimFurnGuardPost:KYWD	00069548:WorkshopGuardObject:KYWD	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001CD02B:BlockPlayerActivation:KYWD						1	Safety	2.000000	NULL - Null Reference [00000000]						
001127B2	DLC06NpcChairIndustrialMetalDiningSit01CleanGreen	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127BB	DLC06NpcChairIndustrialMetalDiningSit01CleanPink	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127BC	DLC06NpcChairLounge01AClean01OttomanSit01	Ottoman		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127BD	DLC06NpcChairLounge01AClean01Sit01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127BE	DLC06NpcChairIndustrialMetalDiningSit01CleanBlack	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127BF	DLC06NpcChairIndustrialMetalDiningSit01CleanBlue	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127C0	DLC06NpcChairIndustrialMetalDiningSit01CleanPurple	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127C1	DLC06NpcChairIndustrialMetalDiningSit01CleanRed	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127C2	DLC06NpcChairIndustrialMetalDiningSit01CleanWhite	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127C3	DLC06NpcChairIndustrialMetalDiningSit01CleanYellow	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127C6	DLC06NpcChairLounge01BClean01OttomanSit01	Ottoman		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127D9	DLC06NpcCouchLounge01AClean01Sit01	Couch		2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
001127DA	DLC06NpcCouchLounge01BClean01Sit01	Couch		2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
001127DB	DLC06NpcChairLounge01BClean01Sit01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
001127DC	DLC06NpcChairHighTechRoundChairSit01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00112806	DLC06NpcChairIndustrialMetalDiningSit01CleanOrange	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00112807	DLC06NpcChairPlayerHouseCleanKitchenSit01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0011280C	DLC06NpcChairHighTechOfficeChairCleanSit01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00112835	DLC06WorkshopPhoropterBase	Phoropter Prototype		8	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	00112360:AnimFurnPhoroptor:KYWD	00112834:LinkTerminalPhoropterDLC06:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerRequired	3.000000	NULL - Null Reference [00000000]						
00112839	DLC06WorkshopPhoropter01	Phoropter		8	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	00112360:AnimFurnPhoroptor:KYWD	00112834:LinkTerminalPhoropterDLC06:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerRequired	6.000000	NULL - Null Reference [00000000]						
0011283A	DLC06WorkshopPhoropter02	Phoropter		8	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	00112360:AnimFurnPhoroptor:KYWD	00112834:LinkTerminalPhoropterDLC06:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerRequired	3.000000	NULL - Null Reference [00000000]						
0011283B	DLC06WorkshopPhoropter03	Phoropter		8	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	00112360:AnimFurnPhoroptor:KYWD	00112834:LinkTerminalPhoropterDLC06:KYWD	0018F691:FurnitureClassWork:KYWD			1	PowerRequired	3.000000	NULL - Null Reference [00000000]						
0011289B	DLC06WorkshopPommelHorse			5	0005C2A3:WorkshopRelaxationObject:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F692:FurnitureClassRelaxation:KYWD						0									
001128B0	TestSoda	Cooking Station		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	00112866:AnimFurnSodaStationDLC06:KYWD	0012F848:FurnitureScaleActorToOne:KYWD						0									
00112E2F	DLC04_PowerArmor_Placeholder	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00112E41	DLC04FenceWildCheer			1	00112E42:AnimFurnDLC04FenceWildCheer:KYWD										0									
00112F88	DLC04Primping			1	00112F89:AnimFurnDLC04Primping:KYWD										0									
00112FF3	DLC04PrisonerShackles			1	00112FF4:AnimFurnDLC04PrisonerShackles:KYWD										0									
00113166	ZZZ_SCORE_S18_LookingThroughTelescope	Telescope		1	00113167:AnimFurnDLC04LookingThroughTelescope:KYWD										0									
0011327F	DLC04CaveCricketSleep			2	00021B18:IsSleepFurniture:KYWD	0011327E:AnimFurnCaveCricketSleep:KYWD									0									
0011363C	DLC04ZetaRayChair01	Zeta Ray Aligner		2	000BA2F6:FurnitureCantWait:KYWD	001F7A41:AnimFurnExtractorChair:KYWD									0									
0011371A	DLC04_AmphitheaterPropThrone01	Throne		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0011374C	DLC04WorkshopBoozeStill01			4	0011374B:AnimFurnDLC04MoonShineStill:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0018F691:FurnitureClassWork:KYWD	001CD02B:BlockPlayerActivation:KYWD							0									
0011377F	DLC04_PowerArmor_QuantumArmor	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00113822	DLC04StingwingNestCeiling			1	00113825:AnimFurnDLC04StingwingCeilingAmbush:KYWD										0									
00113823	DLC04StingwingNestGround			5	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	00111164:AnimFurnStingwingNestGround:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
00113824	DLC04StingwingNestWall			1	00113827:AnimFurnDLC04StingwingWallAmbush:KYWD										0									
00113883	DLC04FishWeightScale			2	00113882:AnimFurnDLC04FishWeightScale:KYWD	0012F848:FurnitureScaleActorToOne:KYWD									0									
001142AF	NPCWoundedSitTalking			2	001142B0:AnimFurnWoundedSittingTalking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD									0									
001144EC	DLC04Workshop_NpcChairPatioSit01_Nuka	Patio Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00114524	DLC04Workshop_WW_Trough	Feed Trough		4	0006E9C7:FurnitureSpecial:KYWD	00114A68:WorkshopBrahminSandboxObject:KYWD	0019EE93:AnimFurnBrahminTrough:KYWD	001CD02B:BlockPlayerActivation:KYWD							0									
001145C1	DLC04_NPCPaintGhoul			3	0006E9C7:FurnitureSpecial:KYWD	001145C0:AnimFurnDLC04PaintingGhoul:KYWD	0018F691:FurnitureClassWork:KYWD								0									
001146D2	NpcStoolDinerIntSit01Cappy	Stool		4	00074EC7:AnimFurnBarStool:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD							0									
001146D3	NpcStoolDinerIntSit02Cappy	Stool		4	00074EC7:AnimFurnBarStool:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD							0									
00013D6B	NpcChairMonorailPodSit01	Chair		1	00030BB2:AnimFurnChairSitAnims:KYWD										0									
0011283D	PortaPottyInd01chair	Toilet Seat		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
000072EF	AmbushRadToad			5	0001A558:AnimFurnRadToadAmbush:KYWD	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
0004BC92	CUT_AmbushMoleratSF08			5	00021B18:IsSleepFurniture:KYWD	000308F4:AnimFurnMoleratAmbushLong:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
0011CEEB	WhiteSpring_PatioTableChair_01	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0020C29F	WhiteSpring_Bench_Outdoor	Bench		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0002537D	AmbushNonSpawnStandFromFloor01			5	00021B18:IsSleepFurniture:KYWD	00025379:AnimFurnAmbushStandFromFloor01:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
0002537E	AmbushSpawnCrawlFromUnder			6	00021B18:IsSleepFurniture:KYWD	0002537F:AnimFurnAmbushCrawlFromUnder:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					0									
00025381	AmbushSpawnBurrow			6	00021B18:IsSleepFurniture:KYWD	00025380:AnimFurnAmbushBurrow:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					1	WorkshopSkipIntersections	1.000000	NULL - Null Reference [00000000]						
0002538B	AmbushSpawnWaterSurface			6	00021B18:IsSleepFurniture:KYWD	00025382:AnimFurnAmbushWaterSurface:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					0									
0002539B	AmbushSpawnWaterLeap_ToBeDELETED			6	00021B18:IsSleepFurniture:KYWD	0002538C:AnimFurnAmbushWaterLeap:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					0									
000253A4	AmbushNonSpawnWallHang			5	00021B18:IsSleepFurniture:KYWD	000253A1:AnimFurnAmbushWallHang:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
000253AD	AmbushNonSpawnCeilingHang			5	00021B18:IsSleepFurniture:KYWD	000253AC:AnimFurnAmbushCeilingHang:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
000259A7	AmbushNonSpawnCrawlAndFall_ToBeDELETED			5	00021B18:IsSleepFurniture:KYWD	000259A6:AnimFurnAmbushCrawlAndFall:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD						0									
000259B6	AmbushSpawnCrawlAndFallHole			6	00021B18:IsSleepFurniture:KYWD	000259B3:AnimFurnAmbushCrawlAndFallHole:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					0									
000259BF	AmbushSpawnHugeBurrow_ToBeDELETED			6	00021B18:IsSleepFurniture:KYWD	000259BE:AnimFurnAmbushHugeBurrow:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					0									
000259C1	AmbushSpawnFakeDoor			6	00021B18:IsSleepFurniture:KYWD	000259C0:AnimFurnAmbushFakeDoor:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					0									
0001EC30	WhiteSpring_Stone_Bench01	Bench		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
