PCRD_FormID	PCRD_EDID	MNAM_Name	DESC	DATA_UnknownBytes	DATA_SpeciesCode	DATA_SpeciesText	DATA_MinLevel	DATA_Special	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	RankCount	RankPERKs_Flat
00471400	zzz_Babylon_BodyguardsCard	Bodyguards	Friends are nice - bodyguards are better!						0024F8D6	PerkCard_Caps_Uncommon		0	
00471432	zzz_Babylon_SniperCard	Sniper	It's all about focus.						001179F3	PerkCard_Caps_Rare		0	
00471410	zzz_Babylon_ColaNutCard	ColaNut	Zap that thirst!						0024F8D6	PerkCard_Caps_Uncommon		0	
00471431	zzz_Babylon_SkeetShooterCard	SkeetShooter	Pull!						001179F3	PerkCard_Caps_Rare		0	
0047142E	zzz_Babylon_ScattershotCard	Scattershot	You were born to shoot buckshot!						0024F8D6	PerkCard_Caps_Uncommon		0	
0047140E	zzz_Babylon_ChemFiendCard	ChemFiend	Far out!						0024F8D6	PerkCard_Caps_Uncommon		0	
0047142C	zzz_Babylon_RadResistantCard	RadResistant	Exposure to the Wasteland has made you more resilient.						001179ED	PerkCard_Caps_Common		0	
004713FE	zzz_Babylon_SuppressorCard	Suppressor	Put the fear of you into them!						0024F8D6	PerkCard_Caps_Uncommon		0	
0047142A	zzz_Babylon_PharmaFarmaCard	PharmaFarma	Chems don't grow on trees. Or do they?						0024F8D6	PerkCard_Caps_Uncommon		0	
0047140C	zzz_Babylon_BloodyMessCard	BloodyMess	Watch out for flying eyeballs!									0	
00471428	zzz_Babylon_PackinLightCard	PackinLight	Packing light doesn't mean packing little!						001179ED	PerkCard_Caps_Common		0	
004713F6	zzz_Babylon_DemolitionExpertCard	DemolitionExpert	The bigger the boom, the better!						001179F3	PerkCard_Caps_Rare		0	
00471426	zzz_Babylon_OrdnanceExpressCard	OrdnanceExpress	You are an explosive freight train, literally.						0024F8D6	PerkCard_Caps_Uncommon		0	
0047140A	zzz_Babylon_BarbarianCard	Barbarian	Channel your inner Grognak!						001179F3	PerkCard_Caps_Rare		0	
00471424	zzz_Babylon_ModernRenegadeCard	ModernRenegade	Today's skill - yesterday's style!						001179F3	PerkCard_Caps_Rare		0	
004713FC	zzz_Babylon_RefractorCard	Refractor	You must be part mirror!						0024F8D6	PerkCard_Caps_Uncommon		0	
00471422	zzz_Babylon_LongshotCard	LongShot	Keep your distance long and your kill-count high.						001179F3	PerkCard_Caps_Rare		0	
00471408	zzz_Babylon_AdrenalineCard	Adrenaline	Living on the edge!									0	
00471420	zzz_Babylon_LastLaughCard	LastLaugh	You find humor in death, your own specifically.						0024F8D6	PerkCard_Caps_Uncommon		0	
0047141E	zzz_Babylon_IncisorCard	Incisor	Aim for the joints!						001179F3	PerkCard_Caps_Rare		0	
00471406	zzz_Babylon_StrangeInNumbersCard	StrangeInNumbers	Mutants unite!						0024F8D6	PerkCard_Caps_Uncommon		0	
0047141C	zzz_Babylon_GunslingerMasterCard	GunslingerMaster	Quick on the draw, quick on the trigger.						001179F3	PerkCard_Caps_Rare		0	
004713FA	zzz_Babylon_MarathonerCard	Marathoner	You're going the distance!						001179ED	PerkCard_Caps_Common		0	
0047141A	zzz_Babylon_GuerrillaMasterCard	GuerrillaMaster	You're a close-quarters gun warrior!						001179F3	PerkCard_Caps_Rare		0	
00471404	zzz_Babylon_RadSpongeCard	RadSponge	Oh, the benefits of lead poisoning.						0024F8D6	PerkCard_Caps_Uncommon		0	
00471418	zzz_Babylon_GrenadierCard	Grenadier	Cool people don't look at explosions.						001179F3	PerkCard_Caps_Rare		0	
004713F4	zzz_Babylon_BlockerCard	Blocker	Brace for impact!						001179F3	PerkCard_Caps_Rare		0	
00471416	zzz_Babylon_GhoulishCard	Ghoulish	Sure, you're still human - on the outside!						001179ED	PerkCard_Caps_Common		0	
00471402	zzz_Babylon_HealingHandsCard	HealingHands	It's alive! ALIVE!						001179ED	PerkCard_Caps_Common		0	
00471414	zzz_Babylon_FieldSurgeonCard	FieldSurgeon	The Wasteland is your operating room!						001179F3	PerkCard_Caps_Rare		0	
00471401	zzz_Babylon_EMTCard	EMT	No one dies on your watch!						001179ED	PerkCard_Caps_Common		0	
00471435	zzz_Babylon_ThruHikerCard	ThruHiker	You have learned the art of proper weight distribution.						001179ED	PerkCard_Caps_Common		0	
00471411	zzz_Babylon_CommandoMasterCard	CommandoMaster							001179F3	PerkCard_Caps_Rare		0	
00471433	zzz_Babylon_SturdyFrameCard	SturdyFrame	You are built like a brick house.						0024F8D6	PerkCard_Caps_Uncommon		0	
0047142D	zzz_Babylon_RiflemanMasterCard	RiflemanMaster	You'd give Daniel Boone a run for his money!						001179F3	PerkCard_Caps_Rare		0	
0047140D	zzz_Babylon_BulletShieldCard	BulletShield	The best protection is a hail of bullets!						001179F3	PerkCard_Caps_Rare		0	
00471429	zzz_Babylon_PharmacistCard	Pharmacist	Take 2 of these and never call me again.						0024F8D6	PerkCard_Caps_Uncommon		0	
004713FD	zzz_Babylon_StrongbackCard	StrongBack	What are you, part pack mule?						0024F8D6	PerkCard_Caps_Uncommon		0	
00471425	zzz_Babylon_OneGunArmyCard	OneGunArmy	You don't need an army. You ARE the army!						001179F3	PerkCard_Caps_Rare		0	
00471409	zzz_Babylon_AquaBoyGirlCard	Aquaboy	Water is your ally.						001179ED	PerkCard_Caps_Common		0	
00471421	zzz_Babylon_LockAndLoadCard	LockAndLoad	Maximize the pain on your target!						0024F8D6	PerkCard_Caps_Uncommon		0	
004713F5	zzz_Babylon_DeadManSprintingCard	DeadManRunning	Burst into the afterlife at a full sprint!						0024F8D6	PerkCard_Caps_Uncommon		0	
0047141D	zzz_Babylon_HeavyGunnerMasterCard	HeavyGunnerMaster	You're a tank with legs.						001179F3	PerkCard_Caps_Rare		0	
00471405	zzz_Babylon_SpiritualHealerCard	SpiritualHealer	Your spirit thrives when helping others.						0024F8D6	PerkCard_Caps_Uncommon		0	
00471419	zzz_Babylon_GroundPounderCard	GroundPounder	The battlefield is your happy place!						001179F3	PerkCard_Caps_Rare		0	
004713F9	zzz_Babylon_LifegiverCard	LifeGiver	You embody wellness!									0	
00471415	zzz_Babylon_FirstAidCard	FirstAid	Is there a doctor in the house?						001179ED	PerkCard_Caps_Common		0	
00471413	zzz_Babylon_EvasiveCard	Evasive	Reflexes are better than armor anyway.						0024F8D6	PerkCard_Caps_Uncommon		0	
00471437	zzz_Babylon_WreckingBallCard	WreckingBall	You are a literal home wrecker.						001179ED	PerkCard_Caps_Common		0	
0047142B	zzz_Babylon_QuickHandsCard	QuickHands	In combat, there's no time to hesitate.						0024F8D6	PerkCard_Caps_Uncommon		0	
0047140B	zzz_Babylon_BearArmsCard	BearArms	Your bear-like arms help you bear bigger arms.						0024F8D6	PerkCard_Caps_Uncommon		0	
00471423	zzz_Babylon_MartialArtistCard	MartialArtist	Light as paper, hard as steel.						001179F3	PerkCard_Caps_Rare		0	
004713FB	zzz_Babylon_MovingTargetCard	MovingTarget	They can't hurt what they can't hit!						0024F8D6	PerkCard_Caps_Uncommon		0	
0047141B	zzz_Babylon_GunRunnerCard	GunRunner	Carry light and run fast.						0024F8D6	PerkCard_Caps_Uncommon		0	
00471417	zzz_Babylon_GladiatorMasterCard	GladiatorMaster	In another life you were a swordsman!						001179F3	PerkCard_Caps_Rare		0	
00471427	zzz_Babylon_OverlyGenerousCard	OverlyGenerous	Radiation, the gift that keeps on giving!						001179F3	PerkCard_Caps_Rare		0	
00471407	zzz_Babylon_TeamMedicCard	TeamMedic	Don't you die on me!						0024F8D6	PerkCard_Caps_Uncommon		0	
0047141F	zzz_Babylon_IroncladCard	Ironclad	The knights had it right!						001179F3	PerkCard_Caps_Rare		0	
004716BD	zzz_Babylon_FireInTheHoleCard	FireInTheHole	Put it there!						001179F3	PerkCard_Caps_Rare		0	
00472BF4	zzz_Babylon_CreatureCrusherCard	CreatureCrusher	Charisma Bonus						001179ED	PerkCard_Caps_Common		0	
00472BFA	zzz_Babylon_FrogLegsCard	FrogLegs	Agility Bonus						001179ED	PerkCard_Caps_Common		0	
00472BEE	zzz_Babylon_BriefcaseBloodhoundCard	BriefcaseBloodhound	Perception Bonus						001179ED	PerkCard_Caps_Common		0	
00472BF5	zzz_Babylon_MonsterMufflerCard	MonsterMuffler	Charisma Bonus						001179ED	PerkCard_Caps_Common		0	
00472BF3	zzz_Babylon_CharismaBonus3Card	ActionBoy	Charisma Bonus						001179ED	PerkCard_Caps_Common		0	
00472BEF	zzz_Babylon_HackAndSeekCard	HackAndSeek	Perception Bonus						001179ED	PerkCard_Caps_Common		0	
00479D61	zzz_Babylon_LuckyBreakCard	LuckyBreak	If it ain't broke, don't fix it!						0024F8D6	PerkCard_Caps_Uncommon		0	
00479D62	zzz_Babylon_MagneticPersonalityCard	MagneticPersonality	You are the original social butterfly.						001179ED	PerkCard_Caps_Common		0	
00479D63	zzz_Babylon_NerdRageCard	NerdRage	Genius. Is. ANGRY!						001179F3	PerkCard_Caps_Rare		0	
00479D64	zzz_Babylon_RadicoolCard	Radicool	What does not kill you makes you stronger!						001179F3	PerkCard_Caps_Rare		0	
00479D65	zzz_Babylon_SluggerMasterCard	SluggerMaster	Home run with each hit!						001179F3	PerkCard_Caps_Rare		0	
00479D66	zzz_Babylon_SquadManeuversCard	SquadManeuvers	Squad! Move out! Go go go!						0024F8D6	PerkCard_Caps_Uncommon		0	
00479D67	zzz_Babylon_StabilizedCard	Stabilized	Good thing you installed shock absorbers.						001179F3	PerkCard_Caps_Rare		0	
00479D68	zzz_Babylon_WhiteKnightCard	WhiteKnight	Keep it clean and it lasts longer!						0024F8D6	PerkCard_Caps_Uncommon		0	
00479D5F	zzz_Babylon_DodgyCard	Dodgy	Dodge bullets and roll with the punches.						001179F3	PerkCard_Caps_Rare		0	
00479D60	zzz_Babylon_HomebodyCard	Homebody	Home is where the heart is.						001179ED	PerkCard_Caps_Common		0	
003EE5A8	zzz_Babylon_HackerCard	Hacker	Penetrate terminal security with cutting-edge encryption knowledge.						001179ED	PerkCard_Caps_Common		0	
003EE5A6	zzz_Babylon_PicklockCard	Picklock	Locked? Not for long!						001179ED	PerkCard_Caps_Common		0	
003F45F7	zzz_Babylon_FashionFinderCard	FashionFinder	You keep an eye out for fresh looks!						001179ED	PerkCard_Caps_Common		0	
003F45F3	zzz_Babylon_CowboyCard	Cowboy	You're a close-quarters gun warrior!						001179F3	PerkCard_Caps_Rare		0	
003F45EF	zzz_Babylon_WalkingArsenalCard	WalkingArsenal	Packing light doesn't mean packing little!						001179ED	PerkCard_Caps_Common		0	
003F45F6	zzz_Babylon_ClubberCard	Clubber	In another life you were a swordsman!						001179F3	PerkCard_Caps_Rare		0	
003F6CC7	zzz_Babylon_RunForYourKnifeCard	RunForYourKnife	There's no time to waste!						001179ED	PerkCard_Caps_Common		0	
00563B93	ArcherExpertCard	ArcherExpert	Make every shot a strong shot.						001179F3	PerkCard_Caps_Rare		0	
00563B8F	ArcherCard	Archer	A proper release should surprise even the archer.						001179F3	PerkCard_Caps_Rare		0	
00563B9B	BowBeforeMeCard	BowBeforeMe	Your arrows always hit where their armor isn't.						001179ED	PerkCard_Caps_Common		0	
00563B97	ArcherMasterCard	ArcherMaster	You could teach Robin Hood a thing or two.						001179F3	PerkCard_Caps_Rare		0	
005A4F10	zzz_LGN_HeavyDuty_Card	LGNHeavyDuty	You give "bulletproof" a whole new meaning.									0	
005A4F11	zzz_LGN_ThinSkinned_Card	LGNReconBuild	Bulky armor is for losers and you are NOT a loser.									0	
005A4F1A	zzz_LGN_SuitedUp_Card	LGNSuitedUp	Protection for you, pain for them.									0	
005A5943	LGN_WhatRads_Card	LGNRadicalRadiation	Putting the "active" in radioactive!									0	
005A59C6	LGN_TakingOneForTheTeam_Card	LGNTakingOneForTheTeam	It's me you want! Come on!									0	
005A59CB	zzz_LGN_BotanyBuddy_Card	LGNBotanyExpert	Putting that green thumb to use!									0	
005A59D0	LGN_BloodSacrifice_Card	LGNBloodSacrifice	The ULTIMATE sacrifice.									0	
005A59DB	zzzLGN_RewardsHound_Card	LGNRewardsHound	You gain more junk, legendary scrip, gold bullion, and caps									0	
005A5D68	LGN_FollowThrough_Card	LGNFollowThrough	They'll never see it coming.									0	
005A5DA8	zzzLGN_OverchargedCore_Card	LGNOverchargedCore	Get a little extra juice.									0	
005A5DB2	LGN_BrawlingChemist_Card	LGNBrawlingChemist	An advanced biochemical implant periodically grants you a powerful chem.									0	
005A5DD7	LGN_FarFlungFireworks_Card	LGNDistanceDetonator	Stay back! Enemies go BOOM.									0	
005A5DDC	LGN_DetonationContagion_Card	LGNDetonationContagion	Explosions begat explosions.									0	
005A5DE5	LGN_ElectricAbsorption_Card	LGNElectricAbsorption	Recharge those batteries.									0	
005A5DEE	LGN_PowerArmorReboot_Card	LGNPowerArmorReboot	A new lease on life!									0	
005A5DFC	LGN_ExplodingPalm_Card	LGNExplodingPalm	You are the BOMB.									0	
005A5E23	LGN_CollateralDamage_Card	LGNCollateralDamage	Ain't a knife fight until someone explodes.									0	
005AE151	LGN_Retribution_Card	LGNRetribution	Payback never felt so good.									0	
005B5227	zzzLGN_ArmsBreaker_Card	LGNArmsBreaker	Breaking things is fun.									0	
005CBB84	LGN_SurvivalShortcut_Card	LGNSurvivalShortcut	Surviving Appalachia- made easy! Generate survival aiding chems!									0	
005CBBA4	LGN_FunkyDuds_Card	LGNFunkyDuds	Your odious aroma even scares the poisons away.									0	
005CBE66	LGN_SizzlingStyle_Card	LGNSizzlingStyle	Your fashion sense is so hot that you can take the heat!									0	
005CBE7A	LGN_AmmoFactory_Card	LGNAmmoFactory	More BANG! for your buck.									0	
005CBE80	LGN_PowerSprinter_Card	LGNPowerSprinter	Nothing can slow you down!									0	
005CF096	LGN_NuclearProliferator_Card	LGNNuclearProliferator	That escalated quickly.									0	
005CF180	LGN_ExtraStrength_Card	LGNExtraStrength	Pack on a some extra muscle in the weight room.									0	
005CF1CB	LGN_ExtraPerception_Card	LGNExtraPerception	Open your third eye or just mutate a new one.									0	
005CF1CC	LGN_ExtraEndurance_Card	LGNExtraEndurance	Built for the long haul.									0	
005CF1CD	LGN_ExtraCharisma_Card	LGNExtraCharisma	You could learn to shoot straight or just convince people to not shoot you.									0	
005CF1CE	LGN_ExtraIntelligence_Card	LGNExtraIntelligence	Hit the books for some extra credit.									0	
005CF1CF	LGN_ExtraAgility_Card	LGNExtraAgility	It's important to stretch before dodging bullets.									0	
005CF1D0	LGN_ExtraLuck_Card	LGNExtraLuck	Don't forget your lucky rabbit's foot.									0	
005CFCAA	LGN_MasterInfiltrator_Card	LGNMasterInfiltrator	Sleepwalk through the tightest security.									0	
005D036D	LGN_HackAndSlash_Card	LGNHackAndSlash	Mow your enemies down by the dozen.									0	
006D5080	StableToolsCard	StableTools	Relying on the tools of democracy!						0024F8D6	PerkCard_Caps_Uncommon		0	
006D51E7	ArmsKeeperCard	ArmsKeeper	I can hold as many of these!						001179ED	PerkCard_Caps_Common		0	
00797E00	GHL_RadSpecialistCard	RadSpecialist	Putting field experience to work!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E01	GHL_RadioactiveStrengthCard	RadioactiveStrength	Part of a complete package!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E02	GHL_ArmsOfSteelCard	ArmsOfSteel	These can handle any impact!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E03	zzz_GHL_CatReflexesCard	CatReflexes	A rodent's worse nightmare!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E04	GHL_MadScientistCard	MadScientist	EUREKA!						001179ED	PerkCard_Caps_Common		0	
00797E05	zzz_GHL_ThroughJobCard	ThroughJob	A job well done deserves extra pay!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E06	GHL_EyeOfTheHunterCard	EyeOfTheHunter	Eyes like our patriotic eagles!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E07	GHL_ThickSkinCard	ThickSkin	Hard to pierce!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E1B	zzz_GHL_JunkHunterCard		It's all mine!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E08	GHL_FeralPresenceCard	PowerfulPresence	Looks that kill!						001179ED	PerkCard_Caps_Common		0	
00797E09	GHL_BattleGenesCard	BattleGenes	Healing DNA!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E17	zzz_GHL_BurnTheWorldCard		Setting your troubles ablaze!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E0A	GHL_UnitedOrdealCard	UnitedOrdeal	Hard to pierce!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E0B	GHL_FaultySpotsCard	FaultySpots	Hit em' where it hurts!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E13	GHL_GlowingGutCard	GlowingGut	It shines in the dark!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E0C	zzz_GHL_TunnelRunnerCard		Swift as a rat!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E0D	zzz_GHL_LegendTrackerCard	Perceptibobble	Bounty Spotted!						001179ED	PerkCard_Caps_Common		0	
00797E0E	GHL_GlowingCriticalsCard	BloodyVATS	Nothing remains...						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E0F	GHL_JaguarSpeedCard	JaguarSpeed	Outrun your competition!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E10	GHL_ActionGhoulCard	ActionGhoul	Harness the power of Rads!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E11	zzz_GHL_AcceptanceCard		It is what it is!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E12	GHL_RadiationPowerCard	RadiationPower	Feeling Rad-ical!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E14	GHL_WildWestHandsCard	WildWestHands	May you succeed, partner!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E15	zzz_GHL_FrankensteinsMonsterCard		Charging through the pain!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E16	zzz_GHL_200PercentPerformanceCard		FEELING THE THRILL						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E18	GHL_BreatheItInCard	BreathItIn	Smell the radioactive flowers!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E19	zzz_GHL_PersuasiveCard		No rules for me!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E1A	GHL_BoneShattererCard	BoneShatterer	Its like breaking Glass!						0024F8D6	PerkCard_Caps_Uncommon		0	
00797E1C	GHL_BrickWallCard	BrickWall	Sturdy as American infrastructure!						0024F8D6	PerkCard_Caps_Uncommon		0	
00798017	GHL_LGN_ActionDiet_Card	LGNActionDiet	Bashing and Bullets make part of a complete Breakfast!									0	
007981F5	zzz_GHL_LGN_WildCard_Card	WildCard	Never let them know your next move...									0	
00799AFF	GHL_ChemDietCard	ChemDiet	Ah... that hits the spot!						0024F8D6	PerkCard_Caps_Uncommon		0	
0077B578	zzz_deletedCard								0024F8D6	PerkCard_Caps_Uncommon		0	
0077B579	ConductorCard	Conductor	TOUCH!						0024F8D6	PerkCard_Caps_Uncommon		0	
0077B57A	LightMealCard	LightMeal	Shockingly Delicious!						0024F8D6	PerkCard_Caps_Uncommon		0	
007A142F	GHL_ScienceMonsterCard	ScienceMonster	Charging through the pain!						0024F8D6	PerkCard_Caps_Uncommon		0	
007A1430	GHL_BombScientistCard	BombScientist	It's not Rocket Science!						0024F8D6	PerkCard_Caps_Uncommon		0	
007ABF07	GHL_MoralSupportCard	MoralSupport	We got you!						0024F8D6	PerkCard_Caps_Uncommon		0	
007AD40D	GHL_LGN_FeralRageCard	LGNFeralRage	Letting it all out!									0	
007AD43B	GHL_RadReaverCard	RadReaver	I can feel the glowing!						0024F8D6	PerkCard_Caps_Uncommon		0	
007ADC78	GHL_GunTricksCard	GunTricks	Want to see that again?						0024F8D6	PerkCard_Caps_Uncommon		0	
007AE865	GHL_HyperReflexesCard	HyperReflexes	Flexible like Rubber!						0024F8D6	PerkCard_Caps_Uncommon		0	
007AEE34	GHL_GlowingOneCard	GlowingOne	Ooooh, Shiny!						0024F8D6	PerkCard_Caps_Uncommon		0	
007B283D	GHL_GlowingHunterCard	GlowingHunter	Huh, glowing sure gives their location away!						0024F8D6	PerkCard_Caps_Uncommon		0	
