WEAP_FormID	WEAP_EDID	WEAP_FULL	WEAP_Model	XALG_Flags	EILV_Level	ETYP_EquipType	PTRN_PreviewTransform	IBSD_BreakSound	KeywordCount	Keywords	APPR_SlotCount	APPR_Slots
001738E1	zzz_TestTurretAntiAirGun	Turret Machine Gun			1	RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		4	ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
00182634	AutoGrenadeLauncher	Auto Grenade Launcher			40	BothHands [EQUP:00013F45]	xTranAutoGrenadeLauncher [TRNS:005A5E45]	UIBreakWeapon [SNDR:004ED233]	0		24	ap_Bot_Grip [KYWD:0000140F]|ap_Bot_Sight [KYWD:00001413]|ap_Bot_Barrel [KYWD:00001414]|ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_gun_FeedThroat [KYWD:0005F7C7]|ap_Bot_Mag [KYWD:00091A50]|ap_Bot_FeedThroat [KYWD:00091A63]|ap_gun_Appearance "No Appearance" [KYWD:00114364]|ap_gun_Casing [KYWD:00149CA8]|ap_gun_Sight "Sights" [KYWD:0014CDA5]|ap_Misc [KYWD:001A8B4B]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_FlashFar [KYWD:001E9904]|ap_gun_FlashMid [KYWD:001E9905]|ap_gun_FlashShort [KYWD:001E9906]|ap_customName [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
00183FCD	DN160_GrognakAxe	Grognak's Axe			30	RightHand [EQUP:00013F42]	ATX_Grognak_HockeyStick_TRNS [TRNS:005A5317]	UIBreakWeapon [SNDR:004ED233]	0		7	ap_melee_Appearance "No Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
00185D25	TireIron	Tire Iron			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	0		8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "No Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
00186171	UltraciteLaserGun	Ultracite Laser			30	BothHands [EQUP:00013F45]	xTranLaserGun [TRNS:00248ABB]	UIBreakWeapon [SNDR:004ED233]	0		7	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
0018A8D1	crUnarmedFlatwoodsMonster	Unarmed Flatwoods Monster			1	EitherHand [EQUP:00013F44]			0		0	
0019909F	crUnarmedScorchBeast	Unarmed ScorchBeast			1	BothHands [EQUP:00013F45]			0		0	
001A7A7E	zzz_Debug_Legendary2_ChineseOfficerSword_ReflectMelee	Junk			10	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
001B3137	crProtectron01LeftArmNailGun					LeftHand [EQUP:00013F43]	Pistol00 [TRNS:00071DDD]		0		1	ap_gun_Receiver "Receiver" [KYWD:00024004]
001B3139	crProtectron01RightArmNailGun					RightHand [EQUP:00013F42]	Pistol00 [TRNS:00071DDD]		0		1	ap_gun_Receiver "Receiver" [KYWD:00024004]
001B3182	crProtectron01LeftArmLaserGunBlue					LeftHand [EQUP:00013F43]	xTranHandmadeGun [TRNS:00054B13]		0		0	
001B5ED8	crTurretTripodMachineGunMkIII	Turret Machine Gun High Power				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		0	
001B5EDA	crTurretTripodMachineGunMkV	Turret Machine Gun Incendiary				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		0	
001B5EDD	crTurretTripodMachineGunMkVII	Turret Machine Gun Explosive				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		0	
001B9AF3	crProtectron01LeftArmLaserGun				1	LeftHand [EQUP:00013F43]	xTranHandmadeGun [TRNS:00054B13]		0		0	
001B9AF4	crProtectron02RightArmLaserGun					RightHand [EQUP:00013F42]	xTranHandmadeGun [TRNS:00054B13]		0		0	
001BBF98	crTurretMountedBallistic	Turret Gun				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		0	
001BBF99	crTurretBubbleBallistic3shot	Turret Gun				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		0	
001BBF9E	crTurretMountedLaserGun6shot	Turret Laser Gun				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		0	
001BD15A	crUnarmedAssaultron	Unarmed Assaultron				BothHands [EQUP:00013F45]			0		0	
001BD15B	crUnarmedProtectron	Unarmed Protectron				BothHandsAltOptional [EQUP:0010FFFC]			0		0	
001C403B	crUnarmedGlowingOne	Unarmed GlowingOne				BothHandsOtherOptional [EQUP:00043350]			0		0	
001C7A69	SingleActionRevolver	Single Action Revolver			10	RightHand [EQUP:00013F42]	xTran44 [TRNS:00248AB6]	UIBreakWeapon [SNDR:004ED233]	0		8	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "No Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
001D77A5	crProtectron02LeftArmCryo01	Cryolator				LeftHand [EQUP:00013F43]	Pistol00 [TRNS:00071DDD]		0		1	ap_gun_Receiver "Receiver" [KYWD:00024004]
001D77A6	crProtectron02RightArmCryo01	Cryolator				RightHand [EQUP:00013F42]	Pistol00 [TRNS:00071DDD]		0		1	ap_gun_Receiver "Receiver" [KYWD:00024004]
001E0951	crMrGutsy_CombatRifle_Right	Combat Rifle				HandyRightHandLMOptional [EQUP:000471A2]	xTranRifleBig [TRNS:00031C16]		0		1	ap_gun_Receiver "Receiver" [KYWD:00024004]
001E0952	crMrGutsy_LaserGun_Middle				1	HandyMiddleHandRLOptional [EQUP:00047323]	xTranHandmadeGun [TRNS:00054B13]		0		0	
001E0953	crMrHandy_Hand_Left_Saw	Saw				HandyLeftHandRMOptional [EQUP:00047321]			0		0	
001E0954	crMrHandy_Hand_Right_Saw	Saw				HandyRightHandLMOptional [EQUP:000471A2]			0		0	
001E0955	crMrHandy_Hand_Middle_Saw	Saw				HandyMiddleHandRLOptional [EQUP:00047323]			0		0	
001E0956	crMrGutsy_LaserGun_Left				1	HandyLeftHandRMOptional [EQUP:00047321]	xTranHandmadeGun [TRNS:00054B13]		0		0	
001E0957	crMrGutsy_CombatRifle_Middle	Combat Rifle				HandyMiddleHandRLOptional [EQUP:00047323]	xTranRifleBig [TRNS:00031C16]		0		1	ap_gun_Receiver "Receiver" [KYWD:00024004]
001E0958	crMrGutsy_LaserGun_Right				1	HandyRightHandLMOptional [EQUP:000471A2]	xTranHandmadeGun [TRNS:00054B13]		0		0	
001E0959	crMrGutsy_CombatRifle_Left	Combat Rifle				HandyLeftHandRMOptional [EQUP:00047321]	xTranRifleBig [TRNS:00031C16]		0		1	ap_gun_Receiver "Receiver" [KYWD:00024004]
0020413E	WorkshopTrapFlamethrowerWeap01	Flamer				BothHands [EQUP:00013F45]	xTranMiniGun [TRNS:000390B1]		0		5	ap_gun_Barrel [KYWD:0002249D]|ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_TankMove [KYWD:001E8CAD]
0020413F	WorkshopTrapFlamethrowerWeap02	Flamer				BothHands [EQUP:00013F45]	xTranMiniGun [TRNS:000390B1]		0		5	ap_gun_Barrel [KYWD:0002249D]|ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_TankMove [KYWD:001E8CAD]
002054E5	crUnarmedAlien	Unarmed Alien			1	BothHandsOptional [EQUP:0004334C]			0		0	
00209DAC	zzz_TestGolfClub	Baton				RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		0		6	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
00210B62	crAssaultronLeftBlade					LeftHandOther [EQUP:0023E486]	xTranMelee [TRNS:00020D51]		0		0	
00210B63	crAssaultronRightBlade					RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		0		0	
0021635F	crSentryBotLeftShoulderClusterLauncherIndoors					AltAttackSlot3 [EQUP:00136257]	xTranPistol [TRNS:00031C13]		0		0	
00216360	crSentryBotRightShoulderClusterLauncherIndoors					AltAttackSlot2 [EQUP:00136256]	xTranPistol [TRNS:00031C13]		0		0	
002216CF	crMrGutsy_Saw_Middle	Saw				HandyMiddleHandRLOptional [EQUP:00047323]			0		0	
002216D0	crMrGutsy_Saw_Right	Saw				HandyRightHandLMOptional [EQUP:000471A2]			0		0	
002216D1	crMrGutsy_Saw_Left	Saw				HandyLeftHandRMOptional [EQUP:00047321]			0		0	
0022B18B	crWorkshopTurretMountedShotgun01	Turret Shotgun				RightHand [EQUP:00013F42]	xTranRifleBig [TRNS:00031C16]		0		0	
0022B18C	crTurretMissileLauncher01	Turret Missile Launcher				RightHand [EQUP:00013F42]	xTranLauncher [TRNS:0010A2C5]		0		0	
0022B194	crTurretMountedSpotlight01	Turret Spotlight				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		0		0	
0023C36F	crUnarmedScorched	Unarmed Scorched			1	BothHands [EQUP:00013F45]			0		0	
0029CC0F	EN02_OrbitalStrikeGrenade	Orbital Strike Beacon				GrenadeSlot [EQUP:00046AAC]	xTranMeleeSmallHand [TRNS:0010A2C6]		0		1	ap_Item_Description [KYWD:00521926]
002A0405	WoodCuttingAxe	Multi-Purpose Axe			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	0		7	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
002B7863	zzz_Debug_Legendary1_44_Medic	Junk			5	RightHand [EQUP:00013F42]	xTran44 [TRNS:00248AB6]	UIBreakWeapon [SNDR:004ED233]	0		7	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "No Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002BA1D9	CamdenWhackerWeapon	Camden Whacker				RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	0		3	ap_gun_MeleeMod [KYWD:0000283C]|ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
002C3EC7	MTR05_ChineseOfficerSword	Ancient Blade			5	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	0		7	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "No Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6174	zzz_TestAudio_10mm	TA 10mm			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6175	zzz_TestAudio_10mm_Supp	TA 10mm			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6176	zzz_TestAudio_10mm_Auto	TA 10mm			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6177	zzz_TestAudio_10mm_Auto_Supp	TA 10mm			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6178	zzz_TestAudio_PipeGun	TA Pipe			1	BothHands [EQUP:00013F45]	xTranPipeGuns [TRNS:00248AB3]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6179	zzz_TestAudio_PipeGun_Supp	TA Pipe			1	BothHands [EQUP:00013F45]	xTranPipeGuns [TRNS:00248AB3]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C617A	zzz_TestAudio_PipeGun_Auto	TA Pipe			1	BothHands [EQUP:00013F45]	xTranPipeGuns [TRNS:00248AB3]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C617B	zzz_TestAudio_PipeGun_Auto_Supp	TA Pipe			1	BothHands [EQUP:00013F45]	xTranPipeGuns [TRNS:00248AB3]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C617C	zzz_TestAudio_PipeBoltAction	TA Pipe Bolt-Action			1	BothHands [EQUP:00013F45]	xTranPipeGuns [TRNS:00248AB3]	UIBreakWeapon [SNDR:004ED233]	0		7	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Gun_UniversalOffset_Range [KYWD:000498A0]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C617D	zzz_TestAudio_PipeBoltAction_Supp	TA Pipe Bolt-Action			1	BothHands [EQUP:00013F45]	xTranPipeGuns [TRNS:00248AB3]	UIBreakWeapon [SNDR:004ED233]	0		7	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Gun_UniversalOffset_Range [KYWD:000498A0]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C617E	zzz_TestAudio_10mmSMG	TA 10mm Submachine Gun			10	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C617F	zzz_TestAudio_AssaultRifle	TA Assault Rifle			30	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6180	zzz_TestAudio_AssaultRifle_Supp	TA Assault Rifle			30	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6181	zzz_TestAudio_AssaultRifle_Auto	TA Assault Rifle			30	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6182	zzz_TestAudio_AssaultRifle_Auto_Supp	TA Assault Rifle			30	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6183	zzz_TestAudio_CombatRifle	TA Combat Rifle			20	BothHands [EQUP:00013F45]	xTranRifleBig [TRNS:00031C16]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6184	zzz_TestAudio_CombatRifle_Supp	TA Combat Rifle			20	BothHands [EQUP:00013F45]	xTranRifleBig [TRNS:00031C16]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6185	zzz_TestAudio_CombatRifle_Auto	TA Combat Rifle			20	BothHands [EQUP:00013F45]	xTranRifleBig [TRNS:00031C16]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6186	zzz_TestAudio_CombatRifle_Auto_Supp	TA Combat Rifle			20	BothHands [EQUP:00013F45]	xTranRifleBig [TRNS:00031C16]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
002C6187	zzz_TestAudio_SubmachineGun	TA Submachine Gun			15	BothHands [EQUP:00013F45]	xTranSubmachineGun [TRNS:00248AB7]	UIBreakWeapon [SNDR:004ED233]	0		6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
