FormID	EDID	FULL	DESC	NNAM	XALG	KEYWORDS	SWFI	BEVA	ETIP	ETUI	ETDI	ETLG	ECIL_Count	ECIL_1	ECIL_2	ECIL_3	ECIL_4	ECIL_5	ECIL_6	ECIL_7	ECIL_8	ECIL_9	ECIL_10	ECIL_11	ECIL_12	ECIL_13	ECIL_14
00486751	ATX_ENTM_PlayerIcon_VaultBoy_09	Have a Day Player Icon	Have one.    - UNLOCKS A PLAYER ICON. -	Have a Day Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_VaultBoy_09.dds		0														
00486740	ATX_ENTM_PlayerIcon_Shelter_05	Dweller 03 Player Icon	Just your average Appalachian guy.    - UNLOCKS A PLAYER ICON. -	Dweller 03 Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Shelter_05.dds		0														
00486752	ATX_ENTM_PlayerIcon_VaultBoy_10	Innocent Player Icon	Swear it.    - UNLOCKS A PLAYER ICON. -	Innocent Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_VaultBoy_10.dds		0														
00486733	ATX_ENTM_PlayerIcon_Weapon_01	Combat Shotgun Player Icon	Kill 'em close, kill 'em loud.    - UNLOCKS A PLAYER ICON. -	Combat Shotgun Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Weapon_01.dds		0														
00486753	ATX_ENTM_PlayerIcon_VaultBoy_11	Red Hot Player Icon	Bad company.    - UNLOCKS A PLAYER ICON. -	Red Hot Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_VaultBoy_11.dds		0														
0048673D	ATX_ENTM_PlayerIcon_Shelter_02	Feral Ghoul Player Icon	Really ghoulish.    - UNLOCKS A PLAYER ICON. -	Feral Ghoul Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Shelter_02.dds		0														
00486748	ATX_ENTM_PlayerIcon_Shelter_13	Dweller 11 Player Icon	It's not the age... it's the mileage.    - UNLOCKS A PLAYER ICON. -	Dweller 11 Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Shelter_13.dds		0														
0048673F	ATX_ENTM_PlayerIcon_Shelter_04	Dweller 02 Player Icon	Let everyone know that things are going... swimmingly.    - UNLOCKS A PLAYER ICON. -	Dweller 02 Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Shelter_04.dds		0														
00486756	ATX_ENTM_PlayerIcon_VaultGirl_02	Lover Girl Player Icon	Your enemies may be dead, but romance isn't.    - UNLOCKS A PLAYER ICON. -	Lover Girl Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_VaultGirl_02.dds		0														
00486742	ATX_ENTM_PlayerIcon_Shelter_07	Dweller 05 Player Icon	In the year 2102, mullets are still VERY much in style.    - UNLOCKS A PLAYER ICON. -	Dweller 05 Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Shelter_07.dds		0														
0048674C	ATX_ENTM_PlayerIcon_VaultBoy_04	Angry Player Icon	Everything is terrible! Agggh!    - UNLOCKS A PLAYER ICON. -	Angry Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_VaultBoy_04.dds		0														
00486588	ATX_ENTM_PlayerIcon_NukaGirl	Rocket Girl Player Icon	Blast off!    - UNLOCKS A PLAYER ICON. -	Rocket Girl Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_NukaGirl.dds		0														
00486579	ATX_ENTM_PlayerIcon_Holiday_05	Skeleboy Player Icon	Bone-thin.    - UNLOCKS A PLAYER ICON. -	Skeleboy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_05.dds		0														
00486584	ATX_ENTM_PlayerIcon_Object_03	Stimpak Player Icon	This will help!    - UNLOCKS A PLAYER ICON. -	Stimpak Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_03.dds		0														
004865B1	ATX_ENTM_PlayerIcon_Perks_02	Master Slugger Player Icon	Hey there, slugger.    - UNLOCKS A PLAYER ICON. -	Master Slugger Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_02.dds		0														
00486592	ATX_ENTM_PlayerIcon_Object_11	Pip-Boy 3000 Mark IV Player Icon	The upgrade.    - UNLOCKS A PLAYER ICON. -	Pip-Boy 3000 Mark IV Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_11.dds		0														
004865B9	ATX_ENTM_PlayerIcon_Perks_10	Barbarian Player Icon	Some would call you barbaric!    - UNLOCKS A PLAYER ICON. -	Barbarian Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_10.dds		0														
00486578	ATX_ENTM_PlayerIcon_Holiday_04	Pilgrim Girl Player Icon	Whether it's turkey or Mirelurk Jerky, you're still thankful.    - UNLOCKS A PLAYER ICON. -	Pilgrim Girl Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_04.dds		0														
00486594	ATX_ENTM_PlayerIcon_Object_13	Big Red Button Player Icon	You know you want to...    - UNLOCKS A PLAYER ICON. -	Big Red Button Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_13.dds		0														
00486575	ATX_ENTM_PlayerIcon_Holiday_01	Bewitching Player Icon	Cast a spell.    - UNLOCKS A PLAYER ICON. -	Bewitching Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_01.dds		0														
00486577	ATX_ENTM_PlayerIcon_Holiday_03	Mrs. Claus Player Icon	The real source of the magic.    - UNLOCKS A PLAYER ICON. -	Mrs. Claus Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_03.dds		0														
00486591	ATX_ENTM_PlayerIcon_Object_10	Fat Stacks Player Icon	Money. How quaint.    - UNLOCKS A PLAYER ICON. -	Fat Stacks Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_10.dds		0														
0048657C	ATX_ENTM_PlayerIcon_Holiday_08	Vamp Boy Player Icon	Is this collar dramatic?    - UNLOCKS A PLAYER ICON. -	Vamp Boy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_08.dds		0														
00486582	ATX_ENTM_PlayerIcon_Holiday_14	Green Boy Player Icon	Why have a green thumb when you can have a green... everything?    - UNLOCKS A PLAYER ICON. -	Green Boy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_14.dds		0														
004865BC	ATX_ENTM_PlayerIcon_Perks_13	Grease Monkey Player Icon	Get down and dirty.    - UNLOCKS A PLAYER ICON. -	Grease Monkey Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_13.dds		0														
004865B5	ATX_ENTM_PlayerIcon_Perks_06	Master Heavy Gunner Player Icon	More guns solve anything.    - UNLOCKS A PLAYER ICON. -	Master Heavy Gunner Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_06.dds		0														
004865B7	ATX_ENTM_PlayerIcon_Perks_08	Bodyguards Player Icon	Better together.    - UNLOCKS A PLAYER ICON. -	Bodyguards Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_08.dds		0														
004865BD	ATX_ENTM_PlayerIcon_Perks_14	Fireproof Player Icon	Is it hot out, or is it just the fire?    - UNLOCKS A PLAYER ICON. -	Fireproof Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_14.dds		0														
004865BB	ATX_ENTM_PlayerIcon_Perks_12	Chemist Player Icon	Better living through chemistry.    - UNLOCKS A PLAYER ICON. -	Chemist Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_12.dds		0														
00486590	ATX_ENTM_PlayerIcon_Object_09	Nuked! Player Icon	Get nuked!    - UNLOCKS A PLAYER ICON. -	Nuked! Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_09.dds		0														
0048658F	ATX_ENTM_PlayerIcon_Object_08	Giddyup Buttercup Player Icon	Horsin' around.    - UNLOCKS A PLAYER ICON. -	Giddyup Buttercup Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_08.dds		0														
00486581	ATX_ENTM_PlayerIcon_Holiday_13	Pilgrim Boy Player Icon	You're the point man on pumpkin pie... and moonshine.    - UNLOCKS A PLAYER ICON. -	Pilgrim Boy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_13.dds		0														
0048657B	ATX_ENTM_PlayerIcon_Holiday_07	Franken Boy Player Icon	The monster, not the creator.    - UNLOCKS A PLAYER ICON. -	Franken Boy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_07.dds		0														
0048658E	ATX_ENTM_PlayerIcon_Object_07	Nuka-Cap Player Icon	Pay your way.    - UNLOCKS A PLAYER ICON. -	Nuka-Cap Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_07.dds		0														
00486593	ATX_ENTM_PlayerIcon_Object_12	Suited Up Player Icon	A uniform appearance.    - UNLOCKS A PLAYER ICON. -	Suited Up Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_12.dds		0														
00486580	ATX_ENTM_PlayerIcon_Holiday_12	Mr. Claus Player Icon	Ho ho ho! Teddy Bears and Healing Salve for everyone!    - UNLOCKS A PLAYER ICON. -	Mr. Claus Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_12.dds		0														
004865A3	ATX_ENTM_PlayerIcon_Perks_01	Gladiator Player Icon	Kill 'em all!    - UNLOCKS A PLAYER ICON. -	Gladiator Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_01.dds		0														
00486586	ATX_ENTM_PlayerIcon_Object_02	T-60 Player Icon	Dominance. On and off the battlefield.    - UNLOCKS A PLAYER ICON. -	T-60 Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_02.dds		0														
004865BA	ATX_ENTM_PlayerIcon_Perks_11	Expert Hacker Player Icon	Crack the code.    - UNLOCKS A PLAYER ICON. -	Expert Hacker Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_11.dds		0														
0048658B	ATX_ENTM_PlayerIcon_Object_04	Cheers! Player Icon	This round's on me!    - UNLOCKS A PLAYER ICON. -	Cheers! Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_04.dds		0														
004865B4	ATX_ENTM_PlayerIcon_Perks_05	Ordnance Express Player Icon	Express delivery.    - UNLOCKS A PLAYER ICON. -	Ordnance Express Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_05.dds		0														
004865B2	ATX_ENTM_PlayerIcon_Perks_03	Escape Artist Player Icon	Slip out of anything.    - UNLOCKS A PLAYER ICON. -	Escape Artist Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_03.dds		0														
00486595	ATX_ENTM_PlayerIcon_Object_14	Lunch Player Icon	On the go.    - UNLOCKS A PLAYER ICON. -	Lunch Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_14.dds		0														
0048657A	ATX_ENTM_PlayerIcon_Holiday_06	Snowboy Player Icon	The only thing missing is a magical top hat.    - UNLOCKS A PLAYER ICON. -	Snowboy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_06.dds		0														
004865B3	ATX_ENTM_PlayerIcon_Perks_04	Night Eyes Player Icon	Hey kitty.    - UNLOCKS A PLAYER ICON. -	Night Eyes Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_04.dds		0														
004865B8	ATX_ENTM_PlayerIcon_Perks_09	Bear Arms Player Icon	It's your right.    - UNLOCKS A PLAYER ICON. -	Bear Arms Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_09.dds		0														
0048658C	ATX_ENTM_PlayerIcon_Object_05	Pork and Beans Player Icon	The dynamic duo.    - UNLOCKS A PLAYER ICON. -	Pork and Beans Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_05.dds		0														
0048657F	ATX_ENTM_PlayerIcon_Holiday_11	Elf Boy Player Icon	Help Santa make toys. Or Power Armor!    - UNLOCKS A PLAYER ICON. -	Elf Boy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_11.dds		0														
0048657D	ATX_ENTM_PlayerIcon_Holiday_09	Mummy Dearest Player Icon	All wrapped-up.    - UNLOCKS A PLAYER ICON. -	Mummy Dearest Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_09.dds		0														
004865B6	ATX_ENTM_PlayerIcon_Perks_07	Natural Resistance Player Icon	Everything rolls right off of you.    - UNLOCKS A PLAYER ICON. -	Natural Resistance Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Perks_07.dds		0														
00486576	ATX_ENTM_PlayerIcon_Holiday_02	Elf Girl Player Icon	Does Santa have a Weapons Workbench in his workshop?    - UNLOCKS A PLAYER ICON. -	Elf Girl Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_02.dds		0														
0048657E	ATX_ENTM_PlayerIcon_Holiday_10	Witch Way Player Icon	Which is it?    - UNLOCKS A PLAYER ICON. -	Witch Way Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Holiday_10.dds		0														
0048658D	ATX_ENTM_PlayerIcon_Object_06	Sugar Bombs Player Icon	BOOM!    - UNLOCKS A PLAYER ICON. -	Sugar Bombs Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Object_06.dds		0														
004856AD	ATX_ENTM_PlayerIcon_Fallout4	Fallout 4 Player Icon	Revisit the classic.    - UNLOCKS A PLAYER ICON. -	Fallout 4 Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Fallout4.dds		0														
004856AB	ATX_ENTM_PlayerIcon_Graphic_10	Responders Player Icon	If you're going to die, die for each other. Die... for America!    - UNLOCKS A PLAYER ICON. -	Responders Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_10.dds		0														
004856AA	ATX_ENTM_PlayerIcon_Graphic_09	Cutthroat Crag Player Icon	Are you brave enough to face Cutthroat Crag?    - UNLOCKS A PLAYER ICON. -	Cutthroat Crag Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_09.dds		0														
004856A9	ATX_ENTM_PlayerIcon_Graphic_08	Raiders Player Icon	The scourge of the Wasteland!    - UNLOCKS A PLAYER ICON. -	Raiders Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_08.dds		0														
004856AC	ATX_ENTM_PlayerIcon_Graphic_11	Free States Player Icon	Freedom may not be free... but you are.    - UNLOCKS A PLAYER ICON. -	Free States Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_11.dds		0														
004856A8	ATX_ENTM_PlayerIcon_Graphic_07	Red Rocketship Player Icon	Blast off!    - UNLOCKS A PLAYER ICON. -	Red Rocketship Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_07.dds		0														
004856A7	ATX_ENTM_PlayerIcon_Graphic_06	Ink of the World Player Icon	West Virginia may be landlocked, but don't tell this guy.    - UNLOCKS A PLAYER ICON. -	Ink of the World Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_06.dds		0														
004856A6	ATX_ENTM_PlayerIcon_Graphic_05	Embrace Player Icon	No one can hug like a West Virginian.    - UNLOCKS A PLAYER ICON. -	Embrace Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_05.dds		0														
00485696	ATX_ENTM_PlayerIcon_Graphic_01	Wavy Willard Player Icon	Everyone's favorite Safari-loving Water Park mascot.    - UNLOCKS A PLAYER ICON. -	Wavy Willard Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_01.dds		0														
004856A5	ATX_ENTM_PlayerIcon_Graphic_04	Radioactivity Player Icon	You MIGHT want to keep your distance...    - UNLOCKS A PLAYER ICON. -	Radioactivity Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_04.dds		0														
004856A4	ATX_ENTM_PlayerIcon_Graphic_03	Wavy Waves Player Icon	Catch a wave... at Wavy Waves!    - UNLOCKS A PLAYER ICON. -	Wavy Waves Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_03.dds		0														
004856A3	ATX_ENTM_PlayerIcon_Graphic_02	Splish Splash Player Icon	Safety first!    - UNLOCKS A PLAYER ICON. -	Splish Splash Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Graphic_02.dds		0														
00485256	ATX_ENTM_PlayerIcon_Creature_07	Mr. Fuzzy Player Icon	Mr. Fuzzy has the best games!    - UNLOCKS A PLAYER ICON. -	Mr. Fuzzy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_07.dds		0														
00485255	ATX_ENTM_PlayerIcon_Creature_06	Better Than One Icon	Two heads are always better.    - UNLOCKS A PLAYER ICON. -	Better Than One Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_06.dds		0														
0048525A	ATX_ENTM_PlayerIcon_Creature_11	Weak Feral Ghoul Player Icon	Not undead... but close.    - UNLOCKS A PLAYER ICON. -	Weak Feral Ghoul Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_11.dds		0														
00485252	ATX_ENTM_PlayerIcon_Creature_03	Bottle Player Icon	Share a cold one, courtesy of your buddy Bottle!    - UNLOCKS A PLAYER ICON. -	Bottle Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_03.dds		0														
0048525B	ATX_ENTM_PlayerIcon_Creature_12	Jangles Player Icon	It's everyone's favorite Moon Monkey!    - UNLOCKS A PLAYER ICON. -	Jangles Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_12.dds		0														
00485254	ATX_ENTM_PlayerIcon_Creature_05	Brahmin Player Icon	Moo. Moo.    - UNLOCKS A PLAYER ICON. -	Brahmin Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_05.dds		0														
00485251	ATX_ENTM_PlayerIcon_Creature_02	Mole Rat Player Icon	Get down with your favorite mutated creature.    - UNLOCKS A PLAYER ICON. -	Mole Rat Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_02.dds		0														
00485257	ATX_ENTM_PlayerIcon_Creature_08	Crocolossus Player Icon	Are you brave enough to challenge Crocolossus?    - UNLOCKS A PLAYER ICON. -	Crocolossus Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_08.dds		0														
00485259	ATX_ENTM_PlayerIcon_Creature_10	Super Mutant Player Icon	Stupid human! Now is time for Super Mutants!    - UNLOCKS A PLAYER ICON. -	Super Mutant Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_10.dds		0														
00485253	ATX_ENTM_PlayerIcon_Creature_04	Cappy Player Icon	Hats off to your friend Cappy!    - UNLOCKS A PLAYER ICON. -	Cappy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_04.dds		0														
0048525D	ATX_ENTM_PlayerIcon_Creature_14	Mr. Handy Player Icon	It's everyone's favorite British butler!    - UNLOCKS A PLAYER ICON. -	Mr. Handy Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_14.dds		0														
00485258	ATX_ENTM_PlayerIcon_Creature_09	Waggis Player Icon	Yes, it's the Waggis. And yes... it's creepy.    - UNLOCKS A PLAYER ICON. -	Waggis Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_09.dds		0														
0048525C	ATX_ENTM_PlayerIcon_Creature_13	Dogmeat Player Icon	Good boy, Dogmeat!    - UNLOCKS A PLAYER ICON. -	Dogmeat Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_13.dds		0														
00485250	ATX_ENTM_PlayerIcon_Creature_01	Tom Turkey Player Icon	Be thankful for Tom Turkey.    - UNLOCKS A PLAYER ICON. -	Tom Turkey Icon					Textures/ATX/Storefront/Player/PlayerIcons/		ATX_PlayerIcon_Creature_01.dds		0														
0045305E	ATX_ENTM_Skin_ArmorSkin_Metal_Bright	Slicked Metal Armor Paint	Bring the party to the battlefield with this distinctive Slicked Metal Armor paint.    - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Slicked Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Metal_Bright.dds		4	ATX_Skin_ArmorSkin_Metal_Bright_C1.dds	ATX_Skin_ArmorSkin_Metal_Bright_C2.dds	ATX_Skin_ArmorSkin_Metal_Bright_C3.dds	ATX_Skin_ArmorSkin_Metal_Bright_C4.dds										
00453060	ATX_ENTM_Skin_ArmorSkin_Combat_VaultTec	Vault-Tec Combat Armor Paint	From your friends at Vault-Tec, an officially branded paint for your trusty Combat Armor.    - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Vault-Tec Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Combat_VaultTec.dds		2	ATX_Skin_ArmorSkin_Combat_VaultTec_C1.dds	ATX_Skin_ArmorSkin_Combat_VaultTec_C2.dds												
00453061	ATX_ENTM_Skin_ArmorSkin_Leather_VaultTec	Vault-Tec Leather Armor Paint	Stay safe and stylish, with this officially branded Vault-Tec Paint for your dependable Leather Armor.    - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Vault-Tec Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Leather_VaultTec.dds		5	ATX_Skin_ArmorSkin_Leather_VaultTec_C1.dds	ATX_Skin_ArmorSkin_Leather_VaultTec_C2.dds	ATX_Skin_ArmorSkin_Leather_VaultTec_C3.dds	ATX_Skin_ArmorSkin_Leather_VaultTec_C4.dds	ATX_Skin_ArmorSkin_Leather_VaultTec_C5.dds									
00453063	ATX_ENTM_Skin_ArmorSkin_Metal_VaultTec	Vault-Tec Metal Armor Paint	From your friends at Vault-Tec, an officially branded paint for your sturdy Metal Armor.    - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Vault-Tec Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Metal_VaultTec.dds		2	ATX_Skin_ArmorSkin_Metal_VaultTec_C1.dds	ATX_Skin_ArmorSkin_Metal_VaultTec_C2.dds												
0045305F	ATX_ENTM_Skin_ArmorSkin_Metal_Pink	Pink Metal Armor Paint	Who said armor has to be drab? Bring a little color to your fights with this Pink Paint for your Metal Armor.    - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Pink Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Metal_Pink.dds		2	ATX_Skin_ArmorSkin_Metal_Pink_C1.dds	ATX_Skin_ArmorSkin_Metal_Pink_C2.dds												
00453062	ATX_ENTM_Skin_ArmorSkin_Combat_Patriot	Patriot Combat Armor Paint	Just because America is gone doesn't mean patriotism is! Show your love with the Patriot Paint for your Combat Armor.    - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Patriot Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Combat_Patriot.dds		3	ATX_Skin_ArmorSkin_Combat_Patriot_C1.dds	ATX_Skin_ArmorSkin_Combat_Patriot_C2.dds	ATX_Skin_ArmorSkin_Combat_Patriot_C3.dds											
00452A5C	ATX_ENTM_Skin_ArmorSkin_Metal_Camo	Camouflage Metal Armor Paint	No need to hide with this Camouflage Paint for your Metal Armor.     - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Camouflage Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Metal_Camo.dds		4	ATX_Skin_ArmorSkin_Metal_Camo_C1.dds	ATX_Skin_ArmorSkin_Metal_Camo_C2.dds	ATX_Skin_ArmorSkin_Metal_Camo_C3.dds	ATX_Skin_ArmorSkin_Metal_Camo_C4.dds										
00452A5B	ATX_ENTM_Skin_ArmorSkin_Leather_Camo	Camouflage Leather Armor Paint	Take the fight to the forest with the Camouflage Paint for your Leather Armor.     - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Camouflage Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Leather_Camo.dds		0														
00452A5A	ATX_ENTM_Skin_ArmorSkin_Combat_Camo	Camouflage Combat Armor Paint	Be ready for war with this Camouflage Paint for your Combat Armor.     - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Camouflage Paint					Textures/ATX/Storefront/Player/ArmorSkin/		ATX_Skin_ArmorSkin_Combat_Camo.dds		3	Atx_skin_armorskin_combat_camo_c1.dds	Atx_skin_armorskin_combat_camo_c2.dds	Atx_skin_armorskin_combat_camo_c3.dds											
00451EC9	ATX_ENTM_Photomode_Pose_Sparklers	Sparklers Pose	Bring a little American excitement to your photos with the Sparklers Pose.     - UNLOCKS A PHOTOMODE POSE. -    	Sparklers 					Textures/ATX/Storefront/Player/PhotoPose/		ATX_Photomode_Pose_Sparklers.dds		4	ATX_Photomode_Pose_Sparklers_C1.dds	ATX_Photomode_Pose_Sparklers_C2.dds	ATX_Photomode_Pose_Sparklers_C3.dds	ATX_Photomode_Pose_Sparklers_C4.dds										
00451DE7	ATX_ENTM_Photomode_Frame_Photograph03	Metal Frame	Add an industrial flair to your photographs with this Metal Frame for Photomode.    - UNLOCKS A PHOTOMODE FRAME. - 	Metal Frame					Textures/ATX/Storefront/Player/PhotoFrame/		ATX_Photomode_Frame_Photograph03.dds		1	ATX_Photomode_Frame_Photograph03_C1.dds													
00451DE9	ATX_ENTM_Apparel_Headwear_FruitHat	Fruit Hat	Now you can wear your own homage to the tropics with this spectacular hat.     Warning: Fruit is plastic, inedible and presents an attractive choking hazard.    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Fruit Hat	000000000001				Textures/ATX/Storefront/Player/Headwear/		ATX_Apparel_Headwear_FruitHat.dds		3	ATX_Apparel_Headwear_FruitHat_C1.dds	ATX_Apparel_Headwear_FruitHat_C2.dds	ATX_Apparel_Headwear_FruitHat_C3.dds											
00451DE3	ATX_ENTM_Photomode_Frame_RoundedRectangles	Rounded Rectangle Frames	A selection of simple, rounded rectangular frames for the budding photographer. (Contains: 4 Frame variations)    - UNLOCKS A PHOTOMODE FRAME. - 	Rectangle Frames					Textures/ATX/Storefront/Player/PhotoFrame/		ATX_Photomode_Frame_RoundedRectangles.dds		0														
