FormID	EDID	FULL	DESC	KeywordCount	KW1	KW2	KW3	KW4	KW5	PTRN	Model	VCRY	DATA_Value	DATA_Weight	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82
00357FF7	MoM03_BrodysPassword	Brody's Password		0						MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	00357E7E:MoM03:QUST	00357FEB::REFR	00366710:MoM03_PleasantValleyNetadminTerminalResetPasswordsSubterminal:TERM																																																																															
00358017	MoM03_OliviaRiversLogin	Mistress Olivia Rivers' Login		0						MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	000471C5:MoM_CryptosTerminal:TERM	00086DC8::REFR	00357E7A:MoM04:QUST	00357E7E:MoM03:QUST	00358004::REFR																																																																													
00358019	MoM01_MentorLogin	Mistress Natasha Hunt's Login		0						MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	10	000471C5:MoM_CryptosTerminal:TERM	001B5C2A::REFR	00345D52:MoM01:QUST	003472F4:MoM02:QUST	003472F5:MoM02A:QUST	00357E7A:MoM04:QUST	00357E7B:MoM02B:QUST	00357E7D:MoM02C:QUST	00357E7E:MoM03:QUST	004E60FC::REFR																																																																								
0035800F	MoM04_ShannonRiversPassword	Headmistress Shannon Rivers' Login		0						MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	000471C5:MoM_CryptosTerminal:TERM	00357E7A:MoM04:QUST																																																																																
00377F24	BMO_BunkerKey02_MorgantownApt_Password_02	Stolen Terminal Passcode		0						KeyChains [TRNS:00248893]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	00377F2A:BMO_BunkerKey02_MorgantownApt_Terminal:TERM	0038EF12::REFR	0038EF63:BMO_BunkerKey02_MorgantownApt_Terminal_Screen_Code:TERM	00525407:BabylonExcludeList:FLST																																																																														
00377F25	BMO_BunkerKey02_BasementKey_03	Rusted Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	003860A7::REFR	0038EEFA::REFR	00525407:BabylonExcludeList:FLST																																																																															
00377F22	BMO_BunkerKey02_Cabin_Password_01	M. Greene Access Code		0						KeyChains [TRNS:00248893]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	00377F2A:BMO_BunkerKey02_MorgantownApt_Terminal:TERM	00377F2D:BMO_BunkerKey02_Cabin_Terminal:TERM	00525407:BabylonExcludeList:FLST																																																																															
0038F8E8	LookoutTower02_SafeKey	Safe Key		0						KeyChains [TRNS:00248893]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0038DCE1::REFR	0038F8EE::REFR	00525407:BabylonExcludeList:FLST																																																																															
003B61B7	LC042_HoneyHausKey	Honey Haus Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	003B60CC::REFR	003B61B8::REFR	00525407:BabylonExcludeList:FLST																																																																															
003B60C6	LC042_PostOfficeKey	Helvetia Post Office Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	003B60C7::REFR	003B60C8::REFR	00525407:BabylonExcludeList:FLST																																																																															
003B755C	LC199_bigrig_trailer_key	Big Rig Trailer Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003B755A::REFR	003B75A2:LC199_Loot_CorpseBase:NPC_																																																																																
003B9630	LC117_BathroomKey	Bathroom Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	4	003B9604::REFR	003BDB6F::REFR	0044AF61::REFR	00525407:BabylonExcludeList:FLST																																																																														
003B9603	LC117_MuseumKey	Mothman Museum Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	6	003B9600::REFR	003B9601::REFR	003B9602::REFR	003B9605::REFR	004F9028::REFR	00525407:BabylonExcludeList:FLST																																																																												
003BA080	LC005_Granary_Shed_Key	Aaronholt Granary Shed Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003C854C:LC005_Aaronholt_Lowell_Corpse:NPC_	004E8816::REFR																																																																																
003BAE55	LC097_R_Vargas_key_to_safe	Hornwright HQ - Key to R. Vargas' Safe		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	003BAE57:LC097_R_Vargas:NPC_	003C2502::REFR	00525407:BabylonExcludeList:FLST	0052EED9::REFR																																																																														
003BB1CC	SugarGrove_CellKey_A6-KH	Cell Key A6-KH		0						KeyChains [TRNS:00248893]	props/key_chain03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	002B6B0C::REFR	003BB1D3::REFR	00525407:BabylonExcludeList:FLST																																																																															
003BB1D1	SugarGrove_CellKey_G3-KP	Cell Key G3-KP		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
003BB1D0	SugarGrove_CellKey_V5-XF	Cell Key V5-XF		0						KeyChains [TRNS:00248893]	props/key_chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	002B6BB2::REFR	003BB1D4::REFR	00525407:BabylonExcludeList:FLST																																																																															
003BB1D2	SugarGrove_CellKey_W9-FZ	Cell Key W9-FZ		0						KeyChains [TRNS:00248893]	props/key_chain03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	002B6BB1:Cell34-A6:REFR	003BB1EE::REFR	00525407:BabylonExcludeList:FLST																																																																															
003BB1CF	SugarGrove_CellKey_R1-TT	Cell Key R1-TT		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
003BB1CD	SugarGrove_CellKey_B2-RS	Cell Key B2-RS		0						KeyChains [TRNS:00248893]	props/key_chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	002B6B0B::REFR	003BB1D6::REFR	00525407:BabylonExcludeList:FLST																																																																															
003BB1CE	SugarGrove_CellKey_B9-AX	Cell Key B9-AX		0						KeyChains [TRNS:00248893]	props/key_chain02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	002B6B0A::REFR	003BB1D5::REFR	00525407:BabylonExcludeList:FLST																																																																															
003BB27A	LC015_BootleggersShackKey	Bootlegger's Shack Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	4	0029842D::REFR	002B7BE4::REFR	003BB28F::REFR	00525407:BabylonExcludeList:FLST																																																																														
003BD562	RSVP02_Key_VolunteerCard	Official Responders Volunteer Card		0						MiscIDCard [TRNS:00248895]	interface\note\LowPoly_Government_ID.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	004F67D6:RSVP02_Container_Safe_Reward:LVLI																																																																																	
003BE7EC	LC050_gorgejunkyard_storage_key	Gorge Junkyard Storage Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	003E9251:LC050_LootPrewar_Safe_Wall:CONT																																																																																	
003C5E30	LC102_HouseKey	Bed and Breakfast Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	003C5E33::REFR	00525407:BabylonExcludeList:FLST	00548A55:W05_Community_BB_Quest:QUST	00548A71::REFR																																																																														
003DAA92	LC089_PRCFacilitySecurityIDCard	Fujiniya Base Security ID Card		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	002B7BE3::REFR	003DAAA6::REFR	003DAAA8::REFR	00434B2E:RE_ObjectSM01_Doctors_Bag:CONT	00525407:BabylonExcludeList:FLST																																																																													
003DAFAB	LC001_PoliceCellKey	Police Jail Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	003DAFDE::REFR	003DB099::REFR	00525407:BabylonExcludeList:FLST																																																																															
003DE7AC	MSilo_Residential_AuthorizedPlayerIDCard	Biometric ID Card		0						KeyChains [TRNS:00248893]	Props/GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	7	003D72E6:MSilo:QUST	003DE7A8::REFR	003DE7EA::REFR	00445B75::REFR	00445B76::REFR	00449A06::REFR	00449A07::REFR																																																																											
003DE792	MSilo_Residential_BlankIDCard	Blank Biometric ID Card		0						KeyChains [TRNS:00248893]	Props/GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003D72E6:MSilo:QUST	003DE7A4:MSilo_Residential_BiometricSystemTerminal:TERM																																																																																
003DE794	MSilo_Residential_BiometricData	Biometric Data		0						KeyChains [TRNS:00248893]	Props/Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003D72E6:MSilo:QUST	003DE7A4:MSilo_Residential_BiometricSystemTerminal:TERM																																																																																
003DE791	MSilo_Residential_PrewarIDCard	Old Biometric ID Card		0						KeyChains [TRNS:00248893]	Props/GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003D72E6:MSilo:QUST	003DE7A0:MSilo_Residential_IDCardEraser:ACTI																																																																																
003DE793	MSilo_Residential_PlayerIDCard	Biometric ID Card		0						KeyChains [TRNS:00248893]	Props/GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003D72E6:MSilo:QUST	0052FF5E:MSilo_Residential_IDCardRegistrar:ACTI																																																																																
003DF81E	LC074_LakesideCabinsSafeKey	Cabin 3 Safe Key		0						Keys [TRNS:001AB213]	Props\Key02.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	003DF81D::REFR	003DF81F::REFR	00525407:BabylonExcludeList:FLST																																																																															
003E5B92	LC062_FortificationKey	Fortifications Key		0						Keys [TRNS:001AB213]	Props\Key02.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	6	003E5B93::REFR	003E5CD5::REFR	003E5E95::REFR	003E5E96::REFR	003E7CC9::REFR	00525407:BabylonExcludeList:FLST																																																																												
003E7A1A	GarrahanVIPBoothKey	Civic Center Booth Key		0						KeyChains [TRNS:00248893]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	00525407:BabylonExcludeList:FLST																																																																																	
003E84C3	EN01_BlackwellCredentialTerminalPW	Sam's Password - Judith		0						MiscNoteKey [TRNS:00248896]	Props\Note_LowPoly.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
003EB392	SFL02_Track_CargobotTerminalCode	Cargobot Terminal Passcode		0						MiscHolotape [TRNS:000995A5]	Props/Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	00131033:SFL02_Track:QUST																																																																																	
003EB69A	NewRiverGorgeBridgeKey1	West Bridge Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003EB219::REFR	003EB69C:NewRiverGorgeBridgeMaintenance_BackPackStrapless:CONT																																																																																
003EB699	NewRiverGorgeBridgeKey0	East Bridge Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003E9F5D::REFR	003EB697:LunchPail_NewRiverGorgeBridge:CONT																																																																																
004E99F2	CB04_Password_Key	RobCo Terminal Password		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00254689:CB04_SaboteurTerminalRef:REFR	004E5BBA:CB04_Password_Note:BOOK																																																																																
004EB9C6	MoM02B_PresidentialCottagePassword	Presidential Cottage Password		0						MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00357E7B:MoM02B:QUST	00357EA3:MoM02BWhitespringPresidentialCottageTerminal:TERM																																																																																
004ECF0A	CB04_Reward_CombinationSafeKey	Watoga Mayor Safe Combination		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0023AD3C:CB04_Reward_LootPrewar_SafeRef:REFR	002A93F5:CB04_Mayor:QUST																																																																																
0050A301	RSVP04_Key_Safe_Beta	Responders Bravo Station Key		0						Keys [TRNS:001AB213]	props/key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0035192B:RSVP04_REF_Container_Safe_Beta_Key:REFR	0050A2ED:RSVP04_Quest:QUST																																																																																
00518950	EN07_MamaDolcePassword	Fujiniya Facility Password		0						MiscNoteKey [TRNS:00248896]	Props\Note_LowPoly.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	003CFB38:LC089_WasteSystemTerminal:TERM	004EA011::REFR	00518947:EN07_CommandArchivalTerminalSantiago:TERM	00525407:BabylonExcludeList:FLST	005A4BF2::REFR																																																																													
00521FA0	TestTractorSupplyManagersKey	Manager's Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	00440BD5::REFR	00521FA1::REFR	00525407:BabylonExcludeList:FLST																																																																															
00530E23	BroadcastStationKey	Broadcast Station Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	00525407:BabylonExcludeList:FLST	00530DE5::REFR	00530E24::REFR																																																																															
0033C99E	ToxicDriedLakeBedBoatHouseKey	Boat House Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0033BCDB::REFR	0033C99F::REFR	00525407:BabylonExcludeList:FLST																																																																															
004F54A8	POI273_FreeStatesBunker06_SafeKey	Abandoned Bunker Safe Key		0							props/key_chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	003845BA::REFR	004F54AA::REFR	00525407:BabylonExcludeList:FLST	0054EB40:COMP_Quest_Intro_Full_Astronaut:QUST																																																																														
003C69F8	POI275_BrimQuarry_ForemanKey	Foreman's Key		0						KeyChains [TRNS:00248893]	props/key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	001522EE::REFR	0015230C::REFR	003B0E70::REFR	003B0E71::REFR	00525407:BabylonExcludeList:FLST																																																																													
004E7216	MTR10KeycardAlpha	Hornwright Bunker Card Alpha		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	00331AB2:MTR10_Battle:QUST																																																																																	
004E7217	MTR10KeycardBeta	Hornwright Bunker Card Beta		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	00331AB2:MTR10_Battle:QUST																																																																																	
0052ECA7	CUT_RSVP02_Key_DelbertPassword	Delbert's Password		0						MiscIDCard [TRNS:00248895]	interface\note\LowPoly_Government_ID.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
0052EE0A	OverseerPersonalMineKeycard	Warehouse Basement Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	0026AA34:OverseerPersonal:QUST	004E1104::REFR	00525407:BabylonExcludeList:FLST	0052EE16::REFR																																																																														
003E1DD2	RE_ObjectCMB06_safekey	Hornwright HQ Sub-Level 1 Safe Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	003E1DD1:RE_ObjectCMB06_Loot_Corpse:NPC_																																																																																	
002B8543	SuttonTrainStationKey	Trainmaster's Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	0																																																																																		
003A0BAB	LC145_SecureStorageKey	Secure Storage Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	00052C77:BoS01:QUST	003A0BAC:SecureStorageDoorREF:REFR	0045032D:BoS01LootPrewar_Locker_01:CONT																																																																															
003CFB46	ENB_RemoteTeamPassword	Remote Team Report Password		0						MiscNoteKey [TRNS:00248896]	Props\Note_LowPoly.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0026B624:LC089_LiberatorLaunchBayTerminal:TERM	002E130E:LC184_FrontDeskTerminal:TERM	003D69B4:ENB_MilWingSysTerminal02:TERM																																																																															
0050EAFC	FF20_SupervisorSafe_Key	Supervisor's Safe Key		0						KeyChains [TRNS:00248893]	props/key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
0050EF4A	LC024_HolbrookesKey	Key to Holbrook's Stash		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	00525407:BabylonExcludeList:FLST	00550385::REFR	005504FE::REFR																																																																															
0050FA2F	POI061_UtilityKey	Utility Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	6	00037210::REFR	00037215::REFR	0050FA30::REFR	0050FA35::REFR	0050FA36::REFR	00525407:BabylonExcludeList:FLST																																																																												
0050FD9A	MTR06_SchematicCode_Allemane	Fire Breather's Schematics Code: Support		0						MiscNoteKey [TRNS:00248896]	Props\Note_LowPoly.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003AAB79:MTR06_SystemTerminal_Schematics:TERM	0050F982:LC013_BigBend_AllemaneCode:BOOK																																																																																
0050FD99	MTR06_SchematicCode_Cominsky	Fire Breather's Schematics Code: Shotguns		0						MiscNoteKey [TRNS:00248896]	Props\Note_LowPoly.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003AAB79:MTR06_SystemTerminal_Schematics:TERM	0050F983:LC013_BigBend_CominskyCode:BOOK																																																																																
0050FD9B	MTR06_SchematicCode_Holstein	Fire Breather's Schematics Code: Rifles		0						MiscNoteKey [TRNS:00248896]	Props\Note_LowPoly.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003AAB79:MTR06_SystemTerminal_Schematics:TERM	0050F984:LC013_BigBend_HolsteinCode:BOOK																																																																																
004F8524	LC090_SafeKey	Monongah Mine Safe Key		0						Keys [TRNS:001AB213]	props/key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	000563D5::REFR	004F8525::REFR	00525407:BabylonExcludeList:FLST																																																																															
004F8E49	MTR15_Stash_Key	Duchess's Stash Key		0						KeyChains [TRNS:00248893]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
004FE03C	SkeletonFactorySafeKey	Granny Davis' Safe Key		0						KeyChains [TRNS:00248893]	props/key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	004FE03B::REFR	004FE03D::REFR	00525407:BabylonExcludeList:FLST																																																																															
0042FF5B	POI151_ArmoryKey	Horizon's Rest Armory Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	0042FF58::REFR	0042FF5C::REFR	00525407:BabylonExcludeList:FLST																																																																															
0042FF44	POI151_JailKey	Horizon's Rest Jail Cell Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	0042FF43::REFR	0042FF46::REFR	00525407:BabylonExcludeList:FLST																																																																															
0043048A	RadioArrayStorageKey	Loading Dock Storage Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	00002F80::REFR	00430489::REFR	00525407:BabylonExcludeList:FLST																																																																															
00430488	MorgantownHSPrincipalsOfficeKey	Principal's Office Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0010C0B8::REFR	00430487::REFR	00525407:BabylonExcludeList:FLST																																																																															
00433488	LC052_GraftonBlastFurnaceKey	Fortney's Furnace Key		0						KeyChains [TRNS:00248893]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	7	0008FE01::REFR	002B425D::REFR	0034D9CB::REFR	003CB128::REFR	0043348F:LC052_LootPrewar_Cooler:CONT	004334A0::REFR	00525407:BabylonExcludeList:FLST																																																																											
004357C1	LC142_SafeKey	New Gad Safe Key		0						Keys [TRNS:001AB213]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	00355A09::REFR	004357C2::REFR	00525407:BabylonExcludeList:FLST																																																																															
004357BE	LC028_LuggageKey	Charleston Train Luggage Key		0						Keys [TRNS:001AB213]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0037E218::REFR	004357BF::REFR	00525407:BabylonExcludeList:FLST																																																																															
00491F3A	SurvivalTrainingCenter_Qmaster_Key	Camp Venture Weapons Room Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	002A2C90::REFR	00493081::REFR	00525407:BabylonExcludeList:FLST																																																																															
00478D43	UD003_TaxidermyStorageKey	Taxidermy Storage Key		0						KeyChains [TRNS:00248893]	props/key_chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00473C5A::REFR	00478D44::REFR																																																																																
00478DE4	CUT_P01B_Lying_OfficeTerminalKey	Colin Van Lowe's Password		0						KeyChains [TRNS:00248893]	Props/Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
00453AA7	UD002_OldTunnelKey	Burrows Old Tunnel Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	003ECC12:P01B_Burrows:QUST	0047A5F1::REFR	00482CBA::REFR																																																																															
0045995A	V94_1_AccessPuzzle_TyronesIDCard	Vault 94 Maintenance Engineer's ID Card		0						KeyChains [TRNS:00248893]	Props/GenericKeycard01_Flat02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0005A240:V94_1:QUST	0045AF00:V94_1_TyroneHayesIDCardReader:ACTI																																																																																
00459957	V94_1_AccessPuzzle_NurseryKey	Vault 94 Nursery Key		0						KeyChains [TRNS:00248893]	props/Key02_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0005A240:V94_1:QUST	00468B13:V94_1_AccessPuzzle_NurseryDoor001:REFR																																																																																
00459958	V94_1_AccessPuzzle_WorkroomKey	Vault 94 Workroom Key		0						KeyChains [TRNS:00248893]	props/Key01_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0005A240:V94_1:QUST	00468B14:V94_1_AccessPuzzle_WorkroomDoor001:REFR																																																																																
00459959	V94_1_AccessPuzzle_CommunityCouncilKey	Vault 94 Community Council Key		0						KeyChains [TRNS:00248893]	props/Key03_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0005A240:V94_1:QUST	00468B15:V94_1_AccessPuzzle_CommunityCouncilChamberDoor001:REFR																																																																																
0045AECC	V94_1_AccessPuzzle_TyronesPassword	Tyrone Hayes' Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0005A240:V94_1:QUST	00468B11::REFR																																																																																
0046546D	V94_1_ReactorEvent_8_IDCard	Reactor Control Card		0						KeyChains [TRNS:00248893]	props/generickeycard01_flat06.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	0005A240:V94_1:QUST	003F5015:V94_1_ReactorEventIDCardReader_Primary:ACTI	003F501C:V94_1_ReactorEventIDCardReader_Secondary:ACTI	0046546E:V94_1_ReactorEventIDCardReader:ACTI																																																																														
0046547A	V94_ReactorInterlockKey	Reactor Interlock Control Key		0						KeyChains [TRNS:00248893]	dlc03/setdressing/nuclearlaunchkey/dlc03_nuclearkey.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	7	0004FAEE:DebugSteveQuest:QUST	0005A240:V94_1:QUST	003F5018:V94_ReactorInterlockPanel_Primary:ACTI	003F5019:V94_ReactorInterlockPanel_Secondary:ACTI	0046547E:V94_ReactorInterlockPanel:ACTI	0046C590::REFR	0046F0DD:V94_3:QUST																																																																											
0046ECF3	P01A_Nukashine_DistillerySupplyPassword	Distillery Supply Password		0						MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0046D780:P01A_Nukashine_JudysTerminal_Journal:TERM	0047A44D:P01A_Nukashine:QUST	0047B412:UD004_DistilleryDoorTerminal:TERM																																																																															
003EC365	V94_3_SecurityIDCard	Vault 94 Security ID Card		0						KeyChains [TRNS:00248893]	props/generickeycard01_flat04.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	12	003EE2FB:V94_PumpIDCardReader:ACTI	003EFA50:V94_3_ReactorEventIDCardReader:ACTI	003EFEB0::REFR	003EFEB1::REFR	003EFEB2::REFR	003EFEB3::REFR	003F0078:V94_3_GearRoomExitIDCardReaderRef001:REFR	003F007B:V94_3_VaultExitIDCardReaderRef001:REFR	003F4720:V94_2:QUST	003F5014:V94_3_ReactorEventIDCardReader_Primary:ACTI	003F501D:V94_3_ReactorEventIDCardReader_Secondary:ACTI	0046F0DD:V94_3:QUST																																																																						
003EE34A	V94_PumpInterlockKey	Utility Interlock Key		0						KeyChains [TRNS:00248893]	dlc03/setdressing/nuclearlaunchkey/dlc03_nuclearkey.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.500000	3	003EE34B:V94_3_Pump_UtilityInterlockPanel:ACTI	003F4720:V94_2:QUST	0046F0DD:V94_3:QUST																																																																															
003EE864	CUT_v96_SafeKey	New Gad Safe Key		0						Keys [TRNS:001AB213]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
003EEA4A	CUT_V94_3_Reactor_KeylockKey	Reactor Interlock Control Key		0						KeyChains [TRNS:00248893]	dlc03/setdressing/nuclearlaunchkey/dlc03_nuclearkey.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
