ACTI_FormID	ACTI_EDID	ACTI_FULL	XALG_Flags	CanBeInstanced	KeywordCount	PropCount	VMAD_ScriptCount	VMAD_Scripts
00111D67	WksBallTrackSplit01	Ball Track - Split		False	0	0	0	
00111DA6	POST_workshop_FiringTarget	Firing Target Toggle		False	0	0	0	
00111DF5	DLC05BasketballHoopSwitch01	Hoop Switch		False	0	0	0	
00111DF7	DLC05BasketballHoopSwitch02	Hoop Switch		False	0	0	0	
00111E08	WorkshopConduitFloorSwitch01	Conduit Switch		False	0	0	0	
00111E0E	DLC05MarqueeSign01	Marquee Sign		False	0	0	0	
00111E21	WorkshopConduitFloorLight01A	Conduit Light		False	0	0	0	
00111E24	WorkshopConduitCeilingLight01A	Conduit Light		False	0	0	0	
00111E53	DLC05MarqueeArrowDownStraight01	Marquee Arrow		False	0	0	0	
00111E54	DLC05MarqueeArrowDownTurnLeft01	Marquee Arrow		False	0	0	0	
00111E55	DLC05MarqueeArrowDownTurnRight01	Marquee Arrow		False	0	0	0	
00111E56	DLC05MarqueeArrowLeftStraight01	Marquee Arrow		False	0	0	0	
00111E57	DLC05MarqueeArrowRightStraight01	Marquee Arrow		False	0	0	0	
00111E59	DLC05MarqueeArrowTurnLeftDown01	Marquee Arrow		False	0	0	0	
00111E5A	DLC05MarqueeArrowTurnLeftUp01	Marquee Arrow		False	0	0	0	
00111E5B	DLC05MarqueeArrowTurnRightDown01	Marquee Arrow		False	0	0	0	
00111E5C	DLC05MarqueeArrowTurnRightUp01	Marquee Arrow		False	0	0	0	
00111E5D	DLC05MarqueeArrowUpStraight01	Marquee Arrow		False	0	0	0	
00111E5E	DLC05MarqueeArrowUpTurnLeft01	Marquee Arrow		False	0	0	0	
00111E5F	DLC05MarqueeArrowUpTurnRight01	Marquee Arrow		False	0	0	0	
00111E7C	DLC05ElevatorCar2	2 Floor Elevator		False	0	0	0	
00111E7D	DLC05ElevatorCar3	3 Floor Elevator		False	0	0	0	
00111E7E	DLC05ElevatorCar4	4 Floor Elevator		False	0	0	0	
00111E7F	WorkshopTrapStationaryGun	Stationary Gun		False	0	0	0	
00111E85	DLC05_ElevatorButton01	Floor 1		False	0	0	0	
00111E86	DLC05_ElevatorButton02	Floor 2		False	0	0	0	
00111E87	DLC05_ElevatorButton03	Floor 3		False	0	0	0	
00111E88	DLC05_ElevatorButton04	Floor 4		False	0	0	0	
00111EC4	POST_workshop_FiringTarget_Pulse	Firing Target Pulse		False	0	0	0	
00111ECA	DLC05JunkMortar01	Junk Mortar		False	0	0	0	
00111FB3	WorkshopWarehouseGarageDoor01	Rolling Metal Door		False	0	0	0	
00111FB8	DLC05_PosterAFrame38	Backlit Poster - Fish Men		False	0	0	0	
00111FB9	DLC05_PosterAFrame39	Backlit Poster - Fightin' Furies		False	0	0	0	
00111FBA	DLC05_PosterAFrame40	Backlit Poster - Museum of Technology		False	0	0	0	
00111FBB	DLC05_PosterAFrame41	Backlit Poster - Vim		False	0	0	0	
00111FBC	DLC05_PosterBFrame38	Powered Poster - Fish Men		False	0	0	0	
00111FBD	DLC05_PosterBFrame39	Powered Poster - Fightin' Furies		False	0	0	0	
00111FBE	DLC05_PosterBFrame40	Powered Poster - Museum of Technology		False	0	0	0	
00111FBF	DLC05_PosterBFrame41	Powered Poster - Vim		False	0	0	0	
00111FCE	WorkshopSwitchLogicGateXNOR	XNOR Logic Gate		False	0	0	0	
0011203C	WorkshopTrapStationaryGunPaintball	Stationary Paintball Gun		False	0	0	0	
0011206A	WksBallTrackStraightTrigger02	Ball Track - Pulse		False	0	0	0	
001120C8	WorkshopConduitFloorRadiator01	Conduit - Power Radiator		False	0	0	0	
001120CB	WorkshopConduitCeilingRadiator01	Conduit - Power Radiator		False	0	0	0	
0011218F	WorkshopPoweredSpeakerSine01	Powered Speaker (Sine)		False	0	0	0	
00112190	WorkshopPoweredSpeakerSquare01	Powered Speaker (Square)		False	0	0	0	
00112191	WorkshopPoweredSpeakerTriangle01	Powered Speaker (Triangle)		False	0	0	0	
00112192	WorkshopPoweredSpeakerFXBlip01	Powered Speaker (Blip)		False	0	0	0	
00112193	WorkshopPoweredSpeakerFXExplosion01	Powered Speaker (Explosions)		False	0	0	0	
00112194	WorkshopPoweredSpeakerPercussion01	Powered Speaker (Percussion)		False	0	0	0	
00112195	WorkshopPoweredSpeakerPulseVibrato01	Powered Speaker (Pulse Vibrato)		False	0	0	0	
001121D7	DLC05ElevatorNavCut				0	0	0	
001122A8	VltWorkShopSignCeiling15Screening	Vault - Screening		False	0	0	0	
001122A9	VltWorkShopSignCeiling14Research	Vault - Research		False	0	0	0	
001122AA	VltWorkShopSignCeiling13ExitZone	Vault - Exit Zone		False	0	0	0	
001122AB	VltWorkShopSignCeiling12Atrium	Vault - Atrium		False	0	0	0	
001122AC	VltWorkShopSignCeiling09Commissary	Vault - Commissary		False	0	0	0	
001122AD	VltWorkShopSignCeiling08Hydroponics	Vault - Hydroponics		False	0	0	0	
001122AE	VltWorkShopSignCeiling10Security	Vault - Security		False	0	0	0	
001122AF	VltWorkShopSignCeiling07Barber	Vault - Barber		False	0	0	0	
001122B0	VltWorkShopSignCeiling06ClassRoom	Vault - Class Room		False	0	0	0	
001122B1	VltWorkShopSignCeiling05Reactor	Vault - Reactor		False	0	0	0	
001122B2	VltWorkShopSignCeiling04Cafeteria	Vault - Cafeteria		False	0	0	0	
001122B3	VltWorkShopSignCeiling03Clinic	Vault - Clinic		False	0	0	0	
001122B4	VltWorkShopSignCeiling02Lavatory	Vault - Lavatory		False	0	0	0	
001122B5	VltWorkShopSignCeiling01Maintenance	Vault - Maintenance		False	0	0	0	
001122B6	VltWorkShopSignCeiling00Residential	Vault - Residential		False	0	0	0	
001122DD	VltWorkShopSignCeiling11Overseer	Vault - Overseer		False	0	0	0	
0011230B	DLC06WorkshopVaultProjector01	Projector		False	0	0	0	
00112357	DLC06WaterCooler01FullActivator	Water Cooler		False	0	0	0	
001123D1	DLC06Vault_Sink_01Activator	Sink		False	0	0	0	
00112471	DLC06VaultWorkshopActivator	Vault-Tec Workshop		False	0	0	0	
00112798	DLC06Speaker	Speaker		False	0	0	0	
001127A2	DLC06WorkshopEatOTronic01Clean	Eat-o-Tronic		False	0	0	0	
001127C5	DLC06WorkshopJukebox01Clean	Jukebox		False	0	0	0	
001127C9	DLC06WorkshopHighTechTelevision01Clean	Television		False	0	0	0	
001127CC	DLC06Workshop_HighTechLightFloor01_Clean_Cream_On	Lamp		False	0	0	0	
001127CD	DLC06Workshop_HighTechLightFloor01_Clean_Orange_On	Lamp		False	0	0	0	
001127CE	DLC06Workshop_HighTechLightFloor02_Clean_Cream_On	Lamp		False	0	0	0	
001127CF	DLC06Workshop_HighTechLightFloor02_Clean_Orange_On	Lamp		False	0	0	0	
001127D0	DLC06Workshop_HighTechLightFloor03_Clean_Cream_On	Lamp		False	0	0	0	
001127D1	DLC06Workshop_HighTechLightFloor03_Clean_Orange_On	Lamp		False	0	0	0	
001127D2	DLC06Workshop_HighTechLightFloor05_OnClean	Lamp		False	0	0	0	
001127D3	DLC06Workshop_HighTechLightFloor07_OnClean	Lamp		False	0	0	0	
001127D4	DLC06Workshop_HighTechLightCeiling04_Clean_Cream_On	Lamp		False	0	0	0	
001127D5	DLC06Workshop_HighTechLightCeiling04_Clean_Orange_On	Lamp		False	0	0	0	
001127D6	DLC06Workshop_HighTechLightCeiling06_Clean_Cream_On	Lamp		False	0	0	0	
001127D7	DLC06Workshop_HighTechLightCeiling06_Clean_Orange_On	Lamp		False	0	0	0	
00112802	DLC06WorkshopTelevision01Clean	Television		False	0	0	0	
00112803	DLC06WorkshopTelevision01TableClean	Television		False	0	0	0	
00112857	DLC06StarterPowerConnector01	Starter Power Connector		False	0	0	0	
0011289C	DLC06WorkshopVaultExteriorGearDoor01	Vault Door		False	0	0	0	
00112937	DLC04FlagpoleActivator	Signal Flagpole		False	0	0	0	
0011296D	DLC04_NUK001_CrowdDespawnTrigger				0	0	0	
00112B64	DLC04PAAnnouncementsTransmitter	Announcer		False	0	0	0	
00112D3B	DLC04MQ01_Loudspeakers				0	0	0	
00112D58	RobotLift01				0	0	0	
00112F53	DLC04MS01CappyActivator	Hidden Cappy		False	0	0	0	
00112F61	DLC04CameraAttachDustHeavy				0	0	0	
00112F64	DLC04CameraAttachDustLight				0	0	0	
0011305C	DLC04MS01Keypad	Keypad		False	0	0	0	
001130A3	DLC04MS01FuseBox	Main Power Control		False	0	0	0	
001130A5	DLC04MS01KeypadActivatorBase	Keypad		False	0	0	0	
001130A6	DLC04MS01FrozenHeadActivator	Frozen Head		False	0	0	0	
00113155	DLC04GZNukaGalaxyTransmitter	Nuka-Galaxy Transmitter		False	0	0	0	
00113159	DLC04_GZForceSceneOnTriggerEnter				0	0	0	
00113164	DLC04GZ_StarCoreActivator	Star Core		False	0	0	0	
00113165	DLC04GZ_ConsolePanelStarCore	Star Core		False	0	0	0	
0011316D	DLC04GZ_NukaGalaxyPA_01_Entryway				0	0	0	
0011316E	DLC04GZ_NukaGalaxyPA_03_NukaGirlSpeaker				0	0	0	
0011316F	DLC04GZ_NukaGalaxyPA_04_FlightControl				0	0	0	
00113170	DLC04GZ_NukaGalaxyPA_02_LineArea				0	0	0	
00113171	DLC04GZ_NukaGalaxyPA_05_Boarding				0	0	0	
0011319F	DLC04AnimatronicAlienAshpile	Ash Pile		False	0	0	0	
00113202	RotateHelperDefaultsSpin				0	0	0	
001135B4	DLC04MannequinMaleSpacesuitCostume	Spacesuit Costume		False	0	0	0	
001135B6	DLC04GZ_VaultTecTrigger				0	0	0	
001135B7	DLC04GZ_VaultTecActivator	Default Dummy		False	0	0	0	
001135BA	DLC04GZ_VaultTecButton	Button		False	0	0	0	
001135BB	DLC04GZ_VaultTecEnemyTrigger				0	0	0	
001135EA	DLC04Gauntlet_TrapIEDCigarCarton	Makeshift Bomb		False	0	0	0	
001135F0	DLC04MonoRailControls01	Monorail Controls		False	0	0	0	
00113623	DLC04_MonorailLoadoutTrigger				0	0	0	
00113624	DLC04_MonorailUpdater	Default Dummy		False	0	0	0	
001136C0	DLC04_GauntletRadTrapTrigger				0	0	0	
001136C7	DLC04GauntletPotshotRunnersTrigger				0	0	0	
001136F9	AntAnim				0	0	0	
001136FA	BrahminAnim				0	0	0	
00113729	DLC04Gauntlet_Speaker				0	0	0	
00113735	DLC04SpaceNeedleElevator01				0	0	0	
0011374A	DLC04MS01KeypadInterior	Keypad		False	0	0	0	
00113793	DLC04UFORideExt01				0	0	0	
00113794	DLC04UFORideInt01				0	0	0	
001137AF	DLC04UFORideWidgetActivator	Power Distributor		False	0	0	0	
001137B6	DLC04GZ_StarportNukaElevator				0	0	0	
0011380C	DLC04RobotLiftLight				0	0	0	
0011380D	DLC04RobotLift01				0	0	0	
00113815	DLC04BattlezoneAnnouncerMarker	Announcer		False	0	0	0	
00113844	DLC04WorldsLargestFireHydrantPlaque	Plaque		False	0	0	0	
001138B7	DLC04ParkAnnouncementTransmitMarker				0	0	0	
001138C3	BrahminMarker2				0	0	0	
001138EF	DLC04BottlingPlantSceneTrigger				0	0	0	
001139DD	GalNukaGalaxyRocketProp01				0	0	0	
00113A64	DLC04_GZ_Rocket02Activator_Base				0	0	0	
00113A65	DLC04_GZ_Rocket02Activator_11_Boarding	Nuka-Galaxy Rocket		False	0	0	0	
00113A66	DLC04_GZ_Rocket02Activator_12_Airlock				0	0	0	
00113A67	DLC04_GZ_Rocket02Activator_Static				0	0	0	
00113A68	DLC04_GZ_Rocket02Activator_13_QuantumSpeed01				0	0	0	
00113A69	DLC04_GZ_Rocket02Activator_14_Asteroids01				0	0	0	
00113A6A	DLC04_GZ_Rocket02Activator_15_Asteroids02				0	0	0	
00113A6B	DLC04_GZ_Rocket02Activator_16_Asteroids03				0	0	0	
00113A6C	DLC04_GZ_Rocket02Activator_17_Descent				0	0	0	
00113A6D	DLC04_GZ_Rocket02Activator_18_Planetscape01				0	0	0	
00113A6E	DLC04_GZ_Rocket02Activator_19_Planetscape02				0	0	0	
00113A6F	DLC04_GZ_Rocket02Activator_20_Ascent				0	0	0	
00113A70	DLC04_GZ_Rocket02Activator_21_Orbit01				0	0	0	
00113A71	DLC04_GZ_Rocket02Activator_22_Orbit02				0	0	0	
00113A72	DLC04_GZ_Rocket02Activator_23_QuantumSpeed02				0	0	0	
00113A73	DLC04_GZ_Rocket02Activator_24_Exit				0	0	0	
00113A9C	DLC04SpaceNeedleCageDoorAnim01				0	0	0	
00113B07	DLC04KiddieKingdomPATriggerVolume				0	0	0	
00113B13	DLC04FF02_Activator_WoR	Park Medallion Dispenser		False	0	0	0	
00113B15	DLC04FF02_DispenserActivator	Park Medallion Dispenser		False	0	0	0	
00113BD5	DLC04MQ05PlantOverrideTrigger				0	0	0	
00113BDE	DLC04GZTheater_DriveInScreenFX01				0	0	0	
00113BDF	DLC04GZTheater_DriveInFXSoundsFishMan				0	0	0	
00113C27	DLC04_KK_MistTrigger				0	0	0	
00113CE8	DLC04_KKFunhouseFallTrigger				0	0	0	
00113D76	DLC04GZ_VaultTecExperimentTrigger				0	0	0	
00113DBA	DLC04NukaGalaxyUFO01				0	0	0	
00113DEE	DLC04_KK_TempPumpControls	Radiation Mister Pumps		False	0	0	0	
00113DF1	DLC04_MS03LucyDissappear				0	0	0	
00113DF8	DLC04_MagicBox	Box		False	0	0	0	
00113EA9	DLC04RideFerrisWheel01anim				0	0	0	
00113EEB	DLC04AnimatronicBradberton	Bradberton Animatronic		False	0	0	0	
00113EEC	DLC04AnimatronicNormalMan	Consumer Animatronic		False	0	0	0	
00113EED	DLC04AnimatronicNormalWoman	Consumer Animatronic		False	0	0	0	
00113EEE	DLC04AnimatronicWesternWoman01	Western Animatronic		False	0	0	0	
00113EEF	DLC04AnimatronicNukaGirl	Nuka-Girl Animatronic		False	0	0	0	
00113EF0	DLC04AnimatronicSpaceWoman	Astronaut Animatronic		False	0	0	0	
00113EF1	DLC04AnimatronicSpaceMan	Astronaut Animatronic		False	0	0	0	
00113EF2	DLC04AnimatronicWesternWoman02	Western Animatronic		False	0	0	0	
00113EF9	DLC04GZTheater_TexHolder				0	0	0	
00113F04	DLC04_DRG_CorralTrigger				0	0	0	
00113F08	DLC04_DRG_ServeDrinksTrigger	Table		False	0	0	0	
00113FC2	DLC04_JunkyardFusionCoreActivator	Empty Fusion Core Socket		False	0	0	0	
00113FC3	DLC04_JunkyardPowerGreebActivator	Missing Power Distributor		False	0	0	0	
0011402A	DLC04TicketStack	Nuka-Cade Ticket Stack		False	0	0	0	
0011403F	ConveyorBelt01				0	0	0	
0011407F	DLC04GZNukaGalaxyUFOEmptyTrigger				0	0	0	
00114087	DLC04TransitCenterAnnouncementTransmittMarker				0	0	0	
0011408E	DLC04PlaqueGrandchester01	Plaque		False	0	0	0	
00114203	DLC04_KK_FogAttachTrigger				0	0	0	
00114204	DLC04_KK_MistCommentTrigger				0	0	0	
0011424C	DLC04MQ05WeatherTrigger				0	0	0	
001142A1	NWOT_Nukacade_BanditRoundup	Bandit Roundup		False	0	0	0	
001142A2	zzz_DLC04_Nukacade_HoopShot	Hoop Shot		False	0	0	0	
001142A3	zzz_DLC04_Nukacade_AtomicRollers01Blue	Atomic Rollers		False	0	0	0	
001142A4	NWOT_Nukacade_WhackaCommie01Red	Whac-A-Commie		False	0	0	0	
001142A5	NWOT_Nukacade_TokenDispenser01	Token Dispenser		False	0	0	0	
001142A6	zzz_DLC04_Nukacade_TicketSlot01	Tickets		False	0	0	0	
001142A7	NWOT_Nukacade_TokenSlot01	Token		False	0	0	0	
00114308	NWOT_Nukacade_NukaZapperRace	Nuka-Zapper Race		False	0	0	0	
00114328	NWOT_NukacadeShootingGalleryTargetLR01				0	0	0	
00114329	NWOT_NukacadeShootingGalleryTargetLR02				0	0	0	
0011432A	NWOT_NukacadeShootingGalleryTargetLR03				0	0	0	
0011432B	NWOT_NukacadeShootingGalleryTargetLR04				0	0	0	
0011432C	NWOT_NukacadeShootingGalleryTargetLR05				0	0	0	
0011432D	NWOT_NukacadeTickets01			False	0	0	0	
001143A7	zzz_DLC04_Nukacade_Numbers				0	0	0	
001143A8	NWOT_Nukacade_WhacaCommieTarget			False	0	0	0	
001143DE	DLC04PlaqueGrandchester02	Plaque		False	0	0	0	
001143DF	DLC04PlaqueGrandchester03	Plaque		False	0	0	0	
001143E0	DLC04PlaqueGrandchester04	Plaque		False	0	0	0	
001143E1	DLC04PlaqueGrandchester05	Plaque		False	0	0	0	
001143E2	DLC04PlaqueGrandchester06	Plaque		False	0	0	0	
001143E3	DLC04PlaqueGrandchester07	Plaque		False	0	0	0	
001143E4	DLC04PlaqueGrandchester08	Plaque		False	0	0	0	
001143E5	DLC04PlaqueBlank	Plaque		False	0	0	0	
001143F6	RaiderLiftCart01				0	0	0	
0011444A	DLC04AnimatronicNormalMan01	Consumer Animatronic		False	0	0	0	
0011444B	DLC04AnimatronicNormalMan02	Consumer Animatronic		False	0	0	0	
0011444C	DLC04AnimatronicNormalMan03	Consumer Animatronic		False	0	0	0	
0011444D	DLC04AnimatronicNormalManJacket01	Consumer Animatronic		False	0	0	0	
0011444E	DLC04AnimatronicNormalManJacket02	Consumer Animatronic		False	0	0	0	
0011444F	DLC04AnimatronicNormalManJacket03	Consumer Animatronic		False	0	0	0	
00114450	DLC04AnimatronicNormalManJacket04	Consumer Animatronic		False	0	0	0	
00114451	DLC04AnimatronicNormalMan04	Consumer Animatronic		False	0	0	0	
00114452	DLC04AnimatronicWesternWoman03	Western Animatronic		False	0	0	0	
00114453	DLC04AnimatronicWesternWoman04	Western Animatronic		False	0	0	0	
001144F2	DLC04Workshop_Lightbox_NukaCola	Poster		False	0	0	0	
001144F4	DLC04Workshop_Lightbox_Cherry	Poster		False	0	0	0	
001144F5	DLC04Workshop_Lightbox_Quantum	Poster		False	0	0	0	
001144F6	DLC04Workshop_Lightbox_Grape	Poster		False	0	0	0	
001144F7	DLC04Workshop_Lightbox_Orange	Poster		False	0	0	0	
001144F8	DLC04Workshop_Lightbox_Dark	Poster		False	0	0	0	
001144F9	DLC04Workshop_Lightbox_Wild	Poster		False	0	0	0	
001144FA	DLC04Workshop_Lightbox_Victory	Poster		False	0	0	0	
001144FB	DLC04Workshop_Lightbox_Quartz	Poster		False	0	0	0	
001144FC	DLC04Workshop_Lightbox_StarportArt01	Poster		False	0	0	0	
001144FD	DLC04Workshop_Lightbox_StarportArt02	Poster		False	0	0	0	
001144FE	DLC04Workshop_Lightbox_StarportArt03	Poster		False	0	0	0	
00114502	DLC04Workshop_StreetLampTilingRemap01	Street Light		False	0	0	0	
00114503	DLC04Workshop_StreetLampTilingRemapBanner01a	Street Light		False	0	0	0	
00114504	DLC04Workshop_StreetLamp02	Street Light		False	0	0	0	
00114505	DLC04Workshop_StreetLampBanner02a	Street Light		False	0	0	0	
0011455F	DLC04_RideButton	Ride		False	0	0	0	
001146DF	zzz_DLC04_Nukacade_HoopShotTrigger				0	0	0	
001146E1	zzz_DLC04_Nukacade_AtomicRollerTrigger00				0	0	0	
001146E2	zzz_DLC04_Nukacade_AtomicRollerTrigger01				0	0	0	
001146E4	NWOT_NukacadeShootingGalleryTargetRL01				0	0	0	
001146E5	NWOT_NukacadeShootingGalleryTargetRL02			False	0	0	0	
001146E6	NWOT_NukacadeShootingGalleryTargetRL03			False	0	0	0	
001146E7	NWOT_NukacadeShootingGalleryTargetRL04			False	0	0	0	
001146E8	NWOT_NukacadeShootingGalleryTargetRL05			False	0	0	0	
001146FB	NWOT_Nukacade_NukaZapperRocket01				0	0	0	
001146FC	NWOT_Nukacade_NukaZapperTarget01				0	0	0	
0011479D	zzz_DLC04_Nukacade_Numbers_Large				0	0	0	
00114842	DLC04FunhouseConveyor				0	0	0	
00114843	DLC04FunhouseConveyorController				0	0	0	
0011487A	DLC04SafariGazelleEnableTrigger				0	0	0	
001148E8	DLC04_RideTrapTrigger				0	0	0	
00114912	DLC04NukaRocketsSpinTrapCol01				0	0	0	
00114913	DLC04_HandyWhirl_Car01_Col				0	0	0	
00114914	DLC04_HandyWhirl_Car02_Col				0	0	0	
00114915	DLC04_HandyWhirl_Car03_Col				0	0	0	
00114916	DLC04TicketRoll	Nuka-Cade Ticket Roll		False	0	0	0	
0011830A	RoomTrigger				0	0	0	
0001B0C5	CUT_SFM04_Organic_IngredientActivator	Chemical Tube		False	0	0	0	
0005E3BE	test_MPScriptTestServerRMIKeywordButton	ServerRMI Keyword: All Clients should see the reference appear.		False	0	0	0	
00060BAA	test_MPScriptTestClientRMIKeywordButton	ClientRMI Keyword: Only this Clients should see the reference appear.		False	0	0	0	
00060BAE	test_MPScriptTestRMIToAllClientsButton	SendRMIToAllClients: All Clients should see this reference appear.		False	0	0	0	
00060BF2	WorkshopCapturePoint01	Capture Point		False	0	0	0	
00018918	SFM04_Organic_RadioTransmitter	Irradiated Bone Meal Tracking		False	0	0	0	
00052308	CameraAttachCoalFXEmbers			False	0	0	0	
0005230C	CameraAttachCoalFXSparksSlow				0	0	0	
0011C11C	TW008EnterYardTrigger				0	0	0	
0011C418	LC101ControlActivator	Control Terminal		False	0	0	0	
0011D776	TW004BlackBearComputer	Huntmaster		False	0	0	0	
00027DF3	CUT_MTNS03_Control_Point	Orienteering Control Point		False	0	0	0	
00083A93	test_FastTravelTerminalTest	Fast Travel		False	0	0	0	
0011F9E4	76ElevatorDoorAutoOpenTrigger				0	0	0	
00120B81	VaultDoorControls_NoName				0	0	0	
0000425E	test_ZWTest_ConButtonStand01	Button		False	0	0	0	
001227DF	Vault76EntranceInt01				0	0	0	
0000405A	RailroadSwitchLever01	Lever		False	0	0	0	
00083AA7	RailroadSwitchLever02	Lever		False	0	0	0	
001292D7	ListeningDeviceGreeble01				0	0	0	
0000E102	FEVDecalTrigger				0	0	0	
0012DA86	FloraCorpseFlower01_LDI	Corpse Flower		False	0	0	0	
00186E22	MoMSecretDoorTrigger				0	0	0	
001857B0	AutoTriangle01	Triangle		False	0	0	0	
0020C621	ENB_BunkerIDCardReader01	ID Card Reader		False	0	0	0	
0001C347	LC101PictureFrame01ACTIVATOR				0	0	0	
0001C350	LC101FallingDust				0	0	0	
0001E9B4	HandScanner	Hand Scanner		False	0	0	0	
000011F4	REObjectKMK02SatelliteCrashShooter				0	0	0	
00052529	EN02_StartTrigger				0	0	0	
00088AD8	TW_ClarksburgPostmaster	Postmaster		False	0	0	0	
00088ADF	TW_GraftonMayor	Mayor		False	0	0	0	
00052B0F	InvisibleSpawnMarkerGiant				0	0	0	
00052B10	InvisibleSpawnMarker				0	0	0	
00052202	EN02_SystemModuleDispenser	Dispenser		False	0	0	0	
0001CA85	DotMatrixPrinter01	Printer		False	0	0	0	
00077B4B	MTR06_ExamButtonA	Checkpoint Button A		False	0	0	0	
00077B5C	MTR06_ScorchedAshDeposit	Bounty System		False	0	0	0	
0007D37F	MTR06_UniformDispenser	Kit Dispenser		False	0	0	0	
00004181	EnclaveOutpostMasterControl01	Enclave Outpost Master Control		False	0	0	0	
0001835C	zzz_FFZ03_Plants_Sign	Pioneer Scouts Plants Poster		False	0	0	0	
00180815	DefaultEMSBossTrigger				0	0	0	
00145CEC	TrapBoneChime03_Longer	Bone Chime		False	0	0	0	
0012CB79	TrapBoneChime01	Bone Chime		False	0	0	0	
0012CC69	TrapBoneChime02	Bone Chime		False	0	0	0	
00145CE4	TrapBoneChime02_Long	Bone Chime		False	0	0	0	
00145CE2	TrapBoneChime01_Long	Bone Chime		False	0	0	0	
00145CE0	TrapBoneChime03	Bone Chime		False	0	0	0	
00145CE6	TrapBoneChime03_Long	Bone Chime		False	0	0	0	
00145CE8	TrapBoneChime01_Longer	Bone Chime		False	0	0	0	
00145CEA	TrapBoneChime02_Longer	Bone Chime		False	0	0	0	
001820CD	EN05_GunRangeTarget				0	0	0	
001820E9	EN05_ObstacleButton	Button		False	0	0	0	
0000F4AF	ENz09_CaretakersJobBoard01	Guest Request Board		False	0	0	0	
0005880B	PictureFrameModern04Anim01				0	0	0	
001835CC	EN05_Loudpseaker				0	0	0	
001835E8	TEMPEN05StartQuestTrigger			False	0	0	0	
000CC1A0	FFZ04_BrahminCorpse	Ravaged Brahmin Corpse		False	0	0	0	
0013737D	DefaultBlankTrigger				0	0	0	
000815B9	BldWoodPMdWallScktBBot01Anim				0	0	0	
00030F87	EyebotCircuitBox01				0	0	0	
00124437	ENz09_KeycardPrinter	Guest Request Deposit System		False	0	0	0	
000953E4	FFZ11_Pack_Sign	Quest Starter		False	0	0	0	
0009788C	TrapPunjiSpikeBoard02	Punji Board		False	0	0	0	
0010D84B	TrapPunjiSpikeBoard03	Punji Board		False	0	0	0	
0010D845	TrapSwingingSpikeBoardsVert90	Spike Board Trap		False	0	0	0	
0010D844	TrapSwingingSpikeBoardsHoriz90	Spike Board Trap		False	0	0	0	
000992D6	TrapPunjiSpikeBoard01	Punji Board		False	0	0	0	
00004845	AshLootMound01				0	0	0	
00004855	AshLootMound01DEBUG				0	0	0	
00087A07	AshLootMound04				0	0	0	
001325EF	AshLootMound02				0	0	0	
001339A8	AshLootMound03				0	0	0	
00134DDC	AshLootMound04DEBUG				0	0	0	
00134DE1	AshLootMound02DEBUG				0	0	0	
00134DE2	AshLootMound03DEBUG				0	0	0	
00134E37	AshLootMound05DEBUG				0	0	0	
00134E51	AshLootMound05				0	0	0	
001811B7	HoldPositionPrimitive				0	0	0	
001811B8	HoldPreferredPositionPrimitive				0	0	0	
001811B9	HoldUntilEngagedPositionPrimitive				0	0	0	
0013E05A	GraftonExtruder01				0	0	0	
0014203E	GraftonQuencher01				0	0	0	
00142044	GraftonOxygenLance01			False	0	0	0	
00142069	GraftonVent01			False	0	0	0	
00142070	GraftonMoltenMetal01				0	0	0	
0016CBD8	GraftonRegulatorActivator	Regulator		False	0	0	0	
0012B7CE	ENz04_OrientationTrigger				0	0	0	
0018AD88	FFZ10_Light_Sign	FFZ11_Light Quest Starter		False	0	0	0	
0018E127	SFS02_Play_PlayDateTrigger				0	0	0	
001D59F9	BoS_VTU_AutomatedCentrifuge	Automated Centrifuge		False	0	0	0	
0003A252	SFS01_Brew_Distiller	Distiller		False	0	0	0	
00246C3B	TrapFloraCranberrySundew			False	0	0	0	
00052607	ModifiedDistiller01	Distiller		False	0	0	0	
00012D4B	TrapCompoundBow	Bow Trap		False	0	0	0	
000AC691	ENs02_LureArraySection	Lure Array Component		False	0	0	0	
0010CCE5	ENs02_LureDispenser	Dispenser		False	0	0	0	
00118CDE	ENs02_BlastMarker				0	0	0	
0003D3B5	WorkshopWhitespringLamp01	Whitespring Lamp		False	0	0	0	
0003D3B6	WorkshopWhitespringLamp02	Whitespring Lamp		False	0	0	0	
0003D3F6	WorkshopWhitespringLamp03	Whitespring Lamp		False	0	0	0	
0015FB0B	V94_RadioTransmitter	Vault 94 Emergency Broadcast		False	0	0	0	
0000CF5B	ENz01_DecalParentMarker				0	0	0	
0005A2CA	CUT_V94GearRoomTrigger				0	0	0	
0005A2CC	CUT_V94_2_VotingStationAye	Voting Station - Aye		False	0	0	0	
0005A2CD	V94_2_VotingStationNay	Voting Station - Nay		False	0	0	0	
0005A2DE	CUT_V94_IDCardReader	Maintainence Card Reader		False	0	0	0	
0004DFD0	WorkshopVertibirdLandingPad	Vertibot Landing Pad		False	0	0	0	
00008985	EN06_VoteCounter	Vote Counter		False	0	0	0	
00008986	CandidateVoteCounter				0	0	0	
0005F8F9	AshLootMound05Chest				0	0	0	
0005F903	AshLootMound01Chest				0	0	0	
0001C587	FF05_Balance_SensorWater	Water Sensor		False	0	0	0	
0002677D	FF05_Balance_SensorSoil	Soil Sensor		False	0	0	0	
0002683A	FF05_Balance_SensorAir	Air Sensor		False	0	0	0	
