OMOD_FormID	OMOD_EDID	PropIndex	ValueType	FunctionType	PropertyName	Value1	Value2	CurveTable
0010EB77	DLC01Bot_Torso_MrHandy_Limb	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyHealthMrHandy_Torso ""EnchBot_Health"" [ENCH:0010EC90]	1	NULL - Null Reference [00000000]
0010EB78	DLC01Bot_Torso_MrHandy_Armor_Standard_Rear	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB79	DLC01Bot_Torso_MrHandy_Limb_Eye	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_csMrHandy ""DLC01EnchBot_csMrHandy"" [ENCH:0010F0F6]	1	NULL - Null Reference [00000000]
0010EB7A	DLC01Bot_Torso_MrHandy_Armor_Standard_Top	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB7B	DLC01Bot_Legs_MrHandy_Thruster_Limb	0	FormID,Int	ADD	Forced Inventory	HandyArtObjectsFX """" [ARMO:0002B4D7]	1	NULL - Null Reference [00000000]
0010EB7B	DLC01Bot_Legs_MrHandy_Thruster_Limb	1	FormID,Int	ADD	Enchantments	modEnchHandyHover """" [ENCH:0002B4DC]	1	NULL - Null Reference [00000000]
0010EB7B	DLC01Bot_Legs_MrHandy_Thruster_Limb	2	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifySpeedMult5 ""DLC01EnchBot_FortifySpeedMult5"" [ENCH:0010F115]	1	NULL - Null Reference [00000000]
0010EB7B	DLC01Bot_Legs_MrHandy_Thruster_Limb	3	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceHealthHandy_Legs ""EnchBot_Health"" [ENCH:0010F021]	1	NULL - Null Reference [00000000]
0010EB7C	DLC01Bot_Arm_MrHandy_Armor_Standard_1A	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB7D	DLC01Bot_Hand_MrHandy_Weap_LaserGun_Left	0	FormID,Int	ADD	Keywords	bot_HasHandLeft """" [KYWD:00231EA3]	2	NULL - Null Reference [00000000]
0010EB7D	DLC01Bot_Hand_MrHandy_Weap_LaserGun_Left	1	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapMrHandy_LaserGun_Left """" [WEAP:0010EA5B]	1	NULL - Null Reference [00000000]
0010EB7E	DLC01Bot_Hand_MrHandy_Weap_LaserGun_Middle	0	FormID,Int	ADD	Keywords	bot_HasHandMiddle """" [KYWD:00231EA5]	2	NULL - Null Reference [00000000]
0010EB7E	DLC01Bot_Hand_MrHandy_Weap_LaserGun_Middle	1	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapMrHandy_LaserGun_Middle """" [WEAP:0010EA5C]	1	NULL - Null Reference [00000000]
0010EB7F	DLC01Bot_Hand_MrHandy_Weap_LaserGun_Right	0	FormID,Int	ADD	Keywords	bot_HasHandRight """" [KYWD:00231EA4]	2	NULL - Null Reference [00000000]
0010EB7F	DLC01Bot_Hand_MrHandy_Weap_LaserGun_Right	1	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapMrHandy_LaserGun_Right """" [WEAP:0010EA5D]	1	NULL - Null Reference [00000000]
0010EB80	DLC01Bot_Legs_MrHandy_Thruster_Armor1A	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamage20 ""EnchBot_DamageResist"" [ENCH:0010EC8E]	1	NULL - Null Reference [00000000]
0010EB80	DLC01Bot_Legs_MrHandy_Thruster_Armor1A	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010EB81	DLC01Bot_Hand_Protectron_Weap_Flamer_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapProtectron02ArmFlamerLeft """" [WEAP:0010FD69]	1	NULL - Null Reference [00000000]
0010EB82	DLC01Bot_Hand_Protectron_Weap_Cryo_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapProtectron02ArmCryo01Right """" [WEAP:0010FD68]	1	NULL - Null Reference [00000000]
0010EB83	DLC01Bot_Torso_Protectron_Limb	0	FormID,Int	ADD	Keywords	AnimsDLC01TorsoProtectron """" [KYWD:0010FD1C]	2	NULL - Null Reference [00000000]
0010EB84	DLC01Bot_Legs_Protectron_Limb	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeightProtectron_Legs ""EnchBot_ReduceCarryWeight20"" [ENCH:0010F01C]	1	NULL - Null Reference [00000000]
0010EB85	DLC01Bot_Legs_Sentry_Limb	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyHealthSentry_Legs ""EnchBot_Health"" [ENCH:0010F015]	1	NULL - Null Reference [00000000]
0010EB85	DLC01Bot_Legs_Sentry_Limb	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeightSentry_Legs ""EnchBot_ReduceCarryWeight20"" [ENCH:0010F01D]	1	NULL - Null Reference [00000000]
0010EB86	DLC01Bot_Legs_Assaultron_Limb	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyHealthAssaultron_Legs ""EnchBot_Health"" [ENCH:0010F00F]	1	NULL - Null Reference [00000000]
0010EB88	DLC01Bot_Hand_Protectron_Weap_Lasergun01_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapProtectron01LaserGunLeft """" [WEAP:0010FD6B]	1	NULL - Null Reference [00000000]
0010EB89	DLC01Bot_Hand_Protectron_Weap_Lasergun01_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapProtectron01LaserGunRight """" [WEAP:0010FD6C]	1	NULL - Null Reference [00000000]
0010EB8A	DLC01Bot_Torso_Protectron_Armor_Standard_Front	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB8B	POST_DLC01Bot_Torso_Protectron_Armor_Construction_Front	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageConstruction00 ""DLC01EnchBot_FortifyResistDamageConstruction00"" [ENCH:0010EB24]	1	NULL - Null Reference [00000000]
0010EB8C	DLC01Bot_Torso_Protectron_Armor_Standard_Rear	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB8D	DLC01Bot_Arm_Protectron_Armor_Standard_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB8E	POST_DLC01Bot_Hand_Protectron_Melee_Construction_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotMeleeViceRight """" [WEAP:0010F009]	1	NULL - Null Reference [00000000]
0010EB8F	POST_DLC01Bot_Hand_Protectron_Melee_Construction_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotMeleeViceLeft """" [WEAP:0010F008]	1	NULL - Null Reference [00000000]
0010EB90	DLC01Bot_Torso_Sentry_Limb	0	FormID,Int	ADD	Keywords	AnimsDLC01TorsoSentryBot """" [KYWD:0010FD1D]	2	NULL - Null Reference [00000000]
0010EB90	DLC01Bot_Torso_Sentry_Limb	1	FormID,Int	ADD	Forced Inventory	SkinSentryBotOverheatLight """" [ARMO:0023F20E]	1	NULL - Null Reference [00000000]
0010EB90	DLC01Bot_Torso_Sentry_Limb	2	FormID,Int	ADD	Enchantments	DLC01modEnchSentryOverheatFX """" [ENCH:0010FBFE]	1	NULL - Null Reference [00000000]
0010EB90	DLC01Bot_Torso_Sentry_Limb	3	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyHealthSentry_Torso ""EnchBot_Health"" [ENCH:0010F117]	1	NULL - Null Reference [00000000]
0010EB91	DLC01Bot_Arm_Sentry_Armor_Standard_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB92	DLC01Bot_Arm_Sentry_Armor_Standard_Right	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB93	DLC01Bot_Torso_Sentry_Armor_Standard_Front	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB94	DLC01Bot_Torso_Sentry_Armor_Standard_Top	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB95	DLC01Bot_Legs_Sentry_Armor_Standard_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010EB95	DLC01Bot_Legs_Sentry_Armor_Standard_Left	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB96	DLC01Bot_Legs_Sentry_Armor_Standard_Rear	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010EB96	DLC01Bot_Legs_Sentry_Armor_Standard_Rear	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB97	DLC01Bot_Legs_Sentry_Armor_Standard_Right	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010EB97	DLC01Bot_Legs_Sentry_Armor_Standard_Right	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB98	DLC01Bot_Torso_Sentry_ShoulderLauncherCluster_Left	0	FormID,Int	ADD	Forced Inventory	crSentryBotLeftShoulderClusterLauncher """" [WEAP:00134271]	1	NULL - Null Reference [00000000]
0010EB98	DLC01Bot_Torso_Sentry_ShoulderLauncherCluster_Left	1	FormID,Int	ADD	Forced Inventory	AmmoSentryShoulder ""Missile"" [AMMO:0018844F]	1	NULL - Null Reference [00000000]
0010EB98	DLC01Bot_Torso_Sentry_ShoulderLauncherCluster_Left	2	FormID,Int	ADD	Enchantments	modEnchSentryShoulderLeftClusterFX """" [ENCH:0021635C]	1	NULL - Null Reference [00000000]
0010EB99	DLC01Bot_Torso_Sentry_ShoulderLauncherCluster_Right	0	FormID,Int	ADD	Forced Inventory	crSentryBotRightShoulderClusterLauncher """" [WEAP:00134272]	1	NULL - Null Reference [00000000]
0010EB99	DLC01Bot_Torso_Sentry_ShoulderLauncherCluster_Right	1	FormID,Int	ADD	Forced Inventory	AmmoSentryShoulder ""Missile"" [AMMO:0018844F]	1	NULL - Null Reference [00000000]
0010EB99	DLC01Bot_Torso_Sentry_ShoulderLauncherCluster_Right	2	FormID,Int	ADD	Enchantments	modEnchSentryShoulderRightClusterFX """" [ENCH:0021635D]	1	NULL - Null Reference [00000000]
0010EB9A	DLC01Bot_Head_Sentry_Armor_Standard_Type1	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB9B	DLC01Bot_Torso_Assaultron_Limb	0	FormID,Int	ADD	Keywords	AnimsDLC01TorsoProtectron """" [KYWD:0010FD1C]	2	NULL - Null Reference [00000000]
0010EB9B	DLC01Bot_Torso_Assaultron_Limb	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyHealthAssaultron_Torso ""EnchBot_Health"" [ENCH:0010EC91]	1	NULL - Null Reference [00000000]
0010EB9C	DLC01Bot_Arm_Protectron_Armor_Standard_Right	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB9D	DLC01Bot_Arm_Assaultron_Armor_Standard_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB9E	DLC01Bot_Arm_Assaultron_Armor_Standard_Right	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EB9F	DLC01Bot_Hand_Protectron_Armor_Standard_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EBA0	DLC01Bot_Hand_Protectron_Armor_Standard_Right	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EBA1	DLC01Bot_Hand_Protectron_Melee_Shock_Right	0	FormID,Int	ADD	Keywords	RobotTypeShock """" [KYWD:001A9493]	2	NULL - Null Reference [00000000]
0010EBA1	DLC01Bot_Hand_Protectron_Melee_Shock_Right	1	FormID,Int	ADD	Forced Inventory	crDLC01BotMeleeProtectronClawRight """" [WEAP:0010FD34]	1	NULL - Null Reference [00000000]
0010EBA1	DLC01Bot_Hand_Protectron_Melee_Shock_Right	2	FormID,Int	ADD	Enchantments	modEnchRobotShockHandR """" [ENCH:001A948F]	1	NULL - Null Reference [00000000]
0010EBA2	DLC01Bot_Hand_Protectron_Melee_Shock_Left	0	FormID,Int	ADD	Keywords	RobotTypeShock """" [KYWD:001A9493]	2	NULL - Null Reference [00000000]
0010EBA2	DLC01Bot_Hand_Protectron_Melee_Shock_Left	1	FormID,Int	ADD	Forced Inventory	crDLC01BotMeleeProtectronClawLeft """" [WEAP:0010FD33]	1	NULL - Null Reference [00000000]
0010EBA2	DLC01Bot_Hand_Protectron_Melee_Shock_Left	2	FormID,Int	ADD	Enchantments	modEnchRobotShockHandL """" [ENCH:001A9490]	1	NULL - Null Reference [00000000]
0010EBA3	DLC01Bot_Hand_Weap_Sentry_MiniGun_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapSentryBotLeftMinigun ""Sentry Bot Left Minigun"" [WEAP:0010FD73]	1	NULL - Null Reference [00000000]
0010EBA4	DLC01Bot_Hand_Weap_Sentry_MiniGun_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapSentryBotRightMinigun ""Sentry Bot Right Minigun"" [WEAP:0010FD74]	1	NULL - Null Reference [00000000]
0010EC2B	DLC01Bot_Hand_Assaultron_Melee_Claw_Shock_Right	0	FormID,Int	ADD	Keywords	RobotTypeShock """" [KYWD:001A9493]	2	NULL - Null Reference [00000000]
0010EC2B	DLC01Bot_Hand_Assaultron_Melee_Claw_Shock_Right	1	FormID,Int	ADD	Forced Inventory	crDLC01BotMeleeAssaultronClawRight """" [WEAP:0010EA6F]	1	NULL - Null Reference [00000000]
0010EC2B	DLC01Bot_Hand_Assaultron_Melee_Claw_Shock_Right	2	FormID,Int	ADD	Enchantments	modEnchRobotShockHandR """" [ENCH:001A948F]	1	NULL - Null Reference [00000000]
0010EC2D	DLC01Bot_Hand_Weap_Sentry_Cannon_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapSentryCanonRight ""SentryBotRightRocketLauncher"" [WEAP:0010FD72]	1	NULL - Null Reference [00000000]
0010EC2E	DLC01Bot_Hand_Protectron_Weap_LaserAuto_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapProtectron03LaserGunAutoLeft """" [WEAP:0010FD64]	1	NULL - Null Reference [00000000]
0010EC2F	DLC01Bot_Hand_Assaultron_Melee_Claw_Shock_Left	0	FormID,Int	ADD	Keywords	RobotTypeShock """" [KYWD:001A9493]	2	NULL - Null Reference [00000000]
0010EC2F	DLC01Bot_Hand_Assaultron_Melee_Claw_Shock_Left	1	FormID,Int	ADD	Forced Inventory	crDLC01BotMeleeAssaultronClawLeft """" [WEAP:0010EA6E]	1	NULL - Null Reference [00000000]
0010EC2F	DLC01Bot_Hand_Assaultron_Melee_Claw_Shock_Left	2	FormID,Int	ADD	Enchantments	modEnchRobotShockHandL """" [ENCH:001A9490]	1	NULL - Null Reference [00000000]
0010EC34	DLC01Bot_Hand_Protectron_Weap_LaserAuto_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapProtectron03LaserGunAutoRight """" [WEAP:0010FD66]	1	NULL - Null Reference [00000000]
0010EC39	DLC01Bot_Hand_Weap_Sentry_Cannon_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapSentryCanonLeft ""SentryBotLeftRocketLauncher"" [WEAP:0010FD71]	1	NULL - Null Reference [00000000]
0010EC3F	DLC01Bot_Torso_Robobrain_Limb	0	FormID,Int	ADD	Keywords	AnimsDLC01TorsoRoboBrain """" [KYWD:0010FD1E]	2	NULL - Null Reference [00000000]
0010EC41	DLC01Bot_Head_RoboBrain_Limb	0	FormID,Int	ADD	Keywords	DLC01Bot_Head_RoboBrain_Keyword """" [KYWD:0010F21C]	2	NULL - Null Reference [00000000]
0010EC41	DLC01Bot_Head_RoboBrain_Limb	1	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapRobobrainMezmatronHead ""Mesmetron"" [WEAP:0010F3AB]	1	NULL - Null Reference [00000000]
0010EC41	DLC01Bot_Head_RoboBrain_Limb	2	FormID,Int	ADD	Enchantments	DLC01EnchBot_csRoboBrain ""DLC01EnchBot_csRoboBrain"" [ENCH:0010F0FC]	1	NULL - Null Reference [00000000]
0010EC92	DLC01Bot_Torso_Assaultron_Armor_Standard_Front	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EC93	DLC01Bot_Torso_Assaultron_Armor_Standard_Rear	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EC94	DLC01Bot_Legs_Assaultron_Armor_Standard_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010EC95	DLC01Bot_Legs_Assaultron_Armor_Standard_Right	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageStandard01 ""DLC01EnchBot_FortifyResistDamageStandard01"" [ENCH:0010FCE9]	1	NULL - Null Reference [00000000]
0010ECE0	POST_DLC01Bot_Legs_MrHandy_Thruster_Armor_Wasteland10_Enc	0	FormID,Int	ADD	Keywords	DLC01Bot_Torso_MrHandy_Armor_Wasteland_Keyword """" [KYWD:0010EE1D]	2	NULL - Null Reference [00000000]
0010ED1B	DLC01_Workshop_Turret_Spotlight	0	FormID,Int	ADD	Forced Inventory	crTurretMountedSpotlight01 ""Turret Spotlight"" [WEAP:0022B194]	1	NULL - Null Reference [00000000]
0010ED3A	DLC01Bot_Hand_Robobrain_Weap_Smokebomb_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapRobobrainSmokeBombRightNoVats ""DLC01BotWeapRobobrainSmokeBombRight"" [WEAP:0010EF01]	1	NULL - Null Reference [00000000]
0010ED3C	DLC01Bot_Hand_Robobrain_Weap_Smokebomb_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapRobobrainSmokeBombLeftNoVats ""DLC01BotWeapRobobrainSmokeBombLeft"" [WEAP:0010EF00]	1	NULL - Null Reference [00000000]
0010ED4A	DLC01Bot_Torso_Assaultron_Enc	0	FormID,Int	ADD	Keywords	DLC01Bot_Torso_Assaultron_Keyword """" [KYWD:0010F21E]	2	NULL - Null Reference [00000000]
0010ED4A	DLC01Bot_Torso_Assaultron_Enc	1	FormID,Int	ADD	Keywords	AnimsDLC01TorsoProtectron """" [KYWD:0010FD1C]	2	NULL - Null Reference [00000000]
0010ED4B	DLC01Bot_Torso_Protectron_Enc	0	FormID,Int	ADD	Keywords	DLC01Bot_Torso_Protectron_Keyword """" [KYWD:0010F21F]	2	NULL - Null Reference [00000000]
0010ED4B	DLC01Bot_Torso_Protectron_Enc	1	FormID,Int	ADD	Keywords	AnimsDLC01TorsoProtectron """" [KYWD:0010FD1C]	2	NULL - Null Reference [00000000]
0010EDB5	DLC01Bot_Torso_Sentry_Enc	0	FormID,Int	ADD	Keywords	DLC01Bot_Torso_Sentry_Keyword """" [KYWD:0010F221]	2	NULL - Null Reference [00000000]
0010EDB5	DLC01Bot_Torso_Sentry_Enc	1	FormID,Int	ADD	Keywords	AnimsDLC01TorsoSentryBot """" [KYWD:0010FD1D]	2	NULL - Null Reference [00000000]
0010EDB5	DLC01Bot_Torso_Sentry_Enc	2	FormID,Int	ADD	Forced Inventory	SkinSentryBotOverheatLight """" [ARMO:0023F20E]	1	NULL - Null Reference [00000000]
0010EDB5	DLC01Bot_Torso_Sentry_Enc	3	FormID,Int	ADD	Enchantments	DLC01modEnchSentryOverheatFX """" [ENCH:0010FBFE]	1	NULL - Null Reference [00000000]
0010EDB7	DLC01Bot_Arm_Sentry_Left_Enc	0	FormID,Int	ADD	Keywords	DLC01Bot_Arm_Sentry_Keyword """" [KYWD:0010F219]	2	NULL - Null Reference [00000000]
0010EDB8	DLC01Bot_Arm_Sentry_Right_Enc	0	FormID,Int	ADD	Keywords	DLC01Bot_Arm_Sentry_Keyword """" [KYWD:0010F219]	2	NULL - Null Reference [00000000]
0010EDC1	DLC01Bot_Hand_Weap_GammaGun_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapGammaGunLeft """" [WEAP:0010FC36]	1	NULL - Null Reference [00000000]
0010EDC2	DLC01Bot_Hand_Weap_GammaGun_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapGammaGunRight """" [WEAP:0010FC37]	1	NULL - Null Reference [00000000]
0010EDC3	crDLC01Bot_Hand_Weap_LightningGun_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapLightningGunLeft ""Lightning Gun"" [WEAP:0010F35E]	1	NULL - Null Reference [00000000]
0010EDC4	crDLC01Bot_Hand_Weap_LightningGun_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapLightningGunRight ""Lightning Gun"" [WEAP:0010F35F]	1	NULL - Null Reference [00000000]
0010EDC5	crDLC01Bot_Hand_MrHandy_Weap_LightningGun_Middle	0	FormID,Int	ADD	Keywords	bot_HasHandMiddle """" [KYWD:00231EA5]	2	NULL - Null Reference [00000000]
0010EDC5	crDLC01Bot_Hand_MrHandy_Weap_LightningGun_Middle	1	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapLightningGunMrHandyMiddle ""Lightning Gun"" [WEAP:0010F360]	1	NULL - Null Reference [00000000]
0010EDC6	DLC01Bot_Hand_Weap_Sentry_FlamerGun_Left	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapSentryBotLeftFlamer ""Sentry Bot Left Flamer"" [WEAP:0010F791]	1	NULL - Null Reference [00000000]
0010EDC7	DLC01Bot_Hand_Weap_Sentry_FlamerGun_Right	0	FormID,Int	ADD	Forced Inventory	crDLC01BotWeapSentryBotRightFlamer ""Sentry Bot Right Flamer"" [WEAP:0010F792]	1	NULL - Null Reference [00000000]
0010F08C	POST_DLC01Bot_Torso_Sentry_Armor_Wasteland01_Front	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageWasteland01 ""EnchBot_DamageResist"" [ENCH:0010FCDE]	1	NULL - Null Reference [00000000]
0010F08C	POST_DLC01Bot_Torso_Sentry_Armor_Wasteland01_Front	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010F08D	POST_DLC01Bot_Torso_Sentry_Armor_Wasteland01_Top	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageWasteland01 ""EnchBot_DamageResist"" [ENCH:0010FCDE]	1	NULL - Null Reference [00000000]
0010F08D	POST_DLC01Bot_Torso_Sentry_Armor_Wasteland01_Top	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010F08E	POST_DLC01Bot_Arm_Sentry_Armor_Wasteland01_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageWasteland01 ""EnchBot_DamageResist"" [ENCH:0010FCDE]	1	NULL - Null Reference [00000000]
0010F08E	POST_DLC01Bot_Arm_Sentry_Armor_Wasteland01_Left	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010F08F	POST_DLC01Bot_Arm_Sentry_Armor_Wasteland01_Right	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageWasteland01 ""EnchBot_DamageResist"" [ENCH:0010FCDE]	1	NULL - Null Reference [00000000]
0010F08F	POST_DLC01Bot_Arm_Sentry_Armor_Wasteland01_Right	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
0010F090	POST_DLC01Bot_Head_Sentry_Armor_Wasteland01	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageWasteland01 ""EnchBot_DamageResist"" [ENCH:0010FCDE]	1	NULL - Null Reference [00000000]
0010F091	POST_DLC01Bot_Legs_Sentry_Armor_Wasteland01_Left	0	FormID,Int	ADD	Enchantments	DLC01EnchBot_FortifyResistDamageWasteland01 ""EnchBot_DamageResist"" [ENCH:0010FCDE]	1	NULL - Null Reference [00000000]
0010F091	POST_DLC01Bot_Legs_Sentry_Armor_Wasteland01_Left	1	FormID,Int	ADD	Enchantments	DLC01EnchBot_ReduceCarryWeight20 ""EnchBot_ReduceCarryWeight20"" [ENCH:0010EC96]	1	NULL - Null Reference [00000000]
