FormID	EDID	CNAM_FormID	CNAM_EDID	CNAM_FULL	GNAM_FormID	GNAM_EDID	GNAM_FULL	FNAM_Keywords	FVPA	ReferencedBy_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37
004E9921	co_mod_RadiumRifle_SCOPE_ironsights_Base	00314FD1	mod_RadiumRifle_SCOPE_ironsights_Base	Standard Sights							0																																					
004E9922	co_mod_RadiumRifle_SCOPE_ironsights_Glow	00314FD2	mod_RadiumRifle_SCOPE_ironsights_Glow	Glow Sights							0																																					
004E98DE	co_mod_RadiumRifle_Barrel_Short_HipAccuracy	002955E3	mod_RadiumRifle_Barrel_Short_HipAccuracy	True Short Barrel							0																																					
004E98E3	co_mod_RadiumRifle_Grip_Base	00295644	mod_RadiumRifle_Grip_Base	Standard Stock							0																																					
004E98E4	co_mod_RadiumRifle_Grip_HipAccuracy	00295697	mod_RadiumRifle_Grip_HipAccuracy	True Stock							0																																					
004F6D71	workshop_co_CondProxy_Lights_WhitespringLamps									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6D70:workshop_LL_Lights_TableLamps:LVLI|007904D3:zzz_E03A_Mischief_AllChaseWhiteSpringsRecipesKnown_Condition:CNDF	3	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6D70:workshop_LL_Lights_TableLamps:LVLI	007904D3:zzz_E03A_Mischief_AllChaseWhiteSpringsRecipesKnown_Condition:CNDF																																		
004F6D72	workshop_co_CondProxy_Lights_TableLamps									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6D70:workshop_LL_Lights_TableLamps:LVLI|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	6	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6D70:workshop_LL_Lights_TableLamps:LVLI	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																															
004F6D69	workshop_co_PowerConduitsConnectors	003C94D5	workshop_LL_PowerConnectors_ConduitConnectors							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
004F6EC9	ZZZ_workshop_co_Appliances_Stove01_BareMetal									004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
004F6EC2	workshop_co_CondProxy_Appliances_Stove									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6EBF:workshop_LL_Appliances_WorkshopWoodStove:LVLI|005DCAB8:workshop_LL_Appliances_Stove01_BareMetal:LVLI|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	7	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6EBF:workshop_LL_Appliances_WorkshopWoodStove:LVLI	005DCAB8:workshop_LL_Appliances_Stove01_BareMetal:LVLI	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																														
004F6EC8	workshop_co_CondProxy_Appliances_PicnicGrill									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6EBE:workshop_LL_Appliances_Grills01:LVLI|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	6	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6EBE:workshop_LL_Appliances_Grills01:LVLI	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																															
004F6EC6	workshop_co_CondProxy_Appliances_HighTechTelevision									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6EBD:workshop_LL_Appliances_Televisions01:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6EBD:workshop_LL_Appliances_Televisions01:LVLI																																			
004F6EC3	workshop_co_CondProxy_Appliances_WoodStove									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6EBF:workshop_LL_Appliances_WorkshopWoodStove:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6EBF:workshop_LL_Appliances_WorkshopWoodStove:LVLI																																			
004F6EC4	workshop_co_CondProxy_Appliances_Television									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6EBD:workshop_LL_Appliances_Televisions01:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6EBD:workshop_LL_Appliances_Televisions01:LVLI																																			
004F6EC5	workshop_co_CondProxy_Appliances_TelevisionTable									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6EBD:workshop_LL_Appliances_Televisions01:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6EBD:workshop_LL_Appliances_Televisions01:LVLI																																			
004F6EC7	workshop_co_CondProxy_Appliances_Grill									004869E8:Challenge_All_Recipes_Workshop:FLST|004F6EBE:workshop_LL_Appliances_Grills01:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	004F6EBE:workshop_LL_Appliances_Grills01:LVLI																																			
005059E7	workshop_co_CondProxy_Bed_BedVault									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E2:workshop_LL_Beds_Wood:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E2:workshop_LL_Beds_Wood:LVLI																																			
005059E8	workshop_co_CondProxy_Bed_BedVault02									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E2:workshop_LL_Beds_Wood:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E2:workshop_LL_Beds_Wood:LVLI																																			
005059E9	workshop_co_CondProxy_Bed_CharGen_Bed01									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E1:workshop_LL_Beds_Metal:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E1:workshop_LL_Beds_Metal:LVLI																																			
005059EA	workshop_co_CondProxy_Bed_NpcBunkBedLay01									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E1:workshop_LL_Beds_Metal:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E1:workshop_LL_Beds_Metal:LVLI																																			
005059EC	workshop_co_Beds_Ground	005059E0	workshop_LL_Beds_Ground							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
005059EB	workshop_co_CondProxy_Bed_NpcFancyBed_Full									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E1:workshop_LL_Beds_Metal:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E1:workshop_LL_Beds_Metal:LVLI																																			
005059ED	workshop_co_Beds_Metal	005059E1	workshop_LL_Beds_Metal							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
005059EE	workshop_co_Beds_Wood	005059E2	workshop_LL_Beds_Wood							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
005059E3	workshop_co_CondProxy_Bed_BedHospital									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E2:workshop_LL_Beds_Wood:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E2:workshop_LL_Beds_Wood:LVLI																																			
005059E4	workshop_co_CondProxy_Bed_BedMattress									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E0:workshop_LL_Beds_Ground:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E0:workshop_LL_Beds_Ground:LVLI																																			
005059E5	workshop_co_CondProxy_Bed_BedMetal									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E2:workshop_LL_Beds_Wood:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E2:workshop_LL_Beds_Wood:LVLI																																			
005059E6	workshop_co_CondProxy_Bed_BedMilitaryCot									004869E8:Challenge_All_Recipes_Workshop:FLST|005059E2:workshop_LL_Beds_Wood:LVLI|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	6	004869E8:Challenge_All_Recipes_Workshop:FLST	005059E2:workshop_LL_Beds_Wood:LVLI	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																															
00508D67	co_mod_armor_Marine_Helmet_Material_0	0034EF5B	mod_armor_Marine_Helmet_Paint_0	Standard							0																																					
00508D66	zzz_co_mod_armor_Trapper_Torso_Material_1										0																																					
00508D6C	co_mod_armor_EnclaveScoutUniform_Arm_Material_1	0034ED62	mod_armor_EnclaveScoutUniform_Arm_Material_1	Reinforced							0																																					
00508D6D	co_mod_armor_EnclaveScoutUniform_Arm_Material_2	0034ED64	mod_armor_EnclaveScoutUniform_Arm_Material_2	Fiberglass							0																																					
00508D73	co_mod_armor_EnclaveScoutUniform_Leg_Material_3	0034ED6F	mod_armor_EnclaveScoutUniform_Leg_Material_3	Polymer							0																																					
00508D6E	co_mod_armor_EnclaveScoutUniform_Arm_Material_3	0034ED65	mod_armor_EnclaveScoutUniform_Arm_Material_3	Polymer							0																																					
00508D65	co_mod_armor_Trapper_Torso_Material_0	00110866	mod_armor_Trapper_Torso_Material_0	Standard							0																																					
00508D6B	co_mod_armor_EnclaveScoutUniform_Arm_Material_0	0034ED61	mod_armor_EnclaveScoutUniform_Arm_Material_0	Standard							0																																					
00508D70	co_mod_armor_EnclaveScoutUniform_Leg_Material_0	0034ED6B	mod_armor_EnclaveScoutUniform_Leg_Material_0	Standard							0																																					
00508D74	co_mod_armor_Combat_Arm_Material_0	00184BF2	mod_armor_Combat_Arm_Material_0	Standard							0																																					
00508D71	co_mod_armor_EnclaveScoutUniform_Leg_Material_1	0034ED6C	mod_armor_EnclaveScoutUniform_Leg_Material_1	Reinforced							0																																					
00508D72	co_mod_armor_EnclaveScoutUniform_Leg_Material_2	0034ED6E	mod_armor_EnclaveScoutUniform_Leg_Material_2	Fiberglass							0																																					
00508D64	co_mod_armor_Combat_Torso_Material_BOS	0017AE2E	mod_armor_Combat_Torso_Material_BOS	Brotherhood of Steel							0																																					
00509748	workshop_co_CondProxy_Instruments_Wood									004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST|00509745:workshop_LL_Instruments_Wood:LVLI|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	7	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST	00509745:workshop_LL_Instruments_Wood:LVLI	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																														
00509749	workshop_co_Instruments_Wind	00509744	workshop_LL_Instruments_Wind							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST|00536DB4:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Musician_Sub_BuildWorkshopWindInstrument:CHAL|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	7	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST	00536DB4:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Musician_Sub_BuildWorkshopWindInstrument:CHAL	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																														
00509747	workshop_co_Instruments_Pianos	00509746	workshop_LL_Instruments_Pianos							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST|00536DB2:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Musician_Sub_BuildWorkshopPiano:CHAL|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	7	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST	00536DB2:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Musician_Sub_BuildWorkshopPiano:CHAL	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																														
00510119	workshop_co_Lights_WallLights	00510113	workshop_LL_Lights_WallLights							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
00510118	workshop_co_CondProxy_Lights_FancyLights									004869E8:Challenge_All_Recipes_Workshop:FLST|00510113:workshop_LL_Lights_WallLights:LVLI	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00510113:workshop_LL_Lights_WallLights:LVLI																																			
00510116	workshop_co_CondProxy_Lights_TrackLights									004869E8:Challenge_All_Recipes_Workshop:FLST|00510111:workshop_LL_Lights_FloorLamps:LVLI|00510114:workshop_LL_Lights_CeilingLights:LVLI|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	7	004869E8:Challenge_All_Recipes_Workshop:FLST	00510111:workshop_LL_Lights_FloorLamps:LVLI	00510114:workshop_LL_Lights_CeilingLights:LVLI	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																														
0051011B	workshop_co_Lights_FloorLamps	00510111	workshop_LL_Lights_FloorLamps							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
00510115	workshop_co_CondProxy_Lights_MiscLights									004869E8:Challenge_All_Recipes_Workshop:FLST|00510113:workshop_LL_Lights_WallLights:LVLI|00510114:workshop_LL_Lights_CeilingLights:LVLI|0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI|00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF|00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF|00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI	7	004869E8:Challenge_All_Recipes_Workshop:FLST	00510113:workshop_LL_Lights_WallLights:LVLI	00510114:workshop_LL_Lights_CeilingLights:LVLI	0072BC1E:NPE_ABetterTomorrow_LL_Quest_Reward_Recipes:LVLI	00731DAC:GQ_SPOTLIGHTWorkshop_AllRecipesKnown_Condition:CNDF	00731DAD:GQ_Workshop_AllRecipesKnown_Condition:CNDF	00799B16:zzz_GHL_ABetterTomorrow_LL_Quest_Reward_BONUS:LVLI																														
0051011A	workshop_co_Lights_CeilingLights	00510114	workshop_LL_Lights_CeilingLights							004869E8:Challenge_All_Recipes_Workshop:FLST|00492890:Babylon_WorkshopWhitelist:FLST	2	004869E8:Challenge_All_Recipes_Workshop:FLST	00492890:Babylon_WorkshopWhitelist:FLST																																			
00510112	workshop_co_CondProxy_Lights_HighTechLights									004869E8:Challenge_All_Recipes_Workshop:FLST|00510111:workshop_LL_Lights_FloorLamps:LVLI|00510113:workshop_LL_Lights_WallLights:LVLI|00510114:workshop_LL_Lights_CeilingLights:LVLI	4	004869E8:Challenge_All_Recipes_Workshop:FLST	00510111:workshop_LL_Lights_FloorLamps:LVLI	00510113:workshop_LL_Lights_WallLights:LVLI	00510114:workshop_LL_Lights_CeilingLights:LVLI																																	
005101AD	co_mod_Enclave_PlasmaGun_Magazine_Base										0																																					
00510214	co_Tinker_TW007_KidSecureID	00510213	TW007_TrackerIDFixed	KidSecure ID - Freddy Wood							0																																					
00510437	POST_co_mod_PowerArmor_T60_Presidential_ArmRight										0																																					
0051042E	co_PowerArmor_Ultracite_ArmRight	0032E195	Armor_PowerArmor_Ultracite_ArmRight	Ultracite Right Arm						0034B443:BoS_TaggerdyTerminal:TERM|0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0072B580:NPE_BoS_TangoTerminal:TERM	4	0034B443:BoS_TaggerdyTerminal:TERM	0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0072B580:NPE_BoS_TangoTerminal:TERM																																	
00510432	co_PowerArmor_Ultracite_Torso	0032E19D	Armor_PowerArmor_Ultracite_Torso	Ultracite Chest Piece						0034B443:BoS_TaggerdyTerminal:TERM|0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0072B580:NPE_BoS_TangoTerminal:TERM	4	0034B443:BoS_TaggerdyTerminal:TERM	0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0072B580:NPE_BoS_TangoTerminal:TERM																																	
0051043D	co_PowerArmor_X01Enclave_ArmRight	00154AC4	Armor_PowerArmor_X01_ArmRight	X-01 Right Arm						00518949:EN07_CommandArchivalTerminalSchematicSub:TERM|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|00606251:Legendary_LL_PowerArmor_X01:LVLI|0068F669:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_ArmRight:COBJ	4	00518949:EN07_CommandArchivalTerminalSchematicSub:TERM	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	00606251:Legendary_LL_PowerArmor_X01:LVLI	0068F669:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_ArmRight:COBJ																																	
0051043F	co_PowerArmor_X01Enclave_LegLeft	00154AC6	Armor_PowerArmor_X01_LegLeft	X-01 Left Leg						00518949:EN07_CommandArchivalTerminalSchematicSub:TERM|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|00606251:Legendary_LL_PowerArmor_X01:LVLI|0068F66A:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_LegLeft:COBJ	4	00518949:EN07_CommandArchivalTerminalSchematicSub:TERM	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	00606251:Legendary_LL_PowerArmor_X01:LVLI	0068F66A:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_LegLeft:COBJ																																	
0051043B	POST_co_mod_PowerArmor_T60_Presidential_Torso										0																																					
0051043E	co_PowerArmor_X01Enclave_Helmet	00154AC5	Armor_PowerArmor_X01_Helmet	X-01 Helm						00518949:EN07_CommandArchivalTerminalSchematicSub:TERM|0068F667:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_Helmet:COBJ	2	00518949:EN07_CommandArchivalTerminalSchematicSub:TERM	0068F667:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_Helmet:COBJ																																			
0051043A	POST_co_mod_PowerArmor_T60_Presidential_LegRight										0																																					
00510439	POST_co_mod_PowerArmor_T60_Presidential_LegLeft										0																																					
00510436	POST_co_mod_PowerArmor_T60_Presidential_ArmLeft										0																																					
0051042F	co_PowerArmor_Ultracite_Helmet	0032E197	Armor_PowerArmor_Ultracite_Helmet	Ultracite Helm						0034B443:BoS_TaggerdyTerminal:TERM|0072B580:NPE_BoS_TangoTerminal:TERM	2	0034B443:BoS_TaggerdyTerminal:TERM	0072B580:NPE_BoS_TangoTerminal:TERM																																			
0051042D	co_PowerArmor_Ultracite_ArmLeft	0032E192	Armor_PowerArmor_Ultracite_ArmLeft	Ultracite Left Arm						0034B443:BoS_TaggerdyTerminal:TERM|0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0072B580:NPE_BoS_TangoTerminal:TERM	4	0034B443:BoS_TaggerdyTerminal:TERM	0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0072B580:NPE_BoS_TangoTerminal:TERM																																	
00510430	co_PowerArmor_Ultracite_LegLeft	0032E199	Armor_PowerArmor_Ultracite_LegLeft	Ultracite Left Leg						0034B443:BoS_TaggerdyTerminal:TERM|0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0072B580:NPE_BoS_TangoTerminal:TERM	4	0034B443:BoS_TaggerdyTerminal:TERM	0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0072B580:NPE_BoS_TangoTerminal:TERM																																	
00510431	co_PowerArmor_Ultracite_LegRight	0032E19B	Armor_PowerArmor_Ultracite_LegRight	Ultracite Right Leg						0034B443:BoS_TaggerdyTerminal:TERM|0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0072B580:NPE_BoS_TangoTerminal:TERM	4	0034B443:BoS_TaggerdyTerminal:TERM	0060624B:Legendary_LL_PowerArmor_Ultracite:LVLI	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0072B580:NPE_BoS_TangoTerminal:TERM																																	
00510438	POST_co_mod_PowerArmor_T60_Presidential_Helm										0																																					
0051043C	co_PowerArmor_X01Enclave_ArmLeft	00154AC3	Armor_PowerArmor_X01_ArmLeft	X-01 Left Arm						00518949:EN07_CommandArchivalTerminalSchematicSub:TERM|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|00606251:Legendary_LL_PowerArmor_X01:LVLI|0068F668:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_ArmLeft:COBJ	4	00518949:EN07_CommandArchivalTerminalSchematicSub:TERM	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	00606251:Legendary_LL_PowerArmor_X01:LVLI	0068F668:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_ArmLeft:COBJ																																	
00510440	co_PowerArmor_X01Enclave_LegRight	00154AC7	Armor_PowerArmor_X01_LegRight	X-01 Right Leg						00518949:EN07_CommandArchivalTerminalSchematicSub:TERM|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|00606251:Legendary_LL_PowerArmor_X01:LVLI|0068F66B:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_LegRight:COBJ	4	00518949:EN07_CommandArchivalTerminalSchematicSub:TERM	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	00606251:Legendary_LL_PowerArmor_X01:LVLI	0068F66B:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_LegRight:COBJ																																	
00510441	co_PowerArmor_X01Enclave_Torso	00154AC8	Armor_PowerArmor_X01_Torso	X-01 Torso						00518949:EN07_CommandArchivalTerminalSchematicSub:TERM|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|00606251:Legendary_LL_PowerArmor_X01:LVLI|0068F666:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_Torso:COBJ	4	00518949:EN07_CommandArchivalTerminalSchematicSub:TERM	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	00606251:Legendary_LL_PowerArmor_X01:LVLI	0068F666:co_mod_PowerArmor_X01_Material_Paint_EnclavePrototype_Torso:COBJ																																	
00518296	FF06_Feed_co_IndSmPipe1Way01Breakable	00518295	FF06_Feed_IndSmPipe1Way01_LDI	Pipe							0																																					
00518571	zzz_co_mod_PowerArmor_T60_Material_Paint_BOSStandard										0																																					
00518573	DEPRECATED_co_mod_PowerArmor_T60_Material_Paint_BOSKnightSgt	001979A1	DEPRECATED_mod_PowerArmor_T60_Material_Paint_BOSKnightSgt	BOS Knight SGT Paint*							0																																					
