menu category	name	edid	form_id	build	price_xbox	price_ps	price_pc	limit_new	limit_existing	mutation	buff	availability	order category	notes
Dishes & Teas	Fried Scorpion On A Stick	NWOT_RadscorpionSkewer	0066D3F0		15	25	25	30	30	Carnivore	Restore HP | Agility		food	
Dishes & Teas	Gamma Green Tea	SSE_GammaGreenTeaCooked	007B2736		15	25	25	30	30	Herbivore	Restore HP		food	
Dishes & Teas	Glowing Fungus Puree	GlowingFungusVegetableTastySoup	003C60E6	Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Energy Resist		food	
Dishes & Teas	Glowing Fungus Soup	GlowingFungusVegetableCookedSoup	00294517		15	25	25	30	30	Herbivore	Restore HP | Rad Resist		food	
Dishes & Teas	Glowing Meat Steak	GlowingMeatCooked	003B9424		10	20	20	30	30	Carnivore	Restore HP | Melee Damage		food	
Dishes & Teas	Gourd Soup	GourdVegetableCookedSoup	00294518		15	25	25	30	30	Herbivore	Restore HP | Perception		food	
Dishes & Teas	Granny's Tea	GrannysTea_RSVP02	003A2026		25	35	35	30	30	Herbivore	Restore HP | Heal Rate		food	
Dishes & Teas	Grilled Fish	Fishing_GrilledFish	007B2B9A		15	25	25	30	30	Carnivore	Restore HP		food	
Dishes & Teas	Grilled Hermit Crab	HermitCrabMeatCooked	0011159D		10	20	20	30	30	Carnivore	Restore HP | Endurance		food	
Dishes & Teas	Grilled Radhog Chops	BURN_RadhogMeatCooked	0084B86B		15	25	25	30	30	Carnivore	Restore HP | Endurance		food	
Dishes & Teas	Grilled Radroach	RadroachMeatCooked	0019797D		10	20	20	30	30	Carnivore	Restore HP | Endurance		food	
Dishes & Teas	Grilled Radstag	RadStagMeatCooked	00046952		10	20	20	30	30	Carnivore	Restore HP | Carry Weight		food	
Dishes & Teas	Grilled Radtoad	RadToadLegCooked	0003E055		10	20	20	30	30	Carnivore	Restore HP | Carry Weight		food	
Dishes & Teas	Ground Mole Rat	MoleratMeatTasty	0004A3B8		25	35	35	30	30	Carnivore	Restore HP | Agility		food	
Dishes & Teas	Gulper Slurry	GulperMeatCooked	001115EA		10	20	20	30	30	Carnivore	Restore HP		food	
Dishes & Teas	Gulper Stuffed Foot	NWOT_GulperStuffedFoot	00669394		20	30	30	30	30	Carnivore	Strength | Restore HP		food	
Dishes & Teas	Gut Shroom Soup	GutShroomVegetableCookedSoup	00424B70		15	25	25	N/A	N/A	Herbivore	Restore HP | XP		food	
Dishes & Teas	Headhunter's Headcheese	WL046_HeadhuntersHeadcheese_Pot_DoNotUse	005543BB		20	30	30			Carnivore			food	
Dishes & Teas	Hotdog	Hotdog	00042828		15	25	25	30	30	Carnivore	Restore HP | Max HP		food	
Dishes & Teas	Iguana On A Stick	IguanaMeatCooked	000330FE		10	20	20	N/A	N/A	Carnivore	Restore HP | Luck		food	
Dishes & Teas	Iguana Soup	IguanaMeatTastySoup	00102157		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP | Luck	Not Available	food	
Dishes & Teas	Infused Bloodleaf Tea	BloodLeafHerbTastyTea	003C60F1		25	35	35	30	30	Herbivore	Restore HP		food	
Dishes & Teas	Infused Soot Flower Tea	SootFlowerHerbTastyTea	003C60F4	Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Max AP		food	
Dishes & Teas	Ionized Meat	EN07_IonizedMeat	0028D18D		N/A	N/A	N/A			Carnivore		Seasonal	food	Seasonal
Dishes & Teas	Jellied Fish	SeasonalFish_Meal_SummerJelliedFish	008B33D4		100	110	110	N/A	N/A	Carnivore	Restore HP | Intelligence	Seasonal	food	
Dishes & Teas	Light Mutant Hound Chops	MutantHoundMeatCookedLight	007331D1		10	20	20	30	30	Carnivore	Restore HP | Melee Damage		food	
Dishes & Teas	Light Mutton Chops	SheepsquatchMeatCookedLight	007331D0		10	20	20	30	30	Carnivore	Restore HP | Melee Damage	Seasonal	food	Seasonal
Dishes & Teas	Light Yao Guai Ribs	YaoGuaiMeatCookedLight	007331D2		10	20	20	30	30	Carnivore	Restore HP | Melee Damage		food	
Dishes & Teas	Megasloth Mushroom Soup	MegaSlothMushroomVegetableCookedSoup	00294519		15	25	25	N/A	N/A	Herbivore	Restore HP | Crit Damage		food	
Dishes & Teas	Megasloth Tenderloin	MegaslothMeatTasty	003D749C		25	35	35	30	30	Carnivore	Restore HP | Energy Resist		food	
Dishes & Teas	Melon Juice	MelonFruitCookedJuice	00294525		15	25	25	30	30	Herbivore	Restore HP | Heal Rate		food	
Dishes & Teas	Mirelurk Boil	WL046_MirelurkBoil_Pot_DoNotUse	005543B7		25	35	35			Carnivore			food	
Dishes & Teas	Mirelurk Cake	MirelurkMeatTastyCake	0004A152		25	35	35	30	30	Carnivore	Restore HP		food	
Dishes & Teas	Mirelurk Cake With Bloodleaf Aioli	MirelurkAndBloodleafGourmet	003D5F3B	Carnivore,Hybrid	25	35	35	30	30	Both	Restore HP | Rad Resist		food	
Dishes & Teas	Mirelurk Egg Omelette	MirelurkEggCooked	0004693E		10	20	20	30	30	Carnivore	Restore HP | AP Regen		food	
Dishes & Teas	Mirelurk Jerky	MirelurkMeatTastyJerky	00110F7D	Carnivore	25	35	35	30	30	Carnivore	Restore HP | Damage Resist		food	
Dishes & Teas	Mirelurk Queen Steak	MirelurkQueenMeatCooked	0021C00C		10	20	20	30	30	Carnivore	Restore HP | Endurance		food	
Dishes & Teas	Mirelurk Softshell Cake	MirelurkSoftshellMeatTasty	003C60DD		25	35	35	30	30	Carnivore	Restore HP | Agility		food	
Dishes & Teas	Mole Rat Chunks	MoleratMeatCooked	00046943		10	20	20	30	30	Carnivore	Restore HP | Strength		food	
Dishes & Teas	Mole Rat Jerky	MoleRatJerky	00674BBA		35	45	45	N/A	N/A	Carnivore	Restore HP | Strength		food	
Dishes & Teas	Moo-Moo Curd	MeatWeek_BrahminCurd	008B73C0		15	25	25	30	30	Both	Restore HP | Max AP		food	
Dishes & Teas	Mothman Egg Omelette	MothmanEggCooked	0029451A	XP,Carnivore	10	20	20	30	30	Carnivore	Restore HP | Charisma		food	
Dishes & Teas	Mountain Hocks	MountainHocks_RSVP02	003E9FA5		20	30	30	30	30	Carnivore	Restore HP		food	
Dishes & Teas	Mud Cookie	MudCookie_RSVP02	00529DDF		20	30	30	30	30	Both	Restore HP | Restore AP		food	
Dishes & Teas	Mutant Hound Chops	MutantHoundMeatCooked	0021188E		10	20	20	30	30	Carnivore	Restore HP | Melee Damage		food	
Dishes & Teas	Mutfruit Juice	MutfruitFruitCookedJuice	00294526		15	25	25	30	30	Herbivore	Restore HP | Agility		food	
Dishes & Teas	Mutt Chops	DogMeatCooked	00046940		10	20	20	30	30	Carnivore	Restore HP | Endurance		food	
Dishes & Teas	Mutton Chops	SheepsquatchMeatCooked	0046ECB2		10	20	20	30	30	Carnivore	Restore HP | Melee Damage	Seasonal	food	Seasonal
Dishes & Teas	Mystery Meat Pie	P01B_MysteryMeatPieTasty	0040FC27		25	35	35	30	30	Carnivore	Restore HP | Carry Weight | Endurance		food	
Dishes & Teas	Nuka-Bottle Dog	NWOT_NukaBottleDog	0066D3F4		15	25	25	30	30	Carnivore	Restore HP | Max HP		food	
Dishes & Teas	Nuka-Dog	NWOT_NukaDog	0066D3F3		15	25	25	30	30	Carnivore	Restore HP | Max HP		food	
Dishes & Teas	Owlet Nuggets	OwletMeatCooked	004E722C		10	20	20	N/A	N/A	Carnivore	Restore HP | Intelligence		food	
Dishes & Teas	Pepperoni Roll	PepperoniRollTasty	0058F9E1		25	35	35	30	30	Carnivore	Restore HP | Carry Weight		food	
Dishes & Teas	Pickled Prickeye	Burn_Food_SlipperCactusVeg_1	008468C5		20	30	30	30	30	Herbivore	AP Regen		food	
Dishes & Teas	Pickled Pumpkin	MeatWeek_PickledPumpkin	008B73C3		N/A	N/A	N/A	30	30	Herbivore	Restore HP | Max HP | Carry Weight	Not Available	food	
Dishes & Teas	Poached Angler	AnglerMeatCooked	00110BA5	Carnivore	10	20	20	30	30	Carnivore	Restore HP | Max AP		food	
Dishes & Teas	Pothole Potpie	PotholePotpie_RSVP02	003EAA34		20	30	30	30	30	Carnivore	Restore HP | Damage Resist		food	
Dishes & Teas	Prickeye Salad	Burn_Food_SlipperCactusVeg_2	008468C6		15	25	25	30	30	Herbivore	Damage Resist		food	
Dishes & Teas	Pumpkin Pie	PumpkinPieTasty	0036899A	Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Max HP		food	
Dishes & Teas	Pumpkin Soup	PumpkinVegetableCookedSoup	001C71AA		15	25	25	30	30	Herbivore	Restore HP | Perception		food	
Dishes & Teas	Radhog Burnt Ends	BURN_RadhogBurntEndsCooked	0084B86C	Carnivore	100	110	110	30	30	Both	Restore HP | AP Regen		food	
Dishes & Teas	Radrat Steak	RadratMeatCooked	001142D7		10	20	20	30	30	Carnivore	Restore HP | Perception		food	
Dishes & Teas	Radscorpion Egg Omelette	RadscorpionEggCooked	0004693D		10	20	20	30	30	Carnivore	Restore HP		food	
Dishes & Teas	Radscorpion Fillet	RadscorpionMeatTasty	003D7498		25	35	35	30	30	Carnivore	Restore HP | Energy Resist		food	
Dishes & Teas	Radscorpion Kebab	NWOT_RadscorpionKebab	0066DFC2	Carnivore	15	25	25	30	30	Carnivore	Restore HP | Energy Resist		food	
Dishes & Teas	Radscorpion Steak	RadscorpionMeatCooked	00046950		10	20	20	30	30	Carnivore	Restore HP | Fire Resist		food	
Dishes & Teas	Radstag Redemption	WL046_RadstagRedemption_Pot_DoNotUse	005543B9		25	35	35			Carnivore			food	
Dishes & Teas	Radstag Stew	RadStagMeatTastyStew	0004696A		25	35	35	30	30	Carnivore	Restore HP | Energy Resist		food	
Dishes & Teas	Radtoad Omelette	RadToadEggCooked	0003E053		10	20	20	30	30	Carnivore	Restore HP | Endurance		food	
Dishes & Teas	Razorgrain Soup	RazorgrainVegetableCookedSoup	0029451B		15	25	25	30	30	Herbivore	Restore HP		food	
Dishes & Teas	Restorative Venison and Tato Stew	VenisonAndTatoStew_Stimpak	006406E0		N/A	N/A	N/A			Carnivore	Heal Rate	Not Available	food	
Dishes & Teas	Ribeye Steak	BrahminMeatCooked	0004695A		10	20	20	30	30	Carnivore	Restore HP | Carry Weight		food	
Dishes & Teas	Roast Chicken	Storm_SE09_ChickenMeatCooked	00783A49		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP | Perception	Not Available	food	
Dishes & Teas	Roast Megasloth	MegaslothMeatCooked	001C71A8		10	20	20	N/A	N/A	Carnivore	Restore HP | Energy Resist		food	
Dishes & Teas	Roasted Ant	RadantMeatCooked	001142F9		10	20	20	30	30	Carnivore	Restore HP | Carry Weight		food	
Dishes & Teas	Roasted Mirelurk Meat	MirelurkMeatCooked	00046941		10	20	20	30	30	Carnivore	Restore HP | Max AP		food	
Dishes & Teas	Roasted Scorchbeast Heart	ScorchBeastMeatHeartCooked	001C71A0		10	20	20	30	30	Carnivore	Restore HP | Endurance		food	
Dishes & Teas	Royal Jelly Taffy	HoneyBeastRoyalJellyCooked	003D749A		10	20	20	30	30	Both	Restore HP | Restore AP		food	
Dishes & Teas	S'mores	Smores	0046D292		40	50	50	30	30	Both	Restore HP | Max AP		food	
Dishes & Teas	Scorchbeast Mixed Meat Stew	ScorchBeastTastyStew	003D749E		40	50	50	30	30	Carnivore	Restore HP | Endurance | Intelligence | Agility | Luck		food	
Dishes & Teas	Scorchbeast Steak	ScorchBeastMeatCooked	0019C225		10	20	20	30	30	Carnivore	Restore HP | Damage Resist		food	
Dishes & Teas	Seared Venison With Berries	VenisonWithStarlightBerriesGourmet	003D5F37	Carnivore,Hybrid	25	35	35	30	30	Both	Restore HP | Luck		food	
Dishes & Teas	Seasoned Rabbit Skewers	RabbitMeatCooked	001119D8		10	20	20	30	30	Carnivore	Restore HP | Luck		food	
Dishes & Teas	Silt Bean Puree	SiltBeanVegetableTastySoup	003C60E9	Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Damage Resist		food	
Dishes & Teas	Silt Bean Soup	SiltBeanVegetableCookedSoup	0029451F		15	25	25	30	30	Herbivore	Restore HP | Endurance		food	
Dishes & Teas	Simple Ash Rose Tea	AshRoseHerbCookedTea	003D7885		15	25	25	30	30	Herbivore	Restore HP | Charisma		food	
Dishes & Teas	Simple Aster Tea	AsterHerbCookedTea	003D7881		25	35	35	30	30	Herbivore	Restore HP | Intelligence		food	
Dishes & Teas	Simple Bloodleaf Tea	BloodLeafHerbCookedTea	003D74AD		15	25	25	30	30	Herbivore	Restore HP		food	
Dishes & Teas	Simple Fern Flower Tea	FernFlowerHerbCookedTea	003D787C		15	25	25	30	30	Herbivore	Restore HP | Strength		food	
Dishes & Teas	Simple Gut Shroom Tea	GutShroomVegetableCookedTea	00424B6E		15	25	25	30	30	Both	Restore HP | Perception		food	
Dishes & Teas	Simple Soot Flower Tea	SootFlowerHerbCookedTea	003D7878		15	25	25	30	30	Herbivore	Restore HP | Max AP		food	
Dishes & Teas	Slice of Birthday Cake	BirthdayCakeSlice	006F7E7B		35	45	45			Herbivore	Restore HP | Restore AP | Charisma	Seasonal	food	
Dishes & Teas	Slice of Pumpkin Pie	PumpkinPieSlice	0083E768		35	45	45			Herbivore	Restore HP | Restore AP | Charisma	Seasonal	food	
Dishes & Teas	Slice of Slime Cake	SlimeCakeSlice	007ACF9A		35	45	45			Herbivore	Restore HP | Restore AP | Charisma	Seasonal	food	
Dishes & Teas	Smoked Mirelurk Fillets	SmokedMirelurkGourmet	003D5F41	Carnivore,Hybrid	25	35	35	30	30	Both	Restore HP | Carry Weight		food	
Dishes & Teas	Smoked Scorchbeast Lung	ScorchBeastMeatLungCooked	001C71A5		10	20	20	30	30	Carnivore	Restore HP | Agility		food	
Dishes & Teas	Soda Bread	PITT_SodaBread_01	0064735D		N/A	N/A	N/A	N/A	N/A	Herbivore	Restore HP | Max HP	Not Available	food	
Dishes & Teas	Soot Flower Herb Paste	ToxicSootFlowerHerbCookedPaste	003D787E		15	25	25	30	30	Herbivore	Restore HP | Rad Resist		food	
Dishes & Teas	Spicy Venison and Tato Stew	VenisonAndTatoStew_Spiced	006406DF		N/A	N/A	N/A			Carnivore	Charisma | Restore HP	Not Available	food	
Dishes & Teas	Spiked Venison and Tato Stew	VenisonAndTatoStew_Psycho	006406DE		N/A	N/A	N/A			Carnivore	Extra Damage | Damage Resist | Restore HP	Not Available	food	
Dishes & Teas	Squirrel On A Stick	SquirrelMeatTasty	000366BB	Carnivore	25	35	35	30	30	Carnivore	Restore HP | Agility		food	
Dishes & Teas	Starlight Berry Cobbler	StarlightBerryCookedCobbler	003D787A		10	20	20	30	30	Herbivore	Restore HP | Endurance		food	
Dishes & Teas	Steeped Ash Rose Tea	AshRoseHerbTastyTea	002944CD	XP,Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Charisma		food	
Dishes & Teas	Steeped Aster Tea	AsterHerbTastyTea	002944D2		25	35	35	30	30	Herbivore	Restore HP | Intelligence		food	
Dishes & Teas	Steeped Black Bloodleaf Tea	BloodbloomHerbTastyTea	002944D3		N/A	N/A	N/A	N/A	N/A	Herbivore	Restore HP | Poison Resist	Not Available	food	
Dishes & Teas	Steeped Carrot Flower Tea	CarrotFlowerHerbTastyTea	002944D8		25	35	35	30	30	Herbivore	Restore HP | Perception		food	
Dishes & Teas	Steeped Fern Flower Tea	FernFlowerHerbTastyTea	002944D9	Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Strength		food	
Dishes & Teas	Steeped Fever Blossom Tea	FeverBlossomHerbTastyTea	002944DA		25	35	35	30	30	Herbivore	Restore HP | AP Regen		food	
Dishes & Teas	Steeped Gourd Blossom Tea	GourdFlowerHerbTastyTea	002944DB	Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Endurance		food	
Dishes & Teas	Steeped Melon Blossom Chai	MelonFlowerHerbTastyTea	002944DE	Herbivore,Hybrid	25	35	35	30	30	Herbivore	Restore HP | Agility		food	
Dishes & Teas	Steeped Strangler Pod Tea	StranglerPodHerbTastyTea	002944E3	Herbivore	25	35	35	30	30	Herbivore	Restore HP | Rad Resist		food	
Dishes & Teas	Steeped Tato Flower Tea	TatoFlowerHerbTastyTea	002944E4		25	35	35	30	30	Herbivore	Restore HP | Intelligence		food	
Dishes & Teas	Steeped Thistle Tea	ThistleHerbTastyTea	002944E7		25	35	35	30	30	Herbivore	Restore HP | Crit Damage		food	
Dishes & Teas	Stingwing Filet	StingwingMeatCooked	00046945		10	20	20	30	30	Carnivore	Restore HP | Strength		food	
Dishes & Teas	Stingwing Stew	StingwingMeatTastyStew	003D7497	Carnivore	25	35	35	30	30	Carnivore	Restore HP | Perception		food	
Dishes & Teas	Swamp Tofu	SwampPlantCookedTofu	003D7887		N/A	N/A	N/A	N/A	N/A	Herbivore	Restore HP | Heal Rate	Not Available	food	
Dishes & Teas	Swamp Tofu Soup	SwampPlantTastyTofuSoup	003D5F35		25	35	35	N/A	N/A	Herbivore	Restore HP | Heal Rate		food	
Dishes & Teas	Sweet Blackberry Tea	BlackberryFruitTastyTea	002D1585		25	35	35	30	30	Herbivore	Restore HP | Restore AP		food	
Dishes & Teas	Sweet Labrador Tea	SweetLabradorTea_RSVP02	003A2020		100	110	110	30	30	Herbivore	AP Regen | Restore HP		food	
Dishes & Teas	Sweet Mutfruit Tea	MutfruitFruitTastyTea	003C60EE		25	35	35	30	30	Herbivore	Restore HP | Crit Damage		food	
Dishes & Teas	Sweet Roll	SweetRollGourmet	000366BE		25	35	35	30	30	Both	Restore HP | Restore AP | Charisma		food	
Dishes & Teas	Sweet Tato Stew	TatoVegetableTastyStew	003C60E3		25	35	35	30	30	Herbivore	Restore HP | Heal Rate		food	
Dishes & Teas	Sweetwater Special Blend	FFZ13_BrewSweetwaterTastyTea	002A8E1F		25	35	35	30	30	Herbivore	Perception		food	
Dishes & Teas	Tarberry Juice	TarberryFruitCookedJuice	00294529		15	25	25	30	30	Herbivore	Restore HP | Restore AP		food	
Dishes & Teas	Tasty Mutant Hound Stew	MutantHoundMeatTastyStew	003C60DF		100	110	110	10	10	Carnivore	Restore HP | Melee Damage		food	
Dishes & Teas	Tasty Mutton Meat Pie	SheepsquatchMeatTasty	0046ECB1		100	110	110	10	10	Carnivore	Restore HP | Melee Damage		food	Seasonal
Dishes & Teas	Tasty Radscorpion Egg Omelette	RadscorpionEggTasty	001F1208		20	30	30	30	30	Carnivore	Restore HP		food	
Dishes & Teas	Tasty Squirrel Stew	SquirrelMeatTastyStew	00036927		25	35	35	30	30	Carnivore	Restore HP | XP		food	
Dishes & Teas	Tasty Yao Guai Roast	YaoGuaiMeatTasty	0004696D		100	110	110	10	10	Carnivore	Restore HP | Melee Damage		food	
Dishes & Teas	Tato Juice	TatoFruitCookedJuice	0029452C		15	25	25	30	30	Herbivore	Restore HP | Max AP		food	
Dishes & Teas	Tato Salad	MeatWeek_TatoSaladCooked	005527BE		20	30	30	30	30	Herbivore	Restore HP | Max HP		food	
Dishes & Teas	Tato Salad Surprise	TatoSaladCooked_RSVP02	00529DDD		20	30	30	30	30	Herbivore	Restore HP | AP Regen		food	
Dishes & Teas	Tato Soup	TatoVegetableCookedSoup	00294520		N/A	N/A	N/A	N/A	N/A	Herbivore	Restore HP | Poison Resist	Not Available	food	
Dishes & Teas	Vegetable Medley Soup	VegetableTastySoup	0004A3B9	Carnivore	25	35	35	30	30	Herbivore	Restore HP		food	
Dishes & Teas	Wasteland Fish Sandwich	SeasonalFish_Meal_SummerWastelandFishSandwich	008B33D5		20	30	30	N/A	N/A	Carnivore	Restore HP | Move Speed	Seasonal	food	
Dishes & Teas	Wolf Ribs	WolfMeatCooked	001113DF		10	20	20	30	30	Carnivore	Restore HP | Perception		food	
Dishes & Teas	Yao Guai Pastry	NWOT_YaoGuaiPastry	0066D3F1		15	25	25	30	30	Carnivore	Restore HP | Carry Weight		food	
Dishes & Teas	Yao Guai Ribs	YaoGuaiMeatCooked	00046955		10	20	20	30	30	Carnivore	Restore HP | Melee Damage		food	
Fish	Alpine Sawgill	Fishing_Fish_Meal_Small_Raw_Universal_Savage_AlpineSawgill	007CE4DC		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Armored Spinefish	Fishing_Fish_Meal_Large_Raw_Savage_ArmoredSpinefish	007CE4E6		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Ashen Ambusher	Fishing_Fish_Meal_Medium_Raw_Ash_AshenAmbusher	007CE4E5		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Banded Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl06_BandedAxolotl	008006D8		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Blisterfish	Fishing_Fish_Meal_Small_Raw_Cranberry_Blisterfish	007CE4DF		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Bloodwhisker	Fishing_Fish_Meal_Large_Raw_Forest_Bloodwhisker	007D2AF3		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Bluefin Zapper	Fishing_Fish_Meal_Medium_Raw_Skyline_BluefinZapper	007CE4D1		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Bog Lurker	Fishing_Fish_Meal_Medium_Raw_Cranberry_BogLurker	007D2AF4		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Bog Sawgill	Fishing_Fish_Meal_Small_Raw_Universal_Cranberry_BogSawgill	007CE4DA		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Bog Sucker	SeasonalFish_Meal_Medium_Raw_Bogsucker	008A45CD		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Brahfin	Burn_Fish_Meal_Medium_Raw_BurningSprings_TwoHeaded	0084829D		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Brook Silverside	Fishing_Fish_Meal_Small_Raw_Generic_BrookSilverside	007CE4D3		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Chain Pickerel	Fishing_Fish_Meal_Medium_Raw_Generic_ChainPickerel	007CE4DB		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Charcoal Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl01_CharcoalAxolotl	008006D7		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Clay Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl03_BrownAxolotl	008006CF		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Deathjaw	Fishing_Fish_Meal_Large_Raw_Ash_Deathjaw	007D2AF0		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Dotted Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl04_DottedAxolotl	008006D9		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Fall Filet	SeasonalFish_Meal_FallFillet	008B76CF		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Fernskipper	SeasonalFish_Meal_Small_Raw_Fernskipper	008A581E		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Fester Koi	SeasonalFish_Meal_Medium_Raw_Festerkoi	008A45CC		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Fish Bits	Fish_Fishbits	007CE310		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glass Ghost	SeasonalFish_Meal_LocalLegend_Raw_SummerGlassGhost	008A45C9		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Glowing Ambusher	Fishing_Fish_Meal_Medium_Glowing_Raw_Ash_GlowingAmbusher	007CE4E2		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Bog Lurker	Fishing_Fish_Meal_Medium_Glowing_Raw_Cranberry_GlowingBogLurker	007D2AF5		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Brahfin	Burn_Fish_Meal_Medium_Glowing_Raw_BurningSprings_TwoHeaded	0084829E		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Fish Bits	Fish_Fishbits_Glowing	007CE311		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Gulpy	Fishing_Fish_Meal_Large_Glowing_Raw_Mire_GlowingGulpy	007CE4D7		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Kanawha Piranha	Fishing_Fish_Meal_Small_Glowing_Raw_Forest_GlowingKanawhaPiranha	007CE4E1		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Potbelly Kelt	Fishing_Fish_Meal_Large_Glowing_Raw_Toxic_GlowingPotbellyKelt	007D2AF2		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Spinefish	Fishing_Fish_Meal_Large_Glowing_Raw_Savage_GlowingSpineFish	007CE4E4		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Glowing Stormswimmer	Fishing_Fish_Meal_Large_Glowing_Raw_Skyline_GlowingStormswimmer	007D2AEF		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Gulpy	Fishing_Fish_Meal_Large_Raw_Mire_Gulpy	007CE4EC		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Hocking Hill Hellion	Burn_Fish_Meal_LocalLegend_Raw_Deathjaw	0085A4F6		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Kanawha Piranha	Fishing_Fish_Meal_Small_Raw_Forest_KanawhaPiranha	007CE4D4		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Leatherback	Fishing_Fish_Meal_Small_Raw_Savage_Leatherback	007CE4D5		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Muddy Sawgill	Fishing_Fish_Meal_Small_Raw_Universal_Mire_MuddySawgill	007CE4E7		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Noxious Sawgill	Fishing_Fish_Meal_Small_Raw_Universal_Toxic_NoxiousSawgill	007CE4E3		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Orange Overseer	SeasonalFish_Meal_Medium_Raw_OrangeOverseer	008A45CB		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Organ Grinder	Fishing_Fish_Meal_LocalLegend_Raw_OrganGrinder	00804F76		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Pink Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl02_PinkAxolotl	008006D3		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Potbelly Kelt	Fishing_Fish_Meal_Large_Raw_Toxic_PotbellyKelt	007CE4D2		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
