name,star,category,weapon_type,desc,status,is_pool,edid,attach
Thru-hiker's,3,Power Armor,,,standard,False,mod_Legendary_PowerArmor3_WeightFoodDrinkChems,Legendary Mod ¬¬¬
Toxic,3,Power Armor,,,standard,False,mod_Legendary_PowerArmor3_Toxic,Legendary Mod ¬¬¬
,4,Power Armor,,,deprecated,True,zzz_mod_Legendary_PowerArmor4_Collector_old,Legendary Mod ¬¬¬¬
4-star<Prefix> Power Armor Legendary Mod,4,Power Armor,,<Description of Power Armor Mod here>,standard,True,TEMPLATE_Mod_Legendary_PowerArmor_Prefix_,Legendary Mod ¬¬¬¬
Aegis,4,Power Armor,,"Fortifies Physical & Energy Resists by +50 and Poison, Cryo & Fire Resists by +20 for Wearer & Teammates Within a 50ft Radius",standard,False,mod_Legendary_PowerArmor4_Aegis,Legendary Mod ¬¬¬¬
Aero Flight,4,Power Armor,,Reduces the AP & Fusion Core Fuel Costs of when using a Jet-Pack by 10% (up to 50% on Full Stack),deleted/wip,False,DEL_WIP4_mod_Legendary_PowerArmor4_AeroFlight,Legendary Mod ¬¬¬¬
Auto Repair,4,Power Armor,,"Upon Receiving Damage, 30% Chance to Repair 30% of the Equipped Item was Hit",deleted/wip,False,DEL_WIP4_mod_Legendary_PowerArmor4_AutoRepair,Legendary Mod ¬¬¬¬
Barbarian's,4,Power Armor,,+% Melee Attack Speed based on Killstreak Count,deprecated,False,zzz_BOUNTY_mod_Legendary_PowerArmor4_Barbarian,Legendary Mod ¬¬¬¬
Battle-Loader's,4,Power Armor,,15% Chance to Instantly Reload When Bashing Enemies (up to 75% Chance on Full Stack),standard,False,mod_Legendary_PowerArmor4_BattleLoaders,Legendary Mod ¬¬¬¬
Bruiser's,4,Power Armor,,Melee Weapons Deal +5% Bonus Damage (up to +25% on Full Stack),standard,False,mod_Legendary_PowerArmor4_Bruiser,Legendary Mod ¬¬¬¬
Choo-Choo's,4,Power Armor,,,standard,False,mod_Legendary_PowerArmor4_ChooChoo,Legendary Mod ¬¬¬¬
Collector's Legendary Mod,4,Power Armor,,Magazine effects last 20% longer.,deprecated,False,zzz_mod_Legendary_PowerArmor4_Collectors,Legendary Mod ¬¬¬¬
Crusaders,4,Power Armor,,+1 S.P.E.C.I.A.L. Point For Each Equipped Armor Piece (up to +5 on Full Stack),update-tagged,False,P62_mod_Legendary_PowerArmor4_Crusaders,Legendary Mod ¬¬¬¬
Daredevil's Legendary Mod,4,Power Armor,,Reduces Actoin Point Cost for Sprinting by 10% While in Combat.,deprecated,False,zzz_mod_Legendary_PowerArmor4_Daredevils,Legendary Mod ¬¬¬¬
Elemental Legendary Mod,4,Power Armor,,"Every 5 minutes, Adds 20 Resistance for a Random Element.",deprecated,False,zzz_mod_Legendary_PowerArmor4_Elemental,Legendary Mod ¬¬¬¬
Elusive Legendary Mod,4,Power Armor,,"Increases Jump Height, Reduces Sprint AP cost, and Replenishes some AP at low health.",deprecated,False,zzz_mod_Legendary_PowerArmor4_Elusive,Legendary Mod ¬¬¬¬
Enervating Legendary Mod,4,Power Armor,,Reduces Nearby Enemy Resistances,deprecated,False,zzz_mod_Legendary_PowerArmor4_ReduceEnemyResists,Legendary Mod ¬¬¬¬
Guardian's Legendary Mod,4,Power Armor,,Increases Nearby Allies' Elemental Resistances by 10.,deprecated,False,zzz_mod_Legendary_PowerArmor4_IncreaseAllyResists,Legendary Mod ¬¬¬¬
Hauler's,4,Power Armor,,Increases Carrying Capacity by 30.,update-tagged,False,HTO_mod_Legendary_PowerArmor4_Haulers,Legendary Mod ¬¬¬¬
Hauler's Legendary Mod,4,Power Armor,,,deprecated,False,zzz_mod_Legendary_PowerArmor4_CarryWeight,Legendary Mod ¬¬¬¬
Invigorating Legendary Mod,4,Power Armor,,Increased Action Points Regeneration for Self and Teammates.,deprecated,False,zzz_mod_Legendary_PowerArmor4_IncreaseAPRegen,Legendary Mod ¬¬¬¬
Limit-Breaking,4,Power Armor,,Each Worn Armor Piece Reduces the Cost of Critical Hits by -10% (up to -50% on Full Stack),standard,False,mod_Legendary_PowerArmor4_LimitBreak,Legendary Mod ¬¬¬¬
Metabolic,4,Power Armor,,"All Chems, Serums, Bobbleheads & Magazines Buffs Last 5% Longer (up to 25% on Full Stack)",update-tagged,False,P62_mod_Legendary_PowerArmor4_Metabolic,Legendary Mod ¬¬¬¬
Miasma's,4,Power Armor,,,standard,False,mod_Legendary_PowerArmor4_Miasma,Legendary Mod ¬¬¬¬
Moneybag's,4,Power Armor,,,deleted/wip,False,DEL_WIP4_mod_Legendary_PowerArmor4_Moneybags,Legendary Mod ¬¬¬¬
Normal 4 Star Legendary Mods Item Pool,4,Power Armor,,,update-tagged,True,RA_modcol_Legendary_Crafting_PowerArmor4,Legendary Mod ¬¬¬¬
Over-Loader's,4,Power Armor,,"10% Chance To Trigger An EMP Pulse When Hit (up to 50% on Full Stack), Dealing 50 Energy Damage To Nearby Enemies For 5 Seconds",update-tagged,False,P62_mod_Legendary_PowerArmor4_OverLoaders,Legendary Mod ¬¬¬¬
Persisting Legendary Mod,4,Power Armor,,+15 Max Action Points,deprecated,False,zzz_mod_Legendary_PowerArmor4_MaxAP,Legendary Mod ¬¬¬¬
Polished,4,Power Armor,,"The Higher the Equipped Item Condition (+100%), the Greater the Damage Resistance Bonus (up to +30 per Equipped Item & up to +150 on Full Stack)",deleted/wip,False,DEL_WIP4_mod_Legendary_PowerArmor4_Polished,Legendary Mod ¬¬¬¬
Propelling,4,Power Armor,,Movement & Sprint Speed Increased by +5% (up to +25% on Full Stack),standard,False,mod_Legendary_PowerArmor4_Propelling,Legendary Mod ¬¬¬¬
Radioactive-Powered,4,Power Armor,,Gain +2 Action Point Regen at the Cost of RADS (up to +10 Action Point Regen on Full Stack),standard,False,mod_Legendary_PowerArmor4_RadioactivePowered,Legendary Mod ¬¬¬¬
Raging,4,Power Armor,,"Upon being hit, deal +3% Damage for 10 seconds.",update-tagged,False,HTO_mod_Legendary_PowerArmor4_Raging,Legendary Mod ¬¬¬¬
Random Legendary Mod,4,Power Armor,,,standard,True,modcol_Legendary_Crafting_PowerArmor4,Legendary Mod ¬¬¬¬
Random Legendary Mod,4,Power Armor,,,update-tagged,True,HTO_modcol_Legendary_Crafting_PowerArmor4,Legendary Mod ¬¬¬¬
Ranger's,4,Power Armor,,Ranged Weapons Deal +5% Bonus Damage (up to +25% on Full Stack),standard,False,mod_Legendary_PowerArmor4_Ranger,Legendary Mod ¬¬¬¬
Reflective,4,Power Armor,,Return 10% of Damage Received from an Enemy Target Back Towards Them (up to 50% on Full Stack),standard,False,mod_Legendary_PowerArmor4_Reflective,Legendary Mod ¬¬¬¬
Rejuvenator's,4,Power Armor,,Gain Health and Action Point Regeneration as You Fill Your Hunger and Thirst Meters.,standard,False,mod_Legendary_PowerArmor4_Rejuvenators,Legendary Mod ¬¬¬¬
Runner's,4,Power Armor,,Sprinting Action Point Cost Reduced by -20% (up to -100% on Full Stack),standard,False,mod_Legendary_PowerArmor4_Runner,Legendary Mod ¬¬¬¬
Savage's,4,Power Armor,,+% Reload Speed based on Killstreak Count,deprecated,False,zzz_BOUNTY_mod_Legendary_PowerArmor4_Savage,Legendary Mod ¬¬¬¬
Sawbones,4,Power Armor,,,standard,False,mod_Legendary_PowerArmor4_Sawbones,Legendary Mod ¬¬¬¬
Scanner's,4,Power Armor,,Action Point Cost of V.A.T.S. Attacks Reduced by -5% (up to -25% on Full Stack),standard,False,mod_Legendary_PowerArmor4_Scanners,Legendary Mod ¬¬¬¬
Stagger-Proof,4,Power Armor,,15% Chance to Not Stagger from any Damage Types (up to 80% on Full Stack),update-tagged,False,P62_mod_Legendary_PowerArmor4_StaggerProof,Legendary Mod ¬¬¬¬
Stalwart's,4,Power Armor,,Power Armor Breaks 5% Slower For Owner & All Teammates Within A 50ft Radius (up to 25% Slower on Full Stack),standard,False,mod_Legendary_PowerArmor4_Stalwarts,Legendary Mod ¬¬¬¬
Tanky's,4,Power Armor,,+200 Damage Resist for 10s When Standing Still (20s Cooldown) (up to +1000 on Full Stack),standard,False,mod_Legendary_PowerArmor4_Tanky,Legendary Mod ¬¬¬¬
Vector,4,Power Armor,,Gain 10% Bonus VATS Accuracy Against Distant Targets,update-tagged,False,HTO_mod_Legendary_PowerArmor4_Vector,Legendary Mod ¬¬¬¬
Voltaic,4,Power Armor,,Sprinting Builds Up A Charge & Releases An EMP Shockwave When You Stop That Stuns & Deals Energy Damage To Nearby Enemies,update-tagged,False,P62_mod_Legendary_PowerArmor4_Voltaic,Legendary Mod ¬¬¬¬
,,Power Armor,,,deprecated,True,ZZZ_mod_Legendary_PowerArmor1_LowHealthIncreasesStats,
,,Power Armor,,,standard,True,mod_Legendary_PowerArmor_Crafted,Extract Legendary Mods
Heavyweight's Legendary Mod,,Power Armor,,"Grants up to +20 Energy Resistance and Damage Resistance, the higher your carry weight",deprecated,False,zzz_mod_Legendary_PowerArmor1_ResistancesProportionalCarryWeight,
Random ¬,,Power Armor,,"Generate a random ¬ Legendary Mod. This will replace any existing ¬, ¬¬, and ¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_PowerArmor1,Add Legendary Mods
Random ¬¬,,Power Armor,,"Generate random ¬ and ¬¬  Legendary Mods. This will replace any existing ¬, ¬¬, and ¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_PowerArmor2,Add Legendary Mods
Random ¬¬¬,,Power Armor,,"Generate random ¬, ¬¬, and ¬¬¬  Legendary Mods. This will replace any existing ¬, ¬¬, and ¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_PowerArmor3,Add Legendary Mods
Random ¬¬¬¬,,Power Armor,,"Generate random ¬, ¬¬, ¬¬¬ and ¬¬¬¬  Legendary Mods. This will replace any existing ¬, ¬¬, ¬¬¬ and ¬¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_PowerArmor4,Add Legendary Mods
Reflex,,Power Armor,,2% Evade,deprecated,False,zzz_BOUNTY_mod_Legendary_PowerArmor3_Reflex,
,1,Weapon,,Gain a chance to knock your target back,deprecated,True,zzz_mod_Legendary_Weapon1_Knockback,Legendary Mod ¬
,1,Weapon,,,standard,True,MTNL01_modcol_Legendary_Weapons_Fancy,Legendary Mod ¬
,1,Weapon,Ranged,Double ammo capacity,deprecated,True,zzz_mod_Legendary_Weapon1_Guns_AmmoCapacity2x,Legendary Mod ¬
,1,Weapon,Melee,,standard,True,W05_MQ_004P_modcol_Legendary_Weapons_Melee,Legendary Mod ¬
,1,Weapon,,,standard,True,zzzW05_MQ_004P_modcol_Legendary_Weapons,Legendary Mod ¬
Adrenal,1,Weapon,,,standard,False,mod_Legendary_Weapon1_Adrenal,Legendary Mod ¬
Anti-armor,1,Weapon,,,standard,False,mod_Legendary_Weapon1_AntiArmor,Legendary Mod ¬
Aristocrat's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DamageViaCaps,Legendary Mod ¬
Assassin's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgVsPlayers,Legendary Mod ¬
Berserker's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DamageUnarmored,Legendary Mod ¬
Bloodied,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DamageInverseHealth,Legendary Mod ¬
Bounty Legendary Mods,1,Weapon,,,standard,True,BOUNTY_modcol_Legendary_Crafting_Weapon1,Legendary Mod ¬
Executioner's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_Execute,Legendary Mod ¬
Explosive,1,Weapon,,Bullets explode on impact doing 15 points Area Effect Damage.,deprecated,False,zzz_mod_Legendary_Weapon_ExplosiveBullets,Legendary Mod ¬
Exterminator's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgVsBugs,Legendary Mod ¬
Feral's,1,Weapon,Melee,,standard,False,mod_Legendary_Weapon1_Melee_Feral,Legendary Mod ¬
Furious,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgConsecutiveHits,Legendary Mod ¬
Ghoul Slayer's,1,Weapon,,Does 50% More Damage Against Ghouls.,deprecated,False,zzz_mod_Legendary_Weapon_DamageVsGhouls,Legendary Mod ¬
Ghoul Slayer's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgVsGhouls,Legendary Mod ¬
Gourmand's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_Gourmand,Legendary Mod ¬
Hunter's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgVsAnimals,Legendary Mod ¬
Instigating,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DamageFirstBlood,Legendary Mod ¬
Juggernaut's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DamageViaHealth,Legendary Mod ¬
Junkie's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DamageAddiction,Legendary Mod ¬
Lucid,1,Weapon,,,standard,False,mod_Legendary_Weapon1_Lucid,Legendary Mod ¬
Medic's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_CritsHealGroup_LEGACY,Legendary Mod ¬
Medic's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_Medic,Legendary Mod ¬
Mutant Slayer's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgVsSupermutants,Legendary Mod ¬
Mutant's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgWithMutation,Legendary Mod ¬
Nocturnal,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DamageNight,Legendary Mod ¬
Quad,1,Weapon,Ranged,,standard,False,mod_Legendary_Weapon1_Guns_AmmoCapacity4x,Legendary Mod ¬
Quad Legendary Mod,1,Weapon,Ranged,,deprecated,False,zzz_mod_Legendary_Weapon1_Guns_AmmoCapacity4x_coldshoulder,Legendary Mod ¬
Random Legendary Mod,1,Weapon,,,standard,True,modcol_Legendary_Crafting_Weapon1,Legendary Mod ¬
Recollecting,1,Weapon,,,deprecated,False,zzz_BOUNTY_mod_Legendary_Weapon1_Recollecting,Legendary Mod ¬
Sniper's,1,Weapon,Ranged,,standard,False,mod_Legendary_Weapon1_Guns_Sniper,Legendary Mod ¬
Stalker's,1,Weapon,Ranged,,standard,False,mod_Legendary_Weapon1_Guns_AccuracyNotInCombat,Legendary Mod ¬
Suppressor's,1,Weapon,,Reduce Your Target's Damage Output by 25% for 5 seconds,standard,False,mod_Legendary_Weapon1_DebuffDamage,Legendary Mod ¬
Troubleshooter's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgVsRobots,Legendary Mod ¬
Two Shot,1,Weapon,Ranged,,standard,False,mod_Legendary_Weapon1_Guns_TwoShot,Legendary Mod ¬
Vampire's,1,Weapon,,Restore 2% Health over 2 seconds when you Hit a Target,standard,False,mod_Legendary_Weapon1_Vampire,Legendary Mod ¬
Zealot's,1,Weapon,,,standard,False,mod_Legendary_Weapon1_DmgVsScorched,Legendary Mod ¬
¬¬¬¬ Legendary Mod,1,Weapon,,Generate a random ¬¬¬¬ set of Legendary Mods,deprecated,False,zzz_mod_Legendary_Weapon4_Crafting,Legendary Mod ¬
Basher's,2,Weapon,Ranged,,standard,False,mod_Legendary_Weapon2_Guns_Bashing,Legendary Mod ¬¬
Bounty Legendary Mods,2,Weapon,,,standard,True,BOUNTY_modcol_Legendary_Crafting_Weapon2,Legendary Mod ¬¬
Crippling,2,Weapon,,,standard,False,mod_Legendary_Weapon2_DmgLimbs,Legendary Mod ¬¬
Explosive,2,Weapon,Ranged,,standard,False,mod_Legendary_Weapon2_Guns_ExplosiveBullets,Legendary Mod ¬¬
Explosive,2,Weapon,Ranged,,standard,False,mod_Legendary_Weapon2_Guns_ExplosiveBullets_Shotgun_LEGACY,Legendary Mod ¬¬
Heavy Hitter's,2,Weapon,Melee,,standard,False,mod_Legendary_Weapon2_Melee_DamagePowerAttack,Legendary Mod ¬¬
Hitman's,2,Weapon,Ranged,,standard,False,mod_Legendary_Weapon2_Guns_DmgSights,Legendary Mod ¬¬
Inertial,2,Weapon,,,standard,False,mod_Legendary_Weapon2_APViaKill,Legendary Mod ¬¬
Insane,2,Weapon,,,deprecated,False,zzz_BOUNTY_mod_Legendary_Weapon2_Insane,Legendary Mod ¬¬
Irradiated,2,Weapon,,Converts damage to Radiation and adds 10%,deprecated,False,zzz_mod_Legendary_Weapon2_RadiationDamage,Legendary Mod ¬¬
Last Shot,2,Weapon,Ranged,,standard,False,mod_Legendary_Weapon2_Guns_LastShot,Legendary Mod ¬¬
Pick Pocketer's,2,Weapon,Melee,,standard,False,mod_Legendary_Weapon2_Melee_PickPocket,Legendary Mod ¬¬
Random Legendary Mod,2,Weapon,,,standard,True,modcol_Legendary_Crafting_Weapon2,Legendary Mod ¬¬
Rapid,2,Weapon,Ranged,,standard,False,mod_Legendary_Weapon2_Guns_RoF,Legendary Mod ¬¬
Rapid,2,Weapon,Melee,,standard,False,mod_Legendary_Weapon2_Melee_SwingSpeed,Legendary Mod ¬¬
Rebate,2,Weapon,Ranged,,deprecated,False,zzz_BOUNTY_mod_Legendary_Weapon2_Guns_Rebate,Legendary Mod ¬¬
Riposting,2,Weapon,Melee,,standard,False,mod_Legendary_Weapon2_Melee_BlockReflects,Legendary Mod ¬¬
Steady,2,Weapon,Melee,,standard,False,mod_Legendary_Weapon2_Melee_Steady,Legendary Mod ¬¬
V.A.T.S. Enhanced,2,Weapon,,"Improved V.A.T.S. Hit Chance, 25% Less Action Point Cost.",test,False,TEST_mod_Legendary_Weapon_VATSGun,Legendary Mod ¬¬
V.A.T.S. Enhanced,2,Weapon,Ranged,,standard,False,mod_Legendary_Weapon2_Guns_VATSAccuracy,Legendary Mod ¬¬
Vital,2,Weapon,,,standard,False,mod_Legendary_Weapon2_DmgCrits,Legendary Mod ¬¬
Agility,3,Weapon,,,standard,False,mod_Legendary_Weapon3_StatAgility,Legendary Mod ¬¬¬
Arms Keeper's,3,Weapon,,,standard,False,mod_Legendary_Armor3_WeightWeapons,Legendary Mod ¬¬¬
Barbarian,3,Weapon,Melee,+ STR per kill while on a Kill Streak (Max 10).,standard,False,mod_Legendary_Weapon3_Melee_Barbarian,Legendary Mod ¬¬¬
Blocker,3,Weapon,Melee,,standard,False,mod_Legendary_Weapon3_Melee_LessDamageBlock,Legendary Mod ¬¬¬
Bounty Legendary Mods,3,Weapon,,,standard,True,BOUNTY_modcol_Legendary_Crafting_Weapon3,Legendary Mod ¬¬¬
Charisma,3,Weapon,,,standard,False,mod_Legendary_Weapon3_StatCharisma,Legendary Mod ¬¬¬
Defender's,3,Weapon,Melee,,standard,False,mod_Legendary_Weapon3_Melee_Defenders,Legendary Mod ¬¬¬
Durability,3,Weapon,,,standard,False,mod_Legendary_Weapon3_Durability,Legendary Mod ¬¬¬
Endurance,3,Weapon,,,standard,False,mod_Legendary_Weapon3_StatEndurance,Legendary Mod ¬¬¬
Ghost's,3,Weapon,Ranged,,standard,False,mod_Legendary_Weapon3_Guns_CloakOnHit,Legendary Mod ¬¬¬
Glowing,3,Weapon,,,standard,False,mod_Legendary_Weapon3_Glowing,Legendary Mod ¬¬¬
Healing Spear,3,Weapon,,,deprecated,False,zzz_mod_Legendary_Weapon3_HealingSpear,Legendary Mod ¬¬¬
Healthy,3,Weapon,,Up to 50%+ Damage the less RADS you have.,deprecated,False,zzz_BOUNTY_mod_Legendary_Weapon3_Healthy,Legendary Mod ¬¬¬
Intelligence,3,Weapon,,,standard,False,mod_Legendary_Weapon3_StatIntelligence,Legendary Mod ¬¬¬
Lightweight,3,Weapon,,,standard,False,mod_Legendary_Weapon3_Weight,Legendary Mod ¬¬¬
Luck,3,Weapon,,,standard,False,mod_Legendary_Weapon3_StatLuck,Legendary Mod ¬¬¬
Lucky Hit,3,Weapon,,,standard,False,mod_Legendary_Weapon3_CritSpeed,Legendary Mod ¬¬¬
Mad Scientist's,3,Weapon,,,deprecated,False,zzz_BOUNTY_mod_Legendary_Weapon3_MadScientist,Legendary Mod ¬¬¬
Nimble,3,Weapon,Ranged,,standard,False,mod_Legendary_Weapon3_Guns_MoveSpeedSights,Legendary Mod ¬¬¬
Perception,3,Weapon,,,standard,False,mod_Legendary_Weapon3_StatPerception,Legendary Mod ¬¬¬
Random Legendary Mod,3,Weapon,,,standard,True,modcol_Legendary_Crafting_Weapon3,Legendary Mod ¬¬¬
Resilient,3,Weapon,Ranged,,standard,False,mod_Legendary_Weapon3_Guns_ResistReload,Legendary Mod ¬¬¬
Rugged,3,Weapon,,Breaks 50% slower,standard,False,zzzmod_Legendary_Weapon3_Rugged,Legendary Mod ¬¬¬
Self-Repairing,3,Weapon,,+50 Durability,deprecated,False,zzz_BOUNTY_mod_Legendary_Weapon3_SelfRepair,Legendary Mod ¬¬¬
Steadfast,3,Weapon,,+50 damage resistance while aiming.,deprecated,False,zzz_mod_Legendary_Weapon_IronSightsIncreaseDamageResist,Legendary Mod ¬¬¬
Steadfast,3,Weapon,Ranged,,standard,False,mod_Legendary_Weapon3_Guns_ResistSights,Legendary Mod ¬¬¬
Strength,3,Weapon,,,standard,False,mod_Legendary_Weapon3_StatStrength,Legendary Mod ¬¬¬
Swift,3,Weapon,Ranged,,standard,False,mod_Legendary_Weapon3_Guns_ReloadSpeed,Legendary Mod ¬¬¬
Swift,3,Weapon,Ranged,,deprecated,False,zzz_mod_Legendary_Weapon3_Guns_ReloadSpeed_CircuitBreaker,Legendary Mod ¬¬¬
V.A.T.S. Optimized,3,Weapon,,,standard,False,mod_Legendary_Weapon3_VATSCostAP,Legendary Mod ¬¬¬
4-star<Prefix> Legendary Melee Mod,4,Weapon,Melee,<Description of melee Mod here>,standard,True,TEMPLATE_Mod_Legendary_Weapon_Melee_Prefix_,Legendary Mod ¬¬¬¬
4-star<Prefix> Legendary RangedMod,4,Weapon,Ranged,<Description of ranged Mod here>,standard,True,TEMPLATE_Mod_Legendary_Weapon_Ranged_Prefix_,Legendary Mod ¬¬¬¬
Accelerating Legendary Mod,4,Weapon,Melee,+10% Attack Speed for 30 seconds after killing an enemy,deprecated,False,ZZZ_mod_Legendary_Weapon_Melee4_IncreaseAttackSpeedOnKill,Legendary Mod ¬¬¬¬
Bigfoot 4 Star Legendary Mods Item Pool,4,Weapon,,,update-tagged,True,RA_modcol_Legendary_Crafting_BigfootOnly_Weapon4,Legendary Mod ¬¬¬¬
Blood Healer's Legendary Mod,4,Weapon,Ranged,Killing an enemy heals your teammates,deprecated,False,ZZZ_mod_Legendary_Weapon_Ranged4_BloodHealer,Legendary Mod ¬¬¬¬
Blood Healer's Legendary Mod,4,Weapon,Melee,Killing an Enemy Heals Your Teammates for 75 Health over 5 seconds,deprecated,False,ZZZ_mod_Legendary_Weapon_Melee4_BloodHealer,Legendary Mod ¬¬¬¬
Bruiser's Legendary Mod,4,Weapon,Ranged,+15% damage and +25 Damage Resist after bashing an enemy.,deprecated,False,ZZZ_mod_Legendary_Weapon_Ranged4_Bruisers,Legendary Mod ¬¬¬¬
Brutalist's,4,Weapon,Melee,Each Kill Gives +1 Strength For 5 Mins (Max +10),update-tagged,False,P62_mod_Legendary_Weapon4_Melee_Brutalists,Legendary Mod ¬¬¬¬
Bully's,4,Weapon,,,standard,False,mod_Legendary_Weapon4_Bully,Legendary Mod ¬¬¬¬
Charged,4,Weapon,Melee,Light Attacks Build Up Charge That Is Released With A Heavy Attack (Max Charges 3),standard,False,mod_Legendary_Weapon4_Melee_Charged,Legendary Mod ¬¬¬¬
Cheerleader's Legendary Mod,4,Weapon,Ranged,Killing an enemy restores your teammates AP,deprecated,False,ZZZ_mod_Legendary_Weapon_Ranged4_CheerLeader,Legendary Mod ¬¬¬¬
Cheerleader's Legendary Mod,4,Weapon,Melee,Killing an Enemy Restores Your Teammates Action Points by 75 points over 5 seconds,deprecated,False,ZZZ_mod_Legendary_Weapon_Melee4_CheerLeader,Legendary Mod ¬¬¬¬
Combo-Breaker's,4,Weapon,Melee,,standard,False,mod_Legendary_Weapon4_Melee_ComboBreaker,Legendary Mod ¬¬¬¬
Conductor's,4,Weapon,,Critical Hits Restore 10 Health & Action Points instantly and 100 more over 5 seconds for Player & Teammates Within a 100ft Radius,standard,False,mod_Legendary_Weapon4_Conductors,Legendary Mod ¬¬¬¬
Critical Healer's Legendary Mod,4,Weapon,Melee,Critical Hits Heal you for 250 Health over 5 seconds,deprecated,False,ZZZ_mod_Legendary_Weapon_Melee4_CriticalHealers,Legendary Mod ¬¬¬¬
Critical Healer's Legendary Mod,4,Weapon,Ranged,Landing Critical Hits restores your health.,deprecated,False,ZZZ_mod_Legendary_Weapon_Ranged4_CriticalHealers,Legendary Mod ¬¬¬¬
Deadly,4,Weapon,,Equipped Weapon Damage is Increased by,deleted/wip,False,DEL_WIP4_mod_Legendary_Weapon4_Deadly,Legendary Mod ¬¬¬¬
Duelist's,4,Weapon,,"When Performing a VATS CRIT, +30% Chance to do 3 CRIT Shots on Nearby Targets (or, Same Target if none near by)",deleted/wip,False,DEL_WIP4_mod_Legendary_Weapon4_Duelists,Legendary Mod ¬¬¬¬
Electrician's,4,Weapon,Ranged,"When Reloading, Emit a Shock Wave That Stuns Nearby Targets for 3s",standard,False,mod_Legendary_Weapon4_Guns_Electricians,Legendary Mod ¬¬¬¬
Encircler's,4,Weapon,,+10% Damage For Each Combat Target Around You (up to +50%),standard,False,mod_Legendary_Weapon4_Encirclers,Legendary Mod ¬¬¬¬
Enraging,4,Weapon,Ranged,Critical hits cause target to frenzy,deprecated,False,zzz_mod_Legendary_Weapon4_Guns_CritFrenzy,Legendary Mod ¬¬¬¬
Fencer's,4,Weapon,Melee,+12.5% Melee Damage. Additional +12.5% for Each Nearby Teammate (up to +50% on Full Team),standard,False,mod_Legendary_Weapon4_Melee_Fencers,Legendary Mod ¬¬¬¬
Fracturer's,4,Weapon,,"When Crippling Limbs, They Explode and Deal up to 50 Explosion Damage to Nearby Targets",standard,False,mod_Legendary_Weapon4_Fracturers,Legendary Mod ¬¬¬¬
Freezing,4,Weapon,Ranged,Critical hits freeze targets.,deprecated,False,zzz_mod_Legendary_Weapon4_Guns_CritFreeze,Legendary Mod ¬¬¬¬
Head Hunter's Legendary Mod,4,Weapon,Ranged,Zero Ammo Cost for 10 seconds after a Headshot Kill.,standard,False,mod_Legendary_Weapon_Ranged4_HeadHunters,Legendary Mod ¬¬¬¬
Heavy Hitter's Legendary Mod,4,Weapon,Melee,Power Attacks have a 50% chance to Cause an Explosion.,deprecated,False,ZZZ_mod_Legendary_Weapon_Melee4_HeavyHitters,Legendary Mod ¬¬¬¬
Icemen's,4,Weapon,Melee,+20% Cryo Damage,standard,False,mod_Legendary_Weapon4_Melee_Icemens,Legendary Mod ¬¬¬¬
Incendiary,4,Weapon,,Sets target on fire for 15 points of damage.,deprecated,False,zzz_mod_Legendary_Weapon_IncendiaryBullets,Legendary Mod ¬¬¬¬
Locked,4,Weapon,Ranged,,standard,False,mod_Legendary_Weapon4_Guns_Locked,Legendary Mod ¬¬¬¬
Normal 4 Star Legendary Mods Item Pool,4,Weapon,,,update-tagged,True,RA_modcol_Legendary_Crafting_Weapon4,Legendary Mod ¬¬¬¬
Pin-Pointer's,4,Weapon,Ranged,,standard,False,mod_Legendary_Weapon4_Guns_PinPointers,Legendary Mod ¬¬¬¬
Poisoner's,4,Weapon,,,deprecated,False,zzz_mod_Legendary_Weapon4_Poison,Legendary Mod ¬¬¬¬
Polished,4,Weapon,,,standard,False,mod_Legendary_Weapon4_Polished,Legendary Mod ¬¬¬¬
Pounder's,4,Weapon,Melee,,standard,False,mod_Legendary_Weapon4_Melee_Pounders,Legendary Mod ¬¬¬¬
Pyromaniac's,4,Weapon,,"When a Combat Target is Burning, Deal +50% Bonus Damage",standard,False,mod_Legendary_Weapon4_Pyromaniac,Legendary Mod ¬¬¬¬
