seasonNumber	name	expectedAvif	ddsPath	reason
10	Player Icon: Skippy Portrait	score_s10_playericon_skippy.avif		no texture path in ENTM
10	Player Icon: Red Rocket Visionary	score_s10_playericon_visionary.avif	textures/atx/storefront/player/playericons/atx_playericon_score_67.dds	texture not in extraction
10	Player Icon: Pittsburgh Union Steel Logo	score_s10_playericon_union.avif	textures/atx/storefront/player/playericons/atx_playericon_score_63.dds	texture not in extraction
10	Player Icon: The Pitt	score_s10_playericon_pitt.avif	textures/atx/storefront/player/playericons/atx_playericon_score_64.dds	texture not in extraction
10	Player Icon: Flying Car	score_s10_playericon_redrocketcar.avif	textures/atx/storefront/player/playericons/atx_playericon_score_65.dds	texture not in extraction
10	Catacombs Floor and Foundations	score_s10_camp_floor_catacombs.avif	textures/atx/storefront/camp/floors/score_s10_camp_floor_catacombs.dds	texture not in extraction
10	Radiation Glove Box	score_s10_camp_utility_radiation_glove_box.avif		no texture path in ENTM
10	Catacombs Wallpaper	score_s10_camp_wallpaper_catacombs.avif	textures/atx/storefront/camp/wallpaper/score_s10_camp_wallpaper_catacombs.dds	texture not in extraction
11	Player Icon: Dancing Bottle and Cappy	score_s11_playericon_bottleandcappy.avif		no texture path in ENTM
11	Player Icon: Nuka-Twist	score_s11_playericon_nukatwist.avif		no texture path in ENTM
11	Player Icon: Nuka-Cola	score_s11_playericon_nukacola.avif		no texture path in ENTM
11	Player Icon: Nuka-Cola Quantum	score_s11_playericon_nukaquantum.avif		no texture path in ENTM
11	Player Icon: Nuka World	score_s11_playericon_nukaworld.avif		no texture path in ENTM
11	Player Icon: Nuka-Cherry	score_s11_playericon_nukacherry.avif		no texture path in ENTM
11	Hills are Alive Emote	score_s11_emotes_hillsarealive.avif	textures/atx/storefront/player/emotes/score_s11_emotes_misc_hillsarealive.dds	texture not in extraction
11	Soda Jerk Uniform Outfit	score_s11_apparel_outfit_sodajerkuniform.avif	textures/atx/storefront/player/outfit/atx_apparel_outfit_sodajerkuniform.dds	texture not in extraction
11	Soda Jerk Dress Outfit	score_s11_apparel_outfit_sodajerkdress.avif	textures/atx/storefront/player/outfit/atx_apparel_outfit_sodajerkdress.dds	texture not in extraction
11	Soda Jerk Cap	score_s11_apparel_headwear_sodajerkcap.avif	textures/atx/storefront/player/headwear/atx_apparel_headwear_sodajerkcap.dds	texture not in extraction
11	Soda Jerk Hat	score_s11_apparel_headwear_sodajerkhat.avif	textures/atx/storefront/player/headwear/atx_apparel_headwear_sodajerkhat.dds	texture not in extraction
11	Painting Chryslus Cherry Bomb	score_s11_camp_walldecor_paintingchrysluscherrybomb.avif	textures/atx/storefront/camp/walldecoration/score_s11_entm_camp_walldecor_paintingchrysluscherrybomb.dds	texture not in extraction
11	Empty Case Backpack	score_s11_skin_backpack_emptycase.avif	textures/atx/storefront/player/backpack/score_s11_skin_backpack_emptycase.dds	texture not in extraction
11	Jackhammer Drill (Chainsaw)	score_s11_skin_weaponmodel_chainsaw_jackhammerdrill.avif	textures/atx/storefront/player/weaponmodel/score_s11_skin_weaponmodel_chainsaw_jackhammerdrill.dds	texture not in extraction
11	Walnut Panel Wallpaper	score_s11_camp_wallpaper_walnutpanel.avif	textures/atx/storefront/camp/wallpaper/score_s11_camp_wallpaper_walnutpanel.dds	texture not in extraction
12	Player Icon: Percival	score_s12_playericon_percivalicon.avif		no texture path in ENTM
12	Player Icon: Mothman Moon	score_s12_playericon_mothmanmoon.avif	textures/atx/storefront/player/playericons/atx_playericon_s12_mothmanmoon.dds	texture not in extraction
12	Player Icon: Grafton Fog Icon	score_s12_playericon_graftonmonstericon.avif		no texture path in ENTM
12	Player Icon: Rip Daring	score_s12_playericon_ripdaringicon.avif		no texture path in ENTM
12	Player Icon: Bubblegum Guinevere	score_s12_playericon_guinevereicon.avif		no texture path in ENTM
12	Player Icon: Rip Daring Logo	score_s12_playericon_ripdaringlogo.avif		no texture path in ENTM
12	Player Icon: Sheepsquatch Icon	score_s12_playericon_sheepsquatchicon.avif		no texture path in ENTM
12	Player Icon: Laughing Guinevere	score_s12_playericon_laughingguinevereicon.avif		no texture path in ENTM
12	One More Time Emote	score_s12_emotes_onceagain.avif	textures/atx/storefront/player/emotes/score_s12_emotes_interaction_onceagain.dds	texture not in extraction
12	Ripped Daring Outfit	score_s12_apparel_outfit_rippeddaringoutfit.avif	textures/atx/storefront/player/outfit/atx_apparel_outfit_rippeddaringoutfit.dds	texture not in extraction
12	Hunter's Pelts Outfit	score_s12_apparel_outfit_hunterspelts.avif	textures/atx/storefront/player/outfit/atx_apparel_outfit_hunterspelts.dds	texture not in extraction
12	Pre-War Toaster	score_s12_camp_floordecor_prewartoaster.avif	textures/atx/storefront/camp/floordecoration/score_s12_camp_floordecor_prewartoaster.dds	texture not in extraction
12	Pre-War Typewriter	score_s12_camp_floordecor_prewartypewriter.avif	textures/atx/storefront/camp/floordecoration/score_s12_camp_floordecor_prewartypewriter.dds	texture not in extraction
12	Pre-War Desk Fan	score_s12_camp_floordecor_prewardeskfan.avif	textures/atx/storefront/camp/floordecoration/score_s12_camp_floordecor_prewardeskfan.dds	texture not in extraction
12	"Rip Daring ""Deadliest Predator"" Poster"	score_s12_camp_walldecor_poweredposter_ripdaring04.avif		no texture path in ENTM
12	"Rip Daring ""On The Hunt"" Poster"	score_s12_camp_walldecor_poweredposter_ripdaring01.avif		no texture path in ENTM
12	"Rip Daring ""The Chase"" Poster"	score_s12_camp_walldecor_poweredposter_ripdaring02.avif		no texture path in ENTM
12	"Rip Daring ""The Shot"" Poster"	score_s12_camp_walldecor_poweredposter_ripdaring03.avif		no texture path in ENTM
12	"Rip Daring ""Hunter's Trophy"" Poster"	score_s12_camp_walldecor_poweredposter_ripdaring05.avif		no texture path in ENTM
13	Player Icon: The Devil's Moon	score_s13_playericon_bluedevil.avif		no texture path in ENTM
13	Player Icon: Honk Honk Stab Stab	score_s13_playericon_honkhonkstabstab.avif	textures/atx/storefront/player/playericons/atx_playericon_s13_clown.dds	texture not in extraction
13	Player Icon: Clapperboard	score_s13_playericon_movieclapper.avif	textures/atx/storefront/player/playericons/atx_playericon_s13_clapperboard.dds	texture not in extraction
13	Player Icon: Empire on the Nile	score_s13_playericon_empireonthenile.avif		no texture path in ENTM
13	Player Icon: Weapon of Mass Attraction	score_s13_playericon_massattraction.avif		no texture path in ENTM
13	Player Icon: Motorcycle Stuntman	score_s13_playericon_nuclearstuntman.avif	textures/atx/storefront/player/playericons/atx_playericon_s13_motorcycle.dds	texture not in extraction
13	Player Icon: Shoot for the Stars	score_s13_playericon_shootforthestars.avif	textures/atx/storefront/player/playericons/atx_playericon_s13_shootforthestars.dds	texture not in extraction
13	Wait For Me Emote	score_s13_emotes_waitforme.avif	textures/atx/storefront/player/emotes/score_s13_emotes_follow_waitforme.dds	texture not in extraction
13	Popcorn Emote	score_s13_emotes_eatingpopcorn.avif	textures/atx/storefront/player/emotes/score_s13_emotes_interaction_eatingpopcorn.dds	texture not in extraction
13	Blue Ridge Scout Outfit	score_s13_apparel_outfit_blueridgescout.avif	textures/atx/storefront/player/outfit/score_s13_apparel_outfit_blueridgescout.dds	texture not in extraction
13	Hollywood Stars Floor and Foundations	score_s13_camp_floor_hollywoodstars.avif	textures/atx/storefront/camp/floors/score_s13_camp_floor_hollywoodstars.dds	texture not in extraction
13	The Devil's Moon	score_s13_camp_floordecor_movieprojector.avif		no texture path in ENTM
13	Honk Honk Stab Stab Movie Poster	score_s13_camp_walldecor_movieposter_honkhonkstabstab.avif		no texture path in ENTM
14	Player Icon: Eagle Balloon	score_s14_playericon_eagleballoon.avif	textures/atx/storefront/player/playericons/atx_playericon_s14_eagleballoon.dds	texture not in extraction
14	Player Icon: Presidential State Car	score_s14_playericon_statecar.avif	textures/atx/storefront/player/playericons/atx_playericon_s14_presidentialcar.dds	texture not in extraction
14	Player Icon: Army Tank	score_s14_playericon_armytank.avif	textures/atx/storefront/player/playericons/atx_playericon_s14_tank.dds	texture not in extraction
14	Player Icon: Presidential Seal	score_s14_playericon_presidentialseal.avif		no texture path in ENTM
14	Player Icon: Deep Spacewalk Power Armor	score_s14_playericon_deepspacepa.avif	textures/atx/storefront/player/playericons/atx_playericon_s14_spacepa.dds	texture not in extraction
14	Player Icon: Liberty Prime Salute	score_s14_playericon_libertyprimesalute.avif		no texture path in ENTM
14	Player Icon: Fight For Freedom	score_s14_playericon_fightforfreedom.avif		no texture path in ENTM
14	Deep Space Power Armor Paint	score_s14_skin_powerarmor_paint_deepspace.avif	textures/atx/storefront/player/powerarmor/score_s14_skin_powerarmor_paint_deepspace.dds	texture not in extraction
14	Ceremonial Mace	score_s14_skin_weaponskin_ceremonialmace.avif	textures/atx/storefront/player/weaponskin/score_s14_skin_weaponskin_ceremonialmace.dds	texture not in extraction
14	Birthday Photomode Frame	score_s14_photomode_frame_birthdayframe.avif	textures/atx/storefront/player/photoframe/score_s14_photomode_frame_birthday.dds	texture not in extraction
15	Player Icon: Lucky 7	score_s15_playericon_icon1.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_luckyseven.dds	texture not in extraction
15	Player Icon: Circuit Breaker	score_s15_playericon_icon2.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_artdecobolt.dds	texture not in extraction
15	Player Icon: Conqueror	score_s15_playericon_icon3.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_romanswords.dds	texture not in extraction
15	Player Icon: Ruby Reinhart	score_s15_playericon_icon4.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_rubyreinhart.dds	texture not in extraction
15	Player Icon: Jack Spade	score_s15_playericon_icon5.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_jackspade.dds	texture not in extraction
15	Player Icon: Card King	score_s15_playericon_icon6.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_vaultboyking.dds	texture not in extraction
15	Player Icon: The Big Score	score_s15_playericon_icon7.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_smokingace.dds	texture not in extraction
15	Player Icon: Alex Fiori	score_s15_playericon_icon4b.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_alexfiori.dds	texture not in extraction
15	Player Icon: Diane Yung	score_s15_playericon_icon5b.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_dianeyung.dds	texture not in extraction
15	Player Icon: Card Queen	score_s15_playericon_icon6b.avif	textures/atx/storefront/player/playericons/atx_playericon_s15_vaultgirlqueen.dds	texture not in extraction
15	Conqueror Power Armor Paint	score_s15_skin_powerarmor_model_centurion.avif	textures/atx/storefront/player/powerarmor/atx_skin_powerarmor_model_centurion.dds	texture not in extraction
15	Blue 9 Ball Table	score_s15_camp_furniture_table_special_9balltable_b_blue.avif	textures/atx/storefront/camp/furniture/atx_camp_furniture_table_special_9balltable_b_blue.dds	texture not in extraction
16	Season 16 Fallout First Season Pass	score_s16_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_seasonpass.dds	texture not in extraction
16	Player Icon: Heating Up	score_s16_playericon_playericon1.avif		no texture path in ENTM
16	Player Icon: Gun Show	score_s16_playericon_playericon2.avif		no texture path in ENTM
16	Player Icon: Jersey Devil	score_s16_playericon_playericon3.avif	textures/atx/storefront/player/playericons/atx_playericon_s16_jerseydevil.dds	texture not in extraction
16	Player Icon: Adelaide	score_s16_playericon_playericon4.avif		no texture path in ENTM
16	Player Icon: Devilish	score_s16_playericon_playericon5.avif	textures/atx/storefront/player/playericons/atx_playericon_s16_devilishskull.dds	texture not in extraction
16	Player Icon: Beach Guinevere	score_s16_playericon_playericon6.avif		no texture path in ENTM
16	Player Icon: Duel with the Devil	score_s16_playericon_playericon7.avif		no texture path in ENTM
16	Player Icon: Player Icon 1	score_s16_playericon_playericon1_copy01.avif	textures/atx/storefront/player/playericons/atx_playericon_playericon1.dds	texture not in extraction
16	Good Luck Emote	score_s16_emotes_goodluck.avif	textures/atx/storefront/player/emotes/score_s16_emotes_interaction_goodluck.dds	texture not in extraction
16	"Rip Daring ""Duel with the Devil"" Poster"	score_s16_camp_walldecor_poweredposter_ripdaring01.avif		no texture path in ENTM
16	"Rip Daring ""Field Research"" Poster"	score_s16_camp_walldecor_poweredposter_ripdaring02.avif		no texture path in ENTM
16	BattlePass	score_s16_account_battlepass.avif	textures/atx/storefront/utility/score_s16_account_battlepass.dds	texture not in extraction
17	Season 17 Fallout First Season Pass	score_s17_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_scoreboost.dds	texture not in extraction
17	Player Icon: Marshal Mallow	score_s17_playericon_playericon1.avif	textures/atx/storefront/player/playericons/atx_playericon_s17_marshalmallow.dds	texture not in extraction
17	Player Icon: Thrasher	score_s17_playericon_playericon2.avif	textures/atx/storefront/player/playericons/atx_playericon_s17_thrasher.dds	texture not in extraction
17	Player Icon: Scoutmaster	score_s17_playericon_playericon3.avif	textures/atx/storefront/player/playericons/atx_playericon_s17_pioneerscoutsprotectron.dds	texture not in extraction
17	Player Icon: Pioneer Scouts	score_s17_playericon_playericon4.avif		no texture path in ENTM
17	Player Icon: Reaper	score_s17_playericon_playericon5.avif	textures/atx/storefront/player/playericons/atx_playericon_s17_vaultboyreaper.dds	texture not in extraction
17	Player Icon: Rest N Wander	score_s17_playericon_playericon6.avif		no texture path in ENTM
17	Player Icon: Toasty	score_s17_playericon_playericon7.avif		no texture path in ENTM
17	Player Icon: Lost	score_s17_playericon_playericon8.avif		no texture path in ENTM
17	Player Icon: Hypnosis	score_s17_playericon_playericon9.avif	textures/atx/storefront/player/playericons/atx_playericon_s17_hypnosis.dds	texture not in extraction
17	Player Icon: Lost Portrait	score_s17_playericon_playericon10.avif	textures/atx/storefront/player/playericons/atx_playericon_s17_lostghoulportrait.dds	texture not in extraction
17	Player Icon: Storm	score_s17_playericon_playericon11.avif	textures/atx/storefront/player/playericons/atx_playericon_s17_storm.dds	texture not in extraction
18	Season 18 Fallout First Season Pass	score_s18_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_scoreboost.dds	texture not in extraction
18	Player Icon: Eyebot Helmet	score_s18_playericon_playericon1.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_blueridgeeyebothelmet.dds	texture not in extraction
18	Player Icon: Gatling Gun	score_s18_playericon_playericon2.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_blueridgegatlinggun.dds	texture not in extraction
18	Player Icon: Blue Ridge Logo	score_s18_playericon_playericon3.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_blueridgelogo.dds	texture not in extraction
18	Player Icon: Blue Ridge Mr. Fuzzy	score_s18_playericon_playericon4.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_blueridgemrfuzzy.dds	texture not in extraction
18	Player Icon: Wagon	score_s18_playericon_playericon5.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_caravan.dds	texture not in extraction
18	Player Icon: Desperado	score_s18_playericon_playericon6.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_desperado.dds	texture not in extraction
18	Player Icon: Roadside Warrior	score_s18_playericon_playericon7.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_roadsidewarrior.dds	texture not in extraction
18	Player Icon: Super Mutant Super Sledge	score_s18_playericon_playericon8.avif	textures/atx/storefront/player/playericons/atx_playericon_s18_supermutant.dds	texture not in extraction
18	Desperado Cowboy Hat	score_s18_apparel_headwear_desperadohat.avif	textures/atx/storefront/player/headwear/s18_score_apparel_headwear_desperadohat.dds	texture not in extraction
18	Roadside Warrior Power Armor Paint	score_s18_skin_powerarmor_model_roadsidewarrior.avif	textures/atx/storefront/player/powerarmor/atx_skin_powerarmor_model_roadsidewarrior.dds	texture not in extraction
18	Rusted Paint (Handmade Rifle)	score_s18_skin_weaponskin_handmadegun_rusted.avif	textures/atx/storefront/player/weaponskin/scire_s18_skin_weaponskin_handmadegun_rusted.dds	texture not in extraction
18	Weapon Skin Railway Rifle Blue Ridge	score_s18_skin_weaponskin_railwayrifle_blueridge.avif		no texture path in ENTM
18	White Persian Rug	score_s18_camp_floordecor_persianrug_white.avif	textures/atx/storefront/camp/floordecoration/score_s18_camp_floordecor_persianrug_white.dds	texture not in extraction
19	Season 19 Fallout First Season Pass	score_s19_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_scoreboost.dds	texture not in extraction
19	Player Icon: DNA Scientist	score_s19_playericon_playericon8.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_dnalaurel.dds	texture not in extraction
19	Player Icon: Auger	score_s19_playericon_playericon7.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_drillaugerpa.dds	texture not in extraction
19	Player Icon: Tesla Cannon	score_s19_playericon_playericon2.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_teslacannon.dds	texture not in extraction
19	Player Icon: Enclave Hellfire	score_s19_playericon_playericon5.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_enclavehellfirepa.dds	texture not in extraction
19	Player Icon: Test Monkey	score_s19_playericon_playericon1.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_testmonkey.dds	texture not in extraction
19	Player Icon: Enclave Scientist	score_s19_playericon_playericon4.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_enclavescientist.dds	texture not in extraction
19	Player Icon: Scientific Forge	score_s19_playericon_playericon9.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_bacteriophage.dds	texture not in extraction
19	Player Icon: Sugar Skull	score_s19_playericon_playericon3.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_sugarskull.dds	texture not in extraction
19	Player Icon: Enclave Logo	score_s19_playericon_playericon10.avif	textures/atx/storefront/player/playericons/atx_playericon_factionenclave01.dds	texture not in extraction
19	Player Icon: Ultracite Terror	score_s19_playericon_playericon6.avif	textures/atx/storefront/player/playericons/atx_playericon_s19_scorchtongue.dds	texture not in extraction
19	Enclave Extractor	score_s19_camp_machinery_resource_extractor_enclave.avif	textures/atx/storefront/camp/machinery/atx_camp_resource_mineralextractor_enclave.dds	texture not in extraction
19	Deathclaw Cryo Tube	score_s19_camp_misc_cryotube_deathclaw.avif	textures/atx/storefront/camp/floordecoration/score_s19_camp_misc_cryotube_deathclaw.dds	texture not in extraction
20	Season 20 Fallout First Season Pass	score_s20_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_scoreboost.dds	texture not in extraction
20	Player Icon: Chem Diet	score_s20_playericon_chemdiet.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_chemdiet.dds	texture not in extraction
20	Player Icon: Battle Diet	score_s20_playericon_battlediet.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_battlediet.dds	texture not in extraction
20	Player Icon: Action Ghoul Girl	score_s20_playericon_actionghoul_girl.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_actionghoulgirl.dds	texture not in extraction
20	Player Icon: Action Ghoul Boy	score_s20_playericon_actionghoul_boy.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_actionghoulboy.dds	texture not in extraction
20	Player Icon: Breathe It In	score_s20_playericon_breatheitin.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_breatheitin.dds	texture not in extraction
20	Player Icon: Armed Ghoul Girl	score_s20_playericon_rifleghoul_girl.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_ghoulgirl.dds	texture not in extraction
20	Player Icon: Mad Scientist	score_s20_playericon_madscientist.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_madscientist.dds	texture not in extraction
20	Player Icon: Fan The Hammer	score_s20_playericon_cowboyshots.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_wildwesthands.dds	texture not in extraction
20	Player Icon: Science Monster	score_s20_playericon_sciencemonster.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_sciencemonster.dds	texture not in extraction
20	Player Icon: Bomb Scientist	score_s20_playericon_bombscientist.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_bombscientist.dds	texture not in extraction
20	Player Icon: Whack-A-Rat	score_s20_playericon_whackarat.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_radreaver.dds	texture not in extraction
20	Player Icon: Trick Shot	score_s20_playericon_cowboytricks.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_guntricks.dds	texture not in extraction
20	Player Icon: Armed Ghoul Boy	score_s20_playericon_rifleghoul_boy.avif	textures/atx/storefront/player/playericons/atx_playericon_s20_armsofsteel.dds	texture not in extraction
20	Boneyard Planter Kit	score_s20_camp_floordecor_planter_boneyardpatch.avif	textures/atx/storefront/camp/utility/score_20_camp_floordecor_planter_boneyardpatch.dds	texture not in extraction
20	Glow of the Ghoul	score_s20_camp_floordecor_ghoulmovieprojector.avif		no texture path in ENTM
20	"Glow of the Ghoul ""Duty"" Poster"	score_s20_camp_walldecor_poster_ghoul_02.avif		no texture path in ENTM
20	"Glow of the Ghoul ""Last Stand"" Poster"	score_s20_camp_walldecor_poster_ghoul_03.avif		no texture path in ENTM
20	"Glow of the Ghoul ""Resurrection"" Poster"	score_s20_camp_walldecor_poster_ghoul_01.avif		no texture path in ENTM
21	Season 21 Fallout First Season Pass	score_s21_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_scoreboost.dds	texture not in extraction
21	Player Icon: Gone Fission	score_s21_playericon_gonefission.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_gonefission.dds	texture not in extraction
21	Player Icon: Amphitrite	score_s21_playericon_amphitrite.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_amphitrite.dds	texture not in extraction
21	Player Icon: Chainsaw Vault Girl	score_s21_playericon_chainsawvaultgirl.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_chainsawvaultgirl.dds	texture not in extraction
21	Player Icon: DSSBNUD	score_s21_playericon_dssbnud.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_dottiedssbnud.dds	texture not in extraction
21	Player Icon: Euphonium Union	score_s21_playericon_euphonium.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_euphonium.dds	texture not in extraction
21	Player Icon: Fisher Vault Boy	score_s21_playericon_fishervaultboy.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_fishervaultboy.dds	texture not in extraction
21	Player Icon: Fish Pot	score_s21_playericon_fishpot.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_fishpot.dds	texture not in extraction
21	Player Icon: Isotype Isaac	score_s21_playericon_isotopeisaac.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_isotypeisaac.dds	texture not in extraction
21	Player Icon: Jitter Bell	score_s21_playericon_jitterbell.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_jitterbell.dds	texture not in extraction
21	Player Icon: Linda-Lee	score_s21_playericon_linda-lee.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_linda-lee.dds	texture not in extraction
21	Player Icon: Poseidon	score_s21_playericon_poseidon.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_poseidon.dds	texture not in extraction
21	Player Icon: Spikesnapper	score_s21_playericon_spikesnapper.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_spikesnapper.dds	texture not in extraction
21	Player Icon: Triple Threat	score_s21_playericon_triplethreat.avif	textures/atx/storefront/player/playericons/atx_playericon_s21_triplethreat.dds	texture not in extraction
21	Floor Decor Fishing Cutout	score_s21_camp_floordecor_fishingcutout.avif		no texture path in ENTM
21	Hanging Fishing Net	score_s21_camp_ceilingdecor_fishingnets.avif	textures/atx/storefront/camp/walldecoration/score_s21_camp_ceilingdecor_fishingnets.dds	texture not in extraction
21	Ceiling Decor Hanging Buoy	score_s21_camp_ceilingdecor_hangingbuoy.avif		no texture path in ENTM
21	Shark Tooth Backpack Flair	score_s21_skin_backpackflair_sharktooth.avif	textures/atx/storefront/player/flair/atx_skin_backpackflair_sharktooth.dds	texture not in extraction
22	Season 22 Fallout First Season Pass	score_s22_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_scoreboost.dds	texture not in extraction
22	Player Icon: Queen Corn	score_s22_playericon_queencorn.avif		no texture path in ENTM
22	Player Icon: Mr. Cran	score_s22_playericon_mrfuzzy_cranberry.avif	textures/atx/storefront/player/playericons/atx_playericon_s22_mrfuzzy_nukacolacranberry.dds	texture not in extraction
22	Player Icon: Beheaded Chicken	score_s22_playericon_beheadedchicken.avif	textures/atx/storefront/player/playericons/atx_playericon_s22_beheadedchicken.dds	texture not in extraction
22	Player Icon: Cosmic Knife Chef	score_s22_playericon_cosmicknife_man.avif		no texture path in ENTM
22	Player Icon: Nuka-Cola Logo	score_s22_playericon_nuka-cola_logo.avif	textures/atx/storefront/player/playericons/atx_playericon_s22_nukacola_logo.dds	texture not in extraction
22	Player Icon: Abraxo	score_s22_playericon_abraxo.avif	textures/atx/storefront/player/playericons/atx_playericon_s22_abraxo.dds	texture not in extraction
22	Player Icon: Garrahan Mining	score_s22_playericon_garrahanmining.avif	textures/atx/storefront/player/playericons/atx_playericon_s22_garrahanmining_logo.dds	texture not in extraction
22	Player Icon: Racecar Driver	score_s22_playericon_racecardriver.avif		no texture path in ENTM
22	Player Icon: Sunset Sarsaparilla Boy	score_s22_playericon_sarsaparilla_boy.avif		no texture path in ENTM
22	Player Icon: Sunset Sarsaparilla Girl	score_s22_playericon_sarsaparilla_girl.avif		no texture path in ENTM
22	Player Icon: Sunset Sarsaparilla	score_s22_playericon_sunsetsarsaparilla.avif		no texture path in ENTM
22	Player Icon: Sunset Sarsaparilla Deputy	score_s22_playericon_sunsetsarsaparilladeputy.avif	textures/atx/storefront/player/playericons/atx_playericon_s22_sunsetsarsaparilla_deputy.dds	texture not in extraction
22	Player Icon: Soup Chef	score_s22_playericon_vb_soup.avif	textures/atx/storefront/player/playericons/atx_playericon_s22_chef.dds	texture not in extraction
22	"Player Title Prefix: ""SqueakyClean"""	score_s22_playertitles_prefix_squeakyclean.avif		no texture path in ENTM
22	"Player Title Prefix: ""WellRead"""	score_s22_playertitles_prefix_wellread.avif		no texture path in ENTM
22	"Player Title Suffix: ""HouseWifeHouseHousband"""	score_s22_playertitles_suffix_housewifehousehousband.avif		no texture path in ENTM
23	Season 23 Fallout First Season Pass	score_s23_account_premiumbattlepass.avif	textures/atx/storefront/utility/score_account_scoreboost.dds	texture not in extraction
23	Player Icon: Rust Kingdom	score_s23_playericon_rustkingdom.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_rustkingdomfaction.dds	texture not in extraction
23	Player Icon: Withered Radeye	score_s23_playericon_burningspringsfish.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_witheredradeyefish.dds	texture not in extraction
23	Player Icon: Radscorpion	score_s23_playericon_radscorpion.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_radscorpion.dds	texture not in extraction
23	Player Icon: Bounty Hunter Icon	score_s23_playericon_bountyhunter.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_bountyhunter.dds	texture not in extraction
23	Player Icon: Blood x Rust	score_s23_playericon_deathclawlogo.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_bloodxrustlogo.dds	texture not in extraction
23	Player Icon: Raider With Pistol	score_s23_playericon_raiderwithpistol.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_raiderwithpistol.dds	texture not in extraction
23	Player Icon: Skull and Sawblade	score_s23_playericon_skullandsawblade.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_skullandsawblade.dds	texture not in extraction
23	Player Icon: Radhog	score_s23_playericon_radhog.avif	textures/atx/storefront/player/playericons/atx_playericon_s23_radhog.dds	texture not in extraction
23	Armored Deathclaw Plushie	score_s23_camp_floordecor_plushie_armordeathclaw.avif	textures/atx/storefront/camp/floordecoration/score_s23_camp_floordecor_plushie_armordeathclaw.dds	texture not in extraction
23	Rust King Plushie	score_s23_camp_floordecor_plushie_rustplush.avif	textures/atx/storefront/camp/floordecoration/score_s23_camp_floordecor_plushie_rustplush.dds	texture not in extraction
