LGDI_FormID	LGDI_EDID	FULL	ScripCost	ValueCurrency	ApplicableItemList_FormID	ApplicableItemList_EDID	ApplicableItemList_FULL	Model	PreviewTransform	LegendaryTemplate	IncludeFilters	ExcludeFilters	LegModCount	LegMods_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30
007964F7	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank1	¬ Vulcan Left Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796516	RD01_LL_PowerArmor_EnclaveVulcan_LegLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				1	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	1	007965FD:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegLeft:LVLI																													
00796501	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank3	¬¬¬ Vulcan Chest Piece	60	Caps001 ""Cap"" [CNCY:0000000F]	00796512	RD01_LL_PowerArmor_EnclaveVulcan_Torso		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Torso_GO.nif	ArmorTorso9 """" [TRNS:00248D71]				3	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	1	00796605:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_Torso:LVLI																													
00796502	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank4	¬¬¬¬ Vulcan Chest Piece	60	Caps001 ""Cap"" [CNCY:0000000F]	00796512	RD01_LL_PowerArmor_EnclaveVulcan_Torso		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Torso_GO.nif	ArmorTorso9 """" [TRNS:00248D71]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	1	00796605:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_Torso:LVLI																													
007964F8	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank2	¬¬ Vulcan Left Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796516	RD01_LL_PowerArmor_EnclaveVulcan_LegLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				2	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	1	007965FD:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegLeft:LVLI																													
007964F3	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmRight_Rank1	¬ Vulcan Right Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796517	RD01_LL_PowerArmor_EnclaveVulcan_ArmRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				1	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	1	007965FB:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmRight:LVLI																													
007964F9	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank3	¬¬¬ Vulcan Left Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796516	RD01_LL_PowerArmor_EnclaveVulcan_LegLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				3	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	1	007965FD:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegLeft:LVLI																													
007964FA	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank4	¬¬¬¬ Vulcan Left Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796516	RD01_LL_PowerArmor_EnclaveVulcan_LegLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	1	007965FD:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegLeft:LVLI																													
007964F4	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmRight_Rank2	¬¬ Vulcan Right Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796517	RD01_LL_PowerArmor_EnclaveVulcan_ArmRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				2	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	1	007965FB:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmRight:LVLI																													
007964F1	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmLeft_Rank3	¬¬¬ Vulcan Left Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796514	RD01_LL_PowerArmor_EnclaveVulcan_ArmLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				3	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	1	007965F9:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmLeft:LVLI																													
007964FB	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank1	¬ Vulcan Right Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796515	RD01_LL_PowerArmor_EnclaveVulcan_LegRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				1	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	1	007965FF:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegRight:LVLI																													
007964FC	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank2	¬¬ Vulcan Right Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796515	RD01_LL_PowerArmor_EnclaveVulcan_LegRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				2	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	1	007965FF:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegRight:LVLI																													
007964F5	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmRight_Rank3	¬¬¬ Vulcan Right Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796517	RD01_LL_PowerArmor_EnclaveVulcan_ArmRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				3	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	1	007965FB:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmRight:LVLI																													
007964FD	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank3	¬¬¬ Vulcan Right Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796515	RD01_LL_PowerArmor_EnclaveVulcan_LegRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				3	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	1	007965FF:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegRight:LVLI																													
0080CFB6	P62_LegendaryItems_Drifter_Rank2	¬¬ Drifter Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				6	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	4	00802171:P62_LLS_Drifter_Rewards_LegendaryShards_Fallback:LVLI	0080CFBC:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche04:LVLI	0080CFBD:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche03:LVLI	008A4D1E:QDLBarbara_Lesson06_QuestReward:GMRW																										
0080CFB7	P62_LegendaryItems_Drifter_Rank1	¬ Drifter Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				3	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	4	00802171:P62_LLS_Drifter_Rewards_LegendaryShards_Fallback:LVLI	0080CFBA:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche02:LVLI	0080CFBB:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche01:LVLI	0080CFBD:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche03:LVLI																										
0080CFB4	P62_LegendaryItems_Drifter_Rank4	¬¬¬¬ Drifter Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				12	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35] | First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=modcol_Legendary_Crafting_Armor4 [OMOD:007A0D36] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	3	00802171:P62_LLS_Drifter_Rewards_LegendaryShards_Fallback:LVLI	0080CFB8:P62_LLS_Drifter_Rewards_LegendaryItems_TrancheXX:LVLI	0080CFB9:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche05:LVLI																											
0080CFB5	P62_LegendaryItems_Drifter_Rank3	¬¬¬ Drifter Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				9	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	3	00802171:P62_LLS_Drifter_Rewards_LegendaryShards_Fallback:LVLI	0080CFB9:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche05:LVLI	0080CFBC:P62_LLS_Drifter_Rewards_LegendaryItems_Tranche04:LVLI																											
00843ED7	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Armor_Rank4	¬¬¬¬ Legendary Armor	100	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=modcol_Legendary_Crafting_Armor4 [OMOD:007A0D36]	1	0085A887:RD01_LL_Raids_Rewards_WeeklyLegendaryReward:LVLI																													
00843ED8	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_PowerArmor_Rank4	¬¬¬¬ Legendary Power Armor	200	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	1	0085A887:RD01_LL_Raids_Rewards_WeeklyLegendaryReward:LVLI																													
00843ED9	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Melee_Rank4	¬¬¬¬ Legendary Melee Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C49	LegendaryItems_LL_Weapons_Melee_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	1	0085A887:RD01_LL_Raids_Rewards_WeeklyLegendaryReward:LVLI																													
00843EDA	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Ranged_Rank4	¬¬¬¬ Legendary Ranged Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C45	LegendaryItems_LL_Weapons_Ranged_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	1	0085A887:RD01_LL_Raids_Rewards_WeeklyLegendaryReward:LVLI																													
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	¬¬¬¬ Legendary Reward	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				12	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=modcol_Legendary_Crafting_Armor4 [OMOD:007A0D36] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	0																														
00853B61	BOUNTY_LegendaryItems_Rank1	¬ Bounty Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				3	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor1 [OMOD:0083DA70] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor1 [OMOD:00853B67]	1	00833A15:Burn_LL_BountyHunt_LegendaryTemplate_1Star:LVLI																													
00853B62	BOUNTY_LegendaryItems_Rank3	¬¬¬ Bounty Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				9	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon3 [OMOD:00853B5C] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor1 [OMOD:0083DA70] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor2 [OMOD:0083DA6C] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor3 [OMOD:0083DA6E] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor1 [OMOD:00853B67] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor2 [OMOD:00853B65] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor3 [OMOD:00853B66]	1	0085DCDA:Burn_LL_BountyHunt_LegendaryTemplate_3Star_GruntHunt:LVLI																													
00853B63	BOUNTY_LegendaryItems_Rank2	¬¬ Bounty Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				6	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor1 [OMOD:0083DA70] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor2 [OMOD:0083DA6C] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor1 [OMOD:00853B67] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor2 [OMOD:00853B65]	1	00833A14:Burn_LL_BountyHunt_LegendaryTemplate_2Star:LVLI																													
00853D21	BOUNTY_LegendaryItems_PowerArmor_Rank3	¬¬¬ Bounty Power Armor Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				6	First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor1 [OMOD:00853B67] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor2 [OMOD:00853B65] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor3 [OMOD:00853B66] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	0																														
00853D1D	BOUNTY_LegendaryItems_Weapons_Rank3	¬¬¬ Bounty Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	0059E07B	LegendaryItems_LL_Weapons_Any		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				6	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon3 [OMOD:00853B5C] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC]	3	007D6A6B:Burn_LL_BountyHunt_LegendaryTemplate_All:LVLI	0085646A:LTT_Burn_LL_BountyHunt_LegendaryTemplate_3Star_GruntHunt:LVLI	0085DCDB:LTT_Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt:LVLI																											
00853D1B	BOUNTY_LegendaryItems_Weapons_Rank1	¬ Bounty Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	0059E07B	LegendaryItems_LL_Weapons_Any		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				2	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA]	2	007D6A6B:Burn_LL_BountyHunt_LegendaryTemplate_All:LVLI	0085646B:LTT_Burn_LL_BountyHunt_LegendaryTemplate_1Star:LVLI																												
00853D22	BOUNTY_LegendaryItems_PowerArmor_Rank2	¬¬ Bounty Power Armor Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor1 [OMOD:00853B67] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor2 [OMOD:00853B65] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	0																														
00853D23	BOUNTY_LegendaryItems_PowerArmor_Rank1	¬ Bounty Power Armor Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				2	First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor1 [OMOD:00853B67] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	0																														
00853D1E	BOUNTY_LegendaryItems_Armor_Rank1	¬ Bounty Armor Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				2	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor1 [OMOD:0083DA70] | First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED]	2	007D6A6B:Burn_LL_BountyHunt_LegendaryTemplate_All:LVLI	0085646B:LTT_Burn_LL_BountyHunt_LegendaryTemplate_1Star:LVLI																												
00853D1F	BOUNTY_LegendaryItems_Armor_Rank2	¬¬ Bounty Armor Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor1 [OMOD:0083DA70] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor2 [OMOD:0083DA6C] | First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE]	2	007D6A6B:Burn_LL_BountyHunt_LegendaryTemplate_All:LVLI	0085646C:LTT_Burn_LL_BountyHunt_LegendaryTemplate_2Star:LVLI																												
00853D1C	BOUNTY_LegendaryItems_Weapons_Rank2	¬¬ Bounty Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	0059E07B	LegendaryItems_LL_Weapons_Any		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB]	2	007D6A6B:Burn_LL_BountyHunt_LegendaryTemplate_All:LVLI	0085646C:LTT_Burn_LL_BountyHunt_LegendaryTemplate_2Star:LVLI																												
