WEAP_FormID	WEAP_EDID	WEAP_FULL	DNAM_Ammo	DNAM_Speed	DNAM_ReloadSpeed	DNAM_NPCReloadDelay	DNAM_Reach	DNAM_ReachEngagementMult	DNAM_MinRange	DNAM_MaxRange	DNAM_AttackDelaySeconds	DNAM_DamageOutOfRangeMult	DNAM_OnHit	DNAM_Flags	DNAM_Capacity	DNAM_AmmoPerShot	DNAM_WeaponType	DNAM_SecondaryDamage	DNAM_Weight	DNAM_Value	DNAM_BaseDamage	DNAM_SoundLevel	DNAM_AccuracyBonus	DNAM_AnimAttackSeconds	DNAM_Rank	DNAM_ActionPointCost	DNAM_FullPowerSeconds	DNAM_MinPowerPerShot	DNAM_Stagger	DNAM_Health	CRDT_CritDamageMult	CRDT_CritChargeBonus	CRDT_CritEffect	DNAM_Projectiles	DNAM_RumblePattern	WSAM_SneakAttackMult	CVT0_DamageCurve	CVT1_MinDurabilityCurve	CVT2_CondLossScale	CVT3_BashCondLossScale	CVT4_MaxDurabilityCurve
0011419F	crDLC04Bot_Weap_SentryBotRightAutoLaser_Blue	Space Sentry Bot Right Auto Laser	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	1.000000	0.500000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	0	Loud	0	2.200000	0	2.000000	0.000000	0.000000	Small	0	2.000000	1.000000	CritLaser [SPEL:000731B2]			2.000000					
001141B2	crDLC04Bot_Weap_SentryBotLeftShoulderClusterLauncher		NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	2000.000000	6000.000000	3.000000	0.500000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	1	Very Loud	0	1.000000	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier39 [CURV:0076E9DC]				
001141B3	crDLC04Bot_Weap_SentryBotRightShoulderClusterLauncher		NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	2000.000000	6000.000000	3.000000	0.500000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	1	Very Loud	0	1.000000	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier39 [CURV:0076E9DC]				
001142B1	DLC04_TurretMountedLaserGunSpaceBlue	Turret Laser Gun	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	1.000000	1.000000	0.000000	1.000000	1.000000	1175.000000	2350.000000	2.000000	0.700000	Normal formula behaviour		0	1	Gun	8.000000	25.000000	0	0	Loud	0	2.666667	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
0011475B	DLC04_CommieWhacker	Commie Whacker	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	0.000000	Explode only		0	1	OneHandSword	0.000000	2.000000	25	10	Quiet	0	1.138894	0	12.000000	0.000000	0.000000	Small	100	3.000000	1.000000	NULL - Null Reference [00000000]			4.000000	CT_Player_Damage_Universal_Tier16 [CURV:0080F200]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00118387	zzz_TESTKnuckles	Knuckles	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	2000.000000	0.000000	0.000000	-1.000000	Explode only		0	1	HandToHandMelee	10.000000	0.500000	10	10	Silent	0	1.138897	0	25.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00118388	zzz_TESTBaton	Baton	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	OneHandSword	0.000000	2.000000	15	11	Quiet	0	1.138894	0	30.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]								
00011BF6	GatlingGun	Gatling Gun	Ammo5mm "5mm Round" [AMMO:0001F66C]	1.000000	1.000000	0.000000	1.000000	1.000000	2695.000000	5390.000000	1.150000	0.500000	Normal formula behaviour		250	1	Gun	36.000000	18.000000	175	8	Very Loud	0	10.033334	0	14.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier25 [CURV:0080F209]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_HighRoF [CURV:0050A608]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00027DE6	zzz_TESTMissileLauncher	Missile LauncherTEST	Test_AmmoMissile "Missile" [AMMO:00027DE7]	1.000000	0.200000	0.000000	1.000000	1.000000	256.000000	256.000000	0.100000	0.500000	Normal formula behaviour		1	1	Gun	6.000000	20.000000	300	15	Loud	0	0.833333	0	45.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]								
0010D6FB	zzz_TestAudioCombatShotgunPump	Combat Shotgun PUMP TEST	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	256.000000	256.000000	0.500000	0.100000	Normal formula behaviour		8	1	Gun	4.000000	7.000000	0	50	Loud	0	0.833333	0	35.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00008991	zzz_SF08_SuicideRun_BottlecapMine		NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0		Mine	3.000000	500.000000	40	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]								
00087975	crUnarmedSnallygaster	Unarmed Snallygaster	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	2000.000000	10.000000	0.500000	Normal formula behaviour		0	1	HandToHandMelee	0.000000	0.000000	0	0	Normal	0	1.541667	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier32 [CURV:0076E9D5]				
0012DBB3	PumpActionShotgun	Pump Action Shotgun	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	1139.000000	2278.000000	0.500000	0.500000	Normal formula behaviour		8	1	Gun	21.000000	7.000000	50	50	Loud	0	0.833333	0	20.000000	0.000000	0.000000	Small	100	2.250000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier38 [CURV:0080F216]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Shotgun [CURV:003B56D1]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
001C7A69	SingleActionRevolver	Single Action Revolver	Ammo44 ".44 Round" [AMMO:0009221C]	1.000000	1.000000	0.000000	1.000000	1.000000	1650.000000	3299.000000	0.150000	0.500000	Normal formula behaviour		6	1	Gun	18.000000	4.000000	85	48	Loud	0	0.833333	0	24.000000	0.000000	0.000000	Small	100	2.750000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier35 [CURV:0080F213]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SixShot [CURV:0050A606]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
0004DF01	Chainsaw_76	Chainsaw	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	256.000000	256.000000	1.000000	-1.000000	Dismember only		0	1	TwoHandAxe	1.000000	12.000000	125	0	Very Loud	0	2.200000	0	9.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier12 [CURV:0080F1FC]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0012A1F2	crSnallygasterSpitAttack	Snallygaster Spit Attack	crAmmoSnallygasterSpitAttack "Snallygaster Spit Attack Ammo" [AMMO:0012A1F3]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	1500.000000	3.500000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	0	Normal	0	1.833333	0	0.000000	0.000000	0.000000	None	0	2.000000	0.000000	NULL - Null Reference [00000000]			2.000000					
0018A8D1	crUnarmedFlatwoodsMonster	Unarmed Flatwoods Monster	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	2000.000000	0.000000	0.500000	Normal formula behaviour		0	1	HandToHandMelee	0.000000	0.000000	0	0	Normal	0	1.116667	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier34 [CURV:0076E9D7]				
00002045	binoculars	Binoculars	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	2500.000000	2500.000000	10.000000	0.000000	Normal formula behaviour		30		Gun	6.000000	2.000000	5	0	Normal	0	0.300000	0	20.000000	0.000000	0.000000	Small	0	0.000000	0.000000	NULL - Null Reference [00000000]								
00002840	pickaxe	Pickaxe	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Normal formula behaviour		0	1	TwoHandSword	10.000000	2.500000	40	0	Normal	0	1.800010	0	43.000000	0.000000	0.000000	Medium	100	3.000000	1.000000	NULL - Null Reference [00000000]			3.000000	CT_Player_Damage_Universal_Tier36 [CURV:0080F214]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0001EC47	GatlingPlasma	Gatling Plasma	AmmoPlasmaCore "Plasma Core" [AMMO:0001EC49]	1.000000	1.000000	0.000000	1.000000	1.000000	1809.000000	3619.000000	0.150000	0.500000	Normal formula behaviour		500	1	Gun	36.000000	18.000000	250	0	Very Loud	0	2.200000	0	14.000000	0.000000	0.000000	Small	100	2.000000	1.000000	CritPlasma [SPEL:00139F8C]			2.000000	CT_Player_Damage_Universal_Tier12 [CURV:0080F1FC]	Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy_HighRoF [CURV:00403826]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
00017B99	zzz_TestAudioGrenadeLauncher	Missile Launcher	AmmoMissile "Missile" [AMMO:000CABA3]	1.000000	1.000000	0.000000	1.000000	1.000000	256.000000	256.000000	0.050000	0.500000	Normal formula behaviour		1	1	Gun	6.000000	20.000000	0	15	Loud	0	0.833333	0	45.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]								
000021E0	zzz_AudioTestGrenade	Audio Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0		Grenade	3.000000	0.500000	125	1	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	CritCryo [SPEL:001478ED]								
00052213	EN02_ScanGrenade	Orbital Scan Beacon	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	1.000000	50	1	Normal	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
001230B1	zzz_TESTMG42	Handmade Rifle	Ammo556 "5.56 Round" [AMMO:0001F278]	1.000000	1.000000	0.000000	1.000000	1.000000	256.000000	256.000000	0.250000	0.500000	Normal formula behaviour		75	1	Gun	6.000000	8.000000	100	32	Loud	0	0.666667	0	32.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00123317	zzz_TestM79	M79 Grenade Launcher	AmmoGrenadeLauncher "40mm Grenade Round" [AMMO:001CF27D]	1.000000	1.000000	0.000000	1.000000	1.000000	256.000000	256.000000	0.275000	0.100000	Normal formula behaviour		2	1	Gun	6.000000	6.000000	30	67	Loud	0	1.000000	0	30.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00037CA3	crUnarmedLiberator	Unarmed Liberator	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	2000.000000	0.000000	0.500000	Normal formula behaviour		0	1	HandToHandMelee	0.000000	0.000000	0	0	Normal	0	1.922222	0	20.000000	0.000000	0.000000	None	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier26 [CURV:0076E9CF]				
00209DAC	zzz_TestGolfClub	Baton	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	OneHandSword	0.000000	2.000000	15	11	Quiet	0	1.138894	0	30.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]								
0010D808	Hatchet	Hatchet	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	OneHandSword	0.000000	3.000000	15	11	Quiet	0	1.138894	0	29.000000	0.000000	0.000000	Small	100	3.500000	1.000000	NULL - Null Reference [00000000]			2.500000	CT_Player_Damage_Universal_Tier29 [CURV:0080F20D]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0010D80A	crLiberatorLaserGun	Liberator Laser	AmmoLiberatorLaserAmmo "Liberator Laser Ammo" [AMMO:004347B1]	1.000000	1.000000	5.000000	1.000000	1.000000	500.000000	2000.000000	1.000000	0.700000	Normal formula behaviour		3	1	Gun	8.000000	25.000000	0	0	Loud	0	0.533333	0	20.000000	0.000000	0.000000	None	0	2.000000	1.000000	CritLaser [SPEL:000731B2]			2.000000					
0010DB0F	10mmSMG	10mm Submachine Gun	Ammo10mm "10mm Round" [AMMO:0001F276]	0.900000	1.000000	0.000000	1.000000	1.000000	1283.000000	2565.000000	0.233300	0.500000	Normal formula behaviour		30	1	Gun	15.000000	3.000000	70	7	Loud	0	2.200000	0	14.000000	0.000000	0.000000	Small	100	2.250000	1.000000	NULL - Null Reference [00000000]			2.250000	CT_Player_Damage_Universal_Tier18 [CURV:0080F202]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
0012B793	FireAxe	Fire Axe	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Normal formula behaviour		0	1	OneHandSword	10.000000	3.000000	15	11	Quiet	0	1.800010	0	44.000000	0.000000	0.000000	Medium	100	4.000000	1.000000	NULL - Null Reference [00000000]			3.000000	CT_Player_Damage_Universal_Tier36 [CURV:0080F214]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00073677	GolfClub	Golf Club	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	TwoHandSword	10.000000	3.000000	25	23	Normal	0	1.800010	0	40.000000	0.000000	0.000000	Medium	100	3.000000	1.000000	NULL - Null Reference [00000000]			2.500000	CT_Player_Damage_Universal_Tier33 [CURV:0080F211]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0003A1D1	Pitchfork	Pitchfork	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	TwoHandSword	10.000000	2.000000	15	23	Normal	0	1.673343	0	33.000000	0.000000	0.000000	Small	100	3.000000	1.000000	NULL - Null Reference [00000000]			3.000000	CT_Player_Damage_Universal_Tier31 [CURV:0080F20F]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0000740A	crTickSpit	Tick Blood Spray	crAmmoTickSpit "Blood Spray" [AMMO:00007404]	3.000000	3.000000	0.000000	1.000000	1.000000	64.000000	4000.000000	1.000000	0.500000	Normal formula behaviour		0	1	Gun	0.000000	25.000000	0	1	Normal	0	1.000000	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier22 [CURV:0076E9CB]				
000193B7	crUnarmedTick	Unarmed Tick	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.300000	1.000000	500.000000	2000.000000	1.000000	0.500000	Explode only		0	1	HandToHandMelee	0.000000	0.000000	0	1	Normal	0	1.000000	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier22 [CURV:0076E9CB]				
00003AAC	Blackpowder_Pistol	Black Powder Pistol	Ammo50CaliberBall ".50 Caliber Ball" [AMMO:0000796E]	1.000000	1.000000	0.000000	1.000000	1.000000	1587.000000	3173.000000	1.000000	0.500000	Normal formula behaviour		1	1	Gun	17.000000	3.000000	60	7	Loud	0	0.666667	0	28.000000	0.000000	0.000000	Small	100	2.750000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier64 [CURV:0080F230]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SingleShot [CURV:0050A607]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00003AAD	Blackpowder_Pistol_Blunderbuss	Black Powder Blunderbuss	Ammo50CaliberBall ".50 Caliber Ball" [AMMO:0000796E]	1.000000	1.000000	0.000000	1.000000	1.000000	1587.000000	3173.000000	1.000000	0.500000	Normal formula behaviour		1	1	Gun	17.000000	3.000000	90	7	Loud	0	0.666667	0	28.000000	0.000000	0.000000	Small	100	2.750000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier64 [CURV:0080F230]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SingleShot [CURV:0050A607]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
0004DFCE	crUnarmedMegaSloth	Unarmed MegaSloth	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.300000	1.000000	500.000000	2000.000000	0.000000	0.500000	Explode only		0	1	HandToHandMelee	0.000000	0.000000	0	1	Normal	0	2.713333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier38 [CURV:0076E9DB]				
0004DFE3	WorkshopVertibirdGrenade	Vertibot Signal Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.100000	0	1	Normal	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00081DD5	Drill	Drill	NULL - Null Reference [00000000]	1.000000	1.400000	0.000000	0.800000	1.000000	0.000000	10.000000	0.150000	0.500000	Dismember only		0	1	OneHandSword	6.000000	2.000000	80	0	Quiet	0	1.138894	0	8.000000	0.000000	0.000000	None	100	2.250000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier10 [CURV:0080F1F9]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Melee_Max [CURV:00345A4C]
000042F2	Tomahawk	Tomahawk	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1058.000000	2115.000000	0.000000	1.000000	Dismember only		0	1	Grenade	3.000000	0.250000	1	100	Quiet	0	1.833333	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier53 [CURV:0080F225]				
000B3293	Sickle	Sickle	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Normal formula behaviour		0	1	OneHandSword	0.000000	3.000000	15	11	Quiet	0	1.138894	0	26.000000	0.000000	0.000000	Small	100	3.500000	1.000000	NULL - Null Reference [00000000]			2.500000	CT_Player_Damage_Universal_Tier27 [CURV:0080F20B]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00182634	AutoGrenadeLauncher	Auto Grenade Launcher	AmmoGrenadeLauncher "40mm Grenade Round" [AMMO:001CF27D]	0.800000	1.000000	0.000000	1.000000	1.000000	2338.000000	4675.000000	0.500000	0.500000	Normal formula behaviour		12	1	Gun	36.000000	18.000000	225	3	Very Loud	0	0.833333	0	18.000000	0.000000	0.000000	Small	100	2.500000	1.000000	NULL - Null Reference [00000000]			2.000000		Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Explosive_SingleShot [CURV:00434588]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
0008E015	CultistDagger	Cultist Dagger	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Dismember only		0	1	OneHandSword	10.000000	1.000000	40	9	Silent	0	0.794453	0	20.000000	0.000000	0.000000	None	100	3.500000	1.000000	NULL - Null Reference [00000000]			2.500000	CT_Player_Damage_Universal_Tier23 [CURV:0080F207]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00019951	crGraftonOilBombWeapon	Grafton Oil Bomb	crAmmoGraftonOilBomb "Grafton Oil Bomb Ammo" [AMMO:00019930]	1.000000	1.000000	0.000000	1.000000	1.000000	200.000000	2000.000000	15.000000	0.500000	Normal formula behaviour		0	1	Gun	0.000000	2.000000	0	1	Normal	0	3.266667	0	0.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier32 [CURV:0076E9D5]				
0005A937	CultistBlade	Cultist Blade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	OneHandSword	10.000000	3.000000	35	11	Quiet	0	1.138894	0	30.000000	0.000000	0.000000	Small	100	3.500000	1.000000	NULL - Null Reference [00000000]			2.500000	CT_Player_Damage_Universal_Tier29 [CURV:0080F20D]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0010E203	zzz_TEST_DoubleBarrelShotgun	Double-Barrel Shotgun	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	256.000000	256.000000	0.275000	0.100000	Normal formula behaviour		2	1	Gun	6.000000	6.000000	30	67	Loud	0	1.000000	0	30.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00046946	BlackPowder_Rifle_Dragon	The Dragon	Ammo50CaliberBall ".50 Caliber Ball" [AMMO:0000796E]	1.000000	1.000000	0.000000	1.000000	1.000000	2235.000000	4469.000000	1.500000	0.500000	Explode only		1	1	Gun	21.000000	6.000000	200	200	Loud	0	0.833333	0	28.000000	0.000000	0.000000	Small	100	3.000000	1.000000	NULL - Null Reference [00000000]			3.000000	CT_Player_Damage_Universal_Tier82 [CURV:0080F242]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SingleShot [CURV:0050A607]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00091BB4	BlackPowder_Rifle	Black Powder Rifle	Ammo50CaliberBall ".50 Caliber Ball" [AMMO:0000796E]	1.000000	1.000000	0.000000	1.000000	1.000000	2579.000000	5156.000000	1.000000	0.500000	Explode only		1	1	Gun	21.000000	6.000000	110	200	Loud	0	0.833333	0	28.000000	0.000000	0.000000	Small	100	3.000000	1.000000	NULL - Null Reference [00000000]			3.000000	CT_Player_Damage_Universal_Tier72 [CURV:0080F238]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SingleShot [CURV:0050A607]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
000360CF	SkiSword	Ski Sword	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	OneHandSword	10.000000	3.000000	40	11	Quiet	0	1.138894	0	32.000000	0.000000	0.000000	Small	100	3.000000	1.000000	NULL - Null Reference [00000000]			4.000000	CT_Player_Damage_Universal_Tier30 [CURV:0080F20E]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
