FormID	EDID	FULL	DESC	NNAM	XALG_Flags	KEYWORDS	SWFI	BEVA	ETIP	ETDI	ETLG	ReferencedBy	ECIL_Count	ECIL_1	ECIL_2	ECIL_3	ECIL_4	ECIL_5	ECIL_6	ECIL_7	ECIL_8	ECIL_9	ECIL_10	ECIL_11	ECIL_12	ECIL_13	ECIL_14
00420FE5	ATX_ENTM_Skin_CameraSkin_Leather	Summersville Fancy Camera Paint	Spruce up your Camera with the flesh of dead animals using the Summersville Fancy Camera Paint!  - SKIN IS CRAFTABLE AT TINKER WORKBENCHES. -	Summersville Fancy Camera Paint	Premium	004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5EE:ATX_Entitlement_Filter_Store_Skin_Weapons:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/CameraSkin/	ATX_Skin_CameraSkin_Leather.dds		00420FEB:ATX_co_mod_Camera_Leather:COBJ	2	ATX_Skin_CameraSkin_Leather_C1.ddsATX_Skin_CameraSkin_Leather_C2.dds													
00420FDB	ATX_ENTM_Skin_CameraSkin_CrocSkin	White Crocodile Camera Paint	Everything looks better covered in Crocodile Skin! Customize your Camera with the White Crocodile Camera Paint!  - SKIN IS CRAFTABLE AT TINKER WORKBENCHES. -	White Crocodile Camera Paint	Premium	004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5EE:ATX_Entitlement_Filter_Store_Skin_Weapons:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/CameraSkin/	ATX_Skin_CameraSkin_CrocSkin.dds		00420FE9:ATX_co_mod_Camera_CrocSkin:COBJ	2	ATX_Skin_CameraSkin_CrocSkin_C1.ddsATX_Skin_CameraSkin_CrocSkin_C2.dds													
00420FE6	ATX_ENTM_Skin_CameraSkin_Mint	Wavy Willards Camera Paint	Take pictures in style with the Wavy Willards Camera Paint!  - SKIN IS CRAFTABLE AT TINKER WORKBENCHES. -	Wavy Willards Camera Paint	Premium	004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5EE:ATX_Entitlement_Filter_Store_Skin_Weapons:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/CameraSkin/	ATX_Skin_CameraSkin_Mint.dds		00420FED:ATX_co_mod_Camera_Mint:COBJ	2	ATX_Skin_CameraSkin_Mint_C1.ddsATX_Skin_CameraSkin_Mint_C2.dds													
00420FE7	ATX_ENTM_Skin_CameraSkin_WoodGrain	Wood Grain Camera Paint	Handcrafted with care, love, and the wood of quickly disappearing endangered tree species - the Wood Grain Camera Paint is the perfect addition to your camera.  - SKIN IS CRAFTABLE AT TINKER WORKBENCHES. -	Wood Grain Camera Paint	Premium	004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5EE:ATX_Entitlement_Filter_Store_Skin_Weapons:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/CameraSkin/	ATX_Skin_CameraSkin_WoodGrain.dds		00420FEE:ATX_co_mod_Camera_WoodGrain:COBJ	2	ATX_Skin_CameraSkin_WoodGrain_C1.ddsATX_Skin_CameraSkin_WoodGrain_C2.dds													
0041F7F7	ATX_ENTM_CAMP_FloorDecor_DeathClaw_Easter_Egg_05	Classic Deathclaw Easter Egg	Log in each day and collect all 6 Deathclaw Easter Egg decorations to receive a free, limited timed item on the seventh day!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Classic Deathclaw Easter Egg		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_05.dds		004220EA:ATX_co_Clothes_Headwear_EasterBunnyMascot:COBJ|0047737F:ATX_workshop_LL_statuesSmall:LVLI|006C72D4:ATX_co_Tinkers_Souvenir_DeathclawEasterEgg05:COBJ	1	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_05_C1.dds													
0041F7F3	ATX_ENTM_CAMP_FloorDecor_DeathClaw_Easter_Egg_01	Flowery Deathclaw Easter Egg	Log in each day and collect all 6 Deathclaw Easter Egg decorations to receive a free, limited timed item on the seventh day!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Flowery Deathclaw Easter Egg		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_01.dds		004220EA:ATX_co_Clothes_Headwear_EasterBunnyMascot:COBJ|0047737F:ATX_workshop_LL_statuesSmall:LVLI|006C72D0:ATX_co_Tinkers_Souvenir_DeathclawEasterEgg01:COBJ	1	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_01_C1.dds													
0041F7F4	ATX_ENTM_CAMP_FloorDecor_DeathClaw_Easter_Egg_02	Patterned Deathclaw Easter Egg	Log in each day and collect all 6 Deathclaw Easter Egg decorations to receive a free, limited timed item on the seventh day!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Patterned Deathclaw Easter Egg		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_02.dds		004220EA:ATX_co_Clothes_Headwear_EasterBunnyMascot:COBJ|0047737F:ATX_workshop_LL_statuesSmall:LVLI|006C72D1:ATX_co_Tinkers_Souvenir_DeathclawEasterEgg02:COBJ	1	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_02_C1.dds													
0041F7F8	ATX_ENTM_CAMP_FloorDecor_DeathClaw_Easter_Egg_06	Onyx Deathclaw Easter Egg	Log in each day and collect all 6 Deathclaw Easter Egg decorations to receive a free, limited timed item on the seventh day!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Onyx Deathclaw Easter Egg		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_06.dds		004220EA:ATX_co_Clothes_Headwear_EasterBunnyMascot:COBJ|0047737F:ATX_workshop_LL_statuesSmall:LVLI|006C72D5:ATX_co_Tinkers_Souvenir_DeathclawEasterEgg06:COBJ	1	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_06_C1.dds													
0041F7F5	ATX_ENTM_CAMP_FloorDecor_DeathClaw_Easter_Egg_03	Paint Splotch Deathclaw Easter Egg	Log in each day and collect all 6 Deathclaw Easter Egg decorations to receive a free, limited timed item on the seventh day!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Paint Deathclaw Easter Egg		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_03.dds		004220EA:ATX_co_Clothes_Headwear_EasterBunnyMascot:COBJ|0047737F:ATX_workshop_LL_statuesSmall:LVLI|006C72D2:ATX_co_Tinkers_Souvenir_DeathclawEasterEgg03:COBJ	1	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_03_C1.dds													
0041F7F6	ATX_ENTM_CAMP_FloorDecor_DeathClaw_Easter_Egg_04	Pink Flower Deathclaw Easter Egg	Log in each day and collect all 6 Deathclaw Easter Egg decorations to receive a free, limited timed item on the seventh day!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Pink Deathclaw Easter Egg		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_04.dds		004220EA:ATX_co_Clothes_Headwear_EasterBunnyMascot:COBJ|0047737F:ATX_workshop_LL_statuesSmall:LVLI|006C72D3:ATX_co_Tinkers_Souvenir_DeathclawEasterEgg04:COBJ	1	ATX_CAMP_FloorDecor_DeathClaw_Easter_Egg_04_C1.dds													
0041F7F2	ATX_TP_ENTM_CAMP_Floor_RetroWave	Retro Wave Carpet Floor and Foundations	Do you miss the golden era of home decor? Now you don't have to! Blast-off to the non-irradiated past with the Retro Wave Carpet Floor and Foundations set!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Retro Wave Carpet		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Floors/	ATX_CAMP_Floor_RetroWave.dds		0008BEC1:workshop_LL_Structure_FloorFull:LVLI|003EAEC0:workshop_LL_Structure_FoundationWood:LVLI|003EAEC2:workshop_LL_Structure_FoundationConcrete:LVLI	2	ATX_CAMP_Floor_RetroWave_C1.ddsATX_CAMP_Floor_RetroWave_C2.dds													
0041F7F1	ATX_ENTM_CAMP_Floor_ColoredWood	Striped Planks Floor and Foundations	Want something different out of your wood floors? Brighten up your day with the Striped Plank Floor and Foundations pack!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Striped Planks		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Floors/	ATX_CAMP_Floor_ColoredWood.dds		0008BEC1:workshop_LL_Structure_FloorFull:LVLI|003EAEC0:workshop_LL_Structure_FoundationWood:LVLI|003EAEC2:workshop_LL_Structure_FoundationConcrete:LVLI	2	ATX_CAMP_Floor_ColoredWood_C1.ddsATX_CAMP_Floor_ColoredWood_C2.dds													
0041F6DE	ATX_ENTM_Skin_PowerArmor_Paint_TX_NukaShine	Nukashine Power Armor Paint Set	Speak easy and carry a big Power Armor! Who knows where you will end up with this blacked out Nukashine paint set.  This is a unique skin that completely alters the appearance of your Power Armor. It can be equipped on all main Power Armors.  - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Nukashine Paint Set	Premium	004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5F0:ATX_Entitlement_Filter_Store_Skin_PowerArmor:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/PowerArmor/	ATX_Skin_PowerArmor_Paint_NukaShine.dds		0041F6C6:ATX_co_mod_PowerArmor_T45_Helmet_Material_Paint_NukaShine:COBJ|0041F6C7:ATX_co_mod_PowerArmor_T45_LeftArm_Material_Paint_NukaShine:COBJ|0041F6C8:ATX_co_mod_PowerArmor_T45_LeftLeg_Material_Paint_NukaShine:COBJ|0041F6C9:ATX_co_mod_PowerArmor_T45_RightArm_Material_Paint_NukaShine:COBJ|0041F6CA:ATX_co_mod_PowerArmor_T45_RightLeg_Material_Paint_NukaShine:COBJ|0041F6CB:ATX_co_mod_PowerArmor_T45_Torso_Material_Paint_NukaShine:COBJ|0041F6CC:ATX_co_mod_PowerArmor_T51_Helmet_Material_Paint_NukaShine:COBJ|0041F6CD:ATX_co_mod_PowerArmor_T51_LeftArm_Material_Paint_NukaShine:COBJ|0041F6CE:ATX_co_mod_PowerArmor_T51_LeftLeg_Material_Paint_NukaShine:COBJ|0041F6CF:ATX_co_mod_PowerArmor_T51_RightArm_Material_Paint_NukaShine:COBJ|0041F6D0:ATX_co_mod_PowerArmor_T51_RightLeg_Material_Paint_NukaShine:COBJ|0041F6D1:ATX_co_mod_PowerArmor_T51_Torso_Material_Paint_NukaShine:COBJ|0041F6D2:ATX_co_mod_PowerArmor_T60_Helmet_Material_Paint_NukaShine:COBJ|0041F6D3:ATX_co_mod_PowerArmor_T60_LeftArm_Material_Paint_NukaShine:COBJ|0041F6D4:ATX_co_mod_PowerArmor_T60_LeftLeg_Material_Paint_NukaShine:COBJ|0041F6D5:ATX_co_mod_PowerArmor_T60_RightArm_Material_Paint_NukaShine:COBJ|0041F6D6:ATX_co_mod_PowerArmor_T60_RightLeg_Material_Paint_NukaShine:COBJ|0041F6D7:ATX_co_mod_PowerArmor_T60_Torso_Material_Paint_NukaShine:COBJ|0041F6D8:ATX_co_mod_PowerArmor_X01_Helmet_Material_Paint_NukaShine:COBJ|0041F6D9:ATX_co_mod_PowerArmor_X01_LeftArm_Material_Paint_NukaShine:COBJ|0041F6DA:ATX_co_mod_PowerArmor_X01_LeftLeg_Material_Paint_NukaShine:COBJ|0041F6DB:ATX_co_mod_PowerArmor_X01_RightArm_Material_Paint_NukaShine:COBJ|0041F6DC:ATX_co_mod_PowerArmor_X01_RightLeg_Material_Paint_NukaShine:COBJ|0041F6DD:ATX_co_mod_PowerArmor_X01_Torso_Material_Paint_NukaShine:COBJ	5	ATX_Skin_PowerArmor_Paint_NukaShine_C1.ddsATX_Skin_PowerArmor_Paint_NukaShine_C2.ddsATX_Skin_PowerArmor_Paint_NukaShine_C3.ddsATX_Skin_PowerArmor_Paint_NukaShine_C4.ddsATX_Skin_PowerArmor_Paint_NukaShine_C5.dds													
0041F6C4	ATX_ENTM_CAMP_Machinery_Generator_Small_Corvega	Corvega Generator - Small	Enjoy the calming effect of clean, quiet, and efficient power through this Corvega Small Generator.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Corvega Generator - Small		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0049499B:ATX_Entitlement_Filter_Store_CAMP_Machinery:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Machinery/	ATX_CAMP_Machinery_GeneratorSmall_Corvega.dds		004958D2:workshop_LL_Power_Generators_Small:LVLI	2	ATX_CAMP_Machinery_GeneratorSmall_Corvega_C1.ddsATX_CAMP_Machinery_GeneratorSmall_Corvega_C2.dds													
0041F6C3	ATX_ENTM_CAMP_Machinery_Generator_Medium_Corvega	Corvega Generator - Medium	Enjoy the calming effect of clean, quiet, and efficient power through this Corvega Medium Generator.  (Requires the Medium Generator Plan to be learned.)  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Corvega Generator - Medium		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0049499B:ATX_Entitlement_Filter_Store_CAMP_Machinery:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Machinery/	ATX_CAMP_Machinery_GeneratorMedium_Corvega.dds		00477FDF:workshop_LL_Power_Generators_Medium:LVLI	2	ATX_CAMP_Machinery_GeneratorMedium_Corvega_C1.ddsATX_CAMP_Machinery_GeneratorMedium_Corvega_C2.dds													
0041F6C2	ATX_ENTM_Apparel_Headwear_SkullMask	Skull Mask	Show West Virginia that you have conquered the wasteland by becoming death itself with this Skull Mask!  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Skull Mask		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/Headwear/	ATX_Apparel_Headwear_SkullMask.dds		0041F6C1:ATX_co_Clothes_Headwear_SkullMask:COBJ	2	ATX_Apparel_Headwear_SkullMask_C1.ddsATX_Apparel_Headwear_SkullMask_C2.dds													
0041F518	ATX_ENTM_CAMP_Sign_Warning_04	No Trespassing Sign	Tired of Wastelanders ignoring clear and perilous danger around your C.A.M.P.? Give them fair warning with the No Trespassing Sign.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	No Trespassing Sign	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Signs/	ATX_CAMP_Sign_Warning_04.dds		0041C972:ATX_workshop_LL_Signs_Warning:LVLI	2	ATX_CAMP_Sign_Warning_04_C1.ddsATX_CAMP_Sign_Warning_04_C2.dds													
0041F44B	ATX_ENTM_CAMP_Lights_Table_Midcentury	Mid-Century Curvy Lamp	Curvy lamps are the wave of the future!   - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Mid-Century Lamp		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Lights/	ATX_CAMP_Lights_Midcentury.dds		004F6D70:workshop_LL_Lights_TableLamps:LVLI	2	ATX_CAMP_Lights_Midcentury_C1.ddsATX_CAMP_Lights_Midcentury_C2.dds													
0041F449	SCORE_S8_ENTM_CAMP_Lights_Ceiling_ElaborateSilver	Elaborate Silver Chandelier	Fancy Nukashine parties are made better when lit by silver!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Silver Chandelier		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Lights/	ATX_CAMP_Lights_Ceiling_ElaborateSilver.dds		00510114:workshop_LL_Lights_CeilingLights:LVLI	2	ATX_CAMP_Lights_Ceiling_ElaborateSilver_C1.ddsATX_CAMP_Lights_Ceiling_ElaborateSilver_C2.dds													
0041F44A	ATX_ENTM_CAMP_Lights_Ceiling_MidcenturyDisks	Mid-Century Disks Ceiling Light	A well lit camp makes for a relaxing respite from the rigors of reclamation.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Disks Ceiling Light		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Lights/	ATX_CAMP_Lights_Ceiling_MidcenturyDisks.dds		00510114:workshop_LL_Lights_CeilingLights:LVLI	0														
0041F2F1	ATX_TP_ENTM_Apparel_Underarmor_BowlingTeam	Bowling League Uniform	Get out of your usual lane with this bowling uniform, but hopefully not into the gutter!   This item is worn under your armor and in the Casual mod group.   - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Bowling Uniform		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0052B5F4:ATX_Entitlement_Filter_Store_Apparel_UnderArmor:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Player/UnderArmor/	ATX_Apparel_UnderArmor_BowlingTeam.dds		0041F2F8:ATX_TP_co_Casual_Underarmor_BowlingTeam:COBJ	2	ATX_Apparel_UnderArmor_BowlingTeam_C1.ddsATX_Apparel_UnderArmor_BowlingTeam_C2.dds													
0041F2F5	ATX_ENTM_Apparel_Headwear_DevilVaultGirlMask	Devil Vault Girl Head	You would never start any trouble in Appalachia  in this Devil Vault Girl Head...  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Devil Head		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/Headwear/	ATX_Apparel_Headwear_DevilVaultGirl_Mask.dds		0041F2FD:ATX_co_Clothes_Headwear_DevilVaultGirlMask:COBJ	3	ATX_Apparel_Headwear_DevilVaultGirl_Mask_C1.ddsATX_Apparel_Headwear_DevilVaultGirl_Mask_C2.ddsATX_Apparel_Headwear_DevilVaultGirl_Mask_C3.dds													
0041F2F0	ATX_ENTM_Apparel_Underarmor_TacticalOps	Tactical Ops Suit	Outwit your opponents with both tactics and strategy!  This item is worn under your armor and in the Casual mod group.   - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Tactical Ops Suit		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0052B5F4:ATX_Entitlement_Filter_Store_Apparel_UnderArmor:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/UnderArmor/	ATX_Apparel_UnderArmor_TacticalOps.dds		0041F2F7:ATX_co_Casual_Underarmor_TacticalOps:COBJ	2	ATX_Apparel_UnderArmor_TacticalOps_C1.ddsATX_Apparel_UnderArmor_TacticalOps_C2.dds													
0041F2F3	ATX_ENTM_Apparel_Headwear_VintageFootball	Vintage Football Helmet	Use this vintage football helmet to protect against shots to the head. (No protection guaranteed)  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Football Helmet		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Player/Headwear/	ATX_Apparel_Headwear_VintageFootball.dds		0041F2FA:ATX_co_Clothes_Headwear_VintageFootball:COBJ	2	ATX_Apparel_Headwear_VintageFootball_C1.ddsATX_Apparel_Headwear_VintageFootball_C2.dds													
0041F2F4	ATX_ENTM_Apparel_Headwear_PumpkinVaultGirlMask	Pumpkin Vault Girl Head	Hopefully you do not lose your head with this Pumpkin Vault Girl Head!  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Pumpkin Head		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/Headwear/	ATX_Apparel_Headwear_PumpkinVaultGirlMask.dds		0041F2FB:ATX_co_Clothes_Headwear_PumpkinVaultGirlMask:COBJ	2	ATX_Apparel_Headwear_PumpkinVaultGirlMask_C1.ddsATX_Apparel_Headwear_PumpkinVaultGirlMask_C2.dds													
0041F2EF	ATX_ENTM_Apparel_Underarmor_VintageFootball	Vintage Football Uniform	Tackle Appalachia with this old school football uniform!  This item is worn under your armor and in the Casual mod group.   - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Football Uniform		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0052B5F4:ATX_Entitlement_Filter_Store_Apparel_UnderArmor:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/UnderArmor/	ATX_Apparel_UnderArmor_VintageFootball.dds		0041F2F6:ATX_co_Casual_Underarmor_VintageFootball:COBJ	2	ATX_Apparel_UnderArmor_VintageFootball_C1.ddsATX_Apparel_UnderArmor_VintageFootball_C2.dds													
0041F2F2	ATX_ENTM_Apparel_Outfit_AlbinoFur	Albino Fur Coat	Only the softest fur was used in Appalachia for this Albino Fur Coat. What creature could it have come from?  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Albino Fur		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB28:ATX_Entitlement_Filter_Store_Apparel_Outfits:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Player/Outfit/	ATX_Apparel_Outfit_AlbinoFur.dds		0041F2F9:ATX_co_Clothes_Outfit_AlbinoFur:COBJ	2	ATX_Apparel_Outfit_AlbinoFur_C1.ddsATX_Apparel_Outfit_AlbinoFur_C2.dds													
0041F2EE	ATX_ENTM_CAMP_FloorDecor_Cactus_Set_02	Fierce Cactus	Not everything in the Wasteland is lost to radiation. Add some greenery to your C.A.M.P. with this Fierce Cactus.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Fierce Cactus	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Cactus_Set_02.dds		00417687:ATX_workshop_LL_Decorations_Cacti:LVLI	2	ATX_CAMP_FloorDecor_Cactus_Set_02_C1.ddsATX_CAMP_FloorDecor_Cactus_Set_02_C2.dds													
0041C9C3	ATX_ENTM_CAMP_FloorDecor_Rug_DeathClaw	Deathclaw Pelt Rug	This Deathclaw Pelt Rug is really gonna tie the room together!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Deathclaw Pelt Rug	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Rug_DeathClaw.dds		0041C9C2:ZZZ_ATX_workshop_co_CondProxy_FloorDecor_DeathClawSkin_Rug:COBJ|0084F1AA:workshop_LL_FloorDecor_AnimalSkinRugs:LVLI	2	ATX_CAMP_FloorDecor_Rug_DeathClaw_C1.ddsATX_CAMP_FloorDecor_Rug_DeathClaw_C2.dds													
0041C9C1	ATX_ENTM_CAMP_Lights_Letters_Bulb	Light Bulb Letters Set	Light up your C.A.M.P. with this Light Bulb Letters set! This set includes a unique, placeable item for each letter of the alphabet!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Light Bulb Letters Set		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Lights/	ATX_CAMP_Lights_Letters_Bulb.dds		0041C9C0:ATX_workshop_co_Decorations_BulbLetterKit:COBJ	2	ATX_CAMP_Lights_Letters_Bulb_C1.ddsATX_CAMP_Lights_Letters_Bulb_C2.dds													
0041C9BB	ATX_ENTM_CAMP_Lights_SignWelcomeFriends	Welcome Friends Lit Sign	Create a warm and welcoming atmosphere with the Welcome Friends Lit Sign.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Welcome Friends Sign	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Lights/	ATX_CAMP_Lights_SignWelcomeFriends.dds		0041C9BC:ATX_workshop_LL_Lights_Signs:LVLI	2	ATX_CAMP_Lights_SignWelcomeFriends_C1.ddsATX_CAMP_Lights_SignWelcomeFriends_C2.dds													
