FormID	EDID	FULL	SHRT	RNAM_FormID	RNAM_EDID	RNAM_Name	ATKR_FormID	ATKR_EDID	ATKR_Name	INAM_FormID	INAM_EDID	TPLT_FormID	TPLT_EDID	TPLT_Name	LTPT_FormID	LTPT_EDID	LTPT_Name	LTPC_FormID	LTPC_EDID	LTPC_Name	CNAM_FormID	CNAM_EDID	CNAM_Name	VTCK_FormID	VTCK_EDID	VTCK_Name	WNAM_FormID	WNAM_EDID	DOFT_FormID	DOFT_EDID	ACBS_Flags	ACBS_XPOffset	ACBS_Level	ACBS_CalcMinLvl	ACBS_CalcMaxLvl	ACBS_DispositionBase	ACBS_TemplateFlags	AJNG_EDID	AJXG_EDID	DNAM_CalcHealth	DNAM_CalcActionPts	DNAM_FarAwayDist	DNAM_GearedUpWeapons	ZNAM_FormID	ZNAM_EDID	ECOR_FormID	ECOR_EDID	Factions_Flat
0052072C	Loot_CorpseResponderParamedicMale04	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	004DEAA6	Outfit_Loot_Corpse_Responder_Paramedic		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520742	Loot_CorpseResponderRangerMale02	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB5	Outfit_Loot_Corpse_Responder_Ranger		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520930	Loot_CorpseResponderFiremanFemale03	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB4	Outfit_Loot_Corpse_Responder_Fireman		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052073F	Loot_CorpseResponderRangerFemale03	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB5	Outfit_Loot_Corpse_Responder_Ranger		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520729	Loot_CorpseResponderParamedicFemale05	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	004DEAA6	Outfit_Loot_Corpse_Responder_Paramedic		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052073C	Loot_CorpseResponderPostmanMale04	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB7	Outfit_Loot_Corpse_Responder_Postman		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052092B	Loot_CorpseResponderCopFemale05	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB3	Outfit_Loot_Corpse_Responder_Cop		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520739	Loot_CorpseResponderPostmanFemale05	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB7	Outfit_Loot_Corpse_Responder_Postman		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520732	Loot_CorpseResponderPastorMale02	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB6	Outfit_Loot_Corpse_Responder_Pastor		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520933	Loot_CorpseResponderFiremanMale02	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB4	Outfit_Loot_Corpse_Responder_Fireman		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052074B	Loot_CorpseResponderGenericMale03	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	0039CCAF	Outfit_Loot_Corpse_Responder_Generic		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520744	Loot_CorpseResponderRangerMale04	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB5	Outfit_Loot_Corpse_Responder_Ranger		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052072A	Loot_CorpseResponderParamedicMale02	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	004DEAA6	Outfit_Loot_Corpse_Responder_Paramedic		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520737	Loot_CorpseResponderPostmanFemale03	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB7	Outfit_Loot_Corpse_Responder_Postman		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520935	Loot_CorpseResponderFiremanMale04	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB4	Outfit_Loot_Corpse_Responder_Fireman		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520731	Loot_CorpseResponderPastorFemale05	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB6	Outfit_Loot_Corpse_Responder_Pastor		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520741	Loot_CorpseResponderRangerFemale05	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB5	Outfit_Loot_Corpse_Responder_Ranger		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520727	Loot_CorpseResponderParamedicFemale03	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	004DEAA6	Outfit_Loot_Corpse_Responder_Paramedic		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
00520734	Loot_CorpseResponderPastorMale04	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB6	Outfit_Loot_Corpse_Responder_Pastor		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052073A	Loot_CorpseResponderPostmanMale02	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	003ACCB7	Outfit_Loot_Corpse_Responder_Postman		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
003DAE6F	EncProtectron05	Protectron Guardian		000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B09	EncProtectron01Template	Protectron							000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	50	0	0	35		Renorm_MinLVL_Tier07	Renorm_MaxLVL_Tier02	375	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
003DAE6E	EncProtectron04	Protectron Guardian		000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B09	EncProtectron01Template	Protectron							000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	38	0	0	35		Renorm_MinLVL_Tier06	Renorm_MaxLVL_Tier02	335	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
00309215	LvlProtectronStrikebreaker_Hostile	Protectron Strikebreaker		000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B07	LvlProtectron								000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	5	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	60	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0] | RobotStrikebreakerFaction[Rank:0]
00309214	LvlMrGutsyStrikebreaker	Mr. Gutsy Strikebreaker		000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B346	LLD_Creature_Robot_MrGutsy	00146CE3	LCharMrGutsy					0016556E	ChanceLegendary		000EF217	MrHandyClass	Mr Handy	0006E59F	RobotMrGutsy							0	0.10	52	0	35		Renorm_MinLVL_GlowingCreature	Renorm_MaxLVL_GlowingCreature	617	100	0	1	00149C9D	csMrGutsy	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0] | RobotStrikebreakerFaction[Rank:0]
00309213	LvlAssaultronStrikebreaker			000D8417	AssaultronRace	Assaultron				0001B34D	LLD_Creature_Robot_Assaultron	00121D51	LCharAssaultron_Normal					0016556E	ChanceLegendary		000B287C	RobotClass	Robot Class	0006E5A2	RobotAssaultron							0	17	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier03	400	50	0	1	000E1AAF	csAssaultron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0] | RobotStrikebreakerFaction[Rank:0]
00309216	LvlSentryBotStrikebreaker	Sentry Bot Strikebreaker		000AE0B7	SentryBotRace	SentryBot	000AE0B7	SentryBotRace	SentryBot	0001B34C	LLD_Creature_Robot_SentryBot	0012BC12	LCharSentryBot					0016556E	ChanceLegendary		000B287C	RobotClass	Robot Class	0006E5A3	RobotSentryBot							0	0.10	60	0	35		Renorm_MinLVL_GlowingCreature	Renorm_MaxLVL_GlowingCreature	1725	50	0	1	000B9D66	csSentryBot	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0] | RobotStrikebreakerFaction[Rank:0]
001199E6	EncGrafton00	Grafton Monster		0000E889	GraftonMonsterRace	Grafton Monster	0000E889	GraftonMonsterRace	Grafton Monster	0032F76B	LLD_Creature_Grafton	0000E8D6	EncGrafton01Template	Enraged Grafton Monster							003C1D3E	GraftonClass	Grafton Monster	000A7392	CrGraftonVoice		0000E88B	SkinGraftonMonster				0	10	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	550	0	0	1	00073FA8	csGrafton	0004223F	DefaultCombatMasterPackageList	GraftonMonsterFaction[Rank:0]
004ECC78	RE_SceneBB02_MrVeterinarian	Mr Veterinarian		000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B34B	LLD_Creature_Robot_MrHandy	00157C9D	LCharMrHandy_Standard								000EF217	MrHandyClass	Mr Handy	00019FE3	RobotMrHandy							0	8	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	35	100	0	1	000EF218	csMrHandy	0004223F	DefaultCombatMasterPackageList	RE_SceneBB02Faction[Rank:0]
004ECC72	RE_SceneBB01_BabySloth	Baby Mega Sloth		0013BA06	MegaSlothRace	Megasloth	0013BA06	MegaSlothRace	Megasloth	00053032	LLD_Creature_Megasloth	001D50E7	LCharMegasloth								00053038	MegaslothClass	Megasloth	002AA1C7	CrMegaSloth		0013BA12	SkinMegaSloth				0	40	0	0	35		Renorm_MinLVL_GlowingCreature	Renorm_MaxLVL_GlowingCreature	975	550	0	1	0005303D	csMegasloth	0004223F	DefaultCombatMasterPackageList	MegaslothFaction[Rank:0]
0031C8AE	RE_ObjectTS03_MrGutsy			000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B346	LLD_Creature_Robot_MrGutsy	00146CE3	LCharMrGutsy					0016556E	ChanceLegendary		000EF217	MrHandyClass	Mr Handy	0006E59F	RobotMrGutsy							0	0.10	52	0	35		Renorm_MinLVL_GlowingCreature	Renorm_MaxLVL_GlowingCreature	617	100	0	1	00149C9D	csMrGutsy	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0] | RE_ObjectTS03Robots[Rank:0]
0031C8AC	RESceneTS05_Loot_Corpse_TreasureHunter	Treasure Hunter		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	0031C8AF	RESceneTS05_Outfit_Loot_Corpse_TreasureHunter		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0031C8AD	RE_ObjectTS03_Assaultron			000D8417	AssaultronRace	Assaultron				0001B34D	LLD_Creature_Robot_Assaultron	00121D51	LCharAssaultron_Normal					0016556E	ChanceLegendary		000B287C	RobotClass	Robot Class	0006E5A2	RobotAssaultron							0	17	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier03	400	50	0	1	000E1AAF	csAssaultron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0] | RE_ObjectTS03Robots[Rank:0]
0052754F	RE_SceneDWD02Protectron			000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B08	LCharProtectron_Normal					0016556E	ChanceLegendary		000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	5	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	60	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
00527557	RE_SceneDWD06_Corpse_FaceM01	Escaped Inmate		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	00527558	RE_SceneDWD06_CorpseOutfit		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1	00064126	csRaiderRangedDefenseHigh			
0052754E	RE_SceneDWD02SentryBot			000AE0B7	SentryBotRace	SentryBot	000AE0B7	SentryBotRace	SentryBot	0001B34C	LLD_Creature_Robot_SentryBot	0012BC12	LCharSentryBot					0016556E	ChanceLegendary		000B287C	RobotClass	Robot Class	0006E5A3	RobotSentryBot							0	0.10	60	0	35		Renorm_MinLVL_GlowingCreature	Renorm_MaxLVL_GlowingCreature	1725	50	0	1	000B9D66	csSentryBot	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
0052F18E	RE_SceneBB02_Cat	Stray Cat	Cat	000C9ACF	CatRace	Cat	000C9ACF	CatRace	Cat	000939B9	LLD_Creature_Cat	005C40F2	LvlCritterCat_NoActorCap								00043DE4	CritterClass	Critter Class	000F0671	CrCat		000C9AD0	SkinCat				0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier00	15	50	0	1			0004223F	DefaultCombatMasterPackageList	RE_SceneBB02Faction[Rank:0]
004E0EC4	RE_TravelMD01_Eyebot			000A563A	EyeBotRace	EyeBot	000A563A	EyeBotRace	EyeBot	000A7DA1	LLD_Creature_Eyebot	00058568	LvlEyeBotResponder	Responder EyeBot							000A7DA2	EyebotClass	EyeBot	000AE7EC	RobotEyebot		00046C61	SkinEyeBotResponder				0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	20	100	200	1	000A7DA3	csEyebot			RobotFaction[Rank:0] | EyebotFaction[Rank:0] | PlayerAllyFaction[Rank:0] | ResponderFaction[Rank:0]
004E0FA6	EncProtectronMedic01Ranged	Protectron		000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B09	EncProtectron01Template	Protectron							000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	14	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	75	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
004E0FA3	EncProtectron05Hostile	Protectron Guardian		000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B09	EncProtectron01Template	Protectron							000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	50	0	0	35		Renorm_MinLVL_Tier07	Renorm_MaxLVL_Tier02	375	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
004E0FA2	EncProtectron04Hostile	Protectron Guardian		000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B09	EncProtectron01Template	Protectron							000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	38	0	0	35		Renorm_MinLVL_Tier06	Renorm_MaxLVL_Tier02	335	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
004E1022	EncProtectron01HostileFast	Protectron		00772F32	ProtectronFastRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	00106B09	EncProtectron01Template	Protectron							000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	5	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	60	50	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
004E102F	RE_SceneSM01_Loot_CorpseWillie	Willie		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	004E1030	Outfit_Loot_Corpse_CivilWar		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
004E10BE	LvlMrGutsyFreeStates	Free States Gutsy		000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B346	LLD_Creature_Robot_MrGutsy	00146CE3	LCharMrGutsy					0016556E	ChanceLegendary		000EF217	MrHandyClass	Mr Handy	0006E59F	RobotMrGutsy							0	0.10	52	0	35		Renorm_MinLVL_GlowingCreature	Renorm_MaxLVL_GlowingCreature	617	100	0	1	00149C9D	csMrGutsy	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0] | PlayerAllyFaction[Rank:0]
004E10E0	LC044_Loot_CorpseTrappedResponder	Responder Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	0039CCAF	Outfit_Loot_Corpse_Responder_Generic		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052EC16	REObjectTS04_Loot_Corpse_LoneWanderer	Lone Traveler		00013746	HumanRace	Human	00013746	HumanRace	Human			00369C17	Loot_CorpseBase10	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	0014D24D	ResidentGreaserJacket		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0052ED90	RE_ScenePS01_Robot	Mr Handy	Mr. Handy	000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B34B	LLD_Creature_Robot_MrHandy	00157C9D	LCharMrHandy_Standard								000EF217	MrHandyClass	Mr Handy	00019FE3	RobotMrHandy							0	8	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	35	100	0	1	000EF218	csMrHandy	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0] | RobotFaction[Rank:0] | PlayerAllyFaction[Rank:0]
0052EE02	RE_SceneSM02_HandyVlad	Vlad		000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B34B	LLD_Creature_Robot_MrHandy	00157C9D	LCharMrHandy_Standard								000EF217	MrHandyClass	Mr Handy	0052EE00	RobotMrHandy_RE_SceneSM02_Vlad	Vlad						0	8	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	35	100	0	1	000EF218	csMrHandy	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
0052EE01	RE_SceneSM02_NannyMia	Mia		000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B34B	LLD_Creature_Robot_MrHandy	00157C9D	LCharMrHandy_Standard								000EF217	MrHandyClass	Mr Handy	0052EDFF	RobotMsNanny_RE_SceneSM02_Mia	Mia						0	8	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	35	100	0	1	000EF218	csMrHandy	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
0052EE13	OverseerPersonal_Evan			0010CA5F	ScorchedRace	Scorched	0010CA5F	ScorchedRace	Scorched	004EE6C8	LLD_Creature_Scorched_Melee	0008E624	LvlScorchedMelee								0016CBCD	ScorchedClass	Scorched	000666E6	CrScorchedMale		0010CA68	SkinNakedScorched	0052EE14	OverseerPersonal_EvanOutfit		87	68	0	0	35		Renorm_MinLVL_Tier09	Renorm_MaxLVL_Tier03	330	0	0	1	00194D9D	csScorchedMelee	0004223F	DefaultCombatMasterPackageList	ScorchedFaction[Rank:0]
0037F57B	RE_ObjectCMB05_Loot_Corpse	Raider Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	0039CCAE	Outfit_Loot_Corpse_Raider		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
003847DF	TestEncWaveVertibot	Vertibot	Vertibot	0000D18E	VertibotRace	Cargobot	000D77E3	VertibirdRace	Vertibot	003B9762	LLD_Creature_Vertibot										003B975F	VertibotClass	Vertibot				001D641F	SkinVertibot				0	15	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	1450	50	0	1	00526B8B	csVertibot	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0] | BoundCaptiveFaction[Rank:0] | VertibotFaction[Rank:0]
0033AE54	SQ_MasterRobotName	Mr Handy		0033AE53	SQ_MasterRobotNameRace_DONOTUSE	Robot	000359F4	HandyRace	Mr. Handy	0001B34B	LLD_Creature_Robot_MrHandy										000EF217	MrHandyClass	Mr Handy	00019FE3	RobotMrHandy							0	8	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	35	100	0	1	000EF218	csMrHandy	0004223F	DefaultCombatMasterPackageList	RobotFaction[Rank:0]
0033B08D	RE_ScenePS02_Nanny	Miss Nanny	Miss Nanny	000359F4	HandyRace	Mr. Handy	000359F4	HandyRace	Mr. Handy	0001B34B	LLD_Creature_Robot_MrHandy	00157C9D	LCharMrHandy_Standard								000EF217	MrHandyClass	Mr Handy	0006E5A0	RobotMsNanny							0	8	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	35	100	0	1	000EF218	csMrHandy	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0] | RobotFaction[Rank:0]
0033B15A	LC096_Loot_CorpsePatient03_LongJohns	Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human												0001326B	Citizen	Citizen				0001E572	SkinCorpse	0001F159	ResidentLongJohns		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0033B0C0	LC096_Loot_CorpsePatient01	Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human												0001326B	Citizen	Citizen				0001E572	SkinCorpse				0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0033B0C2	LC096_Loot_CorpsePatient02	Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human												0001326B	Citizen	Citizen				0001E572	SkinCorpse				0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
0033B15D	LC096_Loot_CorpsePatient04_LongJohns	Corpse		00013746	HumanRace	Human	00013746	HumanRace	Human												0001326B	Citizen	Citizen				0001E572	SkinCorpse	0001F159	ResidentLongJohns		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
002C5FC7	EncGuardDog_POI	Dog		00187AF9	RaiderDogRace	Attack Dog				0002EF6B	LLD_Creature_Dog										0005F96D	viciousDogClass	Vicious Dog	0019433E	CrRaiderDogVoice		000B2BF1	SkinRaiderDog	003D127B	CreatureOutfit_RaiderDog02Outfit		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	60	100	0	1	00047903	csDogmeat			PlayerFaction[Rank:0]
002C60E0	RE_ObjectCT01_FordCorpse	Ford		00013746	HumanRace	Human	00013746	HumanRace	Human			000A0E2F	Loot_CorpseBase	Corpse							0001326B	Citizen	Citizen				0001E572	SkinCorpse	00021842	Wastelander01		0	6	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	165	50	0	1					
002C6144	LvlScorchedMelee_ResponderOutfit			0010CA5F	ScorchedRace	Scorched	0010CA5F	ScorchedRace	Scorched	004EE6C8	LLD_Creature_Scorched_Melee	005A03BA	LvlScorched_InvType_Melee								0016CBCD	ScorchedClass	Scorched	000666E6	CrScorchedMale		0010CA68	SkinNakedScorched	003D0069	CreatureOutfit_ScorchedResponder		87	68	0	0	35		Renorm_MinLVL_Tier09	Renorm_MaxLVL_Tier03	330	0	0	1	00194D9D	csScorchedMelee	0004223F	DefaultCombatMasterPackageList	ScorchedFaction[Rank:0]
002C6146	LvlScorchedRanged_ResponderOutfit			0010CA5F	ScorchedRace	Scorched	0010CA5F	ScorchedRace	Scorched	0016CBC5	LLD_Creature_Scorched_Ranged	005A03BF	LvlScorched_InvType_Ranged								0016CBCD	ScorchedClass	Scorched	000666E6	CrScorchedMale		0010CA68	SkinNakedScorched	003D0069	CreatureOutfit_ScorchedResponder		87	68	0	0	35		Renorm_MinLVL_Tier09	Renorm_MaxLVL_Tier03	330	0	0	1	0016CC3C	csScorchedRanged	0004223F	DefaultCombatMasterPackageList	ScorchedFaction[Rank:0]
