FLST_FormID	FLST_EDID	FLST_FULL	EntryIndex	Entry_Sig	Entry_FormID	Entry_EDID	Entry_FULL
0044FEB3	Legendary_Keywords_ExplosiveBulletsDisallowed		10	KYWD	00226454	WeaponTypeShotgun	Shotgun
0044FEB3	Legendary_Keywords_ExplosiveBulletsDisallowed		11	KYWD	0017F4FB	WeaponTypeBow	Bow
0044FEB3	Legendary_Keywords_ExplosiveBulletsDisallowed		12	KYWD	006692B9	WeaponTypeThirstZapper	
00450369	MTNM01_BaitMine_ActorKeywordList		0	KYWD	00098B56	AttractedByScentMeat	
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	0	CHAL	00451EA1	CUT_Challenge_Weekly_Photomode_Monuments_SUB_BearStatue	Use Photomode with the Camp Adams Bear
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	1	CHAL	00451E9F	CUT_Challenge_Weekly_Photomode_Monuments_SUB_BeckleyWorkshop	Use Photomode at the Dedication to Coal Miners in Beckley
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	2	CHAL	00451E9D	CUT_Challenge_Weekly_Photomode_Monuments_SUB_ColKellyMonument	Use Photomode at the Col. Kelley Monument
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	3	CHAL	00451EA2	CUT_Challenge_Weekly_Photomode_Monuments_SUB_GeorgeWashington	Use Photomode with the George Washington Statue
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	4	CHAL	00451EA3	CUT_Challenge_Weekly_Photomode_Monuments_SUB_Liberty	Use Photomode at the Liberty Statue in Charleston
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	5	CHAL	00451E9E	CUT_Challenge_Weekly_Photomode_Monuments_SUB_MothmanStatue	Use Photomode at the Mothman Statue in Point Pleasant
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	6	CHAL	00451E9C	CUT_Challenge_Weekly_Photomode_Monuments_SUB_MountainMinerMonument	Use Photomode at the Mountain Miner Monument
00451EA5	Challenge_Weekly_Photomode_Statues_META_Formlist	Statues Sub Challenges	7	CHAL	00451EA0	CUT_Challenge_Weekly_Photomode_Monuments_SUB_VaultBoyGirl	Use Photomode at the Vault Boy at Vault-Tec University
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	0	CHAL	00451E80	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_AlleghenyAsylum	Use Photomode in the Cemetery at Allegheny Asylum
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	1	CHAL	00451E66	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_BeckleyCemetery	Use Photomode at the Beckley Cemetery
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	2	CHAL	00451E82	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_Flatwoods	Use Photomode at the Cemetery in Flatwoods
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	3	CHAL	00451E81	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_Kanawha	Use Photomode at the Kanawha Church Cemetery
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	4	CHAL	00451E83	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_MorgantownAirport	Use Photomode at the Responders Cemetery near Morgantown Airport
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	5	CHAL	00451E7F	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_Philippi	Use Photomode at the Philippi Battlefield Cemetery
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	6	CHAL	00451E84	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_PleasantHill	Use Photomode at the Pleasant Hills Cemetery by Lewisburg
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	7	CHAL	00451E85	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_Summersville	Use Photomode at the Cemetery in Summersville
00451E87	Challenge_Weekly_Photomode_Cemeteries_META_Formlist	Cemeteries Sub Challenges	8	CHAL	00451E86	CUT_Challenge_Weekly_Photomode_Cemeteries_SUB_Hopewell	Use Photomode at the Hopewell Cemetery
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	0	CHAL	00451E98	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_DriedLakebed	Use Photomode at the Dried Lakebed in Toxic Valley
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	1	CHAL	004856B6	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_FishingHole	Use Photomode at an old Fishing Hole
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	2	CHAL	004856B5	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_GraftonDam	Use Photomode at the Grafton Dam
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	3	CHAL	00451E97	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_GraftonLakes	Use Photomode at the Lake near Grafton
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	4	CHAL	004856B7	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_GulperLagoonExt	Use Photomode at Gulper Lagoon
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	5	CHAL	00451E95	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_LakeEloise	Use Photomode at Lake Eloise
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	6	CHAL	00451E99	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_LakeReynolds	Use Photomode at Lake Reynolds
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	7	CHAL	0045286A	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_SolomonsPond	Use Photomode at Solomon's Pond
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	8	CHAL	00451E94	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_SpruceKnobLake	Use Photomode at Spruce Knob Lake
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	9	CHAL	00451E9A	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_Summersville	Use Photomode at the Summersville Dam
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	10	CHAL	00451E96	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_TwinLakes	Use Photomode at the Twin Lakes
00451E9B	Challenge_Weekly_Photomode_Lakes_META_Formlist	Lakes Sub Challenges	11	CHAL	0050DC13	CUT_Challenge_Weekly_Photomode_LakesPonds_SUB_CrevasseDam	Use Photomode at the Crevasse Dam
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	0	CHAL	00451E92	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_BlackwaterMine	Use Photomode at Blackwater Mine
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	1	CHAL	00451E8C	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_BurningMine	Use Photomode at Burning Mine
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	2	CHAL	00451E8E	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_GauleyMine	Use Photomode at Gauley Mine
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	3	CHAL	00451E90	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_HiddenMines	Use Photomode at Greg's Mining Supply
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	4	CHAL	00451E8A	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_HopewellCave	Use Photomode at Hopewell Cave
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	5	CHAL	00451E91	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_KerwoodMine	Use Photomode at Kerwood Mine
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	6	CHAL	00451E89	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_LuckyHoleCave	Use Photomode at the Lucky Hole Mine
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	7	CHAL	00451E8F	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_MonongahMine	Use Photomode at Monongah Mine
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	8	CHAL	00451E8D	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_UncannyCaverns	Use Photomode at Uncanny Caverns
00451E93	Challenge_Weekly_Photomode_CavesMines_META_Formlist	Caves and Mines Sub Challenges	9	CHAL	00451E88	CUT_Challenge_Weekly_Photomode_CavesMines_SUB_WendigoCave	Use Photomode at the Wendigo Cave
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	0	CHAL	004856B2	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchBeckley	Use Photomode at the Church in Beckley
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	1	CHAL	00451E71	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchCharleston	Use Photomode at the Charleston Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	2	CHAL	00451E6B	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchClarksburg	Use Photomode at the Clarksburg Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	3	CHAL	00451E6D	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchEastern	Use Photomode at the Eastern Regional Penitentiary Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	4	CHAL	00451E68	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchFlatwoods	Use Photomode at the Flatwoods Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	5	CHAL	004856B4	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchHarpersFerry	Use Photomode at the Church in Harpers Ferry
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	6	CHAL	00451E6F	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchHaven	Use Photomode at the Haven Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	7	CHAL	00451E73	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchHelvetia	Use Photomode at the Helvetia Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	8	CHAL	00451E65	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchKanawha	Use Photomode at the Kanawha Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	9	CHAL	004856B0	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchSutton	Use Photomode at the Sutton Church
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	10	CHAL	00451E7A	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ChurchWilderness	Use Photomode at Churches in the Wilderness
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	11	CHAL	00451E75	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ShrinePointPleasant	Use Photomode at the Shrine in Point Pleasant
00451E7E	Challenge_Weekly_Photomode_ChurchesShrines_META_Formlist	Churches and Shrines Sub Challenges	12	CHAL	00451E76	CUT_Challenge_Weekly_Photomode_ChurchShrines_SUB_ShrinesWilderness	Use Photomode at a Shrine in the Wilderness
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	0	CHAL	00451E5C	CUT_Challenge_Weekly_Photomode_Factories_SUB_ArtkosPharma	Use Photomode at Arktos Pharma
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	1	CHAL	00451E61	CUT_Challenge_Weekly_Photomode_Factories_SUB_ConvertedMunitions	Use Photomode at the Converted Munitions Factory
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	2	CHAL	00451E60	CUT_Challenge_Weekly_Photomode_Factories_SUB_GeneralAtomics	Use Photomode in the General Atomics Plant
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	3	CHAL	004856B3	CUT_Challenge_Weekly_Photomode_Factories_SUB_GraftonSteel	Use Photomode in Grafton Steel
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	4	CHAL	00451E5B	CUT_Challenge_Weekly_Photomode_Factories_SUB_MamaDulce	Use Photomode at the Mama Dolce's Food Processing Plant
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	5	CHAL	00451E63	CUT_Challenge_Weekly_Photomode_Factories_SUB_MonongahPower	Use Photomode at the Monongah Power Plant
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	6	CHAL	00451E5D	CUT_Challenge_Weekly_Photomode_Factories_SUB_NukaColaQuantum	Use Photomode at the Kanawha Nuka-Cola Plant
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	7	CHAL	00451E5E	CUT_Challenge_Weekly_Photomode_Factories_SUB_PoseidonEnergy	Use Photomode at Poseidon Energy Plant
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	8	CHAL	00451E5F	CUT_Challenge_Weekly_Photomode_Factories_SUB_ThunderMountain	Use Photomode at Thunder Mountain Power Plant
00451E64	Challenge_Weekly_Photomode_Factories_META_Formlist	Survey Markers Sub Challenges	9	CHAL	00451E62	CUT_Challenge_Weekly_Photomode_Factories_SUB_TygartWater	Use Photomode at Tygart Water Treatment
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	0	CHAL	00451E17	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Alpha	Use Photomode at Fissure Site Alpha
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	1	CHAL	00451E18	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Beta	Use Photomode at Fissure Site Beta
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	2	CHAL	00451E19	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Delta	Use Photomode at Fissure Site Delta
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	3	CHAL	00451E1A	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Epsilon	Use Photomode at Fissure Site Epsilon
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	4	CHAL	00451E13	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Gamma	Use Photomode at Fissure Site Gamma
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	5	CHAL	00451E1B	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Kappa	Use Photomode at Fissure Site Kappa
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	6	CHAL	00451E1C	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Lambda	Use Photomode at Fissure Site Lambda
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	7	CHAL	00451E1D	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Omega	Use Photomode at Fissure Site Omega
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	8	CHAL	00451E1E	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Omicron	Use Photomode at Fissure Site Omicron
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	9	CHAL	00451E1F	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Sigma	Use Photomode at Fissure Site Sigma
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	10	CHAL	00451E20	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Tau	Use Photomode at Fissure Site Tau
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	11	CHAL	004856B1	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Theta	Use Photomode at Fissure Site Theta
00451E16	Challenge_Weekly_Photomode_FissureSites_META_Formlist	Fissure Sites Sub Challenges	12	CHAL	00451E0E	CUT_Challenge_Weekly_Photomode_Fissures_SUB_Zeta	Use Photomode at Fissure Site Zeta
00451DFE	Challenge_Weekly_Photomode_RelayStations_META_Formlist	Relay Stations Sub Challenges	0	CHAL	00451DF8	CUT_Challenge_Weekly_Photomode_RelayStations_SUB_RelayTower01	Use Photomode at Relay Tower EL-B1-02
00451DFE	Challenge_Weekly_Photomode_RelayStations_META_Formlist	Relay Stations Sub Challenges	1	CHAL	00451DF9	CUT_Challenge_Weekly_Photomode_RelayStations_SUB_RelayTower02	Use Photomode at Relay Tower HN-B1-12
00451DFE	Challenge_Weekly_Photomode_RelayStations_META_Formlist	Relay Stations Sub Challenges	2	CHAL	00451DFA	CUT_Challenge_Weekly_Photomode_RelayStations_SUB_RelayTower03	Use Photomode at Relay Tower DP-B5-21
00451DFE	Challenge_Weekly_Photomode_RelayStations_META_Formlist	Relay Stations Sub Challenges	3	CHAL	00451DFB	CUT_Challenge_Weekly_Photomode_RelayStations_SUB_RelayTower04	Use Photomode at Relay Tower LW-B1-22
00451DFE	Challenge_Weekly_Photomode_RelayStations_META_Formlist	Relay Stations Sub Challenges	4	CHAL	00451DFC	CUT_Challenge_Weekly_Photomode_RelayStations_SUB_RelayTower05	Use Photomode at Relay Tower HG-B7-09
00451DFE	Challenge_Weekly_Photomode_RelayStations_META_Formlist	Relay Stations Sub Challenges	5	CHAL	00451DFD	CUT_Challenge_Weekly_Photomode_RelayStations_SUB_RelayTower06	Use Photomode at Relay Tower EM-B1-27
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	0	CHAL	00451E2E	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_AbandonedBogtown	Use Photomode at the Abandoned Bogtown
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	1	CHAL	00451E29	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Beckley	Use Photomode in the town of Beckley
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	2	CHAL	00451E22	CUT_Challenge_Weekly_Photomode_Cities_SUB_Charleston	Use Photomode in Charleston
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	3	CHAL	00451E31	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Clarksburg	Use Photomode in Clarksburg
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	4	CHAL	00451E34	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Flatwoods	Use Photomode in Flatwoods
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	5	CHAL	00451E23	CUT_Challenge_Weekly_Photomode_Cities_SUB_Grafton	Use Photomode in Grafton
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	6	CHAL	00451E25	CUT_Challenge_Weekly_Photomode_Cities_SUB_HarpersFerry	Use Photomode in Harpers Ferry
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	7	CHAL	00451E35	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Helvetia	Use Photomode in the town of Helvetia
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	8	CHAL	00451E32	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_HemlockHoles	Use Photomode at Hemlock Holes
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	9	CHAL	00451E2D	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Huntersville	Use Photomode in Huntersville
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	10	CHAL	00451E2A	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Lewisburg	Use Photomode in Lewisburg
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	11	CHAL	00451E30	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_MonongahTownship	Use Photomode in Monongah Township
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	12	CHAL	00451E24	CUT_Challenge_Weekly_Photomode_Cities_SUB_Morgantown	Use Photomode in Morgantown
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	13	CHAL	00451E33	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_PointPleasant	Use Photomode in Point Pleasant
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	14	CHAL	00451E26	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Sutton	Use Photomode in the town of Sutton
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	15	CHAL	00451E2F	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_TreehouseVillage	Use Photomode in the Treehouse Village
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	16	CHAL	00451E21	CUT_Challenge_Weekly_Photomode_Cities_SUB_Watoga	Use Photomode in Watoga
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	17	CHAL	00451E28	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Welch	Use Photomode in the town of Welch
00451E27	Challenge_Weekly_Photomode_Cities_META_Formlist	Cities Sub Challenges	18	CHAL	00451E2C	CUT_Challenge_Weekly_Photomode_CitiesTown_SUB_Whitespring	Use Photomode in the Whitespring Resort
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	0	CHAL	00451E45	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_Central	Use Photomode at the Central Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	1	CHAL	00451E3F	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_Ranger	Use Photomode at the Ranger Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	2	CHAL	00451E47	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_DollySods	Use Photomode at the Dolly Sods Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	3	CHAL	00451E41	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_East	Use Photomode at the East Mountain Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	4	CHAL	00451E46	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_EastRidge	Use Photomode at the East Ridge Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	5	CHAL	00451E44	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_Flatwoods	Use Photomode at the Flatwoods Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	6	CHAL	00451E3E	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_KanawhaEast	Use Photomode at the East Kanawha Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	7	CHAL	00451E3D	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_KanawhaNorth	Use Photomode at the North Kanawha Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	8	CHAL	00451E40	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_North	Use Photomode at the North Mountain Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	9	CHAL	00451E42	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_PioneerScout	Use Photomode at the Pioneer Scout Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	10	CHAL	00451E43	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_South	Use Photomode at the South Mountain Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	11	CHAL	00451E3C	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_Whitespring	Use Photomode at the Whitespring Lookout
00451E48	Challenge_Weekly_Photomode_LookoutTowers_META_Formlist	Lookout Tower Sub Challenges	12	CHAL	00452EB6	CUT_Challenge_Weekly_Photomode_LookoutTower_SUB_CampAdams	Use Photomode at Camp Adams Lookout
00451E4B	Challenge_Weekly_Photomode_SurveyMarkers_META_Formlist	Survey Markers Sub Challenges	0	CHAL	00451DF7	CUT_Challenge_Weekly_Photomode_SurveyMarker_SUB_Alvon	Use Photomode at the Survey Marker on the Cliffs overlooking the Bog
00451E4B	Challenge_Weekly_Photomode_SurveyMarkers_META_Formlist	Survey Markers Sub Challenges	1	CHAL	00451E0F	CUT_Challenge_Weekly_Photomode_SurveyMarker_SUB_Canaan	Use Photomode at the Survey Marker at the Top of the World
00451E4B	Challenge_Weekly_Photomode_SurveyMarkers_META_Formlist	Survey Markers Sub Challenges	2	CHAL	00451E10	CUT_Challenge_Weekly_Photomode_SurveyMarker_SUB_Cheat	Use Photomode at the Survey Marker in the Mountains by the coal train depot
00451E4B	Challenge_Weekly_Photomode_SurveyMarkers_META_Formlist	Survey Markers Sub Challenges	3	CHAL	00451E11	CUT_Challenge_Weekly_Photomode_SurveyMarker_SUB_Lansing	Use Photomode at the Survey Marker in the Forest Region
00451E4B	Challenge_Weekly_Photomode_SurveyMarkers_META_Formlist	Survey Markers Sub Challenges	4	CHAL	00451E14	CUT_Challenge_Weekly_Photomode_SurveyMarker_SUB_SpruceKnob	Use Photomode at the Survey Marker near Spruce Knob
00451E4A	Challenge_Weekly_Photomode_PowerPlants_META_Formlist	Power Plants Sub Challenges	0	CHAL	00451E39	CUT_Challenge_Weekly_Photomode_PowerPlant_SUB_Monongah	Use Photomode at the Monongah Power Plant
00451E4A	Challenge_Weekly_Photomode_PowerPlants_META_Formlist	Power Plants Sub Challenges	1	CHAL	00451E3B	CUT_Challenge_Weekly_Photomode_PowerPlant_SUB_Poseidon	Use Photomode at Poseidon Energy Plant
