LGDI_FormID	LGDI_EDID	ModIndex	StarSlot	OMOD_FormID	OMOD_EDID	OMOD_FULL
007964F9	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank3	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
007964F9	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank3	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
007964FA	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank4	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
007964FA	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank4	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
007964FA	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank4	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
007964FA	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegLeft_Rank4	3	First Star Slot	007A0D34	modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
007964FB	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank1	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
007964FC	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank2	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
007964FC	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank2	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
007964FD	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank3	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
007964FD	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank3	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
007964FD	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank3	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
007964FE	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank4	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
007964FE	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank4	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
007964FE	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank4	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
007964FE	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank4	3	First Star Slot	007A0D34	modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
007964FF	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank1	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00796500	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank2	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00796500	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank2	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00796501	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank3	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00796501	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank3	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00796501	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank3	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
00796502	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank4	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00796502	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank4	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00796502	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank4	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
00796502	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank4	3	First Star Slot	007A0D34	modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	3	First Star Slot	007A0D35	modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	4	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	5	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	6	First Star Slot	007904EF	modcol_Legendary_Crafting_Armor3	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	7	First Star Slot	007A0D36	modcol_Legendary_Crafting_Armor4	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	8	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	9	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	10	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
0080CFB4	P62_LegendaryItems_Drifter_Rank4	11	First Star Slot	007A0D34	modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	3	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	4	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	5	First Star Slot	007904EF	modcol_Legendary_Crafting_Armor3	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	6	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	7	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
0080CFB5	P62_LegendaryItems_Drifter_Rank3	8	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
0080CFB6	P62_LegendaryItems_Drifter_Rank2	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0080CFB6	P62_LegendaryItems_Drifter_Rank2	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0080CFB6	P62_LegendaryItems_Drifter_Rank2	2	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
0080CFB6	P62_LegendaryItems_Drifter_Rank2	3	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
0080CFB6	P62_LegendaryItems_Drifter_Rank2	4	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
0080CFB6	P62_LegendaryItems_Drifter_Rank2	5	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
0080CFB7	P62_LegendaryItems_Drifter_Rank1	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0080CFB7	P62_LegendaryItems_Drifter_Rank1	1	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
0080CFB7	P62_LegendaryItems_Drifter_Rank1	2	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	0	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	1	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	2	First Star Slot	007904EF	modcol_Legendary_Crafting_Armor3	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	3	First Star Slot	007A0D36	modcol_Legendary_Crafting_Armor4	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	4	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	5	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	6	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	7	First Star Slot	007A0D34	modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	8	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	9	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	10	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
00843ED6	DEL_RD01_LegendaryItems_RaidsWeeklyReward_AllItems_Rank4	11	First Star Slot	007A0D35	modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
00843ED7	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Armor_Rank4	0	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
00843ED7	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Armor_Rank4	1	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
00843ED7	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Armor_Rank4	2	First Star Slot	007904EF	modcol_Legendary_Crafting_Armor3	Random Legendary Mod
00843ED7	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Armor_Rank4	3	First Star Slot	007A0D36	modcol_Legendary_Crafting_Armor4	Random Legendary Mod
00843ED8	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_PowerArmor_Rank4	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00843ED8	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_PowerArmor_Rank4	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00843ED8	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_PowerArmor_Rank4	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
00843ED8	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_PowerArmor_Rank4	3	First Star Slot	007A0D34	modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
00843ED9	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Melee_Rank4	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
00843ED9	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Melee_Rank4	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
00843ED9	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Melee_Rank4	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
00843ED9	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Melee_Rank4	3	First Star Slot	007A0D35	modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
00843EDA	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Ranged_Rank4	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
00843EDA	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Ranged_Rank4	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
00843EDA	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Ranged_Rank4	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
00843EDA	RD01_LegendaryItems_RaidsWeeklyLegendaryReward_Weapons_Ranged_Rank4	3	First Star Slot	007A0D35	modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
00853B61	BOUNTY_LegendaryItems_Rank1	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00853B61	BOUNTY_LegendaryItems_Rank1	1	First Star Slot	0083DA70	BOUNTY_modcol_Legendary_Crafting_Armor1	Bounty Legendary Mods
00853B61	BOUNTY_LegendaryItems_Rank1	2	First Star Slot	00853B67	BOUNTY_modcol_Legendary_Crafting_PowerArmor1	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	1	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	2	First Star Slot	00853B5C	BOUNTY_modcol_Legendary_Crafting_Weapon3	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	3	First Star Slot	0083DA70	BOUNTY_modcol_Legendary_Crafting_Armor1	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	4	First Star Slot	0083DA6C	BOUNTY_modcol_Legendary_Crafting_Armor2	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	5	First Star Slot	0083DA6E	BOUNTY_modcol_Legendary_Crafting_Armor3	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	6	First Star Slot	00853B67	BOUNTY_modcol_Legendary_Crafting_PowerArmor1	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	7	First Star Slot	00853B65	BOUNTY_modcol_Legendary_Crafting_PowerArmor2	Bounty Legendary Mods
00853B62	BOUNTY_LegendaryItems_Rank3	8	First Star Slot	00853B66	BOUNTY_modcol_Legendary_Crafting_PowerArmor3	Bounty Legendary Mods
00853B63	BOUNTY_LegendaryItems_Rank2	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00853B63	BOUNTY_LegendaryItems_Rank2	1	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
00853B63	BOUNTY_LegendaryItems_Rank2	2	First Star Slot	0083DA70	BOUNTY_modcol_Legendary_Crafting_Armor1	Bounty Legendary Mods
00853B63	BOUNTY_LegendaryItems_Rank2	3	First Star Slot	0083DA6C	BOUNTY_modcol_Legendary_Crafting_Armor2	Bounty Legendary Mods
00853B63	BOUNTY_LegendaryItems_Rank2	4	First Star Slot	00853B67	BOUNTY_modcol_Legendary_Crafting_PowerArmor1	Bounty Legendary Mods
00853B63	BOUNTY_LegendaryItems_Rank2	5	First Star Slot	00853B65	BOUNTY_modcol_Legendary_Crafting_PowerArmor2	Bounty Legendary Mods
00853D1B	BOUNTY_LegendaryItems_Weapons_Rank1	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00853D1B	BOUNTY_LegendaryItems_Weapons_Rank1	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
00853D1C	BOUNTY_LegendaryItems_Weapons_Rank2	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00853D1C	BOUNTY_LegendaryItems_Weapons_Rank2	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
00853D1C	BOUNTY_LegendaryItems_Weapons_Rank2	2	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
00853D1C	BOUNTY_LegendaryItems_Weapons_Rank2	3	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
00853D1D	BOUNTY_LegendaryItems_Weapons_Rank3	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00853D1D	BOUNTY_LegendaryItems_Weapons_Rank3	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
00853D1D	BOUNTY_LegendaryItems_Weapons_Rank3	2	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
00853D1D	BOUNTY_LegendaryItems_Weapons_Rank3	3	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
00853D1D	BOUNTY_LegendaryItems_Weapons_Rank3	4	First Star Slot	00853B5C	BOUNTY_modcol_Legendary_Crafting_Weapon3	Bounty Legendary Mods
00853D1D	BOUNTY_LegendaryItems_Weapons_Rank3	5	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
00853D1E	BOUNTY_LegendaryItems_Armor_Rank1	0	First Star Slot	0083DA70	BOUNTY_modcol_Legendary_Crafting_Armor1	Bounty Legendary Mods
00853D1E	BOUNTY_LegendaryItems_Armor_Rank1	1	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
00853D1F	BOUNTY_LegendaryItems_Armor_Rank2	0	First Star Slot	0083DA70	BOUNTY_modcol_Legendary_Crafting_Armor1	Bounty Legendary Mods
00853D1F	BOUNTY_LegendaryItems_Armor_Rank2	1	First Star Slot	0083DA6C	BOUNTY_modcol_Legendary_Crafting_Armor2	Bounty Legendary Mods
00853D1F	BOUNTY_LegendaryItems_Armor_Rank2	2	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
00853D1F	BOUNTY_LegendaryItems_Armor_Rank2	3	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
00853D20	BOUNTY_LegendaryItems_Armor_Rank3	0	First Star Slot	0083DA70	BOUNTY_modcol_Legendary_Crafting_Armor1	Bounty Legendary Mods
00853D20	BOUNTY_LegendaryItems_Armor_Rank3	1	First Star Slot	0083DA6C	BOUNTY_modcol_Legendary_Crafting_Armor2	Bounty Legendary Mods
00853D20	BOUNTY_LegendaryItems_Armor_Rank3	2	First Star Slot	0083DA6E	BOUNTY_modcol_Legendary_Crafting_Armor3	Bounty Legendary Mods
00853D20	BOUNTY_LegendaryItems_Armor_Rank3	3	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
00853D20	BOUNTY_LegendaryItems_Armor_Rank3	4	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
00853D20	BOUNTY_LegendaryItems_Armor_Rank3	5	First Star Slot	007904EF	modcol_Legendary_Crafting_Armor3	Random Legendary Mod
00853D21	BOUNTY_LegendaryItems_PowerArmor_Rank3	0	First Star Slot	00853B67	BOUNTY_modcol_Legendary_Crafting_PowerArmor1	Bounty Legendary Mods
00853D21	BOUNTY_LegendaryItems_PowerArmor_Rank3	1	First Star Slot	00853B65	BOUNTY_modcol_Legendary_Crafting_PowerArmor2	Bounty Legendary Mods
00853D21	BOUNTY_LegendaryItems_PowerArmor_Rank3	2	First Star Slot	00853B66	BOUNTY_modcol_Legendary_Crafting_PowerArmor3	Bounty Legendary Mods
00853D21	BOUNTY_LegendaryItems_PowerArmor_Rank3	3	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00853D21	BOUNTY_LegendaryItems_PowerArmor_Rank3	4	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00853D21	BOUNTY_LegendaryItems_PowerArmor_Rank3	5	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
00853D22	BOUNTY_LegendaryItems_PowerArmor_Rank2	0	First Star Slot	00853B67	BOUNTY_modcol_Legendary_Crafting_PowerArmor1	Bounty Legendary Mods
00853D22	BOUNTY_LegendaryItems_PowerArmor_Rank2	1	First Star Slot	00853B65	BOUNTY_modcol_Legendary_Crafting_PowerArmor2	Bounty Legendary Mods
00853D22	BOUNTY_LegendaryItems_PowerArmor_Rank2	2	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00853D22	BOUNTY_LegendaryItems_PowerArmor_Rank2	3	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00853D23	BOUNTY_LegendaryItems_PowerArmor_Rank1	0	First Star Slot	00853B67	BOUNTY_modcol_Legendary_Crafting_PowerArmor1	Bounty Legendary Mods
00853D23	BOUNTY_LegendaryItems_PowerArmor_Rank1	1	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
0085DCD2	BOUNTY_LegendaryItems_Weapons_Melee_Rank1	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
0085DCD2	BOUNTY_LegendaryItems_Weapons_Melee_Rank1	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0085DCD3	BOUNTY_LegendaryItems_Weapons_Melee_Rank2	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
0085DCD3	BOUNTY_LegendaryItems_Weapons_Melee_Rank2	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0085DCD3	BOUNTY_LegendaryItems_Weapons_Melee_Rank2	2	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
0085DCD3	BOUNTY_LegendaryItems_Weapons_Melee_Rank2	3	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0085DCD4	BOUNTY_LegendaryItems_Weapons_Melee_Rank3	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
0085DCD4	BOUNTY_LegendaryItems_Weapons_Melee_Rank3	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0085DCD4	BOUNTY_LegendaryItems_Weapons_Melee_Rank3	2	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
0085DCD4	BOUNTY_LegendaryItems_Weapons_Melee_Rank3	3	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0085DCD4	BOUNTY_LegendaryItems_Weapons_Melee_Rank3	4	First Star Slot	00853B5C	BOUNTY_modcol_Legendary_Crafting_Weapon3	Bounty Legendary Mods
0085DCD4	BOUNTY_LegendaryItems_Weapons_Melee_Rank3	5	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
0085DCD5	BOUNTY_LegendaryItems_Weapons_Ranged_Rank1	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
0085DCD5	BOUNTY_LegendaryItems_Weapons_Ranged_Rank1	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0085DCD6	BOUNTY_LegendaryItems_Weapons_Ranged_Rank2	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
0085DCD6	BOUNTY_LegendaryItems_Weapons_Ranged_Rank2	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0085DCD6	BOUNTY_LegendaryItems_Weapons_Ranged_Rank2	2	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0085DCD7	BOUNTY_LegendaryItems_Weapons_Ranged_Rank3	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
0085DCD7	BOUNTY_LegendaryItems_Weapons_Ranged_Rank3	1	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0085DCD7	BOUNTY_LegendaryItems_Weapons_Ranged_Rank3	2	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
0085DCD7	BOUNTY_LegendaryItems_Weapons_Ranged_Rank3	3	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0085DCD7	BOUNTY_LegendaryItems_Weapons_Ranged_Rank3	4	First Star Slot	00853B5C	BOUNTY_modcol_Legendary_Crafting_Weapon3	Bounty Legendary Mods
0085DCD7	BOUNTY_LegendaryItems_Weapons_Ranged_Rank3	5	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
00863A9A	RA_LegendaryItems_Weapons_Rank4	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
00863A9A	RA_LegendaryItems_Weapons_Rank4	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
00863A9A	RA_LegendaryItems_Weapons_Rank4	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
00863A9A	RA_LegendaryItems_Weapons_Rank4	3	First Star Slot	00863A9F	RA_modcol_Legendary_Crafting_Weapon4	Normal 4 Star Legendary Mods Item Pool
00863A9B	RA_LegendaryItems_Armor_Rank4	0	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
00863A9B	RA_LegendaryItems_Armor_Rank4	1	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
00863A9B	RA_LegendaryItems_Armor_Rank4	2	First Star Slot	007904EF	modcol_Legendary_Crafting_Armor3	Random Legendary Mod
00863A9B	RA_LegendaryItems_Armor_Rank4	3	First Star Slot	00863AA1	RA_modcol_Legendary_Crafting_Armor4	Normal 4 Star Legendary Mods Item Pool
