FormID	EDID	ParentQuestDisplay	ParentQuestLink	RewardsCount	RewardIndex	RewardedItemIndex	RewardedItem	RewardedItemCount	NAM7_XPGlobal	NAM8_CapsGlobal	XPCT_XPCurveTable	QRCO_CurrencyObject	QRLI_LegendaryItemRewardList	QRLR_LegendaryItemRewardRank	QRRI_LegendaryRankRandom	TierLabel	TierConditionFunc	TierConditionValue	Conditions	ConditionGlobs	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20
0063120E	QuestReward_EN01_MQ_Bunker_Stage250_01	Bunker Buster	000714FE:EN01_MQ_Bunker:QUST	2	0	2	00188A97:LL_Weapon_Melee_DeathclawGauntlet:LVLI	1	00411B63:XP_OneOff_EN01_Bunker:GLOB	002ABE7E:CapsEnclave_Personal_Medium:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	000714FE:EN01_MQ_Bunker:QUST																			
0063120E	QuestReward_EN01_MQ_Bunker_Stage250_01	Bunker Buster	000714FE:EN01_MQ_Bunker:QUST	2	0	3	004EABEF:QuestReward_LLS_Armor_Mods_Mire:LVLI	1	00411B63:XP_OneOff_EN01_Bunker:GLOB	002ABE7E:CapsEnclave_Personal_Medium:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	000714FE:EN01_MQ_Bunker:QUST																			
0063120E	QuestReward_EN01_MQ_Bunker_Stage250_01	Bunker Buster	000714FE:EN01_MQ_Bunker:QUST	2	1	0			005354AB:XPOneOff_Teammate:GLOB	005354AC:CapsEnclave_Personal_Medium_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	000714FE:EN01_MQ_Bunker:QUST																			
00631304	QuestReward_TestJoshMorettoQuest_01_Stage9000_01	Word Association	005A1A88:TestJoshMorettoQuest_01:QUST	1	0	0			00109C22:XPOneOffSmaller:GLOB	00007755:CapsResponders_Personal_Small:GLOB		0000000F:Caps001:CNCY		1							9	005A1A88:TestJoshMorettoQuest_01:QUST	0063272E:XPD_HubRE_SettleDispute_Test:QUST	0063272F:XPD_HubRE_LostAndFound_Test:QUST	00633791:XPD_HubRE_TakePhoto_Test:QUST	00634699:XPD_HubRE_DonateItem_Test:QUST	0063469A:XPD_HubRE_RepairRobot_Test:QUST	0064514E:XPD_HubRE_Template_SettleDispute:QUST	0064A14E:XPD_HubRE_SettleDispute_ResponderRecruitment:QUST	0064A88E:XPD_HubRE_SettleDispute_LoversQuarrel:QUST											
006311BF	QuestReward_BS02_MQ03_Blue_Stage9000_01	Out of the Blue	005F5E1A:BS02_MQ03_Blue:QUST	4	0	0	005FF9CB:BS02_MQ03_Blue_LL_Quest_Rewards:LVLI	1	00606C01:XP_BS02_MQ03_Blue_Reward:GLOB	00606C02:Caps_BS02_MQ03_Blue:GLOB		0000000F:Caps001:CNCY		1							1	005F5E1A:BS02_MQ03_Blue:QUST																			
006311BF	QuestReward_BS02_MQ03_Blue_Stage9000_01	Out of the Blue	005F5E1A:BS02_MQ03_Blue:QUST	4	1	0			00606BFB:XP_BS02_MQ03_Blue_Reward_Bonus_Tier1:GLOB	00606BFC:Caps_BS02_MQ03_Blue_Reward_Bonus_Tier1:GLOB		0000000F:Caps001:CNCY		1			GetStageDoneCurrentInstance	1.000000	"GetStageDoneCurrentInstance 10000000 1.000000"		1	005F5E1A:BS02_MQ03_Blue:QUST																			
006311BF	QuestReward_BS02_MQ03_Blue_Stage9000_01	Out of the Blue	005F5E1A:BS02_MQ03_Blue:QUST	4	2	0			00606BFD:XP_BS02_MQ03_Blue_Reward_Bonus_Tier2:GLOB	00606BFE:Caps_BS02_MQ03_Blue_Reward_Bonus_Tier2:GLOB		0000000F:Caps001:CNCY		1			GetStageDoneCurrentInstance	1.000000	"GetStageDoneCurrentInstance 10000000 1.000000"		1	005F5E1A:BS02_MQ03_Blue:QUST																			
006311BF	QuestReward_BS02_MQ03_Blue_Stage9000_01	Out of the Blue	005F5E1A:BS02_MQ03_Blue:QUST	4	3	0			00606C00:XP_BS02_MQ03_Blue_Reward_Bonus_Tier3:GLOB	00606BFF:Caps_BS02_MQ03_Blue_Reward_Bonus_Tier3:GLOB		0000000F:Caps001:CNCY		1			GetStageDoneCurrentInstance	1.000000	"GetStageDoneCurrentInstance 10000000 1.000000"		1	005F5E1A:BS02_MQ03_Blue:QUST																			
00631376	QuestReward_V96_1_Stage297_01	Vault Mission: Creature Feature<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0053E885:V96_1:QUST	1	0	0			0041F867:XPVaultSystemRewards_V96_1_MidquestReward_Novice:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0053E885:V96_1:QUST																			
00631225	QuestReward_FF05_Balance_Stage40_01	Daily: Ecological Balance	0001C035:FF05_Balance:QUST	2	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0001C035:FF05_Balance:QUST																			
00631225	QuestReward_FF05_Balance_Stage40_01	Daily: Ecological Balance	0001C035:FF05_Balance:QUST	2	1	0			005354A7:XPMidQuest_Teammate:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	0001C035:FF05_Balance:QUST																			
0063136B	QuestReward_V94_3_Stage599_01	Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0046F0DD:V94_3:QUST	1	0	0	0055A8D8:V94_3_LL_VaultSystemRewards_Expert_MidQuest:LVLI	1	0041F85C:XPVaultSystemRewards_V94_3_MidquestReward_Expert:GLOB	0055AB8A:CapsVaultSystemRewards_V94_MidQuest_Expert:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0046F0DD:V94_3:QUST																			
00631277	QuestReward_MSiloPersonal_Stage299_01	Mission: Countdown <Alias=MSiloShortNameLocation>	003E03AA:MSiloPersonal:QUST	1	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1							1	003E03AA:MSiloPersonal:QUST																			
006312A5	QuestReward_MTR06_PhysicalExam_Stage110_01	Runner's High	0000D783:MTR06_PhysicalExam:QUST	1	0	0			00109C11:XPMountaintopRemovalSmaller:GLOB	002ABE9C:CapsMountaintopRemoval_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			GetValue	1.000000	"GetValue 10000000 1.000000"		1	0000D783:MTR06_PhysicalExam:QUST																			
0063136C	QuestReward_V94_3_Stage697_01	Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0046F0DD:V94_3:QUST	1	0	0			0030C99C:XPVaultSystemRewards_V94_3_MidquestReward_Novice:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0046F0DD:V94_3:QUST																			
006313C2	QuestReward_W05_MQR_203P_Stage1701_01	The Ol' Weston Shuffle	0042F31B:W05_MQR_203P:QUST	2	0	0			00593DB2:XP_W05_MQR_203P_MidQuest01:GLOB	00593DBC:Caps_W05_MQR_203P_Midquest01:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0042F31B:W05_MQR_203P:QUST																			
006313C2	QuestReward_W05_MQR_203P_Stage1701_01	The Ol' Weston Shuffle	0042F31B:W05_MQR_203P:QUST	2	1	0			00593DB7:XP_W05_MQR_203P_MidQuest01_Teammate:GLOB	00593DC1:Caps_W05_MQR_203P_Midquest01_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	0042F31B:W05_MQR_203P:QUST																			
006311A5	QuestReward_BoS01_Stage500_01	Defiance Has Fallen	00052C77:BoS01:QUST	2	0	0	00169523:Clothes_BoS_Soldier:ARMO	1	00411B5F:XP_OneOff_BoS01:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00052C77:BoS01:QUST																			
006311A5	QuestReward_BoS01_Stage500_01	Defiance Has Fallen	00052C77:BoS01:QUST	2	0	1	00345A5C:LL_Weapon_Ranged_GatlingGun:LVLI	1	00411B5F:XP_OneOff_BoS01:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00052C77:BoS01:QUST																			
006311A5	QuestReward_BoS01_Stage500_01	Defiance Has Fallen	00052C77:BoS01:QUST	2	0	2	0005BBAA:LL_Ammo_5mm_Bulk:LVLI	2	00411B5F:XP_OneOff_BoS01:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00052C77:BoS01:QUST																			
006311A5	QuestReward_BoS01_Stage500_01	Defiance Has Fallen	00052C77:BoS01:QUST	2	0	3	003D6546:recipe_mod_armor_UnderArmor_BOS_Mk4:BOOK	1	00411B5F:XP_OneOff_BoS01:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00052C77:BoS01:QUST																			
006311A5	QuestReward_BoS01_Stage500_01	Defiance Has Fallen	00052C77:BoS01:QUST	2	0	4	003CC4A2:QuestReward_LLS_Aid_CranberryBog:LVLI	1	00411B5F:XP_OneOff_BoS01:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00052C77:BoS01:QUST																			
006311A5	QuestReward_BoS01_Stage500_01	Defiance Has Fallen	00052C77:BoS01:QUST	2	1	0			005354A4:XPCranberryBogBigger_Teammate:GLOB	005354A3:CapsBrotherhood_Personal_Large_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	00052C77:BoS01:QUST																			
006313C5	QuestReward_W05_MQR_203P_Stage9000_01	The Ol' Weston Shuffle	0042F31B:W05_MQR_203P:QUST	2	0	0	00555578:W05_MQR_203P_LL_Quest_Reward:LVLI	1	00555588:XP_W05_MQR_203P:GLOB	00555580:Caps_W05_MQR_203P:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0042F31B:W05_MQR_203P:QUST																			
006313C5	QuestReward_W05_MQR_203P_Stage9000_01	The Ol' Weston Shuffle	0042F31B:W05_MQR_203P:QUST	2	1	0			0055558C:W05_MQR_203P_XP_Teammate:GLOB	00555584:W05_MQR_203P_Caps_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	0042F31B:W05_MQR_203P:QUST																			
0063136D	QuestReward_V94_3_Stage698_01	Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0046F0DD:V94_3:QUST	1	0	0			0041F862:XPVaultSystemRewards_V94_3_MidquestReward_Standard:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0046F0DD:V94_3:QUST																			
00631351	QuestReward_V94_2_Stage970_01	Vault Mission: Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	003F4720:V94_2:QUST	1	0	0			003F4726:XPVaultSystemRewards_V94_2_MidquestReward_Novice:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	003F4720:V94_2:QUST																			
0063121C	QuestReward_EN07_MQ_Death_Stage100_01	I Am Become Death	002D0F6B:EN07_MQ_Death:QUST	3	0	0	003CC4A2:QuestReward_LLS_Aid_CranberryBog:LVLI	1	00411B66:XP_OneOff_EN07:GLOB	003D7FF3:CapsEnclave_Personal_NukeLaunched:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	002D0F6B:EN07_MQ_Death:QUST																			
0063121C	QuestReward_EN07_MQ_Death_Stage100_01	I Am Become Death	002D0F6B:EN07_MQ_Death:QUST	3	0	1	003D7FAB:LL_Armor_EnclaveScoutUniform_Any_Urban:LVLI	1	00411B66:XP_OneOff_EN07:GLOB	003D7FF3:CapsEnclave_Personal_NukeLaunched:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	002D0F6B:EN07_MQ_Death:QUST																			
0063121C	QuestReward_EN07_MQ_Death_Stage100_01	I Am Become Death	002D0F6B:EN07_MQ_Death:QUST	3	0	2	00075FE4:AmmoFusionCore:AMMO	2	00411B66:XP_OneOff_EN07:GLOB	003D7FF3:CapsEnclave_Personal_NukeLaunched:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	002D0F6B:EN07_MQ_Death:QUST																			
0063121C	QuestReward_EN07_MQ_Death_Stage100_01	I Am Become Death	002D0F6B:EN07_MQ_Death:QUST	3	0	3	0033AB75:LL_Weapon_Simple_Ranged_GatlingPlasma:LVLI	1	00411B66:XP_OneOff_EN07:GLOB	003D7FF3:CapsEnclave_Personal_NukeLaunched:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	002D0F6B:EN07_MQ_Death:QUST																			
0063121C	QuestReward_EN07_MQ_Death_Stage100_01	I Am Become Death	002D0F6B:EN07_MQ_Death:QUST	3	1	0			003D7FF6:XPOneOffLaunchedNuke_Teammate:GLOB	003D7FF5:CapsEnclave_Personal_NukeLaunched_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	002D0F6B:EN07_MQ_Death:QUST																			
0063121C	QuestReward_EN07_MQ_Death_Stage100_01	I Am Become Death	002D0F6B:EN07_MQ_Death:QUST	3	2	0						0000000F:Caps001:CNCY	005380CF:LegendaryItems_Special_AllItems:LGDI	1			GetRandomPercent		"GetRandomPercent 10100100"	00435A35:QuestLegendaryDropChanceOneOff:GLOB	1	002D0F6B:EN07_MQ_Death:QUST																			
0063136F	QuestReward_V94_3_Stage797_01	Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0046F0DD:V94_3:QUST	1	0	0			0030C99C:XPVaultSystemRewards_V94_3_MidquestReward_Novice:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0046F0DD:V94_3:QUST																			
006313C6	QuestReward_W05_MQR_204P_Stage5211_01	From Russia With Lev	00535E55:W05_MQR_204P:QUST	2	0	0			00593DB3:XP_W05_MQR_204P_MidQuest01:GLOB	00593DBD:Caps_W05_MQR_204P_Midquest01:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00535E55:W05_MQR_204P:QUST																			
006313C6	QuestReward_W05_MQR_204P_Stage5211_01	From Russia With Lev	00535E55:W05_MQR_204P:QUST	2	1	0			00593DB8:XP_W05_MQR_204P_MidQuest01_Teammate:GLOB	00593DC2:Caps_W05_MQR_204P_Midquest01_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	00535E55:W05_MQR_204P:QUST																			
00631245	QuestReward_GQ_Horde_Stage110_01	Activity: <Alias.Race=Alpha> Horde: <Alias=Region>	0000123F:GQ_Horde:QUST	1	0	0			00109C1E:XPGlobalSmaller:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10000000 1.000000"		1	0000123F:GQ_Horde:QUST																			
00631209	QuestReward_E07B_Invaders_Stage260_01	Event: Invaders From Beyond	00620F7B:E07B_Invaders:QUST	1	0	0			005EF6F5:XP_Reward_BreadCrumb_Common:GLOB	005EF6F4:Caps_Reward_BreadCrumb_Common:GLOB		0000000F:Caps001:CNCY		1							0																				
0063133B	QuestReward_V63Access_3_CUT_FlaggedToNotExportInScript_Stage100_01	Vault 63	00335397:V63Access_3_CUT_FlaggedToNotExportInScript:QUST	1	0	0	00324202:V63_LL_VaultSystemRewards_Access:LVLI	1	003241FC:XPVaultSystemRewards_V63_Access:GLOB	003241F5:CapsVaultSystemRewards_V63_Access:GLOB		0000000F:Caps001:CNCY		1							1	00335397:V63Access_3_CUT_FlaggedToNotExportInScript:QUST																			
00631227	QuestReward_FF06_Feed_Stage1500_01	Event: Feed the People	0009210E:FF06_Feed:QUST	1	0	0			00370B79:XPForestFailure:GLOB			0000000F:Caps001:CNCY		1							1	0009210E:FF06_Feed:QUST																			
006312FE	QuestReward_Spotlight_NewYears2019_Quest_Stage9000_01	Spotlight_NewYears2019_Quest	0045CBA1:Spotlight_NewYears2019_Quest:QUST	1	0	0						0000000F:Caps001:CNCY		1							1	0045CBA1:Spotlight_NewYears2019_Quest:QUST																			
006311D4	QuestReward_COMP_Quest_Intro_Full_Beckett_Stage9000_01	Ally: Narrow Escape	00574625:COMP_Quest_Intro_Full_Beckett:QUST	1	0	0			005A0A39:XP_W05_COMP_Quest_Intro_Full_Beckett:GLOB	005A0A3A:Caps_W05_COMP_Quest_Intro_Full_Beckett:GLOB		0000000F:Caps001:CNCY		1							1	00574625:COMP_Quest_Intro_Full_Beckett:QUST																			
006312FD	QuestReward_Spotlight_Holiday2018_Quest_Stage9000_01	Spotlight_Holiday2018_Quest	0045CBA7:Spotlight_Holiday2018_Quest:QUST	1	0	0	002DB879:PerkCardPack_Pack001:PPAK	1				0000000F:Caps001:CNCY		1							1	0045CBA7:Spotlight_Holiday2018_Quest:QUST																			
006312F3	QuestReward_SFM04_Organic_Stage401_01	An Organic Solution	0010AE02:SFM04_Organic:QUST	2	0	0			0039F140:XPMidQuest:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0010AE02:SFM04_Organic:QUST																			
006312F3	QuestReward_SFM04_Organic_Stage401_01	An Organic Solution	0010AE02:SFM04_Organic:QUST	2	1	0			005354A7:XPMidQuest_Teammate:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	0010AE02:SFM04_Organic:QUST																			
00631226	QuestReward_FF06_Feed_Stage1000_01	Event: Feed the People	0009210E:FF06_Feed:QUST	1	0	0	006127F8:FF06_Feed_LL_Quest_Reward:LVLI	1			00876403:CT_Player_XP_Universal_Tier25:CURV			1							1	0009210E:FF06_Feed:QUST																			
00631226	QuestReward_FF06_Feed_Stage1000_01	Event: Feed the People	0009210E:FF06_Feed:QUST	1	0	1	0086A8CA:RA_LL_Rewards_PublicEvents:LVLI	1			00876403:CT_Player_XP_Universal_Tier25:CURV			1							1	0009210E:FF06_Feed:QUST																			
00631292	QuestReward_MTNS04_Night_Stage450_01	Event: One Violent Night	0010BAE1:MTNS04_Night:QUST	3	0	0	0034251F:LL_Drink_Alcohol_Beer_75:LVLI	2	0039F13E:XPMidQuestSmaller:GLOB			0000000F:Caps001:CNCY		1		bronze	GetVMQuestVariableUnique	1.000000	"GetVMQuestVariableUnique 10000000 1.000000","GetVMQuestVariableUnique 10000000 0.000000"		1	0010BAE1:MTNS04_Night:QUST																			
00631292	QuestReward_MTNS04_Night_Stage450_01	Event: One Violent Night	0010BAE1:MTNS04_Night:QUST	3	1	0	0034251F:LL_Drink_Alcohol_Beer_75:LVLI	3	0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1		bronze	GetVMQuestVariableUnique	1.000000	"GetVMQuestVariableUnique 10000000 1.000000","GetVMQuestVariableUnique 10000000 0.000000"		1	0010BAE1:MTNS04_Night:QUST																			
00631292	QuestReward_MTNS04_Night_Stage450_01	Event: One Violent Night	0010BAE1:MTNS04_Night:QUST	3	2	0	0034251F:LL_Drink_Alcohol_Beer_75:LVLI	4	0039F13F:XPMidQuestBigger:GLOB			0000000F:Caps001:CNCY		1		bronze	GetVMQuestVariableUnique	1.000000	"GetVMQuestVariableUnique 10000000 1.000000"		1	0010BAE1:MTNS04_Night:QUST																			
00631352	QuestReward_V94_2_Stage971_01	Vault Mission: Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	003F4720:V94_2:QUST	1	0	0			003F4726:XPVaultSystemRewards_V94_2_MidquestReward_Novice:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	003F4720:V94_2:QUST																			
00631324	QuestReward_TW008_Stage610_01	Event: Jail Break	003DF3FF:TW008:QUST	1	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	003DF3FF:TW008:QUST																			
0063133E	QuestReward_V94_1_Stage1013_01	Vault Mission: Dead in the Water<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0005A240:V94_1:QUST	1	0	0	0041F888:V94_1_LL_VaultSystemRewards_Expert:LVLI	1	0041F864:XPVaultSystemRewards_V94_1_MissionReward_Expert:GLOB	0041F87B:CapsVaultSystemRewards_V94_1_Expert:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0005A240:V94_1:QUST																			
006311A7	QuestReward_BoS02_Stage1900_01	Recruitment Blues	0004E89C:BoS02:QUST	2	0	0	00345A59:LL_Weapon_Simple_Ranged_Ultracite_LaserGun:LVLI	1	00411B60:XP_OneOff_BoS02:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0004E89C:BoS02:QUST																			
006311A7	QuestReward_BoS02_Stage1900_01	Recruitment Blues	0004E89C:BoS02:QUST	2	0	1	0039EE51:LL_Ammo_FusionCell_Fixed:LVLI	2	00411B60:XP_OneOff_BoS02:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0004E89C:BoS02:QUST																			
006311A7	QuestReward_BoS02_Stage1900_01	Recruitment Blues	0004E89C:BoS02:QUST	2	0	2	0016BAD2:LL_Clothes_BoSScribe_Field:LVLI	1	00411B60:XP_OneOff_BoS02:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0004E89C:BoS02:QUST																			
006311A7	QuestReward_BoS02_Stage1900_01	Recruitment Blues	0004E89C:BoS02:QUST	2	0	3	003CC4A2:QuestReward_LLS_Aid_CranberryBog:LVLI	1	00411B60:XP_OneOff_BoS02:GLOB	002ABE79:CapsBrotherhood_Personal_Large:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0004E89C:BoS02:QUST																			
006311A7	QuestReward_BoS02_Stage1900_01	Recruitment Blues	0004E89C:BoS02:QUST	2	1	0			005354A4:XPCranberryBogBigger_Teammate:GLOB	005354A3:CapsBrotherhood_Personal_Large_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	0004E89C:BoS02:QUST																			
006311F1	QuestReward_DebugKurtQuest02_Stage440_01	Test Kurt Quest 02	0000F66B:DebugKurtQuest02:QUST	2	0	0				003241F8:CapsVaultSystemRewards_V63_1:GLOB		0000000F:Caps001:CNCY		1							1	0000F66B:DebugKurtQuest02:QUST																			
006311F1	QuestReward_DebugKurtQuest02_Stage440_01	Test Kurt Quest 02	0000F66B:DebugKurtQuest02:QUST	2	1	0	00004822:10mm:WEAP	1				0000000F:Caps001:CNCY		1							1	0000F66B:DebugKurtQuest02:QUST																			
00631239	QuestReward_FS01_MQ_Warn_Stage601_01	Early Warnings	00002315:FS01_MQ_Warn:QUST	2	0	0			0039F140:XPMidQuest:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00002315:FS01_MQ_Warn:QUST																			
00631239	QuestReward_FS01_MQ_Warn_Stage601_01	Early Warnings	00002315:FS01_MQ_Warn:QUST	2	1	0			005354A7:XPMidQuest_Teammate:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	00002315:FS01_MQ_Warn:QUST																			
00631248	QuestReward_GQ_Horde_Stage140_01	Activity: <Alias.Race=Alpha> Horde: <Alias=Region>	0000123F:GQ_Horde:QUST	1	0	0			00109C1E:XPGlobalSmaller:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10000000 1.000000"		1	0000123F:GQ_Horde:QUST																			
00631347	QuestReward_V94_1_Stage399_01	Vault Mission: Dead in the Water<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0005A240:V94_1:QUST	1	0	0			0041F85E:XPVaultSystemRewards_V94_1_MidquestReward_Expert:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0005A240:V94_1:QUST																			
006311D7	QuestReward_COMP_Quest_Outtro_Full_Astronaut_Stage9990_01	Ally: Mission Out-of-Control	0056BF31:COMP_Quest_Outtro_Full_Astronaut:QUST	1	0	0			00564AAB:XP_COMP_Astronaut_Bonus_Reward_Lowest:GLOB			00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1							1	0056BF31:COMP_Quest_Outtro_Full_Astronaut:QUST																			
00631338	QuestReward_V63_3_CUT_FlaggedToNotExportInScript_Stage300_01	Vault 63: Riot	00335396:V63_3_CUT_FlaggedToNotExportInScript:QUST	1	0	0	00324205:V63_LL_VaultSystemRewards_1:LVLI	1				0000000F:Caps001:CNCY		1							1	00335396:V63_3_CUT_FlaggedToNotExportInScript:QUST																			
0063126E	QuestReward_MoM02B_Stage91_01	Forging a Legend	00357E7B:MoM02B:QUST	2	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00357E7B:MoM02B:QUST																			
0063126E	QuestReward_MoM02B_Stage91_01	Forging a Legend	00357E7B:MoM02B:QUST	2	1	0			005354A7:XPMidQuest_Teammate:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	00357E7B:MoM02B:QUST																			
