NPC_FormID	NPC_EDID	NPC_FULL	NPC_SHRT	TPLT_FormID	TPLT_EDID	MerchantFaction_FormID	MerchantFaction_EDID	VendorFlags	BuySellList_FormID	BuySellList_EDID	BuySellList_Sig	MerchantContainerRef_FormID	MerchantContainerBase_FormID	MerchantContainerBase_EDID	PlacementCount
003298F3	Lvl_MTR08_Mine02_AutoMiner_Larry	Auto-Miner L4R-E	L4R-E	0010A3BC	Lvl_MTR08_AutoMiner	0010A3D6	MTR08_AutoMinerFaction								0
0032CE24	QAVendorActor	w00by	Vendor			0032CE22	QAVendorFaction		00022CE5	VendorItemsMisc	FLST	0032CE27	0032CE26	QAVendorChest	1
0033D909	MTR10SentryBot01	Hornwright Security Robot		003E3CEF	EncSentryBot01Strikebreaker	004ED9B9	MTR10RobotFaction								0
003401E4	EN05_MrGutsy_Marksmanship	Sergeant Gutsy		00146CE3	LCharMrGutsy	0001817D	EN05_GenericBotDialogueFaction								0
003401E5	EN05_MrGutsy_Patriotism	Sergeant Gutsy		00146CE3	LCharMrGutsy	0001817D	EN05_GenericBotDialogueFaction								0
003401E6	EN05_MrGutsy_Obstacle	Sergeant Gutsy		00146CE3	LCharMrGutsy	0001817D	EN05_GenericBotDialogueFaction								0
003401E7	EN05_MrGutsy_Quartermaster	Quartermaster Gutsy		00146CE3	LCharMrGutsy	0001817D	EN05_GenericBotDialogueFaction								0
003401E8	EN05_MrGutsy_Combat	Sergeant Gutsy		00146CE3	LCharMrGutsy	0001817D	EN05_GenericBotDialogueFaction								0
003401E9	EN05_MrGutsy_Patroller01	Sergeant Gutsy		00146CE3	LCharMrGutsy	0001817D	EN05_GenericBotDialogueFaction								0
003401EA	EN05_MrGutsy_Patroller02	Sergeant Gutsy		00146CE3	LCharMrGutsy	0001817D	EN05_GenericBotDialogueFaction								0
0034441E	Loot_CorpseBoSSoldier_PowerArmor_Semi	Brotherhood Corpse		0039CCA0	EncBoSSoldierCorpseTemplate	001479C1	BoSGenericNPCFaction								0
003472ED	Crutchley	Crutchley	Crutchley	0014F6E4	LCharMrHandy_Flamer	00106C31	PlayerFriendFaction								0
0034A49A	TW009UnionGuide	Union Guide		00157C9D	LCharMrHandy_Standard	00106C31	PlayerFriendFaction								0
0034A48A	TW009ConfederateGuide	Confederate Guide		00157C9D	LCharMrHandy_Standard	00106C31	PlayerFriendFaction								0
0034C7D9	test_DefaultBehaviorTestEnemy			0008E624	LvlScorchedMelee	0034C787	test_DefaultBehaviorTestEnemyFaction								3
003520AB	LvlProtectronLumberjack			00106B07	LvlProtectron	003D27DB	LumberjackProtectronFaction								0
00354E55	SF06LvlProtectronGreeter			00106B07	LvlProtectron	00354E56	SF06_CINDYGreeterFaction								0
00354E48	SF06_TurretBubble			00111321	LCharTurretBubble_Normal	00354E4B	SF06_CINDYFaction								0
0035676B	TestSmokeQuest22MrHandy	TestMrHandy	TestHandy	00157C9D	LCharMrHandy_Standard	0029DBE8	FF08_PatrolBotFaction								0
0035EC42	RE_ObjectMP04_SurvivorCorpseMale	Settler		001C2691	corpse_NPCMaleFarmer07	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
0035EC41	RE_ObjectMP05_SurvivorCorpseFemale	Civilian		001C2691	corpse_NPCMaleFarmer07	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
00364B3D	TW003_Turret	Machinegun Turret Mk I	Turret	00116667	LCharTurretTripodMounted_Normal	00106C31	PlayerFriendFaction								0
00368F8A	encMrGutsy01Responder	Responder Mr. Gutsy	Mr. Gutsy			003C6835	ResponderFaction								0
00368F90	Loot_CorpseRobotProtectronReponderMedic	Responder Protectron	Protectron	00106B09	EncProtectron01Template	003C6835	ResponderFaction								0
00368F8D	LvlProtectronResponderFireman	Responder Protectron	Protectron	00106B07	LvlProtectron	003C6835	ResponderFaction								0
00368F92	LvlProtectronResponderBasic	Responder Protectron	Protectron	00106B07	LvlProtectron	003C6835	ResponderFaction								0
00368F8C	EncSentryBot01Responder	Responder Sentry Bot	Sentry Bot	000AE0BB	EncSentryBot01Template	003C6835	ResponderFaction								0
003706CE	76CharGenMrHandy			003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
0037D972	LC060_WhitespringVendor_Spa_Aloe	Aloe		001FC697	LC060_LvlAssaultronWhitespring_White	001FC69F	WhitespringFaction								0
0037D9BE	LC060_WhitespringVendor_CasualClothing_Flauresca	Flauresca		00181529	LC060_LvlAssaultronWhitespring_Standard	0037D9B7	LC060_WhitespringVendor_CasualClothing_Flauresca_Faction					00629E04	0037D936	LC060_WhitespringVendorChest_ClothingCasual	1
0037D9BC	LC060_WhitespringVendor_FormalClothing_Tweed	Tweed		001FC690	LC060_LvlProtectronWhitespring_Butler	0037D9B8	LC060_WhitespringVendor_FormalClothing_Tweed_Faction					00629E05	0037D934	LC060_WhitespringVendorChest_ClothingFormal	1
0037D9C0	LC060_WhitespringVendor_Pharmacy_DocStanley	Doc Stanley		0018152D	LC060_LvlProtectronWhitespring_Medic	0037D9B6	LC060_WhitespringVendor_Pharmacy_DocStanley_Faction					00629E0E	0037D92D	LC060_WhitespringVendorChest_Pharmacy	1
0037D9C4	LC060_WhitespringVendor_Spa_Vera	Vera		001FC697	LC060_LvlAssaultronWhitespring_White	001FC69F	WhitespringFaction								0
0037D9D3	LC060_WhitespringVendor_WeaponsAntiqueArms_Flintlock	Flintlock		003A2942	LC060_LvlMrGutsyWhitespring_White	0037D9D2	LC060_WhitespringVendor_WeaponsAntiqueArms_Flintlock_Faction					00629E13	0037D938	LC060_WhitespringVendorChest_WeaponsAntiqueArms	1
0037D9CA	LC060_WhitespringVendor_DiningRoom_MsWaitress	Ms Waitress		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D973	LC060_WhitespringVendor_DiningRoom_Waiter_Faction					00629E14	0037D91C	LC060_WhitespringVendorChest_DiningRoom	1
0037D9C2	LC060_WhitespringVendor_DiningRoom_MrWaiter	Mr Waiter		001FC692	LC060_LvlMrHandyWhitespring_White_Standard	0037D973	LC060_WhitespringVendor_DiningRoom_Waiter_Faction					00629E14	0037D91C	LC060_WhitespringVendorChest_DiningRoom	1
0037D971	LC060_WhitespringVendor_JewelryAndAccessories_Helena	Helena		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9BA	LC060_WhitespringVendor_JewelryAndAccessories_Helena_Faction					00629E0A	0037D93A	LC060_WhitespringVendorChest_JewelryAndAccessories	1
0037D9CB	LC060_WhitespringVendor_SurvivalTraining_Friedrich	Friedrich		003A2942	LC060_LvlMrGutsyWhitespring_White	0037D9B3	LC060_WhitespringVendor_SurvivalTraining_Friedrich_Faction					00629E12	0037D947	LC060_WhitespringVendorChest_SurvivalTraining	1
0037D9BB	LC060_WhitespringVendor_SodaFountain_Bubbles	Bubbles	Bubbles	001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9AD	LC060_WhitespringVendor_SodaFountain_Bubbles_Faction					00629E16	0037D92A	LC060_WhitespringVendorChest_SodaFountain	2
0037D9BF	LC060_WhitespringVendor_ArmorHuntingSupplies_Cunningham	Cunningham		001FC692	LC060_LvlMrHandyWhitespring_White_Standard	0037D9AF	LC060_WhitespringVendor_ArmorHuntingSupplies_Cunningham_Faction					00629E00	0037D93E	LC060_WhitespringVendorChest_ArmorHuntingSupplies	1
0037D9C1	LC060_WhitespringVendor_Newsstand_Alexis	Alexis		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9AE	LC060_WhitespringVendor_Newsstand_Alexis_Faction					00629E0D	0037D93C	LC060_WhitespringVendorChest_Newsstand	1
0037D9C7	LC060_WhitespringVendor_ArtGallery_Pendleton	Pendleton		00181611	LC060_LvlProtectronWhitespring_White	0037D9B5	LC060_WhitespringVendor_ArtGallery_Pendleton_Faction					00629E01	0037D948	LC060_WhitespringVendorChest_ArtGallery	1
0037D9C8	LC060_WhitespringVendor_GourmetFood_Marie	Marie		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9B2	LC060_WhitespringVendor_GourmetFood_Marie_Faction					00629E08	0037D942	LC060_WhitespringVendorChest_GourmetFood	1
0037D9AB	LC060_WhitespringVendor_LobbyBar_Tannin	Tannin		001FC690	LC060_LvlProtectronWhitespring_Butler	0037D9AC	LC060_WhitespringVendor_LobbyBar_Tannin_Faction					00629E15	0037D925	LC060_WhitespringVendorChest_LobbyBar	2
0037D9C3	LC060_WhitespringVendor_ChildrensStore_Capn	Cap'n		00181611	LC060_LvlProtectronWhitespring_White	0037D9B0	LC060_WhitespringVendor_ChildrensStore_Capn_Faction					00629E03	0037D940	LC060_WhitespringVendorChest_ChildrensStore	1
0037D9C9	LC060_WhitespringVendor_GourmetRecipes_Antoine	Antoine		0018152E	LC060_LvlProtectronWhitespring_Chef	0037D9B1	LC060_WhitespringVendor_GourmetRecipes_Antoine_Faction					00629E09	0037D944	LC060_WhitespringVendorChest_GourmetRecipes	1
0038799E	MothmanWiseActor	Wise Mothman				00528CEF	FFZ10_Light_WiseMothmanFaction								0
0039BD0D	LC060_WhitespringVendor_DiningRoom_Robert	Robert		001FC690	LC060_LvlProtectronWhitespring_Butler	001FC69F	WhitespringFaction								1
0039CCAA	Loot_CorpseBoSPilot	Brotherhood Corpse		0039CCA9	Loot_CorpseBoSBase	001479C1	BoSGenericNPCFaction								0
0039CC9F	EncBoSScribeCorpseTemplate	Brotherhood Corpse				001479C1	BoSGenericNPCFaction								0
0039CCA9	Loot_CorpseBoSBase	Brotherhood Corpse		0039CC9F	EncBoSScribeCorpseTemplate	001479C1	BoSGenericNPCFaction								0
0039CCA0	EncBoSSoldierCorpseTemplate	Brotherhood Corpse				001479C1	BoSGenericNPCFaction								0
0039EFDD	LC060_LvlMsNannyWhitespring_White_Maid	Whitespring Ms Maid		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
0039EFDE	LC060_LvlMrHandyWhitespring_White_Janitor	Whitespring Mr Janitor		001FC692	LC060_LvlMrHandyWhitespring_White_Standard	001FC69F	WhitespringFaction								0
003A293B	LC060_WhitespringVendor_Barbershop_Clarice	Clarice		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
003A2933	LC060_WhitespringNPC_Concierge01	Whitespring Concierge		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
003A293C	LC060_WhitespringNPC_Doorman	Whitespring Doorman		001FC690	LC060_LvlProtectronWhitespring_Butler	001FC69F	WhitespringFaction								0
003A2940	LC060_WhitespringNPC_Manager_Stratford	Stratford		001FC692	LC060_LvlMrHandyWhitespring_White_Standard	001FC69F	WhitespringFaction								0
003A2941	LC060_LvlMrGutsyWhitespring_Standard	Whitespring Mr Gutsy	Mr Gutsy	000E9293	LvlMrGutsy	001FC69F	WhitespringFaction								0
003A2936	LC060_WhitespringNPC_MovieTheaterMsNanny			0039EFDD	LC060_LvlMsNannyWhitespring_White_Maid	001FC69F	WhitespringFaction								0
003A293E	LC060_WhitespringNPC_Concierge02	Whitespring Concierge		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
003A2942	LC060_LvlMrGutsyWhitespring_White			003A2941	LC060_LvlMrGutsyWhitespring_Standard	001FC69F	WhitespringFaction								0
003A2937	LC060_WhitespringVendor_Barbershop_Margaret	Margaret		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
003A2935	LC060_WhitespringNPC_Bellman	Whitespring Bellman		001FC690	LC060_LvlProtectronWhitespring_Butler	001FC69F	WhitespringFaction								0
003A2934	LC060_WhitespringNPC_SecurityChief	Whitespring Security Chief		001FC69D	LC060_LvlProtectronWhitespring_Police	001FC69F	WhitespringFaction								0
003A2931	LC060_WhitespringNPC_Greeter	Whitespring Greeter		001FC692	LC060_LvlMrHandyWhitespring_White_Standard	001FC69F	WhitespringFaction								0
003A2938	LC060_WhitespringVendor_Barbershop_Cynthia	Cynthia		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
003A2939	LC060_WhitespringVendor_Barbershop_Carolyn	Carolyn		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
003A2932	LC060_WhitespringNPC_DeskClerk	Whitespring Desk Clerk		001FC697	LC060_LvlAssaultronWhitespring_White	001FC69F	WhitespringFaction								0
003A293A	LC060_WhitespringVendor_Barbershop_Cheryl	Cheryl		001FC69B	LC060_LvlMsNannyWhitespring_White	001FC69F	WhitespringFaction								0
003A8BF9	LC060_LvlTurretBubbleWhitespring_Essential	Whitespring Turret	Turret	001FC696	LC060_LvlTurretBubbleWhitespring	001FC69F	WhitespringFaction								0
003B07FC	LC043PenitentiaryGuardProtectron_Inert			003CC00F	LC043PenitentiaryGuardProtectron	00208632	LC043PenitentiaryFaction								0
003C045F	test_Lvl_MTR08_AutoMiner_SitTEST	Auto-Miner	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
003C17F4	LC096_MorgantownAirport_Vendor_Responders	Responder Vendor	Vendor	00090659	LvlProtectronResponderMedic	003C17EE	LC096_MorgantownAirport_Vendor_Responders_Faction					003C1806	003C17FA	LC096_MorgantownAirport_VendorChest_Responders	1
003C17E7	LC023_Charleston_Vendor_Responders	Vendor Bot Mack	Mack	00090659	LvlProtectronResponderMedic	003C17E8	LC023_Charleston_Vendor_Responders_Faction					003C1802	003C17E9	LC023_Charleston_VendorChest_Responders	1
003C17F1	LC019_CamdenPark_Vendor_Responders	Vendor Bot Chad	Chad	00090659	LvlProtectronResponderMedic	003C17EB	LC019_CamdenPark_Vendor_Responders_Faction					003C17FE	003C17F7	LC019_CamdenPark_VendorChest_Responders	1
003C17F2	LC051_Grafton_Vendor_Responders	Vendor Bot Greg	Greg	00090659	LvlProtectronResponderMedic	003C17EC	LC051_Grafton_Vendor_Responders_Faction					003C1800	003C17F8	LC051_Grafton_VendorChest_Responders	1
003C17F3	LC062_HarpersFerry_Vendor_FreeStates	Vendor Bot Wallace	Wallace	00106B07	LvlProtectron	003C17F0	LC062_HarpersFerry_Vendor_FreeStates_Faction					005C54DC	003C17F9	LC062_HarpersFerry_VendorChest_FreeStates	1
003C17F5	LC150_TopOfTheWorld_Vendor_Raiders	Vendor Bot Resin	Resin	00106B07	LvlProtectron	003C17ED	LC150_TopOfTheWorld_Vendor_Raiders_Faction					003C1808	003C17FB	LC150_TopOfTheWorld_VendorChest_Raiders	1
003C17F6	LC170_Watoga_Vendor_BoS	Vendor Bot Phoenix	Phoenix	00106B07	LvlProtectron	003C17EF	LC170_Watoga_Vendor_BoS_Faction					003C180A	003C17FC	LC170_Watoga_VendorChest_BoS	1
003CC00F	LC043PenitentiaryGuardProtectron	Penitentiary Guard		001C2288	LvlProtectronPolice	00208632	LC043PenitentiaryFaction								0
003DA73A	LvlNukeCodeOfficerScorched	Scorched		005A03BF	LvlScorched_InvType_Ranged	003E134D	Nuke_LaunchCardPatrolFaction								0
003DB3D9	EncBrahminWild			00020480	EncBrahmin01Template	000330BB	DomesticAnimalFaction								0
003EB325	76CharGenMrHandy_Template			00157C5F	EncMrHandy	00106C31	PlayerFriendFaction								0
004EB9C7	LC060_Loot_CorpseProtectronWhitespring_Docent	Whitespring Docent		001FC690	LC060_LvlProtectronWhitespring_Butler	001FC69F	WhitespringFaction								0
004F67DF	RSVP03_Actor_Protectron_Volunteerbot	Mr. Fluffy		00106B09	EncProtectron01Template	003C5B86	RSVP00_Faction_RespondersVolunteers								0
004F79F0	76CharGenMrHandy_Camp	Crowley		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EC	76CharGenMrHandy_PerkBoard	Poole		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EA	76CharGenMrHandy_Medicine	Cavendish		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79F1	76CharGenMrHandy_Weapon	Roisterson		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EF	76CharGenMrHandy_Team	Merriman		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EB	76CharGenMrHandy_Power	Higgenbottom		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79ED	76CharGenMrHandy_Goodbye	Alderton		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EE	76CharGenMrHandy_Water	Worthy		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
0051967B	DoNotUse_EncRadAntScorched	Scorched Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
00525600	DebugCorrieEyebotFurniture	Test		000EFBB4	LvlEyeBot	00106C31	PlayerFriendFaction								0
00528CF0	RE_MothmanWiseActor			0038799E	MothmanWiseActor	00030BAC	REPlayerAlly								0
0052A680	test_QA_WeaponsVendor_Test	Vin		00157C9D	LCharMrHandy_Standard	0052A693	76QAWeapon_Vendor_Faction					0052A5FE	0052A695	76QAVendor_VendorChest_Weapons	1
0052A681	QA_ArmorVendor_Test	Daz		00157C9D	LCharMrHandy_Standard	0052A692	76QAArmor_Vendor_Faction					0052A5FD	0052A697	76QAVendor_VendorChest_Armor	1
0052EEC9	LvlNukeCodeOfficerFeralGhoul	Feral Ghoul		005196A9	LCharFeralGhoul_Normal	003E134D	Nuke_LaunchCardPatrolFaction								0
00440C80	EN05_Combat_LvlEyeBot	Comrade EyeBot	EyeBot	000EFBB4	LvlEyeBot	0015E040	EN05_CombatBotFaction								0
0030BAB0	ResponderBotBob	Vendor Bot Bob	Vendor Bot Bob	00106B09	EncProtectron01Template	003DB456	LC044_Flatwoods_Vendor_Responders_Faction					003DB45B	003DB455	LC044_Flatwoods_VendorChest_Responders	1
00018CEA	LC204_BrokenAutoMiner	Auto-Miner	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
00199F48	RS02_LvlMainTurretTripod_NonHostileRepairable_NoNativeTerminal	Machinegun Turret Mk I	Turret	0011131F	LCharTurretTripod_Normal	00106C31	PlayerFriendFaction								0
0033D18C	TestMoleratMeatAttracted			000342C8	LCharMolerat	0033D162	AttractedByMeatFaction								0
00309215	LvlProtectronStrikebreaker_Hostile	Protectron Strikebreaker		00106B07	LvlProtectron	00309393	RobotStrikebreakerFaction								0
00309214	LvlMrGutsyStrikebreaker	Mr. Gutsy Strikebreaker		00146CE3	LCharMrGutsy	00309393	RobotStrikebreakerFaction								0
00309213	LvlAssaultronStrikebreaker			00121D51	LCharAssaultron_Normal	00309393	RobotStrikebreakerFaction								0
00309216	LvlSentryBotStrikebreaker	Sentry Bot Strikebreaker		0012BC12	LCharSentryBot	00309393	RobotStrikebreakerFaction								0
004ECC78	RE_SceneBB02_MrVeterinarian	Mr Veterinarian		00157C9D	LCharMrHandy_Standard	0050FD12	RE_SceneBB02Faction								0
0031C8AE	RE_ObjectTS03_MrGutsy			00146CE3	LCharMrGutsy	0031C8AB	RE_ObjectTS03Robots								0
0031C8AD	RE_ObjectTS03_Assaultron			00121D51	LCharAssaultron_Normal	0031C8AB	RE_ObjectTS03Robots								0
0052F18E	RE_SceneBB02_Cat	Stray Cat	Cat	005C40F2	LvlCritterCat_NoActorCap	0050FD12	RE_SceneBB02Faction								0
004E0EC4	RE_TravelMD01_Eyebot			00058568	LvlEyeBotResponder	003C6835	ResponderFaction								0
004F6122	Loot_CorpseBrahmin	Brahmin		00020480	EncBrahmin01Template	000330BB	DomesticAnimalFaction								0
0037E1D2	RE_TravelTS01_ResponderProtectronVendor	Vendor Bot Responder	Protectron	00368F92	LvlProtectronResponderBasic	0037E1CF	RE_TravelTS01_Vendor_Faction					0037E1D4	0037E1CE	RE_TravelTS01_VendorChest_General	1
0037E1D1	RE_TravelTS01_EyebotGuard	EyeBot Guard	EyeBot	000EFBB4	LvlEyeBot	0037E1CF	RE_TravelTS01_Vendor_Faction					0037E1D4	0037E1CE	RE_TravelTS01_VendorChest_General	1
00020480	EncBrahmin01Template	Brahmin				000330BB	DomesticAnimalFaction								0
0003255F	test_FurnitureTester	Furniture Tester				00002CB4	CrimeDiamondCity								0
003E3CFE	EncSentryBot04Strikebreaker	Sentry Bot Strikebreaker		00216358	EncSentryBot04	00309393	RobotStrikebreakerFaction								0
003E3CF2	EncAssaultron01Strikebreaker	Assaultron Strikebreaker		00121D52	EncAssaultron01Template	00309393	RobotStrikebreakerFaction								0
003E3CF3	EncAssaultron02Strikebreaker	Assaultron Strikebreaker		000D8418	EncAssaultron02	00309393	RobotStrikebreakerFaction								0
003E3CEF	EncSentryBot01Strikebreaker	Sentry Bot Strikebreaker		000AE0BB	EncSentryBot01Template	00309393	RobotStrikebreakerFaction								0
003E3CF6	EncMrGutsy03Strikebreaker	Mr. Gutsy Strikebreaker		00146CE1	encMrGutsy03	00309393	RobotStrikebreakerFaction								0
003E3CFD	EncSentryBot03Strikebreaker	Sentry Bot Strikebreaker		00216357	EncSentryBot03	00309393	RobotStrikebreakerFaction								0
003E3CF5	EncMrGutsy02Strikebreaker	Mr. Gutsy Strikebreaker		00146CE0	encMrGutsy02	00309393	RobotStrikebreakerFaction								0
003E3CFB	EncProtectron05StrikebreakerHostile	Protectron Strikebreaker		004E0FA2	EncProtectron04Hostile	00309393	RobotStrikebreakerFaction								0
003E3CF1	EncMrGutsy01Strikebreaker	Mr. Gutsy Strikebreaker		00146CDF	encMrGutsy01Template	00309393	RobotStrikebreakerFaction								0
003E3CF9	EncProtectron03StrikebreakerHostile	Protectron Strikebreaker		003A55F8	EncProtectron03Hostile	00309393	RobotStrikebreakerFaction								0
003E3CF0	EncProtectron01StrikebreakerHostile	Protectron Strikebreaker		003A55F4	EncProtectron01Hostile	00309393	RobotStrikebreakerFaction								0
003E3CF7	EncMrGutsy04Strikebreaker	Mr. Gutsy Strikebreaker		00146CE2	encMrGutsy04	00309393	RobotStrikebreakerFaction								0
003E3CFC	EncSentryBot02Strikebreaker	Sentry Bot Strikebreaker		000CFB4A	EncSentryBot02	00309393	RobotStrikebreakerFaction								0
003E3CF4	EncAssaultron03Strikebreaker	Assaultron Strikebreaker		001C246B	EncAssaultron03	00309393	RobotStrikebreakerFaction								0
003E3CF8	EncProtectron02StrikebreakerHostile	Protectron Strikebreaker		003A55F7	EncProtectron02Hostile	00309393	RobotStrikebreakerFaction								0
003E3CFA	EncProtectron04StrikebreakerHostile	Protectron Strikebreaker		004E0FA2	EncProtectron04Hostile	00309393	RobotStrikebreakerFaction								0
003C7A14	LC060_WhitespringVendor_Spa_Lotus	Lotus		001FC697	LC060_LvlAssaultronWhitespring_White	001FC69F	WhitespringFaction								0
003CB4EC	LC060_LvlProtectronWhitespring_Construction	Whitespring Construction Protectron		001FC68F	LC060_LvlProtectronWhitespring_Standard	001FC69F	WhitespringFaction								0
003D83BA	Loot_CorpseSentryBot01Strikebreaker	Sentry Bot Strikebreaker		000AE0BB	EncSentryBot01Template	00309393	RobotStrikebreakerFaction								0
003D83B9	Loot_CorpseAssaultron01Strikebreaker	Assaultron Strikebreaker		00121D52	EncAssaultron01Template	00309393	RobotStrikebreakerFaction								0
003D61CA	Loot_Corpse_LvlMrHandyWhitespring_White_Standard	Whitespring Mr Handy	Mr Handy			001FC69F	WhitespringFaction								0
003CF55A	MTR08_Loot_CorpseAutoMiner	Auto-Miner	Auto-Miner	001D77A0	EncProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
003D00DD	MTR11_AutoMiner_A	Auto-Miner "Alan"	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
003D00E0	MTR11_AutoMiner_C	Auto-Miner "Carlos"	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
003D00DF	MTR11_AutoMiner_B	Auto-Miner "Benny"	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
0050BD14	LC060_Loot_CorpseRobotWhitespringWhiteGardener			001FC6A5	LC060_LvlMrHandyWhitespring_White_Gardener	001FC69F	WhitespringFaction								0
004FC024	RE_ObjectMP01_Loot_Corpse			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
004FC02D	RE_ObjectMP02_Corpse_RSVP_ResponderVolunteer			001C2691	corpse_NPCMaleFarmer07	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
00430332	POI095_WhitespringStation_Vendor_Neutral	The Whitespring Station Vendor	Vendor	001FC690	LC060_LvlProtectronWhitespring_Butler	004FE470	POI095_WhitespringStation_Vendor_Whitespring_Faction					00430334	004FDEED	POI095_WhitespringStation_VendorChest_Whitespring	1
0043036E	POI089_CharlestonStation_Vendor_Responders	Vendor Bot Responder	Vendor	00090659	LvlProtectronResponderMedic	004FE46A	POI089_CharlestonStation_Vendor_Responders_Faction					00430370	004FDEE7	POI089_CharlestonStation_VendorChest_Responders	1
00430336	POI088_SuttonStation_Vendor_Raiders	Vendor Bot Raider	Vendor	00106B07	LvlProtectron	004FE46B	POI088_SuttonStation_Vendor_Raiders_Faction					00430337	004FDEE6	POI088_SuttonStation_VendorChest_Raiders	1
00430342	POI096_R&GStation_Vendor_Raiders	Vendor Bot Raider	Vendor	00106B07	LvlProtectron	004FE471	POI096_RandGStation_Vendor_Raiders_Faction					00430344	004FDEEE	POI096_RandGStation_VendorChest_Raiders	1
00430367	POI087_MorgantownStation_Vendor_Responders	Vendor Bot Responder	Vendor	00090659	LvlProtectronResponderMedic	004FE469	POI087_MorgantownStation_Vendor_Responders_Faction					0043036B	004FDEE5	POI087_MorgantownStation_VendorChest_Responders	1
0043037A	POI091_LewisburgStation_Vendor_Responders	Vendor Bot Responder	Vendor	00090659	LvlProtectronResponderMedic	004FE46D	POI091_LewisburgStation_Vendor_Responders_Faction					0043037D	004FDEE9	POI091_LewisburgStation_VendorChest_Responders	1
0043033E	POI094_PleasantValleyStation_Vendor_Raiders	Vendor Bot Raider	Vendor	00106B07	LvlProtectron	004FE46F	POI094_PlesantValleyStation_Vendor_Raiders_Faction					0043033F	004FDEEC	POI094_PlesantValleyStation_VendorChest_Raiders	1
00430376	POI090_WelchStation_Vendor_Responders	Vendor Bot Responder	Vendor	00090659	LvlProtectronResponderMedic	004FE46C	POI090_WelchStation_Vendor_Responders_Faction					00430378	004FDEE8	POI090_WelchStation_VendorChest_Responders	1
0043033A	POI093_SunnytopStation_Vendor_Raiders	Vendor Bot Raider	Vendor	00106B07	LvlProtectron	004FE46E	POI093_SunnytopStation_Vendor_Raiders_Faction					0043033B	004FDEEB	POI093_SunnytopStation_VendorChest_Raiders	1
0043032D	POI092_WatogaStation_Vendor_Neutral	Watoga Vendor Bot	Vendor	0037A28F	LvlProtectronWatogaGovt	004FE472	POI092_WatogaStation_Vendor_Neutral_Faction					0043032F	004FDEEA	POI092_WatogaStation_VendorChest_Neutral	1
00430363	POI086_GraftonStation_Vendor_Responders	Vendor Bot Responder	Vendor	00090659	LvlProtectronResponderMedic	004FE468	POI086_GraftonStation_Vendor_Responders_Faction					00430366	004FDEE4	POI086_GraftonStation_VendorChest_Responders	1
0043C164	EncTurretASAM	Automated Surface to Air Missile	Turret			0010D85B	ASAM_Faction								0
0043C422	EN05_Combat_LvlSentryBot_Boss	Communist Shock Trooper		0012BC12	LCharSentryBot	0015E040	EN05_CombatBotFaction								0
0043C424	EN05_Combat_LvlAssaultron_Boss	Communist Elite Trooper		00121D51	LCharAssaultron_Normal	0015E040	EN05_CombatBotFaction								0
