COBJ_FormID	COBJ_EDID	CNAM_FormID	CNAM_EDID	CNAM_FULL	BNAM_FormID	BNAM_EDID	BNAM_FULL	GNAM_FormID	GNAM_EDID	GNAM_FULL	FNAM_Keywords	FVPA	ReferencedBy_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37
005255DE	co_DLC03_mod_LeverGun_SCOPE_shortscope_Base	0026B601	DLC03_mod_LeverGun_SCOPE_shortscope_Base	Short Scope				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Glass:2:COBJ_Weapon_Glass|c_Adhesive:2:COBJ_Weapon_Adhesive|c_Steel:2:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005255B7	co_DLC03_mod_LeverGun_Grip_SecondaryDMG	0003253E	DLC03_mod_LeverGun_Grip_SecondaryDMG	Bruising Stock				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:5:COBJ_Weapon_Aluminum|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:3:COBJ_Weapon_Springs|c_Screws:6:COBJ_Weapon_Screws		0																																					
0052559F	co_DLC03_mod_LeverGun_Barrel_Long_Recoil	00024199	DLC03_mod_LeverGun_Barrel_Long_Recoil	Stabilized Long Barrel				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Steel:6:COBJ_Weapon_Steel|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255B9	co_DLC03_mod_LeverGun_Muzzle_compensator_Base	000325A6	DLC03_mod_LeverGun_Muzzle_compensator_Base	Compensator				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:3:COBJ_Weapon_Aluminum|c_Adhesive:3:COBJ_Weapon_Adhesive		0																																					
005255D8	co_DLC03_mod_LeverGun_SCOPE_MediumScope_Base	00267D1F	DLC03_mod_LeverGun_SCOPE_MediumScope_Base	Medium Scope				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Glass:4:COBJ_Weapon_Glass|c_Adhesive:3:COBJ_Weapon_Adhesive|c_Steel:3:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255A3	co_DLC03_mod_LeverGun_Barrel_Long_Recoil-HipAccuracy	00024893	DLC03_mod_LeverGun_Barrel_Long_Recoil-HipAccuracy	Aligned Long Barrel				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:6:COBJ_Weapon_Steel|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255D4	co_DLC03_mod_LeverGun_SCOPE_Ironsights_Base	00142EA9	DLC03_mod_LeverGun_SCOPE_Ironsights_Base	Standard Sights								c_Adhesive:1:COBJ_Weapon_Adhesive|c_Steel:2:COBJ_Weapon_Steel		0																																					
005255D6	co_DLC03_mod_LeverGun_SCOPE_Longscope_Base	0019A655	DLC03_mod_LeverGun_SCOPE_Longscope_Base	Long Scope				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:5:COBJ_Weapon_Aluminum|c_Glass:5:COBJ_Weapon_Glass|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255BB	co_DLC03_mod_LeverGun_Muzzle_suppressor_Base	000325EE	DLC03_mod_LeverGun_Muzzle_suppressor_Base	Suppressor				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:6:COBJ_Weapon_Aluminum|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Plastic:4:COBJ_Weapon_Plastic|c_Screws:2:COBJ_Weapon_Screws		0																																					
005255A1	co_DLC03_mod_LeverGun_Barrel_Short_Base	000324C0	DLC03_mod_LeverGun_Barrel_Short_Base	Short Barrel								c_Adhesive:1:COBJ_Weapon_Adhesive|c_Steel:3:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255CE	co_DLC03_mod_LeverGun_Receiver_FastTrigger-HipAccuracy	0014100F	DLC03_mod_LeverGun_Receiver_FastTrigger-HipAccuracy	Steadfast Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Oil:4:COBJ_Weapon_Oil|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:5:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
0052559D	co_DLC03_mod_LeverGun_Barrel_Long_HipAccuracy	000221A2	DLC03_mod_LeverGun_Barrel_Long_HipAccuracy	True Long Barrel				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:6:COBJ_Weapon_Steel|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255CA	co_DLC03_mod_LeverGun_receiver_FastTrigger	0006F866	DLC03_mod_LeverGun_receiver_FastTrigger	Hair Trigger Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Oil:4:COBJ_Weapon_Oil|c_Steel:5:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005255C7	co_DLC03_mod_LeverGun_Receiver_Damage-HipAccuracy	0006F857	DLC03_mod_LeverGun_Receiver_Damage-HipAccuracy	Refined Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:4:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Oil:3:COBJ_Weapon_Oil|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:5:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255C3	co_DLC03_mod_LeverGun_Receiver_Damage	00061B34	DLC03_mod_LeverGun_Receiver_Damage	Hardened Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:4:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Oil:3:COBJ_Weapon_Oil|c_Steel:5:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255C1	co_DLC03_mod_LeverGun_receiver_Base	000326A0	DLC03_mod_LeverGun_receiver_Base	Standard Receiver								c_Adhesive:4:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Oil:3:COBJ_Weapon_Oil|c_Steel:5:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
0052559B	co_DLC03_mod_LeverGun_Barrel_Long_Base	0002219E	DLC03_mod_LeverGun_Barrel_Long_Base	Long Barrel								c_Adhesive:3:COBJ_Weapon_Adhesive|c_Steel:6:COBJ_Weapon_Steel|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255A5	co_DLC03_mod_LeverGun_Barrel_Short_HipAccuracy	000324D5	DLC03_mod_LeverGun_Barrel_Short_HipAccuracy	True Short Barrel				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:1:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:3:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255A9	co_DLC03_mod_LeverGun_Barrel_Short_Recoil-HipAccuracy	000324FB	DLC03_mod_LeverGun_Barrel_Short_Recoil-HipAccuracy	Aligned Short Barrel				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:1:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:3:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255E0	co_DLC03_mod_LeverGun_SCOPE_shortscope_NV_Base	0026CB7D	DLC03_mod_LeverGun_SCOPE_shortscope_NV_Base	Short Night Vision Scope				005309FD	recipe_DLC03_mod_LeverGun_SCOPE_shortscope_NV_Base	Plan: Lever Gun Short NV Scope		c_Aluminum:6:COBJ_Weapon_Aluminum|c_Circuitry:3:COBJ_Weapon_Circuitry|c_FiberOptics:3:COBJ_Weapon_FiberOptics|c_Glass:5:COBJ_Weapon_Glass|c_Adhesive:4:COBJ_Weapon_Adhesive|c_NuclearMaterial:3:COBJ_Weapon_NuclearMaterial|c_Silver:3:COBJ_Weapon_Silver|c_Screws:4:COBJ_Weapon_Screws		0																																					
005255C9	co_DLC03_mod_LeverGun_Receiver_FastTrigger-BaseDMG	0006F8A9	DLC03_mod_LeverGun_Receiver_FastTrigger-BaseDMG	Tuned Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:6:|c_Circuitry:3:|c_FiberOptics:3:|c_Glass:5:|c_Adhesive:4:COBJ_Weapon_Adhesive|c_NuclearMaterial:3:|c_Oil:4:COBJ_Weapon_Oil|c_Silver:3:|c_Steel:5:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
005255DC	co_DLC03_mod_LeverGun_SCOPE_reflex_Dot	0026B5F5	DLC03_mod_LeverGun_SCOPE_reflex_Dot	Reflex Sight (Dot)				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:3:COBJ_Weapon_Aluminum|c_Glass:3:COBJ_Weapon_Glass|c_Adhesive:3:COBJ_Weapon_Adhesive|c_NuclearMaterial:2:COBJ_Weapon_NuclearMaterial|c_Silver:2:COBJ_Weapon_Silver|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255AB	co_DLC03_mod_LeverGun_Grip_Base	00032511	DLC03_mod_LeverGun_Grip_Base	Short Stock								c_Aluminum:5:COBJ_Weapon_Aluminum|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:3:COBJ_Weapon_Springs|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255CC	co_DLC03_mod_LeverGun_Receiver_FastTrigger-CritDMG	0006F8AA	DLC03_mod_LeverGun_Receiver_FastTrigger-CritDMG	Fierce Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Oil:4:COBJ_Weapon_Oil|c_Steel:5:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005255B1	co_DLC03_mod_LeverGun_Grip_HipAccuracy-Recoil	0003251D	DLC03_mod_LeverGun_Grip_Recoil-HipAccuracy	Aligned Stock				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:5:COBJ_Weapon_Aluminum|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:3:COBJ_Weapon_Springs|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255D0	co_DLC03_mod_LeverGun_Receiver_HipAccuracy	00142EA3	DLC03_mod_LeverGun_Receiver_HipAccuracy	True Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Oil:4:COBJ_Weapon_Oil|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:5:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005255BD	co_DLC03_mod_LeverGun_Receiver_CritDMG-HipAccuracy	00061B09	DLC03_mod_LeverGun_Receiver_CritDMG-HipAccuracy	Vicious Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:4:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Oil:3:COBJ_Weapon_Oil|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:5:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005255AD	co_DLC03_mod_LeverGun_Grip_HipAccuracy	00032513	DLC03_mod_LeverGun_Grip_HipAccuracy	True Stock				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:5:COBJ_Weapon_Aluminum|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:3:COBJ_Weapon_Springs|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255DA	co_DLC03_mod_LeverGun_SCOPE_MediumScope_NV_Base	00268EB5	DLC03_mod_LeverGun_SCOPE_MediumScope_NV_Base	Medium Night Vision Scope				005309FC	recipe_DLC03_mod_LeverGun_SCOPE_MediumScope_NV_Base	Plan: Lever Gun Medium NV Scope		c_Aluminum:7:COBJ_Weapon_Aluminum|c_Circuitry:3:COBJ_Weapon_Circuitry|c_FiberOptics:4:COBJ_Weapon_FiberOptics|c_Glass:6:COBJ_Weapon_Glass|c_Adhesive:5:COBJ_Weapon_Adhesive|c_NuclearMaterial:3:COBJ_Weapon_NuclearMaterial|c_Silver:3:COBJ_Weapon_Silver|c_Screws:4:COBJ_Weapon_Screws		0																																					
005255AF	co_DLC03_mod_LeverGun_Grip_HipAccuracy-SecondaryDMG	00032521	DLC03_mod_LeverGun_Grip_HipAccuracy-SecondaryDMG	Precise Stock				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Aluminum:5:COBJ_Weapon_Aluminum|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:3:COBJ_Weapon_Springs|c_Screws:6:COBJ_Weapon_Screws		0																																					
005255BF	co_DLC03_mod_LeverGun_Receiver_CritDMG	00033A3D	DLC03_mod_LeverGun_Receiver_CritDMG	Calibrated Receiver				00110E32	DLC03_LeverGun	Lever Action Rifle		c_Adhesive:4:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Oil:3:COBJ_Weapon_Oil|c_Steel:5:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
00525B64	co_Chem_Smelting_Ore_Fertilizer	001BF730	c_Fertilizer_scrap	Raw Fertilizer	00102158	Workbench_Crafting_Chemlab		00525B63	Chem_Smelting_Ore_Fertilizer	Phosphate	RecipeFilter_Chem_Smelting	c_Acid:1:|Chem_Smelting_Ore_Fertilizer:2:		0																																					
005261DF	co_mod_CombatShotgun_Receiver_Automatic-CritDMG	00204975	mod_CombatShotgun_Receiver_Automatic-CritDMG	Tweaked Automatic Receiver				0014831C	CombatShotgun	Combat Shotgun		c_Aluminum:6:COBJ_Weapon_Aluminum|c_Adhesive:2:COBJ_Weapon_Adhesive|c_Gears:3:COBJ_Weapon_Gears|c_Oil:4:COBJ_Weapon_Oil|c_Silver:4:COBJ_Weapon_Silver|c_Steel:6:COBJ_Weapon_Steel|c_Screws:5:COBJ_Weapon_Screws		0																																					
005261DE	co_mod_CombatShotgun_Barrel_Short_Recoil-HipAccuracy	001F6741	mod_CombatShotgun_Barrel_Short_Recoil-HipAccuracy	Aligned Short Barrel				0014831C	CombatShotgun	Combat Shotgun		c_Adhesive:1:COBJ_Weapon_Adhesive|c_Rubber:6:COBJ_Weapon_Rubber|c_Springs:4:COBJ_Weapon_Springs|c_Steel:3:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
0052655D	co_MTNM04_Robot	0006E199	MTNM04_Robot	Robot Waitstaff							RecipeFilterRepair	c_Steel:2:		0																																					
005267CB	repair_co_LC043PenitentiaryGuardProtectron_Patrol	001E7C60	LC043PenitentiaryGuardProtectron_Patrol								RecipeFilterRepair	c_Steel:2:		0																																					
00527077	co_DLC04_mod_HandMadeGun_Barrel_Long_Base	0031B18C	DLC04_mod_HandMadeGun_Barrel_Long_Base	Long Barrel								c_Adhesive:2:COBJ_Weapon_Adhesive|c_Steel:6:COBJ_Weapon_Steel|c_Screws:6:COBJ_Weapon_Screws		0																																					
00527078	co_DLC04_mod_Revolver_Barrel_Long_Base	0052707A	DLC04_mod_Revolver_Barrel_Long_Base	Long Barrel								c_Adhesive:3:COBJ_Weapon_Adhesive|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
00527AC6	co_mod_M79_Stock_Short_Standard	0008F5A2	mod_M79_Stock_Short	Short Stock								c_Aluminum:8:COBJ_Weapon_Aluminum|c_Adhesive:5:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:5:COBJ_Weapon_Springs|c_Screws:10:COBJ_Weapon_Screws		0																																					
00527ABE	co_mod_M79_Barrel_Long	0008F173	mod_M79_Barrel_Long	Long Barrel				0008F0EF	M79	M79 Grenade Launcher		c_Adhesive:6:COBJ_Weapon_Adhesive|c_Steel:12:COBJ_Weapon_Steel|c_Screws:10:COBJ_Weapon_Screws		0																																					
00527AC0	co_mod_M79_Barrel_Short_Standard	0008F5A1	mod_M79_Barrel_Short	Short Barrel								c_Adhesive:2:COBJ_Weapon_Adhesive|c_Steel:8:COBJ_Weapon_Steel|c_Screws:10:COBJ_Weapon_Screws		0																																					
00527AC2	co_mod_M79_Receiver_Standard	0008F0FB	mod_M79_Receiver_Standard	Standard Receiver								c_Adhesive:4:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Oil:3:COBJ_Weapon_Oil|c_Steel:5:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
00527AC4	co_mod_M79_StockFull	0008F10A	mod_M79_StockFull	Full Stock				0008F0EF	M79	M79 Grenade Launcher		c_Aluminum:10:COBJ_Weapon_Aluminum|c_Adhesive:7:COBJ_Weapon_Adhesive|c_Rubber:4:COBJ_Weapon_Rubber|c_Springs:9:COBJ_Weapon_Springs|c_Screws:10:COBJ_Weapon_Screws		0																																					
00527C6F	co_mod_10mm_Receiver_Automatic	001F660D	mod_10mm_Receiver_Automatic	Automatic Receiver				00004822	10mm	10mm		c_Aluminum:2:COBJ_Weapon_Aluminum|c_Adhesive:4:COBJ_Weapon_Adhesive|c_Gears:5:COBJ_Weapon_Gears|c_Oil:4:COBJ_Weapon_Oil|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
0052821C	co_mod_PumpActionShotgun_barrel_Short_Recoil-HipAccuracy	0052821B	mod_PumpActionShotgun_barrel_Short_Recoil-HipAccuracy	Aligned Barrel				0012DBB3	PumpActionShotgun	Pump Action Shotgun		c_Adhesive:1:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:2:COBJ_Weapon_Springs|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
00528215	co_mod_PumpActionShotgun_Barrel_Medium_Base	00528211	mod_PumpActionShotgun_Barrel_Medium_Base	Medium Barrel								c_Adhesive:2:COBJ_Weapon_Adhesive|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
0052821F	co_mod_PumpActionShotgun_barrel_Short_Recoil	0052821A	mod_PumpActionShotgun_barrel_Short_Recoil	Stabilized Short Barrel				0012DBB3	PumpActionShotgun	Pump Action Shotgun		c_Adhesive:1:COBJ_Weapon_Adhesive|c_Springs:2:COBJ_Weapon_Springs|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
00528217	co_mod_PumpActionShotgun_Barrel_Medium_HipAccuracy	00528212	mod_PumpActionShotgun_Barrel_Medium_HipAccuracy	True Medium Barrel				0012DBB3	PumpActionShotgun	Pump Action Shotgun		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
00528210	co_mod_PumpActionShotgun_Barrel_Long_HipAccuracy	0052820D	mod_PumpActionShotgun_Barrel_Long_HipAccuracy	True Long Barrel				0012DBB3	PumpActionShotgun	Pump Action Shotgun		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:2:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
00528219	co_mod_PumpActionShotgun_Barrel_Medium_Recoil	00528213	mod_PumpActionShotgun_Barrel_Medium_Recoil	Stabilized Medium Barrel				0012DBB3	PumpActionShotgun	Pump Action Shotgun		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Springs:2:COBJ_Weapon_Springs|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
0052820F	co_mod_PumpActionShotgun_Barrel_Long_Recoil-HipAccuracy	0052820E	mod_PumpActionShotgun_Barrel_Long_Recoil-HipAccuracy	Aligned Long Barrel				0012DBB3	PumpActionShotgun	Pump Action Shotgun		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:2:COBJ_Weapon_Springs|c_Steel:2:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282E6	co_DLC04_mod_Revolver_Receiver_FastTrigger-CritDMG	0052708F	DLC04_mod_Revolver_Receiver_FastTrigger-CritDMG	Fierce Receiver				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Gears:1:COBJ_Weapon_Gears|c_Oil:6:COBJ_Weapon_Oil|c_Silver:2:COBJ_Weapon_Silver|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282D0	co_DLC04_mod_Revolver_Grip_HipAccuracy-SecondaryDMG	00527085	DLC04_mod_Revolver_Grip_HipAccuracy-SecondaryDMG	Precise Grip				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
005282D6	co_DLC04_mod_Revolver_Grip_SecondaryDMG	00527088	DLC04_mod_Revolver_Grip_SecondaryDMG	Bruising Grip				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
005282C0	co_DLC04_mod_Revolver_Barrel_Long_Recoil-HipAccuracy	0052707D	DLC04_mod_Revolver_Barrel_Long_Recoil-HipAccuracy	Aligned Long Barrel				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:2:COBJ_Weapon_Springs|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282E8	co_DLC04_mod_Revolver_Receiver_FastTrigger-Damage	00527090	DLC04_mod_Revolver_Receiver_FastTrigger-Damage	Vigorous Receiver				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Gears:1:COBJ_Weapon_Gears|c_Oil:6:COBJ_Weapon_Oil|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282EA	co_DLC04_mod_Revolver_Receiver_FastTrigger-HipAccuracy	00527091	DLC04_mod_Revolver_Receiver_FastTrigger-HipAccuracy	Steadfast Receiver				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Gears:1:COBJ_Weapon_Gears|c_Oil:6:COBJ_Weapon_Oil|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282C6	co_DLC04_mod_Revolver_Barrel_Short_Recoil	00527080	DLC04_mod_Revolver_Barrel_Short_Recoil	Stabilized Short Barrel				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Springs:2:COBJ_Weapon_Springs|c_Steel:2:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005282D2	co_DLC04_mod_Revolver_Grip_Recoil	00527086	DLC04_mod_Revolver_Grip_Recoil	Stabilized Grip				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Springs:2:COBJ_Weapon_Springs|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
005282EC	co_DLC04_mod_Revolver_Receiver_HipAccuracy	00527092	DLC04_mod_Revolver_Receiver_HipAccuracy	True Receiver				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Gears:1:COBJ_Weapon_Gears|c_Oil:2:COBJ_Weapon_Oil|c_Rubber:2:COBJ_Weapon_Rubber|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282D4	co_DLC04_mod_Revolver_Grip_Recoil-SecondaryDMG	00527087	DLC04_mod_Revolver_Grip_Recoil-SecondaryDMG	Forceful Grip				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Gears:2:COBJ_Weapon_Gears|c_Springs:2:COBJ_Weapon_Springs|c_Steel:6:COBJ_Weapon_Steel|c_Screws:4:COBJ_Weapon_Screws		0																																					
005282EE	co_DLC04_mod_Revolver_Scope_Ironsights_Base	00527093	DLC04_mod_Revolver_Scope_Ironsights_Base	Standard Sights								c_Adhesive:1:COBJ_Weapon_Adhesive|c_Steel:1:COBJ_Weapon_Steel		0																																					
005282BE	co_DLC04_mod_Revolver_Barrel_Long_Recoil	0052707C	DLC04_mod_Revolver_Barrel_Long_Recoil	Stabilized Long Barrel				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:3:COBJ_Weapon_Adhesive|c_Springs:2:COBJ_Weapon_Springs|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282F0	co_DLC04_mod_Revolver_Scope_Reflex_Base	00527094	DLC04_mod_Revolver_Scope_Reflex_Base	Reflex Sight (Circle)								c_Aluminum:3:COBJ_Weapon_Aluminum|c_Adhesive:2:COBJ_Weapon_Adhesive|c_Screws:2:COBJ_Weapon_Screws		0																																					
005282F2	co_DLC04_mod_Revolver_Scope_ShortScope_Base	00527095	DLC04_mod_Revolver_Scope_ShortScope_Base	Short Scope				00113D6A	DLC04_Revolver	Western Revolver		c_Glass:1:COBJ_Weapon_Glass|c_Adhesive:1:COBJ_Weapon_Adhesive|c_Steel:1:COBJ_Weapon_Steel|c_Screws:1:COBJ_Weapon_Screws		0																																					
005282C8	co_DLC04_mod_Revolver_Barrel_Short_Recoil-HipAccuracy	00527081	DLC04_mod_Revolver_Barrel_Short_Recoil-HipAccuracy	Aligned Short Barrel				00113D6A	DLC04_Revolver	Western Revolver		c_Adhesive:2:COBJ_Weapon_Adhesive|c_Rubber:2:COBJ_Weapon_Rubber|c_Springs:2:COBJ_Weapon_Springs|c_Steel:2:COBJ_Weapon_Steel|c_Screws:3:COBJ_Weapon_Screws		0																																					
005282D8	co_DLC04_mod_Revolver_Receiver_Base	00527089	DLC04_mod_Revolver_Receiver_Base	Standard Receiver								c_Adhesive:2:COBJ_Weapon_Adhesive|c_Gears:1:COBJ_Weapon_Gears|c_Oil:2:COBJ_Weapon_Oil|c_Steel:4:COBJ_Weapon_Steel|c_Screws:2:COBJ_Weapon_Screws		0																																					
