QuestFormID	QuestEDID	QuestName	AliasIndex	AliasID	AliasName	AliasLabel	AliasKind	AliasFlags	FillLinks	Conditions	Scripts
0004E257	MTNM04_Guest	Event: Distinguished Guests	54	16	CenterpieceMarkers	Alias	RefCol	Create Ref - Temp	ALRT=0005C9A2:MTNM04_CenterpieceMarker_LocRef:LCRT		
0004E257	MTNM04_Guest	Event: Distinguished Guests	56	31	MisplacedPlacesettingActivators	Alias	RefCol	Optional ; Create Ref - Temp			
0004E257	MTNM04_Guest	Event: Distinguished Guests	58	32	MisplacedCenterpieceActivators	Alias	RefCol	Optional ; Create Ref - Temp			
0004E257	MTNM04_Guest	Event: Distinguished Guests	60	15	MisplacedPlacesettings	Alias	RefCol	Optional ; Quest Object ; Create Ref - Temp	Keyword=0006BE6A:MTNM04_Placesetting_Keyword:KYWD		
0004E257	MTNM04_Guest	Event: Distinguished Guests	62	17	MisplacedCenterpieces	Alias	RefCol	Optional ; Quest Object ; Create Ref - Temp	Keyword=0006BE9E:MTNM04_Centerpiece_Keyword:KYWD		
0004E257	MTNM04_Guest	Event: Distinguished Guests	64	21	tables	Alias	RefCol	Allow Disabled	ALRT=0006BEE2:MTNM04_Table_LocRef:LCRT		
0004E257	MTNM04_Guest	Event: Distinguished Guests	66	62	FinishedTables	Alias	RefCol	Optional ; Allow Disabled	Keyword=0043A943:MTNM04_Guest_TableSetKeyword:KYWD		
0004E257	MTNM04_Guest	Event: Distinguished Guests	68	23	StaticCenterpieces	Alias	RefCol	Allow Disabled	ALRT=0006E14E:MTNM04_CenterpieceStatic_LocRef:LCRT		
0004E257	MTNM04_Guest	Event: Distinguished Guests	70	24	StaticPlacesettings	Alias	RefCol	Allow Disabled	ALRT=0006E150:MTNM04_PlacesettingStatic_LocRef:LCRT		
00056895	TestTrevorEvent01	Event: Barnyard Brawl	1	0	players	Alias	RefCol	Optional			
00056895	TestTrevorEvent01	Event: Barnyard Brawl	2	4	EventLocation	Alias	Loc	Flags	ALFL=0051B147:TestTrevorLocation:LCTN		
00056895	TestTrevorEvent01	Event: Barnyard Brawl	3	1	EnemySpawn	Alias	Ref	Flags	ALRT=0002CDC8:DunGeneric01:LCRT		
00056895	TestTrevorEvent01	Event: Barnyard Brawl	4	2	Enemy	Alias	Ref	Allow Disabled ; Initially Disabled ; Create Ref - Temp	ALCO=00075343:LvlFeralGhoulBoss:NPC_ ; Keyword=0002C967:LinkAmbushFurniture:KYWD		
00056895	TestTrevorEvent01	Event: Barnyard Brawl	5	3	EventCenter	Alias	Ref	Flags	ALRT=0002CDCA:DunGeneric02:LCRT		
00056895	TestTrevorEvent01	Event: Barnyard Brawl	6	5	TRIGGER	Alias	Ref	Flags	ALRT=0002CDCC:DunGeneric03:LCRT		
0005A243	TW043	Activity: Patrol Duty	0	6	EasternRegionalPenLocation	Alias	Loc	Flags	ALFL=000158E5:LocToxicEasternRegionalPenLocation:LCTN		
0005A243	TW043	Activity: Patrol Duty	1	11	EasternRegionalPenMapMarker	Alias	Ref	Flags	ALRT=0002271F:MapMarkerRefType:LCRT		
0005A243	TW043	Activity: Patrol Duty	2	19	EventRoot	Alias	Ref	Flags	ALFR=000384C7:event_root_easternregionalpen:REFR		
0005A243	TW043	Activity: Patrol Duty	3	21	EventInteriorRoot	Alias	Ref	Flags	ALFR=000384C8:event_root_easternregionalpeninterior:REFR		
0005A243	TW043	Activity: Patrol Duty	4	20	QPRoot	Alias	Ref	Flags	ALFR=00039043:qp_root_easternregionalpen:REFR		
0005A243	TW043	Activity: Patrol Duty	6	22	players	Alias	RefCol	Optional			
0005A243	TW043	Activity: Patrol Duty	7	7	TW043GuardPod	Alias	Ref	Flags	ALRT=0007828B:AutofillGeneric01:LCRT		
0005A243	TW043	Activity: Patrol Duty	8	18	TW043OldGuard	Alias	Ref	Optional ; Matching Ref - Actors Only		10000000|1.000000|HasRefType|00 00 00|00 00|TW043_PenitentiaryGuardRefType [LCRT:005267DB]|00 00 00 00|0|-1|Subject|	
0005A243	TW043	Activity: Patrol Duty	9	0	TW043Guard	Alias	Ref	Initially Disabled ; Create Ref - Temp ; Unknown 31	ALCO=001E7C60:LC043PenitentiaryGuardProtectron_Patrol:NPC_ ; Keyword=000F39E3:LinkProtectronPod:KYWD ; ALFV=0006E5A1:RobotProtectron:VTYP ; ALPC=003CBFFC:LDActorEscort_Transition:PACK ; ALPC=004F6DC1:LDActorEscort_WaitForLoaded3D:PACK ; ALPC=005267D5:LDActorEscort_Patrol_Run:PACK ; ALPC=003CC00D:LDActorEscort_Wait_IgnoreCombat:PACK ; VTCK=0006E5A1:RobotProtectron:VTYP		
0005A243	TW043	Activity: Patrol Duty	11	3	TW043PatrolEnemies	Alias	RefCol	Optional	Keyword=003CBFF8:LDActorEscortBehaviorLinkKeyword:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALPC=003CC004:LDActorEscort_EnemiesTravelToEscortTarget_Jog:PACK		
0005A243	TW043	Activity: Patrol Duty	12	1	TW043Warden	Alias	Ref	Flags	ALFR=00380138::REFR		
0005A243	TW043	Activity: Patrol Duty	13	4	TW043Patrol_DefenseASpawnAreaMarker	Alias	Ref	Flags	ALFR=003CC003::REFR		
0005A243	TW043	Activity: Patrol Duty	14	5	TW043Patrol_DefenseBSpawnAreaMarker	Alias	Ref	Flags	ALFR=003CC005::REFR		
0005A243	TW043	Activity: Patrol Duty	15	15	TW043_IntakeSecurityTerminal01	Alias	Ref	Flags	ALRT=004F433D:TW043_IntakeSecurityTerminal01RefType:LCRT		
0005A243	TW043	Activity: Patrol Duty	16	17	TW043_IntakeSecurityTerminal02	Alias	Ref	Flags	ALRT=004F433E:TW043_IntakeSecurityTerminal02RefType:LCRT		
0005A243	TW043	Activity: Patrol Duty	17	26	Trigger_TeleportToYard_Route1	Alias	Ref	Flags	ALRT=00793F2B:TW043_TeleportToYardTrigger_Route1_LocRef:LCRT		
0005A243	TW043	Activity: Patrol Duty	18	29	Marker_YardTeleport_Route1	Alias	Ref	Flags	ALRT=00793F2C:TW043_YardTeleporMarker_Route1_LocRef:LCRT		
0005A243	TW043	Activity: Patrol Duty	19	25	Trigger_TeleportToYard_Route2	Alias	Ref	Flags	ALRT=00793F2A:TW043_TeleportToYardTrigger_Route2_LocRef:LCRT		
0005A243	TW043	Activity: Patrol Duty	20	24	Marker_YardTeleport_Route2	Alias	Ref	Flags	ALRT=00793F29:TW043_YardTeleportMarker_Route2_LocRef:LCRT		
0005A243	TW043	Activity: Patrol Duty	21	27	Trigger_TeleportToSolitary_Route2	Alias	Ref	Flags	ALRT=00793F2D:TW043_TeleportToSolitary_Route2_LocRef:LCRT		
0005A243	TW043	Activity: Patrol Duty	22	28	Marker_SolitaryTeleport_Route2	Alias	Ref	Flags	ALRT=00793F2E:TW043_SolitaryTeleportMarker_Route2_LocRef:LCRT		
00065DFE	BoSZ04	Daily: Heart of the Enemy	0	3	Player	Alias	Ref	Allow Dead ; Unknown 25	Keyword=003EBB80:BoSZ04_OnQuestKeyword:KYWD	00110100|SQ_TimestampToday [GLOB:00117B42]|GetValue|00 00 00|00 00|DailyQuestAVRegionCBBoSz04 [AVIF:003EBB7A]|00 00 00 00|0|-1|Subject| ; 10010000|1.000000|GetEventData|00 00 00|00 00|GetIsID:Keyword1|BoSZ04_QuestStartKeyword [KYWD:002C5444]|0|None|Event Data|	
00065DFE	BoSZ04	Daily: Heart of the Enemy	1	2	MissionPackage	Alias	Ref	Optional ; Quest Object	ALFR=00495104:BoSz04MissionNoteREF:REFR		
00065DFE	BoSZ04	Daily: Heart of the Enemy	2	4	VultureDNA	Alias	Ref	Optional ; Quest Object			
00065DFE	BoSZ04	Daily: Heart of the Enemy	3	6	VTUTestingTerminal	Alias	Ref	Optional	ALFR=0017E554:BoSz04_VTUTestTerminalREF:REFR		
00065DFE	BoSZ04	Daily: Heart of the Enemy	4	11	VTUPowerTerminal	Alias	Ref	Flags	ALFR=0015A02C:BoSZ04VTUPowerTerminalREF:REFR		
00065DFE	BoSZ04	Daily: Heart of the Enemy	5	10	Centrifuge	Alias	Ref	Flags	ALFR=00005599:BoSVTUCentrifugeREF:REFR		
00065DFE	BoSZ04	Daily: Heart of the Enemy	6	9	Scorchbeaast	Alias	Ref	Optional			
00065DFE	BoSZ04	Daily: Heart of the Enemy	7	12	WatogaLocation	Alias	Loc	Allow Reserved ; Allow Cleared	ALFL=002D110F:LocCranberryFissureSiteAlphaLocation:LCTN		
00065DFE	BoSZ04	Daily: Heart of the Enemy	8	13	WatogaMapMarker	Alias	Ref	Flags	ALRT=0002271F:MapMarkerRefType:LCRT		
00065DFE	BoSZ04	Daily: Heart of the Enemy	9	14	PlayerPasswordTracker	Alias	Ref	Optional ; Allow Reuse in Quest	Keyword=0011464D:BoSZ04_HasPasswordKeyword:KYWD		
00065DFE	BoSZ04	Daily: Heart of the Enemy	10	15	GrantTerminal	Alias	Ref	Flags	ALFR=002C5443:BoSGrantTerminalREF:REFR		
00065DFE	BoSZ04	Daily: Heart of the Enemy	11	17	VTUFrontDoor	Alias	Ref	Allow Dead ; Allow Disabled ; Allow Reserved ; Allow Destroyed	ALFR=0049423E:OverseerPersonal_VtecUniv_QT:REFR		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	0	0	ChosenLoc	Alias	Loc	Reserves Location/Reference ; Stores Text ; Allow Cleared		10000000|1.000000|LocationHasRefType|00 00 00|00 00|MTR05_Breach_RootMarkerLocRef [LCRT:001D8520]|00 00 00 00|0|-1|Subject|	
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	2	1	CurrentPlayers	Alias	RefCol	Optional	Keyword=002C3EB2:MTR05_BreachActiveKeyword:KYWD		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	4	22	HeardIntroColl	Alias	RefCol	Optional			
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	5	2	ActivePlayerTrigger	Alias	Ref	Allow Disabled	ALRT=002C3EB8:MTR05_Breach_ActivePlayerTriggerLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	6	3	MapMarker	Alias	Ref	Flags	ALRT=0002271F:MapMarkerRefType:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	7	4	EnableMarker	Alias	Ref	Allow Disabled	ALRT=002C3EC3:MTR05_Breach_EnableMarkerLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	8	5	EnemyMarker01	Alias	Ref	Flags	ALRT=002C3EBB:MTR05_Breach_EnemySpawn01LocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	9	6	EnemyMarker02	Alias	Ref	Optional	ALRT=002C3EBC:MTR05_Breach_EnemySpawn02LocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	10	7	EnemyMarker03	Alias	Ref	Optional	ALRT=002C3EBD:MTR05_Breach_EnemySpawn03LocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	11	11	EnemyMarker04	Alias	Ref	Optional	ALRT=002C3EDE:MTR05_Breach_EnemySpawn04LocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	13	8	ActiveEnemies	Alias	RefCol	Optional	ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	15	9	Containers	Alias	RefCol	Allow Disabled	ALRT=002C3ECC:MTR05_Breach_ContainerLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	17	14	RareContainers	Alias	RefCol	Allow Reuse in Quest ; Allow Disabled	ALRT=002C3EE8:MTR05_Breach_RareContainerLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	19	20	PreppedContainers	Alias	RefCol	Optional ; Allow Reuse in Quest ; Allow Disabled			
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	20	10	RareWeaponSpawn	Alias	Ref	Flags	ALFR=002C3EDC:MTR05_RareWeaponSpawn:REFR		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	21	12	BreachExplosionMarker	Alias	Ref	Uses Stored Text	ALRT=002C3EE0:MTR05_Breach_BreachExplosionLocRef:LCRT ; VTCK=00068CBE:MTR05_MotherlodeDialogueFaction:FACT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	22	13	Motherlode	Alias	Ref	Flags	ALRT=002C3ED1:MTR05_Breach_MotherlodeLocRef:LCRT ; VTCK=002C3EB4:AnnouncerF_MTR05_Motherlode:VTYP		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	23	15	RetreatMarker	Alias	Ref	Flags	ALRT=002C3F07:MTR05_Breach_RetreatMarkerLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	24	16	Loudspeaker	Alias	Ref	Flags	ALRT=00331CA9:MTR05_Breach_LoudspeakerLocRef:LCRT ; VTCK=002C3EB3:MTR05_MotherlodeRobot_VOICEONLY:NPC_		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	25	17	MotherlodeVoice	Alias	Ref	External Alias - Linked	ALEQ=0015E989:MTR_Hornwright_Industrial_Master:QUST ; VTCK=002C3EB4:AnnouncerF_MTR05_Motherlode:VTYP		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	26	18	FinalWaveMarker	Alias	Ref	Flags	ALRT=001D856B:MTR05_Breach_FinalWaveMarkerLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	27	19	Event_Root	Alias	Ref	Flags	ALRT=001D8520:MTR05_Breach_RootMarkerLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	29	21	UnlockedContainers	Alias	RefCol	Optional			
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	31	23	Klaxons	Alias	RefCol	Flags	ALRT=003092D7:MTR05_Breach_KlaxonsLocRef:LCRT		
0006A378	MTR05_Mother_Breach	Activity: Breach and Clear	33	24	FinalEnemies	Alias	RefCol	Optional	ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	0	5	Farm01Location	Alias	Loc	Flags	ALFL=0008B010:LocToxicBeckerFarmLocation:LCTN		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	1	8	Farm01Spawn	Alias	Ref	Flags	ALFR=00089199:TWZ09Farm01SpawnMarker:REFR		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	3	11	Farm01Encounter	Alias	RefCol	Create Ref - Temp	ALCO=0019DDD9:LvlMirelurkAll:NPC_		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	4	24	Farm01Trigger	Alias	Ref	Flags	ALFR=003D5B5F:TWZ09_Farm01_Trigger:REFR		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	5	17	Aerosolizer01	Alias	Ref	Flags	ALFR=002A2B0C:TWZ09Aerosolizer01Ref:REFR ; Keyword=00317389:zzz_TWZ09AerosolizerKeyword:KYWD		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	6	6	Farm02Location	Alias	Loc	Flags	ALFL=0008E619:LocToxicSmithFarmLocation:LCTN		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	7	9	Farm02Spawn	Alias	Ref	Flags	ALFR=000891A8:TWZ09Farm02SpawnMarker:REFR		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	9	12	Farm02Encounter	Alias	RefCol	Create Ref - Temp	ALCO=0019DDD9:LvlMirelurkAll:NPC_		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	10	25	Farm02Trigger	Alias	Ref	Flags	ALFR=003D5B60:TWZ09_Farm02_Trigger:REFR		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	11	16	Aerosolizer02	Alias	Ref	Flags	ALFR=002AA21C::REFR ; Keyword=00317389:zzz_TWZ09AerosolizerKeyword:KYWD		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	12	7	Farm03Location	Alias	Loc	Flags	ALFL=0008E622:LocToxicGraningerFarmLocation:LCTN		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	13	10	Farm03Spawn	Alias	Ref	Flags	ALFR=0008AEE1:TWZ09Farm03SpawnMarker:REFR		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	15	14	Farm03Encounter	Alias	RefCol	Create Ref - Temp	ALCO=0019DDD9:LvlMirelurkAll:NPC_		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	16	26	Farm03Trigger	Alias	Ref	Flags	ALFR=003D5B61:TWZ09_Farm03_Trigger:REFR		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	17	15	Aerosolizer03	Alias	Ref	Flags	ALFR=002AA21D::REFR ; Keyword=00317389:zzz_TWZ09AerosolizerKeyword:KYWD		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	18	2	FertilizerLocation01	Alias	Loc	Unknown 25		10000000|1.000000|LocationHasRefType|00 00 00|00 00|BossContainer [LCRT:0003F1E5]|00 00 00 00|0|-1|Subject| ; 00101000|50000.000000|GetDistance|00 00 00|00 00|008 Farm01Spawn|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetIsCurrentLocationExact|00 00 00|00 00|LocToxicEasternRegionalPenLocation "Eastern Regional Penitentiary" [LCTN:000158E5]|00 00 00 00|0|-1|Subject|	
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	19	3	BossChest01	Alias	Ref	Flags	ALRT=0003F1E5:BossContainer:LCRT		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	20	27	Fertilizer01	Alias	Ref	Create Ref - Temp	ALCO=0005A0D9:Fertilizer:MISC		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	21	20	FertilizerLocation02	Alias	Loc	Unknown 25		10000000|1.000000|LocationHasRefType|00 00 00|00 00|BossContainer [LCRT:0003F1E5]|00 00 00 00|0|-1|Subject| ; 00101000|50000.000000|GetDistance|00 00 00|00 00|009 Farm02Spawn|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetIsCurrentLocationExact|00 00 00|00 00|LocToxicEasternRegionalPenLocation "Eastern Regional Penitentiary" [LCTN:000158E5]|00 00 00 00|0|-1|Subject|	
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	22	22	BossChest02	Alias	Ref	Flags	ALRT=0003F1E5:BossContainer:LCRT		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	23	28	Fertilizer02	Alias	Ref	Create Ref - Temp	ALCO=0005A0D9:Fertilizer:MISC		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	24	21	FertilizerLocation03	Alias	Loc	Unknown 25		10000000|1.000000|LocationHasRefType|00 00 00|00 00|BossContainer [LCRT:0003F1E5]|00 00 00 00|0|-1|Subject| ; 00101000|50000.000000|GetDistance|00 00 00|00 00|010 Farm03Spawn|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetIsCurrentLocationExact|00 00 00|00 00|LocToxicEasternRegionalPenLocation "Eastern Regional Penitentiary" [LCTN:000158E5]|00 00 00 00|0|-1|Subject|	
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	25	23	BossChest03	Alias	Ref	Flags	ALRT=0003F1E5:BossContainer:LCRT		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	26	29	Fertilizer03	Alias	Ref	Create Ref - Temp	ALCO=0005A0D9:Fertilizer:MISC		
00088A9A	zzz_TWZ09	Event: Dogwood Die Off	28	18	players	Alias	RefCol	Optional ; Allow Reuse in Quest	ALSP=004DEB48:zzz_TWZ09KickPerk:SPEL		
0009210E	FF06_Feed	Event: Feed the People	0	23	MamaDolcesLocation	Alias	Loc	Reserves Location/Reference	ALFL=0008CD56:LocForestMamaDolceProcessingLocation:LCTN		
0009210E	FF06_Feed	Event: Feed the People	1	34	Event_Root	Alias	Ref	Flags	ALFR=001D3A29:FF06_Feed_EventRoot_MamaDolces:REFR		
0009210E	FF06_Feed	Event: Feed the People	2	12	AreaCenterMarker	Alias	Ref	Flags	ALFR=0017A052:FF06_Feed_CenterMarker:REFR		
0009210E	FF06_Feed	Event: Feed the People	3	7	SpawnArea	Alias	Ref	Flags	ALFR=00165637:FF06_Feed_CreatureSpawnArea:REFR		
0009210E	FF06_Feed	Event: Feed the People	5	38	AllEnemies	Alias	RefCol	Optional			
0009210E	FF06_Feed	Event: Feed the People	7	33	Wave00	Alias	RefCol	Optional	ECOR=0043D197:EWS_HoldPositionLinkCustom01List:FLST ; Keyword=0005D5E6:LinkCustom01:KYWD ; ALPC=0043D198:EWS_SandboxNearLinkCustom01Marker512:PACK		
0009210E	FF06_Feed	Event: Feed the People	9	8	Wave01	Alias	RefCol	Optional	ALFC=00165636:FF06_Feed_CreatureFaction:FACT		
0009210E	FF06_Feed	Event: Feed the People	11	9	Wave02	Alias	RefCol	Optional	ALFC=00165636:FF06_Feed_CreatureFaction:FACT		
0009210E	FF06_Feed	Event: Feed the People	13	40	Wave03	Alias	RefCol	Optional	ALFC=00165636:FF06_Feed_CreatureFaction:FACT		
0009210E	FF06_Feed	Event: Feed the People	15	20	FF06_Players	Alias	RefCol	Optional ; Unknown 26		10000000|1.000000|IsActivePlayer|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
0009210E	FF06_Feed	Event: Feed the People	16	16	RadioBeacon	Alias	Ref	Uses Stored Text	ALFR=0032AD1B:FF06_Feed_RadioTransmitter_Ref:REFR ; ALDN=0032AD1C:FF06_Feed_RadioStationName:MESG		
0009210E	FF06_Feed	Event: Feed the People	17	1	Hopper	Alias	Ref	Quest Object	ALFR=00165607:FF06_Feed_HopperRef:REFR		
0009210E	FF06_Feed	Event: Feed the People	19	36	ItemDispensers	Alias	RefCol	Flags	ALRT=0050CB3F:FF06_Feed_DispenserLocRef:LCRT		
0009210E	FF06_Feed	Event: Feed the People	21	30	IngredientsMeat	Alias	RefCol	Optional ; Quest Object			
0009210E	FF06_Feed	Event: Feed the People	23	31	IngredientsStock	Alias	RefCol	Optional ; Quest Object			
0009210E	FF06_Feed	Event: Feed the People	25	32	IngredientsVegetables	Alias	RefCol	Optional ; Quest Object			
0009210E	FF06_Feed	Event: Feed the People	26	6	Terminal	Alias	Ref	Flags	ALFR=00165621:FF06_Feed_TerminalRef:REFR		
0009210E	FF06_Feed	Event: Feed the People	28	37	Machines	Alias	RefCol	Optional ; Forced by Aliases			
0009210E	FF06_Feed	Event: Feed the People	29	17	FoodProcessingMachine01	Alias	Ref	Uses Stored Text	ALFR=001942DF:MamaDolceProcessing_MachineTarget01:REFR ; ALDN=00553574:FF06_Feed_Machine1_Override:MESG		
0009210E	FF06_Feed	Event: Feed the People	30	18	FoodProcessingMachine02	Alias	Ref	Uses Stored Text	ALFR=0019436D:MamaDolceProcessing_MachineTarget03:REFR ; ALDN=00553575:FF06_Feed_Machine2_Override:MESG		
0009210E	FF06_Feed	Event: Feed the People	31	19	FoodProcessingMachine03	Alias	Ref	Uses Stored Text	ALFR=00194315:MamaDolceProcessing_MachineTarget02:REFR ; ALDN=00553576:FF06_Feed_Machine3_Override:MESG		
0009210E	FF06_Feed	Event: Feed the People	33	22	KlaxonLights	Alias	RefCol	Flags	ALRT=0036A706:FF06_Feed_KlaxonLightLocRef:LCRT		
0009210E	FF06_Feed	Event: Feed the People	35	24	Smokestacks	Alias	RefCol	Flags	ALRT=003788CC:FF06_Feed_SmokeStackLocRef:LCRT		
0009210E	FF06_Feed	Event: Feed the People	37	25	FactoryBreakTargets	Alias	RefCol	Optional	ALRT=0051828F:FF06_Feed_FactoryBreakTargetRef:LCRT		
0009210E	FF06_Feed	Event: Feed the People	38	29	FactoryBreakAlarm	Alias	Ref	Flags	ALFR=00518293:FF06_Feed_FactoryBreakAlarm:REFR		
0009210E	FF06_Feed	Event: Feed the People	39	26	RepairFuseBox	Alias	Ref	Flags	ALFR=00518290:FF06_Feed_BreakTargetFusebox:REFR		
0009210E	FF06_Feed	Event: Feed the People	40	27	RepairValve	Alias	Ref	Flags	ALFR=00518291:FF06_Feed_BreakTargetValve:REFR		
0009210E	FF06_Feed	Event: Feed the People	41	28	RepairPipe	Alias	Ref	Flags	ALFR=00518292:FF06_Feed_BreakTargetPipe:REFR		
0009210E	FF06_Feed	Event: Feed the People	43	39	IncludeActorsRefColl	Alias	RefCol	Optional	ALRT=00491F42:FF06IncludeActorRefType:LCRT ; Keyword=00491F40:FF06IncludeActorKeyword:KYWD		
00093187	SFS08_Heart	Event: Heart of the Swamp	1	29	SFS08Players	Alias	RefCol	Optional			
00093187	SFS08_Heart	Event: Heart of the Swamp	2	32	VineHeartLocations	Alias	Loc	Allow Reuse in Quest ; Allow Reserved ; Allow Cleared		10000000|1.000000|LocationHasRefType|00 00 00|00 00|SFS08_Heart_CenterMarkLocRefType [LCRT:00535C68]|00 00 00 00|0|-1|Subject|	
00093187	SFS08_Heart	Event: Heart of the Swamp	3	33	ChosenVineHeartLocation	Alias	Loc	Allow Reuse in Quest ; Allow Reserved ; Forced by Aliases ; Allow Cleared ; Unknown 25			
00093187	SFS08_Heart	Event: Heart of the Swamp	4	87	HoldingCellMarker	Alias	Ref	Flags	ALFR=0038C107:76RegionHoldingMireMarker:REFR		
00093187	SFS08_Heart	Event: Heart of the Swamp	5	77	StranglerHeartMarker	Alias	Ref	Flags	ALRT=00335977:SFS08_Heart_HeartLocRefType:LCRT		
00093187	SFS08_Heart	Event: Heart of the Swamp	6	2	StranglerHeart	Alias	Ref	Create Ref - Temp	ALCO=0035EDB7:SFS08_Heart_StranglerHeart_LDI:ACTI ; ALFC=0052C77F:SFS08_Heart_VineHeartFaction:FACT		
00093187	SFS08_Heart	Event: Heart of the Swamp	7	88	StranglerHeartImmune	Alias	Ref	Initially Disabled ; Create Ref - Temp	ALCO=0044CA13:SFS08_Heart_StranglerHeart_Immune:ACTI		
00093187	SFS08_Heart	Event: Heart of the Swamp	8	45	CenterMarker	Alias	Ref	Flags	ALRT=00535C68:SFS08_Heart_CenterMarkLocRefType:LCRT		
00093187	SFS08_Heart	Event: Heart of the Swamp	9	54	SideMarker01	Alias	Ref	Flags	ALRT=0052AE1C:SFS08_Heart_GhoulSpawn01LocRefType:LCRT		
00093187	SFS08_Heart	Event: Heart of the Swamp	10	55	SideMarker02	Alias	Ref	Flags	ALRT=0052ADB9:SFS08_Heart_GhoulSpawn02LocRefType:LCRT		
00093187	SFS08_Heart	Event: Heart of the Swamp	11	41	VineHeartTriggerSpace	Alias	Ref	Flags	ALRT=0035EDB9:SFS08_Heart_TriggerLocRefType:LCRT		
00093187	SFS08_Heart	Event: Heart of the Swamp	12	80	StranglerHeartGasFX	Alias	Ref	Allow Disabled ; Initially Disabled ; Create Ref - Temp	ALCO=0039BADB:VineHeart_FogRadius1500:MSTT		
00093187	SFS08_Heart	Event: Heart of the Swamp	13	81	StranglerHeartGasDamage	Alias	Ref	Optional ; Allow Disabled ; Initially Disabled ; Create Ref - Temp			
00093187	SFS08_Heart	Event: Heart of the Swamp	14	75	InitMirelurkFurniture01	Alias	Ref	Flags	ALRT=0052FE11:SFS08_Heart_InitMirelurk01LocRefType:LCRT		
00093187	SFS08_Heart	Event: Heart of the Swamp	15	76	InitMirelurkFurniture02	Alias	Ref	Flags	ALRT=0052FE12:SFS08_Heart_InitMirelurk02LocRefType:LCRT		
00093187	SFS08_Heart	Event: Heart of the Swamp	16	64	InitMirelurk01	Alias	Ref	Reserves Location/Reference ; Allow Dead ; Allow Disabled ; Create Ref - Temp	ALCO=0009318E:SFS08_Heart_LvlMirelurkCrab:NPC_ ; Keyword=0002C967:LinkAmbushFurniture:KYWD ; ALPC=003E80F1:SFS08_Heart_MirelurkAmbushPackage:PACK		
