ACTI_FormID	ACTI_EDID	ACTI_FULL	XALG_Flags	CanBeInstanced	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	KW_6	PropCount	Prop_1_AV	Prop_1_Val	Prop_1_Curve	Prop_2_AV	Prop_2_Val	Prop_2_Curve	Prop_3_AV	Prop_3_Val	Prop_3_Curve	Prop_4_AV	Prop_4_Val	Prop_4_Curve	Prop_5_AV	Prop_5_Val	Prop_5_Curve	Prop_6_AV	Prop_6_Val	Prop_6_Curve	VMAD_ScriptCount	VMAD_Scripts
00197C59	Water1024IntClearPuddle				0							0																			0	
00198849	TrapTripWire_Laser_Wall_Child	Laser Tripwire			2	00156966:trapTrigger:KYWD	00186407:ObjectTypeTrapTrigger:KYWD					1	Shelters_DoNotSpawnAtShelterEntranceAV	1.000000	NULL - Null Reference [00000000]																0	
0019C656	RedR_ButtonBox	Button			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default1StateActivator::=
0019C899	VaultDoorConsole01NoActivate				0							0																			0	
0019C936	EatOTronic01	Eat-o-Tronic			0							0																			0	
0019C937	EatOTronic01Dirty	Eat-o-Tronic			0							0																			0	
0019F4C5	PortADiner01	Port-A-Diner			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	PortaDinerScript::closeAnim=Empty01##PortaDinerScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##PortaDinerScript::LinkPortADinerDoor=002ECB76:LinkPortADinerDoor:KYWD##PortaDinerScript::Luck=000002C8:Luck:AVIF##PortaDinerScript::openAnim=Succeed01##PortaDinerScript::OpenFailAnim=Fail01##PortaDinerScript::PreservedPie01=001A6396:PreservedPie01:ALCH##PortaDinerScript::SetClosedAnim=Reset01##PortaDinerScript::SetOpenAnim=JumpEmpty01##PortaDinerScript::SetOpenFailAnim=Reset01##PortaDinerScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
0019F4C6	PortADiner01Dirty	Port-A-Diner			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	PortaDinerScript::closeAnim=Empty01##PortaDinerScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##PortaDinerScript::LinkPortADinerDoor=002ECB76:LinkPortADinerDoor:KYWD##PortaDinerScript::Luck=000002C8:Luck:AVIF##PortaDinerScript::openAnim=Succeed01##PortaDinerScript::OpenFailAnim=Fail01##PortaDinerScript::PreservedPie01=001A6396:PreservedPie01:ALCH##PortaDinerScript::SetClosedAnim=Reset01##PortaDinerScript::SetOpenAnim=JumpEmpty01##PortaDinerScript::SetOpenFailAnim=Reset01##PortaDinerScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
001A4AA4	PlayerHouse_Ruin_KitchenSink01Activator	Sink			2	0022262C:WaterFountainTypeDirty:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD					0																			1	WaterSourceActivatorScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##WaterSourceActivatorScript::DrinkingSpell=000B1ECD:WaterFountainDrinkingDirty:SPEL##WaterSourceActivatorScript::NPCHumanDrinkHandLoop=0005C3D1:NPCHumanDrinkHandLoop:SNDR##WaterSourceActivatorScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
001A7C48	MoltenMetalPlane03				0							0																			0	
001A7C70	MoltenMetalPlane02				0							0																			0	
001A7C71	MoltenMetalPlane01				0							0																			0	
001A855E	FireWeaponMarker				0							0																			0	
0001D99A	TrapCyclicElectricalArc				0							1	Shelters_DoNotSpawnAtShelterEntranceAV	1.000000	NULL - Null Reference [00000000]																1	CyclicElectricalHazard::TrapElectricArcSpell=00140F27:TrapElectricArcSpell:SPEL##CyclicElectricalHazard::XMarker=0000003B:XMarker:STAT
0003A2A1	WorkshopCeilingFanLight01	Ceiling Fan			2	0003037E:WorkshopCanBePowered:KYWD	001CD02B:BlockPlayerActivation:KYWD					1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																1	GenericMotorScript::MotorForce=5.000000##GenericMotorScript::MotorName=FanBlades##GenericMotorScript::MotorRotationAxis=2##GenericMotorScript::MotorVelocity=6.000000
00041EBF	TrapCyclicElectricalArcVault				0							1	Shelters_DoNotSpawnAtShelterEntranceAV	1.000000	NULL - Null Reference [00000000]																1	CyclicElectricalHazard::TrapElectricArcSpell=00041EC8:TrapElectricArcSpellV111:SPEL##CyclicElectricalHazard::XMarker=0000003B:XMarker:STAT
000422C6	CryoPod01Interior				0							0																			1	DefaultRefEffectShader::ApplyOnLoad=True##DefaultRefEffectShader::pFXS=0003EC51:CryoCorpseFXS:EFSH
000498BA	YangtzeReactor001				1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
000519B3	CastleArmoryTrigger				0							0																			0	
00052609	PowerBox_Activator	Power Box			0							0																			0	
00062B4B	WorkshopArtilleryFakeProjectile				0							0																			1	ArtilleryFakeProjectileScript::=
00063B6C	WorkshopArtilleryStrikeProjectileShooterClose				0							0																			1	ArtilleryFakeProjectileScript::FXExplosionArtilleryMinutemen=000628F6:FXExplosionArtilleryMinutemen:SNDR##ArtilleryFakeProjectileScript::WorkshopArtilleryWeapon=00063B72:WorkshopArtilleryWeaponClose:WEAP
00063B6D	WorkshopArtilleryStrikeProjectileShooterFar				0							0																			1	ArtilleryFakeProjectileScript::FXExplosionArtilleryMinutemen=000628F6:FXExplosionArtilleryMinutemen:SNDR##ArtilleryFakeProjectileScript::WorkshopArtilleryWeapon=00063B73:WorkshopArtilleryWeaponFar:WEAP
000664E8	TurfSystemTurf				1	002492A5:Skip3DLoadDuringVertibirdFlight:KYWD						0																			0	
00072559	ConstitutionLifeboatPlatform01				0							0																			0	
0007265E	Mirelurk_NestPile01_ACT				0							0																			1	MirelurkNestScript::=
0007265F	Mirelurk_NestPile02_ACT				0							0																			1	MirelurkNestScript::=
00072660	Mirelurk_NestPile03_ACT				0							0																			1	MirelurkNestScript::=
00072661	Mirelurk_NestPile_Corner01_ACT				0							0																			1	MirelurkNestScript::=
0009AC40	EmergencyLightAnim01				0							1	Variable01	0.000000	NULL - Null Reference [00000000]																1	defaultmultistateactivator::AnimationStates=
000A3ABE	LightOilLampOnOffSwitch				0							0																			0	
000AC9D0	DefaultSetPlayerOnElevatorTrig				1	0022BC99:PreventPowerArmorExitInTrigger:KYWD						0																			1	DefaultSetPlayerOnElevator::IsPlayerInElevator=000AEF5E:IsPlayerInElevator:GLOB
000B1032	POST_WorkshopSwitchInterval01	Interval Switch			4	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	001F57CE:LinkTerminalTimerSwitch:KYWD			2	PowerRadiation	256.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]													1	workshopswitchintervalscript::=
000C01C6	WorkshopPowerConnectorWall01	Wall Power Conduit			3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001CD02B:BlockPlayerActivation:KYWD				1	PowerRadiation	500.000000	NULL - Null Reference [00000000]																0	
000C01D0	WorkshopBell01	Bell			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			2	Default1StateActivator::Anim=Stage2##WorkshopSendEventOnActivateScript::StoryEvent=000C443C:WorkshopEventBell:KYWD
000C4387	Bell_Wall	Bell			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	AudioActivator1State::HitSound=00123561:FXBulletImpactBuoyBell:SNDR
000C4444	WorkshopSiren01	Siren			3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD				2	PowerRequired	1.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]													0	
000CFF77	WorkshopPowerInteriorFuseboxNoEdit	Fusebox			4	0004455B:WorkshopStartPoweredOn:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	001CC46A:UnscrappableObject:KYWD			1	PowerGenerated	100.000000	NULL - Null Reference [00000000]																0	
000D38D4	WorkshopConstructionLight01	Construction Light			3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001CD02B:BlockPlayerActivation:KYWD				2	PowerRequired	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]													0	
0014293B	WaterCircle1024ExtCranBogDefault				0							0																			0	
00145D93	VaultDoorConsole01				0							0																			0	
0014EAEA	PrydwynStorageAreaPrimitive				0							0																			0	
0014EAEE	PrydwenPowerArmorAreaPrimitive				0							0																			0	
0014EAFB	PrydwenBarracksPrimitive				0							0																			0	
001643CB	TroughBathWater				0							0																			0	
0016B6EB	HitSmHallEndCapSecretDoor01				1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
00181B39	AshPileRobot01	Ash Pile			1	0018FB4B:IsAshpile:KYWD						0																			0	
00184A4C	SettlementPlayerFallTrigger				0							0																			1	SettlementFallTriggerScript::=
0019D22F	vltelevatorExterior				0							0																			0	
001ADC69	WorkshopMirrorBall01	Mirror Ball		False	2	0003037E:WorkshopCanBePowered:KYWD	001CD02B:BlockPlayerActivation:KYWD					1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																1	GenericMotorScript::MotorForce=2.000000##GenericMotorScript::MotorName=Ball##GenericMotorScript::MotorRotationAxis=2##GenericMotorScript::MotorVelocity=1.000000
001ADC6C	WorkshopJukebox01	Jukebox			2	0003037E:WorkshopCanBePowered:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD					1	PowerRequired	2.000000	NULL - Null Reference [00000000]																0	
001AE23F	PowerLiftMiniCart				0							0																			0	
001B2370	RadioBoxAppalachia_On_Clean	Radio			0							0																			0	
001B44FF	BriefcaseDetonatorAnim01	Detonator			0							0																			0	
001B5A3B	NatDoorSmSwitch01				1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default2StateActivator::closeAnim=Play02##Default2StateActivator::closeEvent=Done##Default2StateActivator::openAnim=Play01##Default2StateActivator::openEvent=Done##Default2StateActivator::startOpenAnim=StartOpen
001B6516	MirelurkQueenInteriorSpawnTrigger				0							0																			1	MirelurkQueenUnreachableArea::ActorTypeMirelurkQueen=00108178:ActorTypeMirelurkQueen:KYWD
001BA3A0	HamRadioOFF	Ham Radio			0							0																			0	
001BDDB5	Water1024ExtMurkyDefault				0							0																			0	
001BDDBB	WorkshopFastTravelTarget	Fast Travel Target			1	001CD02B:BlockPlayerActivation:KYWD						1	WorkshopFastTravel	1.000000	NULL - Null Reference [00000000]																1	WorkshopFastTravelTargetScript::WorkshopLinkMapMarker=00020C3E:WorkshopLinkMapMarker:KYWD
001C0145	PowerLiftMiniCartMaster				0							0																			0	
001C0BE7	Jukebox01Clean	Jukebox			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
001C2FBC	TheaterHub360RadioSpeaker				0							0																			0	
001C3589	Water1024ExtMurkyFlow				0							0																			0	
001C3595	Water1024ExtClearPuddle				0							0																			0	
001C5A57	WaterCircle1024IntMurkyPuddle				0							0																			0	
001C5E6F	Jukebox01	Jukebox			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
001C642E	DefaultStartSceneTrigger				0							0																			0	
001C6BD1	MirelurkQueenGooPile01	Mirelurk Queen Goo Pile			1	0018FB4B:IsAshpile:KYWD						0																			0	
001C6EE1	Water1024ExtMurkyPuddle				0							0																			0	
001D03FA	WorkshopDisplay_MagazineRack01	Magazine Rack			2	003F51E3:PlayerDisplayCaseKeyword:KYWD	00573B2F:WorkshopNoStackingOn:KYWD					0																			0	
001D03FC	WorkshopDisplay_MagazineRack02_DONT_USE	Magazine Rack			0							0																			0	
001D604E	FallingDustRocksRoom				0							0																			0	
001E2173	NumberPuzzleDummy				0							0																			0	
001E2EAA	Detonator01	Detonator			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
001E5FA9	RelayTowerReceiver14	Ham Radio			0							0																			0	
001E5FAA	RelayTowerReceiver09	Ham Radio			0							0																			0	
001E5FAB	RelayTowerReceiver04	Ham Radio			0							0																			0	
001E5FAC	RelayTowerReceiver05	Ham Radio			0							0																			0	
001E5FAD	RelayTowerReceiver06	Ham Radio			0							0																			0	
001E5FAE	RelayTowerReceiver08	Ham Radio			0							0																			0	
001E5FAF	RelayTowerReceiver10	Ham Radio			0							0																			0	
001E5FB0	RelayTowerReceiver12	Ham Radio			0							0																			0	
001E5FB1	RelayTowerReceiver13	Ham Radio			0							0																			0	
001E5FB2	RelayTowerReceiver15	Ham Radio			0							0																			0	
001E5FB3	RelayTowerReceiver16	Ham Radio			0							0																			0	
001E5FB4	RelayTowerReceiver17	Ham Radio			0							0																			0	
001E5FB5	RelayTowerReceiver18	Ham Radio			0							0																			0	
001E5FB6	RelayTowerReceiver19	Ham Radio			0							0																			0	
001E61E9	WaterCircle1024IntMurkyDefault				0							0																			0	
001E9926	WorkshopTripwireLaser01	Laser Tripwire		False	6	0003037E:WorkshopCanBePowered:KYWD	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001680DE:LinkTerminalTripwire:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	00186407:ObjectTypeTrapTrigger:KYWD	2	WorkshopLevelObject	1.000000	NULL - Null Reference [00000000]	Shelters_DoNotSpawnAtShelterEntranceAV	1.000000	NULL - Null Reference [00000000]													1	traptripwire::SoundArray=00110413:TRPTripwireLaser:SNDR|000939A5:TRPTripwireLaserDeactivate:SNDR##traptripwire::TransmitsPower=False##traptripwire::TrapDisarmXPReward=0022499C:TrapDisarmXPReward:GLOB##traptripwire::TrapMessageCannotDisarm=0020CE31:TrapMessageCannotDisarm:MESG##traptripwire::TrapMessageDisarm=003A9100:TrapMessageDisarm:MESG##traptripwire::TrapMessageTrigger=003A9116:TrapMessageTrigger:MESG##traptripwire::TreatAsFloorVersion=True
001E992A	WorkshopTripwireLaser02	Laser Tripwire		False	6	0003037E:WorkshopCanBePowered:KYWD	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001680DE:LinkTerminalTripwire:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	00186407:ObjectTypeTrapTrigger:KYWD	2	WorkshopLevelObject	1.000000	NULL - Null Reference [00000000]	Shelters_DoNotSpawnAtShelterEntranceAV	1.000000	NULL - Null Reference [00000000]													1	traptripwire::SoundArray=00110413:TRPTripwireLaser:SNDR|000939A5:TRPTripwireLaserDeactivate:SNDR##traptripwire::TransmitsPower=True##traptripwire::TrapDisarmXPReward=0022499C:TrapDisarmXPReward:GLOB##traptripwire::TrapMessageCannotDisarm=0020CE31:TrapMessageCannotDisarm:MESG##traptripwire::TrapMessageDisarm=003A9100:TrapMessageDisarm:MESG##traptripwire::TrapMessageTrigger=003A9116:TrapMessageTrigger:MESG##traptripwire::TreatAsFloorVersion=True
001EB3EE	FXCameraAttachChargenMirror0001				0							0																			0	
001ED354	Water1024Bloody				0							0																			0	
001F10A3	DefaultMusicTrigger				0							0																			1	DefaultMusicTriggerScript::music=0004DA92:MUSDread:MUSC|0005221E:MUSReveal:MUSC|0007F810:MUSReward:MUSC|000950D0:MUSStinger:MUSC##DefaultMusicTriggerScript::MusicShort=0020EA7C:MUSDreadShort:MUSC|0020EA7E:MUSRevealShort:MUSC|0020EA7F:MUSRewardShort:MUSC|0020EA7D:MUSStingerShort:MUSC
001F1E40	KendallHospitalCorpseTrigger				0							0																			0	
001F2D32	ModelKit_SentryBot	SentryBot Model Kit			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=001F2D2D:BotModelSentry:MISC
001F3F1F	PaintMixer01				0							0																			0	
001F59AC	WorkshopLightbox01	Lightbox			3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001F57D7:LinkTerminalLightbox:KYWD				4	PowerRequired	1.000000	NULL - Null Reference [00000000]	WorkshopStackableItem	1.000000	NULL - Null Reference [00000000]	WorkshopIgnoreNonRefOccupiedSnapPointAV	1.000000	NULL - Null Reference [00000000]	WorkshopStacksWhenSnapped	1.000000	NULL - Null Reference [00000000]							1	WorkshopLightboxScript::LightBrightness=Bright|Normal|Dim##WorkshopLightboxScript::LightColors=Red|Orange|yellow|Green|Blue|Purple|White##WorkshopLightboxScript::WorkshopTerminalLightBrightness=00210C77:WorkshopTerminalLightBrightness:AVIF##WorkshopLightboxScript::WorkshopTerminalLightColor=001F57D2:WorkshopTerminalLightColor:AVIF
001F6114	UFOCrashStartCombatOnTriggerEnter				0							0																			0	
00204142	TrapFlamethrowerDummyCaster		Server Authoritative		0							0																			1	TrapFlamethrowerDummy::WorkshopTrapFlamethrowerSpell=00204143:WorkshopTrapFlamethrowerSpell:SPEL
002062D9	POISC20_Trigger				0							0																			0	
0020637C	DefaultMusicActivator	Default Activator			0							0																			1	DefaultMusicActivateScript::music=0004DA92:MUSDread:MUSC|0005221E:MUSReveal:MUSC|0007F810:MUSReward:MUSC|000950D0:MUSStinger:MUSC##DefaultMusicActivateScript::MusicShort=0020EA7C:MUSDreadShort:MUSC|0020EA7E:MUSRevealShort:MUSC|0020EA7F:MUSRewardShort:MUSC|0020EA7D:MUSStingerShort:MUSC
00209795	POIHighLevelEncounterEnableTrigger				0							0																			0	
002098DC	StrobeLight01Flash				0							0																			0	
0020ABE3	MoneyShotPlacedCaps	Caps			0							0																			1	capsStashScript::CapCollector01=0004C942:CapCollector01:PERK##capsStashScript::CapCollector02=001ACF98:zzz_CapCollector02:PERK##capsStashScript::CapCollector03=001ACF99:zzz_CapCollector03:PERK##capsStashScript::CapCollectorSuccessSound=00212ED4:FXExplosionPerkMoneyShotLAYER2D:SNDR##capsStashScript::Caps001=0000000F:Caps001:CNCY##capsStashScript::CapsBobbleheadPerk=0006167C:Bobblehead_CapsPerk:PERK
0020C28A	WorkshopPowerCounter01	Power Counter			5	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	001CD02B:BlockPlayerActivation:KYWD	002154B7:LinkTerminalPowerCounter:KYWD		3	PowerRadiation	500.000000	NULL - Null Reference [00000000]	WorkshopSnapPointRadius	16.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]										1	WorkshopPowerCounterScript::=
0020CE28	stringHitActivator	stringHitActivator			0							0																			1	StringHitScript::QSTStringHitsMS05A=0017B3A5:QSTStringHitsMS05A:SNDR##StringHitScript::QSTStringHitsMS05B=0017B3A6:QSTStringHitsMS05B:SNDR##StringHitScript::QSTStringHitsMS05C=0017B3A7:QSTStringHitsMS05C:SNDR
0020DE62	Vault_WaterFountain01_Rads	Water Fountain			3	000BA2F6:FurnitureCantWait:KYWD	0022262C:WaterFountainTypeDirty:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD				0																			1	WaterSourceActivatorScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##WaterSourceActivatorScript::DrinkingSpell=000B1ECD:WaterFountainDrinkingDirty:SPEL##WaterSourceActivatorScript::NPCHumanDrinkHandLoop=0005C3D1:NPCHumanDrinkHandLoop:SNDR##WaterSourceActivatorScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
0020E212	DefaultClearLocationOnTrigger				0							0																			1	DefaultClearLocationOnTriggerScript::=
002105E0	WorkshopPoweredSpeaker01	Powered Speaker			4	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	002154B8:LinkTerminalPoweredSpeaker:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD			2	PowerRequired	1.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]													2	Default1StateActivator::Anim=CycleTone##WorkshopPoweredSpeakerScript::Pitches=C3|C3Sharp|D3|D3Sharp|E3|F3|F3Sharp|G3|G3Sharp|A3|A3Sharp|B3|C4|C4Sharp|D4|D4Sharp|E4|F4|F4Sharp|G4|G4Sharp|A4|A4Sharp|B4|C5
002106B6	FollowerSASTrigger_Warehouse				0							0																			0	
00210B68	ModelKit_Eyebot	Eyebot Model Kit			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=001F59B5:BotModelEyebot:MISC
00210B71	POST_WorkshopSwitchDelay01	Delayed On Switch			5	0003037E:WorkshopCanBePowered:KYWD	0004455C:WorkshopStartUnpoweredOff:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	00224A8B:LinkTerminalDelaySwitch:KYWD		2	PowerRadiation	256.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]													1	workshopswitchdelayscript::StartOn=False##workshopswitchdelayscript::WorkshopStartUnpoweredOff=0004455C:WorkshopStartUnpoweredOff:KYWD
00212BD2	SandboxLocation_Shaun				0							0																			0	
00217820	CastleArtilleryScrap01	Artillery Supplies			0							0																			0	
00218C3C	RadioFreeStatesReceiver	Radio			0							0																			0	
0021D474	FloatingPlatformHelperSwingOnly02				0							0																			0	
0021E04B	NumberBox01				0							0																			0	
0021E04C	NumberBox02				0							0																			0	
0021E04D	NumberBox03				0							0																			0	
0021E04E	NumberBox04				0							0																			0	
0021E04F	NumberBox05				0							0																			0	
0021E050	NumberBox06				0							0																			0	
0021E051	NumberBox07				0							0																			0	
0021E052	NumberBox08				0							0																			0	
0021E053	NumberBox09				0							0																			0	
0021E054	NumberBox10				0							0																			0	
0021E069	NumberPuzzleMaster				0							0																			1	VitaleCodeMaster::=
00222F14	POST_WorkshopSwitchDelay02	Delayed Off Switch			4	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD	00224A8B:LinkTerminalDelaySwitch:KYWD			2	PowerRadiation	256.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]													1	workshopswitchdelayscript::WorkshopStartUnpoweredOff=0004455C:WorkshopStartUnpoweredOff:KYWD
002252DE	RotateHelperDefaults01				0							0																			0	
002252DF	RotateHelperDefaults010000				0							0																			0	
0022BABC	SetdressingGeneratorMedium				0							0																			0	
0022BF62	DELETED_PreventPowerArmorExitTrigger	Test No Power Armor Exit Trigger			1	0022BC99:PreventPowerArmorExitInTrigger:KYWD						0																			0	
0022C66B	WorkshopTelevision01	Television			2	0003037E:WorkshopCanBePowered:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD					0																			0	
0022C66F	WorkshopTelevision01Table	Television			2	0003037E:WorkshopCanBePowered:KYWD	001690A4:WorkshopSwitchActivatorKeyword:KYWD					1	WorkshopAnythingIsGround	1.000000	NULL - Null Reference [00000000]																0	
0022CB4D	ModelKit_MrGutsy	Mr. Gutsy Model Kit			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=0022CB6E:BotModelGutsy:MISC
0022CB4E	ModelKit_Parts01	Robot Model Kit Parts			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=0022CB6C:BotModelParts01:MISC
0022CB4F	ModelKit_Parts02	Robot Model Kit Parts			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=0022CB6F:BotModelParts02:MISC
0022CB50	ModelKit_Parts03	Robot Model Kit Parts			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=0022CB6D:BotModelParts03:MISC
0022CB51	ModelKit_Protectron	Protectron Model Kit			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=0022CB6A:BotModelProtectron:MISC
0022CB52	ModelKit_MrHandy	Mr. Handy Model Kit			0							0																			1	ModelBotKitScript::OBJLunchboxKidsRobotBuild=001F252D:OBJLunchboxKidsRobotBuild:SNDR##ModelBotKitScript::pBotModelSentry=0022CB6B:BotModelHandy:MISC
0022D2C3	Workshop_HighTechLightFloor03_Dirty_Orange_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0022D2C4	Workshop_HighTechLightFloor02_Dirty_Cream_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0022D2C5	Workshop_HighTechLightFloor01_Dirty_Cream_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0022D2C8	Workshop_HighTechLightFloor01_Dirty_Orange_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0022D2C9	Workshop_HighTechLightFloor02_Dirty_Orange_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0022D2CD	Workshop_HighTechLightFloor07_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0022D2CF	Workshop_HighTechLightFloor05_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0022D2D1	Workshop_HighTechLightCeiling04_Dirty_Cream_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
0022D2D2	Workshop_HighTechLightCeiling06_Dirty_Cream_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
0022D2D5	Workshop_HighTechLightCeiling04_Dirty_Orange_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
0022D2D6	Workshop_HighTechLightCeiling06_Dirty_Orange_On	Lamp			1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
