SPEL_FormID	SPEL_EDID	EffectIndex	CondIndex	Type_Raw	Operator	AndOr	RunOn	Function	Param1	Param2	Param3	CompareValue	Reference	Condition
003440DF	AbPerkBodyguards03	1	1	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		1.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 1.000000 AND
003440DF	AbPerkBodyguards03	2	0	10000000	=	AND	Subject	HasPerk	Bodyguards04 "Bodyguards" [PERK:00310BF4]	00 00 00 00		0.000000	0	Subject.HasPerk(Bodyguards04 "Bodyguards" [PERK:00310BF4], 00 00 00 00) = 0.000000 AND
003440DF	AbPerkBodyguards03	2	1	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		2.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 2.000000 AND
003440DF	AbPerkBodyguards03	3	0	10000000	=	AND	Subject	HasPerk	Bodyguards04 "Bodyguards" [PERK:00310BF4]	00 00 00 00		0.000000	0	Subject.HasPerk(Bodyguards04 "Bodyguards" [PERK:00310BF4], 00 00 00 00) = 0.000000 AND
003440DF	AbPerkBodyguards03	3	1	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		2.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 2.000000 AND
003440DF	AbPerkBodyguards03	4	0	10000000	=	AND	Subject	HasPerk	Bodyguards04 "Bodyguards" [PERK:00310BF4]	00 00 00 00		0.000000	0	Subject.HasPerk(Bodyguards04 "Bodyguards" [PERK:00310BF4], 00 00 00 00) = 0.000000 AND
003440DF	AbPerkBodyguards03	4	1	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		3.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 3.000000 AND
003440DF	AbPerkBodyguards03	5	0	10000000	=	AND	Subject	HasPerk	Bodyguards04 "Bodyguards" [PERK:00310BF4]	00 00 00 00		0.000000	0	Subject.HasPerk(Bodyguards04 "Bodyguards" [PERK:00310BF4], 00 00 00 00) = 0.000000 AND
003440DF	AbPerkBodyguards03	5	1	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		3.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 3.000000 AND
003440E0	AbPerkBodyguards04	0	0	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		1.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 1.000000 AND
003440E0	AbPerkBodyguards04	1	0	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		1.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 1.000000 AND
003440E0	AbPerkBodyguards04	2	0	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		2.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 2.000000 AND
003440E0	AbPerkBodyguards04	3	0	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		2.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 2.000000 AND
003440E0	AbPerkBodyguards04	4	0	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		3.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 3.000000 AND
003440E0	AbPerkBodyguards04	5	0	10000000	=	AND	Subject	GetPlayerTeammateCount	00 00 00 00	00 00 00 00		3.000000	0	Subject.GetPlayerTeammateCount(00 00 00 00, 00 00 00 00) = 3.000000 AND
0034A899	AbPerkBornSurvivor	0	0	10000000	=	AND	Subject	HasPerk	BornSurvivor02 "Born Survivor" [PERK:00330BA3]	00 00 00 00		0.000000	0	Subject.HasPerk(BornSurvivor02 "Born Survivor" [PERK:00330BA3], 00 00 00 00) = 0.000000 AND
0034A899	AbPerkBornSurvivor	0	1	01000000	>	AND	Subject	GetRadsHealthPercentage	00 00 00 00	00 00 00 00		0.000000	0	Subject.GetRadsHealthPercentage(00 00 00 00, 00 00 00 00) > 0.000000 AND
0034A899	AbPerkBornSurvivor	0	2	10100000	<=	AND	Subject	GetRadsHealthPercentage	00 00 00 00	00 00 00 00		0.200000	0	Subject.GetRadsHealthPercentage(00 00 00 00, 00 00 00 00) <= 0.200000 AND
0034A899	AbPerkBornSurvivor	0	3	01010000	>	OR	Subject	GetItemCount	Stimpak "Stimpak" [ALCH:00023736]	00 00 00 00		0.000000	0	Subject.GetItemCount(Stimpak "Stimpak" [ALCH:00023736], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	0	4	01010000	>	OR	Subject	GetItemCount	SuperStimpak "Stimpak: Super" [ALCH:00117DF9]	00 00 00 00		0.000000	0	Subject.GetItemCount(SuperStimpak "Stimpak: Super" [ALCH:00117DF9], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	0	5	01010000	>	OR	Subject	GetItemCount	StimpakDiluted "Stimpak: Diluted" [ALCH:003078C2]	00 00 00 00		0.000000	0	Subject.GetItemCount(StimpakDiluted "Stimpak: Diluted" [ALCH:003078C2], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	1	0	10000000	=	AND	Subject	HasPerk	BornSurvivor02 "Born Survivor" [PERK:00330BA3]	00 00 00 00		1.000000	0	Subject.HasPerk(BornSurvivor02 "Born Survivor" [PERK:00330BA3], 00 00 00 00) = 1.000000 AND
0034A899	AbPerkBornSurvivor	1	1	10000000	=	AND	Subject	HasPerk	BornSurvivor03 "Born Survivor" [PERK:00330BA4]	00 00 00 00		0.000000	0	Subject.HasPerk(BornSurvivor03 "Born Survivor" [PERK:00330BA4], 00 00 00 00) = 0.000000 AND
0034A899	AbPerkBornSurvivor	1	2	01000000	>	AND	Subject	GetRadsHealthPercentage	00 00 00 00	00 00 00 00		0.000000	0	Subject.GetRadsHealthPercentage(00 00 00 00, 00 00 00 00) > 0.000000 AND
0034A899	AbPerkBornSurvivor	1	3	10100000	<=	AND	Subject	GetRadsHealthPercentage	00 00 00 00	00 00 00 00		0.300000	0	Subject.GetRadsHealthPercentage(00 00 00 00, 00 00 00 00) <= 0.300000 AND
0034A899	AbPerkBornSurvivor	1	4	01010000	>	OR	Subject	GetItemCount	Stimpak "Stimpak" [ALCH:00023736]	00 00 00 00		0.000000	0	Subject.GetItemCount(Stimpak "Stimpak" [ALCH:00023736], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	1	5	01010000	>	OR	Subject	GetItemCount	SuperStimpak "Stimpak: Super" [ALCH:00117DF9]	00 00 00 00		0.000000	0	Subject.GetItemCount(SuperStimpak "Stimpak: Super" [ALCH:00117DF9], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	1	6	01010000	>	OR	Subject	GetItemCount	StimpakDiluted "Stimpak: Diluted" [ALCH:003078C2]	00 00 00 00		0.000000	0	Subject.GetItemCount(StimpakDiluted "Stimpak: Diluted" [ALCH:003078C2], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	2	0	10000000	=	AND	Subject	HasPerk	BornSurvivor03 "Born Survivor" [PERK:00330BA4]	00 00 00 00		1.000000	0	Subject.HasPerk(BornSurvivor03 "Born Survivor" [PERK:00330BA4], 00 00 00 00) = 1.000000 AND
0034A899	AbPerkBornSurvivor	2	1	01000000	>	AND	Subject	GetRadsHealthPercentage	00 00 00 00	00 00 00 00		0.000000	0	Subject.GetRadsHealthPercentage(00 00 00 00, 00 00 00 00) > 0.000000 AND
0034A899	AbPerkBornSurvivor	2	2	10100000	<=	AND	Subject	GetRadsHealthPercentage	00 00 00 00	00 00 00 00		0.400000	0	Subject.GetRadsHealthPercentage(00 00 00 00, 00 00 00 00) <= 0.400000 AND
0034A899	AbPerkBornSurvivor	2	3	01010000	>	OR	Subject	GetItemCount	Stimpak "Stimpak" [ALCH:00023736]	00 00 00 00		0.000000	0	Subject.GetItemCount(Stimpak "Stimpak" [ALCH:00023736], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	2	4	01010000	>	OR	Subject	GetItemCount	SuperStimpak "Stimpak: Super" [ALCH:00117DF9]	00 00 00 00		0.000000	0	Subject.GetItemCount(SuperStimpak "Stimpak: Super" [ALCH:00117DF9], 00 00 00 00) > 0.000000 OR
0034A899	AbPerkBornSurvivor	2	5	01010000	>	OR	Subject	GetItemCount	StimpakDiluted "Stimpak: Diluted" [ALCH:003078C2]	00 00 00 00		0.000000	0	Subject.GetItemCount(StimpakDiluted "Stimpak: Diluted" [ALCH:003078C2], 00 00 00 00) > 0.000000 OR
0036B84B	zzzSFS08_Heart_PoisonFXSpell	0	0	10000000	=	AND	Subject	HasMagicEffect	zzzSFS08_Heart_StranglerPoisonEffect "Strangler Poison" [MGEF:0036B848]	00 00 00 00		0.000000	0	Subject.HasMagicEffect(zzzSFS08_Heart_StranglerPoisonEffect "Strangler Poison" [MGEF:0036B848], 00 00 00 00) = 0.000000 AND
003713DB	Test_Tut05_VentsSpell	0	0	10100000	<=	AND	Subject	GetValue	PlayerLevel [AVIF:0000032C]	00 00 00 00		10.000000	0	Subject.GetValue(PlayerLevel [AVIF:0000032C], 00 00 00 00) <= 10.000000 AND
003713DB	Test_Tut05_VentsSpell	1	0	10100000	<=	AND	Subject	GetValue	PlayerLevel [AVIF:0000032C]	00 00 00 00		20.000000	0	Subject.GetValue(PlayerLevel [AVIF:0000032C], 00 00 00 00) <= 20.000000 AND
003713DB	Test_Tut05_VentsSpell	2	0	10100000	<=	AND	Subject	GetValue	PlayerLevel [AVIF:0000032C]	00 00 00 00		40.000000	0	Subject.GetValue(PlayerLevel [AVIF:0000032C], 00 00 00 00) <= 40.000000 AND
003713DB	Test_Tut05_VentsSpell	3	0	01000000	>	AND	Subject	GetValue	PlayerLevel [AVIF:0000032C]	00 00 00 00		40.000000	0	Subject.GetValue(PlayerLevel [AVIF:0000032C], 00 00 00 00) > 40.000000 AND
003808C8	AbPerkTheWeird	0	0	10000000	=	AND	Subject	HasMagicEffectKeyword	AbilityTypeMutation [KYWD:003808CE]	00 00 00 00		1.000000	0	Subject.HasMagicEffectKeyword(AbilityTypeMutation [KYWD:003808CE], 00 00 00 00) = 1.000000 AND
003808D1	AbPerkStrangeInNumbers	0	0	10000000	=	AND	Subject	HasMagicEffectKeyword	AbilityTypeMutation [KYWD:003808CE]	00 00 00 00		1.000000	0	Subject.HasMagicEffectKeyword(AbilityTypeMutation [KYWD:003808CE], 00 00 00 00) = 1.000000 AND
003808AB	AbPerkRadSponge	0	0	10000000	=	AND	Subject	HasPerk	RadSponge01 "Rad Sponge" [PERK:003808A9]	00 00 00 00		1.000000	0	Subject.HasPerk(RadSponge01 "Rad Sponge" [PERK:003808A9], 00 00 00 00) = 1.000000 AND
003879AC	AbRaceHoneyBeast	1	0	10000000	=	AND	Subject	GetGlobalValue	TrueGlobal [GLOB:00036E00]	00 00 00 00		0.000000	0	Subject.GetGlobalValue(TrueGlobal [GLOB:00036E00], 00 00 00 00) = 0.000000 AND
003896E9	PerkSpiritualHealer	0	0	10000000	=	AND	Subject	HasPerk	SpiritualHealer02 "Spiritual Healer" [PERK:003896EA]	00 00 00 00		0.000000	0	Subject.HasPerk(SpiritualHealer02 "Spiritual Healer" [PERK:003896EA], 00 00 00 00) = 0.000000 AND
003896E9	PerkSpiritualHealer	1	0	10000000	=	AND	Subject	HasPerk	SpiritualHealer02 "Spiritual Healer" [PERK:003896EA]	00 00 00 00		1.000000	0	Subject.HasPerk(SpiritualHealer02 "Spiritual Healer" [PERK:003896EA], 00 00 00 00) = 1.000000 AND
003896E9	PerkSpiritualHealer	1	1	10000000	=	AND	Subject	HasPerk	SpiritualHealer03 "Spiritual Healer" [PERK:003896EB]	00 00 00 00		0.000000	0	Subject.HasPerk(SpiritualHealer03 "Spiritual Healer" [PERK:003896EB], 00 00 00 00) = 0.000000 AND
003896E9	PerkSpiritualHealer	2	0	10000000	=	AND	Subject	HasPerk	SpiritualHealer03 "Spiritual Healer" [PERK:003896EB]	00 00 00 00		1.000000	0	Subject.HasPerk(SpiritualHealer03 "Spiritual Healer" [PERK:003896EB], 00 00 00 00) = 1.000000 AND
003896F3	AbPerkDeadManSprinting	0	0	10000000	=	AND	Subject	HasPerk	DeadManSprinting02 "Dead Man Sprinting" [PERK:003896F4]	00 00 00 00		0.000000	0	Subject.HasPerk(DeadManSprinting02 "Dead Man Sprinting" [PERK:003896F4], 00 00 00 00) = 0.000000 AND
003896F3	AbPerkDeadManSprinting	0	1	10000000	=	AND	Subject	IsSprinting	00 00 00 00	00 00 00 00		1.000000	0	Subject.IsSprinting(00 00 00 00, 00 00 00 00) = 1.000000 AND
003896F3	AbPerkDeadManSprinting	0	2	10100000	<=	AND	Subject	GetHealthPercentage	00 00 00 00	00 00 00 00		0.400000	0	Subject.GetHealthPercentage(00 00 00 00, 00 00 00 00) <= 0.400000 AND
003896F3	AbPerkDeadManSprinting	1	0	10000000	=	AND	Subject	HasPerk	DeadManSprinting02 "Dead Man Sprinting" [PERK:003896F4]	00 00 00 00		1.000000	0	Subject.HasPerk(DeadManSprinting02 "Dead Man Sprinting" [PERK:003896F4], 00 00 00 00) = 1.000000 AND
003896F3	AbPerkDeadManSprinting	1	1	10000000	=	AND	Subject	IsSprinting	00 00 00 00	00 00 00 00		1.000000	0	Subject.IsSprinting(00 00 00 00, 00 00 00 00) = 1.000000 AND
003896F3	AbPerkDeadManSprinting	1	2	10100000	<=	AND	Subject	GetHealthPercentage	00 00 00 00	00 00 00 00		0.500000	0	Subject.GetHealthPercentage(00 00 00 00, 00 00 00 00) <= 0.500000 AND
00389CC8	AbRaceTick	1	0	10000000	=	AND	Subject	GetGlobalValue	TrueGlobal [GLOB:00036E00]	00 00 00 00		0.000000	0	Subject.GetGlobalValue(TrueGlobal [GLOB:00036E00], 00 00 00 00) = 0.000000 AND
0038AB8F	AbPerkSecretAgent	0	0	10000000	=	AND	Subject	HasPerkCardEquipped	SecretAgentCard [PCRD:0038AB93]	2		0.000000	0	Subject.HasPerkCardEquipped(SecretAgentCard [PCRD:0038AB93], 2) = 0.000000 AND
0038AB8F	AbPerkSecretAgent	1	0	10000000	=	AND	Subject	HasPerkCardEquipped	SecretAgentCard [PCRD:0038AB93]	2		1.000000	0	Subject.HasPerkCardEquipped(SecretAgentCard [PCRD:0038AB93], 2) = 1.000000 AND
0038AB8F	AbPerkSecretAgent	1	1	10000000	=	AND	Subject	HasPerkCardEquipped	SecretAgentCard [PCRD:0038AB93]	3		0.000000	0	Subject.HasPerkCardEquipped(SecretAgentCard [PCRD:0038AB93], 3) = 0.000000 AND
0038AB8F	AbPerkSecretAgent	2	0	10000000	=	AND	Subject	HasPerkCardEquipped	SecretAgentCard [PCRD:0038AB93]	3		1.000000	0	Subject.HasPerkCardEquipped(SecretAgentCard [PCRD:0038AB93], 3) = 1.000000 AND
00391F1B	AbPerkStormChaser	0	0	10000000	=	AND	Subject	HasPerk	StormChaser02 "Storm Chaser" [PERK:00391F1C]	00 00 00 00		0.000000	0	Subject.HasPerk(StormChaser02 "Storm Chaser" [PERK:00391F1C], 00 00 00 00) = 0.000000 AND
00391F1B	AbPerkStormChaser	0	1	10000000	=	AND	Subject	IsInInterior	00 00 00 00	00 00 00 00		0.000000	0	Subject.IsInInterior(00 00 00 00, 00 00 00 00) = 0.000000 AND
00391F1B	AbPerkStormChaser	0	2	10010000	=	OR	Subject	IsInWeather	NewWeatherMistyRainy [WTHR:002DB88F]	00 00 00 00		1.000000	0	Subject.IsInWeather(NewWeatherMistyRainy [WTHR:002DB88F], 00 00 00 00) = 1.000000 OR
00391F1B	AbPerkStormChaser	0	3	10010000	=	OR	Subject	IsInWeather	NewWeatherRain [WTHR:002DB892]	00 00 00 00		1.000000	0	Subject.IsInWeather(NewWeatherRain [WTHR:002DB892], 00 00 00 00) = 1.000000 OR
00391F1B	AbPerkStormChaser	0	4	10010000	=	OR	Subject	IsInWeather	NewWeatherRadstorm [WTHR:002DB891]	00 00 00 00		1.000000	0	Subject.IsInWeather(NewWeatherRadstorm [WTHR:002DB891], 00 00 00 00) = 1.000000 OR
00391F1B	AbPerkStormChaser	1	0	10000000	=	AND	Subject	HasPerk	StormChaser02 "Storm Chaser" [PERK:00391F1C]	00 00 00 00		1.000000	0	Subject.HasPerk(StormChaser02 "Storm Chaser" [PERK:00391F1C], 00 00 00 00) = 1.000000 AND
00391F1B	AbPerkStormChaser	1	1	10000000	=	AND	Subject	IsInInterior	00 00 00 00	00 00 00 00		0.000000	0	Subject.IsInInterior(00 00 00 00, 00 00 00 00) = 0.000000 AND
00391F1B	AbPerkStormChaser	1	2	10010000	=	OR	Subject	IsInWeather	NewWeatherMistyRainy [WTHR:002DB88F]	00 00 00 00		1.000000	0	Subject.IsInWeather(NewWeatherMistyRainy [WTHR:002DB88F], 00 00 00 00) = 1.000000 OR
00391F1B	AbPerkStormChaser	1	3	10010000	=	OR	Subject	IsInWeather	NewWeatherRain [WTHR:002DB892]	00 00 00 00		1.000000	0	Subject.IsInWeather(NewWeatherRain [WTHR:002DB892], 00 00 00 00) = 1.000000 OR
00391F1B	AbPerkStormChaser	1	4	10010000	=	OR	Subject	IsInWeather	NewWeatherRadstorm [WTHR:002DB891]	00 00 00 00		1.000000	0	Subject.IsInWeather(NewWeatherRadstorm [WTHR:002DB891], 00 00 00 00) = 1.000000 OR
00393F7B	AbPerkRadicool	0	0	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		100.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 100.000000 AND
00393F7B	AbPerkRadicool	1	0	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		190.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 190.000000 AND
00393F7B	AbPerkRadicool	2	0	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		280.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 280.000000 AND
00393F7B	AbPerkRadicool	3	0	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		370.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 370.000000 AND
00393F7B	AbPerkRadicool	4	0	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		460.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 460.000000 AND
00393F7B	AbPerkRadicool	5	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool02 "Radicool" [PERK:00393F7C]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool02 "Radicool" [PERK:00393F7C], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	5	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		130.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 130.000000 AND
00393F7B	AbPerkRadicool	6	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool02 "Radicool" [PERK:00393F7C]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool02 "Radicool" [PERK:00393F7C], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	6	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		220.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 220.000000 AND
00393F7B	AbPerkRadicool	7	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool02 "Radicool" [PERK:00393F7C]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool02 "Radicool" [PERK:00393F7C], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	7	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		310.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 310.000000 AND
00393F7B	AbPerkRadicool	8	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool02 "Radicool" [PERK:00393F7C]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool02 "Radicool" [PERK:00393F7C], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	8	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		400.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 400.000000 AND
00393F7B	AbPerkRadicool	9	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool02 "Radicool" [PERK:00393F7C]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool02 "Radicool" [PERK:00393F7C], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	9	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		490.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 490.000000 AND
00393F7B	AbPerkRadicool	10	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool03 "Radicool" [PERK:00393F7E]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool03 "Radicool" [PERK:00393F7E], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	10	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		160.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 160.000000 AND
00393F7B	AbPerkRadicool	11	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool03 "Radicool" [PERK:00393F7E]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool03 "Radicool" [PERK:00393F7E], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	11	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		250.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 250.000000 AND
00393F7B	AbPerkRadicool	12	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool03 "Radicool" [PERK:00393F7E]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool03 "Radicool" [PERK:00393F7E], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	12	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		340.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 340.000000 AND
00393F7B	AbPerkRadicool	13	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool03 "Radicool" [PERK:00393F7E]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool03 "Radicool" [PERK:00393F7E], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	13	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		430.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 430.000000 AND
00393F7B	AbPerkRadicool	14	0	10000000	=	AND	Subject	HasPerk	CUT_Radicool03 "Radicool" [PERK:00393F7E]	00 00 00 00		1.000000	0	Subject.HasPerk(CUT_Radicool03 "Radicool" [PERK:00393F7E], 00 00 00 00) = 1.000000 AND
00393F7B	AbPerkRadicool	14	1	01000000	>	AND	Subject	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		520.000000	0	Subject.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 520.000000 AND
00393F61	AbPerkGlowSight	0	0	10000000	=	AND	Subject	HasPerk	GlowSight02 "Glow Sight" [PERK:00393F63]	00 00 00 00		0.000000	0	Subject.HasPerk(GlowSight02 "Glow Sight" [PERK:00393F63], 00 00 00 00) = 0.000000 AND
00393F61	AbPerkGlowSight	1	0	10000000	=	AND	Subject	HasPerk	GlowSight02 "Glow Sight" [PERK:00393F63]	00 00 00 00		1.000000	0	Subject.HasPerk(GlowSight02 "Glow Sight" [PERK:00393F63], 00 00 00 00) = 1.000000 AND
00393F61	AbPerkGlowSight	1	1	10000000	=	AND	Subject	HasPerk	GlowSight03 "Glow Sight" [PERK:00393F64]	00 00 00 00		0.000000	0	Subject.HasPerk(GlowSight03 "Glow Sight" [PERK:00393F64], 00 00 00 00) = 0.000000 AND
00393F61	AbPerkGlowSight	2	0	10000000	=	AND	Subject	HasPerk	GlowSight03 "Glow Sight" [PERK:00393F64]	00 00 00 00		1.000000	0	Subject.HasPerk(GlowSight03 "Glow Sight" [PERK:00393F64], 00 00 00 00) = 1.000000 AND
00393F73	AbPerkSunKissed	0	0	10000000	=	AND	Subject	GetIsPlayerGhoul	00 00 00 00	00 00 00 00		0.000000	0	Subject.GetIsPlayerGhoul(00 00 00 00, 00 00 00 00) = 0.000000 AND
00393F73	AbPerkSunKissed	0	1	10000000	=	AND	Subject	HasPerk	SunKissed02 "Sun Kissed" [PERK:00393F74]	00 00 00 00		0.000000	0	Subject.HasPerk(SunKissed02 "Sun Kissed" [PERK:00393F74], 00 00 00 00) = 0.000000 AND
00393F73	AbPerkSunKissed	0	2	10000000	=	AND	Subject	IsTrueForConditionForm	Perk_Day_Condition [CNDF:0090ABDC]	00 00 00 00		1.000000	0	Subject.IsTrueForConditionForm(Perk_Day_Condition [CNDF:0090ABDC], 00 00 00 00) = 1.000000 AND
00393F73	AbPerkSunKissed	1	0	10000000	=	AND	Subject	GetIsPlayerGhoul	00 00 00 00	00 00 00 00		0.000000	0	Subject.GetIsPlayerGhoul(00 00 00 00, 00 00 00 00) = 0.000000 AND
00393F73	AbPerkSunKissed	1	1	10000000	=	AND	Subject	HasPerk	SunKissed02 "Sun Kissed" [PERK:00393F74]	00 00 00 00		1.000000	0	Subject.HasPerk(SunKissed02 "Sun Kissed" [PERK:00393F74], 00 00 00 00) = 1.000000 AND
00393F73	AbPerkSunKissed	1	2	10000000	=	AND	Subject	IsTrueForConditionForm	Perk_Day_Condition [CNDF:0090ABDC]	00 00 00 00		1.000000	0	Subject.IsTrueForConditionForm(Perk_Day_Condition [CNDF:0090ABDC], 00 00 00 00) = 1.000000 AND
00393F56	AbPerkFireproof	0	0	10000000	=	AND	Subject	HasPerk	Fireproof02 "Hardy" [PERK:00393F57]	00 00 00 00		0.000000	0	Subject.HasPerk(Fireproof02 "Hardy" [PERK:00393F57], 00 00 00 00) = 0.000000 AND
00393F56	AbPerkFireproof	1	0	10000000	=	AND	Subject	HasPerk	Fireproof02 "Hardy" [PERK:00393F57]	00 00 00 00		1.000000	0	Subject.HasPerk(Fireproof02 "Hardy" [PERK:00393F57], 00 00 00 00) = 1.000000 AND
00393F56	AbPerkFireproof	1	1	10000000	=	AND	Subject	HasPerk	Fireproof03 "Hardy" [PERK:00393F59]	00 00 00 00		0.000000	0	Subject.HasPerk(Fireproof03 "Hardy" [PERK:00393F59], 00 00 00 00) = 0.000000 AND
00393F56	AbPerkFireproof	2	0	10000000	=	AND	Subject	HasPerk	Fireproof03 "Hardy" [PERK:00393F59]	00 00 00 00		1.000000	0	Subject.HasPerk(Fireproof03 "Hardy" [PERK:00393F59], 00 00 00 00) = 1.000000 AND
