set	item_formid	edid	name	section	worldspace	cell	x	y	z	ref_formid	holder	loc_name	loc_source
notes	00530817	DWDForestPOI01Note02	Suspicious Note	BOOK			-971.880982	-85.150467	56.000000	003A13D1			
notes	00530817	DWDForestPOI01Note02	Suspicious Note	BOOK			-21128.396485	82055.914063	10779.865235	005309B5			
notes	00530816	DWDForestPOI01Note01	Suspicious Note	BOOK			-953.985840	-85.475487	55.999985	003A13D2			
notes	00530816	DWDForestPOI01Note01	Suspicious Note	BOOK			-21090.039063	82147.031250	11025.427734	005309AB			
notes	003EA9B9	UntitledPoem04	Untitled Poem	BOOK			166600.218750	-178326.468750	7048.977051	003EA97B			
notes	003EA9F2	UntitledPoem02	Untitled Poem	BOOK			-147888.687500	24145.431641	298.130768	003EA9AE			
notes	003EA9EB	UntitledPoem03	Untitled Poem	BOOK			-86368.554688	67598.593750	5981.711914	003EA989			
notes	003EAA0D	UntitledPoem01	Untitled Poem	BOOK			32249.082032	190236.140625	16336.610352	003EAA0B			
notes	000B03D3	AMSHQ_CBLore_Note02	Subject 67	BOOK			-590.058594	-2074.090332	1568.008789	000AEFA2			
notes	000B104B	AMSHQ_CBLore_Note01	Subject 43	BOOK			33.465187	1544.910889	974.509339	000B0EED			
notes	003E5D40	Template_PostCardDollySods02	Dolly Sods Postcard Test Note	BOOK			-3678.212647	-11533.296875	197.076798	003E5D50			
notes	003E5D40	Template_PostCardDollySods02	Dolly Sods Postcard Test Note	BOOK			-412.121674	578.452576	55.968750	00501D89			
notes	003E5D40	Template_PostCardDollySods02	Dolly Sods Postcard Test Note	BOOK			10026.872071	3416.705566	56.221573	0065DFD0			
notes	003E5D40	Template_PostCardDollySods02	Dolly Sods Postcard Test Note	BOOK			-4752.808105	-7823.316406	-2467.312500	0082ECA9			
notes	003E5D53	Template_PostCardBerkeleySprings02Note	Berkeley Springs Postcard Test Note	BOOK			-3649.815674	-11533.336914	198.029328	003E5D4F			
notes	003E5D53	Template_PostCardBerkeleySprings02Note	Berkeley Springs Postcard Test Note	BOOK			-3713.689454	-11341.756836	197.076798	003E5D55			
notes	003E5D53	Template_PostCardBerkeleySprings02Note	Berkeley Springs Postcard Test Note	BOOK			-425.811524	557.060730	55.968735	00501D87			
notes	003E5D53	Template_PostCardBerkeleySprings02Note	Berkeley Springs Postcard Test Note	BOOK			10048.264649	3403.016601	56.221573	0065DFD5			
notes	003E5D53	Template_PostCardBerkeleySprings02Note	Berkeley Springs Postcard Test Note	BOOK			-4731.415527	-7837.005371	-2467.312500	0082ECAE			
notes	003E5D3D	Template_PostCardHarpersFerry02	Harpers Ferry 02 Postcard Test Note	BOOK			-3668.862305	-11546.640625	198.029328	003E5D49			
notes	003E5D3D	Template_PostCardHarpersFerry02	Harpers Ferry 02 Postcard Test Note	BOOK			-426.012817	577.857666	55.968750	00501D8C			
notes	003E5D3D	Template_PostCardHarpersFerry02	Harpers Ferry 02 Postcard Test Note	BOOK			10027.468750	3402.814941	56.221573	0065DFD3			
notes	003E5D3D	Template_PostCardHarpersFerry02	Harpers Ferry 02 Postcard Test Note	BOOK			-4752.211426	-7837.207031	-2467.312500	0082ECAA			
notes	003E5D3B	Template_PostcardRedRocketMegaStop01	Red Rocket Mega Stop Postcard Test Note	BOOK			-3669.081299	-11507.608398	198.029328	003E5D4A			
notes	003E5D37	Template_PostCardValleyGalleria01	Valley Galleria Postcard Test Note	BOOK			-3659.069824	-11506.639648	198.029328	003E5D47			
notes	003E5D37	Template_PostCardValleyGalleria01	Valley Galleria Postcard Test Note	BOOK			-412.540955	567.604554	55.968750	00501D8F			
notes	003E5D37	Template_PostCardValleyGalleria01	Valley Galleria Postcard Test Note	BOOK			10037.720703	3416.286621	56.221573	0065DFCF			
notes	003E5D37	Template_PostCardValleyGalleria01	Valley Galleria Postcard Test Note	BOOK			-4741.959473	-7823.735351	-2467.312500	0082ECAC			
notes	003E5D52	Template_PostCardBerkeleySprings01Note	Berkeley Springs Postcard Test Note	BOOK			-3649.502197	-11546.363281	198.029328	003E5D56			
notes	003E5D52	Template_PostCardBerkeleySprings01Note	Berkeley Springs Postcard Test Note	BOOK			-425.649597	567.829895	55.968750	00501D86			
notes	003E5D52	Template_PostCardBerkeleySprings01Note	Berkeley Springs Postcard Test Note	BOOK			10037.495118	3403.178222	56.221573	0065DFD4			
notes	003E5D52	Template_PostCardBerkeleySprings01Note	Berkeley Springs Postcard Test Note	BOOK			-4742.185059	-7836.843750	-2467.312500	0082ECAB			
notes	003E5D3E	Template_PostCardFreddyFears01	Freddy Fears Postcard Test Note	BOOK			-3658.756348	-11519.666016	198.029328	003E5D43			
notes	003E5D3E	Template_PostCardFreddyFears01	Freddy Fears Postcard Test Note	BOOK			-412.289703	557.461914	55.968750	00501D8A			
notes	003E5D3E	Template_PostCardFreddyFears01	Freddy Fears Postcard Test Note	BOOK			10047.863282	3416.537841	56.221573	0065DFCE			
notes	003E5D3E	Template_PostCardFreddyFears01	Freddy Fears Postcard Test Note	BOOK			-4731.816894	-7823.483886	-2467.312500	0082ECAD			
notes	003E5D44	Template_PostCardDollySods01	Dolly Sods Postcard Test Note	BOOK			-3659.189698	-11546.184570	198.029328	003E5D4C			
notes	003E5D44	Template_PostCardDollySods01	Dolly Sods Postcard Test Note	BOOK			-412.450043	588.015870	55.968750	00501D88			
notes	003E5D44	Template_PostCardDollySods01	Dolly Sods Postcard Test Note	BOOK			10017.308594	3416.377441	56.221573	0065DFD1			
notes	003E5D44	Template_PostCardDollySods01	Dolly Sods Postcard Test Note	BOOK			-4762.371582	-7823.644531	-2467.312500	0082ECA8			
notes	003E5D41	Template_PostCardHarpersFerry01	Harpers Ferry Postcard Test Note	BOOK			-3669.175782	-11533.614258	198.029328	003E5D4D			
notes	003E5D41	Template_PostCardHarpersFerry01	Harpers Ferry Postcard Test Note	BOOK			-426.038818	588.144166	55.968735	00501D8B			
notes	003E5D41	Template_PostCardHarpersFerry01	Harpers Ferry Postcard Test Note	BOOK			10017.180664	3402.788574	56.221573	0065DFD2			
notes	003E5D41	Template_PostCardHarpersFerry01	Harpers Ferry Postcard Test Note	BOOK			-4762.499512	-7837.233398	-2467.312500	0082ECA7			
notes	003E5D3A	Template_PostCardPumpkinHouse01	Pumpkin House Postcard Test Note	BOOK			-3668.767823	-11520.634766	198.029328	003E5D46			
notes	003E5D3A	Template_PostCardPumpkinHouse01	Pumpkin House Postcard Test Note	BOOK			-412.464661	546.753785	55.968765	00501D8D			
notes	003E5D3A	Template_PostCardPumpkinHouse01	Pumpkin House Postcard Test Note	BOOK			10058.571289	3416.363037	56.221573	0065DFCD			
notes	003E5D3A	Template_PostCardPumpkinHouse01	Pumpkin House Postcard Test Note	BOOK			-4721.108887	-7823.658691	-2467.312500	0082ECAF			
notes	0034785E	LC015_BootleggersShack_Note	Watoga High School	BOOK			166096.312500	-83600.367188	6928.244141	003489CC			
notes	001A1CD0	RSVP00_Book_LORE_Database_Intro	Memo: Responders	BOOK			-108365.531250	20493.976562	3249.634033	001A1C8D			
notes	001A1AC2	LC178_WatogaPlaza_CBLore_Note01	Men's Suits	BOOK			152815.984375	-135809.578125	7143.661133	001A0572			
notes	001A1983	LC174_WatogaHigh_CBLore_Note01	Booze Run	BOOK			811.099548	1595.491455	312.264282	001A0573			
notes	001A1B24	LC178_WatogaPlaza_CBLore_Note02	Women's Dresses	BOOK			153257.468750	-136109.421875	7142.000000	001A05FA			
notes	0014E627	CultistCave_LoreNote04	His Home	BOOK			-1964.861938	2472.836670	-698.020080	0014E601			
notes	0014E5FD	CultistCave_LoreNote06	His Priestess	BOOK			-4486.858399	-1462.581299	-657.192810	0014E5DA			
notes	0014E67B	CultistCave_LoreNote02	His Birth	BOOK			3735.177491	1369.262207	-166.194443	0014E651			
notes	0014E602	CultistCave_LoreNote05	His Springs	BOOK			-2889.941407	1761.358765	-686.633911	0014E5FC			
notes	0014E6B1	CultistCave_LoreNote01	He Agrees	BOOK			1158.739868	-7878.354492	226.259811	0014E6B2			
notes	0014E652	CultistCave_LoreNote03	His Blood	BOOK			-302.275421	732.661438	-528.523377	0014E626			
notes	0002E8E6	LC016_ElevatorNote	Can't find the keycard	BOOK			-73685.148438	-151826.953125	26674.085938	0002E8E3			
notes	0037744B	LC174_WatogaHigh_CBLore_Note02	Memo on Candy	BOOK			2314.010986	4302.291504	78.000000	0037744C			
notes	0033410D	ToxicDriedLakebedNote01	Untitled	BOOK			-11531.177734	173344.921875	8909.115235	003339EB			
notes	003072F8	LC149_Jesse_White_Set_List	Jesse White - Honkytonk Set List	BOOK			-113507.015625	-74364.031250	12228.881836	00307219			
notes	003196CB	LC150_TOTW_IceSculptureArtGallery_LouisNote	Louis's Note	BOOK			-3529.992187	-1134.648437	-2112.621094	004306D8			
notes	003196CA	LC150_TOTW_IceSculptureArtGallery_HenryNote	Henry's Note	BOOK			-2825.839844	153.747071	-2103.421875	004306D7			
notes	0031975A	LC150_TOTW_DreamboatYachts_MarketingNote	Dreamboat Marketing Note	BOOK			-1516.152344	-2104.740235	-2102.628907	00430BAF			
notes	00319B93	LC193_ConvertedMunitionsFactory_FloydNote	Floyd's Note	BOOK			109683.328125	181165.750000	21619.240234	003C74E8			
notes	0031A0EC	LC144_SunnytopSkiLanes_DirectorMemo	Sunnytop Staff Memo	BOOK			98025.554688	144377.468750	26172.253906	004F4979			
notes	0031BC26	LC067_Huntersville_NinaNote	Nina Benchley's Note	BOOK			65067.871094	-91182.531250	29356.638672	003D42CA			
notes	0031BC1B	LC081_MiddleMountainCabins_BragNote	Brag's Note	BOOK			48164.335937	-38803.960937	28694.689454	004F4974			
notes	0031A0EB	LC144_SunnytopSkiLanes_MarketingMemo	Sunnytop Marketing Memo	BOOK			85939.468750	131336.406250	34360.183594	004F4975			
notes	0031A35A	LC103_NACentralTrainyard_BankNote	Employee Notice	BOOK			17109.876953	-19585.427735	24262.373047	0033369C			
notes	0031A4F9	LC093_MonongahTownship_MarthaNote	Martha's Letter	BOOK			56266.832031	80578.515625	23144.242188	00333698			
notes	0031975C	LC150_TOTW_DreamboatYachts_AngryLetter	Dreamboat Angry Letter	BOOK			-1017.140625	-2636.533203	-2103.687500	004308FD			
notes	0031BC1D	LC091_MonongahPowerPlant_HallseyNote	Hallsey's Note	BOOK			275.289062	-126.554688	78.000000	0037E19B			
notes	003196C9	LC150_TOTW_MatterhornChophouse_StaffMemo	Matterhorn Chophouse Memo	BOOK			2645.644531	-357.153320	-2081.683594	004313F9			
notes	0031C179	LC020_PleasantValleySkiResort_StanleyNote	Stanley's Note	BOOK			43425.257812	13402.701172	33728.226563	002C60A8			
notes	0031C178	LC020_PleasantValleySkiResort_PhyllisNote	Phyllis's Note	BOOK			50760.773438	25657.816406	34115.769531	002C60A7			
notes	0031C177	LC020_PleasantValleySkiResort_ChaunceyNote	Chauncy's Note	BOOK			43321.015625	22883.957031	33411.000000	002C60A5			
notes	00319B92	LC193_ConvertedMunitionsFactory_HoraceNote	Horace's Note	BOOK			112170.476563	183732.953125	21642.896484	003C74E5			
notes	00319B8F	LC182_WendigoCave_EdieNote	Edie's Note	BOOK			11720.778320	-8856.016602	-1605.454834	004F497A			
notes	0031A0ED	LC144_SunnytopSkiLanes_MaintenanceMemo	Sunnytop Maintenance Memo	BOOK			87708.578125	133737.796875	34293.296875	004F4978			
notes	0031975B	LC150_TOTW_DreamboatYachts_OwnersNote	Dreamboat Owner's Note	BOOK			-1522.613281	-2126.045899	-2103.207032	00430BB2			
notes	003453AF	LC015_BasementNote	Where's the damn key?!	BOOK			-609.847168	4024.694092	55.163887	003453B0			
notes	003453AF	LC015_BasementNote	Where's the damn key?!	BOOK			165938.875000	-83561.242187	6713.807129	003453B1			
notes	003453AF	LC015_BasementNote	Where's the damn key?!	BOOK			2703.100586	-7123.930664	56.365494	005A4BED			
notes	0031C8AA	POI275_ActionReport	Lt. Thomas' Action Report	BOOK			-165902.265625	-87717.015625	5778.968261	003C94B4			
notes	00527554	RE_SceneDWD06Note01	Crazed Ramblings	BOOK			-990.931152	-85.117417	56.000000	003A13C8			
notes	0052ECA8	RSVP00_Book_LORE_Everyone	Everyone	BOOK			-5747.160644	89340.804687	11204.166992	003A204F			
notes	003DC3BA	LC011_BerkeleySprings_AppalachianAssassinNewspaper	Charleston Herald - Assassin Strikes Again	BOOK			131487.437500	28878.927734	14466.225585	003D42F5			
notes	003DC3BA	LC011_BerkeleySprings_AppalachianAssassinNewspaper	Charleston Herald - Assassin Strikes Again	BOOK			127685.289063	26234.976563	14712.645508	003D42F6			
notes	003DC3BA	LC011_BerkeleySprings_AppalachianAssassinNewspaper	Charleston Herald - Assassin Strikes Again	BOOK			124413.210938	25264.902344	15315.926757	003D42F7			
notes	003DC3BA	LC011_BerkeleySprings_AppalachianAssassinNewspaper	Charleston Herald - Assassin Strikes Again	BOOK			133166.390625	22487.230469	13944.952149	003D42F8			
notes	003DC3CB	LC161_ValleyGalleria_LucysNote	Lucy Harwick's Note	BOOK			-451.137146	289.284942	0.000000	003D0C23			
notes	003DC3CB	LC161_ValleyGalleria_LucysNote	Lucy Harwick's Note	BOOK			131346.437500	26333.476563	14255.122070	003D42FA			
notes	003DC3CB	LC161_ValleyGalleria_LucysNote	Lucy Harwick's Note	BOOK			139045.109375	142366.359375	19486.000000	003D42FB			
notes	003DC3CB	LC161_ValleyGalleria_LucysNote	Lucy Harwick's Note	BOOK			176988.546875	44493.304688	7121.703613	003D42FC			
notes	003DC3C2	LC062_HarpersFerry_AngryNote	Sharon's Angry Letter	BOOK			158696.062500	-920.477784	8178.951172	003D78E9			
notes	003DC3C8	LC145_CampVenture_HenrysLetter	Henry's Letter	BOOK			159645.203125	-39750.308594	9379.823242	003CDE95			
notes	003DC3B6	LC007_HopewellCave_ReggiesNote	Reggie's Note	BOOK			114133.914063	113621.851562	21984.083984	002B94E9			
notes	003DC3BD	LC030_HavenChurch_PamelasNote	Pamela's Note	BOOK			177069.375000	43490.175781	7142.977051	002B9675			
notes	003DC3C4	LC062_HarpersFerry_JedsLetter	Jed's Letter	BOOK			162099.578125	-6093.426270	7179.644043	003D78ED			
notes	003DC3C3	LC062_HarpersFerry_LeonardsJournal	Leonard's Journal Entry	BOOK			162986.171875	2542.692139	6847.019043	003D78EC			
notes	003DC3C9	LC145_CampVenture_ShelleysLetter	Shelley's Letter	BOOK			158748.625000	-35397.148438	10265.262695	003CDE96			
notes	003CD66C	LC174_PoemNote_CBLore_Note	Student's Poem	BOOK			-628.028686	4024.716553	55.163887	002B7BE2			
notes	003CD66C	LC174_PoemNote_CBLore_Note	Student's Poem	BOOK			1281.091675	1907.077514	53.871384	003CD66D			
notes	003CD66C	LC174_PoemNote_CBLore_Note	Student's Poem	BOOK			2684.918945	-7123.908203	56.365494	005A4BEC			
notes	003CDB33	LC060_WhitespringTerminationNotice	Termination Notice	BOOK			3905.298828	1086.837402	1660.951660	003CDB34			
notes	003CDB33	LC060_WhitespringTerminationNotice	Termination Notice	BOOK			-9534.826172	9941.750977	-448.000000	0062927E			
notes	003CDB33	LC060_WhitespringTerminationNotice	Termination Notice	BOOK			-1846.902465	6545.219238	-1.754554	00635FCC			
notes	002BA293	SRMPOI_TrailerNote	For Vincent	BOOK			59843.894531	129377.070312	32304.466796	002BA294			
notes	002BA293	SRMPOI_TrailerNote	For Vincent	BOOK			-627.940979	4009.439942	55.051781	002BA296			
notes	002BA293	SRMPOI_TrailerNote	For Vincent	BOOK			2685.006836	-7139.185547	56.253388	005A4BE8			
notes	003D57C5	LC095_BarbershopOwnerNote	Business is Bad	BOOK			-121.765290	-295.660644	56.032173	003D57CC			
notes	003D57C5	LC095_BarbershopOwnerNote	Business is Bad	BOOK			-14810.502930	77320.250000	10678.274414	003D7F04			
notes	003D57D9	LC095_VTUPostcardNote08	Postcard from Grandma	BOOK			-193.285157	-323.367645	56.041496	003D57DA			
notes	003D57D9	LC095_VTUPostcardNote08	Postcard from Grandma	BOOK			6984.206543	101197.929687	12467.271485	003D7F14			
notes	003D57C6	LC095_VTUPostcardNote03	Postcard from Elizabeth	BOOK			-127.541931	-323.500519	56.041496	003D57CD			
notes	003D57C6	LC095_VTUPostcardNote03	Postcard from Elizabeth	BOOK			-6681.841797	88537.382812	11715.270507	003D7F1A			
notes	003D57D5	LC095_VTUPostcardNote06	Unfinished Postcard	BOOK			-167.210175	-323.088806	56.041496	003D57D6			
notes	003D57D5	LC095_VTUPostcardNote06	Unfinished Postcard	BOOK			-11781.513672	96006.812500	11223.941407	003D7F18			
notes	003D57C7	LC095_VTUPostcardNote04	Postcard from Maddy	BOOK			-140.916230	-322.978699	56.041500	003D57D0			
notes	003D57C7	LC095_VTUPostcardNote04	Postcard from Maddy	BOOK			-3991.113037	97064.875000	11328.723632	003D7F17			
notes	003D57D1	LC095_ApartmentRenterNote	Grocery List	BOOK			-103.661446	-296.770050	56.032173	003D57D2			
notes	003D57D1	LC095_ApartmentRenterNote	Grocery List	BOOK			-477.083008	13.323731	1249.000244	003D7F02			
notes	003D57C8	LC095_StudentBookCoverNote01	PSY101 Notebook Cover	BOOK			-214.805648	-326.792877	56.032173	003D57CE			
notes	003D57C8	LC095_StudentBookCoverNote01	PSY101 Notebook Cover	BOOK			-13502.989258	97084.562500	11626.136719	003D7F13			
notes	003D57D7	LC095_VTUPostcardNote07	Postcard from VTU	BOOK			-179.920563	-324.297882	56.041496	003D57D8			
notes	003D57D7	LC095_VTUPostcardNote07	Postcard from VTU	BOOK			-9573.073242	92124.750000	11862.623047	003D7F12			
notes	003D57C4	LC095_BirthdayToastNote	Birthday Toast Drafts	BOOK			-138.348755	-295.992309	56.032166	003D57CB			
notes	003D57C4	LC095_BirthdayToastNote	Birthday Toast Drafts	BOOK			-6290.734863	74080.695313	10820.887696	003D7F01			
notes	003D57D3	LC095_VTUPostcardNote05	Postcard from Adrian	BOOK			-154.598694	-323.068725	56.041496	003D57D4			
notes	003D57D3	LC095_VTUPostcardNote05	Postcard from Adrian	BOOK			-343.294922	-513.723145	1458.258056	003D7EFA			
notes	003D75B3	FS_Abbie_ToDoList	Abbie's To Do	BOOK			-356.279816	351.968262	0.000000	003D0C04			
notes	003D75B3	FS_Abbie_ToDoList	Abbie's To Do	BOOK			274.417236	1645.986572	-551.431458	00501AA0			
notes	003D78B6	Charleston_LoreNote_Slocums	The Coffee	BOOK			-108593.828125	-56334.128906	8421.660157	003D78B7			
notes	003D78B6	Charleston_LoreNote_Slocums	The Coffee	BOOK			9701.433594	-3461.743164	2551.667969	0085BFCB			
notes	003D78B6	Charleston_LoreNote_Slocums	The Coffee	BOOK			12418.922852	-3462.606445	2550.682129	00874928			
notes	003D78B6	Charleston_LoreNote_Slocums	The Coffee	BOOK			9871.586914	-3593.123535	2623.447021	0088235D			
notes	003D78B6	Charleston_LoreNote_Slocums	The Coffee	BOOK			28200.009766	-63040.210938	38582.652344	00884801			
notes	003D78A7	Charleston_LoreNote_BombedHouse01	The View	BOOK			-101594.859375	-47657.515625	8233.022461	003D78A8			
notes	003D78AB	Charleston_LoreNote_DoctorOffice02	The Drop	BOOK			-100281.164063	-49636.898438	8996.150390	003D78AC			
notes	003D78AD	Charleston_LoreNote_Safe	The Safe	BOOK			-99604.226563	-52542.992187	8227.604492	003D78AE			
notes	003D78A5	Charleston_LoreNote_Church	The End	BOOK			-104104.476562	-49412.289062	7908.583008	003D78A6			
notes	003D78B8	Charleston_LoreNote_TherapyOffice	The Shrink	BOOK			-99874.117188	-48578.230468	8882.904297	003D78B9			
notes	003D78B4	Charleston_LoreNote_RiverfrontHouse	The Owner	BOOK			-106862.960937	-50961.054687	8076.929200	003D78B5			
notes	003D78B2	Charleston_LoreNote_DoctorOffice01	The Doctors	BOOK			-100178.578125	-48305.199219	9130.878906	003D78B3			
notes	003D78AF	Charleston_LoreNote_TattooParlor	Tattoo Parlor	BOOK			-96483.320312	-51810.519531	8147.875000	003D78B0			
notes	003D78A9	Charleston_LoreNote_BombedHouse02	The House	BOOK			-101716.054687	-47571.292969	8502.452149	003D78AA			
notes	003D7A0C	Charleston_LoreNote_Summersville04	The Power Plant	BOOK			-78609.468750	-56299.660156	9966.559570	003D7A0D			
notes	003D7A06	Charleston_LoreNote_Summersville01	Cursed	BOOK			-79767.195313	-61140.402344	9512.214844	003D7A07			
notes	003D7A0A	Charleston_LoreNote_Summersville03	The Evil Men	BOOK			-79394.382813	-62581.167969	8264.190430	003D7A0B			
notes	003D7A08	Charleston_LoreNote_Summersville02	Charleston is Ours	BOOK			-78477.242188	-60914.351562	8520.185546	003D7A09			
notes	003D7A0E	Charleston_LoreNote_Trainyard01	Bicycle	BOOK			-118124.562500	-48713.421875	7939.880371	003D7A11			
notes	003D7A0F	Charleston_LoreNote_Trainyard02	Letter of Resignation	BOOK			-117388.257813	-48829.175782	7940.860840	003D7A10			
notes	003D7A3D	LC067_Graveyard_Note01	Graveyard Note	BOOK			73727.117188	-95368.140625	26810.544922	003D7A41			
notes	003D7A3E	LC067_Graveyard_Note02	Graveyard Note	BOOK			73651.210937	-95712.375000	26805.904297	003D7A3F			
notes	003D7A7D	LC182_WendigoCave_RaiderNote	Raider's Note	BOOK			14144.374023	-2152.583008	-1250.458252	003D7A7E			
notes	003D7A7D	LC182_WendigoCave_RaiderNote	Raider's Note	BOOK			-647.218628	4009.442627	55.163891	003D7A7F			
notes	003D7A7D	LC182_WendigoCave_RaiderNote	Raider's Note	BOOK			2665.729004	-7139.182617	56.365494	005A4BEA			
notes	003D7F07	LC095_StreetGangNote01	Tear It All Down	BOOK			-2025.334595	83795.835937	11448.960937	003D7F09			
notes	003D7F07	LC095_StreetGangNote01	Tear It All Down	BOOK			-154.480835	-295.528290	56.041496	003D7F0B			
notes	003D7EFB	LC044_JeremiahWardNote01DUPLICATE000	Last Will and Testament of Jeremiah Ward	BOOK			-104217.429688	19681.798828	3887.311279	003D7EFE			
notes	003D7EFB	LC044_JeremiahWardNote01DUPLICATE000	Last Will and Testament of Jeremiah Ward	BOOK			543.228028	325.787567	55.968735	003D7F0A			
notes	003D7F05	LC095_RoofGangNote01	Trouble with Radiation	BOOK			-4701.495117	88349.343750	12427.917969	003D7F06			
notes	003D7F05	LC095_RoofGangNote01	Trouble with Radiation	BOOK			-171.751328	-296.126068	56.041496	003D7F0C			
notes	003D7F0E	LC096_OHolyNightNote	O Holy Night	BOOK			350.831909	-272.796875	55.968720	003D7F0F			
notes	003D8006	TW007_ClosedLore	Grafton Dam Sign	BOOK			5701.440430	122213.742187	13992.446289	003D8007			
notes	003D8006	TW007_ClosedLore	Grafton Dam Sign	BOOK			6771.685059	120507.523438	13482.515625	003D8008			
notes	003D8006	TW007_ClosedLore	Grafton Dam Sign	BOOK			5035.918945	120270.195312	13482.010742	003D800A			
notes	003D5B46	Helvetia_LoreNote_Freyja	Happy Fasnacht!	BOOK			-33751.929688	33545.914062	9634.125000	003D5B47			
notes	003D5B4D	Helvetia_LoreNote_BookStore	German Books	BOOK			-36966.308594	39719.097657	9976.000000	003D5B4E			
notes	003D5B4D	Helvetia_LoreNote_BookStore	German Books	BOOK			-37122.824218	39492.429687	9976.861328	0043063F			
notes	003D5B4A	Helvetia_LoreNote_ChseeseHaus	Fasnacht Robots	BOOK			-35452.121093	35648.714844	9688.000000	003D5B4B			
notes	003D5B4A	Helvetia_LoreNote_ChseeseHaus	Fasnacht Robots	BOOK			-35580.277344	38193.406250	9758.988281	003D5B4C			
notes	003D5B52	CUT_SFS09_Habitat_LoreJournal	Squire Asher's Journal	BOOK			-18828.919921	-2026.769165	0.000053	00618803	CUT_SFS09_Habitat_OfficeDesk01		
notes	003D5B5E	LC051_RemoteCabin_DariusAngler05	Darius Angler's Manifesto, part 5	BOOK			-15500.790039	189716.281250	9195.107422	0048C063			
notes	003D5B5D	LC051_Grafton_DariusAngler01	Darius Angler's Manifesto, part 1	BOOK			-52297.421875	149109.484375	13098.300781	004500EA			
notes	003D5DC1	AMSHQ_CBLore_SueThem	Sue Them	BOOK			-237.102172	1003.266906	2007.937500	004FD27D			
notes	003D5F14	PortsidePub_LoreNote01	Portside Pub Happy Hour Menu	BOOK			-21015.806641	88234.835937	11137.708984	003C7B1D			
notes	003D6152	LC019_BrandonNote	Best Plan Ever	BOOK			-177907.468750	-79859.320312	590.815613	004333C6			
notes	003D6154	LC098_ElliotLetter	Dear Spence	BOOK			-27566.748046	90963.625000	10915.918945	00431769			
notes	003D6153	LC039_KarringtonNote	Almost Done	BOOK			-467.955628	293.991455	0.000000	003D0C22			
notes	003D6153	LC039_KarringtonNote	Almost Done	BOOK			152372.500000	85823.851562	13534.263672	00432C37			
notes	003D61C4	LC060_WhitespringGolfCourseArchitectNote	Letter of Resignation	BOOK			112.789696	-33650.289062	22578.857422	003CE72F			
notes	003D64C5	LC096_MiguelBRBNote	DO NOT TOUCH	BOOK			389.461884	-264.518768	55.968750	003D64C8			
notes	003D64C5	LC096_MiguelBRBNote	DO NOT TOUCH	BOOK			-1826.729370	-181.044465	-33.649712	0042522D			
notes	003D64BF	LC096_GardenNote	Gardening Test	BOOK			-23096.863282	107348.601563	11012.146484	003D64C0			
notes	003D64BF	LC096_GardenNote	Gardening Test	BOOK			369.552551	-269.621490	55.968720	003D64C1			
notes	003D661C	POI162_LoungeRulesNote	Lounge Rules	BOOK			136303.375000	72171.968750	15849.361328	003D6620			
notes	003D661B	POI162_DoctorsNote	Swamp Butter	BOOK			136331.156250	70086.945312	15626.990235	003D661E			
notes	003D6618	POI264_ScoutReportNote	Scouting Report	BOOK			162574.656250	-27699.111328	13249.343750	003D661D			
notes	003D6619	POI182_TradeDealNote	Trade for Parts	BOOK			76034.578125	41796.566406	30306.802734	003D6624			
notes	003D661A	POI182_AnotherSpringNote	Another Spring	BOOK			76049.109375	42120.535157	30330.412109	003D6625			
notes	003D69C0	POI163_TheMawNote	Another Spring	BOOK			146260.968750	35118.675781	9822.914062	003D69C1			
notes	003C7AF7	LC188_WadeAirport_LandonsNote	Landon's Note	BOOK			-86461.968750	-42738.730469	11869.842773	003C7B00			
notes	003C7AF8	POI158_BaileyFamilyCabin_Note	Letter To My Love	BOOK			133806.125000	179549.765625	18995.332031	003C7AFC			
notes	003C7AFB	POI207_SafenCleanDisposal_Note	To-Do List	BOOK			12995.352539	-34849.882812	22566.693359	003C7AFE			
notes	003C7AFA	POI208_YellowSandysStill_Note	For Frank	BOOK			90829.046875	20306.693360	26585.509766	003C7AFD			
notes	003C7B03	LC175_MunicipalCenter_Note	Fly Free	BOOK			1618.159790	28.123734	311.761566	003A0B96			
notes	003C7B20	POI282_LoreNote_SkeletonMaking	Skeleton Extraction Guide	BOOK			201822.125000	68464.945312	8559.968750	003C7B21			
notes	003C946D	POI236_SlocumJoesReview	Slocum Woes	BOOK			-67270.843750	56275.042969	5314.241700	003C94A4			
notes	003C946C	POI080_BigFredsBBQReview	Burnt Ends	BOOK			59763.781250	-17861.535156	33019.339844	003C94A5			
notes	003A080D	LC110_ComplaintNote	Incense Complaint	BOOK			58099.863281	172232.250000	27342.498047	003A080F			
notes	003A0B9F	LC188_WadeAirport_GuardNote	Guard Note	BOOK			-80815.984375	-41806.039062	11883.078125	003A0B9E			
notes	003A0BA3	LC177_LoreNote_Groves	North Star	BOOK			-140300.828125	175050.562500	4884.478028	003A0BA4			
notes	003A13A9	LC049_GeneralsSteakhouseReview	Five-Star General	BOOK			182957.031250	-60636.792969	6478.043457	003A13B2			
notes	003A13A8	LC127_RedRocketMegaStopReview	Red Rocket Please Stop	BOOK			137378.828125	151453.765625	19494.626953	003A13B5			
notes	003A13AA	POI175_LadyJanetSoftServeReview	Dammit, Janet!	BOOK			-103869.156250	152901.921875	10918.898437	003A13AB			
