FormID	EDID	FULL_Name	NNAM_DisplayName	TNAM_Type	CNAM_Color	DNAM_Notes	FNAM_Unknown	XALG_Flags	FormTags	ENAM_IconName	DATA_AttractionRule	NTWK_NetworkMarker	ReferencedByCount
0010FCD1	VendorContainerKeyword01			None					0000000000000000000000000000000000000000000000000000000000000000				1
001102EE	VendorContainerKeyword02			None					0000000000000000000000000000000000000000000000000000000000000000				1
001102EF	VendorContainerKeyword03			None					0000000000000000000000000000000000000000000000000000000000000000				1
001102FD	VendorContainerKeyword04			None					0000000000000000000000000000000000000000000000000000000000000000				1
00110407	test_s_40_ContinuousLaserTest			Sound					0000000000000000000000000000000000000000000000000000000000000000				1
00110E86	s_40_JunkJet			Sound					0000000000000000000000000000000000000000000000000000000000000000				2
00111073	AnimFaceArchetypePleading	Pleading		Anim Face			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				224
00111102	AnimFurnFightAnnouncer			None					0000000000000000000000000000000000000000000000000000000000000000				3
00112004	AnimFaceArchetypeFlirting	Flirting		Anim Face			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				342
00112056	s_40_RobotLibertyPrimeLaser			Sound					0000000000000000000000000000000000000000000000000000000000000000				0
001125FF	WorkshopRaiderAttackShared			Dialogue Subtype					0000000000000000000000000000000000000000000000000000000000000000				0
0011399C	CrowdEvent_CheerNonVerbal			None		used to send events via DefaultCrowdDialogueManager script on CZ Quest			0000000000000000000000000000000000000000000000000000000000000000				0
0011399D	CrowdEvent_BooNonVerbal			None		used to send events via DefaultCrowdDialogueManager script on CZ Quest			0000000000000000000000000000000000000000000000000000000000000000				0
0011399E	CrowdEvent_Laugh			None		used to send events via DefaultCrowdDialogueManager script on CZ Quest			0000000000000000000000000000000000000000000000000000000000000000				0
00114A68	WorkshopBrahminSandboxObject			None					0000000000000000000000000000000000000000000000000000000000000000				2
00114CC3	AnimFaceArchetypeDefiant	Defiant		Anim Face			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				727
0011541E	LinkedRefBroadcastSpeaker			None		Hooked up to LinkedRefBroadcastSpeakerKeyword default object. Used to get speakers to "talk" at the same time as linked ref actor			0000000000000000000000000000000000000000000000000000000000000000				0
00115705	LightBoxLink			None					0000000000000000000000000000000000000000000000000000000000000000				22
001157E8	ActorTypeChild			None					0000000000000000000000000000000000000000000000000000000000000000				8
001159C7	AnimFurnDeathclawPerchedAndWallSlide			None					0000000000000000000000000000000000000000000000000000000000000000				3
00115A92	crInfected			None					0000000000000000000000000000000000000000000000000000000000000000				63
00115EAA	crCorrupted			None					0000000000000000000000000000000000000000000000000000000000000000				2
00115EAF	DELETED_crRadscorpion01			None					0000000000000000000000000000000000000000000000000000000000000000				0
00115EB1	DELETED_crRadscorpion02			None					0000000000000000000000000000000000000000000000000000000000000000				0
00115EB2	DELETED_crRadscorpion03			None					0000000000000000000000000000000000000000000000000000000000000000				0
00115EB3	DELETED_crRadscorpion04			None					0000000000000000000000000000000000000000000000000000000000000000				0
00115EB4	DELETED_crRadscorpion05			None					0000000000000000000000000000000000000000000000000000000000000000				1
00115EB5	DELETED_crRadscorpion06			None					0000000000000000000000000000000000000000000000000000000000000000				0
00115EB6	DELETED_crRadscorpion07			None					0000000000000000000000000000000000000000000000000000000000000000				0
00115EB7	DELETED_crRadscorpion08			None					0000000000000000000000000000000000000000000000000000000000000000				0
001163B6	s_40_PistolFlareGun			Sound					0000000000000000000000000000000000000000000000000000000000000000				3
0011679E	WorkshopEventInitializeLocation			None					0000000000000000000000000000000000000000000000000000000000000000				2
0011680B	TurretNoTurnsCart			None					0000000000000000000000000000000000000000000000000000000000000000				2
0011686D	s_40_TurretHighTechLaser			Sound					0000000000000000000000000000000000000000000000000000000000000000				14
00118096	REDeadActorAttachProhibit			None					0000000000000000000000000000000000000000000000000000000000000000				0
001182C1	AnimFurnMirelurkQueenAmbush			None		mirelurk's shell is above ground			0000000000000000000000000000000000000000000000000000000000000000				2
00118A36	s_40_Plasma			Sound					0000000000000000000000000000000000000000000000000000000000000000				22
00118A4D	AnimFaceArchetypeApologetic	Apologetic		Anim Face			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				676
00118ED8	CZ_UseWeaponLink			None					0000000000000000000000000000000000000000000000000000000000000000				0
00118F61	WorkshopRecipeFilterResource02Food	Food		Recipe Filter			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
00119D07	AnimFurnDeathclawAmbushClimbOverWall			None					0000000000000000000000000000000000000000000000000000000000000000				4
0011AF4B	AnimFurnDeathclawPeekIntoDoorway			None					0000000000000000000000000000000000000000000000000000000000000000				3
0011BCD2	AnimsPlasmaPistol			None					0000000000000000000000000000000000000000000000000000000000000000				12
0011BCD4	AnimsPlasmaRifle			None					0000000000000000000000000000000000000000000000000000000000000000				13
0011D5DF	AnimFurnDeathclawBangOnWall			None					0000000000000000000000000000000000000000000000000000000000000000				3
0011D803	AnimFlavorClipboard			Anim Flavor					0000000000000000000000000000000000000000000000000000000000000000				1
0011E6C6	AnimFurnPaintingWall			None					0000000000000000000000000000000000000000000000000000000000000000				2
0011FB88	AnimsRipper			None					0000000000000000000000000000000000000000000000000000000000000000				8
00121299	FEVHoundAttack			None					0000000000000000000000000000000000000000000000000000000000000000				3
001212A4	AnimFurnMirelurkHunterInFurniture			None					0000000000000000000000000000000000000000000000000000000000000000				0
001212A5	AnimFurnMirelurkHunterFeeding			None					0000000000000000000000000000000000000000000000000000000000000000				0
00121FBC	ma_armor_Combat_Arm			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				21
00121FBD	ma_armor_Combat_Torso			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				36
00121FBE	ma_armor_Combat_Leg			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				22
001222BD	AnimFurnNPCLookAtPeepDoor			None					0000000000000000000000000000000000000000000000000000000000000000				2
00123677	AnimFurnRefugeeFemaleA			None					0000000000000000000000000000000000000000000000000000000000000000				4
00123679	AnimFurnRefugeeFemaleB			None					0000000000000000000000000000000000000000000000000000000000000000				3
0012367B	AnimFurnRefugeeMaleA			None					0000000000000000000000000000000000000000000000000000000000000000				2
0012367D	AnimFurnRefugeeMaleB			None					0000000000000000000000000000000000000000000000000000000000000000				3
00123688	ma_Minigun			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				44
00123880	AnimsPowerFist			None					0000000000000000000000000000000000000000000000000000000000000000				20
00123DBB	AnimsRailwayRifle			None					0000000000000000000000000000000000000000000000000000000000000000				9
00123DD4	VATSRestrictedTargetKeyword			None		Specifies a VATS target that will only display a full body highlight and cannot be attacked.			0000000000000000000000000000000000000000000000000000000000000000				21
00123F05	ap_Bot_HeadWeaponProtectron			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				12
00125CBF	ma_PlasmaGun			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				58
001262EF	AnimFurnMirelurkQueenClimbingWall			None					0000000000000000000000000000000000000000000000000000000000000000				2
00127563	animsDeathClawGauntlet			None					0000000000000000000000000000000000000000000000000000000000000000				22
00127596	AnimFurnFEVHoundLaying			None					0000000000000000000000000000000000000000000000000000000000000000				2
00127597	AnimFurnFEVHoundSitting			None					0000000000000000000000000000000000000000000000000000000000000000				2
0012779C	s_40_RifleCombat			Sound					0000000000000000000000000000000000000000000000000000000000000000				35
001277AD	s_40_PowerFist			Sound					0000000000000000000000000000000000000000000000000000000000000000				1
0012818E	WorkshopAllowCaravan			None					0000000000000000000000000000000000000000000000000000000000000000				1
0012818F	WorkshopAllowCommand			None					0000000000000000000000000000000000000000000000000000000000000000				2
00128190	WorkshopAllowMove			None					0000000000000000000000000000000000000000000000000000000000000000				2
00129A96	ap_AttachSlot1			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				27
00129A97	ap_AttachSlot2			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				27
00129A98	ap_Windsheild			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				27
00129A9B	ap_Lwing			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				28
00129A9D	ap_Rwing			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				28
00129A9E	ap_tail			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				28
0012A200	AnimFurnHospitalBed			None					0000000000000000000000000000000000000000000000000000000000000000				2
0012CD25	PlayerInSandman			None					0000000000000000000000000000000000000000000000000000000000000000				1
0012CF25	AnimFurnDeathclawAmbushWallSlide			None					0000000000000000000000000000000000000000000000000000000000000000				4
0012DDD0	WorkshopAssignCaravan			None					0000000000000000000000000000000000000000000000000000000000000000				2
0012DDD1	WorkshopAssignHome			None					0000000000000000000000000000000000000000000000000000000000000000				2
0012E2C8	zzz_WorkshopWorkbenchTypeCrafting			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				10
0012ECEB	remapNode_RearSight_P-Dot			Function Call					0000000000000000000000000000000000000000000000000000000000000000				2
0012ECEC	ap_gun_Dot			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				181
0012ECEE	ap_gun_Slide			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				47
0012ECEF	ap_gun_Rotor			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				41
0012ECF0	remapNode_CSlide_P-Slide			Function Call					0000000000000000000000000000000000000000000000000000000000000000				9
0012ECF1	remapNode_C-Rotor_P-Rotor			Function Call					0000000000000000000000000000000000000000000000000000000000000000				1
0012ECF2	ap_gun_FrontSight			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				118
0012ECF3	ap_gun_RearSightLeft			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				0
0012ECF4	ap_gun_RearSightRight			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				0
0012ECF5	remapNode_C-FrontSight_P-FrontSight			Function Call					0000000000000000000000000000000000000000000000000000000000000000				0
0012ECF6	remapNode_C-RearSightLeft_P-RearSightLeft			Function Call					0000000000000000000000000000000000000000000000000000000000000000				0
0012ECF7	remapNode_C-RearSightRight_P-RearSightRight			Function Call					0000000000000000000000000000000000000000000000000000000000000000				0
0012EEE8	ClothingTypeHat	Hat		Item Type			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				749
0012EEE9	ArmorTypeHelmet	Helmet		Item Type			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				13
0012F848	FurnitureScaleActorToOne			None					0000000000000000000000000000000000000000000000000000000000000000				409
0012FAB6	WorkshopIcon_Wire			None					0000000000000000000000000000000000000000000000000000000000000000				1
0012FC5C	WorkshopIcon_TurretBubble			None					0000000000000000000000000000000000000000000000000000000000000000				3
0012FC5D	WorkshopIcon_TurretTripod			None					0000000000000000000000000000000000000000000000000000000000000000				14
0012FC5E	WorkshopIcon_TurretTripodMounted			None					0000000000000000000000000000000000000000000000000000000000000000				10
0012FD88	FurnitureAllowExitThroughGeometry			None		For ambushes where the actor must exit through a bound (e.g. the mole rat moving up through the ground).  Used by FurnitureAllowExitThroughGeometry_DO to tell the game not to check for obstruction when exiting this furniture.			0000000000000000000000000000000000000000000000000000000000000000				169
0013052E	AnimFurnWeldingLow			None					0000000000000000000000000000000000000000000000000000000000000000				6
00130531	AnimFurnWeldingMedium			None					0000000000000000000000000000000000000000000000000000000000000000				3
00130532	AnimFurnWeldingHigh			None					0000000000000000000000000000000000000000000000000000000000000000				5
00130B83	CaravanLeader			None					0000000000000000000000000000000000000000000000000000000000000000				0
00130BBB	AnimFurnBerryGathering			None					0000000000000000000000000000000000000000000000000000000000000000				6
00130BBE	AnimFurnFEVHoundSleeping			None					0000000000000000000000000000000000000000000000000000000000000000				2
00130DC1	ma_AssaultRifle			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				111
00134242	ap_Bot_SentryLeftShoulderMount			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				11
00134243	ap_Bot_SentryRightShoulderMount			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				11
001343FD	AnimFurnCounterMerchant			None					0000000000000000000000000000000000000000000000000000000000000000				2
00135C17	ObjectTypeLooseMod			None					0000000000000000000000000000000000000000000000000000000000000000				3035
00136158	ap_Bot_ProtectronHeadArmorMisc			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				45
00136253	ActorTypeViciousDogPack			None					0000000000000000000000000000000000000000000000000000000000000000				27
00138042	AnimFurnMeleeMerchant			None					0000000000000000000000000000000000000000000000000000000000000000				2
00139F9E	AnimFurnChairWithTable			None					0000000000000000000000000000000000000000000000000000000000000000				8
00139F9F	AnimFurnEatingNoodles			None					0000000000000000000000000000000000000000000000000000000000000000				2
0014055F	ap_HornsL			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				53
00140560	ap_HornsR			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				53
00140F74	AnimFurnPraying			None					0000000000000000000000000000000000000000000000000000000000000000				6
001411C8	AnimFurnEatingNoodlesStanding			None					0000000000000000000000000000000000000000000000000000000000000000				4
001411CA	AnimFurnDeathclawSleepOnGround			None					0000000000000000000000000000000000000000000000000000000000000000				9
0014237C	AnimFurnStoolWithBar			None					0000000000000000000000000000000000000000000000000000000000000000				2
00142461	AnimFurnSchoolDeskSitAnims			None					0000000000000000000000000000000000000000000000000000000000000000				1
001437E9	crDeathclaw01			None					0000000000000000000000000000000000000000000000000000000000000000				19
001437EA	crDeathclaw02			None					0000000000000000000000000000000000000000000000000000000000000000				6
001437EB	crDeathclaw03			None					0000000000000000000000000000000000000000000000000000000000000000				11
001437EC	crDeathclaw04			None					0000000000000000000000000000000000000000000000000000000000000000				2
001437ED	crDeathclaw05			None					0000000000000000000000000000000000000000000000000000000000000000				2
001437EE	crDeathclaw06			None					0000000000000000000000000000000000000000000000000000000000000000				2
001437EF	crDeathclaw07			None					0000000000000000000000000000000000000000000000000000000000000000				1
001437F0	crDeathclaw08			None					0000000000000000000000000000000000000000000000000000000000000000				8
001437F1	crDeathclaw09			None					0000000000000000000000000000000000000000000000000000000000000000				1
00143A59	RELinkGuardImmediateAttack			None					0000000000000000000000000000000000000000000000000000000000000000				1
00143A5A	RELinkGuardWarn			None					0000000000000000000000000000000000000000000000000000000000000000				0
00144A62	AnimFurnBartender			None					0000000000000000000000000000000000000000000000000000000000000000				4
00144A65	AnimFurnAllowEating			None					0000000000000000000000000000000000000000000000000000000000000000				340
00144AAE	AnimFurnBoxSearch			None					0000000000000000000000000000000000000000000000000000000000000000				3
00144AF7	AnimFurnHidingInFridge			None					0000000000000000000000000000000000000000000000000000000000000000				2
001466F0	ma_GatlingLaser			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				48
00146E91	AnimFurnKidSittingOnGround			None					0000000000000000000000000000000000000000000000000000000000000000				2
00147AFE	ap_gun_InternalMod			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				13
00147C36	AnimFurnPlacingEnvelope			None					0000000000000000000000000000000000000000000000000000000000000000				1
0014842E	ma_NotSetUpYet			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				0
00148432	ma_Flamer			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				53
001487BE	AnimFurnWorkbenchChemistryA			None					0000000000000000000000000000000000000000000000000000000000000000				10
00148909	RESharedDialoguePrisonerSetFree			Dialogue Subtype					0000000000000000000000000000000000000000000000000000000000000000				0
00148B88	RR302BoSDisguise			None					0000000000000000000000000000000000000000000000000000000000000000				0
00148BA1	AnimFurnBehemothSwanSitting			None					0000000000000000000000000000000000000000000000000000000000000000				2
00148D91	crScorchedMirelurkHunter			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				6
00148D92	zzzcrMirelurk06Hunter			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				0
00148D93	zzzcrMirelurk09Hunter			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				0
00149CA8	ap_gun_Casing			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				270
00149E96	AnimFurnKidSittingChalkDrawing			None					0000000000000000000000000000000000000000000000000000000000000000				2
0014A444	UseInstantEnter			None					0000000000000000000000000000000000000000000000000000000000000000				0
0014AE3E	ap_PackBase			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				51
0014AE3F	ap_PackTop			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				7
0014AE40	ap_PackLight			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				2
0014AE41	FurnitureDogBarJump			None					0000000000000000000000000000000000000000000000000000000000000000				4
0014AE59	DELETED_crStingwing03			None					0000000000000000000000000000000000000000000000000000000000000000				0
0014AE5A	DELETED_crStingwing04			None					0000000000000000000000000000000000000000000000000000000000000000				0
0014AE5B	DELETED_crStingwing01			None					0000000000000000000000000000000000000000000000000000000000000000				0
0014AE5C	DELETED_crStingwing02			None					0000000000000000000000000000000000000000000000000000000000000000				0
0014AE5D	DELETED_crStingwing05			None					0000000000000000000000000000000000000000000000000000000000000000				0
0014AE5E	DELETED_crStingwing06			None					0000000000000000000000000000000000000000000000000000000000000000				0
0014CDA5	ap_gun_Sight	Sights		Attach Point			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				49
0014D04F	AnimFurnWorkbenchArmorA			None					0000000000000000000000000000000000000000000000000000000000000000				13
0014D08A	ap_gun_Foregrip			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				28
0014D08B	ap_gun_InternalModA			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				42
0014D08C	ap_gun_InternalModB			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				18
0014D08D	ap_gun_InternalModC			Attach Point					0000000000000000000000000000000000000000000000000000000000000000				18
0014D24F	AnimFurnScannerMachine			None					0000000000000000000000000000000000000000000000000000000000000000				2
0014DBB1	ma_PipeRevolver			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				73
0014DBB2	ma_PipeSyringer			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				32
0014DBB3	ma_PipeBoltAction			Mod Association					0000000000000000000000000000000000000000000000000000000000000000				71
0014E683	AnimFurnCatTableSitting			None					0000000000000000000000000000000000000000000000000000000000000000				2
0014F6A5	ActorTypeSuperMutantBehemoth			None					0000000000000000000000000000000000000000000000000000000000000000				24
0014F7DB	AnimFurnInsertLibertyPrimeAgitator			None					0000000000000000000000000000000000000000000000000000000000000000				1
0014FBCE	AnimFurnWorkbenchCookingSpit			None					0000000000000000000000000000000000000000000000000000000000000000				4
0014FC3B	WorkshopAssignHomePermanentActor			None					0000000000000000000000000000000000000000000000000000000000000000				1
001504F2	BloodbugSiponAttack			None					0000000000000000000000000000000000000000000000000000000000000000				0
001504F4	DELETED_crBloodbug01			None					0000000000000000000000000000000000000000000000000000000000000000				0
001504F5	DELETED_crBloodbug02			None					0000000000000000000000000000000000000000000000000000000000000000				0
001504F6	DELETED_crbloodbug03			None					0000000000000000000000000000000000000000000000000000000000000000				0
001504F7	DELETED_crBloodbug04			None					0000000000000000000000000000000000000000000000000000000000000000				0
001504F8	DELETED_crBloodbug05			None					0000000000000000000000000000000000000000000000000000000000000000				0
001504F9	DELETED_crBloodbug06			None					0000000000000000000000000000000000000000000000000000000000000000				0
00151469	FurnitureDogVertibird			None					0000000000000000000000000000000000000000000000000000000000000000				0
0015146A	AnimFurnNPCButcher			None					0000000000000000000000000000000000000000000000000000000000000000				2
00154AD4	LocSetTelecom			None					0000000000000000000000000000000000000000000000000000000000000000				0
00154F0E	AnimFaceArchetypeQuestion	Question		Anim Face			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				698
0015503F	isPowerArmorFrame			None					0000000000000000000000000000000000000000000000000000000000000000				18
00155045	PowerArmorFrameBoS			None					0000000000000000000000000000000000000000000000000000000000000000				0
00155046	usePowerArmorFrameBoS			None					0000000000000000000000000000000000000000000000000000000000000000				21
0015585A	if_bot_gutsy01			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
00156966	trapTrigger			None		For use on tripwires, pressure plates, etc.  Enables certain scripts (such as turrets) to tell if they're being activated as part of a trap system			0000000000000000000000000000000000000000000000000000000000000000				2
00157C78	AssaultronShopKeeper			Anim Flavor					0000000000000000000000000000000000000000000000000000000000000000				2
00157C85	if_Handy_One_Arm			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				78
00157C86	if_Handy_Two_Arms			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				78
00157C87	if_Handy_Three_Arms			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				79
00157C96	if_Handy_Flamer_Restricted			Instantiation Filter					0000000000000001				79
00157C97	if_Handy_Saw_Restricted			Instantiation Filter					0000000000000001				79
00157C9C	if_Handy_Standard_Restricted			Instantiation Filter					0000000000000001				78
00157CB8	MinFlareGunStart			None		used to trigger artillery strike			0000000000000000000000000000000000000000000000000000000000000000				0
00159C68	p-AttachCopilot	p-AttachCopilot		Attach Point		attach point for the copilot on the vertibird	00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				3
0015B0C0	if_Gutsy_One_Arm			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				41
0015B0C1	if_Gutsy_Two_Arms			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				41
0015B0C2	if_Gutsy_Three_Arms			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				51
0015B0D3	if_Protectron_10mm			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
0015B0D4	if_Protectron_laser02_semiauto			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				1
0015B0D5	if_Protectron_10mmAuto			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
0015B0D6	if_Protectron_CombatGun			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
0015B0E0	if_Protectron_Flamer			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
0015BD38	AnimFurnTinkerTomScanner			None					0000000000000000000000000000000000000000000000000000000000000000				2
0015C496	AnimFlavorMedX			Anim Flavor					0000000000000000000000000000000000000000000000000000000000000000				2
0015D757	s_40_Syringer			Sound					0000000000000000000000000000000000000000000000000000000000000000				10
0015F755	AnimFlavorMilitary			Anim Flavor					0000000000000000000000000000000000000000000000000000000000000000				4
0015FA1C	AnimFurnWorkbenchPowerArmor			None					0000000000000000000000000000000000000000000000000000000000000000				2
00160402	if_tmp_Pistol_SemiAuto			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				71
00160403	if_tmp_Pistol_Auto			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				49
00160404	if_tmp_SimplePistol			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				113
00160493	p-AttachDogmeat	p-AttachDogmeat		Attach Point		attach point for dogmeat on the vertibird	00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				6
00160495	AnimFurnUsher			None					0000000000000000000000000000000000000000000000000000000000000000				2
00162BE0	UseFurnitureDeath			None					0000000000000000000000000000000000000000000000000000000000000000				2
00163038	dn_HasReceiver_Standard			None					0000000000000000000000000000000000000000000000000000000000000000				58
00163039	dn_HasReceiver_Light			None					0000000000000000000000000000000000000000000000000000000000000000				2
0016303A	dn_HasReceiver_Heavy			None					0000000000000000000000000000000000000000000000000000000000000000				2
0016303B	dn_HasReceiver_FastSemiAuto			None					0000000000000000000000000000000000000000000000000000000000000000				17
0016303C	dn_HasReceiver_BetterCriticals1			None					0000000000000000000000000000000000000000000000000000000000000000				1
0016303D	dn_HasReceiver_MoreDamage1			None					0000000000000000000000000000000000000000000000000000000000000000				21
0016303F	dn_HasReceiver_ArmorPiercing1			None					0000000000000000000000000000000000000000000000000000000000000000				12
00163040	dn_HasReceiver_MoreDamage2			None					0000000000000000000000000000000000000000000000000000000000000000				8
00163042	dn_HasReceiver_MoreDamage3			None					0000000000000000000000000000000000000000000000000000000000000000				1
00163044	dn_HasGrip_Better2			None					0000000000000000000000000000000000000000000000000000000000000000				12
00163045	dn_HasGrip_StockMarksmans			None					0000000000000000000000000000000000000000000000000000000000000000				23
00163047	dn_HasMag_Small			None					0000000000000000000000000000000000000000000000000000000000000000				43
00163048	dn_HasMag_Medium			None					0000000000000000000000000000000000000000000000000000000000000000				12
0016304C	dn_HasMuzzle_Compensator			None					0000000000000000000000000000000000000000000000000000000000000000				3
0016304D	dn_HasMuzzle_MuzzleBreak			None					0000000000000000000000000000000000000000000000000000000000000000				3
0016304E	dn_HasMuzzle_Suppressor			None					0000000000000000000000000000000000000000000000000000000000000000				2
0016304F	dn_HasScope_IronSights			None					0000000000000000000000000000000000000000000000000000000000000000				53
00163050	dn_HasScope_GlowSights			None					0000000000000000000000000000000000000000000000000000000000000000				7
00163054	dn_HasScope_NightVision			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				4
00163055	dn_HasScope_Recon			None					0000000000000000000000000000000000000000000000000000000000000000				4
001642A2	dn_HasReceiver_TwoShot			None					0000000000000000000000000000000000000000000000000000000000000000				0
001642A3	dn_HasMuzzle_Null			None					0000000000000000000000000000000000000000000000000000000000000000				4
001642A6	if_tmp_Random			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				6
001642A7	if_tmp_SimpleRifle			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				195
00164332	AnimFurnTinkerTom			None					0000000000000000000000000000000000000000000000000000000000000000				0
00166703	animsDoubleBarrelShotgun			None					0000000000000000000000000000000000000000000000000000000000000000				21
00167A04	AnimFurnLibertyPrimeBootUpScene			None					0000000000000000000000000000000000000000000000000000000000000000				0
001680CD	LinkAssaultronPad			None		Link Ref w/this keyword to my home pod (furniture)			0000000000000000000000000000000000000000000000000000000000000000				1
001680DE	LinkTerminalTripwire			None		Link a terminal to laser tripwire using this, and the terminal will inherit native functions to control it.			0000000000000000000000000000000000000000000000000000000000000000				4
001680ED	AnimFurnDogAnims			None					0000000000000000000000000000000000000000000000000000000000000000				2
00168481	CaravanLeg01			None					0000000000000000000000000000000000000000000000000000000000000000				0
00168482	CaravanLeg02			None					0000000000000000000000000000000000000000000000000000000000000000				0
00168483	CaravanLeg03			None					0000000000000000000000000000000000000000000000000000000000000000				0
00168484	CaravanLeg04			None					0000000000000000000000000000000000000000000000000000000000000000				0
001690A4	WorkshopSwitchActivatorKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				55
0016968B	WeaponTypeAlienBlaster			None					0000000000000000000000000000000000000000000000000000000000000000				24
0016A701	AOT_Gen_Gory			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A702	AOT_Gen_Creepy			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A703	AOT_Gen_Pleasant-Beautiful			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A704	AOT_Gen_Messy			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A705	AOT_Gen_Clean			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A706	AOT_Gen_Dark			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A707	AOT_Gen_Bright			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A708	AOT_Gen_Watery			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
0016A709	AOT_Gen_Dusty			Dialogue Subtype		Keyword for Dialogue Subtypes used by AO_Comment system			0000000000000000000000000000000000000000000000000000000000000000				0
