QuestFormID	QuestEDID	QuestName	StageIndex	StageFlags	LogEntryIndex	LogFlags	LogText	NextQuest	Fragments	Conditions	Links
001155AF	TWZ03	Daily: Target Rich Environment	1000		0	Complete Quest	I gathered and placed fresh paper targets at the Clarksburg Shooting Club range.		Fragment_Stage_1000_Item_00		QRWD=0063132D:QuestReward_TWZ03_Stage1000_01:GMRW
00116532	CBZ03_Deputy	Daily: Cop a Squatter	50	Run On Start ; Keep Instance Data From Here On ; Checkpoint	0		I should speak with with the police chief in Watoga to see if he needs any additional assistance.		Fragment_Stage_0050_Item_00		
00116532	CBZ03_Deputy	Daily: Cop a Squatter	100	Checkpoint	0		The Watoga police chief has sent me to clear out the squatters living at <Alias=Dungeon>.		Fragment_Stage_0100_Item_00		
00116532	CBZ03_Deputy	Daily: Cop a Squatter	200		0	Complete Quest					QRWD=006311C9:QuestReward_CBZ03_Deputy_Stage200_01:GMRW
00116532	CBZ03_Deputy	Daily: Cop a Squatter	300		0				Fragment_Stage_0300_Item_00		
0011D76B	TW004	Daily: Big Game Hunter	20	Checkpoint	0				Fragment_Stage_0020_Item_00		
0011D76B	TW004	Daily: Big Game Hunter	30	Checkpoint	0				Fragment_Stage_0030_Item_00		
0011D76B	TW004	Daily: Big Game Hunter	40	Checkpoint	0				Fragment_Stage_0040_Item_00		
0011D76B	TW004	Daily: Big Game Hunter	100	Run On Start ; Start Timer ; Checkpoint	0				Fragment_Stage_0100_Item_00		
0011D76B	TW004	Daily: Big Game Hunter	150	Keep Instance Data From Here On ; Start Timer ; Checkpoint	0		The huntmaster computer in the Black Bear Lodge has signed me up for a hunting tournament. I have three different creatures I need to bag.		Fragment_Stage_0150_Item_00		
0011D76B	TW004	Daily: Big Game Hunter	200	Checkpoint	0				Fragment_Stage_0200_Item_00		QRWD=00631317:QuestReward_TW004_Stage200_01:GMRW
0011D76B	TW004	Daily: Big Game Hunter	300	Checkpoint	0				Fragment_Stage_0300_Item_00		QRWD=00631318:QuestReward_TW004_Stage300_01:GMRW
0011D76B	TW004	Daily: Big Game Hunter	400	Checkpoint	0				Fragment_Stage_0400_Item_00		QRWD=00631319:QuestReward_TW004_Stage400_01:GMRW
0011D76B	TW004	Daily: Big Game Hunter	1000		0	Complete Quest			Fragment_Stage_1000_Item_00		QRWD=00631316:QuestReward_TW004_Stage1000_01:GMRW
00124487	SFZ04_Waste	Daily: Waste Not	0		0				Fragment_Stage_0000_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	10	Run On Start	0						
00124487	SFZ04_Waste	Daily: Waste Not	50	Checkpoint	0		I heard an announcement in the Red Rocket Mega Stop that the maintenance terminal needed to be checked for alerts. I should find the terminal and see what it says.		Fragment_Stage_0050_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	100	Checkpoint	0		I need to locate the Red Rocket Protectrons to retrieve their cores and return them to a recycling bin at the station. To get the Red Rocket Core, I am going to have to "decommission" the robots by destroying them.		Fragment_Stage_0100_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	110		0				Fragment_Stage_0110_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	115		0				Fragment_Stage_0115_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	120		0				Fragment_Stage_0120_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	125		0				Fragment_Stage_0125_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	130		0				Fragment_Stage_0130_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	135		0				Fragment_Stage_0135_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	200	Checkpoint	0		Now that I have all of the Red Rocket Cores, I need to return to the Red Rocket Mega Stop and deposit them in the recycling bin.		Fragment_Stage_0200_Item_00		
00124487	SFZ04_Waste	Daily: Waste Not	1000		0	Complete Quest			Fragment_Stage_1000_Item_00		QRWD=006312F9:QuestReward_SFZ04_Waste_Stage1000_01:GMRW
0012E67E	MTNM03_Meditation	Event: Guided Meditation	1		0				Fragment_Stage_0001_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	10	Run On Start	0		It's time for Guided Meditation at the Palace of the Winding Path! Light the Brazier of Transcendence to begin the ritual.		Fragment_Stage_0010_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	20		0		The Brazier of Transcendence is lit! Guided Meditation will begin soon.		Fragment_Stage_0020_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	30	Start Timer	0		Guided meditation has begun at the Palace of the Winding Path. Stop the Discordant Forces attempting to silence the Meditation Hubs and repair any Hubs that they destroy.		Fragment_Stage_0030_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	40		0				Fragment_Stage_0040_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	50		0				Fragment_Stage_0050_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	60		0				Fragment_Stage_0060_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	70		0				Fragment_Stage_0070_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	80		0				Fragment_Stage_0080_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	90		0				Fragment_Stage_0090_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	100		0				Fragment_Stage_0100_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	110		0				Fragment_Stage_0110_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	120		0				Fragment_Stage_0120_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	200		0						
0012E67E	MTNM03_Meditation	Event: Guided Meditation	210	Timer End	0				Fragment_Stage_0210_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	255		0	Complete Quest			Fragment_Stage_0255_Item_00		QRWD=00631289:QuestReward_MTNM03_Meditation_Stage255_01:GMRW
0012E67E	MTNM03_Meditation	Event: Guided Meditation	300		0	Fail Quest			Fragment_Stage_0300_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	500	Run On Stop	0				Fragment_Stage_0500_Item_00		
0012E67E	MTNM03_Meditation	Event: Guided Meditation	9991		0	Fail Quest			Fragment_Stage_9991_Item_00		
00137931	LC129_TrickOrTreat	Daily: Trick or Treat?	1	Run On Start	0				Fragment_Stage_0001_Item_00		
00137931	LC129_TrickOrTreat	Daily: Trick or Treat?	100	Checkpoint	0				Fragment_Stage_0100_Item_00		
00137931	LC129_TrickOrTreat	Daily: Trick or Treat?	200		0				Fragment_Stage_0200_Item_00		
00137931	LC129_TrickOrTreat	Daily: Trick or Treat?	300	Checkpoint	0		Jack has asked me to find pumpkins for him in the surrounding area. Doesn't he have enough pumpkins already?		Fragment_Stage_0300_Item_00		
00137931	LC129_TrickOrTreat	Daily: Trick or Treat?	600		0	Complete Quest	I gave Jack the fresh pumpkins and in return I was given some radioactive pumpkin seeds. I should be able to find a good use for these.		Fragment_Stage_0600_Item_00		QRWD=00631257:QuestReward_LC129_TrickOrTreat_Stage600_01:GMRW
00137931	LC129_TrickOrTreat	Daily: Trick or Treat?	1000		0	Complete Quest			Fragment_Stage_1000_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	51		0				Fragment_Stage_0051_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	52		0				Fragment_Stage_0052_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	53		0				Fragment_Stage_0053_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	100	Run On Start ; Start Timer ; Checkpoint	0		Grafton's mayor needs me to take the toxic barrels from the lake and dump them elsewhere, or get them out of sight somehow.		Fragment_Stage_0100_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	150	Checkpoint	0				Fragment_Stage_0150_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	200		0				Fragment_Stage_0200_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	201		0				Fragment_Stage_0201_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	202		0				Fragment_Stage_0202_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	220		0				Fragment_Stage_0220_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	221		0				Fragment_Stage_0221_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	222		0				Fragment_Stage_0222_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	300		0		Grafton's mayor needs me to take the toxic barrels from the lake and dump them elsewhere. I've got the barrels. Now to dump them.		Fragment_Stage_0300_Item_00		
0015B1E2	TWZ11	Daily: Pass the Buck	1000		0	Complete Quest	I've helped Grafton's mayor by cleaning up toxic barrels from the lake shore and dumping them elsewhere.		Fragment_Stage_1000_Item_00		QRWD=00631334:QuestReward_TWZ11_Stage1000_01:GMRW
0015D682	RS02_Beat	Activity: Back on the Beat	10	Run On Start	0				Fragment_Stage_0010_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	100		0		We detected a Responders radio signal that led us to Morgantown, where a re-programmed Protectron called Steelheart was waiting to be activated.		Fragment_Stage_0100_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	200		0		We activated the Responder Protectron called Steelheart, and he began to patrol the streets of Morgantown. He was programmed to test the alarm systems on Responder safe rooms, and then unlock them. If we can keep Steelheart alive, we can loot those stash rooms.		Fragment_Stage_0200_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	250		0				Fragment_Stage_0250_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	275		0				Fragment_Stage_0275_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	300		0				Fragment_Stage_0300_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	400		0				Fragment_Stage_0400_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	500		0				Fragment_Stage_0500_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	600		0				Fragment_Stage_0600_Item_00		QRWD=006312E2:QuestReward_RS02_Beat_Stage600_01:GMRW
0015D682	RS02_Beat	Activity: Back on the Beat	650		0				Fragment_Stage_0650_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	675		0				Fragment_Stage_0675_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	700		0				Fragment_Stage_0700_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	800		0				Fragment_Stage_0800_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	900		0				Fragment_Stage_0900_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	1000		0				Fragment_Stage_1000_Item_00		QRWD=006312DF:QuestReward_RS02_Beat_Stage1000_01:GMRW
0015D682	RS02_Beat	Activity: Back on the Beat	1050		0				Fragment_Stage_1050_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	1075		0				Fragment_Stage_1075_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	1100		0				Fragment_Stage_1100_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	1200		0				Fragment_Stage_1200_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	1300		0						
0015D682	RS02_Beat	Activity: Back on the Beat	1301		0				Fragment_Stage_1301_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	1400		0		We protected the Responder robot Steelheart until he finished his patrol of the Morgantown streets and unlocked the three Responder stash rooms.				
0015D682	RS02_Beat	Activity: Back on the Beat	1401		0		We protected the Responder robot Steelheart until he finished his patrol of the Morgantown streets and unlocked the three Responder stash rooms.		Fragment_Stage_1401_Item_00		QRWD=006312E0:QuestReward_RS02_Beat_Stage1401_01:GMRW
0015D682	RS02_Beat	Activity: Back on the Beat	1450		0				Fragment_Stage_1450_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	5000		0	Complete Quest			Fragment_Stage_5000_Item_00		QRWD=006312E1:QuestReward_RS02_Beat_Stage5000_01:GMRW
0015D682	RS02_Beat	Activity: Back on the Beat	5500		0	Fail Quest	We failed to protect the Responder robot Steelheart while he carried out his patrol of the Morgantown streets, and now the old robot is just a pile of scrap.		Fragment_Stage_5500_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	5750		0				Fragment_Stage_5750_Item_00		
0015D682	RS02_Beat	Activity: Back on the Beat	6000		0				Fragment_Stage_6000_Item_00		
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	1	Run On Start	0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	5		0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	10		0		Oh no! <Alias.RacePlural=SwarmName> are swarming!				
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	20		0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	21		0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	22		0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	23		0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	24		0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	25		0						
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	500		0				Fragment_Stage_0500_Item_00		
00186DEE	GQ_Swarm	Event: <Alias.Race=SwarmName> Swarm	1000		0						
00187531	FFZ10_Light	Event: The Path to Enlightenment	5	Run On Start	0		I've come across the Old Lighthouse where the Wise Mothman has been rumored to appear at night. I should go investigate.		Fragment_Stage_0005_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	10		0				Fragment_Stage_0010_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	20		0				Fragment_Stage_0020_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	30		0				Fragment_Stage_0030_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	100	Start Timer	0		A lone cultist tried to summon the Wise Mothman by lighting the Old Lighthouse lamp. His plan to use the bioluminescent fluid from the fireflies might have succeeded had he not succumbed to his wounds.		Fragment_Stage_0100_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	150		0				Fragment_Stage_0150_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	200		0	Complete Quest	We successfully collected enough bioluminescent fluid to make the lighthouse lamp glow and summon the Wise Mothman.		Fragment_Stage_0200_Item_00		QRWD=0063122F:QuestReward_FFZ10_Light_Stage200_01:GMRW
00187531	FFZ10_Light	Event: The Path to Enlightenment	300		0				Fragment_Stage_0300_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	1500	Timer End	0	Fail Quest	We failed to collect enough bioluminescent fluid to make the lighthouse lamp glow once more before time ran out.		Fragment_Stage_1500_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	1600		0				Fragment_Stage_1600_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	9991		0	Fail Quest			Fragment_Stage_9991_Item_00		
00187531	FFZ10_Light	Event: The Path to Enlightenment	10000	Run On Stop	0						
0018C91A	SFS02_Play	Daily: Play Time	0		0						
0018C91A	SFS02_Play	Daily: Play Time	10	Run On Start ; Checkpoint	0				Fragment_Stage_0010_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	50	Checkpoint	0				Fragment_Stage_0050_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	100	Checkpoint	0		I came across  Ms. Nanny in Berkeley Springs that has mistaken me for her charge. I should speak to her and find out what she wants.		Fragment_Stage_0100_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	150	Checkpoint	0				Fragment_Stage_0150_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	175	Checkpoint	0				Fragment_Stage_0175_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	180	Checkpoint	0						
0018C91A	SFS02_Play	Daily: Play Time	200	Checkpoint	0		A Ms. Nanny has mistaken me for her charge and sent me off to collect samples of the local wildlife for a school project.		Fragment_Stage_0200_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	210	Checkpoint	0				Fragment_Stage_0210_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	211	Checkpoint	0				Fragment_Stage_0211_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	212	Checkpoint	0				Fragment_Stage_0212_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	250	Checkpoint	0				Fragment_Stage_0250_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	300	Checkpoint	0		A Ms. Nanny has mistaken me for her charge and sent me off to pick flowers. I should search the Mire to gather a variety for her.		Fragment_Stage_0300_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	350	Checkpoint	0				Fragment_Stage_0350_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	400	Checkpoint	0		A Ms. Nanny has mistaken me for her charge and sent me off to attend a play date. I should travel to the locations she's marked for me and see who shows up.		Fragment_Stage_0400_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	410		0		I arrived at my play date to find only hostile play mates. I can't let them bully me, and need to defend myself.		Fragment_Stage_0410_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	420		0						
0018C91A	SFS02_Play	Daily: Play Time	450	Checkpoint	0				Fragment_Stage_0450_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	500	Checkpoint	0		A Ms. Nanny has mistaken me for her charge and sent me off to retrieve some toys that were left behind. I need to travel to the location she marked on my map to find them.		Fragment_Stage_0500_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	510		0				Fragment_Stage_0510_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	511		0				Fragment_Stage_0511_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	512		0				Fragment_Stage_0512_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	550	Checkpoint	0				Fragment_Stage_0550_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	600		0		I have completed the task that Chloe gave me. I should return to her in Berkeley Springs and let her know.		Fragment_Stage_0600_Item_00		
0018C91A	SFS02_Play	Daily: Play Time	610		0						
0018C91A	SFS02_Play	Daily: Play Time	1000		0	Complete Quest			Fragment_Stage_1000_Item_00		QRWD=006312F5:QuestReward_SFS02_Play_Stage1000_01:GMRW
001ED40A	MTR04_Employee	Daily: Mistaken Identity	1	Run On Start	0				Fragment_Stage_0001_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	10	Checkpoint	0		There's some kind of amusement area called Camden Park which claims to be the best place to have a good time. I could use some fun.		Fragment_Stage_0010_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	20	Checkpoint	0		This place looks interesting. Some kind of amusement park. I think I see a roller coaster!		Fragment_Stage_0020_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	100	Checkpoint	0		I've arrived at Camden Park and it looks like it was a great place in its heyday. The loudspeaker is making announcements so maybe something is going on.		Fragment_Stage_0100_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	200		0				Fragment_Stage_0200_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	300	Checkpoint	0		The robot here has mistaken me for someone else and sent me into the employee area to get dressed. Apparently I'm late for my shift.		Fragment_Stage_0300_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	700	Checkpoint	0		I look pretty good in this outfit if I do say so myself! Time to clock in and get to work.		Fragment_Stage_0700_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	750	Checkpoint	0				Fragment_Stage_0750_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	800	Checkpoint	0		Apparently I need to "calibrate" some games. I hope I'm up for this.		Fragment_Stage_0800_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	900	Checkpoint	0		I played all of the games and I guess they're calibrated now. Now I'm supposed to go see the boss. This should be interesting.		Fragment_Stage_0900_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	1000		0				Fragment_Stage_1000_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	1001		0				Fragment_Stage_1001_Item_00		
001ED40A	MTR04_Employee	Daily: Mistaken Identity	2000		0	Complete Quest	The boss wasn't very happy with me but I have tokens and now I know where to spend them.		Fragment_Stage_2000_Item_00		QRWD=0063129F:QuestReward_MTR04_Employee_Stage2000_01:GMRW
001ED40A	MTR04_Employee	Daily: Mistaken Identity	2500	Run On Stop	0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	0		0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	10	Run On Start	0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	50		0				Fragment_Stage_0050_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	100		0				Fragment_Stage_0100_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	200		0		I need to travel to the Crevasse Dam to increase the flow of water. This should help in flushing out the radiation affected water from the Swamp Forest.		Fragment_Stage_0200_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	300		0		I need to travel to Dyer Chemical to create a solution that will help neutralize the radiation levels in the Swamp Forest.		Fragment_Stage_0300_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	301		0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	302		0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	303		0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	304		0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	310		0				Fragment_Stage_0310_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	320		0				Fragment_Stage_0320_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	330		0				Fragment_Stage_0330_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	340		0				Fragment_Stage_0340_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	350		0				Fragment_Stage_0350_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	400		0		In order to reduce the threat of the Glowing Swamp, I need to eliminate as many glowing creatures as I can.		Fragment_Stage_0400_Item_00		
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	500		0		A glowing mirelurk queen has appears in the Swamp Forest. I need to find her and kill her to finally put an end to the Glowing Swamp.		Fragment_Stage_0500_Item_00		QRWD=006312EF:QuestReward_SFM01_Glow_CUT_FlaggedToNotExplort_Stage500_01:GMRW
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	510		0						
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	600		0	Complete Quest			Fragment_Stage_0600_Item_00		QRWD=006312F0:QuestReward_SFM01_Glow_CUT_FlaggedToNotExplort_Stage600_01:GMRW
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	1000		0				Fragment_Stage_1000_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	1								
0023C7F3	TW010	Daily: Thrill of the Grill	40		0		The Hemlock Holes robot cook has asked me to get some meat for a cookout. He pointed me to where I can find Radstags. As a perceptive hunter (PE 5) I also learned where to find some Yao Guai.		Fragment_Stage_0040_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	50		0				Fragment_Stage_0050_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	55		0				Fragment_Stage_0055_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	60		0				Fragment_Stage_0060_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	65		0				Fragment_Stage_0065_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	100	Run On Start ; Checkpoint	0				Fragment_Stage_0100_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	150	Checkpoint	0		The Hemlock Holes robot cook has asked me to get some meat for a cookout. He pointed me to where I can find some Radstags, but I may have to search on my own to find enough.		Fragment_Stage_0150_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	200		0				Fragment_Stage_0200_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	300		0				Fragment_Stage_0300_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	400	Checkpoint	0		The meat I procured for the Hemlock Holes cook is sizzling on the grill.		Fragment_Stage_0400_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	410	Checkpoint	0				Fragment_Stage_0410_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	420	Checkpoint	0				Fragment_Stage_0420_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	500	Checkpoint	0		The meat I procured for the Hemlock Holes cook is cooking on the grill. Now I have to get some vegetables. He showed me where I might find some tatos, but I may have to search on my own for the rest.		Fragment_Stage_0500_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	600		0						
0023C7F3	TW010	Daily: Thrill of the Grill	700		0		The meat and vegetables are cooking on the grill.		Fragment_Stage_0700_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	710		0				Fragment_Stage_0710_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	720		0				Fragment_Stage_0720_Item_00		
0023C7F3	TW010	Daily: Thrill of the Grill	1000		0	Complete Quest			Fragment_Stage_1000_Item_00		QRWD=00631329:QuestReward_TW010_Stage1000_01:GMRW
0025A836	TW009	Event: The Battle that Never Was	50		0				Fragment_Stage_0050_Item_00		
0025A836	TW009	Event: The Battle that Never Was	100	Run On Start ; Start Timer	0		Prickett's Fort is running a battle re-enactment with live ammo. I should go talk to the curator.		Fragment_Stage_0100_Item_00		
0025A836	TW009	Event: The Battle that Never Was	200		0		Prickett's fort is running a battle re-enactment with live ammo. The more soldiers I kill, the more points I get. Whichever side gets the most points gets the best rewards.		Fragment_Stage_0200_Item_00		
0025A836	TW009	Event: The Battle that Never Was	300		0				Fragment_Stage_0300_Item_00		
0025A836	TW009	Event: The Battle that Never Was	400		0		Prickett's fort is running a battle re-enactment with live ammo. The battle has begun. Late arrivals need to talk to the guides to join.		Fragment_Stage_0400_Item_00		
0025A836	TW009	Event: The Battle that Never Was	500		0				Fragment_Stage_0500_Item_00		
0025A836	TW009	Event: The Battle that Never Was	510		0				Fragment_Stage_0510_Item_00		
0025A836	TW009	Event: The Battle that Never Was	600		0	Fail Quest	No players joined the battle.		Fragment_Stage_0600_Item_00		
0025A836	TW009	Event: The Battle that Never Was	700		0				Fragment_Stage_0700_Item_00		
0025A836	TW009	Event: The Battle that Never Was	800		0						
0025A836	TW009	Event: The Battle that Never Was	801		0						
0025A836	TW009	Event: The Battle that Never Was	802		0						
0025A836	TW009	Event: The Battle that Never Was	805		0				Fragment_Stage_0805_Item_00		
0025A836	TW009	Event: The Battle that Never Was	1000		0	Complete Quest			Fragment_Stage_1000_Item_00		
0025C090	TWZ05	Event: Swarm of Suitors	40		0						
0025C090	TWZ05	Event: Swarm of Suitors	50		0						QRWD=00631331:QuestReward_TWZ05_Stage50_01:GMRW
0025C090	TWZ05	Event: Swarm of Suitors	100	Run On Start	0		A horde of Mirelurks are heading toward Grafton lake. I need to stop them before they mate with the Queen.		Fragment_Stage_0100_Item_00		
0025C090	TWZ05	Event: Swarm of Suitors	150		0				Fragment_Stage_0150_Item_00		
0025C090	TWZ05	Event: Swarm of Suitors	175		0				Fragment_Stage_0175_Item_00		
0025C090	TWZ05	Event: Swarm of Suitors	200		0				Fragment_Stage_0200_Item_00		QRWD=00631330:QuestReward_TWZ05_Stage200_01:GMRW
