FormID	EDID	FULL - Name	DESC - Description	Quest Type	LNAM - Location	Reward0	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Reward9	GMRWRef0	GMRWRef1	GMRWRef2	GMRWRef3	GMRWRef4	GMRWRef5	GMRWRef6	GMRWRef7	GMRWRef8	GMRWRef9	PartyCrasherCount	PartyCrasher_NPC_0	PartyCrasher_NPC_1	PartyCrasher_NPC_2	PartyCrasher_NPC_3	PartyCrasher_NPC_4	PartyCrasher_NPC_5	PartyCrasher_NPC_6	PartyCrasher_NPC_7	PartyCrasher_NPC_8	PartyCrasher_NPC_9	PartyCrasher_GLOB_0	PartyCrasher_GLOB_1	PartyCrasher_GLOB_2	PartyCrasher_GLOB_3	PartyCrasher_GLOB_4	PartyCrasher_GLOB_5	PartyCrasher_GLOB_6	PartyCrasher_GLOB_7	PartyCrasher_GLOB_8	PartyCrasher_GLOB_9	PartyCrasher_MESG	InvadersTakeOver
005DD479	BS01_Dialogue_VernonDodge_AtlasInterior	[Dialogue quest for Initiate Vernon Dodge while in Atlas]		None																						0																						0
005DD3D4	BS01_Dialogue_Max			None																						0																						0
005DCE10	WarehouseEWSModuleNonlinearExample	EWS Module Nonlinear Example	EWS Module Nonlinear Description	Secondary																						0																						0
005DC5DB	SHELS01_FindTheKeyMiscObjective			Miscellaneous																						0																						0
005DC4FE	BS01_MQ07_Over	Over and Out	It's time for the Appalachian Brotherhood to re-establish contact with Elder Maxson.	Primary												006311BA:QuestReward_BS01_MQ07_Over_Stage9000_01										0																						0
005DC243	BS01_Dialogue_Dagger			None																						0																						0
005DC0E0	BS01_Dialogue_PutnamBoys_FortAtlas	[DialogueQuest for Putnam Boys as Recruits]		None																						0																						0
005DC0DF	BS01_Dialogue_PutnamFamily	[DialogueQuest]		None																						0																						0
005DBE6D	BS01_COMP_Quest_Camp_Lite_Chef			None												006311B2:QuestReward_BS01_COMP_Quest_Camp_Lite_Chef_Stage200_01										0																						0
005DBCCF	BS01_Dialogue_JennieBrown			None																						0																						0
005DB4DF	BS01_HolotapeQuest	[Holotapes for BS01 Update]		None																						0																						0
005DB4DA	SHELS01_InvestigateCorpseAtIsolatedCabinMiscObjective			Miscellaneous																						0																						0
005DB35C	SHELS01_PosterMiscObjective			Miscellaneous																						0																						0
005D992F	BS01_Dialogue_SettlersSupplyRoom	[Off-quest dialogue for supply room]		None																						0																						0
005D951E	BS01_MQ08_Defense	The Best Defense	Investigate Fort Atlas' distress signal.	Primary												006311BB:QuestReward_BS01_MQ08_Defense_Stage9000_01										0																						0
005D2AFF	BS01_MQ05_Raiders	Property Rights	It's time for the Brotherhood to show the Raiders what belongs to whom.	Primary												006311B8:QuestReward_BS01_MQ05_Raiders_Stage9000_01										0																						0
005D1F89	BS01_MQ06_Settlers	Supplying Demands	To survive in Appalachia, the Brotherhood must work with the settlers of Foundation.	Primary												006311B9:QuestReward_BS01_MQ06_Settlers_Stage9000_01										0																						0
005CF0C7	DailyOps_VernonDodge_MiscQuest	Breaking Radio Silence	A ghost from the Appalachian Brotherhood of Steel's past returns	Secondary												006311EC:QuestReward_DailyOps_VernonDodge_MiscQuest_Stage9000_01										0																						0
005CF0C6	BS01_Dialogue_VernonDodge	[Dialogue quest for Initiate Vernon Dodge]		None																						0																						0
005CBED5	BS01_Dialogue_DaggerThroneRoom	[Dialogue Quest for Dagger's Throne Room]		None																						0																						0
005CBE85	BS_RE_CampDWD01	BoS Mother and Son		None																						0																						0
005CB547	BS01_MQ04_Arms	Disarming Discovery	Help the Retreat for Paladin Rahmani.	Primary												006311B7:QuestReward_BS01_MQ04_Arms_Stage9000_01										0																						0
005CB063	BS_RE_SceneJN01	Brave Knight		None																						0																						0
005CB062	BS_RE_TravelJN01	Knight Aspirant		None																						0																						0
005C9A9F	BS01_Dialogue_ForgingTrustPetitioners	[DialogueQuest]		None																						0																						0
005C8E8A	BS_RE_AssaultCMB01	BoS vs Super Mutant		None																						0																						0
005C8DBC	BS_RE_TravelCMB01	BoS vs SuperMutants		None																						0																						0
005C8B50	CUT_BS01_Dialogue_TreehouseVillage	[Dialogue quest for Treehouse Villagers]		None																						0																						0
005C785E	SHELS01_ReubenKeyMiscObjective			Miscellaneous																						0																						0
005C751B	BS_RE_TravelDWD03	Brotherhood Bandits - Barnaby		None																						0																						0
005C7186	BS_RE_TravelDWD02	Brotherhood Bandits - Barry		None																						0																						0
005C70CE	BS01_Dialogue_Blackburn			None																						0																						0
005C70CD	BS01_MQ03_FieldTesting	Field Testing	Prove your merit to Paladin Rahmani.	Primary												006311B6:QuestReward_BS01_MQ03_FieldTesting_Stage9000_01										0																						0
005C70CC	BS01_MQ01_Trust	Forging Trust	Meet the returned Brotherhood.	Primary												006311B4:QuestReward_BS01_MQ01_Trust_Stage9000_01										0																						0
005C6571	BS01_Dialogue_Rahmani			None																						0																						0
005C6470	BS01_Dialogue_BrotherhoodHopefuls	[Dialogue quest for Brotherhood Hopefuls]		None																						0																						0
005C646F	BS01_Dialogue_BrotherhoodInitiates	[Dialogue quest for Brotherhood Initiates]		None																						0																						0
005C60A5	BS_RE_TravelDWD01_Dialogue	Dialogue Quest Brotherhood Bandits		None																						0																						0
005C5F59	BS_RE_CampJN01	Aspiring Scribe		None																						0																						0
005C5B23	BS01_Dialogue_Valdez			None																						0																						0
005C5497	BS_RE_TravelDWD01	Brotherhood Bandits - Buck		None																						0																						0
005C4924	WarehouseEWSModuleExample	EWS Module Example	EWS Module Description	Secondary																						0																						0
005C40FD	BS01_COMP_Medic_Camp			None																						0																						0
005C390B	SHELS01_OpenHouse	Home Expansion	Welcome to the Shelters Claim Center! Claim your Shelter now to expand your home!	Secondary												006312FC:QuestReward_SHELS01_OpenHouse_Stage9000_01										0																						0
005C34C8	BS01_Dialogue_Shin			None																						0																						0
005B79EB	BS01_MQ02_Invention	Mother of Invention	Explore the ATLAS Observatory with Scribe Valdez.	Primary												006311B5:QuestReward_BS01_MQ02_Invention_Stage9000_01										0																						0
005B67D3	BS01_Dialogue_CraterWarRoom_Interior			None																						0																						0
005B2BA8	BS00_Dialogue_RussellDorsey	[Dialogue Quest]		None																						0																						0
005B2BA7	BS00_MaxsonRadioQuest_04	[Encrypted Radio]		None																						0																						0
005B2BA6	BS00_PaladinRadioQuest_05	Brotherhood Broadcast		None																						0																						0
005B2BA5	BS00_PaladinRadioQuest_03	Brotherhood Broadcast		None																						0																						0
005B2BA4	BS00_PaladinRadioQuest_02	Brotherhood Broadcast		None																						0																						0
005B2BA3	BS00_PaladinRadioQuest_04	Brotherhood Broadcast		None																						0																						0
005B2BA2	BS00_MaxsonRadioQuest_03	[Encrypted Radio]		None																						0																						0
005B2BA1	BS00_MaxsonRadioQuest_05	[Encrypted Radio]		None																						0																						0
005ADC26	BS00_MaxsonRadioQuest_02	[Encrypted Radio]		None																						0																						0
005ADC25	BS00_MaxsonRadioQuest_01	[Encrypted Radio]		None																						0																						0
005ADC24	BS00_PaladinRadioQuest_01	Brotherhood Broadcast		None																						0																						0
005A77D4	DailyOps_Mode01_Quest	Uplink: <Alias=Location>	Restore uplink functionality to monitor for enemy activity and eliminate all resistance!	Daily Ops												006311EA:QuestReward_DailyOps_Mode01_Quest_Stage390_01										0																						0
005A77D3	EWSModule		[Systemic Quest used by EWSModuleRefs]	None																						0																						0
005A74DA	Test_BossRoomProto	Boss Room Prototype	Testing prototype for boss room	None																						0																						0
005A5E29	W05_Daily_Photo_MiscPointer	[Misc Pointer Quest for Daily Photo]		Miscellaneous																						0																						0
005A5476	Debug_JustinN_02_Quest	JustinN Test Wave Quest	JustinN Test Wave Quest desc	Secondary																						0																						0
005A506B	W05_RE_SceneJN01_Debug	W05 RE Scene JN01 Debug	Debug RE Scene JN	None																						0																						0
005A501F	Debug_JustinN_01_Quest	JustinN Test Quest	JustinN Test Quest desc	Primary												006311ED:QuestReward_Debug_JustinN_01_Quest_Stage400_01										0																						0
005A4F49	W05_Community_RaiderFishCamp_Defend		Defend the Raider Camp from attack.	None												00631396:QuestReward_W05_Community_RaiderFishCamp_Defend_Stage9000_01										0																						0
005A350C	W05_Dialogue_Johnny_Combat			None																						0																						0
005A348A	COMP_PlayerConnect			None																						0																						0
005A3002	TestJoshMorettoQuest_04	Technobabble Trouble	Reactivate the AMS Retroencabulator	None	JMorettoTest01Location "Test Josh Location" [LCTN:005A21A7]											00631307:QuestReward_TestJoshMorettoQuest_04_Stage9000_01										0																						0
005A2B8D	W05_Community_BB_DialogueQuest	[Dialogue quest for W05_Community_BB_Quest]		None																						0																						0
005A2A54	test_WST_HeadTrackingBug	[Testing Only]		None																						0																						0
005A295E	TestJoshMorettoQuest_03_Holotape	[Holotapes - Mission Accessible]		None																						0																						0
005A2730	COMP_RQ_Kill_SpecificAliases_Beckett_BloodEagleDungeon	Beckett: Kill Quest Blood Eagle Dungeon		None																						0																						0
005A272F	COMP_RQ_Kill_SpecificAliases_Beckett_BloodEagleRandomLoc	Beckett: Kill Quest Blood Eagle Random		None																						0																						0
005A272E	COMP_RQ_Fetch_SpecificAliases_LegendaryWeapon	Beckett: Fetch Quest Weapon		None																						0																						0
005A272D	COMP_RQ_Fetch_SpecificAliases_LegendaryArmor	Beckett: Fetch Quest Armor		None																						0																						0
005A23D0	TestJoshMorettoQuest_DialogueRebeccaBrandt			None																						0																						0
005A23CF	TestJoshMorettoQuest_03	Livening Things Up	Help Make Rebecca's Life More Interesting	Secondary	JMorettoTest01Location "Test Josh Location" [LCTN:005A21A7]											00631306:QuestReward_TestJoshMorettoQuest_03_Stage9000_01										0																						0
005A21AA	COMP_NonOwningPlayerDialogue		Quest that holds dialogue for allies not owned by player talking to them	None																						0																						0
005A2086	TestJoshMorettoQuest_DialogueDevinHardway			None																						0																						0
005A1FE2	TestJoshMorettoQuest_02	One Man's Trash	Investigate a Fan's Bizarre Obsession	Secondary												00631305:QuestReward_TestJoshMorettoQuest_02_Stage9000_01	00645E1C:TEMPLATE_QuestReward_XPD_HubActivities									0																						0
005A1A88	TestJoshMorettoQuest_01	Word Association	Get help for your aching head.	Secondary												00631304:QuestReward_TestJoshMorettoQuest_01_Stage9000_01										0																						0
005A163B	W05_MQR_SharedDialogue			None																						0																						0
005A12BC	COMP_Dialogue_Astronaut_MiscCharacters			None																						0																						0
005A0C81	PersonalCampScenes			None																						0																						0
005A0675	COMP_Quest_Intro_Astronaut_CrashSpawnQuest			None																						0																						0
005A05DE	COMP_Quest_Outro_Full_Beckett	Ally: Thicker Than Water	Help Beckett kill The Claw and rescue his brother before it's too late.	Secondary												006311D5:QuestReward_COMP_Quest_Outro_Full_Beckett_Stage1000_01										0																						0
0059FC1D	W05_DialogueSettlersRandomConvoHandler_Interior	[Handler quest for Settler Random Conversations]		None																						0																						0
0059F7E5	W05_DialogueRaiderRandomConvoHandler_Interior	[Handler quest for Raider Random Conversations]		None																						0																						0
0059F790	W05_Dialogue_PenelopeHornwright			None																						0																						0
0059F709	HolotapeQuest_E06_PocketWatch	[Holotapes: Something Sentimental]		None																						0																						0
0059F561	COMP_Quest_Intro_Lite_BuildCampObjectObjectives			Secondary																						0																						0
0059EA8F	W05_RE_TravelSM01	Blood Eagles vs Cultists		None																						0																						0
0059EA8E	W05_RE_TravelSM02	Settlers vs Raiders		None																						0																						0
0059D818	DELETED_COMP_RQ_SpecificAliases_RandomRadiant_Rescue_Astronaut_002_Vendor_has_Robots			None																						0																						0
0059D817	DELETED_COMP_RQ_SpecificAliases_RandomRadiant_Rescue_Astronaut_001_Athena_has_Robots			None																						0																						0
0059D816	COMP_RQ_SpecificAliases_RandomRadiant_Rescue_Astronaut_000_Emerson_has_Robots			None																						0																						0
0059D145	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_029_MeritOfHonor_has_ScorchedOrMoleminers			None																						0																						0
0059D144	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_006_Schematics_in_USSA			None																						0																						0
0059D143	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_008_RemoteMonitor_has_Robots			None																						0																						0
0059D142	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_012_SatellitePiece_in_USSA			None																						0																						0
0059D141	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_022_AudioImprinter_in_Compounds			None																						0																						0
0059D140	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_018_DataRecorder_in_USSA			None																						0																						0
0059D13F	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_017_PodFragment_in_TechnicalBuildings			None																						0																						0
0059D13E	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_025_SerumDiffuser_in_MedicalBuilding			None																						0																						0
0059D13D	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_003_MainframeFragment_in_Military			None																						0																						0
0059D13C	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_014_TrackingInterceptor_has_Robots			None																						0																						0
0059D13B	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_021_TactileModule_in_Compounds			None																						0																						0
0059D13A	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_016_MemoryUnit_in_TechnicalBuildings			None																						0																						0
0059D139	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_013_HealthMonitor_in_MedicalBuilding			None																						0																						0
0059D138	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_028_ExperimentRecords_in_Offices			None																						0																						0
0059D137	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_019_BrainJar_in_MedicalBuilding			None																						0																						0
0059D136	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_026_SealedFiles_has_Robots			None																						0																						0
0059D135	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_001_BloodSample_in_MedicalBuilding			None																						0																						0
0059C2CA	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_027_VisualSensoryRelay_in_Compounds			None																						0																						0
0059C2C9	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_011_DeepSleepModule_in_USSA			None																						0																						0
0059C2C8	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_004_CodeFragment_in_Offices			None																						0																						0
0059C2C7	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_005_AudioSensoryRelay_in_CommBuilding			None																						0																						0
0059C2C6	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_009_ReferenceCodes_in_Military			None																						0																						0
0059C2C5	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_002_RoboticMemory_has_Robots			None																						0																						0
0059C2C4	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_000_DamagedDevice_in_USSA			None																						0																						0
0059C2C3	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_008_LegendaryWeaponOrArmor_in_Subterranean			None																						0																						0
0059C2C2	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_007_LegendaryWeaponOrArmor_in_Military			None																						0																						0
0059C2C1	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_005_LegendaryWeaponOrArmor_in_CranberryBog			None																						0																						0
0059C2C0	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_003_LegendaryWeaponOrArmor_in_TechnicalBuilding			None																						0																						0
0059C2BF	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_001_LegendaryWeaponOrArmor_in_USSA			None																						0																						0
0059C2BE	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_018_FlatwoodsMonster_has_RaidersOrBloodEagles			None																						0																						0
0059C2BD	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_003_MrGutsy_has_Robots			None																						0																						0
0059C2BC	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_013_FlatwoodsMonster_in_Medical			None																						0																						0
0059C2BB	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_015_FlatwoodsMonster_in_Military			None																						0																						0
0059C2BA	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_016_FlatwoodsMonster_in_MountainsAshHeap			None																						0																						0
0059C2B9	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_009_Robobrain_in_CranberryBog			None																						0																						0
0059C2B8	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_000_Protectron_in_ToxicValley			None																						0																						0
0059C2B7	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_004_Raider_in_MountainsAshHeap			None																						0																						0
0059C2B6	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_006_Assaultron_in_Military			None																						0																						0
0059C2B5	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_011_SentryBot_has_Robots			None																						0																						0
0059C2B4	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_010_SentryBot_in_CranberryBog			None																						0																						0
0059C2B3	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_007_Assaultron_in_MountainsAshHeap			None																						0																						0
0059C2B2	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_005_Raider_in_CranberryBog			None																						0																						0
0059C2B1	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_002_MrGutsy_in_Military			None																						0																						0
0059C2B0	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_008_Robobrain_in_Military			None																						0																						0
0059C2AF	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_014_FlatwoodsMonster_in_CranberryBog			None																						0																						0
0059C2AE	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_012_FlatwoodsMonster_in_Subterranean			None																						0																						0
0059C2AD	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_001_Protectron_in_ForestMire			None																						0																						0
0059C2AC	COMP_RQ_SpecificAliases_Astronaut_Radiant_Kill_017_FlatwoodsMonster_has_CultistsOrCryptids			None																						0																						0
0059C2AB	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_000_LegendaryWeaponOrArmor_has_Robots			None																						0																						0
0059C2AA	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_002_LegendaryWeaponOrArmor_in_Medical			None																						0																						0
0059C2A9	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_004_LegendaryWeaponOrArmor_has_Assaultrons			None																						0																						0
0059C2A8	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_006_LegendaryWeaponOrArmor_in_Compounds			None																						0																						0
0059C2A7	COMP_RQ_SpecificAliases_Astronaut_Radiant_FetchKeep_008_LegendaryWeaponOrArmor_in_MireOrCranberryBog			None																						0																						0
0059C2A6	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_024_EncryptedData_in_USSA			None																						0																						0
0059C2A5	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_007_MedicalMonitor_in_MedicalBuilding			None																						0																						0
0059C2A4	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_020_ExperimentalModulator_has_Robots			None																						0																						0
0059C2A3	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_015_EmergencyBeacon_in_Compounds			None																						0																						0
0059C2A2	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_010_ScrubbedData_in_TechnicalBuildings			None																						0																						0
0059C2A1	COMP_RQ_SpecificAliases_RandomRadiant_FetchReturn_Astronaut_023_ScannerModule_in_CommBuilding			None																						0																						0
0059C22B	W05_LGV01_PointerQuest			Miscellaneous																						0																						0
00599552	W05_Dialogue_DylanRhodes			None																						0																						0
00599551	W05_Dialogue_TiffanyBrantley			None																						0																						0
0059945E	W05_Dialogue_Fritz			None																						0																						0
00599415	W05_Dialogue_FridaMadani			None																						0																						0
005993CE	W05_Dialogue_BethyMangano			None																						0																						0
00599357	E06_PocketWatch_Holotape_Misc	[Misc Pointer to Maggie after looting Holotape]		Miscellaneous																						0																						0
00599356	W05_Dialogue_Gnash			None																						0																						0
00599355	E06_PocketWatch_Maggie	[DNU]		None																						0																						0
00598B5E	W05_Dialogue_MaramAyari			None																						0																						0
00598ACC	W05_Dialogue_JoeCreigh			None																						0																						0
00598ACB	W05_Dialogue_FuzzyBrenda			None																						0																						0
005984EE	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_Rescue_004_has_RaidersOrBloodEagles			None																						0																						0
005984ED	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_Rescue_003_has_CultistsOrCryptids			None																						0																						0
005984EC	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_Rescue_002_has_BloodEaglesOrSuperMutants			None																						0																						0
005984EB	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_Rescue_001_has_Cryptids			None																						0																						0
005984EA	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_Rescue_000_has_CultistsOrBloodEagles			None																						0																						0
005984E9	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_017_GeneticResearchData_in_Medical			None																						0																						0
005984E8	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_001_MysteriousResearch_has_CultistsOrBloodEagles			None																						0																						0
005984E7	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_002_MysteriousResearch_in_Compounds			None																						0																						0
005984E6	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_019_LegendaryWeaponOrArmor_in_Medical			None																						0																						0
005984E5	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_018_LegendaryWeaponOrArmor_in_TechnicalBuildings			None																						0																						0
005984E4	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_017_LegendaryWeaponOrArmor_has_CultistsOrBloodEagles			None																						0																						0
005984E3	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_016_LegendaryWeaponOrArmor_has_Cryptids			None																						0																						0
005984E2	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_015_LegendaryWeaponOrArmor_in_MireOrCranberryBog			None																						0																						0
005984E1	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_014_LegendaryWeaponOrArmor_in_HouseSchoolFarm			None																						0																						0
005984E0	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_013_LegendaryWeaponOrArmor_has_RaidersOrBloodEagles			None																						0																						0
005984DF	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_012_LegendaryWeaponOrArmor_has_GhoulsOrSuperMutants			None																						0																						0
005984DE	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_011_LegendaryWeaponOrArmor_has_CaveCricketsOrScorpions			None																						0																						0
005984DD	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_010_LegendaryWeaponOrArmor_has_RatsOrInsects			None																						0																						0
005984DC	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_009_LegendaryWeaponOrArmor_in_DamLookoutTowerWilderness			None																						0																						0
005984DB	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_008_LegendaryWeaponOrArmor_in_Military			None																						0																						0
005984DA	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_007_LegendaryWeaponOrArmor_in_Compounds			None																						0																						0
005984D9	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_006_LegendaryWeaponOrArmor_has_BloodBugsOrTicks			None																						0																						0
005984D8	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_004_LegendaryWeaponOrArmor_in_CranberryBog			None																						0																						0
005984D7	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_005_LegendaryWeaponOrArmor_in_Military			None																						0																						0
005984D6	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_003_LegendaryWeaponOrArmor_in_ToxicValley			None																						0																						0
005984D5	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_039_Relic_in_Subterranean			None																						0																						0
005984D4	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_038_DecoderRing_in_CivicCommSchool			None																						0																						0
005984D3	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_037_DetailedEvidence_in_DamLookoutTowerWilderness			None																						0																						0
005984D2	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_036_FaceFacts_has_CaveCricketsOrScorpions			None																						0																						0
005984D1	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_035_PopulationTracker_in_CranberryBog			None																						0																						0
005984D0	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_034_MemoryMonitor_has_CaveCricketsOrScorpions			None																						0																						0
005984CF	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_033_BloodSample_has_BloodbugsOrTicks			None																						0																						0
005984CE	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_032_Brain_has_CultistsOrBloodEagles			None																						0																						0
005984CD	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_031_MutatedGeneticMaterial_in_Medical			None																						0																						0
005984CC	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_030_TrackingDevice_in_DamLookoutTowerWilderness			None																						0																						0
005984CB	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_029_ShiveringVile_in_Subterranean			None																						0																						0
005984CA	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_028_UndyingSkin_has_CultistsAndBloodEagles			None																						0																						0
005984C9	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_027_Button_has_Robots			None																						0																						0
005984C8	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_026_UnidentifiedDNA_in_Medical			None																						0																						0
005984C7	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_025_EncryptedBroadcaster_in_OfficesAndWorkplaces			None																						0																						0
005984C6	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_024_TheSignal_has_Cryptids			None																						0																						0
005984C5	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_023_EavesdroppingDevice_has_ScorchedOrMoleminers			None																						0																						0
005984C4	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_022_UnidentifiedObject_in_CivicCommSchool			None																						0																						0
005984C3	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_021_ChemicalDispersalAgent_has_BloodbugsOrTicks			None																						0																						0
005984C2	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_020_MysteriousMaterials_has_CultistsOrBloodEagles			None																						0																						0
005984C1	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_019_Cryptogram_in_Compounds			None																						0																						0
005984C0	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_018_SignalRepeater_in_Subterranean			None																						0																						0
005984BF	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_000_CryptidTracker_has_BloodBugsORTicks_FirstQuest			None																						0																						0
005984BE	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_016_CryptidHormones_has_Cryptids			None																						0																						0
005984BD	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_015_CryptidEffluvia_has_Cryptids			None																						0																						0
005984BC	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchReturn_014_CryptidGonad_in_ToxicValley			None																						0																						0
