ARMO_FormID	ARMO_EDID	ARMO_FULL	DATA_Value	DATA_Weight	DATA_Health	DAMA_Flat	KWDA_Count	KWDA_Flat	ModTarget_KWDs	SlotCount	Slots_Flat	ComboCount	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30
003D7526	Armor_Casual_Underarmor_ShirtJeans_NotPlayable		0	99.900002	0		1	ObjectTypeUnderarmor[0016E84B]		1	ap_armor_Lining:No Misc	0	6	001AC0B8:LL_Armor_Settler_Underarmor_NONPLAYABLE:LVLI	0059F235:LL_Armor_Underarmor_Generic_NONPLAYABLE:LVLI	0059F6EE:W05_MQ_101P_B_DeadBody02Outfit:OTFT	0079B4F5:E01B_Herd_LL_Armor_CattleRustler_Underarmor_NONPLAYABLE:LVLI	007A198F:GHL00_LL_Armor_GenericGhoul_Underarmor_NONPLAYABLE:LVLI	0084F1A2:LLI_Burn_Outfit_HwtSettler_Casual_Clothes:LVLI																								
0050E3E9	Armor_VaultSuit94_Underarmor_NotPlayable		0	99.900002	0		4	VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | Tutorial_DamageResistanceObject[0023D317]	ma_UnderArmor_VaultSuit[0016EB98]	1	ap_armor_Lining:No Misc	0	4	002BF64B:V94_Outfit_Ambassador:OTFT	008AA4CE:RTSV_Bounty_ATX_VaultBoyLooter_NONPLAYABLE:OTFT	008AA4CF:RTSV_Bounty_ATX_VaultGirlLooter_NONPLAYABLE:OTFT	008AA4EA:RTSV_Bounty_ATX_Vault_NONPLAYABLE:OTFT																										
00494188	ATX_Armor_Casual_Underarmor_TrackSuitGrafton	Grafton High Tracksuit Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00482C88:ATX_co_Casual_Underarmor_TrackSuitGrafton:COBJ																													
004716B9	ATX_Armor_Casual_Underarmor_TrackSuitVTU	VTU Tracksuit Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeVTU[0041680F] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00482C86:ATX_co_Casual_Underarmor_TrackSuitVTU:COBJ																													
0040DEF8	ATX_TP_Armor_Casual_Underarmor_BowlingTeam	Bowling Team Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0041F2F8:ATX_TP_co_Casual_Underarmor_BowlingTeam:COBJ																													
0040E0DF	ATX_Armor_Casual_Underarmor_RollerDerby	Roller Derby Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00537659:ATX_co_Casual_Underarmor_RollerDerby:COBJ																													
0040E408	ATX_Armor_Casual_Underarmor_TacticalOps	Tactical Ops Underarmor	0	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0041F2F7:ATX_co_Casual_Underarmor_TacticalOps:COBJ																													
0040E4BD	ATX_Armor_Casual_Underarmor_VintageFootball	Vintage Football Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0041F2F6:ATX_co_Casual_Underarmor_VintageFootball:COBJ																													
00424551	zzzArmor_Babylon_Intro_VaultSuit51_Underarmor_NotPlayable		0	99.900002	0		4	VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | Tutorial_DamageResistanceObject[0023D317]	ma_UnderArmor_VaultSuit[0016EB98]	1	ap_armor_Lining:No Misc	0	1	00424550:V51_Outfit_Babylon_Intro:OTFT																													
00425CB7	ATX_Armor_Casual_Underarmor_MaskedWrestler	Masked Wrestler Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	1	ap_underarmor_style:Style	0	0																														
00425D51	ATX_Armor_Casual_Underarmor_TinfoilSuit	Conspiracy Suit Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	2	0053765A:ATX_co_Casual_Underarmor_TinfoilSuit:COBJ	007FDF4C::INFO																												
0037D2A1	Babylon_Armor_VaultSuit51_Underarmor	Vault 51 Jumpsuit	20	0.500000	0		10	Armor_NoFirstTimeLoot[0004F42C] | VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | usePowerArmorFrameVault[0022BC98] | Tutorial_DamageResistanceObject[0023D317] | UnsellableObject[003D4327] | BabylonNoTransfer[0043D4A8] | NonPlayerTradable[00499F7A] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_VaultSuit[0016EB98] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	2	00417B9A:Babylon_co_Clothes_Outfit_Vault51_Underwear:COBJ	00421535:BabylonPlayerStartingInventoryList:FLST																												
00544C18	ATX_Underarmor_TacticalOps_Flag	Stars and Stripes Ops Underarmor	0	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	2	00544C1A:ATX_co_Clothes_Underarmor_TacticalOps_Flag:COBJ	00824466:Burn_Bounty_ATX_PatriotCombatArmor_NONPLAYABLE:OTFT																												
00544C17	ATX_Armor_Casual_Underarmor_TacticalOps_Camo	Camo Ops Underarmor	0	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00544C19:ATX_co_Casual_Underarmor_TacticalOps_Camo:COBJ																													
0054729D	ATX_Armor_Casual_Underarmor_CountryGirl	Country Girl Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	005482EA:ATX_co_Casual_Underarmor_CountryGirl:COBJ																													
0054AEFF	ATX_Armor_Casual_Underarmor_FlagCoveralls_July4th	Hootenanny Overalls Underarmor	0	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0054ED4F:ATX_co_Casual_Underarmor_FlagCoveralls_July4th:COBJ																													
00556F2B	ATX_Armor_Casual_Underarmor_RacecarDriver	Racecar Driver Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00569E0F:ATX_co_Casual_Underarmor_RacingSuit:COBJ																													
005576CF	ATX_Armor_Underarmor_RaiderAdvanced	Raider Waster Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0055CCE1:ATX_co_Casual_Underarmor_RaiderAdvanced:COBJ																													
00567D4A	Babylon_Armor_Casual_Underarmor_TrackSuitNW	Nuclear Winter Tracksuit	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | NonPlayerTradable[00499F7A] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	2	00567D4C:Babylon_co_Apparel_Underarmor_TrackSuitNW:COBJ	00569B7C:DONOTUSE_Babylon_co_Clothes_Outfit_VTU_Tracksuit:COBJ																												
0058B26D	ATX_Armor_Underarmor_RaiderAdvanced_NONPLAYABLE	Raider Waster Underarmor	0	1.000000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831]	ma_UnderArmor_Casual[0016EC04]	1	ap_armor_Lining:No Misc	0	11	003B7DBC:LL_Armor_Raider_Underwear_NotPlayable:LVLI	005483D0:W05_Raider_PatrolStairsF01_Outfit:OTFT	00572C02:LL_Armor_Raider_Underarmor_NONPLAYABLE:LVLI	0058BD2E:LLI_Outfit_Denizen_ScavengerDrunk_NONPLAYABLE:LVLI	0059E99F:LLI_Outfit_Raider_Axel:LVLI	005A2AD2:W05_Raider_PatrolPathEntranceM03_Outfit:OTFT	005A2AD4:W05_Raider_PatrolPathM01_Outfit:OTFT	007A198F:GHL00_LL_Armor_GenericGhoul_Underarmor_NONPLAYABLE:LVLI	00832CD7:LL_BURN_RustRaiderArmor_Underarmor_NONPLAYABLE:LVLI	00832CD9:LL_BURN_RustGuardArmor_Underarmor_NONPLAYABLE:LVLI	0084F19B:BURN_HwtVendorWeapons_Outfit:OTFT																			
0058CCE6	ATX_Clothes_Underarmor_TacticalOps_NONPLAYABLE	Tactical Ops Outfit	0	0.100000	0		2	ObjectTypeClothing[0033C76A] | UnsellableObject[003D4327]		0		0	5	00565BC9:LL_Armor_BloodEagle_Underarmor_NONPLAYABLE:LVLI	00632F54:Outfit_Fanatic_Manhunter_XPD_Pitt01:OTFT	00632F55:Outfit_Fanatic_ManhunterElite_XPD_Pitt01:OTFT	0063EE4E:Outfit_Fanatic_Engineer_XPD_Pitt01:OTFT	007A198F:GHL00_LL_Armor_GenericGhoul_Underarmor_NONPLAYABLE:LVLI																									
00590033	Armor_Casual_Underarmor_MilitaryFatigues_NONPLAYABLE	Military Fatigues	10	1.000000	0		3	ObjectTypeUnderarmor[0016E84B] | EN05_MilitaryFatigueKeyword[0018208E] | ClothingTypeMilitary[00486836]		1	ap_armor_Lining:No Misc	0	6	00565BC9:LL_Armor_BloodEagle_Underarmor_NONPLAYABLE:LVLI	005C54CE:BS_RE_TravelDWD01_BanditOutfit01:OTFT	005C54CF:BS_RE_TravelDWD01_BanditOutfit02:OTFT	00606403:BS02_Kit_Outfit:OTFT	006208B7:BS02_Pappas_Outfit:OTFT	007A198F:GHL00_LL_Armor_GenericGhoul_Underarmor_NONPLAYABLE:LVLI																								
00592178	zzzArmor_Casual_Underarmor_Overalls	Overalls Underarmor	0	1.000000	0		3	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327]	ma_UnderArmor_Casual[0016EC04]	1	ap_armor_Lining:No Misc	0	0																														
00592457	zzz_ATX_DLC04_Armor_Disciples_Underarmor_01	Wrap & Ragged Pants	5	0.000000	0		0			0		0	0																														
0059246A	ATX_DLC04_Armor_Disciples_Underarmor_04_NONPLAYABLE	Torn Shirt & Ragged Pants	5	0.000000	0		0			0		0	1	0059246B:CUT_LL_Armor_Raider_Radical_Underarmor_NONPLAYABLE:LVLI																													
00592459	zzz_ATX_DLC04_Armor_Disciples_Underarmor_03	Wrap & Ripped Jeans	5	0.000000	0		0			0		0	0																														
00592468	ATX_DLC04_Armor_Disciples_Underarmor_02_NONPLAYABLE	Torn Shirt & Jeans	5	0.000000	0		0			0		0	1	0059246B:CUT_LL_Armor_Raider_Radical_Underarmor_NONPLAYABLE:LVLI																													
0059245A	zzz_ATX_DLC04_Armor_Disciples_Underarmor_04	Torn Shirt & Ragged Pants	5	0.000000	0		0			0		0	0																														
00592469	ATX_DLC04_Armor_Disciples_Underarmor_03_NONPLAYABLE	Wrap & Ripped Jeans	5	0.000000	0		0			0		0	1	0059246B:CUT_LL_Armor_Raider_Radical_Underarmor_NONPLAYABLE:LVLI																													
00592458	zzz_ATX_DLC04_Armor_Disciples_Underarmor_02	Torn Shirt & Jeans	5	0.000000	0		0			0		0	0																														
00592467	ATX_DLC04_Armor_Disciples_Underarmor_01_NONPLAYABLE	Wrap & Ragged Pants	5	0.000000	0		0			0		0	1	0059246B:CUT_LL_Armor_Raider_Radical_Underarmor_NONPLAYABLE:LVLI																													
0059672F	Armor_Casual_Underarmor_Overalls_NONPLAYABLE	Overalls Underarmor	0	1.000000	0		2	ObjectTypeUnderarmor[0016E84B] | UnsellableObject[003D4327]		1	ap_armor_Lining:No Misc	0	9	001AC0B8:LL_Armor_Settler_Underarmor_NONPLAYABLE:LVLI	0058BD2C:LLI_Outfit_Denizen_SettlerBuilder_NONPLAYABLE:LVLI	0058F1C7:LLI_Outfit_Denizen_SettlerFarmerClothes_NONPLAYABLE:LVLI	0059F1BC:LL_Outfit_Denizen_ScavengerTreasure_Clothes:LVLI	005C288A:BS01_GeorgePutnam_Outfit:OTFT	005C4B58:LLI_Outfit_Retreat_Villager_Clothes_NONPLAYABLE:LVLI	0064A88E:XPD_HubRE_SettleDispute_LoversQuarrel:QUST	006DED97:LL_Clothes_CivilianEscortee_XPD_AC_NONPLAYABLE:LVLI	007A108A:GHL00_ErnieNavarro_Outfit:OTFT																					
0059766D	Armor_Underarmor_SecretService_Uniform	Secret Service Underarmor	150	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	2	0059D547:co_Armor_Underarmor_SecretService_Uniform:COBJ	0059FC20:DEBUG_W05_LL_Armor_SecretService_All:LVLI																												
0059A80E	Armor_Underarmor_RaiderAdvanced_BloodEagle	Blood Eagle Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	0																														
0059AA5F	Armor_Underarmor_RaiderAdvanced_BloodEagle_NONPLAYABLE	Blood Eagle Underarmor	0	1.000000	0		3	ObjectTypeUnderarmor[0016E84B] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831]		1	ap_armor_Lining:No Misc	0	2	00565BC9:LL_Armor_BloodEagle_Underarmor_NONPLAYABLE:LVLI	00609C5E:BS02_TallyBloodEagleF_01_Outfit:OTFT																												
0059F7B5	Armor_Underarmor_SecretService_Uniform_NONPLAYABLE	Secret Service Underarmor	30	1.000000	0		2	ObjectTypeUnderarmor[0016E84B] | NonPlayerTradable[00499F7A]		2	ap_armor_Lining:No Misc | ap_armor_Tier:Material	0	4	0059F7C4:LL_Armor_SecretService_Underarmor_NONPLAYABLE:LVLI	005A1B8E:W05_SecretServiceArmorOutfit:OTFT	008B50A2:RTSV_BountyTarget_SecretService_Outfit:OTFT	008D1DB0:RTSV_BountyTarget_SecretService_Outfit_NoHelmet:OTFT																										
005A1C11	ATX_Armor_Casual_Underarmor_Responders_Chief	Responders Fire Chief Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeResponders[0043A189] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	2	004E0EC7:RespondersClothing:FLST	005A2623:ATX_co_Casual_Underarmor_Responders_Chief:COBJ																												
005A2D15	Armor_RaiderMod_Underarmor_RaiderLeathers_AldridgeScorched_Gloves_NotPlayable		0	99.900002	0		2	ObjectTypeUnderarmor[0016E84B] | usePowerArmorFrameRaider[001909D7]		1	ap_armor_Lining:No Misc	0	1	005A2D16:W05_Raider_AldridgeOutfit_Scorched:OTFT																													
005A52FA	zzzATX_Armor_Underarmor_ResponderFireChief	Responder Fire Chief Outfit	0	1.000000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831]	ma_UnderArmor_Casual[0016EC04]	1	ap_armor_Lining:No Misc	0	0																														
005B672D	ATX_Armor_Casual_Underarmor_CamoSecretService_Uniform	Camo Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	005B6732:ATX_co_SecretService_Underarmor_SecretService_Camo:COBJ																													
005B672E	ATX_Armor_Casual_Underarmor_BlackSecretService_Uniform	Black Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	005B6731:ATX_co_SecretService_Underarmor_SecretService_Black:COBJ																													
005B6D6F	Babylon_Armor_Casual_Underarmor_Denim_Survivors2020	Survivor's Denim	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | NonPlayerTradable[00499F7A] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	005B70E0:Babylon_co_Apparel_Underarmor_SurvivorsDenim_Survivors2020:COBJ																													
005DD0B7	ATX_F1_Armor_Casual_Underarmor_MummyCostume	Mummy Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	005E896B:ATX_F1_co_Casual_Underarmor_Mummy:COBJ																													
005DD137	ATX_Armor_Casual_Underarmor_RobberCostume	Wasteland Bandit Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	005E8971:ATX_co_Casual_Underarmor_Robber:COBJ																													
005EFA68	Underarmor_BOS_Infantry	Brotherhood of Steel Infantry Uniform	10	0.500000	0		6	usePowerArmorFrameBoS[00155046] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_BOS[0016EC06] | EN05_MilitaryFatigueKeyword[0018208E] | ClothingTypeMilitary[00486836] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_BOS[0016EC06] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	2	005D87CE:BS01_Rahmani_Outfit:OTFT	005EFB93:BS01_Rahmani_PA_Outfit:OTFT																												
005EFEB6	ATX_F1_Underarmor_BOS_Infantry_Camo	BOS Camouflage Infantry Uniform	0	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | ClothingTypeMilitary[00486836] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	005EFFAD:ATX_F1_co_Casual_Underarmor_BoSInfantryCamo:COBJ																													
005F86CF	Armor_VaultSuit96_Underarmor_NotPlayable		20	1.000000	0		4	VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | Tutorial_DamageResistanceObject[0023D317]	ma_UnderArmor_VaultSuit[0016EB98]	1	ap_armor_Lining:No Misc	0	1	005F86D2:Vault96_CorpseOutfit:OTFT																													
00606B44	Armor_Marine_Underarmor_Wetsuit_NONPLAYABLE	Marine Wetsuit	100	2.000000	0		5	ObjectTypeUnderarmor[0016E84B] | Tutorial_DamageResistanceObject[0023D317] | DLC03[002944CB] | SURV_DiseasePrevention_InWater[0030302D] | ClothingTypeSwimsuit[00416813]		2	ap_armor_Lining:No Misc | ap_Armor_SURV_Description:	0	1	005F5A6A:BS02_Woods_Outfit:OTFT																													
00612383	Armor_VaultSuit51_Underarmor_NotPlayable		20	1.000000	0		4	VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | Tutorial_DamageResistanceObject[0023D317]	ma_UnderArmor_VaultSuit[0016EB98]	1	ap_armor_Lining:No Misc	0	1	0061238B:SH003_V51_CorpseOutfit:OTFT																													
006216F4	SCORE_S6_Armor_Casual_Underarmor_TrustySidekick_Mantaman	Manta Man Sidekick Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeCostumeUnstoppables[00621175] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0062170A:SCORE_S6_co_Casual_Underarmor_Sidekick_MantaMan:COBJ																													
006216FB	SCORE_S6_Armor_Casual_Underarmor_TrustySidekick_Grognak	Grognak Sidekick Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeCostumeUnstoppables[00621175] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00621704:SCORE_S6_co_Casual_Underarmor_Sidekick_Grognak:COBJ																													
006216F8	SCORE_S6_Armor_Casual_Underarmor_TrustySidekick_MistressMystery	Mistress Sidekick Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeCostumeUnstoppables[00621175] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0062170D:SCORE_S6_co_Casual_Underarmor_Sidekick_MistressMystery:COBJ																													
006216FC	SCORE_S6_Armor_Casual_Underarmor_TrustySidekick_SilverShroud	Silver Shroud Sidekick Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeCostumeUnstoppables[00621175] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00621710:SCORE_S6_co_Casual_Underarmor_Sidekick_SilverShroud:COBJ																													
006216F5	SCORE_S6_Armor_Casual_Underarmor_TrustySidekick_Inspector	Inspector Sidekick Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeCostume[0044D49B] | ClothingTypeCostumeUnstoppables[00621175] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00621705:SCORE_S6_co_Casual_Underarmor_Sidekick_Inspector:COBJ																													
