LCTN_FormID	LCTN_EDID	LCSR_Index	LocRefType_FormID	LocRefType_EDID	Ref_FormID	Ref_Display	WorldCell	GridX	GridY
00073D70	LocCranberryAMSCorporateHQInteriorLocation	132	0021B2D6	LocationCreaturesMain	0052862E	[ACHR:0052862E] (Places LvlMainBoss [NPC_:000992D8] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	133	0021B2DE	LocationCreaturesAll	0052862E	[ACHR:0052862E] (Places LvlMainBoss [NPC_:000992D8] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	134	00358545	Boss	0052862E	[ACHR:0052862E] (Places LvlMainBoss [NPC_:000992D8] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	135	006069AC	BS02_MQ02_Missing_AMS01_RobotDisableLocRef	0052862E	[ACHR:0052862E] (Places LvlMainBoss [NPC_:000992D8] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	136	0060A2DE	BS02_MQ02_Missing_ShutterActivatorLocRef	00528986	BS02_MQ02_Missing_ShutterActivator [REFR:00528986] (Places LC177_ShuttersToggleButton "Shutter Control" [ACTI:0052898A] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	137	0059247A	LocationWoundedFurnitureLocRefType	005948A2	[REFR:005948A2] (Places LocationWoundedFurniture [FURN:00592479] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	138	0059247A	LocationWoundedFurnitureLocRefType	005948A3	[REFR:005948A3] (Places LocationWoundedFurniture [FURN:00592479] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	139	0059247A	LocationWoundedFurnitureLocRefType	005948A4	[REFR:005948A4] (Places LocationWoundedFurniture [FURN:00592479] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	140	005923BD	LocationReSmallMarkerLocRefType	005948A5	[REFR:005948A5] (Places LocationRESmallMarker [STAT:005923BB] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	141	0061398F	BS02_MQ02_Missing_BasementDoorLocRef	005F123C	AMSHQtoBasement [REFR:005F123C] (Places HitDoorSm01Load "Door" [DOOR:000E1C42] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	142	005F56BE	BS02_Marcia_LocRef	005F5DB0	[ACHR:005F5DB0] (Places BS02_MQ02_Missing_Marcia "Marcia Leone" [NPC_:005F56BF] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	143	005FD985	BS02_MarciaFirstLevel_LocRef	005F5DB0	[ACHR:005F5DB0] (Places BS02_MQ02_Missing_Marcia "Marcia Leone" [NPC_:005F56BF] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	144	005F56BA	BS02_Kit_LocRef	005F5DB1	[ACHR:005F5DB1] (Places BS02_MQ02_Missing_Kit "Kit" [NPC_:005F56C0] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	145	005FAC4A	BS02_MQ02_Missing_MarciaMercCombatTriggerLocRef	005FAC58	BS02_MQ02_Missing_MarciaMercCombatTrigger [REFR:005FAC58] (Places DefaultEmptyTriggerPlayerOnly [ACTI:0018DC72] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	146	005FAC4B	BS02_MQ02_Missing_MercenaryLocRef	005FAC59	[ACHR:005FAC59] (Places BS02_MQ02_Missing_Mercenary "Hellcat Mercenary" [NPC_:005FAC54] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	147	005FAC4F	BS02_MQ02_Missing_BurkesNecklaceLocRef	005FAC5B	[REFR:005FAC5B] (Places BS02_MQ02_Missing_BurkesNecklace_Activator "Dove Necklace" [ACTI:005FAC44] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	148	005FAC4C	BS02_MQ02_Missing_BloodSplatterLocRef	005FAC5D	[REFR:005FAC5D] (Places BS02_MQ02_Missing_BloodSplatterActivator "Raider Corpse" [ACTI:005FAC45] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	149	005FBC7D	BS02_MQ02_Missing_ClueEnableMarker_LocRef	005FBC7E	BS02_MQ02_Missing_ClueEnableMarker [REFR:005FBC7E] (Places EnableMarker [STAT:000E4610] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	150	005F56BE	BS02_Marcia_LocRef	005FD988	[ACHR:005FD988] (Places BS02_MQ02_Missing_Marcia "Marcia Leone" [NPC_:005F56BF] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	151	005FD987	BS02_MarciaThirdLevel_LocRef	005FD988	[ACHR:005FD988] (Places BS02_MQ02_Missing_Marcia "Marcia Leone" [NPC_:005F56BF] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	152	005FD984	BS02_MQ02_Missing_EnableMarciaTrigger_LocRef	005FD989	BS02_MQ02_Missing_EnableMarciaTrigger [REFR:005FD989] (Places DefaultEmptyTrigger [ACTI:000224E3] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	153	0008F553	SpawnMax1792	005FD98A	BS02_MQ02_Missing_SpawnCenterA [REFR:005FD98A] (Places SpawnCenter_Min00_Max1792 [STAT:0033F7FA] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	154	0008C8CB	SpawnFindPlayer2304	005FD98A	BS02_MQ02_Missing_SpawnCenterA [REFR:005FD98A] (Places SpawnCenter_Min00_Max1792 [STAT:0033F7FA] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	155	005FD986	BS02_MQ02_Missing_SpawnCenterA_LocRef	005FD98A	BS02_MQ02_Missing_SpawnCenterA [REFR:005FD98A] (Places SpawnCenter_Min00_Max1792 [STAT:0033F7FA] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	156	005FACF2	BS02_MQ02_Missing_MercenaryGuardsLocRef	006052D0	[ACHR:006052D0] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	157	006069AB	BS02_MQ02_Missing_AMS01_MercTopFloorEnableLocRef	006052D0	[ACHR:006052D0] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	158	005FACF2	BS02_MQ02_Missing_MercenaryGuardsLocRef	006052D1	[ACHR:006052D1] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	159	006069AB	BS02_MQ02_Missing_AMS01_MercTopFloorEnableLocRef	006052D1	[ACHR:006052D1] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	160	005FACF2	BS02_MQ02_Missing_MercenaryGuardsLocRef	006052D2	[ACHR:006052D2] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	161	006069AB	BS02_MQ02_Missing_AMS01_MercTopFloorEnableLocRef	006052D2	[ACHR:006052D2] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	162	006139DE	BS02_MQ02_Missing_HoldPositionLocRef	00605675	[REFR:00605675] (Places HoldPositionPrimitive [ACTI:001811B7] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	163	00609DBD	BS02_MQ02_Missing_DoorSceneTriggerLocRef	00609DBE	BS02_MQ02_Missing_DoorSceneTrigger [REFR:00609DBE] (Places DefaultEmptyTrigger [ACTI:000224E3] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	164	005FAC50	BS02_MQ02_Missing_SheenasNoteLocRef	00609DBF	[REFR:00609DBF] (Places BS02_MQ02_Missing_SheenasNote "Hastily Written Note" [BOOK:005FAC46] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	165	0060A0E0	BS02_MQ02_Missing_KitSceneTriggerLocRef	0060A0E1	BS02_MQ02_Missing_KitSceneTrigger [REFR:0060A0E1] (Places DefaultEmptyTrigger [ACTI:000224E3] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	166	005FACF2	BS02_MQ02_Missing_MercenaryGuardsLocRef	0060DC05	[ACHR:0060DC05] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	167	0060DC04	BS02_MQ02_Missing_MercenaryThirdFloorLocRef	0060DC05	[ACHR:0060DC05] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	168	005FACF2	BS02_MQ02_Missing_MercenaryGuardsLocRef	0060DC06	[ACHR:0060DC06] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	169	0060DC04	BS02_MQ02_Missing_MercenaryThirdFloorLocRef	0060DC06	[ACHR:0060DC06] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	170	005FACF2	BS02_MQ02_Missing_MercenaryGuardsLocRef	0060DC07	[ACHR:0060DC07] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	171	0060DC04	BS02_MQ02_Missing_MercenaryThirdFloorLocRef	0060DC07	[ACHR:0060DC07] (Places BS02_MQ02_Missing_MercenaryGuards "Hellcat Mercenary" [NPC_:005FACF5] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	172	0060E021	BS02_MQ02_Missing_KitScenePlayerMarkerLocRef	0060E022	BS02_MQ02_Missing_KitScenePlayerMarker [REFR:0060E022] (Places XMarker [STAT:0000003B] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	173	0060E190	BS02_MQ02_Missing_MarciaNoteXMarkerLocRef	0060E193	BS02_MQ02_Missing_MarciaNoteXMarker [REFR:0060E193] (Places XMarker [STAT:0000003B] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	174	0061283D	BS02_MQ02_Missing_XMarkerThirdFloorEnemiesLocRef	0061283F	BS02_MQ02_Missing_XMarkerThirdFloorEnemies [REFR:0061283F] (Places XMarker [STAT:0000003B] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	175	0061283E	BS02_MQ02_Missing_XMarkerTopFloorEnemiesLocRef	00612841	BS02_MQ02_Missing_XMarkerTopFloorEnemies [REFR:00612841] (Places XMarker [STAT:0000003B] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	176	006128AC	BS02_MQ02_Missing_XMarkerMarciaNecklaceLocRef	006128AE	BS02_MQ02_Missing_XMarkerMarciaNecklace [REFR:006128AE] (Places XMarker [STAT:0000003B] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	177	006128AD	BS02_MQ02_Missing_XMarkerMarciaCorpseLocRef	006128AF	BS02_MQ02_Missing_XMarkerMarciaCorpse [REFR:006128AF] (Places XMarker [STAT:0000003B] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D70	LocCranberryAMSCorporateHQInteriorLocation	178	00612B7F	BS02_MQ02_Missing_TopFloorRespawnLocRef	00612B83	BS02_MQ02_Missing_XMarkerRespawn [REFR:00612B83] (Places XMarker [STAT:0000003B] in AMSHQ01 "AMS Headquarters" [CELL:0001A559])	AMSHQ01 "AMS Headquarters" [CELL:0001A559]	32767	32767
00073D7A	LocCranberryWatogaShoppingPlazaLocation	0	0002271F	MapMarkerRefType	00072608	WatogaShoppingPlazaMapMarker [REFR:00072608] (Places MapMarker [STAT:00000010] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 37,-34)	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	1	00038C13	LocationEdgeMarker	00205C39	[REFR:00205C39] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 37,-34)	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	2	0001F40F	LocationCenterMarker	00206073	[REFR:00206073] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 37,-34)	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	3	00358545	Boss	002F7636	[ACHR:002F7636] (Places LvlProtectronWatoga [NPC_:0037A28E] in WatogaShoppingPlazaExt [CELL:00260C13] (in Appalachia "Appalachia" [WRLD:0025DA15] at 37,-34))	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	4	0050FBC6	PriorityLootContainerSafeLocRefType	002F763E	[REFR:002F763E] (Places LootPriorityPrewar_Safe "Pre-War Safe" [CONT:0008CD00] in WatogaShoppingPlazaExt [CELL:00260C13] (in Appalachia "Appalachia" [WRLD:0025DA15] at 37,-34))	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	5	003D4B0B	PriorityLootContainerGunsLocRefType	002F7642	[REFR:002F7642] (Places LootPriority_Raider_DuffleBag_Guns "Duffle Bag" [CONT:00038C1B] in WatogaShoppingPlazaExt [CELL:00260C13] (in Appalachia "Appalachia" [WRLD:0025DA15] at 37,-34))	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	6	003D4B0B	PriorityLootContainerGunsLocRefType	002F7646	[REFR:002F7646] (Places LootPriority_DuffleBag_Guns "Duffle Bag" [CONT:00064A47] in WatogaShoppingPlazaExt [CELL:00260C13] (in Appalachia "Appalachia" [WRLD:0025DA15] at 37,-34))	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	7	003D4B0C	PriorityLootContainerMiscLocRefType	003C7529	[REFR:003C7529] (Places LootPriorityPrewar_WoodCrate "Wooden Crate" [CONT:000655D6] in WatogaShoppingPlazaExt [CELL:00260C13] (in Appalachia "Appalachia" [WRLD:0025DA15] at 37,-34))	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	8	0003F1E5	BossContainer	003C7529	[REFR:003C7529] (Places LootPriorityPrewar_WoodCrate "Wooden Crate" [CONT:000655D6] in WatogaShoppingPlazaExt [CELL:00260C13] (in Appalachia "Appalachia" [WRLD:0025DA15] at 37,-34))	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	9	004E21EA	ActorGroupTriggerLocRefType	0050C39B	[REFR:0050C39B] (Places DefaultRespawnActorGroupTrigger [ACTI:003EA4D8] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 37,-34)	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	10	00093BFA	SpawnMax2304	0050C39C	[REFR:0050C39C] (Places SpawnCenter_Min00_Max2304 [STAT:0033F7FC] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 37,-34)	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	11	0008C8CD	SpawnFindPlayer2816	0050C39C	[REFR:0050C39C] (Places SpawnCenter_Min00_Max2304 [STAT:0033F7FC] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 37,-34)	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7A	LocCranberryWatogaShoppingPlazaLocation	12	0007828B	AutofillGeneric01	005251B2	WatogaTATrigger_SDMart [REFR:005251B2] (Places DefaultEmptyTrigger [ACTI:000224E3] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 37,-34)	Appalachia "Appalachia" [WRLD:0025DA15]	37	-34
00073D7B	LocCranberryWatogaTransitHubLocation	0	0002271F	MapMarkerRefType	0007260E	WatogaTransitHubMapMarker [REFR:0007260E] (Places MapMarker [STAT:00000010] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 33,-35)	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	1	003D4B0A	PriorityLootContainerAmmoLocRefType	0018E5AC	[REFR:0018E5AC] (Places LootPriority_AmmoBox "Ammo Box" [CONT:00060CB4] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	2	003D4B0D	PriorityLootContainerMedHealingLocRefType	001CA431	[REFR:001CA431] (Places LootPriorityPrewar_Medkit "First Aid" [CONT:0004B6E9] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	3	00030FB9	REContainer	001CA436	[REFR:001CA436] (Places LootPrewar_Cooler "Cooler" [CONT:0005D8F8] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	4	003D4B0C	PriorityLootContainerMiscLocRefType	001CAA3C	[REFR:001CAA3C] (Places LootPriority_ToolChest "Tool Chest" [CONT:001A0380] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	5	003D4B0A	PriorityLootContainerAmmoLocRefType	00254202	[REFR:00254202] (Places LootPriority_AmmoBox "Ammo Box" [CONT:00060CB4] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	6	003D4B0B	PriorityLootContainerGunsLocRefType	002A9913	[REFR:002A9913] (Places LootPriority_DuffleBag_Guns "Duffle Bag" [CONT:00064A47] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	7	0001F40F	LocationCenterMarker	0031C111	WatogaTransitHub_LocationCenter [REFR:0031C111] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 33,-35)	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	8	00038C13	LocationEdgeMarker	0031C112	WatogaTransitHub_LocationEdge [REFR:0031C112] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 33,-35)	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	9	00030FB9	REContainer	0031C115	[REFR:0031C115] (Places LootPrewar_Suitcase_Clothes_Aqua_Clean "Suitcase" [CONT:00185013] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	10	003D4B0C	PriorityLootContainerMiscLocRefType	0037A17D	[REFR:0037A17D] (Places LootPriorityPrewar_WoodCrate "Wooden Crate" [CONT:000655D6] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	11	0004E57B	MTNZ05_Delivery_LocRef	003D2692	[REFR:003D2692] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 33,-35)	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	12	004E21EA	ActorGroupTriggerLocRefType	0050C389	[REFR:0050C389] (Places DefaultRespawnActorGroupTrigger [ACTI:003EA4D8] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 33,-35)	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	13	00098A65	SpawnMax6144	0050C38A	[REFR:0050C38A] (Places SpawnCenter_Min00_Max6144 [STAT:0033F805] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 33,-35)	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	14	0008C8E1	SpawnFindPlayer7168	0050C38A	[REFR:0050C38A] (Places SpawnCenter_Min00_Max6144 [STAT:0033F805] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at 33,-35)	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
00073D7B	LocCranberryWatogaTransitHubLocation	15	0003F1E5	BossContainer	0050CD5D	[REFR:0050CD5D] (Places LootPrewar_Suitcase_Clothes_Clean "Suitcase" [CONT:00064A3C] in WatogaTransitHubExt [CELL:00260F38] (in Appalachia "Appalachia" [WRLD:0025DA15] at 33,-35))	Appalachia "Appalachia" [WRLD:0025DA15]	33	-35
