ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Count	Effect_1_MGEF_FID	Effect_1_MGEF_EID	Effect_1_Magnitude	Effect_1_Area	Effect_1_Duration	Effect_1_CURV_EID	Effect_2_MGEF_FID	Effect_2_MGEF_EID	Effect_2_Magnitude	Effect_2_Area	Effect_2_Duration	Effect_2_CURV_EID	Effect_3_MGEF_FID	Effect_3_MGEF_EID	Effect_3_Magnitude	Effect_3_Area	Effect_3_Duration	Effect_3_CURV_EID	Effect_4_MGEF_FID	Effect_4_MGEF_EID	Effect_4_Magnitude	Effect_4_Area	Effect_4_Duration	Effect_4_CURV_EID	Effect_5_MGEF_FID	Effect_5_MGEF_EID	Effect_5_Magnitude	Effect_5_Area	Effect_5_Duration	Effect_5_CURV_EID	Effect_6_MGEF_FID	Effect_6_MGEF_EID	Effect_6_Magnitude	Effect_6_Area	Effect_6_Duration	Effect_6_CURV_EID	Effect_7_MGEF_FID	Effect_7_MGEF_EID	Effect_7_Magnitude	Effect_7_Area	Effect_7_Duration	Effect_7_CURV_EID	Effect_8_MGEF_FID	Effect_8_MGEF_EID	Effect_8_Magnitude	Effect_8_Area	Effect_8_Duration	Effect_8_CURV_EID	Effect_9_MGEF_FID	Effect_9_MGEF_EID	Effect_9_Magnitude	Effect_9_Area	Effect_9_Duration	Effect_9_CURV_EID	Effect_10_MGEF_FID	Effect_10_MGEF_EID	Effect_10_Magnitude	Effect_10_Area	Effect_10_Duration	Effect_10_CURV_EID	Effect_11_MGEF_FID	Effect_11_MGEF_EID	Effect_11_Magnitude	Effect_11_Area	Effect_11_Duration	Effect_11_CURV_EID	Effect_12_MGEF_FID	Effect_12_MGEF_EID	Effect_12_Magnitude	Effect_12_Area	Effect_12_Duration	Effect_12_CURV_EID	Effect_13_MGEF_FID	Effect_13_MGEF_EID	Effect_13_Magnitude	Effect_13_Area	Effect_13_Duration	Effect_13_CURV_EID	Effect_14_MGEF_FID	Effect_14_MGEF_EID	Effect_14_Magnitude	Effect_14_Area	Effect_14_Duration	Effect_14_CURV_EID	Effect_15_MGEF_FID	Effect_15_MGEF_EID	Effect_15_Magnitude	Effect_15_Area	Effect_15_Duration	Effect_15_CURV_EID	Effect_16_MGEF_FID	Effect_16_MGEF_EID	Effect_16_Magnitude	Effect_16_Area	Effect_16_Duration	Effect_16_CURV_EID	Effect_17_MGEF_FID	Effect_17_MGEF_EID	Effect_17_Magnitude	Effect_17_Area	Effect_17_Duration	Effect_17_CURV_EID	Effect_18_MGEF_FID	Effect_18_MGEF_EID	Effect_18_Magnitude	Effect_18_Area	Effect_18_Duration	Effect_18_CURV_EID	Effect_19_MGEF_FID	Effect_19_MGEF_EID	Effect_19_Magnitude	Effect_19_Area	Effect_19_Duration	Effect_19_CURV_EID	Effect_20_MGEF_FID	Effect_20_MGEF_EID	Effect_20_Magnitude	Effect_20_Area	Effect_20_Duration	Effect_20_CURV_EID	Effect_21_MGEF_FID	Effect_21_MGEF_EID	Effect_21_Magnitude	Effect_21_Area	Effect_21_Duration	Effect_21_CURV_EID	Effect_22_MGEF_FID	Effect_22_MGEF_EID	Effect_22_Magnitude	Effect_22_Area	Effect_22_Duration	Effect_22_CURV_EID	Effect_23_MGEF_FID	Effect_23_MGEF_EID	Effect_23_Magnitude	Effect_23_Area	Effect_23_Duration	Effect_23_CURV_EID	Effect_24_MGEF_FID	Effect_24_MGEF_EID	Effect_24_Magnitude	Effect_24_Area	Effect_24_Duration	Effect_24_CURV_EID	Effect_25_MGEF_FID	Effect_25_MGEF_EID	Effect_25_Magnitude	Effect_25_Area	Effect_25_Duration	Effect_25_CURV_EID	Effect_26_MGEF_FID	Effect_26_MGEF_EID	Effect_26_Magnitude	Effect_26_Area	Effect_26_Duration	Effect_26_CURV_EID	Effect_27_MGEF_FID	Effect_27_MGEF_EID	Effect_27_Magnitude	Effect_27_Area	Effect_27_Duration	Effect_27_CURV_EID	Effect_28_MGEF_FID	Effect_28_MGEF_EID	Effect_28_Magnitude	Effect_28_Area	Effect_28_Duration	Effect_28_CURV_EID	Effect_29_MGEF_FID	Effect_29_MGEF_EID	Effect_29_Magnitude	Effect_29_Area	Effect_29_Duration	Effect_29_CURV_EID	Effect_30_MGEF_FID	Effect_30_MGEF_EID	Effect_30_Magnitude	Effect_30_Area	Effect_30_Duration	Effect_30_CURV_EID	Globals_Count	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40	Ref_41	Ref_42	Ref_43	Ref_44	Ref_45	Ref_46	Ref_47	Ref_48	Ref_49	Ref_50	Ref_51	Ref_52	Ref_53	Ref_54	Ref_55	Ref_56	Ref_57	Ref_58	Ref_59	Ref_60	Ref_61	Ref_62	Ref_63	Ref_64	Ref_65	Ref_66	Ref_67	Ref_68	Ref_69	Ref_70	Ref_71	Ref_72	Ref_73	Ref_74	Ref_75	Ref_76	Ref_77	Ref_78	Ref_79	Ref_80	Ref_81	Ref_82	Ref_83	Ref_84	Ref_85	Ref_86	Ref_87	Ref_88	Ref_89	Ref_90	Ref_91	Ref_92	Ref_93	Ref_94	Ref_95	Ref_96	Ref_97	Ref_98	Ref_99	Ref_100	Ref_101	Ref_102	Ref_103	Ref_104	Ref_105	Ref_106	Ref_107	Ref_108	Ref_109	Ref_110	Ref_111	Ref_112	Ref_113	Ref_114	Ref_115	Ref_116	Ref_117	Ref_118	Ref_119	Ref_120	Ref_121	Ref_122	Ref_123	Ref_124	Ref_125	Ref_126	Ref_127	Ref_128	Ref_129	Ref_130	Ref_131	Ref_132	Ref_133	Ref_134	Ref_135	Ref_136	Ref_137	Ref_138	Ref_139	Ref_140	Ref_141	Ref_142	Ref_143	Ref_144	Ref_145	Ref_146	Ref_147	Ref_148	Ref_149	Ref_150	Ref_151	Ref_152	Ref_153	Ref_154	Ref_155	Ref_156	Ref_157	Ref_158	Ref_159	Ref_160	Ref_161	Ref_162	Ref_163	Ref_164	Ref_165	Ref_166	Ref_167	Ref_168	Ref_169	Ref_170	Ref_171	Ref_172	Ref_173	Ref_174	Ref_175	Ref_176	Ref_177	Ref_178	Ref_179	Ref_180	Ref_181	Ref_182	Ref_183	Ref_184	Ref_185	Ref_186	Ref_187	Ref_188	Ref_189	Ref_190	Ref_191	Ref_192	Ref_193
0010FCE1	DLC01EnchBot_FortifyResistDamageWasteland02	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0010EA51:DLC01Bot_FortifyResistDamage	6.000000	0	0																																																																																																																																																																																	0	13	0010EA78:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Wasteland02_Left:OMOD	0010EA79:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Wasteland02_Right:OMOD	0010F14E:POST_DLC01Bot_Head_Assaultron_Armor_Wasteland02:OMOD	0010F73A:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland02_Left:OMOD	0010F741:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland02_Right:OMOD	0010F748:POST_DLC01Bot_Head_Sentry_Armor_Wasteland02_Unstable:OMOD	0010F74D:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland02_Left:OMOD	0010F753:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland02_Right:OMOD	0010F7EC:POST_DLC01Bot_Legs_Assaultron_Armor_Wasteland02_Left:OMOD	0010F7F0:mod_DailyOps_Bot_Legs_AssaultronBoss_Armor_Wasteland02_Right:OMOD	0010FA11:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Wasteland02:OMOD	0010FA15:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland02_Front:OMOD	0010FB80:POST_DLC01Bot_Head_Protectron_Armor_Wasteland02_Unstable:OMOD																																																																																																																																																																																				
0010FCE3	DLC01EnchBot_FortifyResistDamageWasteland03	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0010EA51:DLC01Bot_FortifyResistDamage	7.000000	0	0																																																																																																																																																																																	0	15	0010F73B:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland03_Left:OMOD	0010F742:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland03_Right:OMOD	0010F74E:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland03_Left:OMOD	0010F754:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland03_Right:OMOD	0010F7D1:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland03_Left:OMOD	0010F7D9:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland03_Right:OMOD	0010F7E0:POST_DLC01Bot_Torso_Assaultron_Armor_Wasteland03_Front:OMOD	0010F7E5:POST_DLC01Bot_Torso_Assaultron_Armor_Wasteland03_Rear:OMOD	0010FA16:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland03_Front:OMOD	0010FA1D:POST_DLC01Bot_Legs_MrHandy_Thruster_Armor_Wasteland03:OMOD	0010FA22:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland03_Rear:OMOD	0010FA29:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland03_Top:OMOD	0010FB7A:POST_DLC01Bot_Hand_Protectron_Armor_Wasteland03_Left:OMOD	0010FB7C:POST_DLC01Bot_Hand_Protectron_Armor_Wasteland03_Right:OMOD	0010FB81:POST_DLC01Bot_Head_Protectron_Armor_Wasteland03_Unstable:OMOD																																																																																																																																																																																		
0010FCE4	DLC01EnchBot_FortifyResistDamageWasteland04	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0010EA51:DLC01Bot_FortifyResistDamage	8.000000	0	0																																																																																																																																																																																	0	10	0010EA7A:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Wasteland04_Left:OMOD	0010EA7B:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Wasteland04_Right:OMOD	0010F73C:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland04_Left:OMOD	0010F743:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland04_Right:OMOD	0010F7D2:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland04_Left:OMOD	0010F7DA:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland04_Right:OMOD	0010F7E6:POST_DLC01Bot_Torso_Assaultron_Armor_Wasteland04_Rear:OMOD	0010FA0C:POST_DLC01Bot_Arm_MrHandy_Armor_Wasteland04:OMOD	0010FA12:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Wasteland04:OMOD	0010FA17:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland04_Front:OMOD																																																																																																																																																																																							
0010FCE5	DLC01EnchBot_FortifyResistDamageWasteland05	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0010EA51:DLC01Bot_FortifyResistDamage	9.000000	0	0																																																																																																																																																																																	0	14	0010F73D:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland05_Left:OMOD	0010F744:POST_DLC01Bot_Arm_Sentry_Armor_Wasteland05_Right:OMOD	0010F749:POST_DLC01Bot_Head_Sentry_Armor_Wasteland05:OMOD	0010F74F:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland05_Left:OMOD	0010F755:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland05_Right:OMOD	0010F7D3:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland05_Left:OMOD	0010F7DB:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland05_Right:OMOD	0010F7E2:POST_DLC01Bot_Torso_Assaultron_Armor_Wasteland05_Front:OMOD	0010F7E7:mod_DailyOps_Bot_Torso_AssaultronBoss_Armor_Wasteland05_Rear:OMOD	0010F7ED:POST_DLC01Bot_Legs_Assaultron_Armor_Wasteland05_Left:OMOD	0010F7F1:POST_DLC01Bot_Legs_Assaultron_Armor_Wasteland05_Right:OMOD	0010FA1E:POST_DLC01Bot_Legs_MrHandy_Thruster_Armor_Wasteland05:OMOD	0010FA23:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland05_Rear:OMOD	0010FA2A:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland05_Top:OMOD																																																																																																																																																																																			
0010FCE6	DLC01EnchBot_FortifyResistDamageConstruction10	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	0010EA51:DLC01Bot_FortifyResistDamage	25.000000	0	0			0010EFF5:DLC01Bot_FortifyResistEnergy	25.000000	0	0																																																																																																																																																																											0	34	0010EA74:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Construction10_Left:OMOD	0010EA75:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Construction10_Right:OMOD	0010F631:POST_DLC01Bot_Legs_Sentry_Armor_Construction10_Left:OMOD	0010F632:POST_DLC01Bot_Legs_Sentry_Armor_Construction10_Right:OMOD	0010F633:POST_DLC01Bot_Legs_Sentry_Armor_Construction10_Rear:OMOD	0010F634:POST_DLC01Bot_Arm_Sentry_Armor_Construction10_Left:OMOD	0010F635:POST_DLC01Bot_Arm_Sentry_Armor_Construction10_Right:OMOD	0010F636:POST_DLC01Bot_Head_Sentry_Armor_Construction10:OMOD	0010F637:POST_DLC01Bot_Torso_Sentry_Armor_Construction10_Front:OMOD	0010F638:POST_DLC01Bot_Torso_Sentry_Armor_Construction10_Rear:OMOD	0010F639:POST_DLC01Bot_Legs_Sentry_Armor_Construction10_Waist:OMOD	0010F77E:POST_DLC01Bot_Arm_Assaultron_Armor_Construction10_Left:OMOD	0010F77F:POST_DLC01Bot_Arm_Assaultron_Armor_Construction10_Right:OMOD	0010F780:POST_DLC01Bot_Hand_Assaultron_Claw_Armor_Construction10_Left:OMOD	0010F782:POST_DLC01Bot_Hand_Assaultron_Claw_Armor_Construction10_Right:OMOD	0010F783:POST_DLC01Bot_Head_Assaultron_Armor_Construction10:OMOD	0010F784:POST_DLC01Bot_Legs_Assaultron_Armor_Construction10_Left:OMOD	0010F785:POST_DLC01Bot_Legs_Assaultron_Armor_Construction10_Right:OMOD	0010F786:POST_DLC01Bot_Torso_Assaultron_Armor_Construction10_Front:OMOD	0010F787:POST_DLC01Bot_Legs_Assaultron_Armor_Construction10_Waist:OMOD	0010F788:POST_DLC01Bot_Torso_Assaultron_Armor_Construction10_Rear:OMOD	0010FA02:POST_DLC01Bot_Arm_MrHandy_Armor_Construction10:OMOD	0010FA04:POST_DLC01Bot_Legs_MrHandy_Thruster_Armor_Construction10:OMOD	0010FA06:POST_DLC01Bot_Torso_MrHandy_Armor_Construction10_Top:OMOD	0010FA07:POST_DLC01Bot_Torso_MrHandy_Armor_Construction10_Rear:OMOD	0010FA08:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Construction10:OMOD	0010FA58:POST_DLC01Bot_Torso_MrHandy_Armor_Construction10_Front:OMOD	0010FAEF:POST_DLC01Bot_Hand_Protectron_Armor_Construction10_Left:OMOD	0010FAF1:POST_DLC01Bot_Hand_Protectron_Armor_Construction10_Right:OMOD	0010FAF2:POST_DLC01Bot_Head_Protectron_Armor_Construction10:OMOD	0010FAF5:POST_DLC01Bot_Legs_Protectron_Armor_Construction10_Left:OMOD	0010FAF8:POST_DLC01Bot_Legs_Protectron_Armor_Construction10_Right:OMOD	0010FAFB:POST_DLC01Bot_Torso_Protectron_Armor_Construction10_Front:OMOD	0010FAFE:POST_DLC01Bot_Torso_Protectron_Armor_Construction10_Rear:OMOD																																																																																																																																																															
0010FCE7	DLC01EnchBot_FortifyResistDamageConstruction09	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	0010EA51:DLC01Bot_FortifyResistDamage	20.000000	0	0			0010EFF5:DLC01Bot_FortifyResistEnergy	20.000000	0	0																																																																																																																																																																											0	22	0010F802:POST_DLC01Bot_Arm_Sentry_Armor_Construction09_Left:OMOD	0010F804:POST_DLC01Bot_Arm_Sentry_Armor_Construction09_Right:OMOD	0010F806:POST_DLC01Bot_Torso_Sentry_Armor_Construction09_Front:OMOD	0010F808:POST_DLC01Bot_Torso_Sentry_Armor_Construction09_Rear:OMOD	0010F80A:POST_DLC01Bot_Legs_Sentry_Armor_Construction09_Left:OMOD	0010F80C:POST_DLC01Bot_Legs_Sentry_Armor_Construction09_Rear:OMOD	0010F80E:POST_DLC01Bot_Legs_Sentry_Armor_Construction09_Right:OMOD	0010F854:POST_DLC01Bot_Arm_Assaultron_Armor_Construction09_Left:OMOD	0010F855:POST_DLC01Bot_Arm_Assaultron_Armor_Construction09_Right:OMOD	0010F856:POST_DLC01Bot_Torso_Assaultron_Armor_Construction09_Front:OMOD	0010F857:POST_DLC01Bot_Torso_Assaultron_Armor_Construction09_Rear:OMOD	0010F858:POST_DLC01Bot_Legs_Assaultron_Armor_Construction09_Left:OMOD	0010F859:POST_DLC01Bot_Legs_Assaultron_Armor_Construction09_Right:OMOD	0010F9FE:POST_DLC01Bot_Torso_MrHandy_Armor_Construction09_Rear:OMOD	0010FA01:POST_DLC01Bot_Arm_MrHandy_Armor_Construction09:OMOD	0010FA03:POST_DLC01Bot_Legs_MrHandy_Thruster_Armor_Construction09:OMOD	0010FA05:POST_DLC01Bot_Torso_MrHandy_Armor_Construction09_Top:OMOD	0010FA09:POST_DLC01Bot_Torso_MrHandy_Armor_Construction09_Front:OMOD	0010FAF4:POST_DLC01Bot_Legs_Protectron_Armor_Construction09_Left:OMOD	0010FAF7:POST_DLC01Bot_Legs_Protectron_Armor_Construction09_Right:OMOD	0010FAFA:POST_DLC01Bot_Torso_Protectron_Armor_Construction09_Front:OMOD	0010FAFD:POST_DLC01Bot_Torso_Protectron_Armor_Construction09_Rear:OMOD																																																																																																																																																																											
0010FCE8	DLC01EnchBot_FortifyResistDamageConstruction01	DLC01EnchBot_FortifyResistDamageConstruction01	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	0010EA51:DLC01Bot_FortifyResistDamage	16.000000	0	0			0010EFF5:DLC01Bot_FortifyResistEnergy	16.000000	0	0																																																																																																																																																																											0	29	0010EA72:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Construction01_Left:OMOD	0010EA73:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Construction01_Right:OMOD	0010F801:POST_DLC01Bot_Arm_Sentry_Armor_Construction01_Left:OMOD	0010F803:POST_DLC01Bot_Arm_Sentry_Armor_Construction01_Right:OMOD	0010F805:POST_DLC01Bot_Torso_Sentry_Armor_Construction01_Front:OMOD	0010F807:POST_DLC01Bot_Torso_Sentry_Armor_Construction01_Rear:OMOD	0010F809:POST_DLC01Bot_Legs_Sentry_Armor_Construction01_Left:OMOD	0010F80B:POST_DLC01Bot_Legs_Sentry_Armor_Construction01_Rear:OMOD	0010F80D:POST_DLC01Bot_Legs_Sentry_Armor_Construction01_Right:OMOD	0010F80F:POST_DLC01Bot_Legs_Sentry_Armor_Construction01_Waist:OMOD	0010F913:POST_DLC01Bot_Arm_Assaultron_Armor_Construction01_Left:OMOD	0010F914:POST_DLC01Bot_Arm_Assaultron_Armor_Construction01_Right:OMOD	0010F915:POST_DLC01Bot_Torso_Assaultron_Armor_Construction01_Front:OMOD	0010F916:POST_DLC01Bot_Torso_Assaultron_Armor_Construction01_Rear:OMOD	0010F917:POST_DLC01Bot_Legs_Assaultron_Armor_Construction01_Left:OMOD	0010F918:POST_DLC01Bot_Legs_Assaultron_Armor_Construction01_Right:OMOD	0010F9FB:POST_DLC01Bot_Arm_MrHandy_Armor_Construction01:OMOD	0010F9FC:POST_DLC01Bot_Legs_MrHandy_Thruster_Armor_Construction01:OMOD	0010F9FD:POST_DLC01Bot_Torso_MrHandy_Armor_Construction01_Front:OMOD	0010F9FF:POST_DLC01Bot_Torso_MrHandy_Armor_Construction01_Top:OMOD	0010FA00:POST_DLC01Bot_Torso_MrHandy_Eye_Armor_Construction01:OMOD	0010FA5A:POST_DLC01Bot_Torso_MrHandy_Armor_Construction01_Rear:OMOD	0010FAEE:POST_DLC01Bot_Hand_Protectron_Armor_Construction01_Left:OMOD	0010FAF0:POST_DLC01Bot_Hand_Protectron_Armor_Construction01_Right:OMOD	0010FAF3:POST_DLC01Bot_Legs_Protectron_Armor_Construction01_Left:OMOD	0010FAF6:POST_DLC01Bot_Legs_Protectron_Armor_Construction01_Right:OMOD	0010FAF9:POST_DLC01Bot_Torso_Protectron_Armor_Construction01_Front:OMOD	0010FAFC:POST_DLC01Bot_Torso_Protectron_Armor_Construction01_Rear:OMOD	0010FC4B:POST_DLC01Bot_Head_Protectron_Armor_Construction01:OMOD																																																																																																																																																																				
0010FCE9	DLC01EnchBot_FortifyResistDamageStandard01	DLC01EnchBot_FortifyResistDamageStandard01	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	0010EA51:DLC01Bot_FortifyResistDamage	4.000000	0	0			0010EFF5:DLC01Bot_FortifyResistEnergy	2.000000	0	0																																																																																																																																																																											0	43	0010EB76:DLC01Bot_Torso_MrHandy_Armor_Standard_Front:OMOD	0010EB78:DLC01Bot_Torso_MrHandy_Armor_Standard_Rear:OMOD	0010EB7A:DLC01Bot_Torso_MrHandy_Armor_Standard_Top:OMOD	0010EB7C:DLC01Bot_Arm_MrHandy_Armor_Standard_1A:OMOD	0010EB8A:DLC01Bot_Torso_Protectron_Armor_Standard_Front:OMOD	0010EB8C:DLC01Bot_Torso_Protectron_Armor_Standard_Rear:OMOD	0010EB8D:DLC01Bot_Arm_Protectron_Armor_Standard_Left:OMOD	0010EB91:DLC01Bot_Arm_Sentry_Armor_Standard_Left:OMOD	0010EB92:DLC01Bot_Arm_Sentry_Armor_Standard_Right:OMOD	0010EB93:DLC01Bot_Torso_Sentry_Armor_Standard_Front:OMOD	0010EB94:DLC01Bot_Torso_Sentry_Armor_Standard_Top:OMOD	0010EB95:DLC01Bot_Legs_Sentry_Armor_Standard_Left:OMOD	0010EB96:DLC01Bot_Legs_Sentry_Armor_Standard_Rear:OMOD	0010EB97:DLC01Bot_Legs_Sentry_Armor_Standard_Right:OMOD	0010EB9A:DLC01Bot_Head_Sentry_Armor_Standard_Type1:OMOD	0010EB9C:DLC01Bot_Arm_Protectron_Armor_Standard_Right:OMOD	0010EB9D:DLC01Bot_Arm_Assaultron_Armor_Standard_Left:OMOD	0010EB9E:DLC01Bot_Arm_Assaultron_Armor_Standard_Right:OMOD	0010EB9F:DLC01Bot_Hand_Protectron_Armor_Standard_Left:OMOD	0010EBA0:DLC01Bot_Hand_Protectron_Armor_Standard_Right:OMOD	0010EC92:DLC01Bot_Torso_Assaultron_Armor_Standard_Front:OMOD	0010EC93:DLC01Bot_Torso_Assaultron_Armor_Standard_Rear:OMOD	0010EC94:DLC01Bot_Legs_Assaultron_Armor_Standard_Left:OMOD	0010EC95:DLC01Bot_Legs_Assaultron_Armor_Standard_Right:OMOD	0010F173:DLC01Bot_Legs_Protectron_Armor_Standard_Left:OMOD	0010F174:DLC01Bot_Legs_Protectron_Armor_Standard_Right:OMOD	0010F6AB:DLC01Bot_Legs_Assaultron_Armor_Satchel_Standard_Waist:OMOD	0010F6AD:DLC01Bot_Torso_Assaultron_Armor_Satchel_Standard_Front:OMOD	0010F6AE:DLC01Bot_Torso_Assaultron_Armor_Satchel_Standard_Rear:OMOD	0010F6AF:DLC01Bot_Torso_Protectron_Armor_Satchel_Standard_Front:OMOD	0010F6B0:DLC01Bot_Legs_Protectron_Armor_Satchel_Standard_Waist:OMOD	0010F716:DLC01Bot_Torso_Sentry_Armor_Satchel_Standard_Front:OMOD	0010F717:DLC01Bot_Torso_Sentry_Armor_Satchel_Standard_Top:OMOD	0010F71E:DLC01Bot_Legs_Sentry_Armor_Satchel_Standard_Rear:OMOD	0010F720:DLC01Bot_Legs_Sentry_Armor_Satchel_Standard_Waist:OMOD	0010F723:DLC01Bot_Legs_Sentry_Armor_Standard_Waist:OMOD	0010F9CE:DLC01Bot_Head_Assaultron_Armor_Standard_PAM:OMOD	0010FA57:DLC01Bot_Torso_MrHandy_Armor_Satchel_Standard_Front:OMOD	0010FA59:DLC01Bot_Torso_MrHandy_Armor_Satchel_Standard_Top:OMOD	0010FA5B:DLC01Bot_Torso_MrHandy_Armor_Satchel_Standard_Rear:OMOD	0010FA5C:DLC01Bot_Legs_Sentry_Armor_Satchel_Standard_Right:OMOD	0010FA5D:DLC01Bot_Legs_Sentry_Armor_Satchel_Standard_Left:OMOD	0010FC4C:DLC01Bot_Head_Protectron_Armor_Standard:OMOD																																																																																																																																																						
0010FCEB	DLC01EnchBot_FortifyResistDamageWasteland06	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0010EA51:DLC01Bot_FortifyResistDamage	10.000000	0	0																																																																																																																																																																																	0	12	0010F750:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland06_Left:OMOD	0010F756:POST_DLC01Bot_Legs_Sentry_Armor_Wasteland06_Right:OMOD	0010F75D:POST_DLC01Bot_Torso_Sentry_Armor_Wasteland06_Front:OMOD	0010F7D4:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland06_Left:OMOD	0010F7DC:POST_DLC01Bot_Arm_Assaultron_Armor_Wasteland06_Right:OMOD	0010F7E8:POST_DLC01Bot_Torso_Assaultron_Armor_Wasteland06_Rear:OMOD	0010F7EE:POST_DLC01Bot_Legs_Assaultron_Armor_Wasteland06_Left:OMOD	0010F7F2:POST_DLC01Bot_Legs_Assaultron_Armor_Wasteland06_Right:OMOD	0010FA1F:POST_DLC01Bot_Legs_MrHandy_Thruster_Armor_Wasteland06:OMOD	0010FA24:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland06_Rear:OMOD	0010FB78:POST_DLC01Bot_Torso_Protectron_Armor_Wasteland06_Front:OMOD	0010FB7D:POST_DLC01Bot_Hand_Protectron_Armor_Wasteland06_Right:OMOD																																																																																																																																																																																					
0010FCEC	DLC01EnchBot_FortifyResistDamageWasteland07	EnchBot_DamageResist	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0010EA51:DLC01Bot_FortifyResistDamage	11.000000	0	0																																																																																																																																																																																	0	8	0010F74A:POST_DLC01Bot_Head_Sentry_Armor_Wasteland07:OMOD	0010F75E:POST_DLC01Bot_Torso_Sentry_Armor_Wasteland07_Front:OMOD	0010F7D5:mod_DailyOps_Bot_Arm_AssaultronBoss_Armor_Wasteland07_Left:OMOD	0010F7DD:mod_DailyOps_Bot_Arm_AssaultronBoss_Armor_Wasteland07_Right:OMOD	0010F7E9:POST_DLC01Bot_Torso_Assaultron_Armor_Wasteland07_Rear:OMOD	0010FA0D:POST_DLC01Bot_Arm_MrHandy_Armor_Wasteland07:OMOD	0010FA19:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland07_Front:OMOD	0010FA25:POST_DLC01Bot_Torso_MrHandy_Armor_Wasteland07_Rear:OMOD																																																																																																																																																																																									
