FormID	EDID	FULL	XALG_Flags	SWFI	RENT_FormID	RENT_EDID	RENT_FULL	ReferencedBy
007B28FB	SCORE_S19_AVTR_PlayerIcon_PlayerIcon5	Enclave Hellfire	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S19_EnclaveHellfirePA.dds	007B2908	SCORE_S19_ENTM_PlayerIcon_PlayerIcon5	Enclave Hellfire Player Icon	
007B2895	ATX_AVTR_PlayerIcon_GhoulMale	Ghoul Male	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_GhoulMale.dds	007B28C5	ATX_ENTM_PlayerIcon_GhoulMale	Ghoul Male Player Icon	
007B2894	ATX_AVTR_PlayerIcon_GhoulFemale	Ghoul Female	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_GhoulFemale.dds	007B28C4	ATX_ENTM_PlayerIcon_GhoulFemale	Ghoul Female Player Icon	
00796F2C	SCORE_S18_AVTR_PlayerIcon_PlayerIcon8	Super Mutant Super Sledge	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_SuperMutant.dds	00796F2D	SCORE_S18_ENTM_PlayerIcon_PlayerIcon8	Super Mutant Super Sledge Player Icon	
00796632	SCORE_S18_AVTR_PlayerIcon_PlayerIcon7	Roadside Warrior	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_RoadsideWarrior.dds	00796639	SCORE_S18_ENTM_PlayerIcon_PlayerIcon7	Roadside Warrior Player Icon	
00796631	SCORE_S18_AVTR_PlayerIcon_PlayerIcon6	Desperado	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_Desperado.dds	00796638	SCORE_S18_ENTM_PlayerIcon_PlayerIcon6	Desperado Player Icon	
00796630	SCORE_S18_AVTR_PlayerIcon_PlayerIcon5	Wagon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_Caravan.dds	00796637	SCORE_S18_ENTM_PlayerIcon_PlayerIcon5	Wagon Player Icon	
0079662F	SCORE_S18_AVTR_PlayerIcon_PlayerIcon4	Blue Ridge Mr. Fuzzy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_BlueRidgeMrFuzzy.dds	00796636	SCORE_S18_ENTM_PlayerIcon_PlayerIcon4	Blue Ridge Mr. Fuzzy Player Icon	
0079662E	SCORE_S18_AVTR_PlayerIcon_PlayerIcon3	Blue Ridge Logo	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_BlueRidgeLogo.dds	00796635	SCORE_S18_ENTM_PlayerIcon_PlayerIcon3	Blue Ridge Logo Player Icon	
0079662D	SCORE_S18_AVTR_PlayerIcon_PlayerIcon2	Gatling Gun	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_BlueRidgeGatlingGun.dds	00796634	SCORE_S18_ENTM_PlayerIcon_PlayerIcon2	Gatling Gun Player Icon	
0079662C	SCORE_S18_AVTR_PlayerIcon_PlayerIcon1	Eyebot Helmet	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S18_BlueRidgeEyebotHelmet.dds	00796633	SCORE_S18_ENTM_PlayerIcon_PlayerIcon1	Eyebot Helmet Player Icon	
007892E6	SCORE_S17_AVTR_PlayerIcon_PlayerIcon11	Storm	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_Storm.dds	007892EA	SCORE_S17_ENTM_PlayerIcon_PlayerIcon11	Storm Player Icon	
007892E5	SCORE_S17_AVTR_PlayerIcon_PlayerIcon10	Lost Portrait	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_LostGhoulPortrait.dds	007892E9	SCORE_S17_ENTM_PlayerIcon_PlayerIcon10	Lost Portrait Player Icon	
007892E4	SCORE_S17_AVTR_PlayerIcon_PlayerIcon9	Hypnosis	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_Hypnosis.dds	007892E8	SCORE_S17_ENTM_PlayerIcon_PlayerIcon9	Hypnosis Player Icon	
007892E3	SCORE_S17_AVTR_PlayerIcon_PlayerIcon8	Lost	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_LostGhoul.dds	007892E7	SCORE_S17_ENTM_PlayerIcon_PlayerIcon8	Lost Player Icon	
0077EB33	ATX_AVTR_PlayerIcon_HotDog_Frank	Mr. Frank	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_HotDog_01_L.dds	0076E0FC	ATX_ENTM_PlayerIcon_HotDog_Frank	Mr. Frank Player Icon	
0077456C	ATX_AVTR_PlayerIcon_VeggieMan	Veggie Man	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VeggieMan_L.dds	0077457E	ATX_ENTM_PlayerIcon_VeggieMan	Veggie Man Player Icon	
0077389C	SCORE_S17_AVTR_PlayerIcon_PlayerIcon7	Toasty	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_MarshalMallowToasted.dds	007738A3	SCORE_S17_ENTM_PlayerIcon_PlayerIcon7	Toasty Player Icon	
0077389B	SCORE_S17_AVTR_PlayerIcon_PlayerIcon6	Rest N Wander	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_RestNWander.dds	007738A2	SCORE_S17_ENTM_PlayerIcon_PlayerIcon6	Rest N Wander Player Icon	
0077389A	SCORE_S17_AVTR_PlayerIcon_PlayerIcon5	Reaper	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_VaultBoyReaper.dds	007738A1	SCORE_S17_ENTM_PlayerIcon_PlayerIcon5	Reaper Player Icon	
00773899	SCORE_S17_AVTR_PlayerIcon_PlayerIcon4	Pioneer Scouts	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_PioneerScoutsLogo.dds	007738A0	SCORE_S17_ENTM_PlayerIcon_PlayerIcon4	Pioneer Scouts Player Icon	
00773898	SCORE_S17_AVTR_PlayerIcon_PlayerIcon3	Scoutmaster	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_PioneerScoutsProtectron.dds	0077389F	SCORE_S17_ENTM_PlayerIcon_PlayerIcon3	Scoutmaster Player Icon	
00773897	SCORE_S17_AVTR_PlayerIcon_PlayerIcon2	Thrasher	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_Thrasher.dds	0077389E	SCORE_S17_ENTM_PlayerIcon_PlayerIcon2	Thrasher Player Icon	
00773896	SCORE_S17_AVTR_PlayerIcon_PlayerIcon1	Marshal Mallow	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S17_MarshalMallow.dds	0077389D	SCORE_S17_ENTM_PlayerIcon_PlayerIcon1	Marshal Mallow Player Icon	
0075C92A	ATX_AVTR_PlayerIcon_HotDog_MsVienna	Ms. Vienna	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_HotDog_02_L.dds	0075C92D	ATX_ENTM_PlayerIcon_HotDog_MsVienna	Ms. Vienna Player Icon	
0074F54A	zzzSCORE_S16_AVTR_PlayerIcon_PlayerIcon1_Copy01	Player Icon 1	Premium		0047A449	UTILITY_ENTM_ItemDisableEntitlement		
0074DC89	SCORE_S16_AVTR_PlayerIcon_PlayerIcon7	Duel with the Devil	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S16_DForDevil.dds	0074DC90	SCORE_S16_ENTM_PlayerIcon_PlayerIcon7	Duel with the Devil Player Icon	
0074DC88	SCORE_S16_AVTR_PlayerIcon_PlayerIcon6	Beach Guinevere	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S16_GuinevereVacation.dds	0074DC8F	SCORE_S16_ENTM_PlayerIcon_PlayerIcon6	Beach Guinevere Player Icon	
0074DC87	SCORE_S16_AVTR_PlayerIcon_PlayerIcon5	Devilish	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S16_DevilishSkull.dds	0074DC8E	SCORE_S16_ENTM_PlayerIcon_PlayerIcon5	Devilish Player Icon	
0074DC86	SCORE_S16_AVTR_PlayerIcon_PlayerIcon4	Adelaide	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S16_Adelaide.dds	0074DC8D	SCORE_S16_ENTM_PlayerIcon_PlayerIcon4	Adelaide Player Icon	
0074DC85	SCORE_S16_AVTR_PlayerIcon_PlayerIcon3	Jersey Devil	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S16_JerseyDevil.dds	0074DC8C	SCORE_S16_ENTM_PlayerIcon_PlayerIcon3	Jersey Devil Player Icon	
0074DC84	SCORE_S16_AVTR_PlayerIcon_PlayerIcon2	Gun Show	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S16_RipDaringFlex.dds	0074DC8B	SCORE_S16_ENTM_PlayerIcon_PlayerIcon2	Gun Show Player Icon	
0074DC83	SCORE_S16_AVTR_PlayerIcon_PlayerIcon1	Heating Up	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S16_RipDaringCremator.dds	0074DC8A	SCORE_S16_ENTM_PlayerIcon_PlayerIcon1	Heating Up Player Icon	
00746C4C	ATX_AVTR_PlayerIcon_Shotgunner	Shotgunner	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NPE_Loadout_05.dds	00746C51	ATX_ENTM_PlayerIcon_Shotgunner	Shotgunner Player Icon	
00746C4B	ATX_AVTR_PlayerIcon_Slugger	Slugger	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NPE_Loadout_04.dds	00746C50	ATX_ENTM_PlayerIcon_Slugger	Slugger Player Icon	
00746C4A	ATX_AVTR_PlayerIcon_Gunslinger	Gunslinger	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NPE_Loadout_03.dds	00746C4F	ATX_ENTM_PlayerIcon_Gunslinger	Gunslinger Player Icon	
00746C49	ATX_AVTR_PlayerIcon_Gladiator	Gladiator	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NPE_Loadout_02.dds	00746C4E	ATX_ENTM_PlayerIcon_Gladiator	Gladiator Player Icon	
00746C48	ATX_AVTR_PlayerIcon_Commando	Commando	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NPE_Loadout_01.dds	00746C4D	ATX_ENTM_PlayerIcon_Commando	Commando Player Icon	
0073E3C6	SCORE_S15_AVTR_PlayerIcon_Icon6_Copy01	King Vault Boy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_VaultBoyKing.dds	006F57B7	SCORE_S15_ENTM_PlayerIcon_Icon6	Card King Player Icon	
0073E3C5	SCORE_S15_AVTR_PlayerIcon_Icon5_Copy01	Jack Spade	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_JackSpade.dds	006F57B6	SCORE_S15_ENTM_PlayerIcon_Icon5	Jack Spade Player Icon	
0073E3C4	SCORE_S15_AVTR_PlayerIcon_Icon4b	Alex Fiori	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_AlexFiori.dds	0073FD04	SCORE_S15_ENTM_PlayerIcon_Icon4b	Alex Fiori Player Icon	
006F8548	ATX_AVTR_PlayerIcon_BirthdayEvent	Birthday Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_Bday_VaultBoyPartyHorn.dds	006F854A	ATX_ENTM_PlayerIcon_BirthdayEvent	Birthday Boy Player Icon	
006F7E66	zzz_SCORE_S14_AVTR_PlayerIcon_BirthdayPlayer	Birthday Player	Premium		006F7E67	zzz_SCORE_S14_ENTM_PlayerIcon_BirthdayPlayer	Birthday Player Icon	
006F57B1	SCORE_S15_AVTR_PlayerIcon_Icon7	The Big Score	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_SmokingAce.dds	006F57B8	SCORE_S15_ENTM_PlayerIcon_Icon7	The Big Score Player Icon	
006F57B0	SCORE_S15_AVTR_PlayerIcon_Icon6b	Queen Vault Girl	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_VaultGirlQueen.dds	0073FD06	SCORE_S15_ENTM_PlayerIcon_Icon6b	Card Queen Player Icon	
006F57AF	SCORE_S15_AVTR_PlayerIcon_Icon5b	Diane Yung	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_DianeYung.dds	0073FD05	SCORE_S15_ENTM_PlayerIcon_Icon5b	Diane Yung Player Icon	
006F57AE	SCORE_S15_AVTR_PlayerIcon_Icon4	Ruby Reinhart	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_RubyReinhart.dds	006F57B5	SCORE_S15_ENTM_PlayerIcon_Icon4	Ruby Reinhart Player Icon	
006F57AD	SCORE_S15_AVTR_PlayerIcon_Icon3	Conqueror	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_RomanSwords.dds	006F57B4	SCORE_S15_ENTM_PlayerIcon_Icon3	Conqueror Player Icon	
006F57AC	SCORE_S15_AVTR_PlayerIcon_Icon2	Circuit Breaker	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_ArtDecoBolt.dds	006F57B3	SCORE_S15_ENTM_PlayerIcon_Icon2	Circuit Breaker Player Icon	
006F57AB	SCORE_S15_AVTR_PlayerIcon_Icon1	Lucky 7	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S15_LuckySeven.dds	006F57B2	SCORE_S15_ENTM_PlayerIcon_Icon1	Lucky 7 Player Icon	
006F45F5	ATX_AVTR_PlayerIcon_BattleScar	Battle Scar	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Nuke_01.dds	006F4607	ATX_ENTM_PlayerIcon_BattleScar	Battle Scar Player Icon	
006F45F4	ATX_AVTR_PlayerIcon_WinkingVaultGirl	Winking Vault-Girl	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultGirl_07.dds	006F4606	ATX_ENTM_PlayerIcon_WinkingVaultGirl	Winking Vault-Girl Player Icon	
006F45F3	ATX_AVTR_PlayerIcon_WastelandWedding	Wasteland Wedding	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultGirl_06.dds	006F4605	ATX_ENTM_PlayerIcon_WastelandWedding	Wasteland Wedding Player Icon	
006F45F2	ATX_AVTR_PlayerIcon_TooBrightVaultBoy	Too Bright Vault-Boy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_22.dds	006F4604	ATX_ENTM_PlayerIcon_TooBrightVaultBoy	Too Bright Vault-Boy Player Icon	
006F45F1	ATX_AVTR_PlayerIcon_LookingVaultBoy	Looking Vault-Boy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_21.dds	006F4603	ATX_ENTM_PlayerIcon_LookingVaultBoy	Looking Vault-Boy Player Icon	
006F45F0	ATX_AVTR_PlayerIcon_GladiatorVaultBoy	Gladiator Vault-Boy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_20.dds	006F4602	ATX_ENTM_PlayerIcon_GladiatorVaultBoy	Gladiator Vault-Boy Player Icon	
006F45EF	ATX_AVTR_PlayerIcon_MeatWeekVaultBoy	Meat Week Vault-Boy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_19.dds	006F4601	ATX_ENTM_PlayerIcon_MeatWeekVaultBoy	Meat Week Vault-Boy Player Icon	
006F45EE	ATX_AVTR_PlayerIcon_HollywoodStar	Hollywood Star	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_68.dds	006F4600	ATX_ENTM_PlayerIcon_HollywoodStar	Hollywood Star Player Icon	
006F45ED	ATX_AVTR_PlayerIcon_Mutation_GhoulScreamingLeft	Screaming Ghoul	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Mutation_03.dds	006F45FF	ATX_ENTM_PlayerIcon_Mutation_GhoulScreamingLeft	Screaming Ghoul Player Icon	
006F45EC	ATX_AVTR_PlayerIcon_Mutation_Invasion	Mutation Invasion	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Mutation_02.dds	006F45FE	ATX_ENTM_PlayerIcon_Mutation_Invasion	Mutation Invasion Player Icon	
006F45EB	ATX_AVTR_PlayerIcon_Mutation_GhoulRight	Mutated Ghou	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Mutation_01.dds	006F45FD	ATX_ENTM_PlayerIcon_Mutation_GhoulRight	Mutated Ghoul Player Icon	
006F45EA	ATX_AVTR_PlayerIcon_Callof76_Ghoul	Ghoul Crooner	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_CallOf76_03.dds	006F45FC	ATX_ENTM_PlayerIcon_Callof76_Ghoul	Ghoul Crooner Player Icon	
006F45E9	ATX_AVTR_PlayerIcon_Callof76_Mirelurk	Call of the Mirelurk	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_CallOf76_02.dds	006F45FB	ATX_ENTM_PlayerIcon_Callof76_Mirelurk	Call of the Mirelurk Player Icon	
006F45E8	ATX_AVTR_PlayerIcon_Callof76	Call of 76	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_CallOf76_01.dds	006F45FA	ATX_ENTM_PlayerIcon_Callof76	Call of 76 Player Icon	
006F45E7	ATX_AVTR_PlayerIcon_Butterfly	Butterfly	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Butterfly_01.dds	006F45F9	ATX_ENTM_PlayerIcon_Butterfly	Butterfly Player Icon	
006F45E6	ATX_AVTR_PlayerIcon_BlueMoon_Devil	Blue Devil	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_BlueMoon_03.dds	006F45F8	ATX_ENTM_PlayerIcon_BlueMoon_Devil	Blue Devil Player Icon	
006F45E5	ATX_AVTR_PlayerIcon_BlueMoon_Campfire	Campfire Traveller	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_BlueMoon_02.dds	006F45F7	ATX_ENTM_PlayerIcon_BlueMoon_Campfire	Campfire Traveller Player Icon	
006F45E4	ATX_AVTR_PlayerIcon_BlueMoon_ScaredCarave	Scared Caravan	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_BlueMoon_01.dds	006F45F6	ATX_ENTM_PlayerIcon_BlueMoon_ScaredCaravan	Scared Caravan Player Icon	
006EAE7C	ATX_TP_AVTR_PlayerIcon_5thAnniversary	5th Anniversary	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_5anniv.dds	006EAE7D	ATX_TP_ENTM_PlayerIcon_5thAnniversary	5th Anniversary Player Icon	
006E359F	ATX_AVTR_PlayerIcon_FreeStatesFight	Free States Fight	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FreeeStates_03.dds	006E35A0	ATX_ENTM_PlayerIcon_FreeStatesFight	Free States Fight Player Icon	
006D0086	SCORE_S14_AVTR_PlayerIcon_FightForFreedom	Fight For Freedom	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_FightForFreedom.dds	006D0094	SCORE_S14_ENTM_PlayerIcon_FightForFreedom	Fight For Freedom Player Icon	
006D0085	SCORE_S14_AVTR_PlayerIcon_LibertyPrimeSalute	Liberty Prime Salute	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_LibertyPrime.dds	006D0092	SCORE_S14_ENTM_PlayerIcon_LibertyPrimeSalute	Liberty Prime Salute Player Icon	
006D0084	SCORE_S14_AVTR_PlayerIcon_DeepSpacePA	Deep Spacewalk Power Armor	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_SpacePA.dds	006D0091	SCORE_S14_ENTM_PlayerIcon_DeepSpacePA	Deep Spacewalk Power Armor Player Icon	
006D0083	SCORE_S14_AVTR_PlayerIcon_PresidentialSeal	Presidential Seal	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_PresidentialSeal.dds	006D0090	SCORE_S14_ENTM_PlayerIcon_PresidentialSeal	Presidential Seal Player Icon	
006D0082	SCORE_S14_AVTR_PlayerIcon_ArmyTank	Army Tank	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_Tank.dds	006D008F	SCORE_S14_ENTM_PlayerIcon_ArmyTank	Army Tank Player Icon	
006D0081	SCORE_S14_AVTR_PlayerIcon_StateCar	Presidential State Car	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_PresidentialCar.dds	006D008E	SCORE_S14_ENTM_PlayerIcon_StateCar	Presidential State Car Player Icon	
006D0080	SCORE_S14_AVTR_PlayerIcon_EagleBalloon	Eagle Balloon Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S14_EagleBalloon.dds	006D008D	SCORE_S14_ENTM_PlayerIcon_EagleBalloon	Eagle Balloon Player Icon	
0069EF9C	SCORE_S12_AVTR_PlayerIcon_LaughingGuinevereIcon	Laughing Guinevere Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_GuinevereLaugh.dds	0069EF9D	SCORE_S12_ENTM_PlayerIcon_LaughingGuinevereIcon	Laughing Guinevere Player Icon	
00699A98	SCORE_S13_AVTR_PlayerIcon_ShootForTheStars	Shoot For The Stars Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S13_ShootForTheStars.dds	00699A9F	SCORE_S13_ENTM_PlayerIcon_ShootForTheStars	Shoot for the Stars Player Icon	
00699A97	SCORE_S13_AVTR_PlayerIcon_NuclearStuntman	Motorcycle Stuntman Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S13_Motorcycle.dds	00699A9E	SCORE_S13_ENTM_PlayerIcon_NuclearStuntman	Motorcycle Stuntman Player Icon	
00699A96	SCORE_S13_AVTR_PlayerIcon_MassAttraction	Weapon of Mass Attraction Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S13_MassAttraction.dds	00699A9D	SCORE_S13_ENTM_PlayerIcon_MassAttraction	Weapon of Mass Attraction Player Icon	
00699A95	SCORE_S13_AVTR_PlayerIcon_EmpireOntheNile	Empire on the Nile Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S13_EmpireOnTheNile.dds	00699A9C	SCORE_S13_ENTM_PlayerIcon_EmpireOntheNile	Empire on the Nile Player Icon	
00699A94	SCORE_S13_AVTR_PlayerIcon_MovieClapper	Clapperboard Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S13_Clapperboard.dds	00699A9B	SCORE_S13_ENTM_PlayerIcon_MovieClapper	Clapperboard Player Icon	
00699A93	SCORE_S13_AVTR_PlayerIcon_HonkHonkStabStab	Honk Honk Stab Stab Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S13_Clown.dds	00699A9A	SCORE_S13_ENTM_PlayerIcon_HonkHonkStabStab	Honk Honk Stab Stab Player Icon	
00699A92	SCORE_S13_AVTR_PlayerIcon_BlueDevil	The Devil's Moon Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S13_BlueDevil.dds	00699A99	SCORE_S13_ENTM_PlayerIcon_BlueDevil	The Devil's Moon Player Icon	
00691B44	SCORE_S12_AVTR_PlayerIcon_SheepsquatchIcon	Sheepsquatch Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_Sheepsquatch.dds	00691B45	SCORE_S12_ENTM_PlayerIcon_SheepsquatchIcon	Sheepsquatch Icon	
00684EBA	SCORE_S12_AVTR_PlayerIcon_RipDaringLogo	Rip Daring Logo	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_RipDaringLogo.dds	00684EC0	SCORE_S12_ENTM_PlayerIcon_RipDaringLogo	Rip Daring Logo	
00684EB9	SCORE_S12_AVTR_PlayerIcon_GuinevereIcon	Bubblegum Guinevere Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_GuinevereGum.dds	00684EBF	SCORE_S12_ENTM_PlayerIcon_GuinevereIcon	Bubblegum Guinevere Player Icon	
00684EB8	SCORE_S12_AVTR_PlayerIcon_RipDaringIcon	Rip Daring Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_DaringJetpack.dds	00684EBE	SCORE_S12_ENTM_PlayerIcon_RipDaringIcon	Rip Daring Player Icon	
00684EB7	SCORE_S12_AVTR_PlayerIcon_GraftonMonsterIcon	Grafton Fog Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_GraftonFog.dds	00684EBD	SCORE_S12_ENTM_PlayerIcon_GraftonMonsterIcon	Grafton Fog Icon	
00684EB6	SCORE_S12_AVTR_PlayerIcon_MothmanMoon	Mothman Moon Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_MothmanMoon.dds	00684EBC	SCORE_S12_ENTM_PlayerIcon_MothmanMoon	Mothman Moon Player Icon	
00684EB5	SCORE_S12_AVTR_PlayerIcon_PercivalIcon	Percival Icon	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S12_Percival.dds	00684EBB	SCORE_S12_ENTM_PlayerIcon_PercivalIcon	Percival Player Icon	
0067A878	SCORE_S11_F1_AVTR_PlayerIcon_WildWestCappy	Wild West Cappy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S11_WildWestCappy.dds	0067A87A	SCORE_S11_F1_ENTM_PlayerIcon_WildWestCappy	Wild West Cappy Player Icon	
0067A877	SCORE_S11_AVTR_PlayerIcon_NukaCherry	Nuka-Cherry	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S11_NukaCherry.dds	0067A879	SCORE_S11_ENTM_PlayerIcon_NukaCherry	Nuka-Cherry Player Icon	
00677B33	SCORE_S11_AVTR_PlayerIcon_NukaWorld	Nuka World	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S11_NukaWorld.dds	00677B79	SCORE_S11_ENTM_PlayerIcon_NukaWorld	Nuka World Player Icon	
00677B32	SCORE_S11_AVTR_PlayerIcon_NukaQuantum	Nuka-Cola Quantum	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S11_NukaColaQuantum.dds	00677B78	SCORE_S11_ENTM_PlayerIcon_NukaQuantum	Nuka-Cola Quantum Player Icon	
00677B31	SCORE_S11_AVTR_PlayerIcon_NukaCola	Nuka-Cola	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S11_NukaCola.dds	00677B77	SCORE_S11_ENTM_PlayerIcon_NukaCola	Nuka-Cola Player Icon	
