QuestFormID	QuestEDID	AllyGuess	SceneFormID	SceneEDID	SceneFlags	PhaseCount	ActorCount	ActorAliases	Conditions	Scripts
0057235D	COMP_Conversation_Astronaut_Emerson_014_Athena	Astronaut	005723B1	COMP_Astronaut_VisitorScene_Emerson_004	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	19	2	001 Astronaut ; 002 Visitor		
0057235C	COMP_Conversation_Astronaut_Emerson_005_RegretToInform	Astronaut	005723AE	COMP_Astronaut_VisitorScene_Emerson_005_CrewDead	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	14	2	001 Astronaut ; 002 Visitor		
0057235B	COMP_Conversation_Astronaut_Emerson_011_Scared	Astronaut	005723AF	COMP_VisitorScene_Astronaut_Emerson_010_Serums	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	7	2	001 Astronaut ; 002 Visitor		
0057235A	COMP_Conversation_Astronaut_Emerson_008_Revelations	Astronaut	005723B0	COMP_Astronaut_Scene_Visitor009_Emerson	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	15	2	001 Astronaut ; 002 Visitor		
0057235A	COMP_Conversation_Astronaut_Emerson_008_Revelations	Astronaut	005A1A14	COMP_Conversation_Astronaut_Emerson_008_Revelations_ApproachScene	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	2	002 Visitor ; 001 Astronaut		
00568CB2	COMP_Quest_Intro_Lite_RaiderPunk	RaiderPunk	005693F1	COMP_Scene_Hire_RaiderPunk	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 14	6	1	003 Ally		
00568CB1	COMP_Quest_Camp_Lite_RaiderPunk	RaiderPunk	00568E54	ALLY_Scene_RaiderPunk_AllRadiants	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	001 Ally		
00568CB1	COMP_Quest_Camp_Lite_RaiderPunk	RaiderPunk	0059FB1D	ALLY_Scene_RaiderPunk_FirstQuest_Start	Show All Text ; Unknown 5 ; No Follower Idle Chatter	5	1	001 Ally		
00568CB1	COMP_Quest_Camp_Lite_RaiderPunk	RaiderPunk	0059FB1E	ALLY_Scene_RaiderPunk_FirstQuest_End	Show All Text ; Unknown 5 ; No Follower Idle Chatter	2	1	001 Ally		
00563F8B	COMP_Conversation_Astronaut_Emerson_003_FirstMet	Astronaut	00563FB9	COMP_Conversation_Astronaut_Emerson_001_Scene	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	30	2	001 Astronaut ; 002 Visitor		
00557695	COMP_Dialogue_Astronaut_Grahm	Astronaut	005576C2	COMP_Dialogue_Astronaut_Grahm_ChallyChat	Show All Text	15	2	001 Grahm ; 000 Astronaut		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	00553B1D	COMP_Astronaut_Scene_RadiantQuests	Show All Text ; Unknown 5 ; Unknown 13	6	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	00562101	COMP_Scene_Astronaut_Chat_JustMet	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	3	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0057319E	COMP_Astronaut_Scene_Finale	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	00585357	COMP_Scene_Astronaut_Story_JustMet	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	6	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	005856B3	COMP_Scene_Astronaut_RomanceManager	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	00589486	COMP_Astronaut_Scene_Romance_SavedAthena	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	3	2	001 Ally ; 000 Player		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	00589E9D	COMP_Astronaut_Scene_Romance_KilledAthena	Show All Text ; Unknown 13	1	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0058C918	COMP_Astronaut_Scene_Thanks	Show All Text ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0058EB1A	COMP_Astronaut_Scene_Friendship	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0058F254	COMP_Astronaut_Scene_DeepSleepHolotape	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	2	001 Ally ; 000 Player		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059E159	COMP_Scene_Astronaut_Story_Friendship	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	5	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059E15A	COMP_Scene_Astronaut_Chat_Friendship	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059E15B	COMP_Scene_Astronaut_Story_Confidant	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	7	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059E15C	COMP_Scene_Astronaut_Chat_Confidant	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059E15D	COMP_Scene_Astronaut_Story_Romance	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	5	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059E15E	COMP_Scene_Astronaut_Chat_Romance	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059FB16	COMP_Scene_Astronaut_Grognak_Friendship	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059FB17	DEL_COMP_Scene_Astronaut_Scrap	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13 ; Unknown 14	1	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	0059FB18	COMP_Scene_Astronaut_AMA_Friendship	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	3	0			
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	005A0B17	COMP_Scene_Astronaut_Romance	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	9	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	005A1214	COMP_Scene_Astronaut_Outro_Reaction	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	6	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	005A1A67	COMP_Scene_Astronaut_BreakUp	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Ally		
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	005A1A68	COMP_Scene_Astronaut_RomanceRepeat	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	001 Ally		
