NOTE_FormID	NOTE_EDID	FULL	DNAM_Type	Model	ICON	DATA_Value	DATA_Weight	VCRY_FormID	VCRY_EDID	PTRN	YNAM_PickupSound	ZNAM_PutdownSound	SNAM_Scene_FormID	SNAM_Scene_EDID	SNAM_Scene_FULL	DIQO_Quest_FormID	DIQO_Quest_EDID	DIQO_Quest_FULL	PNAM_ProgramFile	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33
004ED189	LC042_RobotMechanic_Holotape	Helvetia Protectron Updates	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	004ED18C::REFR	00525407:BabylonExcludeList:FLST																													
004ED368	HolotapeGame_NukaTapper	Nuka Tapper	Program	props/HoloTape_Prop_NukaTapper.nif		0	0.000000			MiscHolotapeGame_76 [TRNS:002B84F3]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]							nukatapper.swf	1	003D4327:UnsellableObject:KYWD					11	0006F7D0:Magazine_Holotape_NukatapperBook:BOOK	001E7DA9:QAHolotapeGamesChest:CONT	001E7DAF:QAHolotapesChest:CONT	002AF217:76CharGenQuest:QUST	002B84F1::REFR	0043AD03:Challenge_Lifetime_Collect_Holotape_Games_NukaTapper:CHAL	004EA3F7:76CharGenPlayerTerminal:TERM	004EE6BB:76CharGenPlayerTerminalInvitation:TERM	00525407:BabylonExcludeList:FLST	0067C2AF:ATX_LL_COMP_Vendor_NukaAgent_NukaColaItems:LVLI	007A158F::REFR																						
004F67DE	RSVP03_Holotape_Program	Camp Guide Program v3.4	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					7	001E7DAF:QAHolotapesChest:CONT	003A1FE0:RSVP03_Quest:QUST	003A1FF3:RSVP03_REF_Holotape_Program:REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	004F67EE::REFR	004F6808:RSVP03_Terminal_UNUSED:TERM	00525407:BabylonExcludeList:FLST																										
005103C4	RSVP04_Holotape_Patrol_Part2	Patrol 2: Triage Center	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2ED:RSVP04_Quest:QUST	00525407:BabylonExcludeList:FLST																													
005103C7	RSVP04_Holotape_Patrol_Part5	Patrol 5: Control Tower	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	004F6809:RSVP04_Terminal_Main_ControlTower:TERM	0050A2ED:RSVP04_Quest:QUST	00525407:BabylonExcludeList:FLST																												
005103C3	RSVP04_Holotape_Patrol_Part1	Patrol 1: Training Exercise	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	003E1FC0:RSVP00_Terminal_Sub_Hub_Training:TERM	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2ED:RSVP04_Quest:QUST	00525407:BabylonExcludeList:FLST																												
005103C6	RSVP04_Holotape_Patrol_Part4	Patrol 4: Medical Center	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2ED:RSVP04_Quest:QUST	00525407:BabylonExcludeList:FLST																													
005103C5	RSVP04_Holotape_Patrol_Part3	Patrol 3: Processing Center	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2ED:RSVP04_Quest:QUST	00525407:BabylonExcludeList:FLST																													
00524B4C	HolotapeGame_Wastelad	Wastelad	Program	props/HoloTape_Prop_Wastelad.nif		0	0.000000			MiscHolotapeGame_76 [TRNS:002B84F3]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]							wastelad.swf	1	003D4327:UnsellableObject:KYWD					6	001E7DA9:QAHolotapeGamesChest:CONT	001E7DAF:QAHolotapesChest:CONT	002B84F2::REFR	0037954F:Magazine_Holotape_WasteladBook:BOOK	0043AD06:Challenge_Lifetime_Collect_Holotape_Games_Wastelad:CHAL	00525407:BabylonExcludeList:FLST																											
00528086	MQ_Overseer_X5_NukeSiloHolotape	Overseer's Log - Site Charlie	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					7	001E7DAF:QAHolotapesChest:CONT	003D7F53:Container_Loot_MQ_OverseersCacheContainer_X5_SpruceKnobNukeSilo:LVLI	0043ACE5:Challenge_Lifetime_Collect_Holotapes_Overseer_X5:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	004E49D9:MQ_Overseer:QUST	004E4A11:MQ_Overseer_HolotapesList:FLST	00525407:BabylonExcludeList:FLST																										
00528081	MQ_Overseer_X4_NukeSiloHolotape	Overseer's Log - Site Alpha	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					7	001E7DAF:QAHolotapesChest:CONT	003D7F52:Container_Loot_MQ_OverseersCacheContainer_X4_SugarGroveNukeSilo:LVLI	0043ACE4:Challenge_Lifetime_Collect_Holotapes_Overseer_X4:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	004E49D9:MQ_Overseer:QUST	004E4A11:MQ_Overseer_HolotapesList:FLST	00525407:BabylonExcludeList:FLST																										
00534F5B	TalesFromWestVirginiaHolotape08	Sideshow Snallygaster - Part 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					8	001E7DAF:QAHolotapesChest:CONT	00430380:Magazine_AstonishingTales03_Book:BOOK	0043AD12:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_08:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F6C::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D0F:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape08:CHAL																									
00534F4A	TalesFromWestVirginiaHolotape02	Who Goes There? - Part 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					9	001E7DAF:QAHolotapesChest:CONT	00430383:Magazine_AstonishingTales04_Book:BOOK	0043AD0C:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_02:CHAL	0043E66D:RSVP00_Mailbox_Rustic02_Container:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2EE:RSVP00_Quest_Master:QUST	00525407:BabylonExcludeList:FLST	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D09:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape02:CHAL																								
00534F49	TalesFromWestVirginiaHolotape01	Who Goes There? - Part 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					9	001E7DAF:QAHolotapesChest:CONT	003D1585::REFR	003D1587::REFR	00430383:Magazine_AstonishingTales04_Book:BOOK	0043AD0B:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_01:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D08:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape01:CHAL																								
00534F54	TalesFromWestVirginiaHolotape06	The Mothman Cometh - Part 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					8	001E7DAF:QAHolotapesChest:CONT	00432D60:Magazine_AstonishingTales01_Book:BOOK	0043AD10:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_06:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F62::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D0D:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape06:CHAL																									
00534F5A	TalesFromWestVirginiaHolotape07	Sideshow Snallygaster - Part 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					8	001E7DAF:QAHolotapesChest:CONT	00430380:Magazine_AstonishingTales03_Book:BOOK	0043AD11:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_07:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F6B::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D0E:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape07:CHAL																									
00534F50	TalesFromWestVirginiaHolotape04	The Beast of Grafton - Part 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					8	001E7DAF:QAHolotapesChest:CONT	0043037E:Magazine_AstonishingTales02_Book:BOOK	0043AD0E:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_04:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F5F::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D0B:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape04:CHAL																									
00534F61	TalesFromWestVirginiaHolotape10	Curse of the Wendigo - Part 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					9	001E7DAF:QAHolotapesChest:CONT	00430386:Magazine_AstonishingTales05_Book:BOOK	0043AD14:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_10:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F65::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D11:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape10:CHAL	006150C7::REFR																								
00534F4F	TalesFromWestVirginiaHolotape03	The Beast of Grafton - Part 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					8	001E7DAF:QAHolotapesChest:CONT	0043037E:Magazine_AstonishingTales02_Book:BOOK	0043AD0D:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_03:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F56::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D0A:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape03:CHAL																									
00534F60	TalesFromWestVirginiaHolotape09	Curse of the Wendigo - Part 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					8	001E7DAF:QAHolotapesChest:CONT	00430386:Magazine_AstonishingTales05_Book:BOOK	0043AD13:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_09:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F63::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D10:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape09:CHAL																									
00534F53	TalesFromWestVirginiaHolotape05	The Mothman Cometh - Part 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					8	001E7DAF:QAHolotapesChest:CONT	00432D60:Magazine_AstonishingTales01_Book:BOOK	0043AD0F:Challenge_Lifetime_Collect_Holotapes_TalesFromWestVirginia_05:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00534F58::REFR	00535E7A:P01C_Tadpole_BadgeHandlerQuest:QUST	00536D0C:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Collector_Sub_AcquireTalesFromWVHillsHolotape05:CHAL																									
0038FFB3	CB15_CBLore_Holotape_Enola_Part04	Enola Walker's Story, Part 4	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	0038FAB7::REFR	0038FF72::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																												
00390069	CB15_CBLore_Holotape_Enola_Part01	Enola Walker's Story, Part 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	0038FE07::REFR	0039005B::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																												
00390058	CB15_CBLore_Holotape_Enola_Part02	Enola Walker's Story, Part 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	0038FE1A::REFR	0038FF7B::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																												
0038FF85	CB15_CBLore_Holotape_Enola_Part05	Enola Walker's Story, Part 5	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	0038EFE6::REFR	0038FF25::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																												
0038FFE9	CB15_CBLore_Holotape_Enola_Part03	Enola Walker's Story, Part 3	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	0038FACE::REFR	0038FF79::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																												
0038FF7F	CB15_CBLore_Holotape_Enola_Part06	Enola Walker's Story, Part 6	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	0038F6F5::REFR	0038FF23::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																												
0016B370	BogTown_CB_LoreHolotape_03	Where Now?	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0016B36E::REFR	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
0016B3F2	BogTown_CB_LoreHolotape_01	Retirement	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0016B3DA::REFR	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
0016B3AF	BogTown_CB_LoreHolotape_02	Goodbye Dad	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0016B37D:BogTown_Mailbox_HolotapeContainer:CONT	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
001389EC	MQ_Overseer_01A_CAMPHolotape	Overseer's Log - C.A.M.P.	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					11	001E7DAF:QAHolotapesChest:CONT	003C4C22:RS01A_Contact:QUST	003D7F48:Container_Loot_MQ_OverseersCacheContainer_01_OverseersCamp:LVLI	00405E14:W05_MQ_001P_Wayward:QUST	0041C976:W05_MQ_004P_Crane:QUST	0043ACD5:Challenge_Lifetime_Collect_Holotapes_Overseer_01a:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	004E49D9:MQ_Overseer:QUST	004E4A11:MQ_Overseer_HolotapesList:FLST	0050D7FD:zzz_PlayerSearchPerk_Babylon:PERK	00525407:BabylonExcludeList:FLST																						
00136733	MTR06_ScorchslayersRecording_Part03	Scorchslayer's Journal - Part 3	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0051C957:MTR06_ScorchSlayer_Loot_Corpse03:NPC_	00525407:BabylonExcludeList:FLST																													
001367BE	MTR06_ScorchslayersRecording_Part01	Scorchslayer's Journal - Part 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	003CDB49:MTR06_ScorchSlayer_Loot_Corpse01c:NPC_	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
0013676C	MTR06_ScorchslayersRecording_Part02	Scorchslayer's Journal - Part 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0051D35A:MTR06_ScorchSlayer_Loot_Corpse02:NPC_	00525407:BabylonExcludeList:FLST																													
000B1801	AMSHQ_CB_LoreHolotape01	Message from Hank Madigan	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	000B23D2:AMSHQ_Reception_CB_LoreTerminal:TERM	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
00348923	FloodedTrain_CB_LoreHolotape01	BoS Report - Trainyard	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	003489CD::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
00348922	LC008_AppalachianAntiques_CB_LoreHolotape01	BoS Report - Antique Store	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	00348B29::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
00320472	LC046_KerwoodMine_CB_LoreHolotape01	BoS Report - Kerwood	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001E7DAF:QAHolotapesChest:CONT	0031F989::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
001A13C5	WatogaEstates_CB_LoreHolotape01	Watoga Residents	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001A05F9::REFR	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
001A1A3D	LC178_WatogaPlaza_CB_LoreHolotape_01	BoS Report - Watoga Plaza	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001A0627::REFR	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
001A1821	WatogaEstates_CB_LoreHolotape02	Protestors	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	001A0628::REFR	001E7DAF:QAHolotapesChest:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002E6D7B	RSVP00_Holotape_SurvivorStories_Delbert	Survivor Story: Rev. Delbert Winters	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					6	001E7DAF:QAHolotapesChest:CONT	0043ACF9:Challenge_Lifetime_Collect_Holotapes_SurvivorStories_04:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2EE:RSVP00_Quest_Master:QUST	0050F909:RSVP00_Corpse_DelbertWinters:NPC_	00525407:BabylonExcludeList:FLST																											
002B42D2	RSVP00_Holotape_SurvivorStories_ColonelKid	Survivor Story: Colonel	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					6	001E7DAF:QAHolotapesChest:CONT	0043ACF7:Challenge_Lifetime_Collect_Holotapes_SurvivorStories_02:CHAL	0043E66E:RSVP00_LootPrewar_Cooler:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2EE:RSVP00_Quest_Master:QUST	00525407:BabylonExcludeList:FLST																											
002B42D3	RSVP00_Holotape_SurvivorStories_Dassa	Survivor Story: Dassa Ben-Ami	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					6	001E7DAF:QAHolotapesChest:CONT	003D1556:RSVP00_Corpse_Dassa:NPC_	0043ACF8:Challenge_Lifetime_Collect_Holotapes_SurvivorStories_03:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2EE:RSVP00_Quest_Master:QUST	00525407:BabylonExcludeList:FLST																											
002B42E1	RSVP00_Holotape_SurvivorStories_ColonelAdult	Survivor Story: Responder Colonel	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					6	001E7DAF:QAHolotapesChest:CONT	003D1579:RSVP00_Corpse_Colonel:NPC_	0043ACF6:Challenge_Lifetime_Collect_Holotapes_SurvivorStories_01:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2EE:RSVP00_Quest_Master:QUST	00525407:BabylonExcludeList:FLST																											
002B42E0	RSVP00_Holotape_SurvivorStories_Miguel	Survivor Story: Miguel Caldera	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					6	001E7DAF:QAHolotapesChest:CONT	0043ACFB:Challenge_Lifetime_Collect_Holotapes_SurvivorStories_06:CHAL	0043E66F:RSVP00_LootPriority_FootLocker:CONT	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2EE:RSVP00_Quest_Master:QUST	00525407:BabylonExcludeList:FLST																											
002B4343	RSVP00_Holotape_SurvivorStories_Sofie	Survivor Story: Sofie	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					6	001E7DAF:QAHolotapesChest:CONT	003D1558:RSVP00_Corpse_SofieYates:NPC_	0043ACFD:Challenge_Lifetime_Collect_Holotapes_SurvivorStories_08:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	0050A2EE:RSVP00_Quest_Master:QUST	00525407:BabylonExcludeList:FLST																											
002B4384	RSVP00_Holotape_SurvivorStories_Kesha	Survivor Story: Kesha McDermott	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	001E7DAF:QAHolotapesChest:CONT	003E98D4:RSVP01_Corpse_Responder_KeshaMcDermott:NPC_	0043ACFA:Challenge_Lifetime_Collect_Holotapes_SurvivorStories_05:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																												
0026A05E	OverseerPersonal_03_HighSchoolHolotape	Overseer's Journal, Entry 3	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					7	0012F8A0:OverseerPersonal_HolotapesList:FLST	001E7DAF:QAHolotapesChest:CONT	002687CC::REFR	0026AA34:OverseerPersonal:QUST	0043ACE8:Challenge_Lifetime_Collect_Holotapes_Overseer_Journal_03:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																										
00269851	OverseerPersonal_06_MineHolotape	Overseer's Journal, Entry 6	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					7	0012F8A0:OverseerPersonal_HolotapesList:FLST	001E7DAF:QAHolotapesChest:CONT	00267E07::REFR	0026AA34:OverseerPersonal:QUST	0043ACEB:Challenge_Lifetime_Collect_Holotapes_Overseer_Journal_06:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																										
00269850	OverseerPersonal_05_HouseHolotape	Overseer's Journal, Entry 5	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					7	0012F8A0:OverseerPersonal_HolotapesList:FLST	001E7DAF:QAHolotapesChest:CONT	00267E05::REFR	0026AA34:OverseerPersonal:QUST	0043ACEA:Challenge_Lifetime_Collect_Holotapes_Overseer_Journal_05:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																										
0026984F	OverseerPersonal_04_UniversityHolotape	Overseer's Journal, Entry 4	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					7	0012F8A0:OverseerPersonal_HolotapesList:FLST	001E7DAF:QAHolotapesChest:CONT	002687CE::REFR	0026AA34:OverseerPersonal:QUST	0043ACE9:Challenge_Lifetime_Collect_Holotapes_Overseer_Journal_04:CHAL	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																										
