WEAP_FormID	WEAP_EDID	WEAP_FULL	WEAP_Model	XALG_Flags	EILV_Level	ETYP_EquipType	PTRN_PreviewTransform	IBSD_BreakSound	KeywordCount	Keywords	APPR_SlotCount	APPR_Slots
00345D97	zzz_TestGun_MultAdd2	Damage curve			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]		15	ma_10mm [KYWD:00017E69]|AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|dn_weap_10mm [KYWD:0003D40B]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|AnimsFP10mm [KYWD:0004C7EA]|s_40_Pistol10mm [KYWD:00051748]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ma_BallisticGun [KYWD:000D192E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|WeaponRequiresMods [KYWD:00193506]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeRanged [KYWD:0033A7C8]	6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
00345D98	zzz_TestGun_MultAdd	No Curves			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]		15	ma_10mm [KYWD:00017E69]|AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|dn_weap_10mm [KYWD:0003D40B]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|AnimsFP10mm [KYWD:0004C7EA]|s_40_Pistol10mm [KYWD:00051748]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ma_BallisticGun [KYWD:000D192E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|WeaponRequiresMods [KYWD:00193506]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeRanged [KYWD:0033A7C8]	6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
0034CE68	zzz_TestWeapon_MultiDamage	TestWeapon Multi Damage types			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		6	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|DLC04_ma_CommieWhacker [KYWD:001148FD]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
0034E438	zzz_TestWeapon_DMG_Standard	TestWeapon Standard Damage			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		6	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|DLC04_ma_CommieWhacker [KYWD:001148FD]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
0034E437	zzz_TestWeapon_DMG_RadiationExposure	TestWeapon RadiationExposure Damage			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		6	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|DLC04_ma_CommieWhacker [KYWD:001148FD]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
0034E436	zzz_TestWeapon_DMG_Energy	TestWeapon Energy Damage			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		6	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|DLC04_ma_CommieWhacker [KYWD:001148FD]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
00357FBD	MoM02B_HistoricSword	Grant's Saber			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	14	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|AnimsStabWeapon [KYWD:000CF6B7]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|UnscrappableObject [KYWD:001CC46A]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeSword [KYWD:0033AB17]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|MoM02BSwordKeyword [KYWD:00357FBE]|ma_MoM02BHistoricSword [KYWD:00357FCA]|UI_WeaponTypeMelee1H [KYWD:003CFD89]|BlockSuperDuperPerk [KYWD:0043C439]|WeaponTypeBleedDamage "Bleed" [KYWD:00824367]	1	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]
0035ADC4	zzz_TestConfetti	10mm			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]		15	ma_10mm [KYWD:00017E69]|AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|dn_weap_10mm [KYWD:0003D40B]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|AnimsFP10mm [KYWD:0004C7EA]|s_40_Pistol10mm [KYWD:00051748]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ma_BallisticGun [KYWD:000D192E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|WeaponRequiresMods [KYWD:00193506]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeRanged [KYWD:0033A7C8]	6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
0035ADC8	crProtectron02RightArmConfetti					RightHand [EQUP:00013F42]	xTranHandmadeGun [TRNS:00054B13]		3	WeaponTypeLaser [KYWD:00092A84]|s_40_LaserProtectron [KYWD:0024968E]|WeaponTypeRanged [KYWD:0033A7C8]	0	
0035ADC7	crProtectron01LeftArmConfetti				1	LeftHand [EQUP:00013F43]	xTranHandmadeGun [TRNS:00054B13]		2	WeaponTypeLaser [KYWD:00092A84]|s_40_LaserProtectron [KYWD:0024968E]	0	
003643DA	BoneClub	Bone Club			15	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	15	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeAxe [KYWD:0033AB1D]|UI_WeaponTypemelee1HBlunt [KYWD:003D0E81]|ObjectTypeBones [KYWD:0044D497]|ma_BoneClub [KYWD:00508D78]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
003643D9	Bonehammer	Bone Hammer			15	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	16	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeHammer [KYWD:0033AB13]|WeaponTypeArchaic "Archaic" [KYWD:0033AB23]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypeMelee2H [KYWD:003CFD88]|UI_WeaponTypemelee2HBlunt [KYWD:003D0E7F]|ObjectTypeBones [KYWD:0044D497]|ma_BoneHammer [KYWD:00508D79]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	7	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
003879A3	Throwing_Knife	Throwing Knife				GrenadeSlot [EQUP:00046AAC]	xTranMelee [TRNS:00020D51]		7	WeaponTypeThrown "Throwing" [KYWD:0004A0A6]|AnimsTomahawk [KYWD:0005A8DC]|ObjectTypeWeapon [KYWD:000F4AEA]|WeaponTypeGrenade [KYWD:0010C415]|WeaponTypeKnives [KYWD:0033AB1C]|WeaponTypeThrowingKnife [KYWD:003879A4]|UI_WeaponTypeThrowingKnife [KYWD:003CFD68]	0	
0039C6C8	MoM_BladeOfBastet	Blade of Bastet			25	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		13	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|UnscrappableObject [KYWD:001CC46A]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeSword [KYWD:0033AB17]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|UnsellableObject [KYWD:003D4327]|BlockSuperDuperPerk [KYWD:0043C439]|ma_Melee_Appearance [KYWD:005117B1]|MoMBladeofBastetKeyword [KYWD:00521938]|WeaponTypeBleedDamage "Bleed" [KYWD:00824367]	6	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Item_Description [KYWD:00521926]
0039C6C9	MoM_VoiceOfSet_44	Voice of Set			25	RightHand [EQUP:00013F42]	xTran44 [TRNS:00248AB6]		15	AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|Anims44 [KYWD:000CE97E]|s_40_PistolFortyFour [KYWD:000D152C]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|UnscrappableObject [KYWD:001CC46A]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeRevolver [KYWD:00340878]|UI_WeaponTypeRevolver [KYWD:003CFD83]|UnsellableObject [KYWD:003D4327]|BlockSuperDuperPerk [KYWD:0043C439]|MoMVoiceofSetKeyword [KYWD:00521939]	6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Item_Description [KYWD:00521926]
0039CCB0	crGraftonOilBombSalvoWeapon	Grafton Oil Bomb Salvo				AltAttackSlot1 [EQUP:00136255]			2	AnimGraftonOilBombAttack [KYWD:00052D2C]|WeaponTypeRanged [KYWD:0033A7C8]	0	
003AAB76	MTR06_10mmSMG_ScorchedKiller	Anti-Scorched 10mm Submachine Gun			10	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]		16	Anims10mmSMG [KYWD:00018566]|s_IronSightsPistol [KYWD:0003ADB3]|s_40_RifleSubmachineGun10mm [KYWD:0004778C]|WeaponTypeRifle "Rifle" [KYWD:0004A0A1]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ma_BallisticGun [KYWD:000D192E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_10mmSMG [KYWD:0010D87C]|WeaponTypeRanged [KYWD:0033A7C8]|UI_WeaponTypePistol [KYWD:003CFD8C]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_Misc_Legendarycrafting_Weapon_Ranged4 [KYWD:006214D7]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_legendarycrafting_weaponexplosivebullets "BALLISTIC WEAPONS" [KYWD:00788126]	6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
003B2626	SFZ14_Bomb_BlastMine	Blast Mine				GrenadeSlot [EQUP:00046AAC]	xTranmine [TRNS:0012EF95]		9	WeaponTypeExplosive "Explosive" [KYWD:0004C922]|AnimsMine [KYWD:000E56C4]|ObjectTypeWeapon [KYWD:000F4AEA]|WeaponTypeMine [KYWD:0010C414]|UnscrappableObject [KYWD:001CC46A]|WeaponTypePlasmaMine [KYWD:00219689]|UI_WeaponTypePlasmaMine [KYWD:003CFD7E]|ObjectTypeOrdnance [KYWD:0043B758]|BlockSuperDuperPerk [KYWD:0043C439]	0	
003C6555	zzz_TestWeapon_Ranged_Scorched	10mm			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]		14	ma_10mm [KYWD:00017E69]|AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|dn_weap_10mm [KYWD:0003D40B]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|AnimsFP10mm [KYWD:0004C7EA]|s_40_Pistol10mm [KYWD:00051748]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ma_BallisticGun [KYWD:000D192E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeRanged [KYWD:0033A7C8]	2	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
003C6556	zzz_TestWeapon_ScorchedKiller	TestWeapon SC			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		7	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|DLC04_ma_CommieWhacker [KYWD:001148FD]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
003C96E5	CharGen_Binoculars_NoName				1	BothHands [EQUP:00013F45]	Pistol00 [TRNS:00071DDD]		6	ma_binoculars [KYWD:00002041]|s_IronSightsPistol [KYWD:0003ADB3]|modskill_Guns [KYWD:000CF786]|ObjectTypeWeapon [KYWD:000F4AEA]|WeaponRequiresMods [KYWD:00193506]|AnimsBinoculars [KYWD:0030379A]	4	ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
003C96E6	CharGen_GolfClub_NoName				1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		10	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|ma_golfclub [KYWD:0007372C]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeArchaic "Archaic" [KYWD:0033AB23]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypeMelee2H [KYWD:003CFD88]	2	ap_gun_MeleeMod [KYWD:0000283C]|ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]
003E07D8	crUnarmedWendigo	Unarmed Wendigo				BothHandsOtherOptional [EQUP:00043350]			2	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]	0	
003E1331	MTNM01_PipeSyringer_Karma	Rose's Syringer				BothHands [EQUP:00013F45]	xTranRifle [TRNS:00031C14]		15	s_IronSightsPistol [KYWD:0003ADB3]|dn_weap_Pipe [KYWD:0003D40A]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ObjectTypeWeapon [KYWD:000F4AEA]|ma_PipeSyringer [KYWD:0014DBB2]|s_40_Syringer [KYWD:0015D757]|AnimsSyringer [KYWD:0018FDD2]|WeaponRequiresMods [KYWD:00193506]|UnscrappableObject [KYWD:001CC46A]|WeaponTypeSyringer [KYWD:00225765]|WeaponTypePipe [KYWD:00338439]|WeaponTypeRanged [KYWD:0033A7C8]|UI_WeaponTypeSyringer [KYWD:003CFD87]|ma_MTNM01_Syringer [KYWD:0050C2D4]	3	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]
004DEAB6	crUnarmedHoneyBeastBeeSwarm	Unarmed Honey Beast Bee Swarm			1	OTHER [EQUP:0004334F]			2	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]	0	
004E2612	zzz_TestWeapon_MultAdd1	TestWeapon  MultAdd 50% MOD			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		6	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|DLC04_ma_CommieWhacker [KYWD:001148FD]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
004E2611	zzz_TestWeapon_MultAdd_Template	TestWeapon MultAdd 50% TEMPLATE			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]		6	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|DLC04_ma_CommieWhacker [KYWD:001148FD]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]
004E2E20	Shovel	Shovel			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	17	ma_Shovel [KYWD:00043E20]|WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeAxe [KYWD:0033AB1D]|WeaponTypeArchaic "Archaic" [KYWD:0033AB23]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypeMelee2H [KYWD:003CFD88]|UI_WeaponTypemelee2HBlunt [KYWD:003D0E7F]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|WeaponTypeShovel [KYWD:0092B31B]	12	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Item_Description [KYWD:00521926]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]|ap_curse [KYWD:009302C8]
004E42A1	EN02_OrbitalStrikeWeapon	Orbital Strike				BothHands [EQUP:00013F45]	xTranMiniGun [TRNS:000390B1]		13	s_IronSightsRifle [KYWD:0003ADB4]|VATSWeaponLongBurst [KYWD:0004742D]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|WeaponTypeThrown "Throwing" [KYWD:0004A0A6]|DogmeatNoVisualsOnRetrieve [KYWD:0007820B]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|ObjectTypeWeapon [KYWD:000F4AEA]|s_40_Broadsider [KYWD:000F583C]|AnimsBroadsider [KYWD:000FB198]|QuickkeyGun [KYWD:0010C485]|ma_Broadsider [KYWD:0018897E]|WeaponTypeRanged [KYWD:0033A7C8]|UI_WeaponTypeThrown [KYWD:003CFD86]	8	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
004E5568	crMothmanRangedAttackRapidFire	Rapid Fire				LeftHand [EQUP:00013F43]	xTranPistol [TRNS:00031C13]		3	AnimMothmanAttack1 [KYWD:0000F269]|crWeaponRanged [KYWD:00189348]|NoRicochet [KYWD:002049E5]	0	
004E5566	crMothmanAreaAttack	AoE Attack				AltAttackSlot2 [EQUP:00136256]	xTranPistol [TRNS:00031C13]		4	AnimMothmanAttack1 [KYWD:0000F269]|QuickkeyGun [KYWD:0010C485]|crWeaponRanged [KYWD:00189348]|NoRicochet [KYWD:002049E5]	0	
004E5567	crMothmanRangedAttackSingleShotVer2	Single Shot Ver 2				AltAttackSlot3 [EQUP:00136257]	xTranPistol [TRNS:00031C13]		3	AnimMothmanAttack1 [KYWD:0000F269]|crWeaponRanged [KYWD:00189348]|NoRicochet [KYWD:002049E5]	0	
004E89A7	zzz_10mm_Legendary1	CUT 10mm			1	BothHandsLeftOptional [EQUP:0004334D]	xTran10mm [TRNS:00248AB9]		15	ma_10mm [KYWD:00017E69]|AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|dn_weap_10mm [KYWD:0003D40B]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|AnimsFP10mm [KYWD:0004C7EA]|s_40_Pistol10mm [KYWD:00051748]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ma_BallisticGun [KYWD:000D192E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|WeaponRequiresMods [KYWD:00193506]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeRanged [KYWD:0033A7C8]	6	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
