LSCR_FormID	LSCR_EDID	DESC_Description	ConditionCount	Conditions	BNAM_BackgroundImage	NNAM_LoadingScreenNIF	TNAM_Transform	ONAM_Rotation	ZNAM_Zoom	MOD2_CameraPath	PNAM_Unknown	LSST_LoadingScreenText	RefBy_QUST_FormIDs	RefBy_QUST_EDIDs
00535C50	Perk_MysteriousSavior	Equip the Mysterious Savior Perk, and an unknown ally will occasionally appear and revive you when you're downed.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Bridge.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C4E	Perk_Locksmith	Keep prying hands off your stuff! The Locksmith Perk allows you to craft locks for your containers.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C1D	Perk_LeadBelly	Equip the Lead Belly Perk to reduce radiation damage from eating and drinking.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C4C	Perk_LastLaugh	The Last Laugh Perk gives you a chance to drop a live grenade from your inventory whenever you go down in combat.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Field.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C4A	Perk_Ironclad	The Ironclad Perk increases the amount of damage and energy resistance you gain for wearing armor.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C48	Perk_HeavyGunner	The Heavy Gunner Perk increases the damage you deal with non-explosive heavy guns. This stacks with Expert Heavy Gunner and Master Heavy Gunner, so equip all three for maximum damage!	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C2F	Perk_CanDo	Feeling hungry? Equip the Can Do! Perk for an increased chance to find extra canned goods when searching containers.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C46	Perk_GoodWithSalt	Food in your inventory will spoil slower if you have the Good With Salt Perk equipped.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C19	Perk_ConcentratedFire	With the Concentrated Fire Perk, every additional attack on the same body part in V.A.T.S. improves both your chance of landing a hit, and the damage dealt when you do.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C2D	Perk_Picklock	The Picklock Perk allows you to pick level 1 locks. This stacks with Expert Picklock and Master Picklock, allowing you to pick level 3 locks if you have all three equipped.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline3.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C42	Perk_FieldSurgeon	Equip the Field Surgeon Perk, and Stimpaks and RadAway will work much more quickly.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C21	Perk_Gladiator	With the Gladiator Perk, one-handed weapons do more damage.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C40	Perk_EMT	Keep your team in the fight! Equip the E.M.T. Perk, and players you revive will also regenerate health for a short period of time.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C2B	Perk_GoodDoggy	With the Good Doggy Perk, you gain three times the benefits from eating dog food. Yum!	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C3E	Perk_ClassFreak	With the Class Freak Perk, the negative effects of mutations are reduced.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Bridge.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C1B	Perk_Inspirational	The Inspirational Perk will give you a bonus to all earned Experience Points whenever you're on a team.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C63	Perk_Vaccinated	With the Vaccinated Perk equipped, you are less likely to catch a disease from a creature's attack.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Stream.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C3B	Perk_Awareness	Why won't that thing just die? Equip the Awareness Perk, and you'll see a target's damage resistances when you're in V.A.T.S.!	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road3.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C5F	Perk_Suppressor	The Suppressor Perk reduces the damage of any opponent you hit for a short period of time.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C28	Perk_PharmaFarma	The Pharma Farma Perk gives you an increased chance of finding more first aid chems when you search a container.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C5B	Perk_Science	The Science Perk increases your energy damage based on your Intelligence. Pew pew!	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C37	Perk_AdamantiumSkeleton	Tired of healing wounded arms and legs? The Adamantium Skeleton Perk will reduce all limb damage received.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Stream.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C59	Perk_Rifleman	The Down Ranger Perk increases the damage you deal to distant foes.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C53	Perk_PackRat	The Pack Rat Perk reduces the weight of all junk items you carry.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C4F	Perk_Marathoner	Equip the Marathoner Perk, and sprinting will consume less Action Points while you are unarmored.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C24	Perk_BornSurvivor	Keep forgetting to use your Stimpaks? Equip the Born Survivor Perk, and you'll automatically use a Stimpak when your health drops too low.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C4B	Perk_JunkShield	Equip the Junk Shield Perk, and the more junk you're carrying, the greater your Damage Resistance bonus.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C30	Perk_IronStomach	No time to cook? Equip the Iron Stomach Perk, and you'll be less likely to catch a disease from eating raw food.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C47	Perk_HardBargain	The Hard Bargain Perk gives you better prices when buying and selling from vendors.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C1C	Perk_IronFist	Equip the Iron Fist Perk, and your unarmed attacks do more damage.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Field.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C43	Perk_FortuneFinder	Low on caps? Equip the Fortune Finder Perk, and you'll receive a directional audio cue when a Caps Stash is nearby.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C3F	Perk_Commando	The Center Masochist Perk increases the damage you deal to your targets torso.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C61	Perk_Tenderizer	The Tenderizer Perk increases all damage your opponent receives after you hit them, for a short period of time.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C39	Perk_AntiEpidemic	With the Anti-Epidemic Perk, curing a disease also has a chance to cure a disease on nearby teammates.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C5D	Perk_StarchedGenes	Want to lock in your current Mutations? Equip the the Starched Genes Perk, and you'll be less likely to be mutated by radiation and RadAway will remove Mutations less often.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C51	Perk_MysteriousStranger	Equip the Mysterious Stranger Perk, and an unknown ally will occasionally appear in V.A.T.S. to lend a hand.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C32	Perk_OverlyGenerous	Give back! The Overly Generous Perk gives your melee attacks a chance to inflict Radiation Damage. The more Rads you have, the higher the chance.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C49	Perk_HomeDefense	The Home Defense Perk allows you to craft standard traps and turrets.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_Park.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C41	DELETED_Perk_ExoticWeapons	The Exotic Weapon Perk allows for the creation of more esoteric implements of death, like crossbows, black powder guns, the Syringer, and more.	1	Subject|GetGlobalValue|00036E00:TrueGlobal:GLOB|0.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C3D	Perk_BloodyMess	Equip the Bloody Mess Perk, and you'll do more damage in combat, and enemies will sometimes explode into a gory paste when they die.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C4D	Perk_Lifegiver	The Lifegiver Perk increases your maximum Health.	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00535C45	Perk_FriendlyFire	Forget "stop, drop and roll." Equip the Friendly Fire Perk, and teammates will regenerate Health whenever you hit them with flame attacks (accidentally or not).	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005043B9	GeneralGameplay_ChemistryStation	The Chemistry Station allows you to craft useful chems and medicines.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005043C9	GeneralGameplay_Health	You can restore Health by using a Stimpak or similar medication, eating food, or drinking from a water source.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005041E9	GeneralGameplay_Lockpicking	Picking a lock requires you to have a number of Picklock perks equipped equal to the skill level of the lock.  	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005043BD	GeneralGameplay_Sleep	Sleeping in a bed will give you a "Rested" bonus that boosts your earned XP for a limited time.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005041FB	Mutations_03	Taking a Mutation Serum will instantly grant you that Mutation. Serums also suppress the negative effects of that Mutation for a limited period of time.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
005042F7	GeneralGameplay_Respawn	In the event of your untimely demise, you can respawn at your C.A.M.P., a fast travel location, or outside the entrance of Vault 76.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
0050423B	Mutations_01	Too much exposure to radiation can cause you to develop Mutations, which have both positive and negative effects.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
00504393	GeneralGameplay_CookingStation	The Cooking Station allows you to craft food and beverages that are free of disease and more effective at quenching Hunger and Thirst.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005043BB	GeneralGameplay_Radio	The Pip-Boy can be tuned to different radio stations. They will continue to play when you leave the Pip-Boy until you go back in to switch stations or turn the radio off.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00504327	GeneralGameplay_LevelUp	Every time you level up, you can increase a SPECIAL attribute and choose a new Perk. After level 50, you continue to choose new Perks, but no longer gain SPECIAL attribute increases.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0050424B	Events_Workshops	Workshops are areas that produce valuable resources. When claimed, you can build resource collectors and defenses to protect them from both dangerous creatures and hostile players.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Building.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005043F9	GeneralGameplay_FastTravel	Fast travel quickly moves you to a previously discovered location, but at the cost of caps.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00504373	GeneralGameplay_ArmorWorkbench	Use an Armor Workbench to craft your own armor, create modifications, make repairs, or scrap old armor for parts.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_RedRocket.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005042B7	GeneralGameplay_PVP	Outside of specific PvP events, players do reduced damage to other players until both sides have attacked each other.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00504375	GeneralGameplay_WeaponsWorkbench	Use a Weapons Workbench to modify or repair your weapons, craft new ones, or scrap old weapons for parts.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00504233	Mutations_02	Contracted a Mutation but want it gone? You can attempt to cure it by using RadAway.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountainTopSky.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
00504317	GeneralGameplay_QuestTargets	The Data section of your Pip-Boy lists the quests you are on. From there, you can turn quest targets for individual quests on or off.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road4.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00504281	GeneralGameplay_Crime	Repeated unprovoked attacks against other players can cause you to become Wanted, allowing anyone to freely attack you.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005042F5	GeneralGameplay_StashBox	The safest way to store items and equipment is to place them in your Stash Box, which cannot be accessed by other players.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
00504339	GeneralGameplay_PowerArmorStation	Use a Power Armor Station to repair and make modifications to your Power Armor.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
005041F1	GeneralGameplay_Hacking	Hacking a terminal requires you to have a number of Hacker perks equipped equal to the skill level of the terminal.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00504275	Events_Hordes	Creatures will sometimes band together in a Horde, led by a powerful Alpha creature. Defeat the Alpha to stop the Horde from spawning more creatures.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
004F7B72	SPECIAL_04_Intelligence	Intelligence is a measure of your overall mental acuity. It affects the Condition and Durability of crafted items, the amount of material gained from Scrapping, and the difficulty of Hacking.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
004F7B88	SPECIAL_03_Endurance	Endurance is a measure of your overall physical fitness. It affects your total Health, Action Point drain from sprinting, and chance to get a Disease.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
004F7B7E	SPECIAL_04_Charisma	Charisma is your ability to work with others. It affects which Perks you can share with your team, the rewards from completing Group Quests, and the prices you get when buying from and selling to vendors.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower2.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
